[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[07:55.000 --> 08:10.000]  Still have all the regalia and the bling of the self-anointed leaders. I mean, take MSNBC, their top shows, rarely hit a million listeners.
[08:10.000 --> 08:16.000]  There are morning radio shows in New York City with more listeners than that, with one affiliate.
[08:16.000 --> 08:19.000]  They are legends in their own mind.
[08:19.000 --> 08:25.000]  The only old media that still has gigantic audiences is talk radio, and we're on talk radio.
[08:25.000 --> 08:27.000]  We're also dominating on the Internet.
[08:27.000 --> 08:30.000]  And I just want to give you that report before we get into the news here.
[08:30.000 --> 08:38.000]  And we're going to have some big articles with all the Google analytics and stat brain and Alexa and all of those numbers.
[08:38.000 --> 08:44.000]  We've done these reports periodically, but it's important to give you the listeners who are the backbone of this transmission
[08:44.000 --> 08:49.000]  a report from time to time on how we break down, how many listeners we've got.
[08:49.000 --> 08:54.000]  $15 million is a conservative estimate, and I'm going to have that put together in the next week or two.
[08:54.000 --> 09:03.000]  I'm just so busy hitting the ground running with the six-day-a-week radio shows from 11 to two weekdays central back four to six Sundays.
[09:03.000 --> 09:11.000]  The documentary films, the nightly news, the news websites, the analysis, the breaking news, the gearing up our news force here.
[09:11.000 --> 09:14.000]  But this is the danger zone for us.
[09:14.000 --> 09:22.000]  We've had Nightline, New York Times, MSNBC, New York Daily News, Time Magazine Newsweek.
[09:22.000 --> 09:23.000]  I mean, you name it.
[09:23.000 --> 09:33.000]  Hundreds of establishment dinosaur, kleptocrat, TraderKrat, TraderStream, CessStream, DecepticonStream, New World Order,
[09:33.000 --> 09:41.000]  prostitute, shell out globalist propagandists, hit us with every attack they can.
[09:41.000 --> 09:43.000]  And of course, it's only made us stronger.
[09:43.000 --> 09:50.000]  So now they've gone back to quasi-ignoring, and it's just they're bleeding out in front of us.
[09:50.000 --> 09:57.000]  They're absolutely bleeding out in front of us, and that's why the system now wants to censor the web openly.
[09:57.000 --> 10:07.000]  But more White House cronies, not just Cass Sunstein, the White House regulations are openly calling to shut down websites of those criticizing electric cars.
[10:07.000 --> 10:11.000]  That was even in dinosaur media this week.
[10:11.000 --> 10:17.000]  If you're a new listener, dinosaur, get it, old, extinct media.
[10:17.000 --> 10:23.000]  And there still are some dinosaurs, some species of birds, alligators, crocodiles, they're pre-dinosaur.
[10:23.000 --> 10:29.000]  There'll be a place for them in the swamps, eating dead fish and things.
[10:29.000 --> 10:35.000]  I mean, you know, I understand that, but you can't put the genie back in the bottle.
[10:35.000 --> 10:45.000]  And it's a really good sign that they've gone from being arrogant and trying to ignore the real media to now freaking out with the corporate prostitute media,
[10:45.000 --> 10:52.000]  joining forces with the corrupt kleptocrat government, begging them to also censor talk radio.
[10:52.000 --> 10:58.000]  See, if you have a big audience, the system wants to censor you if you're not going along with their propaganda.
[10:58.000 --> 11:01.000]  In fact, Aaron Dox is pointing out to me, he's got a big report on it.
[11:01.000 --> 11:06.000]  He did one on the nightly news Friday that all this Bill Gates propaganda, I mean, I knew it.
[11:06.000 --> 11:13.000]  I knew he was, he on part of Monsanto and big drug companies and was buying ads on ABC,
[11:13.000 --> 11:17.000]  seeing in all these things that basically act like he may be the second coming of Christ.
[11:17.000 --> 11:26.000]  And that, you know, he, when he goes to the bathroom daisies, you know, fill the toilet bowl and that, you know, his underarms smell like peaches.
[11:26.000 --> 11:33.000]  And that, again, he only helps the little ladies across the street, you know, not that his dad ran Planned Parenthood or that he's an admitted eugenicist
[11:33.000 --> 11:37.000]  and openly makes jokes about reducing the world population down to almost nothing.
[11:37.000 --> 11:44.000]  And you can pull those videos up and where he says, pull the plug on granny killer, you can hire 10 teachers, you can pull that up, just type in what I say.
[11:44.000 --> 11:48.000]  You can type in what I say and do a search engine, you can pull it up.
[11:48.000 --> 11:55.000]  But Aaron was pointing out that in plain view on ABC News, there's banners and that it's sponsored by Bill Gates.
[11:55.000 --> 11:58.000]  And then we looked it up and it's admitted on all these channels.
[11:58.000 --> 12:01.000]  He's actually paying for these reports.
[12:01.000 --> 12:03.000]  It's pure product placement.
[12:03.000 --> 12:13.000]  He's paying to go on TV and run these hoaxes that people like Dr. Wakefield is a liar and discredited when Dr.
[12:13.000 --> 12:16.000]  Wakefield has never agreed that he's a liar and been discredited.
[12:16.000 --> 12:25.000]  And after a decade of his research being confirmed by all these other scientists, they ran a hoax a year ago and he's now suing the British Medical Journal and others.
[12:25.000 --> 12:29.000]  Dr. Wakefield is and there's no dinosaur coverage of that.
[12:29.000 --> 12:33.000]  No dinosaur coverage that he's suing them.
[12:33.000 --> 12:38.000]  The journalist that wrote the article, not the paper for the British Medical Journal.
[12:38.000 --> 12:53.000]  Turns out the British Medical Journal is funded publicly by the very vaccine companies that are losing billions of dollars because people are now finding out that on the insert of the vaccines for MMR, H1N1, regular flu, all of it.
[12:53.000 --> 12:59.000]  It says can cause Guillain-Barre, narcolepsy, death, and a host of other neurological disorders.
[12:59.000 --> 13:15.000]  I mean, they're calling him a conspiracy theorist and saying his research is discredited when the inserts pre his studies said it does this as a side effect.
[13:15.000 --> 13:30.000]  Now, the reason I'm going off this forget all the news and some huge info I'm going to cover coming up is that I did some research on Wakefield as he lives here in Austin and I'm going to be interviewing him soon, probably the first big interview on his lawsuit.
[13:30.000 --> 13:45.000]  And I wanted to do double research on him again before I go to bat for him and I already done it 50 times over before. I mean, I live this stuff, but I went and spent about two hours this morning going back over it.
[13:45.000 --> 13:49.000]  And this is what the corporate prostitute media did. They ran a hoax.
[13:49.000 --> 14:02.000]  It's not like they run hoaxes saying it's the law. You've got to take 50 something vaccines every year. There's no law anywhere. You've got to take vaccines in the United States. Total hoax, but they say it on the news because they're being paid to locally in your town, radio, TV, all of it.
[14:02.000 --> 14:10.000]  It's on record, product placement, propaganda placement. They call it behavior placement now. I coined the term police state placement when they're pushing police state.
[14:10.000 --> 14:22.000]  So I did all this research and I read the reports and it's like he headline was he is accused of unethical medical experiments on children.
[14:22.000 --> 14:34.000]  And you go read it. Parents with autistic children, they would actually do a colonoscopy at a hospital and get and look at the inflammation to prove it was separate from just saying it's a mental illness.
[14:34.000 --> 14:45.000]  There's something going on in the gut of these autistic children and to get stool samples and study it and to find the antibodies for the measles in the MMR shot in their gut.
[14:45.000 --> 14:53.000]  But they spun it with he was doing unethical things with children. What do you think you do in a study? That's what you do.
[14:53.000 --> 15:01.000]  And since then it's all been duplicated. That's why his suit's so powerful. Turns out it had been done in government studies before Wakefield did. He didn't even know about it.
[15:01.000 --> 15:10.000]  See, he's hitting so close to the target and is well spoken and good looking and it's got all these movie stars behind him. It scared him.
[15:10.000 --> 15:18.000]  So they and Bill Gates, you know, he's he's next and all this by the way. Well, I'm just gonna leave it at that.
[15:18.000 --> 15:26.000]  The point is, is that he gets up on TV and says Wakefield scum and a liar and all this stuff with anger in his eyes.
[15:26.000 --> 15:32.000]  Because this is a guy who's into eugenics. You can watch him on Bill Moyers talk about it. Getting rid of people.
[15:32.000 --> 15:40.000]  You can you can type in Bill Gates as vaccines will reduce population. You'll watch him on Ted TV. So see, that's how they run these hoaxes.
[15:40.000 --> 15:51.000]  The the insert, the insert says can cause everything Wakefield talked about. But but they're counting on you being stupid and not going and looking for yourself.
[15:51.000 --> 16:00.000]  So they lie to you. Now I'm going to give you the big news blitz rundown coming up. Huge attacks on the Second Amendment. You name it.
[16:00.000 --> 16:08.000]  Hi, folks. This is Alex Jones. I'm looking for people that have the wisdom to spot savings, opportunity and recognized risk.
[16:08.000 --> 16:19.000]  Saving means to make money. The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[16:19.000 --> 16:26.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants or antibacterials.
[16:26.000 --> 16:34.000]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores and a terrorizing clothing called lint.
[16:34.000 --> 16:40.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[16:40.000 --> 16:57.000]  Getting a free catalog is easy by calling 800-340-7091 or see Cal Bend on the web at 5starsoap.com. Take charge of your health now by calling 800-340-7091 or see Cal Bend on the web at 5starsoap.com.
[17:11.000 --> 17:18.000]  And placing your child's name on the angel tree in hopes of a Christmas gift along with thousands of other Americans.
[17:18.000 --> 17:26.000]  If you ever think your future would feel this out of control, the fact is in all this craziness there's only one thing you can control.
[17:26.000 --> 17:33.000]  Your greatest dependency, your food supply. Make 2012 the year you take control by getting prepared.
[17:33.000 --> 17:42.000]  EatFoodsDirect introduces the best way to build your food supply in the 21st century. Get a 21-day supply of food free with purchase.
[17:42.000 --> 17:50.000]  Call 800-409-5633 or go to eatfoodsdirect.com forward slash alex. Take back control in 2012.
[17:50.000 --> 17:59.000]  Call 800-409-5633 or go to eatfoodsdirect.com forward slash alex. Remember, you can bet your life on EatFoodsDirect.
[17:59.000 --> 18:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[18:04.000 --> 18:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[18:08.000 --> 18:14.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[18:14.000 --> 18:19.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[18:19.000 --> 18:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[18:24.000 --> 18:31.000]  And now, new socialist legislation is only compounding the problem. Number four, dangerous weather is always a threat to local grids.
[18:31.000 --> 18:35.000]  Every year, thousands of families lose their power from weather-related onages.
[18:35.000 --> 18:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[18:40.000 --> 18:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[18:45.000 --> 18:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[18:51.000 --> 18:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[19:01.000 --> 19:05.000]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[19:05.000 --> 19:11.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream
[19:11.000 --> 19:14.000]  by breathing the solution through the lungs.
[19:14.000 --> 19:18.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[19:18.000 --> 19:25.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions
[19:25.000 --> 19:30.000]  and also delivers the silver nanoparticles instantly into the bloodstream
[19:30.000 --> 19:34.000]  with continued legislation threatening the sale of nano-silver products.
[19:34.000 --> 19:39.000]  You can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[19:39.000 --> 19:45.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[19:45.000 --> 19:52.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[19:52.000 --> 20:19.000]  That's www.silverlungs.com.
[20:19.000 --> 20:24.000]  We are on the march. The empire is on the run.
[20:24.000 --> 20:36.000]  Alex Jones and the GCN Radio Network.
[20:36.000 --> 20:44.000]  Okay, let me just run down some of the news I've got here in my stack. I've already had a little bit of it.
[20:44.000 --> 20:56.000]  And then I am going to go over 28 ways the globalists are openly committing crimes and unconstitutional actions against us.
[20:56.000 --> 20:59.000]  And a lot of these tie into news that's out today.
[20:59.000 --> 21:07.000]  And I just wrote these in about a minute or two right before I went on air today because I was just thinking about all of the crimes
[21:07.000 --> 21:15.000]  and outrageous garbage going on and how it's getting worse and how historically that's what tyrannies do.
[21:15.000 --> 21:21.000]  They degenerate because the criminals take over and they won't stop their own minions anymore.
[21:21.000 --> 21:31.000]  And the most wicked basically get promoted to the top and compete with each other and you end up with a hellish situation.
[21:31.000 --> 21:42.000]  And so it's a corrupt worldly attitude with a scientific arrogant overlay where the globalists have learned how to manipulate the general population with different scientific tricks.
[21:42.000 --> 21:48.000]  And they think they can get away with anything now.
[21:48.000 --> 21:57.000]  And they say pride goeth before a fall. These elites constantly screw up. They're in control. They control the money supply, the issuance of currency and credit.
[21:57.000 --> 22:01.000]  But they also screw up and they're not invincible.
[22:01.000 --> 22:09.000]  Sometimes it'd be better if they were in a way invincible and knew what they were doing because they think they know what they're doing.
[22:09.000 --> 22:14.000]  And again, they're in general control, but it's kind of like a captain running a ship on rocks.
[22:14.000 --> 22:18.000]  Okay, he's in control when he does it, but he's still crazy.
[22:18.000 --> 22:24.000]  But here are some of the points I'm going to be going over after I hit some of this news.
[22:24.000 --> 22:32.000]  In DAA, fast and furious government drug dealing, government experimentation on the population, including killing people on record.
[22:32.000 --> 22:35.000]  Why do you ever trust them when they've been caught thousands of times doing it?
[22:35.000 --> 22:45.000]  Government lying, elites exempt from laws and taxes, biggest prison population in the world, period, all over the world they're growing bigger than they've ever been.
[22:45.000 --> 22:47.000]  And the U.S. has the record.
[22:47.000 --> 22:56.000]  In fact, I imbed it to you, but I didn't see it in my stack. You print me that New Yorker magazine article that just came out called America Caged.
[22:56.000 --> 22:59.000]  Thank you.
[22:59.000 --> 23:04.000]  Fluoride, seven-fold bone cancer, brain damage.
[23:04.000 --> 23:09.000]  It accelerates and magnifies all other drugs in the system on record.
[23:09.000 --> 23:14.000]  Forced inoculations, lying about it, all the death and problems from vaccines.
[23:14.000 --> 23:20.000]  GMOs in every study, there's thousands of them in the rats and guinea pigs, but they block human studies.
[23:20.000 --> 23:36.000]  Just total organ failure, heart problems, brain problems, sterilization, militarization of police, all the telltale signs, the surveillance society, general corruption, all the corruption, they're constantly getting caught in.
[23:36.000 --> 23:44.000]  Web censorship, now being admitted, all the out-of-control spying without warrants, totally illegal.
[23:44.000 --> 23:47.000]  See, the Bill of Rights and Constitution protects you.
[23:47.000 --> 23:52.000]  And once you get rid of it and similar systems worldwide, it always gets bad.
[23:52.000 --> 23:54.000]  There's reasons those protections are there.
[23:54.000 --> 24:01.000]  And people that always have these excuses for why we should not do this or not do that are, oh, just to bridge it a little bit.
[24:01.000 --> 24:08.000]  Or let's have contempt for the Constitution like Newsweek and Time magazine have been having cover stories about, like it caused our problems.
[24:08.000 --> 24:10.000]  They're also scapegoating capitalism.
[24:10.000 --> 24:13.000]  The monopoly men don't like capitalism, folks. They're getting rid of it now.
[24:13.000 --> 24:16.000]  Davos is announcing that.
[24:16.000 --> 24:24.000]  And they're using the fact that the elites don't pay taxes, or very little, to twist it and say, see, raise taxes on those making $100,000 a year.
[24:24.000 --> 24:26.000]  That'll get the rich guy.
[24:26.000 --> 24:29.000]  Somebody making $20,000 a year? Yeah, it sounds good.
[24:29.000 --> 24:31.000]  Oh, man, these people are so sick.
[24:31.000 --> 24:40.000]  But I want to say they're sophisticated only by the public not being sophisticated or being lazy, not deciding to decode how they operate.
[24:40.000 --> 24:42.000]  It's the only way they get away with this.
[24:42.000 --> 24:48.000]  It's all the ultra-rich that are lobbying constantly for big government because they get the government contracts.
[24:48.000 --> 24:52.000]  In fact, I have a video later, an audio. I'm going to play breaking that down.
[24:52.000 --> 25:05.000]  General corruption, web censorship, spying, technology suppression, what they call disruptive technology, which means anything that the globalist would hurt any of their monopolies or combines.
[25:05.000 --> 25:07.000]  That's big.
[25:07.000 --> 25:10.000]  I mean, they've killed people over that if they won't sell.
[25:10.000 --> 25:32.000]  A national security dictatorship, that whole COG system where they tell Congress they can't see the COG plans when the Congress is the government on record and finally a copy of NDAA and the National Defense Authorization Act tie into Presidential Decision Directive 51,
[25:32.000 --> 25:40.000]  openly states in the cover page they gave Congress the synopsis that Congress is abolished and that secret groups will run the government.
[25:40.000 --> 25:52.000]  And I've got articles about that where they're taking over major cities, private corporations are, and suspending the governments and saying you have no rights because you're bankrupt.
[25:52.000 --> 25:55.000]  And it was all done by fraud.
[25:55.000 --> 26:04.000]  You can't suspend people's rights just because a city is bankrupt, just because a corporation comes into the state and says it, and we're in trouble.
[26:04.000 --> 26:07.000]  This has all been done in third world countries over and over again and been tested.
[26:07.000 --> 26:11.000]  And now the globalists are going for Europe, the US, and wealthy areas of Asia.
[26:11.000 --> 26:13.000]  It's called the New World Order.
[26:13.000 --> 26:16.000]  It's a global corporate dictatorship through fraud.
[26:16.000 --> 26:18.000]  People say, well, let us have a world government, man.
[26:18.000 --> 26:20.000]  It's peace like Star Trek.
[26:20.000 --> 26:21.000]  No, no, no.
[26:21.000 --> 26:24.000]  This isn't where we vote into a world government and it's democratic.
[26:24.000 --> 26:32.000]  This is secret tribunals making the decisions continuing here.
[26:32.000 --> 26:35.000]  National Security Dictatorship globally.
[26:35.000 --> 26:39.000]  Environmental takeover, not about the environment.
[26:39.000 --> 26:45.000]  I mean, it's even in my own house, an HEB bag that says all of us should do our part for the environment.
[26:45.000 --> 26:48.000]  Don't use disposable bags.
[26:48.000 --> 26:50.000]  And then now they're banning disposable bags.
[26:50.000 --> 26:58.000]  And whether they're good or bad, the point is this is all about making us do what they say because it's for the environment.
[26:58.000 --> 27:05.000]  All ignoring genetic modification, toxic waste dumping, radiation levels going up all over the world.
[27:05.000 --> 27:12.000]  Now they just raise the levels of isotopes in some cases 100,000 times and just say, well, it's safe now for you.
[27:12.000 --> 27:16.000]  That was in the news a few months ago, but now it's happening globally in a standardized move.
[27:16.000 --> 27:22.000]  Governments are raising what they say is safe radiation.
[27:22.000 --> 27:25.000]  Oh, the TSA doesn't test their machines like everybody else does.
[27:25.000 --> 27:26.000]  Oh, you know what?
[27:26.000 --> 27:30.000]  Maybe we'll just have radiology departments not test X-ray machines anymore.
[27:30.000 --> 27:32.000]  I mean, they're actually talking about that.
[27:32.000 --> 27:41.000]  It's like actually poison the river, dump poison everywhere, but then make everybody go, I've got my reusable bag,
[27:41.000 --> 27:46.000]  which they admit is just a post-industrial move to shut down our coal, our energy.
[27:46.000 --> 27:51.000]  I mean, when the city of Austin announced 80% tax hikes on many power users,
[27:51.000 --> 27:57.000]  two weeks ago, they said, well, it was actually on the news radio and TV playing clips of the city council.
[27:57.000 --> 27:59.000]  They said, hey, you're going to pay more.
[27:59.000 --> 28:00.000]  It's for the earth.
[28:00.000 --> 28:07.000]  You're using too much power, but that's not even the reason they allowed big mega corporations to come in and shut down all the city owned utilities
[28:07.000 --> 28:16.000]  and smaller companies just so they could then shut down their competition and just jack up prices and just say, hey, it's for the earth.
[28:16.000 --> 28:25.000]  Well, they have tax incentives on record to move General Motors factories to China and Brazil and Romania,
[28:25.000 --> 28:32.000]  tens of billions of dollars of your bailout money to them, to move publicly, to move out of the country.
[28:32.000 --> 28:37.000]  And China gets three new coal plants a week. We get nothing.
[28:37.000 --> 28:41.000]  By the way, when Obama shut down that pipeline to bring oil from Canada to the U.S.,
[28:41.000 --> 28:51.000]  it turns out Berkshire Hathaway has the train contract Bloomberg reported to ship the oil to the west coast of Canada and ship it to China.
[28:51.000 --> 28:55.000]  The globalists are shutting off our energy. They're not Americans.
[28:55.000 --> 29:01.000]  They're shutting America off. They own the investments overseas.
[29:01.000 --> 29:05.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[29:05.000 --> 29:09.000]  This is our last chance to not relive history.
[29:09.000 --> 29:14.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[29:14.000 --> 29:20.000]  It has tremendous influence on our president and Congress, and they really are calling the shots.
[29:20.000 --> 29:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[29:25.000 --> 29:35.000]  The fall of the Republic identifies the enemies of our nation, the criminal off-short cartel held bent on destroying sovereignty and on its ashes constructing world government.
[29:35.000 --> 29:41.000]  Tim Geithner, Bernanke, and Arsonists, they're asking for more matches, and the Congress is saying, who do we make the checkout to?
[29:41.000 --> 29:48.000]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[29:48.000 --> 29:59.000]  Get your copy of Fall of the Republic on DVD at infowars.com, or watch it online right now in super high quality at prisonplanet.tv.
[30:18.000 --> 30:23.000]  Friends and solutions from science have put together the perfect mix of non-hybrid seeds.
[30:23.000 --> 30:30.000]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[30:30.000 --> 30:38.000]  And here's the best part, these seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full-acre crisis garden.
[30:38.000 --> 30:41.000]  So visit them today at survivalseedbank.com.
[30:41.000 --> 30:47.000]  That's survivalseedbank.com, or give them a call at 877-327-0365.
[30:47.000 --> 30:51.000]  That's 877-327-0365.
[30:51.000 --> 30:56.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[30:56.000 --> 31:18.000]  This is Alex Jones for survivalseedbank.com.
[31:27.000 --> 31:30.000]  Your greatest dependency, your food supply.
[31:30.000 --> 31:34.000]  Make 2012 the year you take control by getting prepared.
[31:34.000 --> 31:39.000]  eFoodsDirect introduces the best way to build your food supply in the 21st century.
[31:39.000 --> 31:42.000]  Get a 21-day supply of food free with purchase.
[31:42.000 --> 31:48.000]  Call 800-409-5633, or go to eFoodsDirect.com forward slash Alex.
[31:48.000 --> 31:56.000]  Take back control in 2012, call 800-409-5633, or go to eFoodsDirect.com forward slash Alex.
[31:56.000 --> 31:59.000]  Remember, you can bet your life on eFoodsDirect.
[31:59.000 --> 32:04.000]  You may be arrested and or subject to other police action.
[32:04.000 --> 32:05.000]  tyranny is here.
[32:05.000 --> 32:09.000]  The grim future foretold in 1984 has become reality.
[32:09.000 --> 32:11.000]  It really says that the state is God.
[32:11.000 --> 32:17.000]  The United States has now recognized globally as one of the most impressive police states on earth.
[32:17.000 --> 32:24.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[32:24.000 --> 32:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[32:30.000 --> 32:34.000]  Police state 4 chronicles the sickening depths to which our republic has fallen.
[32:34.000 --> 32:38.000]  Prepare to enter the secretive world of emergency dictatorship.
[32:38.000 --> 32:44.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[32:44.000 --> 32:47.000]  It's only the beginning of the new world order's hellish plan.
[32:47.000 --> 32:49.000]  The police state isn't coming.
[32:49.000 --> 32:50.000]  It's here.
[32:50.000 --> 33:17.000]  Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[33:17.000 --> 33:24.000]  See, you're brought up in school and you're taught everything's free market.
[33:24.000 --> 33:30.000]  And when something's privatized, there's bids that are put out.
[33:30.000 --> 33:37.000]  And then companies go put out the bids and whoever has the best price and the best quality, they get the government bid.
[33:37.000 --> 33:47.000]  No, the truth is, politicians are funded from the time that their city council people are even lower in the chain on boards.
[33:47.000 --> 33:58.000]  And the system comes and finds who is the most corrupt and their wives get jobs at the companies they sell out to, their sons get jobs, their husbands get jobs.
[33:58.000 --> 34:09.000]  And many times now they even insider trade and give government contracts directly at the state, local and federal level to companies their family owns.
[34:09.000 --> 34:18.000]  And when they get caught in 2011, 2012, I showed you the article last week, CBS News, Congress allowed to insider trade.
