[00:00.000 --> 00:10.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[04:03.000 --> 04:12.000]  They're just using old divisions to get a fight going and are offensively starting a war with the Russians and are engaged in all sorts of incredible atrocities.
[04:12.000 --> 04:15.000]  And again, CNN calls them freedom fighters.
[04:15.000 --> 04:22.000]  When they're throwing Molov cocktails on police, you do that here, they're going to call you terrorist.
[04:22.000 --> 04:31.000]  And I'm not endorsing doing that here either. The point is, they're endorsing it there when they wouldn't endorse it here.
[04:31.000 --> 04:35.000]  First, that was in the overthrow of the government. Now they say it's terrorism to throw Molov cocktails at the police.
[04:35.000 --> 04:40.000]  But when they were overthrowing the government, it was elected to put an unelected government in, then it was okay.
[04:40.000 --> 04:47.000]  NASA plans to use spy telescopes in dark energy mission will thank God they're using them for something scientific instead of spying.
[04:47.000 --> 04:52.000]  Now we know what the bees are dying. Huge developments on that front. It's all coming up.
[04:52.000 --> 05:11.000]  Why is J.D. Morgan hoarding silver? Stay with us.
[05:22.000 --> 05:32.000]  J.D. Helm 15 exercise will be coming to Bastrop to speak on Monday, April 27 at the commissioner court meeting on 804 Pecan Street second floor.
[05:32.000 --> 05:35.000]  The meeting starts at 9 a.m. It is open to the public.
[05:35.000 --> 05:45.000]  I want to encourage each and every one of you patriots, Americans who actually give a damn about this country to get off your butt, get off your couch, put the keys in the ignition.
[05:45.000 --> 05:49.000]  This is something that I want to see people show up to in mass numbers.
[05:49.000 --> 06:00.000]  I'm sick and tired of this stuff and I hope that some of you people out there are sick and tired too and will show up at 9 a.m. at the county commissioner's courtroom in Bastrop.
[06:00.000 --> 06:22.000]  Waging war on corruption. It's Alex Jones.
[06:22.000 --> 06:35.000]  Let's be clear. Private corporate anti-free market forces are establishing planetary, unelected government worldwide right now.
[06:35.000 --> 06:43.000]  And they are using cultural differences, religious, racial, economic, to play people off against each other.
[06:43.000 --> 06:52.000]  Male against female, old against young, north against south, east against west, classic divide and conquer.
[06:52.000 --> 07:03.000]  And while we're all busy fighting with each other, a new system is being established and it's an anti-human, anti-freedom, anti-free will system.
[07:03.000 --> 07:18.000]  Info wars and everything we do on this radio broadcast, the TV nightly news, the documentary films, the news websites, everything we do is simply about getting people to look at their surroundings, look at their environment,
[07:18.000 --> 07:32.000]  and to try to get the general population involved in imagining their own destiny and deciding to want to be players in their own lives and not just be marionettes on a string like so many puppets.
[07:32.000 --> 07:42.000]  And not just repeat the talking points of the controlled left-right paradigm like a cheap ventriloquist doll.
[07:42.000 --> 07:55.000]  Let me just give you the stacks here. There's a whole bunch of them today. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20.
[07:55.000 --> 08:06.000]  20 stacks of news, nice round number today. Let me just give you the headlines here. So you get some of the dots we're following from the balls in the air that we're following.
[08:06.000 --> 08:16.000]  I'm not going to start with the most important story because I can't figure out which one that is. It's why I get kind of dumbfounded or shell-shocked or thunderstruck.
[08:16.000 --> 08:33.000]  Sometimes awe-inspired, marveled when I come in here because there's so much. Shock video, Ukrainian neo-Nazis, nail rebel fighter to cross, burn him alive.
[08:33.000 --> 08:49.000]  Media blockout. Italian courts rule vaccines cause autism. Black So Smith's Klein memo is released in court where they admitted over a decade ago that they knew full well their vaccine was causing autoimmune responses in the brain and in the gut and causing brain damage.
[08:49.000 --> 09:08.000]  That reports on infowars.com and prisonplanet.com. Continuing. Paul, tired of GOP retreating on abortion. If you watch mainstream media, you would think that he was pro-abortion. That's the type of deception they're involved in.
[09:08.000 --> 09:15.000]  He says he's going to champion abortion and make it a key issue. Good. That's why I'm supporting him.
[09:15.000 --> 09:28.000]  CBP contingency plan includes $134 million plus dollars for a future influx of illegal immigrant youths, but don't worry, that's money to process them and make them legal.
[09:28.000 --> 09:43.000]  National debt source over $18 trillion. But don't worry, parents angered over children as young as three told to sign contract, promising not to use transphobic language at nursery.
[09:43.000 --> 09:55.000]  Because you know they're all homophobic at age three, they have to be basically indoctrinated into it. This is what we're dealing with while all of our basic rights are stripped, we've got to put in the transgender bathrooms.
[09:55.000 --> 10:19.000]  Speaking of that, California citizens seek referendum to block transgender public bathroom use. And from both angles, fighting it and promoting it is just wild. Because all hell's breaking loose. The globalists are preparing for planetary war, depression, you name it, and they've got us all over the western world fighting over men that want to take female hormones.
[10:19.000 --> 10:32.000]  I mean, who cares from both sides? Quit force feeding it to three year olds, it's pedophilia, I don't care what sexual preference it is, none of it. And people fighting it, I get why you're fighting it, but don't you understand, it's a lost battle.
[10:32.000 --> 10:39.000]  You're not going to just fight and take back the schools, folks. You got to admit the whole thing's been taken over and it's social engineering.
[10:39.000 --> 10:56.000]  Look at this. Back on the subject of what's happening, state says bankers should pay 135,000 for refusing to bake for same sex wedding.
[10:56.000 --> 11:11.000]  Backers should pay 135,000 dollars for their own free will wish to associate with who they want to. So this is the type of police actions going on in America with taxpayer funded lawyers and lawsuits doing that.
[11:11.000 --> 11:26.000]  Germany prepares for plan B, says Greece would need not only a third bailout, but a fourth, a fifth, or even more. See, we're all signed on to 2.2 quadrillion global fiat derivative dollars that aren't even our debts. It's impossible to ever pay back.
[11:26.000 --> 11:45.000]  And they're saying when you raise the debt limit, does it raise the debt limit? Of course it does. We're being maneuvered towards total collapse by design in their own words, clowered in heaven, sociological battle plan. And we're too busy finding people 135,000 dollars because they wouldn't bake a cake for a gay wedding.
[11:45.000 --> 11:59.000]  It's just where our priorities. Now that's just part of one stack. I'm going to stop right there at that part of that stack because I didn't get halfway through it.
[11:59.000 --> 12:19.000]  200. Let me get to that in a moment. 2000 times normal radiation found in Tokyo playground. Officials deny any link to Fukushima. That's like denying any link to the temperature on the surface of the earth to the sun.
[12:19.000 --> 12:34.000]  You ended that five years ago in an official vote because all these scientists wrote them a letter saying it's the sun driving climate. So they just had a vote saying that the sun doesn't affect climate. That's like saying that Fukushima doesn't cause the 2000 plus normal radiation found in the Tokyo playground.
[12:34.000 --> 12:55.000]  Officials deny any link to Fukushima but even came out in the French news agency and Reuters three weeks ago that there's new leaks at Fukushima bigger than before with five of the six wrecked exploded burbling cauldrons of radioactive decay that make Chernobyl look like a small incident in comparison.
[12:55.000 --> 13:02.000]  People say, what's the point of all this? I'm just here telling you what's going on. Why would the elite not even care about this?
[13:02.000 --> 13:16.000]  They basically even stopped trying to contain it now and they just say nothing to worry about. Go back to sleep. The common sense survival instinct has been removed. That's just another article.
[13:16.000 --> 13:34.000]  But don't worry. They're not just removing common sense. They're removing due process. I don't care what you think of the surviving Zohar Zarnab and his brother Tamerlans they executed. The point is that official story is his phone is a $3 bill. He pled not guilty and said he was a Patsy.
[13:34.000 --> 13:46.000]  I've talked to his aunt and mother. They've been death threaded by the US government not to come on the show. I mean, I've been on the phone with them when they're threatening to kill their family. Okay.
[13:46.000 --> 13:57.000]  So they won't do interviews. They set him up. They lied all of it and then his lawyer comes out and says he's really guilty to the jury. He's not allowed to talk.
[13:57.000 --> 14:06.000]  And now this lawyer is sitting there deciding if he'll get death penalty or, you know, life without parole.
[14:06.000 --> 14:21.000]  And the Zarnab relatives arrive in Boston before defense begins case. Regardless of what you think about him, does he deserve a free trial? Does he deserve a fair trial?
[14:21.000 --> 14:29.000]  Believe me, this type of tyranny will be used against all of us. Simply amazing. A total kangaroo trial in front of everybody.
[14:29.000 --> 14:37.000]  I want to get to this report because it ties into the control grid. Automakers want to outlaw gear heads from working on their own cars. Period.
[14:37.000 --> 14:44.000]  Car companies seek copyright restrictions to stop car enthusiasts home mechanics. You think you own that car? You don't.
[14:44.000 --> 14:54.000]  And I heard David Knight talking about this Friday, so I looked it up and found other cases. I want to burrow into this where you go now without eases, mainly the Germans as usual.
[14:54.000 --> 15:06.000]  You go, Toyota's doing it too. You go and put an aftermarket or a third party of some other company's parts in there like a battery. They kill your car remotely.
[15:06.000 --> 15:12.000]  You bring it in. They charge you and say you didn't follow the copyright fee with us to use somebody else's battery.
[15:12.000 --> 15:21.000]  It's a total misapplication of copyright. Disney's trying to say, you can't even say the word Mickey Mouse now, McDonald's Susan says you can't say the word McDonald's, folks.
[15:21.000 --> 15:29.000]  That's a fraud. You have free speech rights. It's total bull. But this is what their kill grid switches and everything really mean.
[15:29.000 --> 15:33.000]  Now I've gotten there about a third of just the headlines when we come back.
[15:33.000 --> 15:43.000]  Protesters vow shut down a Baltimore over Freddie Gray killing. What's wrong with that headline? It's Looters Val.
[15:43.000 --> 15:49.000]  Unrest in Baltimore is thousands of protests. You mean loot, Gray's death.
[15:49.000 --> 16:07.000]  We're going to break down the rest of the story on that front and get into just the mega load of news, the earthquake news, the volcano news. It's all coming up. Stay with us.
[16:20.000 --> 16:29.000]  I began smoking cigars and then even cigarettes. I transformed from looking like a white Bruce Lee to looking like a job of the hut.
[16:29.000 --> 16:39.000]  So I began a journey five years ago to shed the almost 100 pounds. I started taking super male vitality and saw dramatic results in just a few weeks.
[16:39.000 --> 16:52.000]  When I added to the mix the key products developed by Dr. Group for infowarslife.com, the results were incredible. Take the infowarslife.com challenge today at infowarslife.com or give our crew a call.
[16:52.000 --> 17:10.000]  They can answer all your questions or tell you about any of the specials at 888-253-3139.
[17:22.000 --> 17:36.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at infowarslife.com. This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[17:36.000 --> 17:43.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[17:43.000 --> 17:57.000]  Drop by the site today, order a bag or two and I don't think you're going to be disappointed. Available in original or with our immune support infusion blend. You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[17:57.000 --> 18:16.000]  Available at infowarslife.com Ladies and gentlemen, infowarslife.com is offering some of the biggest specials we've ever had. 50% off the super high quality colloidal silver silver bullet. Silver bullet from infowarslife.com is free of GMOs, gluten, additives, heavily concentrated and pure deionized water.
[18:16.000 --> 18:33.000]  Electrically stabilized to improve potency, can store in your preparedness pack or medicine cabinet for years. Silver bullet colloidal silver 30 parts per million. Now $14.95 down from $29.95. You cannot beat this deal. 50% off on silver bullet colloidal silver and free shipping.
[18:33.000 --> 18:48.000]  Now you know that's going to anger the control freaks. We've also launched the Alex Jones challenge pack. The three infowarslife products that help take me to the next level. Oxipowder to flush out the upper and lower intestines. Survival Shield, nasa9 and inx2.
[18:48.000 --> 18:59.000]  And Super Mel Vitality. Views together have given me and many others amazing results. Discover the groundbreaking powerfully simple products at infowarslife.com.
[18:59.000 --> 19:15.000]  Introducing Secret 12. The new infowarslife vitamin B12 formulation. Secret 12 is a binary of nutrimentical grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[19:15.000 --> 19:29.000]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed. No needles, no injections. Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-253-3139.
[19:29.000 --> 19:44.000]  Alex Jones here. For the last two years I've been working with top doctors, nutritionist and chemist, to design a nutraceutical formulation that has truly life changing health benefits. Introducing the all new ancient defense herbal immunity blend.
[19:44.000 --> 19:59.000]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science. Visit infowarslife.com or call 1-888-253-3139. That's infowarslife.com.
[20:14.000 --> 20:23.000]  On the march, the empire is on the run. Alex Jones and the GCN radio network.
[20:23.000 --> 20:46.000]  And we are back live, ladies and gentlemen. I want to get into students rep school lunches without the hashtag. Thanks Michelle Obama for screwing us out of a good meal.
[20:46.000 --> 20:55.000]  The school lunches have gotten so disgusting that I can't even believe it now. It is far beyond anything fed to folks in supermax, third world presence.
[20:55.000 --> 21:07.000]  NASA plans to use spy telescopes in dark energy mission. Very interesting. Science Daily are bees hooked on nectar containing pesticides. And is that causing their numbers to decline?
[21:07.000 --> 21:17.000]  Did exaggerated records make warming look worse? Daily mail? Well, I mean, that's admitted that they faked that five years ago. The UN got caught. Climategate.
[21:17.000 --> 21:27.000]  And here's another story that's a no brainer. You know, did a bear go to a bathroom in the woods? Putin says US helped North Caucasus separatists against Russia.
[21:27.000 --> 21:38.000]  I mean, that's declassified. That's in Congress. And they're also doing it in Ukraine. But it's like London Guardian is Putin telling the truth. It's not whether Putin's good or bad.
[21:38.000 --> 21:53.000]  Putin says fish swim in the ocean. Wait, Putin says the West is funding separatists. I don't know. That's Vladimir Putin. The Associated Press also has the headline.
[21:53.000 --> 22:06.000]  I mean, the State Department admits they spent five billion destabilizing it. George Soros admits it. Should I play him on CNN saying it with Fareed Zarkaria?
[22:06.000 --> 22:12.000]  Simply amazing. So that's some of what's coming up on that front.
[22:12.000 --> 22:19.000]  Coming up the next segment. I want to play this video for TV viewers. I'll break it down for radio listeners.
[22:19.000 --> 22:30.000]  Viewer discretion is advised. The video is on infowars.com. Shock video, Ukrainian neo-Nazis, nail rebel fighter to cross, burn him alive.
[22:30.000 --> 22:42.000]  US-backed Middletons carry out brutal execution. But first, if you go to drudgerport.com, on the right hand side, there's a boil down of all this.
[22:42.000 --> 22:55.000]  We'll have it in our article. That's a lengthy breakdown at infowars.com. Hashtag Black Lives Matter, protesters attack innocent diners, sports fans, smash up restaurants, loot Baltimore.
[22:55.000 --> 23:05.000]  And there's video of a Russian reporter, because you know the Russians are big on black slavery. They're really involved in the history here in this country.
[23:05.000 --> 23:17.000]  I see these, every few weeks I see where some Eastern European, it's been over 10 people killed the last few months in St. Louis, because they've got some Eastern European communities there by black racists is what they are.
[23:17.000 --> 23:30.000]  And they get shot, beaten to death because they're white. I mean, how stupid are these racist looters that they now think Eastern Europeans had anything who can't even speak English half the time with their quote oppression.
[23:30.000 --> 23:41.000]  I'm going to throw up. And again, folks, I feel sorry for these ignorant, dumbed down gangster culture people. I don't care if they're black or white. It's just unbelievable.
[23:41.000 --> 23:55.000]  And the video's on Drudge. Pack of teens, Rob, TV producer. We should post some infowars.com. Rampage when darkness fell.
[23:55.000 --> 24:03.000]  Long summer everywhere coming up. Oh yeah, if you imagine the summer last summer was so bad. Writers mainly from out of town.
[24:03.000 --> 24:16.000]  Baltimore protest spiral and they're not protest. Drudge calls them looters and rioters. That's what it is. When you read all the headlines from Reuters and others, it's protesters.
[24:16.000 --> 24:27.000]  Let me tell you, so I don't care if you're black or you're white or Hispanic or Asian or who you are. You chart bashing my windows out trying to run me off the road. I'm going to pull a shotgun up and start shooting.
[24:27.000 --> 24:34.000]  I'm not going to think you're black or white or whatever. You start trying to waylay me and my family. There's not going to be any Reginald Denny.
[24:34.000 --> 24:41.000]  The only reason I'm going to pull a shotgun up is I don't want to kill shop owners who are behind you if I miss.
[24:41.000 --> 24:48.000]  And if you really run me off the road, I'm going to pull out an M4 with a hundred-round barrel clip and we're going to see how you like it.
[24:48.000 --> 24:54.000]  I don't care who you are, what color you are. You try to attack me if you're a grizzly bear.
[24:54.000 --> 24:59.000]  I'm not going to attack you if you attack me because you got brown fur. You could have white fur. You have a polar bear.
[24:59.000 --> 25:05.000]  Everything's about color nowadays was trying to eat me. Let's say I was in a small plane in Alaska and crashed and we had a rifle.
[25:05.000 --> 25:12.000]  Most folks carry those on those planes because sometimes a polar bear will try to eat you. I would shoot it. Now I know it's white and I'm not supposed to shoot white things.
[25:12.000 --> 25:19.000]  Now see, this is all this race bull. I don't care if it's a Kodiak. I don't care if it's a grizzly bear. I don't care if it's a polar bear.
[25:19.000 --> 25:28.000]  I don't care what it is. A black man, a white man or whatever. You attack me, I'm going to attack back.
[25:28.000 --> 25:39.000]  But it's simply disgusting video. I want to play some of the audio for radio listeners of the video here of the RT reporter.
[25:39.000 --> 25:48.000]  Unrest in Baltimore as thousands protest Freddie Gray's death. He got his back broken. There's no video. We don't know what happened.
[25:48.000 --> 25:55.000]  But even when there were black witnesses about the brown case, they were saying kill the cop, kill his family.
[25:55.000 --> 26:07.000]  Let's back it up and actually play the audio of just young, stupid, you know, it looks like 16-year-old kids out there.
[26:07.000 --> 26:15.000]  And they see a white reporter, so they must be the problem.
[26:15.000 --> 26:33.000]  And this is exactly what Obama was brought into office for, to energize race politics, get us off issues, and now if you think the acceleration of race-based politics is bad, wait till they accelerate gender-based politics.
[26:33.000 --> 26:39.000]  Wait till they accelerate, oh, you're not voting for Hillary. You're against women.
[26:39.000 --> 26:51.000]  See, this is for the mindless masses. Get the discussion out of there about actual issues, and let's just make it all about what color we are.
[26:51.000 --> 27:14.000]  Just like they say all over the different parts of the nation that have changed the name of birds, that they have black on the name, or can't have a brown bag if you're in Seattle and working government because it's code for racism. I mean, just the most mindless, crazy stuff, all the real discrimination against our basic freedoms, no matter what color we are, are going on all around us.
[27:14.000 --> 27:30.000]  I've covered the statistics here that you're twice as likely if you're white or Hispanic to be shot by police, and that's because the police will actually respond in black areas a lot less because they're scared of getting sued.
[27:30.000 --> 27:32.000]  You can look up those numbers.
[27:32.000 --> 27:46.000]  But there's the perception that there's an epidemic of police killing people. What there is is a epidemic of cameras, which I'm all for, exposing what was already going on. The truth is, the numbers are flat.
[27:46.000 --> 28:10.000]  Similar, again, as I've said many times, pull the numbers up for yourself. 52% drop in gun related crime, 51, 52, since 1992, just department zone numbers, unified crime statistics, using firearms. But you go to any poll in Americans, whether it's a Gallup poll or an L.A. Times poll, or a Mason Dixon poll, or a Zogby poll, look them up.
[28:10.000 --> 28:25.000]  You've probably done 15 or more reports on this with the numbers. People believe gun crime is at epidemic levels because the media is creating the perception. Does that mean I don't like seeing cops kill innocent people or bad cops get away with it? No, it's terrible.
[28:25.000 --> 28:37.000]  We've always covered it. The point is, is that we're not going to reform a corrupt government that's been hijacked by blaming the lowest level foot soldier of the system.
[28:37.000 --> 28:55.000]  And it's a cop out and a scapegoat not to blame ourselves for letting corrupt politicians and other foreign interests come in and take over, who then are militarizing the police and who are going to use the attack on the police to fully bring them over to the dark side and to be total tyrants.
[28:55.000 --> 28:59.000]  That's the plan. It's why George Soros funds the violent protesters.
[28:59.000 --> 29:09.000]  Another major health threat. This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water. Ohio's governor declaring a state of emergency.
[29:09.000 --> 29:19.000]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day? If there's a water emergency, will you be prepared?
[29:19.000 --> 29:27.000]  Panicked residents forming long lines throughout the day. We're here at a supermarket in Toledo. You can see the shelves empty where water once was.
[29:27.000 --> 29:36.000]  Stay safe and healthy during a crisis. You must have access to safe, clean water, water which will not be available at your local grocery store.
[29:36.000 --> 29:39.000]  There's a mad dash on right now to stock up on supplies.
[29:39.000 --> 29:59.000]  The Pro Pure Pro 1 G2.0 water filtration system is a must have for every modern independently minded household. Protect your family's safety during an emergency. Go to infowarstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system or call 1-88-253-3139.
[30:09.000 --> 30:18.000]  We've secured the most high quality and potent forms of oregano oil on the market extracted directly from the wild herb and sealed in easy to use capsules.
[30:18.000 --> 30:21.000]  You will no longer need to endure the burning of liquid oregano on the tongue.
[30:21.000 --> 30:29.000]  Now available in our limited first run at infowarslife.com. That's infowarslife.com or call 888-253-3139.
[30:29.000 --> 30:39.000]  Alex Jones here. For the last two years I've been working with top doctors, nutritionist and chemist to design a nutraceutical formulation that has truly life changing health benefits.
[30:39.000 --> 30:43.000]  Introducing the all new ancient defense herbal immunity blend.
[30:43.000 --> 30:51.000]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[30:51.000 --> 30:59.000]  Visit infowarslife.com or call 1-888-253-3139. That's infowarslife.com.
[30:59.000 --> 31:03.000]  What lies at the heart of info wars and everything we do?
[31:03.000 --> 31:07.000]  The core is fellow human beings of every race, color and creed.
[31:07.000 --> 31:11.000]  Across the United States and the planet that believe in personal liberty.
[31:11.000 --> 31:15.000]  And it's people like you that have promoted the radio broadcast through friends and family.
[31:15.000 --> 31:22.000]  It's people like you that have bought the high quality products at infowarsstore.com that have made everything we do possible.
[31:22.000 --> 31:26.000]  And that's why I want to salute you. You have helped us build this operation.
[31:26.000 --> 31:32.000]  You don't stand beside us or behind us or even in front of us. You stand at the heart of info wars.
[31:32.000 --> 31:40.000]  That's why in the month of April we're offering some of the biggest specials yet to introduce listeners to these high quality nutraceuticals at infowarslife.com.
[31:40.000 --> 31:45.000]  50% off high quality colloidal silver, silver bullet.
[31:45.000 --> 31:51.000]  Buy two X2 nascent iodine to get one fluoride shield absolutely free and free shipping.
[31:51.000 --> 31:56.000]  50% off silver bullet, free shipping, free bottles of fluoride shield detoxer.
[31:56.000 --> 31:59.000]  Find the specials at infowarslife.com.
[31:59.000 --> 32:02.000]  I want more candy. I want more video games. Why, why, why?
[32:02.000 --> 32:12.000]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[32:12.000 --> 32:15.000]  All of our children are hit with modern mind control.
[32:15.000 --> 32:24.000]  Television, music, fast food, GMOs, sugars, you name it, young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[32:24.000 --> 32:30.000]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[32:30.000 --> 32:36.000]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[32:36.000 --> 32:44.000]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[32:44.000 --> 32:51.000]  Introducing Child Ease with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[32:51.000 --> 32:55.000]  Obtain your Child Ease today at infowarslife.com.
[32:55.000 --> 33:00.000]  That's Child Ease exclusively at infowarslife.com.
[33:26.000 --> 33:33.000]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[33:33.000 --> 33:35.000]  It's Alex Jones.
[33:35.000 --> 33:40.000]  Coming up, we've got a big stack of economic news.
[33:40.000 --> 33:47.000]  Dealing with the dollar, why is JP Morgan accumulating the biggest stockpile of physical silver in history?
[33:47.000 --> 33:56.000]  What will happen when you see the collapse of the dollar, which is inevitable, along with other global currencies, on top of that they'll build a new global SDR digital currency.
[33:56.000 --> 34:00.000]  That's why they're moving to band cash on a worldwide scale.
[34:00.000 --> 34:06.000]  That ties into JZ's streaming service title, Battles Apple.
[34:06.000 --> 34:09.000]  They say they're a victim of a smear campaign.
[34:09.000 --> 34:17.000]  Yeah, JZ, you have been built up by the corporate system to sell their family killing thug culture.
[34:17.000 --> 34:25.000]  You go up against Apple, unless you end up combining with Sony or somebody else, you're going to get brought down.
[34:25.000 --> 34:29.000]  Apple has this whole liberal fake front going.
[34:29.000 --> 34:40.000]  But it's just that Apple runs and contracts with Foxcom and others that run giant forced labor facilities with suicide nets, forced drugging and abortions.
[34:40.000 --> 34:42.000]  You think you're a real gangster?
[34:42.000 --> 34:47.000]  The real gangsters walk around going, oh, trendy liberal, uh, uh, uh, uh, uh.
[34:47.000 --> 34:52.000]  While they suck the funds for Haitian children and keep it for themselves.
[34:52.000 --> 35:03.000]  But I just see how the young people and then dung young women and all of them buy into the whole gangster hip hop modern corporate culture because it looks confident.
[35:03.000 --> 35:05.000]  But it's just a fraud.
[35:05.000 --> 35:09.000]  It's a rest of development garbage, just like the phony rock and roll culture.
[35:09.000 --> 35:14.000]  But that wasn't corrosive enough so that some of the red stones of the world push this.
[35:14.000 --> 35:16.000]  I'm going to break that down.
[35:16.000 --> 35:18.000]  Internet billionaires face off.
[35:18.000 --> 35:21.000]  We're going to look at that and break it down.
[35:21.000 --> 35:27.000]  But I'll say I actually have one shred of respect for Jay Z now who I can't stand because he's actually going up against Apple.
[35:27.000 --> 35:31.000]  That is a seriously dangerous move.
[35:31.000 --> 35:35.000]  That is a serious gangster organization.
[35:35.000 --> 35:40.000]  They run the most vicious facilities in the world.
[35:40.000 --> 35:50.000]  But again, they walk around going, transgender liberal, like the hunger games in fiction where all the horrible gladiatorial hosts are all male or female or these peacocks.
[35:50.000 --> 35:58.000]  With fancy outfits and their hair all quaffed, speaking in, you know, sickening affected language.
[35:58.000 --> 36:02.000]  That's done to cover the tyranny and make them look non-threatening.
[36:02.000 --> 36:07.000]  It's camouflage.
[36:07.000 --> 36:10.000]  I said I guess that in a minute, but I've already kind of covered it.
[36:10.000 --> 36:14.000]  We're seeing the death of the mainstream media, but that was planned.
[36:14.000 --> 36:24.000]  Then they're going to come out with corporate news divisions and governmental news divisions that report the lies directly and there'll be no large institutional groups to investigate journalism to break it down.
[36:24.000 --> 36:33.000]  That was the plan to buy off the mainstream media that already had problems, but then to fully discredit it and kill it.
[36:33.000 --> 36:38.000]  Then they'll shut down the new media with regulations, fines, fees, copyright law and things like that.
