[00:00.000 --> 00:10.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[07:27.000 --> 07:34.000]  are so willing to censor the Internet now and so willing to try to shut down everybody's free speech with their own?
[07:34.000 --> 07:38.000]  It's because it's what the modern left has done the last 100 years all over the world.
[07:38.000 --> 07:42.000]  They always shut down free speech. Look at Venezuela and its collapse right now.
[07:42.000 --> 07:51.000]  Look at so many other leftist countries. They always end in barbarous cutthroat, free-booting, road warrior-like collapse.
[07:51.000 --> 08:02.000]  But particularly, we've seen the bullying in Hollywood, the bullying in mainline newspapers, the bullying in mainline TV,
[08:02.000 --> 08:13.000]  where anybody who is even mildly nationalistic, mildly free-market, gets attacked, gets demonized, doesn't get booked on shows, doesn't get written about.
[08:13.000 --> 08:19.000]  They try to publish their books and the publishers dump them like Milo.
[08:19.000 --> 08:27.000]  They learn that Neil Strauss, one of the top writers, wants to publish a big book with me.
[08:27.000 --> 08:34.000]  And they found out about the secret shopping of the book and CNN came out and said,
[08:34.000 --> 08:42.000]  we've absolutely got to shut this down, not let Alex Jones publish this book. They're incredible.
[08:42.000 --> 08:54.000]  And so you see Jay-Z worth hundreds of millions of dollars coming out complaining about Trump saying he's a racist with no evidence of it when it's Jay-Z being the racist.
[08:54.000 --> 08:59.000]  And Trump responds back, hey, we've got the lowest black unemployment ever.
[08:59.000 --> 09:12.000]  I'm directly meeting with black leaders across the rust belt to get massive investment targeted into those neighborhoods with incentives for high-paying training and jobs.
[09:12.000 --> 09:20.000]  I mean, we're talking about starting $50,000 a year, 60, 70, 80, $100,000 a year with chances into management,
[09:20.000 --> 09:31.000]  which isn't like affirmative action. Pay somebody to sit at home and watch TV and have kids that then get involved in drugs and crime and create a cycle of prisons and poverty, which they admit is going on.
[09:31.000 --> 09:36.000]  This is the real deal. This is direct investment.
[09:36.000 --> 09:44.000]  And you see the so-called black leaders, which are a bunch of hip-hop stars and people like that, out there race-baiting.
[09:44.000 --> 09:52.000]  It's truly sickening. And then Michael Moore lays in, and it's crazy to see how upset they are that all of this is happening.
[09:52.000 --> 09:59.000]  Here it is, unhinged Michael Moore, a sales trump, unfit, narcissist, sociopath, threat to humanity.
[09:59.000 --> 10:02.000]  That's just the latest stuff right there.
[10:02.000 --> 10:14.000]  And the censorship comes in with a big top star. In fact, I guess they say she's the top star, period, out there.
[10:14.000 --> 10:20.000]  And of course, everybody knows what I'm talking about. She won't get into all of this.
[10:20.000 --> 10:28.000]  She won't join in to all of the endless hating and the rest of it. Taylor Swift.
[10:28.000 --> 10:36.000]  So I was reading what the mainstream news and people say about her. She's aggressively white.
[10:36.000 --> 10:41.000]  She needs to apologize for the fact that she's even white.
[10:41.000 --> 10:52.000]  And because she won't attack the president, they're now trying to boycott her and shut down her shows when she's the highest grossing beyond the Beatles, beyond George Strait.
[10:52.000 --> 10:58.000]  George Strait broke the Beatles record and now it's Taylor Swift. And she's number one.
[10:58.000 --> 11:03.000]  She's apolitical for people that want escapism.
[11:03.000 --> 11:13.000]  And because of that, there's a big move to try to shut her down because she's white. That is incredible racism on its face.
[11:13.000 --> 11:18.000]  And that story is up on infowars.com. So that's who these bullies are.
[11:18.000 --> 11:26.000]  And it shows how anyone who wants entrance, even if they're very talented, into the system has to fly their flag as a leftist.
[11:26.000 --> 11:36.000]  That's called being an occult. That's authoritarianism. And then if you become successful just being apolitical, they're like, hey, you better join us politically or we're going to call you aggressively white.
[11:36.000 --> 11:45.000]  And it's white people that are driving this. It's incredible. They're looking at demographics. They're racist white people who use race to control.
[11:45.000 --> 11:52.000]  A true racist isn't even believing it. They're just using it for balkanization and control issues.
[11:52.000 --> 12:00.000]  They then know that classical Americans are good people and aren't racist. They can bully us and they say, you will do what we say.
[12:00.000 --> 12:09.000]  You will pick up our political views or we will attack you even if you don't say anything political. You are our slave.
[12:09.000 --> 12:15.000]  Taylor Swift has no fear of bullies on the left.
[12:15.000 --> 12:25.000]  It's out of the Herald Sun. The bullying of Taylor Swift for the egregious crime of not publicly supporting Hillary Clinton or denouncing Donald Trump has entered its third year.
[12:25.000 --> 12:33.000]  Despite unrelenting pressure, Swift refuses to become an overtly political feminist pet who obediently regurgitates lefty talking points.
[12:33.000 --> 12:48.000]  For this sin, the singer-songwriter has paid a heavy price. She's been labeled aggressively white, linked to neo-nazis, and accused of being a messenger, these are quotes, for a disturbing new era.
[12:48.000 --> 13:00.000]  Last week, she was criticized by BuzzFeed. That's the PPGate people, the fake news kings, for not taking part in a second annual women's march, a.k.a. the world's longest post-election tantrum.
[13:00.000 --> 13:11.000]  Another BuzzFeed hitpiece blamed Swift for having white supremacist fans and claimed that she is intrinsically likened to whiteness and privilege.
[13:11.000 --> 13:19.000]  And I'm going to stop there as they move forward with trying to shut her down. But don't worry, Katy Perry and Beyonce and Lady Gaga, they'll all play along.
[13:19.000 --> 13:25.000]  Miley Cyrus, while they degrade women and everybody else and cover up for Hollywood's incredible crimes.
[13:25.000 --> 13:32.000]  Watch these women's marches that love Hillary when she's the poster child of covering up men abusing women, raping women.
[13:32.000 --> 13:39.000]  And Sharon Stone is in the news saying, Harvey Weinstein, you know, you don't give somebody the death penalty for a parking ticket, that's a quote.
[13:39.000 --> 13:54.000]  We've got dozens of witnesses, people that are credible, like his chauffeur, like his butlers, saying he would jump on top women, small women, what he likes, like 100 pounds, and rape them, with them begging and pleading with their legs back behind their ears.
[13:54.000 --> 14:00.000]  That's what rape is when you're a big man and you force yourself on a woman. That's rape, rape, rape.
[14:00.000 --> 14:05.000]  And I got three daughters. You rape one of my daughters? You're not going to have to wait for the police to come.
[14:05.000 --> 14:12.000]  It's better if you know that it's better to be tried by nine than to be carried by six.
[14:12.000 --> 14:16.000]  And that's what's going to happen to you. You're going to be getting carried by six. You touch my daughters.
[14:16.000 --> 14:28.000]  The point is, is these people signal, signal, signal, signal, signal, while Oprah is bringing people in to basically be thrown at Weinstein.
[14:28.000 --> 14:36.000]  They say it's like, I thought it'd be safe because Oprah is there and all of a sudden she turns me over to Weinstein.
[14:36.000 --> 14:45.000]  We're going to talk more about this when we come back for break, but Vanity Fair has photoshopped a male actor out because a girlfriend said once he forced her head down to forcefully.
[14:45.000 --> 14:52.000]  In consensual sex, I'm not defending who knows. It's Hollywood. The thing's a cesspool. It's a latrine.
[14:52.000 --> 15:01.000]  But oh, they left Oprah in the photo shop. You see, we'll show you that when we come back.
[15:01.000 --> 15:06.000]  But that's exactly what it's like in the old Soviet Union when people weren't liked anymore.
[15:06.000 --> 15:13.000]  They would just get photoshopped out of the photos, but not Oprah Winfrey and not Bill Clinton and not Hillary.
[15:13.000 --> 15:22.000]  And there's a new bizarre video we'll play when we get back of Hillary Clinton running around saying, oh, yeah, we're the bitches.
[15:22.000 --> 15:27.000]  We're the nasty women. Yeah, let's go, bitches. And that's what the women say in these marches.
[15:27.000 --> 15:34.000]  We hate men. We're nasty. We're into being gross. We're into being selfish.
[15:34.000 --> 15:40.000]  We don't want to be appealing. We want to be ugly. And that's why studies show liberals are seen.
[15:40.000 --> 15:45.000]  Five to one is more ugly than conservatives across the board in every culture.
[15:45.000 --> 15:50.000]  And we've got those documents coming up as well. But the big news is also coming up.
[15:50.000 --> 15:58.000]  Trump ignores DOJ warning once FISA memo released. Stay with us in the state of the unions coming up as well in FullWars.com.
[16:01.000 --> 16:05.000]  Over a year in the making, produced by one of the top organic firms in the country,
[16:05.000 --> 16:11.000]  that if you want proven studies and documentation, I'm going to speak for hours on the files I have here,
[16:11.000 --> 16:14.000]  of what this is proven to do, the ingredients in this.
[16:14.000 --> 16:19.000]  This is the ultimate immune system boost for this time of year, any time of the year.
[16:19.000 --> 16:25.000]  But immune wall is incredible. And folks, other formulas that aren't even as good are $70, $80.
[16:25.000 --> 16:27.000]  It's a great deal at $39.
[16:27.000 --> 16:35.000]  Immune wall, beta-glucans, olive leaf, and so much more. It is concentrated. You need to go read what is in here.
[16:35.000 --> 16:41.000]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[16:41.000 --> 16:44.000]  A citrus peel blend. I mean, this is the next level.
[16:44.000 --> 16:48.000]  It's now available, ladies and gentlemen, immune wall. I think it's beyond seasonal.
[16:48.000 --> 16:57.000]  Beta-glucan, olive leaf, and more. Immune wall, infowarsstore.com, infowarslife.com, or triple 82533139.
[16:59.000 --> 17:04.000]  Introducing FloorLife, the new probiotic line developed exclusively by InfowarsLife.
[17:04.000 --> 17:09.000]  After years of research on the human microbiome, not all probiotics are made the same.
[17:09.000 --> 17:14.000]  FloorLife probiotics use a unique targeted delivery system that bypasses the stomach
[17:14.000 --> 17:17.000]  and releases directly into the intestines for maximum effect.
[17:17.000 --> 17:21.000]  This is critical because stomach acid kills most probiotics.
[17:21.000 --> 17:26.000]  So if you don't have a targeted delivery probiotic, then you're cheating your gut health and your wallet.
[17:26.000 --> 17:33.000]  FloorLife supports your body's core, where you need it most, including digestion, regularity, immunity, the gut lining, and metabolism.
[17:33.000 --> 17:38.000]  Did you know that over 80% of your immune system is located in your gut? That's why.
[17:38.000 --> 17:42.000]  Increasing gut probiotic levels is so important for overall health.
[17:42.000 --> 17:50.000]  FloorLife is sold as a 15 billion probiotic for everyday maintenance care, and a 50 billion probiotic for a 30 day advanced gut restoration program.
[17:50.000 --> 18:14.000]  Head to InfowarsLife.com to pick up your bottle of FloorLife probiotics today. That's InfowarsLife.com.
[18:21.000 --> 18:28.000]  And let me tell you something. It is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[18:28.000 --> 18:30.000]  Woo! That's what I'm talking about.
[18:30.000 --> 18:38.000]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[18:38.000 --> 18:48.000]  Harvest right freeze dryers retain 97% of the food's taste, color, and nutritional value and have a shelf life of up to 25 years.
[18:48.000 --> 18:55.000]  Now that's what I call the miracle of food preservation. Harvest right is truly the world's best, most affordable freeze dryer.
[18:55.000 --> 19:19.000]  So what are you waiting for? Check it out right now at InfowarsStore.com.
[19:26.000 --> 19:37.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[19:37.000 --> 19:47.000]  Wake up refreshed and take on the day. InfowarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[19:47.000 --> 19:58.000]  Get the sleep you deserve and experience the power of knockout. Head on over to InfowarsLife.com and say goodbye to fatigue. That's InfowarsLife.com.
[20:17.000 --> 20:37.000]  From the front lines of the Information War, it's Alex Jones.
[20:37.000 --> 20:47.000]  We are back live, ladies and gentlemen. I want to get into the big news dealing with the secret FISA memo that could be released as early as tomorrow.
[20:47.000 --> 20:53.000]  The State of the Union is huge news on that front, breaking exclusive intel on the secrets of QAnon.
[20:53.000 --> 20:57.000]  One of these intelligence sources has been proven to be frighteningly accurate.
[20:57.000 --> 21:04.000]  We'll have Dr. Corsi coming up at the end of the broadcast for two segments, breaking that down here. It's all coming up.
[21:04.000 --> 21:14.000]  But just getting back in to the hypocrisy of Hollywood, I know all of us listening, most of us, are aware that Hollywood's a cesspool, that they're hypocrites, that they're out of control.
[21:14.000 --> 21:26.000]  But again, Hollywood knew about Harvey Weinstein for decades, reportedly raping scores of women, not just abusing him, and covered it up.
[21:26.000 --> 21:38.000]  And the person that was known for enabling it, many actresses have come out. It's been in the news. We've covered it and said that she would like basically pimp women to Weinstein, that she was working with him.
[21:38.000 --> 21:45.000]  And there's photos of her all over him and sticking her tongue in his ear. That's Harvey Weinstein. There it is, British actress.
[21:45.000 --> 22:00.000]  And as Weinstein used Oprah as bait for sex, actress say Oprah duped her into thinking Weinstein would help her career. So it's well known that she was a prostitute, Oprah, that Oprah hires prostitutes, that Oprah is a lesbian, which again, I'm attacking her for that.
[22:00.000 --> 22:08.000]  I'm just, that's the facts. And that she's at the very core of the elite of Hollywood. What's that tell you?
[22:08.000 --> 22:23.000]  Well, but did Vanity Fair, let's put it on screen for TV viewers, did Vanity Fair Photoshop her out of the latest issue coming out with all of these other Hollywood cromudges?
[22:23.000 --> 22:34.000]  I mean, all of these Trump haters who just go out and virtue signal and try to stop the economy coming back. Tom Hanks and of course other losers like Robert De Niro that said Trump would never be president.
[22:34.000 --> 22:45.000]  I mean, John Duncan wants to beat him up. Harris and Ford. I mean, who could go see any movies these these losers are in. And right there there's Oprah with women sexually all over her.
[22:45.000 --> 22:55.000]  One woman's between her legs. Other woman's got her breast shoved in her face. I'm there letting you know who the goddess is right there with all the little goddesses attached to her like harpies.
[22:55.000 --> 23:03.000]  So they're telling you everything you need to know right there. And then Franco, James Franco, he's edited out.
[23:03.000 --> 23:13.000]  He's saying he comes and says, okay, his girlfriend says, well, 18 years ago or something, he shoved my face down in his crotch, you know, in the car when he was my boyfriend.
[23:13.000 --> 23:23.000]  Okay. Another girl. Yeah. You know, once he got me really drunk and we had sex and he was rude to me. Okay. I mean, the guy does come off kind of like as a, you know, partying moron.
[23:23.000 --> 23:37.000]  Put him in jail. It is something wrong. But what about Oprah? See, you don't Photoshop her. It's the total and complete hypocrisy. And then meanwhile, there's other hypocrisy here.
[23:37.000 --> 23:51.000]  You've got this family. Arrested after 12 children ages two to 29 found shackled in California home. Now they released photos of a Texas home that was foreclosed on a few years ago that was just absolutely nightmarish.
[23:51.000 --> 23:59.000]  And they say because they were Christians, Christians, Christians and homeschoolers as if homeschoolers do this. It's all over the news saying that.
[23:59.000 --> 24:09.000]  But when CNN or others do report on tens of thousands of men, women and children being sold into slavery, nowhere is there anything about Islam.
[24:09.000 --> 24:22.000]  CNN this week, people for sale were lives or auction for $400 men, women and children. But never do they tell you in the whole article, it's legal under Islamic law.
[24:22.000 --> 24:30.000]  Oh, no, no, no, no, no, never, never people for sale. Since Hillary came and helped bring down Libya and blow up its infrastructure.
[24:30.000 --> 24:46.000]  Now, Saharan, Sub-Saharan Africans come in, mainly animist, some of them Christian, out of southern Sudan. And they say in the article, oh, they were kidnapped in southern Sudan by Muslims.
[24:46.000 --> 24:55.000]  It's all over the foreign press. It's all over the African press. The ongoing civil war for 30 years is the Muslims have invaded into Sudan and taken 90% of it.
[24:55.000 --> 25:03.000]  But that's why it's so frustrating. I mean, I turn on television, I walk into a restaurant. It's the family with the 12 kids and how bad Christians are.
[25:03.000 --> 25:11.000]  Christians, Christians, Christians, homeschoolers, homeschoolers. But then I see on the news, oh, look, poor Sudanese, they're being sold into slavery.
[25:11.000 --> 25:17.000]  Oh, since Libya is a failed state. No discussion of Anderson Cooper, CNN, everyone's cheerleading.
[25:17.000 --> 25:25.000]  Gaddafi, who'd been working with the U.S. for a decade, he'd invested all his money with us. He'd stopped being a terrorist. He built all this infrastructure.
[25:25.000 --> 25:34.000]  He was helping Africa. Obama double-crossed him, let him take over. Hillary went in and said, I came. I saw he died. They ruined the country.
[25:34.000 --> 25:47.000]  And you've got people from all over southern Sudan, central Sudan, Niger, Algeria going up into Libya, being promised they can get to Europe and instead they get sold into slavery.
[25:47.000 --> 26:00.000]  By Muslims, then they use the pain of the public seeing these poor people and they go, oh, they're migrants. We've got to let more in or they'll be put into slavery.
[26:00.000 --> 26:14.000]  They're coming up out of central Africa and out of eastern Africa because they got kidnapped in Islamic slave trade of Boko Haram that's gone all the way to the west into Nigeria and is threatening to take the entire country.
[26:14.000 --> 26:24.000]  There's a giant Islamic invasion that Obama and his cousin Odinga run out of Kenya. This is all on record. Muslim Brotherhood, all of it, out of Egypt.
[26:24.000 --> 26:33.000]  We say we the U.S. under Obama over through our allies in Egypt and they blew up hundreds of churches and killed tens of thousands.
[26:33.000 --> 26:45.000]  Oh, but James Franco wants his girlfriend movie star said he once aggressively shoved her head down in a car because she wasn't giving him good enough fallatio.
[26:45.000 --> 26:50.000]  Okay, he's a punk. Punch him in the nose. Call your daddy or brother and have him kick his ass. That's what you're supposed to do.
[26:50.000 --> 26:55.000]  The point is, oh, but so you don't have a daddy and I suppose to have a family. You've got the state, don't you?
[26:55.000 --> 27:11.000]  But the very state that does all this helps the Islamist run these massive operations and go in and kidnap black people from all over Africa as far south and west as Nigeria.
[27:11.000 --> 27:21.000]  And CNN has maps showing all of this and but does it tell you they're Muslims, they're Muslims, they're Muslims, they're Muslims.
[27:21.000 --> 27:33.000]  It's Muslims doing it. Libya, slave footage, sparks, outrage, BBC. And if you dig deep enough, you'll finally find ISIS, but remember, Obama told us ISIS is not Islam.
[27:33.000 --> 27:45.000]  Power is waning, but its child slave trade is booming. A Yazidi captive tale sold by ISIS as a sex slave. Some little girls as young as five.
[27:45.000 --> 27:54.000]  ISIS captures 7,000 women and kids to sell them on social media as sex slaves.
[27:54.000 --> 28:02.000]  Meanwhile, here's what the children in the California torture house did to cope with the abuse. Okay, great. It's terrible.
[28:02.000 --> 28:09.000]  Mentally ill, crazy people that were doing this. Were they organized? Were they invading half of Africa? No.
[28:09.000 --> 28:15.000]  And fine, tell us they were Christians. Okay, you got some bad so-called mentally ill people that call them those Christians.
[28:15.000 --> 28:21.000]  They're not organized, taken over half the Middle East and other areas and backed by our government. That's the problem.
[28:21.000 --> 28:35.000]  And Trump comes in and ends that practice to a great extent. The CIA and others are still kind of halfway doing it. And they act like he is Adolf Hitler returned in the flesh.
[28:35.000 --> 28:43.000]  Adolf Hitler was the one working with the Muslims, by the way. Look it up. And if you try to talk about it on German social media, they ban you even if you're a professor or a journalist.
[28:43.000 --> 28:48.000]  You can't show pictures of Hitler going and meeting with all the top Muslims that universally pledged their allegiance to him.
[28:48.000 --> 28:57.000]  We'll be back with my huge breakdown, a key analysis. You don't want to miss. This is critical. Please spread the live links and tell folks about your local affiliates you're listening to.
[29:18.000 --> 29:27.000]  Minerals and amino acids that your body absolutely needs. In the history of M4's life, we've brought out a lot of amazing products like Survival Shield X2,
[29:27.000 --> 29:35.000]  Super Metal Vitality and so many others, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[29:35.000 --> 29:48.000]  This formula is the platinum standard of multivitamin mineral products, and this part is most important. The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[29:48.000 --> 29:54.000]  That means it's clean. That means it's pure. And Res Secured, you're funding the tip of the spear in the InfoWars.
[29:54.000 --> 29:59.000]  That's infowarslife.com and vitamin mineral fusion. Take action now before we sell out.
[29:59.000 --> 30:04.000]  Matt and Ohio, you're on the air. Another Matt, go ahead.
[30:04.000 --> 30:14.000]  Hey, listen, I just wanted to say real quick, I'm a long time listener of InfoWars and I just wanted to say that the t-shirts that you guys are offering are absolutely fantastic.
[30:14.000 --> 30:26.000]  And that really is a great way to deal with this battle in the InfoWars. It might seem like a simple thing, but particularly these slogan t-shirts that you guys got up right now are absolutely amazing.
[30:26.000 --> 30:37.000]  Well, thank you. My favorite new one is the don't tread on me, but said it says won't tread on me, and it's a big day glow snake, Gadsden snake, and then it's got the American flag, InfoWars.com on the right arm.
[30:37.000 --> 30:44.000]  I mean, that's a great way just to meet like-minded people and spread the word and also exercise free speech.
[30:44.000 --> 30:54.000]  And the newest one is Trigger Warning t-shirt. Trigger Warning t-shirt, which is the symbol of a trigger with a yield sign and then InfoWars.com on the back.
[30:54.000 --> 30:59.000]  That is the new shirt of the mind available exclusively at InfoWars.com.
[31:24.000 --> 31:49.000]  This is the new shirt of the mind available exclusively at InfoWars.com on the right arm.
[31:49.000 --> 31:58.000]  Notice the difference with our super blue fluoride free products. Refresh your breath and invigorate your oral health routine at InfoWars.com.
[31:58.000 --> 32:20.000]  This is InfoWars.com.
[32:29.000 --> 32:36.000]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[32:36.000 --> 32:43.000]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[32:43.000 --> 32:47.000]  Dropped by the site today, order a bag or two, and I don't think you're going to be disappointed.
[32:47.000 --> 32:57.000]  Available in original or with our immune support infusion blend, you will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[32:57.000 --> 33:03.000]  Available at InfoWars.com.
[33:03.000 --> 33:11.000]  You're listening to the Alex Jones show.
[33:11.000 --> 33:37.000]  The Alex Jones show because there is a war on for your mind.
[33:37.000 --> 33:44.000]  I was asked to speak three years ago at the Oxford Union.
[33:44.000 --> 33:53.000]  It's one of the most historical and interesting places to give a speech, and it's been well known for having controversial speakers for hundreds and hundreds of years.
[33:53.000 --> 34:02.000]  I was unable to do it because I was in the middle of a contentious divorce and custody battle with my ex-wife at the time.
[34:02.000 --> 34:22.000]  So it wasn't a snub to the Oxford Union, but then it reminded me the reason I tell the story is that when I was talking to Roger Stone last night about the fact that he's going to be traveling to the UK starting tomorrow to address the Oxford Union.
[34:22.000 --> 34:41.000]  I told Roger what I was intending to say even three years ago at the Oxford Union and how in the modern times so much more has happened along that line, that visionary line, and that I thought he should speak on some of those topics.
[34:41.000 --> 34:53.000]  He said that's amazing, Alex, because here's my notes. They just asked me to speak last week. This is what I'm intending to talk about. In fact, I want to join you Monday before I fly out in the evening.
[34:53.000 --> 34:58.000]  That's how a lot of those flights are. You fly out in the evening and get there when it's the morning over there.
[34:58.000 --> 35:18.000]  He said, so I will come on Monday and kind of give you the speech that I'm going to give to the Oxford Union. We're going to send a crew as well that will be meeting up with him so that is going to be something we'll maybe even carry live once we get in place over there.
[35:18.000 --> 35:36.000]  But that's all the side issue. It just reminded me of the speech I wanted to give that was more of a Anglo-centric, Anglophile perspective. It doesn't mean I'm an Anglophile.
[35:36.000 --> 35:55.000]  It doesn't mean that I'm obsessed with the UK, even though my surname is Welsh. I think it's a fine culture, beautiful country, great people. It's just that three years ago, that would have been a speech that I would have given them there.
[35:55.000 --> 36:10.000]  But now that speech is a speech you can give to the entire planet. And about five years ago, I spoke outside Bilderberg, north of London, in the rolling grass hills above an elite meeting house where the Bilderberg group was meeting.
[36:10.000 --> 36:29.000]  We had over 3,000 people in attendance. And I had the folks from the UK chanting the answer to 1984 to 1776 with more gusto than they do here in the US because I had just given the prototype of the speech that I would give a year and a half later at Oxford if I had gone.
[36:29.000 --> 36:45.000]  And then now the complete speech I would give today. And now that I'm up to the point of giving the speech, when you're sitting there thinking about a speech, it's so much more easy than just giving it.
[36:45.000 --> 37:04.000]  And by that I can talk endlessly. It's just that it's such a big idea. It's so true that I don't want to just sit here and say these things and have it just be something that's mixed into the background of everything else we talk about because it's all super important.
[37:04.000 --> 37:13.000]  In fact, things are so crazy. Going about our business once you know this stuff is obscene.
[37:13.000 --> 37:37.000]  And so now I don't even know if I can give that speech. It's not that my tongue is even tied. It's just so real, so important that I don't feel worthy.
[37:37.000 --> 37:43.000]  I've done the research. I know who the global star. I know what their plan is.
[37:43.000 --> 37:51.000]  You notice everything I told you 15 years ago is word for word coming out of Elon Musk's mouth right now.
[37:51.000 --> 37:58.000]  And it's not because he plagiarized what I was saying. Finally there's a break with the elite.
[37:58.000 --> 38:14.000]  And a bunch of people in the establishment don't want this plan to continue. And so people like Elon Musk have backing from people in NASA, in the Pentagon, in the Trump administration.
