[00:00:00.000 --> 00:00:18.000]  InfoWars, tomorrow's news, today.
[00:02:51.000 --> 00:02:54.000]  so we're going to air large excerpts of the speech.
[00:02:54.000 --> 00:02:56.000]  That's just an eight-minute clip they got off Twitter.
[00:02:56.000 --> 00:03:00.000]  I need to actually send Ben, one of our great writers,
[00:03:00.000 --> 00:03:04.000]  the full speech so he can post it under the live show feed today
[00:03:04.000 --> 00:03:08.000]  because we need to memorialize not just those that fought and died for this country,
[00:03:08.000 --> 00:03:14.000]  but those that have been demonized and attacked and imprisoned and sabotaged over it.
[00:03:14.000 --> 00:03:17.000]  Just last week, absolutely incredible news broke.
[00:03:17.000 --> 00:03:20.000]  In fact, I'm going to pull the articles back up and cover it again today.
[00:03:20.000 --> 00:03:29.000]  But the ADL from the National Archives bragging how in the 1950s,
[00:03:29.000 --> 00:03:35.000]  they started infiltrating the FBI, police departments, working with the globalists
[00:03:36.000 --> 00:03:40.000]  and would actually sabotage organizations and groups carrying out criminal activity,
[00:03:40.000 --> 00:03:43.000]  breaking into police stations, stealing files.
[00:03:43.000 --> 00:03:45.000]  The list goes on and on.
[00:03:45.000 --> 00:03:50.000]  And now they've been tasked with writing the new regulations outside of law
[00:03:50.000 --> 00:03:55.000]  to arrest everyone who, quote, is anti-Semitic.
[00:03:55.755 --> 00:03:58.755]  Or who is engaged in hate speech.
[00:03:58.755 --> 00:04:01.755]  And remember just a few months ago at the WEF,
[00:04:01.755 --> 00:04:06.755]  the deputy head of the EU looks to the members of the U.S. Congress
[00:04:06.755 --> 00:04:07.755]  that were there visiting and said,
[00:04:07.755 --> 00:04:11.755]  we've banned free speech here and you're about to ban it in America.
[00:04:11.755 --> 00:04:15.755]  And the members of Congress sit there and nod their heads.
[00:04:15.755 --> 00:04:20.755]  So I want to explain what's really going on here when we come back.
[00:04:20.755 --> 00:04:23.755]  Of course, Brian Stelter was also up there.
[00:04:24.755 --> 00:04:27.755]  I mean, these people are just incredible.
[00:04:27.755 --> 00:04:29.755]  This is very, very simple.
[00:04:29.755 --> 00:04:33.755]  First they took our rights, fighting the Reds.
[00:04:33.755 --> 00:04:35.755]  But the globals were running the Reds.
[00:04:35.755 --> 00:04:37.755]  The John Birch Society discovered that.
[00:04:37.755 --> 00:04:45.755]  And then they moved on with 9-11 after the Cold War was the pretext of power grab.
[00:04:45.755 --> 00:04:47.755]  And then that was the pretext to take our rights.
[00:04:47.755 --> 00:04:50.755]  And now they're just going directly to anybody that doesn't want total tyranny
[00:04:50.755 --> 00:04:52.755]  is a white supremacist terrorist.
[00:04:52.755 --> 00:04:54.755]  And if the ADL says you're bad, you're going to prison.
[00:04:54.755 --> 00:04:55.755]  We'll be right back.
[00:04:55.755 --> 00:04:56.755]  Stay with us.
[00:05:00.755 --> 00:05:02.755]  Sold out for more than a year.
[00:05:02.755 --> 00:05:06.755]  We now have back in stock a limited run of our extremely popular
[00:05:06.755 --> 00:05:10.755]  tooth whitening coral calcium toothpaste full of essential oils
[00:05:10.755 --> 00:05:13.755]  back in stock at InfoWarsTore.com.
[00:05:13.755 --> 00:05:16.755]  Another great product sold out for almost a year
[00:05:16.755 --> 00:05:19.755]  is our activated charcoal essential oil toothpaste as well.
[00:05:19.755 --> 00:05:22.755]  These are both incredible for your gums, polish your teeth,
[00:05:22.755 --> 00:05:26.755]  amazing to counter gingivitis, and they fund the InfoWars.
[00:05:26.755 --> 00:05:28.755]  There are no fillers in these products.
[00:05:28.755 --> 00:05:31.755]  These are fluoride-free, next-level toothpaste,
[00:05:31.755 --> 00:05:37.755]  10,000 of each tube, limited run, available exclusively at InfoWarsTore.com.
[00:05:37.755 --> 00:05:42.755]  And your purchase funds the operation, plus these are incredible products you need.
[00:05:42.755 --> 00:05:46.755]  So the coral calcium tooth whitening and the activated charcoal essential oil toothpaste
[00:05:46.755 --> 00:05:50.755]  are now both back in stock at InfoWarsTore.com.
[00:05:50.755 --> 00:05:52.755]  I thank you for your support.
[00:05:52.755 --> 00:05:54.755]  But regardless, these are great products you need.
[00:05:54.755 --> 00:05:55.755]  So take action now.
[00:05:55.755 --> 00:05:59.755]  Go to InfoWarsTore.com for both this great toothpaste back in stock.
[00:06:07.755 --> 00:06:10.755]  Waging war on corruption.
[00:06:12.755 --> 00:06:15.755]  It's Alex Jones coming to you live
[00:06:15.755 --> 00:06:18.755]  from the front lines of the InfoWars.
[00:06:22.755 --> 00:06:25.755]  Well, we are living in an amazing time.
[00:06:25.755 --> 00:06:27.755]  The Great Awakening is here.
[00:06:27.755 --> 00:06:32.755]  That is the answer to the Great Reset and the New World Order.
[00:06:32.755 --> 00:06:34.755]  That said, globalists are not going to give up.
[00:06:34.755 --> 00:06:37.755]  They're preparing new pandemics and new lockdowns.
[00:06:37.755 --> 00:06:41.755]  I told you this years ago, but now they're openly announcing it.
[00:06:41.755 --> 00:06:44.755]  So yes, humanity's waking up and getting on a war footing,
[00:06:44.755 --> 00:06:47.755]  but we got incoming right now.
[00:06:47.755 --> 00:06:52.755]  It is Memorial Day, May 29th, 2023, on this Monday live transmission.
[00:06:52.755 --> 00:06:54.755]  Very honored and blessed to be here with you.
[00:06:54.755 --> 00:06:57.755]  I want to thank you so much for joining us today.
[00:06:57.755 --> 00:07:00.755]  I'm still on the road, but I am hosting the show today
[00:07:00.755 --> 00:07:03.755]  for the next few days until I get back in Austin.
[00:07:03.755 --> 00:07:08.755]  Owen Schroer and some of the other guest hosts will be riding shotgun with me as well.
[00:07:08.755 --> 00:07:11.755]  Let me just kind of sit back and say something here
[00:07:11.755 --> 00:07:16.755]  that's really important before I hit all the big news, and it's huge.
[00:07:16.755 --> 00:07:25.755]  A couple of weeks ago, I was on TV on the program of Steve Bannon,
[00:07:25.755 --> 00:07:27.755]  and he asked me, are we winning?
[00:07:27.755 --> 00:07:31.755]  And I said, well, all I can use is a gauge of what I see out in the public.
[00:07:31.755 --> 00:07:33.755]  I'm a well-known person.
[00:07:33.755 --> 00:07:35.755]  The average person is not well-known,
[00:07:35.755 --> 00:07:39.755]  so they don't really get to have that experience of what the feedback is.
[00:07:39.755 --> 00:07:41.755]  I've heard talked about this a hundred times.
[00:07:41.755 --> 00:07:43.755]  The listeners don't need me to repeat it,
[00:07:43.755 --> 00:07:48.755]  but basically I talked about the fact that I've got 95% love over the years,
[00:07:48.755 --> 00:07:53.755]  but still I would get 5% hate, and when you're walking down the street,
[00:07:53.755 --> 00:07:55.755]  that's still quite a bit.
[00:07:55.755 --> 00:08:00.755]  So for every 90 people, 95 people I shook their hands,
[00:08:00.755 --> 00:08:03.755]  I would run into four or five said, you're a Russian agent,
[00:08:03.755 --> 00:08:06.755]  I hope you die or something like that.
[00:08:06.755 --> 00:08:09.755]  People would drop coffee on me, tea on me, slap me in the back of the head.
[00:08:09.755 --> 00:08:11.755]  A lot of it has been caught on video.
[00:08:11.755 --> 00:08:13.755]  People know what happens to prominent populists
[00:08:13.755 --> 00:08:16.755]  and America Firsters and conservatives.
[00:08:16.755 --> 00:08:19.755]  And then I talked about how it's been like eight,
[00:08:19.755 --> 00:08:21.755]  nine months since that's happened one time.
[00:08:21.755 --> 00:08:24.755]  By the way, it did happen finally last week.
[00:08:24.755 --> 00:08:26.755]  The guy said, how dare you show your face in public?
[00:08:26.755 --> 00:08:29.755]  That would be a shame to yourself, and I started laughing at him.
[00:08:29.755 --> 00:08:33.755]  Well, Madeleine Albright said that she killed 500,000 kids with sanctions
[00:08:33.755 --> 00:08:35.755]  and would do it again on 60 Minutes.
[00:08:35.755 --> 00:08:38.755]  Is that good? Is that good? Did I kill any kids? No.
[00:08:38.755 --> 00:08:40.755]  So get out of my face for laughing at him.
[00:08:40.755 --> 00:08:43.755]  But all I get is love now.
[00:08:43.755 --> 00:08:47.755]  And I noticed they had a bunch of publications.
[00:08:47.755 --> 00:08:49.755]  They'll say, oh, look how crazy Jones is.
[00:08:49.755 --> 00:08:52.755]  No one loves him. Everybody hates him.
[00:08:52.755 --> 00:08:57.755]  That's like Tokyo Rose broadcasting the American sailors and Marines
[00:08:57.755 --> 00:08:59.755]  when we were right off the coast of Japan
[00:08:59.755 --> 00:09:01.755]  and had already bombed them in the Stone Age,
[00:09:01.755 --> 00:09:04.755]  before we dropped atomic bombs on Hiroshima and Nagasaki,
[00:09:04.755 --> 00:09:07.755]  saying the Americans are defeated.
[00:09:07.755 --> 00:09:10.755]  America's on fire. No one cares about you.
[00:09:10.755 --> 00:09:12.755]  It's all over. You've lost the war.
[00:09:12.755 --> 00:09:17.755]  Remember Baghdad, Bob, in 2003?
[00:09:17.755 --> 00:09:24.755]  And you can see F-16s, F-18s, F-15s, literally two miles behind him,
[00:09:24.755 --> 00:09:28.755]  dropping thousand-pound bombs and huge explosions.
[00:09:28.755 --> 00:09:31.755]  The U.S. troops had already taken over half of Baghdad,
[00:09:31.755 --> 00:09:35.755]  and Baghdad fell about 12 hours later.
[00:09:35.755 --> 00:09:39.755]  And they even made DVD comedy videos of Baghdad bombs saying,
[00:09:39.755 --> 00:09:42.755]  you've lost Americans. It's all over. We've driven you.
[00:09:42.755 --> 00:09:46.755]  And then reporters would say, well, the Americans are just a few miles away.
[00:09:46.755 --> 00:09:49.755]  I mean, you can see their jets flying over, and there's explosions.
[00:09:49.755 --> 00:09:51.755]  They go, no, no, no. We drove them out.
[00:09:51.755 --> 00:09:54.755]  We drove them into the ocean. We drove them out of Kuwait.
[00:09:54.755 --> 00:09:57.755]  We've taken Kuwait.
[00:09:57.755 --> 00:09:59.755]  And it's the same thing.
[00:09:59.755 --> 00:10:01.755]  So what I'm going to do, just for the left,
[00:10:01.755 --> 00:10:03.755]  because I realize how much they hate this,
[00:10:03.755 --> 00:10:08.755]  is I'm going to start taking film crews out into downtown Austin
[00:10:08.755 --> 00:10:11.755]  and the University of Texas, the most liberal places.
[00:10:11.755 --> 00:10:16.755]  And I'm going to—I mean, all I've got to do at the hotel I'm at
[00:10:16.755 --> 00:10:19.755]  is just walk and sit there in the lobby for two minutes,
[00:10:19.755 --> 00:10:23.755]  and more than half the people that come through come over and are blisters.
[00:10:23.755 --> 00:10:26.755]  I can't buy myself a drink. I can't buy myself dinner.
[00:10:26.755 --> 00:10:29.755]  I'm on vacation with my family.
[00:10:29.755 --> 00:10:33.755]  And that's not about Alex Jones, how great I am.
[00:10:33.755 --> 00:10:37.755]  It is an indicator of how awake people have gotten
[00:10:37.755 --> 00:10:39.755]  and how they're pissed off at the system.
[00:10:39.755 --> 00:10:44.755]  And so the left wants you to feel alone and not know how popular populism is
[00:10:44.755 --> 00:10:46.755]  and America First is.
[00:10:46.755 --> 00:10:51.755]  So just for them, and I've thought about how important this is,
[00:10:51.755 --> 00:10:54.755]  I'm going to go out, and I'm going to do live feeds.
[00:10:54.755 --> 00:10:57.755]  I'm just going to edit it in people that like me,
[00:10:57.755 --> 00:10:58.755]  because it'll be very entertaining.
[00:10:58.755 --> 00:11:01.755]  The haters are even—better to illustrate.
[00:11:01.755 --> 00:11:03.755]  I'm sure we'll get some of those.
[00:11:03.755 --> 00:11:05.755]  You have a big crowd, you know, forums.
[00:11:05.755 --> 00:11:07.755]  There'll be some.
[00:11:07.755 --> 00:11:15.755]  But once that happens, I'll do an hour live feed, say, on 6th Street.
[00:11:15.755 --> 00:11:17.755]  There'll be four or five people that hate me.
[00:11:17.755 --> 00:11:20.755]  There'll be a couple hundred that love me.
[00:11:20.755 --> 00:11:21.755]  And you watch.
[00:11:21.755 --> 00:11:23.755]  The mainstream media will cut out the haters and put that out.
[00:11:23.755 --> 00:11:24.755]  But that's okay.
[00:11:24.755 --> 00:11:26.755]  That's why they're dead.
[00:11:26.755 --> 00:11:30.755]  That's why they're politically obsolete, because everybody knows they play this type of game.
[00:11:30.755 --> 00:11:34.755]  So we'll put out the raw feed and live stream it,
[00:11:34.755 --> 00:11:39.755]  and then we'll watch the media go and deceive and say everybody hates me.
[00:11:39.755 --> 00:11:43.755]  But you'll be able to see the raw feed where it's 99% love.
[00:11:43.755 --> 00:11:49.755]  And so that's what I'm getting at here is the love is way more intense than it's ever been.
[00:11:51.697 --> 00:11:53.697]  It's the same story over and over again.
[00:11:53.697 --> 00:12:02.697]  I went just last night to a restaurant and half the restaurant came over and
[00:12:02.697 --> 00:12:04.697]  took my hand and said, we appreciate you.
[00:12:04.697 --> 00:12:05.697]  We know you're right about the new rule order.
[00:12:05.697 --> 00:12:06.697]  And what are we going to do?
[00:12:07.697 --> 00:12:08.697]  That's half the restaurant.
[00:12:08.697 --> 00:12:12.697]  He came to my table and you see a few haters looking at you, but, but they,
[00:12:12.697 --> 00:12:15.697]  you know what, now they keep their mouth shut because they know they're wrong.
[00:12:15.697 --> 00:12:17.697]  They know they're going along with the establishment.
[00:12:17.697 --> 00:12:19.697]  They're screwing themselves and their family.
[00:12:19.697 --> 00:12:20.697]  And that's a big joke.
[00:12:20.697 --> 00:12:21.697]  Okay.
[00:12:22.697 --> 00:12:28.697]  You know, things are viral when two separate big podcasters in the skin in
[00:12:28.697 --> 00:12:33.697]  the last 12 hours have sent me the same video and I was intending to air this
[00:12:33.697 --> 00:12:39.697]  video today and I'm going to Eric is dead on and I'm going to Eric in its
[00:12:39.697 --> 00:12:40.697]  entirety.
[00:12:40.697 --> 00:12:45.697]  So I've been sent this last night and then literally five minutes ago,
[00:12:46.697 --> 00:12:50.697]  the number one podcaster in the world said, Holy bleep.
[00:12:50.697 --> 00:12:51.697]  This video is insane.
[00:12:53.697 --> 00:12:56.697]  I said, yes, actually was just planning to air that today.
[00:12:58.697 --> 00:12:59.697]  And what is the video?
[00:12:59.697 --> 00:13:01.697]  Joe sent me the kim.com tweet.
[00:13:02.697 --> 00:13:04.697]  This is the most important video you will watch this year.
[00:13:04.697 --> 00:13:07.697]  Millions were killed with COVID-19 for profit.
[00:13:08.697 --> 00:13:12.697]  COVID-19 was an act of biological warfare substated on the human race.
[00:13:12.697 --> 00:13:13.697]  It was a financial heist.
[00:13:14.697 --> 00:13:15.697]  Nature was hijacked.
[00:13:15.697 --> 00:13:16.697]  Science was hijacked.
[00:13:18.697 --> 00:13:21.697]  This is from the recent international COVID summit at the EU,
[00:13:22.697 --> 00:13:23.697]  possibly the European parliament.
[00:13:24.697 --> 00:13:28.697]  So far, 766 million COVID infections have been recorded.
[00:13:29.697 --> 00:13:34.697]  And the breakdown here is absolutely critical.
[00:13:35.697 --> 00:13:39.697]  And we're going to be getting to that coming up here on a special Memorial
[00:13:39.697 --> 00:13:40.697]  Day broadcast.
[00:13:40.697 --> 00:13:42.697]  Remember the troops that were killed fighting the station.
[00:13:43.697 --> 00:13:44.697]  We should now know the American people, people,
[00:13:44.697 --> 00:13:49.697]  the world are the victims of a biological warfare attack.
[00:13:50.697 --> 00:13:54.697]  Are the victims of a biological warfare attack.
[00:13:55.697 --> 00:13:58.697]  And we need to really get our minds wrapped around the fact that that's the
[00:13:58.697 --> 00:13:59.697]  fact.
[00:13:59.697 --> 00:14:00.697]  So Dr.
[00:14:01.697 --> 00:14:04.697]  David Martin did an excellent presentation.
[00:14:05.697 --> 00:14:06.697]  So that is coming up.
[00:14:06.697 --> 00:14:07.697]  Today.
[00:14:08.697 --> 00:14:11.697]  Already had that on my plate and find Dr.
[00:14:12.697 --> 00:14:13.697]  David Martin on Twitter.
[00:14:14.697 --> 00:14:15.697]  His site, Dr.
[00:14:16.697 --> 00:14:17.697]  David Martin world,
[00:14:18.697 --> 00:14:21.697]  getting the world to pay attention and take action to call for secession.
[00:14:22.697 --> 00:14:24.697]  Weaponized nature is essential.
[00:14:26.697 --> 00:14:30.697]  So we're going to be airing that also because we want to memorialize those
[00:14:31.697 --> 00:14:32.697]  who've been in the info war as well.
[00:14:32.697 --> 00:14:36.697]  I want to play excerpts of a powerful 1958 speech by Robert Welch,
[00:14:37.697 --> 00:14:38.697]  founder of the John Birch society,
[00:14:39.697 --> 00:14:42.697]  especially because it just came out that the CIA and the FBI working with
[00:14:43.697 --> 00:14:46.697]  the ADL criminally targeted the organization who was a hundred percent
[00:14:47.697 --> 00:14:48.697]  dead on everything.
[00:14:49.697 --> 00:14:50.697]  They said has come true.
[00:14:51.697 --> 00:14:52.697]  People think Alex Jones was right.
[00:14:53.697 --> 00:14:56.697]  This group absolutely scared the hell out of the globalists because they were
[00:14:57.697 --> 00:14:58.697]  populist.
[00:14:58.697 --> 00:14:59.697]  They were pro-American.
[00:14:59.697 --> 00:15:00.697]  They were anti-communist.
[00:15:00.697 --> 00:15:01.697]  They were not racist.
[00:15:02.697 --> 00:15:03.697]  And that was the prototype.
[00:15:04.697 --> 00:15:05.697]  The ADL went after,
[00:15:06.697 --> 00:15:07.697]  and they declassified it two weeks ago,
[00:15:08.697 --> 00:15:09.697]  uh,
[00:15:09.697 --> 00:15:11.697]  that the ADL knew they were innocent,
[00:15:12.697 --> 00:15:16.697]  knew they were good and set them up and infiltrated members in to then go to
[00:15:17.697 --> 00:15:18.697]  press conferences and say racist things.
[00:15:19.697 --> 00:15:20.697]  So they can attribute it to the John Birch society,
[00:15:21.697 --> 00:15:22.697]  which we know goes on.
[00:15:23.697 --> 00:15:24.697]  We know some probably law center,
[00:15:25.697 --> 00:15:26.697]  bare minimum had people inside of the office,
[00:15:27.697 --> 00:15:28.697]  uh,
[00:15:28.697 --> 00:15:29.697]  and they would run around saying inward,
[00:15:30.697 --> 00:15:31.697]  inward,
[00:15:31.697 --> 00:15:32.697]  inward.
[00:15:32.697 --> 00:15:33.697]  And people say,
[00:15:33.697 --> 00:15:34.697]  we're going to fire him.
[00:15:34.697 --> 00:15:35.697]  You say that again,
[00:15:35.697 --> 00:15:36.697]  and they would quit.
[00:15:36.697 --> 00:15:37.697]  And then they were recording us.
[00:15:37.697 --> 00:15:38.697]  We now know,
[00:15:38.697 --> 00:15:39.697]  uh,
[00:15:39.697 --> 00:15:40.697]  but they never got what they wanted because we don't run around doing that.
[00:15:41.697 --> 00:15:42.697]  Uh,
[00:15:42.697 --> 00:15:43.697]  we're not like the ADL.
[00:15:43.697 --> 00:15:44.697]  We,
[00:15:44.697 --> 00:15:45.697]  we don't,
[00:15:45.697 --> 00:15:46.697]  we don't give awards to nasty collaborators like George Soros and said the
[00:15:47.697 --> 00:15:48.697]  best out of his life was working for Hitler.
[00:15:49.697 --> 00:15:50.697]  Uh,
[00:15:50.697 --> 00:15:51.697]  so we're going to break all this down.
[00:15:52.697 --> 00:15:53.697]  There's so much more today.
[00:15:54.697 --> 00:15:55.697]  This is going to be one hell of a broadcast.
[00:15:56.697 --> 00:15:57.697]  Please stay with us.
[00:15:58.697 --> 00:15:59.697]  Ladies and gentlemen,
[00:15:59.697 --> 00:16:00.697]  the truth,
[00:16:00.697 --> 00:16:03.697]  the solution is laying right there in front of you,
[00:16:03.697 --> 00:16:04.697]  hidden in plain view.
[00:16:05.697 --> 00:16:07.697]  Please listen to me in the next 60 seconds.
[00:16:08.697 --> 00:16:09.697]  If you go to Wikipedia,
[00:16:09.697 --> 00:16:12.697]  it has links to the UN zone website where they admit the number one cause of
[00:16:13.697 --> 00:16:16.697]  cognitive disability in the world is iodine deficiency.
[00:16:17.697 --> 00:16:22.697]  The number one preventable cause of intellectual disability is lack of real
[00:16:23.697 --> 00:16:27.697]  pure iodine in the body as they bomb us with the bad halogens,
[00:16:27.697 --> 00:16:28.697]  bromine,
[00:16:28.697 --> 00:16:29.697]  bromide,
[00:16:29.697 --> 00:16:30.697]  chlorine,
[00:16:30.697 --> 00:16:31.697]  and so much more.
[00:16:31.697 --> 00:16:34.697]  Upwards of 2 billion people in a lands at medical journal study in 2007
[00:16:36.697 --> 00:16:39.697]  worldwide have cognitive disabilities because they don't have high quality
[00:16:40.697 --> 00:16:41.697]  iodine.
[00:16:41.697 --> 00:16:42.697]  Most iodine is bound to other elements.
[00:16:42.697 --> 00:16:43.697]  You don't absorb it.
[00:16:43.697 --> 00:16:44.697]  We have X three,
[00:16:44.697 --> 00:16:48.697]  all three types of the good iodine together that supercharges your body.
[00:16:49.697 --> 00:16:51.697]  X three is now back in stock at info war store.com.
[00:16:51.697 --> 00:16:56.697]  It's being sold out for over six months for 25% off X three back in stock.
[00:16:56.697 --> 00:16:57.697]  Take action now.
[00:16:57.697 --> 00:17:02.697]  Info war store.com turbo forces back sold out for eight months and it's turbo
[00:17:02.697 --> 00:17:03.697]  force.
[00:17:03.697 --> 00:17:05.697]  Plus we made it even stronger.
[00:17:05.697 --> 00:17:09.697]  The strongest longterm energy you're going to find anywhere.
[00:17:09.697 --> 00:17:14.697]  Turbo forces back in stock at info war store.com or triple a two,
[00:17:14.697 --> 00:17:15.697]  five,
[00:17:15.697 --> 00:17:16.697]  three,
[00:17:16.697 --> 00:17:17.697]  three,
[00:17:17.697 --> 00:17:18.697]  two,
[00:17:18.697 --> 00:17:19.697]  three.
[00:17:19.697 --> 00:17:22.697]  It's just wide spectrum Nash natural herbs that time release over 10 hours
[00:17:23.697 --> 00:17:24.697]  should be called 10 hour energy.
[00:17:24.697 --> 00:17:28.697]  It has a bunch of vitamins and minerals and a bunch of other key things in
[00:17:28.697 --> 00:17:33.697]  amino acids that turbocharged everything and are good for your heart,
[00:17:33.697 --> 00:17:34.697]  your brain,
[00:17:34.697 --> 00:17:35.697]  your liver,
[00:17:35.697 --> 00:17:36.697]  you name it.
[00:17:36.697 --> 00:17:37.697]  Uh,
[00:17:37.697 --> 00:17:38.697]  it,
[00:17:38.697 --> 00:17:39.697]  it,
[00:17:39.697 --> 00:17:41.697]  it is the super fuel rainforest plus is great.
[00:17:41.697 --> 00:17:42.697]  Rainforest ultra is great.
[00:17:42.697 --> 00:17:43.697]  There are two different new tropics.
[00:17:43.697 --> 00:17:44.697]  They go good with this,
[00:17:44.697 --> 00:17:46.697]  but this is the King Kong.
[00:17:46.697 --> 00:17:49.697]  This is the boss turbo force back in stock.
[00:17:49.697 --> 00:17:53.697]  Discounted info or store.com more power,
[00:17:53.697 --> 00:17:54.697]  more strength,
[00:17:54.697 --> 00:17:55.697]  more energy.
[00:17:59.697 --> 00:18:01.697]  I talk a lot about the great successes.
[00:18:01.697 --> 00:18:02.697]  Infowars has had.
[00:18:02.697 --> 00:18:04.697]  I don't think anybody can deny it.
[00:18:04.697 --> 00:18:08.697]  And it is because of listeners and viewers supporting us.
[00:18:08.697 --> 00:18:10.697]  When we talk about the crew at Infowars,
[00:18:10.697 --> 00:18:11.697]  people behind the scenes,
[00:18:11.697 --> 00:18:12.697]  the researchers,
[00:18:12.697 --> 00:18:13.697]  the writers,
[00:18:14.697 --> 00:18:17.697]  they really have been the MVPs in this fight.
[00:18:17.697 --> 00:18:21.697]  And we look at Harrison Smith and Owen Schroer and the hard work they engage
[00:18:21.697 --> 00:18:22.697]  in every day,
[00:18:22.697 --> 00:18:23.697]  five,
[00:18:23.697 --> 00:18:24.697]  seven days a week.
[00:18:24.697 --> 00:18:26.697]  It's really just incredible.
[00:18:26.697 --> 00:18:27.697]  So for myself,
[00:18:27.697 --> 00:18:28.697]  the whole Infowars crew,
[00:18:28.697 --> 00:18:30.697]  I thank you for your past support.
[00:18:30.697 --> 00:18:34.697]  I only encourage you now to realize that Infowars can not stay on air.
[00:18:34.697 --> 00:18:36.697]  If you do not support us,
[00:18:36.697 --> 00:18:37.697]  I know you spread the word.
[00:18:37.697 --> 00:18:38.697]  I know you pray for us.
[00:18:38.697 --> 00:18:39.697]  That's wonderful.
[00:18:39.697 --> 00:18:40.697]  Keep doing it.
[00:18:40.697 --> 00:18:42.697]  But most viewers and listeners never go to info or store.com.
[00:18:43.697 --> 00:18:46.697]  And you never buy great products that enrich and empower your life.
[00:18:46.697 --> 00:18:47.697]  All at the same time,
[00:18:47.697 --> 00:18:48.697]  keep us on air.
[00:18:48.697 --> 00:18:51.697]  I know that less than one percent of our listeners actually go buy products
[00:18:51.697 --> 00:18:52.697]  at info or store.com.
[00:18:52.697 --> 00:18:56.697]  If just one percent more of you took action and went to info or store.com,
[00:18:56.697 --> 00:18:57.697]  our funding problems will be over.
[00:18:57.697 --> 00:18:58.697]  Please take action now.
[00:19:04.697 --> 00:19:05.697]  I want to say brain force is great.
[00:19:05.697 --> 00:19:07.697]  I want to say turbo force is amazing.
[00:19:07.697 --> 00:19:08.697]  It is.
[00:19:08.697 --> 00:19:10.697]  But if you took it with fish oil,
[00:19:10.697 --> 00:19:12.697]  it's like the fish oil is it.
[00:19:12.697 --> 00:19:14.697]  The fish oil is better than it.
[00:19:14.697 --> 00:19:16.697]  And that's an example of what I'm talking about.
[00:19:16.697 --> 00:19:18.697]  Fish oil is liquid energy,
[00:19:18.697 --> 00:19:19.697]  brain,
[00:19:19.697 --> 00:19:20.697]  body,
[00:19:20.697 --> 00:19:21.697]  heart,
[00:19:21.697 --> 00:19:22.697]  the cleanest,
[00:19:22.697 --> 00:19:23.697]  the best out there.
[00:19:23.697 --> 00:19:24.697]  Krill oils is the best.
