[00:00.000 --> 00:02.000]  We've got it
[12:50.500 --> 13:04.500]  That's al-Qaeda, our government giving them all the weapons Libya had, bringing them in to the area of southern Turkey and then injecting them into Syria.
[13:04.500 --> 13:16.500]  And they came out Thursday night and said, Turkey has apologized, or excuse me, Syria has apologized, for firing a couple mortars into civilian areas in Turkey.
[13:16.500 --> 13:23.500]  In which they have not been responding, they've not been attacking, even though they've been pointing out al-Qaeda's being brought in, because they know Turkey's got a much bigger military.
[13:23.500 --> 13:34.500]  And then Turkey came out and lied and said that Syria had admittedly said they'd attacked them and apologized. Of course, it turned out that wasn't true by Friday.
[13:34.500 --> 13:46.500]  And Syria said al-Qaeda is firing back in as a false flag, that the Pentagon and others have been openly talking about, to have an excuse to then have Turkey go into Syria.
[13:46.500 --> 14:00.500]  And more mortars were fired today. So Turkey is just blasting Syria right now and opening up an even larger wedge to inject more fighters.
[14:00.500 --> 14:11.500]  Imagine, a country is training and massing al-Qaeda jihadis, mainly out of Saudi Arabia, Wahhabist, to inject them into the secular government run system.
[14:11.500 --> 14:21.500]  There were the diverse groups of Jews, Christians, Muslims, Sunnis, Shiite, Alawites, and they are just murdering and killing any Christians or Jews they find.
[14:21.500 --> 14:27.500]  It's on the news in Europe, blowing up churches. It is unbelievable.
[14:27.500 --> 14:37.500]  And we are told that we've got to give up all our rights because al-Qaeda is hiding under every, you know, bed, every desk, every closet, has an al-Qaeda jihadist.
[14:37.500 --> 14:48.500]  And so TSA has got to go in your pants, got to go into your wife's bra, got to drag your children off to a private abuse room because al-Qaeda is everywhere.
[14:48.500 --> 14:52.500]  But al-Qaeda publicly works for the mega banks that run NATO and our government.
[14:52.500 --> 14:58.500]  And it's just hiding in plain view and the government thinks you're so stupid and I'm so stupid that they're doing all of this.
[14:58.500 --> 15:05.500]  Now, I'm going to cover that more in the second hour today and I'm going to cover, they want to make flu shots mandatory.
[15:05.500 --> 15:12.500]  And two states have already moved to make it to law. In fact, it's now been done in Rhode Island.
[15:12.500 --> 15:16.500]  They tried to make it to law but it failed a few years ago in Massachusetts.
[15:16.500 --> 15:26.500]  So this is a big deal because then the big vaccine makers can just mandate, buy off your politicians and then force you to buy their product.
[15:26.500 --> 15:28.500]  Just like they force you to buy government healthcare.
[15:28.500 --> 15:31.500]  And you know the nightmares of these big pharma companies, that's coming up.
[15:31.500 --> 15:37.500]  But first, when we return, I'm going to bring up a topic that is ultimately important.
[15:37.500 --> 15:43.500]  This is up at infowars.com, link through to the White House website, dovetrack.us.
[15:43.500 --> 15:48.500]  FEMA can mobilize for mass fatality planning. Millions of dead Americans.
[15:48.500 --> 15:54.500]  And it ties into the Army now not running patrols but regular checkpoints all over the United States.
[15:54.500 --> 15:56.500]  We'll be breaking that down.
[15:56.500 --> 16:03.500]  Alex Jones here with a very important announcement for truth seekers.
[16:03.500 --> 16:09.500]  We've carried a lot of amazing films and books over the years on the online video bookstore at infowars.com.
[16:09.500 --> 16:16.500]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[16:16.500 --> 16:21.500]  And that's Dreams From My Real Father by Joel Gilbert, available at infowars.com.
[16:21.500 --> 16:26.500]  This film exposes the fraud that Obama is like nothing I've seen.
[16:26.500 --> 16:29.500]  If you want to know who Obama's real daddy is, this is the film for you.
[16:29.500 --> 16:34.500]  Don't forget, your purchase supports our broadcast and our growing media network.
[16:34.500 --> 16:36.500]  You'll also find it at infowarshop.com.
[16:36.500 --> 16:40.500]  None dare call a conspiracy by Gary Allen, the book that woke me up.
[16:40.500 --> 16:44.500]  We're also carrying behind-the-green-mask, U.N. Agenda 21 by Rosa Corey.
[16:44.500 --> 16:47.500]  This book is coffin nails to the globalist takeover.
[16:47.500 --> 16:51.500]  The greater good, the most professional and up-to-date film I've ever seen,
[16:51.500 --> 16:54.500]  exposing the scourge that is vaccines.
[16:54.500 --> 16:59.500]  These titles and a lot more are all available at infowarshop.com.
[16:59.500 --> 17:03.500]  Sick of the globalist, you genesis control freaks adding poison to your water
[17:03.500 --> 17:05.500]  and laughing as you get sick and die?
[17:05.500 --> 17:07.500]  Start purifying your water with ProPure.
[17:07.500 --> 17:13.500]  My friends, I've done a lot of research and the best gravity filter out there, Bar Nun, is ProPure.
[17:13.500 --> 17:17.500]  And it's available discounted at infowars.com.
[17:17.500 --> 17:20.500]  Its filters are silver and pregnated to prevent bacterial growth.
[17:20.500 --> 17:22.500]  There's no priming required.
[17:22.500 --> 17:24.500]  It's NSF-42 certified.
[17:24.500 --> 17:27.500]  Optional fluoride filters can reduce fluoride up to 95%.
[17:27.500 --> 17:29.500]  Easy to set up and use.
[17:29.500 --> 17:31.500]  Doesn't require electricity.
[17:31.500 --> 17:34.500]  Purify water from lake streams, ponds and wells.
[17:34.500 --> 17:37.500]  This filter system leaves in beneficial minerals, which is key.
[17:37.500 --> 17:41.500]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[17:41.500 --> 17:44.500]  ProPure is the best gravity-fed filter out there.
[17:44.500 --> 17:46.500]  It's what my family uses.
[17:46.500 --> 17:49.500]  Infowars.com already has the lowest price on ProPure.
[17:49.500 --> 17:55.500]  But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[17:55.500 --> 18:12.500]  Also called order 888-253-3139.
[18:25.500 --> 18:27.500]  It's the globe in almost every culture.
[18:27.500 --> 18:32.500]  Even today, Japanese eat miso, Africans eat fermented porges, Koreans eat kamichi,
[18:32.500 --> 18:35.500]  and in India, fermented milk is a staple for healthy living.
[18:35.500 --> 18:36.500]  But here's some good news.
[18:36.500 --> 18:42.500]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[18:42.500 --> 18:45.500]  Since it's still legal to make these foods as long as you can make them yourself.
[18:45.500 --> 18:48.500]  For more information, check out fermentationfactor.com.
[18:48.500 --> 18:50.500]  That's fermentationfactor.com.
[18:50.500 --> 18:56.500]  It's easy to create your own powerful fermented foods, and you can do it by going to www.fermentationfactor.com.
[18:56.500 --> 19:22.500]  That's www.fermentationfactor.com.
[19:27.500 --> 19:31.500]  For a free catalog, buy the one to two month sample package
[19:31.500 --> 19:35.500]  and enjoy soaps that are twice as good as what you're using now.
[19:35.500 --> 19:40.500]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[19:40.500 --> 19:42.500]  This is an amazing deal.
[19:42.500 --> 19:47.500]  You can save thousands of dollars and you will love the way real soap makes you feel.
[19:47.500 --> 19:56.500]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[20:18.500 --> 20:20.500]  We are on the march.
[20:20.500 --> 20:23.500]  The empire is on the run.
[20:23.500 --> 20:28.500]  Alex Jones and the GCN Radio Network.
[20:32.500 --> 20:39.500]  You probably noticed in the last few years that when you watch the Kentucky Derby or the Super Bowl,
[20:39.500 --> 20:43.500]  you see regular army and Marines searching people.
[20:43.500 --> 20:49.500]  You may have tried to go to a kite festival in Austin, Texas and seen the National Guard out there.
[20:49.500 --> 20:55.500]  You might have gone to the San Antonio Riverwalk and seen Air Force MPs out,
[20:55.500 --> 21:00.500]  not just keeping an eye out for the Air Force people that might be drunk.
[21:00.500 --> 21:02.500]  No, for you.
[21:02.500 --> 21:05.500]  You might have seen US troops up in Canada when they had the Olympics,
[21:05.500 --> 21:12.500]  quote, helping to control the Canadians or Canadian troops over here at large events.
[21:12.500 --> 21:21.500]  Well, here's an article military police used for crowd control in South Carolina by Kurt Nemo and it links through to WISTV.
[21:21.500 --> 21:29.500]  And it was also reported local newspaper that says MPs are just helping set up checkpoints and searching people.
[21:29.500 --> 21:37.500]  Now, it's illegal for police to do that, though they still just keep doing it and doing it no matter how many times the courts throw it out in most states.
[21:37.500 --> 21:38.500]  They don't care.
[21:38.500 --> 21:40.500]  It's just our money they use when they lose them.
[21:40.500 --> 21:42.500]  And the excuses we're keeping you safe.
[21:42.500 --> 21:44.500]  I mean, after all, al-Qaeda is out there.
[21:44.500 --> 21:49.500]  Of course, now we're told it was in documents a decade ago, but now it's public that, oh, it's not about al-Qaeda.
[21:49.500 --> 21:54.500]  It's about gun owners, libertarians, conservatives, but number one enemy.
[21:54.500 --> 21:55.500]  You know it.
[21:55.500 --> 21:59.500]  You've heard it on the news when we broke the documents that a federal marshal gave me.
[21:59.500 --> 22:03.500]  State police officer gave me some of the others four years ago, three and a half years ago.
[22:03.500 --> 22:08.500]  You remember who's the number one terrorist returning veterans?
[22:08.500 --> 22:14.500]  Because they may have actually read the Constitution and they're not afraid to stand up for themselves.
[22:14.500 --> 22:22.500]  And well, they know they've been injected with deadly vaccines and they know that the government's trying to take their second amendment saying they all have PTSD.
[22:22.500 --> 22:25.500]  And oh, they're the number one enemy, but.
[22:25.500 --> 22:38.500]  But it's okay though, because the troops that are currently in their training to confiscate your guns and we have links to all this in these articles where it came out what three months ago, the army manual that says reeducation camps.
[22:38.500 --> 22:44.500]  If you don't believe me, just type in army manual for reeducation camps even uses the name reeducation camps.
[22:44.500 --> 22:46.500]  That's not us using that term.
[22:46.500 --> 22:52.500]  They even use the Soviet term with all the horror that's associated with it.
[22:52.500 --> 23:01.500]  And when I covered it, they had an army spokeswoman, very high level of Colonel come out and she put a press release out from one of the bases.
[23:01.500 --> 23:02.500]  You can go pull it up.
[23:02.500 --> 23:06.500]  It's in our articles and said, well, yes, we do have reeducation camps.
[23:06.500 --> 23:09.500]  The details are classified and that's just the end of it.
[23:09.500 --> 23:14.500]  Yeah, there's the headline army manual for reeducation camps applies to US citizens.
[23:14.500 --> 23:16.500]  Isn't that just special?
[23:16.500 --> 23:21.500]  And but it's not just that it's under COG or continuity of government.
[23:21.500 --> 23:27.500]  We've seen first one billion bullets bought this year and then 1.2 and then 1.4.
[23:27.500 --> 23:31.500]  It's now 1.6 billion bullets hollow points bought.
[23:31.500 --> 23:43.500]  But the last 200 million they bought was different types of 308 sniper rounds and they admitted it said in the federal purchase orders that are public at the federal government's website.
[23:43.500 --> 23:48.500]  Let me pull it up for you at the govetrack.us that it's for sniper training.
[23:48.500 --> 23:51.500]  It's only 1.6 billion. That's 13 times.
[23:51.500 --> 23:57.500]  It was 10 times not 13 times because they were another 200 million, but they ever bought before in one year.
[23:57.500 --> 24:05.500]  And we've had police on the show who've told you that, yeah, they're being told it's for martial law.
[24:05.500 --> 24:11.500]  So my big question here is we saw guns confiscated in Katrina.
[24:11.500 --> 24:14.500]  We now have another army training manual just type into the search engine.
[24:14.500 --> 24:16.500]  I know my crews, they're doing it right now.
[24:16.500 --> 24:18.500]  You're watching on prisonplanet.tv.
[24:18.500 --> 24:20.500]  If you're a radio listener, just type this in.
[24:20.500 --> 24:24.500]  Army manual discusses gun confiscation.
[24:24.500 --> 24:25.500]  You saw what they did in Katrina.
[24:25.500 --> 24:27.500]  Went in the high and dry areas.
[24:27.500 --> 24:29.500]  Wouldn't made everybody go to the sports dome.
[24:29.500 --> 24:31.500]  Superdome wouldn't let anybody walk out on the highways.
[24:31.500 --> 24:39.500]  Made you go there and went to the even rich people's houses and blew the doors off their safes and took their guns, took their jewelry.
[24:39.500 --> 24:46.500]  On ABC news is one of the newscasters type in gun confiscation Katrina.
[24:46.500 --> 24:47.500]  There's ABC NBC Fox CNN.
[24:47.500 --> 24:53.500]  Old ladies getting beat up because they won't give their revolver over people with generators living in $15 million houses.
[24:53.500 --> 24:55.500]  Literally, you know, high and dry.
[24:55.500 --> 24:56.500]  Here come the troops.
[24:56.500 --> 24:57.500]  Here comes the big red one.
[24:57.500 --> 24:58.500]  They were there.
[24:58.500 --> 25:00.500]  Here comes army cavalry.
[25:00.500 --> 25:01.500]  Oh, yeah.
[25:01.500 --> 25:05.500]  Right in to take your guns because that's the default setting.
[25:05.500 --> 25:07.500]  They had a cordon cities.
[25:07.500 --> 25:10.500]  There was that army training manual came out a few months ago.
[25:10.500 --> 25:11.500]  Oathkeepers is so mad.
[25:11.500 --> 25:21.500]  They bought billboards outside the base where the army colonel writing the manuals that have now been adopted says we're preparing for war with the tea party.
[25:21.500 --> 25:22.500]  But wait, it got better.
[25:22.500 --> 25:26.500]  They talk about how to cordon the towns, how to arrest the mayors.
[25:26.500 --> 25:34.500]  Well, they know about, you know, the West Texas mayors and judges have gone public saying they know the takeovers happened.
[25:34.500 --> 25:37.500]  So this is the type of stuff going on.
[25:37.500 --> 25:42.500]  I mean, you know, you've heard about the state judges, county judges, people saying here in Texas, you know, we're not going to go along with this takeover.
[25:42.500 --> 25:45.500]  Well, the army is training.
[25:45.500 --> 25:49.500]  But you know why they said it took on the tea party in that army manual?
[25:49.500 --> 25:57.500]  It said because the tea party is going to link up with al-Qaeda, they predict in North Carolina.
[25:57.500 --> 25:58.500]  That's right.
[25:58.500 --> 25:59.500]  The tea party works with al-Qaeda.
[25:59.500 --> 26:02.500]  No, NATO and the globalists run al-Qaeda, not the tea party.
[26:02.500 --> 26:04.500]  You're like, well, that's ridiculous.
[26:04.500 --> 26:12.500]  The tea party is, oh, yeah, if they come arrest you and say you're with al-Qaeda, folks, you're neighbors who might, you know, play poker with you.
[26:12.500 --> 26:18.500]  They're going to salute as you're taken to a FEMA camp and call for your torture because it's patriotic to torture.
[26:18.500 --> 26:20.500]  It's patriotic to have no due process.
[26:20.500 --> 26:25.500]  It's patriotic to have the NDAA where the government says they'll disappear you in the middle of the night.
[26:25.500 --> 26:28.500]  It's patriotic to have the NSA spy on us without warrants.
[26:28.500 --> 26:34.500]  It's patriotic to pay 22 billion to ship GM to China, Cadillac and Volt plants.
[26:34.500 --> 26:37.500]  It's patriotic to hate America and freedom.
[26:37.500 --> 26:38.500]  Okay?
[26:38.500 --> 26:41.500]  That's why I'm a bad person because I love freedom.
[26:41.500 --> 26:42.500]  All right, continuing.
[26:42.500 --> 26:44.500]  Now, here's the new article by Paul Joseph Watson.
[26:44.500 --> 26:47.500]  We've relinked it at the top of infowars.com.
[26:47.500 --> 26:53.500]  FEMA to mobilize for mass fatality planning.
[26:53.500 --> 26:56.500]  FEMA to mobilize for mass fatality planning.
[26:56.500 --> 26:58.500]  Now, you know, Kurt Nemo wrote this.
[26:58.500 --> 27:01.500]  No, no, Paul Watson wrote this Friday.
[27:01.500 --> 27:08.500]  But I should ask him to relink to our article three and a half years ago where we had the emergency manager.
[27:08.500 --> 27:11.500]  I mean, I knew his name, but we didn't give it on air.
[27:11.500 --> 27:18.500]  Well, they had emergency management in a major county bordering Illinois 30-something miles from Chicago.
[27:18.500 --> 27:25.500]  And he said, all I know is they're giving us millions of bucks and saying, get ready for a million dead people from Chicago alone.
[27:25.500 --> 27:31.500]  And they said, it's not a question of if, but when you will have a million dead Chicagoans that we're going to bury here.
[27:31.500 --> 27:33.500]  We're going to truck in and bury here.
[27:33.500 --> 27:38.500]  And they went over Jews and Muslims must be buried within 48 hours.
[27:38.500 --> 27:41.500]  So we've got to check their IDs and all this stuff.
[27:41.500 --> 27:43.500]  People are like, oh, that's not true.
[27:43.500 --> 27:46.500]  Then I had whistleblowers in New York, Texas, Arizona, California.
[27:46.500 --> 27:48.500]  We've seen our articles.
[27:48.500 --> 27:52.500]  Guys, type in cemeteries prepared for mass casualties infowars.com.
[27:52.500 --> 27:58.500]  It'll actually show Aaron Dykes's article from three and a half years ago with the with the scans from New York and Texas.
[27:58.500 --> 28:02.500]  Then we had mortuaries and what do you call them?
[28:02.500 --> 28:05.500]  Cemetery's send us, you know, the funeral directors.
[28:05.500 --> 28:07.500]  Well, we're not supposed to give this out.
[28:07.500 --> 28:12.500]  But yeah, we got the letters and we got visited by FEMA and they said not a question of if, but when this is going to happen.
[28:12.500 --> 28:14.500]  And it's all in there.
[28:14.500 --> 28:16.500]  So we broke this here.
[28:16.500 --> 28:17.500]  Okay.
[28:17.500 --> 28:20.500]  We broke it here on the air infowars.com.
[28:20.500 --> 28:23.500]  Well, here it is. You can go to govetrack.us.
[28:23.500 --> 28:28.500]  This came out Friday and it's past the house.
[28:28.500 --> 28:34.500]  HR 6566 for mass fatality planning and religious considerations act.
[28:34.500 --> 28:37.500]  And it just says they're preparing for millions of dead bodies and I deal with it.
[28:37.500 --> 28:41.500]  And see, there's a major rat ratcheting up for all of this.
[28:41.500 --> 28:46.500]  Yeah, there's our old report plans for mass graves confirmed government serving cemetery readiness for flu outbreak.
[28:46.500 --> 28:49.500]  And that's going to tie into next hour and the flu.
[28:49.500 --> 28:51.500]  You actually get the flu from the flu vaccine.
[28:51.500 --> 28:53.500]  I even have mainstream news on that.
[28:53.500 --> 28:57.500]  But I want to give the number out when we come back and ask you, what are they gearing up for?
[28:57.500 --> 29:23.500]  What are they gearing up for?
[29:23.500 --> 29:49.500]  What are they gearing up for?
[29:49.500 --> 30:18.500]  What are they gearing up for?
[30:18.500 --> 30:44.500]  What are they gearing up for?
[30:44.500 --> 30:59.500]  What are they gearing up for?
[30:59.500 --> 31:25.500]  What are they gearing up for?
[31:25.500 --> 31:51.500]  What are they gearing up for?
[31:51.500 --> 32:20.500]  What are they gearing up for?
[32:20.500 --> 32:47.500]  What are they gearing up for?
[32:47.500 --> 33:01.500]  See them on the web at 5starsope.com or call 800-340-7091 for a free catalog.
[33:01.500 --> 33:25.500]  You're listening to the Alex Jones Broadcasting Network.
[33:25.500 --> 33:33.500]  All right, I'm giving the number out here in a moment as you know, we don't screen your calls.
[33:33.500 --> 33:41.500]  But occasionally I say, hey, first time callers or I say, hey, we're wanting calls from police officers who would like to talk about the fact that 1.6 billion bullets have been bought.
[33:41.500 --> 33:50.500]  Or I say, hey, they're going to try to make every first responder take forced inoculations under the Model States Health Emergency Powers Act.
[33:50.500 --> 34:00.500]  In 2002, and it was in the news that sheriffs and fire chiefs and you name it were saying no to forced inoculations of 14 million first responders.
[34:00.500 --> 34:09.500]  EMTs, nurses, doctors, police, state police, county city workers, and that program got stopped.
[34:09.500 --> 34:15.500]  They were giving smallpox shots to the first responders.
[34:15.500 --> 34:16.500]  They started the program.
[34:16.500 --> 34:17.500]  Pure color of law.
