[00:00.000 --> 00:12.000]  Big Brother mainstream media government cover-ups you want answers well so does he
[11:52.000 --> 12:02.000]  And again, we're going to go over the economy. Speaking of the economy, I'm going to put up the photo that's on the Drudge reports front page right now for prisonplanet.tv viewers.
[12:02.000 --> 12:14.000]  Watson's also got it linked up at prisonplanet.com. Brother, can you spare a dime? Man begs to Obama, comes up to his motorcade and gets on his needs and begs.
[12:14.000 --> 12:26.000]  Remember all the people during the campaign and the day he got elected in November of 2008 in rejoicing in New York and Florida and Texas and California thing.
[12:26.000 --> 12:35.000]  Thank you, President. I don't have to worry about my house payment. I don't have to worry about my car payment. Everything's solved.
[12:35.000 --> 12:47.000]  Two years later, it'll be two years tomorrow. Two years into his election, his inauguration was in January. In January 22nd, it'll be two years in office.
[12:47.000 --> 12:56.000]  The Democrats are openly talking about Obama not getting the nomination for the 2012 election.
[12:56.000 --> 13:01.000]  But if people think the Republicans are going to go in there overnight and fix everything, they've got another thing coming.
[13:01.000 --> 13:07.000]  It's a sustained anger that is going to change the face of this nation for the good.
[13:07.000 --> 13:16.000]  And if the Republicans think they're going to go in there and soft soap all this and whitewash it and sell pap to the public, they've got another thing coming and they know it.
[13:16.000 --> 13:25.000]  That's why Senator Dement last week said he may leave the Republican Party if they don't fully deliver on getting rid of Obamacare cutting taxes.
[13:25.000 --> 13:37.000]  So that's just some of what's coming up on that front. We do have Wayne Madsen coming up the middle of the next hour to talk about all the stage terror and then Webster Griffin Tarpley also coming on because this is so big.
[13:37.000 --> 13:49.000]  This is so important. Starting the show just a few minutes ago, I played a clip of late July when Paul Watson and I wrote articles with the headline,
[13:49.000 --> 13:56.000]  Clinton advisor tells Obama without stage terror, his political destiny is over.
[13:56.000 --> 14:08.000]  And we put those articles out and I said specifically look for more done attacks like the underwear bombing, like the Times Square,
[14:08.000 --> 14:15.000]  because they have to use patsies who are mentally ill to go out and carry out these attacks, but it's ineffective.
[14:15.000 --> 14:25.000]  But more importantly than being ineffective, when it doesn't kill a bunch of people, then they don't have to have a real investigation and Obama can say, see, I protected you.
[14:25.000 --> 14:34.000]  Well, Friday evening watching the news, Saturday and Sunday, listening to Beyond the Beltway yesterday, driving home after my Sunday show, 4 to 6 p.m. Central.
[14:34.000 --> 14:45.000]  I heard Democratic operatives on every radio channel saying this shows Obama can protect you.
[14:45.000 --> 14:53.000]  But it also did something else. It didn't just let him grandstand as the savior who can get things done in our big daddy.
[14:53.000 --> 15:04.000]  It took over the news cycle Friday, Saturday and Sunday to a great extent as the news cycle Wednesday, Thursday into Friday morning was reporting one thing, total Republican wave,
[15:04.000 --> 15:15.000]  total anti-establishment wave through the Republican Party with the system pulling out all the stops going after the real patriot candidates that the Rhino Republicans believe they can't control.
[15:15.000 --> 15:24.000]  Remember the memos two weeks ago that got leaked with the internal Republican Party, very scared of the Tea Parties. They haven't been able to fully take them over.
[15:24.000 --> 15:37.000]  And so it changed the subject Friday, Saturday, Sunday and now today with new bombings in Europe, more parcels, bombs going off in Greece, bombs being delivered in France.
[15:37.000 --> 15:47.000]  It changes the subject to terrorism instead of the Republican wave because just like there was a Democratic wave in 08 for Obama,
[15:47.000 --> 15:58.000]  a lot of people who are on the fence and national polls show even this weekend that upwards of 12% of voters in Gallup is 10 and some other polls are undecided.
[15:58.000 --> 16:07.000]  That's that key group. But when the average kind of sheep-like person who doesn't really know where they stand hears, oh, everything's going Republican.
[16:07.000 --> 16:18.000]  They're going to win the House for sure, maybe even the Senate just by taking control of the news cycle with these dud printer cartridge supposed bombs.
[16:18.000 --> 16:30.000]  That changes the subject away from political wave total takeover to, oh my gosh, Obama's keeping us safe and may actually allow them to keep the Senate.
[16:30.000 --> 16:36.000]  Now joining us for this segment, the next via video, Skype is Paul Joseph Watson.
[16:36.000 --> 16:45.000]  He has a detailed report, CIA, Stooge and we're all a lucky prime suspect behind plain bomb plot.
[16:45.000 --> 16:50.000]  What did I say on Friday? Because I already knew a lucky supposedly in Yemen with this new staged event.
[16:50.000 --> 16:55.000]  I said, you watch, they're going to blame it on a lucky. By last night, a lucky's behind it.
[16:55.000 --> 16:59.000]  He's behind the Fort Hood shooting, the government says. He's behind the underwear bombing.
[16:59.000 --> 17:13.000]  He's behind the Times Square bombing. But of course, Fox News leaked to Fox News and we're all a lucky at the Pentagon in a meeting two months after 9-11 when he's on the news as the number three man in Al Qaeda
[17:13.000 --> 17:21.000]  under Usama bin Laden, aka Tim Osman. That's a CIA codename.
[17:21.000 --> 17:27.000]  And then right on time, it's a lucky again, exactly as we predicted. And again, I'm not tooting my horn.
[17:27.000 --> 17:33.000]  This is incredibly transparent. All of this is.
[17:33.000 --> 17:43.000]  Now, let's go ahead and go to Paul Watson. We're about to go to break Paul, but get into your report, CIA, Stooge, a lucky prime suspect behind plain bomb plot.
[17:43.000 --> 17:53.000]  Well, hello, Alex. Good to be back. Yeah, what most people can't grasp at the moment is how this is helping the Obama administration.
[17:53.000 --> 17:59.000]  And on that very subject, literally hold on one second. Hold on one second. We're not sending your audio to the network.
[17:59.000 --> 18:10.000]  OK, start over, Paul. I'm sorry. OK, what a lot of people fail to grasp about these events is how it's benefiting the Obama administration.
[18:10.000 --> 18:24.000]  And literally about 20 minutes ago, the Wall Street Journal published an article entitled package bombs help US defense in cleric case package bombs help US defense in cleric case.
[18:24.000 --> 18:35.000]  And it basically says that this latest bombing attempt aids Barack Obama's geopolitical strategy to intensify the drone attacks in Yemen,
[18:35.000 --> 18:44.000]  which, of course, is justified by the fact that the so-called leader of al-Qaeda now, Anwar al-Alaqi, is now based in Yemen.
[18:44.000 --> 18:59.000]  And he's being fingered again as the mastermind behind this latest plot. But as my article on prisonplanet.com today documents and has as we have documented on innumerable occasions in the past,
[18:59.000 --> 19:14.000]  al-Alaqi is a CIA stooge. He was meeting with the top brass of the Pentagon months after September 11th, after acting as the spiritual leader for the very hijackers on 9 11,
[19:14.000 --> 19:27.000]  who allegedly slammed Flight 77 into the Pentagon. So the guy who was their spiritual guru was meeting with Pentagon top brass just months later.
[19:27.000 --> 19:38.000]  And, of course, al-Alaqi was the mastermind behind several other dud bombing attempts, the Christmas Day bomber who, of course, was allowed on the plane by the State Department,
[19:38.000 --> 19:42.000]  the Times Square attempt, and, of course, the Fort Hood shooting.
[19:42.000 --> 19:57.000]  Stay there. We gotta break Paul. Stay there. When we come back, I'm gonna give you this floor in this next segment, a little bit into the next after that, because this is so important. And again, we predicted this,
[19:57.000 --> 20:13.000]  and now we're explaining why it helps the globalist. I mean, they're telling you it's helping them. We'll be right back.
[20:27.000 --> 20:46.000]  Hi, this is Ted Anderson. Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs? They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[20:46.000 --> 21:00.000]  Gold is outperformed paper investments, yet no word about IRAs. If you would like to have gold for your retirement, call 800-686-2237. Don't get left behind by rising inflation and low returns, call 800-686-2237.
[21:00.000 --> 21:05.000]  Secure your future and call 1-800-686-2237.
[21:05.000 --> 21:17.000]  Hi, this is Dwayne Daly with Midas Resources Precious Metals Brokers, and my phone number is 800-686-2237 extension 115. If you are sick and tired of being sick and tired, then perhaps it's time for a change.
[21:17.000 --> 21:25.000]  You have the opportunity to make a change in November by voting, and the opportunity to make a change in your financial security today by calling me Dwayne Daly.
[21:25.000 --> 21:38.000]  The stability and peace of mind that you deserve, with gold and silver, a form of wealth protection for 5,000 years. As the inflation pinch becomes tighter and the dollar continues to devalue, while stocks remain iffy at best, stop the bleeding with precious metals.
[21:38.000 --> 21:49.000]  Metals will let you retain your purchasing power, protect your assets, and stop inflation the day you get in. I have many different ways to accomplish this, from metals for possession to IRA rollovers, tax-free, and everything in between.
[21:49.000 --> 21:57.000]  So if you would like to turn your scrambled nest egg into a souffle, call me Dwayne Daly at 800-686-2237 extension 115.
[21:57.000 --> 22:04.000]  800-686-2237 extension 115. If you are ready for a change, please call Dwayne Daly.
[22:04.000 --> 22:24.000]  When you hear the words water purification, what comes to mind? If it's Berkey water purification systems, this message is for you. Did you know that over 60% of municipal water contains fluoride? At less than 2 cents per gallon, Berkey water filters purify treated and untreated water, remove dangerous chlorine fluoride and contaminants from municipal water.
[22:24.000 --> 22:35.000]  These filters are powerful enough to purify stagnant pond water, making them perfect for rainwater collection systems. From the smallest to the largest systems, bigberkeywaterfilters.com has what you need.
[22:35.000 --> 22:42.000]  With your system purchase, you'll receive a shower filter, a fluoride filter, or two sport Berkey bottles absolutely free.
[22:42.000 --> 23:05.000]  Bigberkeywaterfilters.com would like to offer GCN listeners 5% off all ceramic filter systems and ship all orders over $50 free of charge. Visit bigberkeywaterfilters.com, that's bigberkeywaterfilters.com, or call 1-877-99-Berkey, that's 1-877-99-B-E-R-K-E-Y today.
[23:05.000 --> 23:13.000]  Remain in your houses. The President of the United States has declared martial law under Executive Order 11,004.
[23:13.000 --> 23:24.000]  Will they do it? Will they pull the trigger this time? We all pray they stand down, but an engineered crisis seems more likely with each passing day.
[23:24.000 --> 23:40.000]  I don't think it can happen here. Executive Order 10,990 locks down all highways. Executive Order 10,995 ceases control of all media outlets. Executive Order 10,998 controls all farms and food supplies.
[23:40.000 --> 23:46.000]  All these executive orders are now cocked, loaded, and waiting for the right crisis.
[23:46.000 --> 24:00.000]  So if you're worried about the possibility of martial law here in America, or have questions about how to survive it, go to MartialLawSurvival.com. That's MartialLawSurvival.com. Go to MartialLawSurvival.com right now.
[24:00.000 --> 24:04.000]  You must remain in your houses until your bracelets are scanned.
[24:04.000 --> 24:21.000]  I want listeners to really think about how brazen and naked this is. Four days before the election on Friday, there are these package bombs mailed out.
[24:21.000 --> 24:35.000]  First, the FBI and Scotland Yard in England and the U.S. come out and say, we tested it. It's not explosive material. Then Obama says, tentatively, we believe it's not a bomb, but is explosive material.
[24:35.000 --> 24:45.000]  Then they arrest this woman. Then they have to release her and say it was the wrong identity. The Yemenese government comes out and says no packages were mailed from here in the two days before.
[24:45.000 --> 24:55.000]  Now, we have a bomb that communists out of Greece supposedly tried to mail right at the same time, magically, to Nicholas Sarkozy.
[24:55.000 --> 25:06.000]  We know the NATO stay-behind networks have admitted it's been declassified with Operation Gladio, staged hundreds of bombings in Europe in the last 30 years, and blamed it on their political enemies.
[25:06.000 --> 25:12.000]  We have the Italian president, former head of intelligence, going public on that, and it goes on and on.
[25:12.000 --> 25:21.000]  Then you watch the Sunday news shows or listen to talk radio, and it's, this makes Obama look really strong. He protected us again from an attack.
[25:21.000 --> 25:31.000]  The Christmas Day was a dud. The Times Square was a dud. And then it's always Anwar Alalaki, who's hanging out at the Pentagon, who's behind it, and they're saying he's behind the newest thing.
[25:31.000 --> 25:49.000]  So that's why they're doing it, and it changes the subject during the election from the election as the wave of anti-incumbency builds. As the wave of anti-incumbency builds, now this distracts on the eve of the election and may let the Democrats keep the Senate.
[25:49.000 --> 25:56.000]  It also distracts from all the election fraud news coming out. Paul Watson from England, please continue.
[25:56.000 --> 26:12.000]  Well, exactly. It also acts as a kind of crushing momentum against the resistance to airport security measures. Remember, just days previous to this event, we had the announcement that airport security measures were going to get even tougher.
[26:12.000 --> 26:26.000]  And that came out at the same time that British Airways Chairman, Martin Broughton, slammed US authorities for redundant and ridiculous airport security measures that had no effect whatsoever.
[26:26.000 --> 26:42.000]  And we also had, just the week before, dozens, actually up to 200 nations globally, resisting Homeland Security's proposal to have body scanners as a mandatory device in airports around the world.
[26:42.000 --> 26:55.000]  So three separate issues related to airport security on which the authorities, the US authorities were on the ropes, and then we have this strange series of events.
[26:55.000 --> 27:10.000]  That's right. I mean, just to interrupt you, Italy's pulling the scanners out. It's all over mainstream news. They do cause cancer, and they announce, hey, we're now going to pat down, touching your genitals and breast, everyone on top of naked body scanners.
[27:10.000 --> 27:15.000]  You don't like the scanners? We're going to go even further.
[27:15.000 --> 27:22.000]  Right. And of course, Dubai International Airport had ripped the scanners out, saying they were a violation of dignity and privacy.
[27:22.000 --> 27:27.000]  And lo and behold, one of these devices is discovered at Dubai.
[27:27.000 --> 27:46.000]  Not needless to say that the Dubai, the United Arab Emirates authorities denied that any explosive device had been discovered there, just as the Yemeni authorities said that no UPS plane had left Yemen in the 48 hours previous to this series of events.
[27:46.000 --> 27:53.000]  So there's some massive manipulation going on with this timeline, which is why I wanted to just go through it again.
[27:53.000 --> 28:05.000]  President Obama, the White House announced his own press release on Friday, was informed of this so-called unfolding bomb plot on Thursday night in the United States.
[28:05.000 --> 28:19.000]  Now, the first package was discovered at 3.30 a.m. at East Midlands Airport in England, which is about an hour from where I live, at 3.30 a.m. on Friday morning.
[28:19.000 --> 28:32.000]  So Washington time, that's half 10 at night. So Obama, but basically at the same time as this package has been discovered at East Midlands, is informed of this unfolding bomb threat.
[28:32.000 --> 28:45.000]  David Cameron, now it turns out we've just learned, was not informed of this threat whatsoever, even though it had started in the UK until the next afternoon, which is when we found out about it.
[28:45.000 --> 29:02.000]  So Cameron's being kept out of the loop. Now, what happened was the airport officials at East Midlands, when they found that package at 3.30 a.m., inspected it for explosive material, and the test came up negative.
[29:02.000 --> 29:15.000]  And then Obama goes on TV, what was it, three hours later, and says that the evidence indicates this was an explosive package designed to blow the aircraft out of the air.
[29:15.000 --> 29:30.000]  So after that, the U.S. authorities, and this is all in an article from the Nottingham Post, investigations continuing to East Midlands Airport's airport, after Obama says that it was an explosive package,
[29:30.000 --> 29:40.000]  U.S. authorities then direct the East Midlands airport staff to check the bomb again, and lo and behold, from it being adored, it now becomes a major explosive device.
[29:40.000 --> 29:49.000]  Stay there, this is huge. Who's going to investigate the investigators, though? They say it's not an explosive, but Obama says it is, so it must be.
[29:49.000 --> 29:54.000]  We'll be right back with Paul Joseph Watson. This is very important information.
[29:54.000 --> 30:01.000]  We're on the march. The Empire's on the run. Alex Jones and the...
[30:01.000 --> 30:16.000]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[30:16.000 --> 30:34.000]  My name is Mario Safaldi, and I'm the developer of the Silver Lungs Generator. Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[30:34.000 --> 30:52.000]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system. Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[30:52.000 --> 31:00.000]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[31:00.000 --> 31:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[31:04.000 --> 31:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[31:09.000 --> 31:20.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have. It's true. Total government control of electricity in the name of smart grid technology is coming.
[31:20.000 --> 31:29.000]  Number three, in some areas of the country, the power grid is dangerously overloaded. And now, new socialist legislation is only compounding the problem.
[31:29.000 --> 31:36.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[31:36.000 --> 31:46.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[31:46.000 --> 31:52.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[31:52.000 --> 32:19.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[32:22.000 --> 32:34.000]  Number four, you'll get free shipping on all orders placed between now and November 1. Every dollar you spend will buy food and E-Foods Direct will pay for the shipping throughout the continental United States.
[32:34.000 --> 32:45.000]  When you have a supply of delicious nutritious food from E-Foods Direct, your future is fearless and the shipping is free. That's free shipping on all E-Foods Direct food products.
[32:45.000 --> 33:01.000]  That's 800-409-5633 on the web eFoodsDirect.com slash Alex. That's 800-409-5633 on the web eFoodsDirect.com slash Alex.
[33:01.000 --> 33:19.000]  We now take you live to the Central Texas Command Center in the heart of the Resistance. You're listening to the Alex Jones show.
[33:19.000 --> 33:34.000]  We're going back to Paul Joseph Watson's reports at prisonplanet.com, all these key articles. He's been writing, breaking this down. Local British news is pointing out that the airport tested the supposed explosive device and it was not explosive.
[33:34.000 --> 33:40.000]  But Obama said, check it again. It is. And they said, you're right, Mr. President. It is.
[33:40.000 --> 33:54.000]  Meanwhile, another bomb reportedly got mailed to Nicholas Sarkozy, the President of France. Another bomb went off in Greece. All of this conveniently ahead of the election tomorrow in the United States.
[33:54.000 --> 34:09.000]  We're going to go back to Paul Watson here in a moment and I'm getting into the election, the dirty tricks, the economy, the police state debt collectors, the latest on these tens of thousands of pages of WikiLeaks documents that were released a week ago or so.
[34:09.000 --> 34:26.000]  That is all coming up today. But I first just wanted to point out to people that we have a powerful online video slash bookstore slash patriot apparel store with ballpoint pens that have info wars.com flashlights pocket knives,
[34:26.000 --> 34:38.000]  bumper stickers, citizen rule books, films, books, t shirts, ball caps, license plate covers, all of it about getting the word out.
[34:38.000 --> 34:44.000]  And your purchases also make this syndicated radio broadcast possible.
[34:44.000 --> 34:57.000]  We're carrying other great films like The Secret of Oz, Solutions for a Broken Economy, Fall of the Republic, the presidency of Barack H. Obama, how the banks were planning to implode our economy and their master plan with the carbon taxes,
[34:57.000 --> 35:09.000]  the mortgage fraud, all of it covered my classic film Terror Storm, a history of government sponsored terrorism going over all the declassified admissions of our own government and other government staging terror attacks.
[35:09.000 --> 35:14.000]  It's all available at info wars.com.
[35:14.000 --> 35:32.000]  You can also order the new film on DVD What in the World Are They Spring produced by G. Edward Griffin. You can get the new film Enemy of the State documenting FEMA camps documenting the martial law plan with a security personnel being interviewed
[35:32.000 --> 35:45.000]  in Enemy of the State, the new film by Gary Franchi and William Lewis. That's excellent. I'm also, of course, interviewed in it, getting into the police and others being trained to forcibly inoculate you and your family.
[35:45.000 --> 35:58.000]  This is all available at info wars.com or by calling toll free 888-253-3139-888-2533139.
[35:58.000 --> 36:07.000]  You can see all of my films. Read my book, Paul Watson's book, both out of print. See the archives of the daily radio slash TV show, a higher quality podcast.
[36:07.000 --> 36:25.000]  Every week now we're putting three or four new exclusive, never before seen interviews up with Lord Monkton and people like Webster Tarpley and Alan Watt and coming up, Jesse Ventura and Willie Nelson, never before seen interviews on video that I conducted.
[36:25.000 --> 36:36.000]  Dr. Russell Blalock, that's going up later in the week. We are just adding more and more content to this armory of information warfare truth that is prisonplanet.tv.
[36:36.000 --> 36:44.000]  Fifteen cents a day, $5.95 a month, or get a yearly membership and get what is it, two or three months free, all at prisonplanet.tv.
[36:44.000 --> 36:48.000]  And I appreciate everyone that are members. We couldn't do it without you.
[36:48.000 --> 37:05.000]  Why is this so important? Well, I mean, we've read you the quotes of these Obama advisors over and over again saying we've got to have some type of event so Obama can pose as a political savior.
[37:05.000 --> 37:14.000]  And I'm going to read some of those quotes again coming up and then right ahead of the election, boom, the explosive packages start getting mailed out.
[37:14.000 --> 37:18.000]  It's Anwar Alalaki, the admitted CIA operative as usual that they say is behind it.
[37:18.000 --> 37:25.000]  In every one of these cases, Fort Hood had warnings and was told to stand down. They confiscated the cell phone footage.
[37:25.000 --> 37:36.000]  He was in contact with Anwar Alalaki. Alalaki is hanging out at the Pentagon. He's behind the Christmas Day bomber where they didn't just allow him to get on the plane, they helped get Mutalib on the plane.
[37:36.000 --> 37:57.000]  It's the same story over and over and over again, right as they want to expand attacks into Yemen, shell us the naked body scanners, the enhanced rape down where they squeeze your genitals and breast now being announced, conditioning everyone to accept total police state and to distract people from the
[37:57.000 --> 38:03.000]  depression and the huge political wave of awakening that's happening right now.
[38:03.000 --> 38:11.000]  So Paul Joseph Watson, continue, when we went to break, you were getting into the fact that even the British government is saying, well, we tested the package.
[38:11.000 --> 38:18.000]  It wasn't explosive, but Obama says it is and waves his magic fairy wand and boom, it's a bomb.
