whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:01:52.020 --> 00:01:53.520]   The worst, the absolute worst.
[00:01:53.520 --> 00:01:56.960]   And you know, she gained a massive amount of weight
[00:01:56.960 --> 00:01:59.280]   and it was a real problem.
[00:01:59.280 --> 00:02:00.440]   - Regardless of the fact
[00:02:00.440 --> 00:02:03.520]   that Obama's unconstitutional open border policy
[00:02:03.520 --> 00:02:05.760]   is quietly responsible for killing
[00:02:05.760 --> 00:02:08.680]   as many as 7,500 Americans every year,
[00:02:08.680 --> 00:02:10.280]   20 on average per day,
[00:02:10.280 --> 00:02:13.440]   due to the hordes of illegal drivers flooding the roads
[00:02:13.440 --> 00:02:16.000]   while Obama creates a pilot program
[00:02:16.000 --> 00:02:18.920]   to have Americans pay for Syrian refugees
[00:02:18.920 --> 00:02:22.160]   to come to the United States and move into our homes.
[00:02:22.160 --> 00:02:25.280]   Regardless of the fact that food stamp participation
[00:02:25.280 --> 00:02:29.520]   has increased by 78% over the past 10 years,
[00:02:29.520 --> 00:02:32.040]   regardless of the fact that Obama and Hillary's
[00:02:32.040 --> 00:02:33.640]   new Cold War rhetoric
[00:02:33.640 --> 00:02:36.400]   amplified by a suicidal mainstream media
[00:02:36.400 --> 00:02:39.000]   has obliterated any shred of integrity
[00:02:39.000 --> 00:02:43.680]   6% of Americans still think cable fed propaganda media has.
[00:02:43.680 --> 00:02:47.200]   After polls revealed America is almost completely done
[00:02:47.200 --> 00:02:48.560]   with the mainstream media.
[00:02:48.560 --> 00:02:51.280]   Mainstream media stranglehold of propaganda,
[00:02:51.280 --> 00:02:55.080]   desperation and damage was palpable on the campaign trail
[00:02:55.080 --> 00:02:58.880]   as if its demise was what truly concerns Americans,
[00:02:58.880 --> 00:03:02.360]   but obviously has panicked the ruling elite.
[00:03:02.360 --> 00:03:03.880]   - He doesn't have the temperament,
[00:03:03.880 --> 00:03:04.960]   he doesn't have the knowledge,
[00:03:04.960 --> 00:03:06.800]   he doesn't seem to have the interest
[00:03:06.800 --> 00:03:08.440]   in acquiring the knowledge
[00:03:08.440 --> 00:03:14.880]   or the basic honesty that a president needs to have.
[00:03:14.880 --> 00:03:17.920]   And that was true before we heard him
[00:03:17.920 --> 00:03:21.120]   talking about how he treats women.
[00:03:21.120 --> 00:03:24.480]   - This is not something that we can ignore.
[00:03:25.240 --> 00:03:27.560]   It's not something we can just sweep under the rug
[00:03:27.560 --> 00:03:30.000]   as just another disturbing footnote
[00:03:30.000 --> 00:03:31.680]   in a sad election season.
[00:03:31.680 --> 00:03:32.960]   - By the way, Glenn Beck's supporting
[00:03:32.960 --> 00:03:33.800]   your statements here by the way.
[00:03:33.800 --> 00:03:35.880]   - Because this was not just a lewd conversation,
[00:03:35.880 --> 00:03:38.520]   this wasn't just locker room banter.
[00:03:38.520 --> 00:03:39.800]   - This was turning ISIS-
[00:03:39.800 --> 00:03:44.240]   - This was a powerful individual speaking freely and openly
[00:03:44.240 --> 00:03:45.080]   - She's so sad.
[00:03:45.080 --> 00:03:46.960]   - About sexually predatory behavior.
[00:03:46.960 --> 00:03:47.800]   - She cares so much.
[00:03:47.800 --> 00:03:51.400]   - And actually bragging about kissing and groping women
[00:03:51.400 --> 00:03:53.080]   and using language so obscene
[00:03:53.080 --> 00:03:56.120]   that many of us were worried about our children hearing it
[00:03:56.120 --> 00:03:57.240]   when we turn on the TV.
[00:03:57.240 --> 00:03:58.080]   - Oh, she cares so much about the kids.
[00:03:58.080 --> 00:03:59.520]   - You know, she made a powerful speech.
[00:03:59.520 --> 00:04:02.440]   They said it was the greatest speech of the decade, I think.
[00:04:02.440 --> 00:04:04.560]   - Speaking to everyone out there who respects women
[00:04:04.560 --> 00:04:06.800]   and saying, "Put your politics aside for a second
[00:04:06.800 --> 00:04:09.200]   and be able to call something that's indefensible
[00:04:09.200 --> 00:04:10.040]   and defensible and that's what it's for."
[00:04:10.040 --> 00:04:11.240]   - They care less about women who are getting killed
[00:04:11.240 --> 00:04:12.080]   and enslaved.
[00:04:12.080 --> 00:04:13.680]   - Put your politics aside for a second.
[00:04:13.680 --> 00:04:14.520]   - They say nothing about China.
[00:04:14.520 --> 00:04:17.480]   - Online news is the future and Washington DC knows it.
[00:04:17.480 --> 00:04:20.440]   Six in 10 Americans are getting their news
[00:04:20.440 --> 00:04:24.640]   from social media alone, while one in five households
[00:04:24.640 --> 00:04:27.640]   has dropped cable's buffet of news propaganda
[00:04:27.640 --> 00:04:31.200]   to research digital options and think for themselves.
[00:04:31.200 --> 00:04:34.440]   Mainstream media, with its hubris as shallow and obvious
[00:04:34.440 --> 00:04:37.280]   as the corporate government criminals it represents,
[00:04:37.280 --> 00:04:40.440]   appears to be breathing its last gasp.
[00:04:40.440 --> 00:04:43.320]   John Bowne for Infowars.com.
[00:04:43.320 --> 00:04:45.560]   - Absolutely, and here is the bottom line.
[00:04:45.560 --> 00:04:47.760]   Even if Trump doesn't get elected, which I think he will,
[00:04:47.760 --> 00:04:49.000]   they may try to steal it.
[00:04:50.040 --> 00:04:51.200]   Resistance is victory.
[00:04:51.200 --> 00:04:53.480]   We're exposing their whole criminal operation.
[00:04:53.480 --> 00:04:55.520]   This is really a referendum on mainstream media
[00:04:55.520 --> 00:04:57.000]   and they've totally shown their hand
[00:04:57.000 --> 00:04:59.200]   and destroyed themselves and the ratings show that.
[00:04:59.200 --> 00:05:00.040]   They're over.
[00:05:00.040 --> 00:05:02.960]   - Joe Biggs here with Infowars.com.
[00:05:02.960 --> 00:05:05.920]   Sting video, paid Hillary operatives inciting violence
[00:05:05.920 --> 00:05:07.080]   at Trump rallies.
[00:05:07.080 --> 00:05:08.880]   Article up by Kit Daniels.
[00:05:08.880 --> 00:05:11.200]   A video released by Project Veritas reveals
[00:05:11.200 --> 00:05:14.560]   the Hillary Clinton campaign and the DNC are involved
[00:05:14.560 --> 00:05:18.540]   in this tactic called bird-dogging and rely on a network
[00:05:18.540 --> 00:05:21.760]   of Democratic consultants to oversee the operation
[00:05:21.760 --> 00:05:24.160]   and to give Hillary plausible deniability
[00:05:24.160 --> 00:05:26.400]   if the tactic is exposed.
[00:05:26.400 --> 00:05:28.800]   In turn, the consultants are working with Democratic
[00:05:28.800 --> 00:05:32.540]   super PACs and other groups to give maximum media exposure
[00:05:32.540 --> 00:05:35.800]   to the bird-dogging violence, which they admit targets
[00:05:35.800 --> 00:05:39.400]   the elderly and disabled for maximum shock value.
[00:05:39.400 --> 00:05:42.840]   In an email released by WikiLeaks, shows that at least
[00:05:42.840 --> 00:05:45.960]   one bird-dogging operation was approved directly
[00:05:45.960 --> 00:05:49.140]   by Hillary Clinton's campaign manager, Robbie Mook,
[00:05:49.140 --> 00:05:51.380]   on July 4th of 2015.
[00:05:51.380 --> 00:05:54.420]   You can find more reports like this at Infowars.com.
[00:05:54.420 --> 00:06:01.700]   - I'm Alex Jones with a simple question.
[00:06:01.700 --> 00:06:04.260]   Will you and your family be financially protected
[00:06:04.260 --> 00:06:05.980]   if there's another economic meltdown?
[00:06:05.980 --> 00:06:08.900]   Like many experts, I believe another devastating crash
[00:06:08.900 --> 00:06:09.740]   is coming.
[00:06:09.740 --> 00:06:11.580]   I think it's a matter of when, not if.
[00:06:11.580 --> 00:06:13.680]   Don't wait for another crisis that could wipe out
[00:06:13.680 --> 00:06:14.500]   your hard-earned money.
[00:06:14.500 --> 00:06:17.100]   Do what I did and call United States Gold Vault
[00:06:17.100 --> 00:06:20.020]   at 844-541-ALEX.
[00:06:20.020 --> 00:06:21.420]   It's a company I trust.
[00:06:21.420 --> 00:06:24.040]   They're offering gold and silver coin survival packs
[00:06:24.040 --> 00:06:26.180]   that could help safeguard your money
[00:06:26.180 --> 00:06:27.460]   in an economic meltdown.
[00:06:27.460 --> 00:06:30.700]   I'm talking real money, not paper or worthless stocks.
[00:06:30.700 --> 00:06:32.620]   China recently bought more than a billion dollars
[00:06:32.620 --> 00:06:35.100]   worth of gold, proving that gold is on the move.
[00:06:35.100 --> 00:06:37.940]   Gold and silver are recognized worldwide
[00:06:37.940 --> 00:06:41.000]   as one of the most stable means of protecting finances.
[00:06:41.000 --> 00:06:44.100]   Don't delay, call 844-541-ALEX now
[00:06:44.100 --> 00:06:46.220]   and get a rugged double-locked bank bag
[00:06:46.220 --> 00:06:48.740]   to securely store your coins absolutely free.
[00:06:48.740 --> 00:06:51.020]   These are dangerous times and you need to make
[00:06:51.020 --> 00:06:53.500]   financial protection a priority.
[00:06:53.500 --> 00:06:56.180]   I personally own these survival packs and you should too.
[00:06:56.180 --> 00:06:59.820]   Pick up the phone and call 844-541-ALEX now.
[00:06:59.820 --> 00:07:03.100]   A clean, toxic-free body is the foundation of true health.
[00:07:03.100 --> 00:07:05.380]   Deep Cleanse by Infowarslife.com,
[00:07:05.380 --> 00:07:07.220]   a scientifically formulated blend
[00:07:07.220 --> 00:07:09.580]   of nanocolloidal zeolites and organic ingredients
[00:07:09.580 --> 00:07:12.360]   that aid the body in cleansing chemicals and toxic metals.
[00:07:12.360 --> 00:07:15.420]   Using our proprietary multi-step extraction technology,
[00:07:15.420 --> 00:07:17.740]   Deep Cleanse is our most affordable all-in-one cleanser.
[00:07:17.740 --> 00:07:21.100]   With concentrated organic compounds like cilantro,
[00:07:21.100 --> 00:07:25.140]   milk thistle, fulvic acid, orange peel, zeolites and others,
[00:07:25.140 --> 00:07:27.140]   Deep Cleanse doesn't hold back.
[00:07:27.140 --> 00:07:28.580]   Instead of buying five, six,
[00:07:28.580 --> 00:07:30.660]   or even seven different cleansing products,
[00:07:30.660 --> 00:07:32.940]   we use decades-old scientific research
[00:07:32.940 --> 00:07:36.060]   to put together the Rolls-Royce of all-in-one cleansing.
[00:07:36.060 --> 00:07:37.900]   Look, there's a reason Deep Cleanse
[00:07:37.900 --> 00:07:39.300]   is the only product on the market
[00:07:39.300 --> 00:07:41.760]   that uses our proprietary Spite G-Rex
[00:07:41.760 --> 00:07:43.160]   herbal processing technique.
[00:07:43.160 --> 00:07:45.320]   We use only the highest quality organic herbs
[00:07:45.320 --> 00:07:46.800]   backed by serious research,
[00:07:46.800 --> 00:07:49.520]   and we still bring it to you at the best price out there.
[00:07:49.520 --> 00:07:50.880]   If you wish to find Deep Cleanse
[00:07:50.880 --> 00:07:52.680]   and experience the all-in-one cleansing,
[00:07:52.680 --> 00:07:54.440]   visit Infowarslife.com.
[00:07:54.440 --> 00:07:59.040]   That's Infowarslife.com or call 888-253-3139.
[00:07:59.040 --> 00:08:03.260]   (upbeat music)
[00:08:08.440 --> 00:08:12.080]   - From the front lines of the information war,
[00:08:12.080 --> 00:08:13.400]   it's Alex Jones.
[00:08:13.400 --> 00:08:36.080]   - Ladies and gentlemen, we're now only 19 days out
[00:08:36.080 --> 00:08:37.200]   from the midterm election.
[00:08:37.200 --> 00:08:38.680]   I'm Alex Jones, your host.
[00:08:38.680 --> 00:08:40.320]   Thank you so much for joining us today.
[00:08:40.320 --> 00:08:42.720]   We have another jam-packed,
[00:08:42.720 --> 00:08:47.020]   incredibly important transmission lined up for you today.
[00:08:47.020 --> 00:08:51.920]   Watching Fox, watching CNN, watching MSNBC now
[00:08:51.920 --> 00:08:54.780]   is almost like watching the same channels.
[00:08:54.780 --> 00:08:59.120]   The way they spin and deceive is simply incredible.
[00:08:59.120 --> 00:09:01.240]   I watched two different Fox shows this morning
[00:09:01.240 --> 00:09:02.400]   while I was working out,
[00:09:03.280 --> 00:09:07.880]   and they all agreed there's really no election fraud
[00:09:07.880 --> 00:09:10.000]   going on, and it's very rare,
[00:09:10.000 --> 00:09:12.080]   and there's very little voter fraud,
[00:09:12.080 --> 00:09:15.240]   and Donald Trump really shouldn't be talking about this
[00:09:15.240 --> 00:09:19.000]   after President Obama came out and attacked him yesterday
[00:09:19.000 --> 00:09:21.360]   while speaking with the Italian president
[00:09:21.360 --> 00:09:23.300]   from the Rose Garden.
[00:09:23.300 --> 00:09:27.520]   And I'm sitting there thinking, what planet are we on?
[00:09:27.520 --> 00:09:29.940]   Because we've got Scott Fovill,
[00:09:31.460 --> 00:09:36.140]   the national coordinator under Robert Cramer,
[00:09:36.140 --> 00:09:41.400]   who goes to the White House 200 plus times
[00:09:41.400 --> 00:09:42.540]   in the last few years,
[00:09:42.540 --> 00:09:44.880]   and is running the national program
[00:09:44.880 --> 00:09:47.860]   funded by Soros and MoveOn and others
[00:09:47.860 --> 00:09:50.760]   to go around and have people illegally vote.
[00:09:50.760 --> 00:09:52.360]   I mean, they're on video saying,
[00:09:52.360 --> 00:09:55.740]   and having them bust around the polling station
[00:09:55.740 --> 00:09:59.220]   after polling station in battleground states
[00:09:59.220 --> 00:10:02.440]   from Pennsylvania to Ohio to Florida to New York,
[00:10:02.440 --> 00:10:03.880]   who they see as a battleground
[00:10:03.880 --> 00:10:06.240]   'cause they know how well Trump's really doing,
[00:10:06.240 --> 00:10:09.000]   cussing and bragging and acting like people
[00:10:09.000 --> 00:10:12.020]   right out of a "Cops and Robbers" movie.
[00:10:12.020 --> 00:10:17.520]   And of course, this morning it was 200 plus times.
[00:10:17.520 --> 00:10:20.480]   Now the actual number has been confirmed 340 times.
[00:10:20.480 --> 00:10:21.600]   They have to dig through the records.
[00:10:21.600 --> 00:10:23.160]   Breitbart's done that.
[00:10:23.160 --> 00:10:24.000]   So.
[00:10:25.420 --> 00:10:27.580]   (silence)
[00:10:27.580 --> 00:10:32.660]   So we've got the White House,
[00:10:32.660 --> 00:10:41.060]   we've got the White House knee deep in all of this,
[00:10:41.060 --> 00:10:45.740]   publicly.
[00:10:45.740 --> 00:10:48.180]   And you've got the head
[00:10:48.180 --> 00:10:51.740]   of the New York Election Commission, a Democrat,
[00:10:51.740 --> 00:10:54.160]   saying the candidates bust their people around,
[00:10:54.160 --> 00:10:56.200]   the Democrats run and are stealing elections,
[00:10:56.200 --> 00:10:57.720]   and he thinks it's wrong,
[00:10:57.720 --> 00:10:59.880]   but there's nothing he can do about.
[00:10:59.880 --> 00:11:01.520]   Then we have Scott Fovle,
[00:11:01.520 --> 00:11:04.900]   the underling of Mr. Kramer, Robert Kramer,
[00:11:04.900 --> 00:11:10.520]   on video saying
[00:11:10.520 --> 00:11:15.260]   that they are stealing elections.
[00:11:15.260 --> 00:11:16.800]   And the best part is he goes,
[00:11:16.800 --> 00:11:18.800]   there's nothing they can do about it.
[00:11:18.800 --> 00:11:21.820]   We don't even care if reporters catch the fraud
[00:11:21.820 --> 00:11:23.900]   because the media is not gonna pick it up
[00:11:23.900 --> 00:11:25.180]   and there's nothing they can do
[00:11:25.180 --> 00:11:26.980]   and nobody's gonna prosecute us.
[00:11:26.980 --> 00:11:30.860]   Folks, Democrats are so criminal in this country now
[00:11:30.860 --> 00:11:32.780]   that in California, Illinois,
[00:11:32.780 --> 00:11:37.300]   and six or seven other states in the last year,
[00:11:37.300 --> 00:11:42.140]   they tried and in some cases passed laws
[00:11:42.140 --> 00:11:45.500]   that were then not implemented
[00:11:45.500 --> 00:11:47.860]   because they were so illegal at the federal level
[00:11:47.860 --> 00:11:51.480]   to allow illegal aliens to vote.
[00:11:51.480 --> 00:11:54.180]   It actually says you can land on a plane,
[00:11:54.180 --> 00:11:56.640]   and if it's on election day, you can vote.
[00:11:56.640 --> 00:11:59.020]   You can come in on a visa or come in illegally.
[00:11:59.020 --> 00:12:01.280]   You're not a citizen, you can vote.
[00:12:01.280 --> 00:12:02.800]   Anybody could just Google that.
[00:12:02.800 --> 00:12:04.240]   Democrats introduced legislation
[00:12:04.240 --> 00:12:08.120]   to allow undocumented to work will be the headline.
[00:12:08.120 --> 00:12:13.120]   Or Illinois House passes unanimously
[00:12:13.120 --> 00:12:16.280]   a bill to allow migrants to vote.
[00:12:16.280 --> 00:12:17.900]   I mean, this is crazy.
[00:12:17.900 --> 00:12:21.220]   Because then they get up on TV
[00:12:21.220 --> 00:12:26.820]   and Obama says that, what's the exact quote?
[00:12:26.820 --> 00:12:27.880]   I have the clip here.
[00:12:27.880 --> 00:12:35.740]   To Trump, stop whining about a rigged election.
[00:12:35.740 --> 00:12:37.340]   Now remember, about three months ago,
[00:12:37.340 --> 00:12:38.180]   I come out and I say,
[00:12:38.180 --> 00:12:39.600]   they're going to try to steal the election.
[00:12:39.600 --> 00:12:41.860]   They tried to steal it from Trump.
[00:12:41.860 --> 00:12:43.820]   He stood up and said, no.
[00:12:43.820 --> 00:12:45.140]   They did steal it from Bernie Sanders.
[00:12:45.140 --> 00:12:47.460]   He has been certified by Stanford University and others.
[00:12:47.460 --> 00:12:50.380]   You can just look on record that they had superdelegates
[00:12:50.380 --> 00:12:53.740]   in 11 states circumvent the actual popular vote.
[00:12:53.740 --> 00:12:55.760]   So he won big time.
[00:12:55.760 --> 00:12:58.120]   And so if they've already stole it,
[00:12:58.120 --> 00:12:59.620]   and if Hillary's already been caught engaged
[00:12:59.620 --> 00:13:01.540]   in so much crime, and as the former
[00:13:01.540 --> 00:13:05.180]   high-level Secret Service agent said two days ago on air,
[00:13:05.180 --> 00:13:06.980]   Hillary already stole the nomination,
[00:13:06.980 --> 00:13:09.740]   so she's already stolen the election.
[00:13:09.740 --> 00:13:12.020]   She will go for broke.
[00:13:12.020 --> 00:13:14.140]   So we live in a country
[00:13:15.100 --> 00:13:19.020]   where we have HD video of the head of New York elections
[00:13:19.020 --> 00:13:22.300]   saying it's total fraud, they're stealing elections,
[00:13:22.300 --> 00:13:24.400]   it's horrible, I wish we could stop it.
[00:13:24.400 --> 00:13:29.340]   But the Democrats won't stop it, and he's a Democrat.
[00:13:29.340 --> 00:13:31.140]   But he obviously is not a bad person.
[00:13:31.140 --> 00:13:37.500]   And then you've got the number one organization
[00:13:37.500 --> 00:13:42.380]   for organizing voting in the Democratic Party
[00:13:42.380 --> 00:13:47.020]   since Acorn got sunk by James O'Keefe,
[00:13:47.020 --> 00:13:48.420]   the mighty James O'Keefe.
[00:13:48.420 --> 00:13:53.080]   And no one is covering.
[00:13:53.080 --> 00:13:56.800]   That's why I was really watching Fox News this morning,
[00:13:56.800 --> 00:13:58.740]   because there was almost no mention of it,
[00:13:58.740 --> 00:14:03.160]   and then they had Juan Williams on with Hemmer.
[00:14:03.160 --> 00:14:08.300]   And Juan Williams was on there, and he was like,
[00:14:08.300 --> 00:14:10.140]   oh, it's no big deal.
[00:14:10.140 --> 00:14:14.380]   That James O'Keefe thing's nothing, that's nothing.
[00:14:14.380 --> 00:14:16.500]   So I tuned over to CNN,
[00:14:16.500 --> 00:14:17.820]   and we've actually got a similar clip,
[00:14:17.820 --> 00:14:19.220]   I guess that's the talking point,
[00:14:19.220 --> 00:14:20.780]   but it's a different show than what I saw.
[00:14:20.780 --> 00:14:23.220]   They're like, James O'Keefe,
[00:14:23.220 --> 00:14:25.040]   we're not talking about that to the guest,
[00:14:25.040 --> 00:14:27.460]   that man's a criminal.
[00:14:27.460 --> 00:14:30.580]   The other host goes, yeah, a criminal.
[00:14:30.580 --> 00:14:32.860]   He's a convicted criminal.
[00:14:32.860 --> 00:14:36.400]   They didn't tell you it was for basically trespassing
[00:14:36.400 --> 00:14:38.060]   in a congresswoman's office.
[00:14:38.060 --> 00:14:39.740]   Oh my God, he walked into the office
[00:14:39.740 --> 00:14:42.380]   and said, hi, I'm here to fix the telephones,
[00:14:42.380 --> 00:14:45.180]   'cause they turned the telephones off for days.
[00:14:45.180 --> 00:14:47.260]   Remember that?
[00:14:47.260 --> 00:14:49.420]   Because they didn't want to take false,
[00:14:49.420 --> 00:14:51.420]   so he walked in to show they're a bunch of liars.
[00:14:51.420 --> 00:14:52.700]   That's what a journalist does.
[00:14:52.700 --> 00:14:55.300]   They turn that around that he was trespassing.
[00:14:55.300 --> 00:14:56.500]   Oh my gosh.
[00:14:56.500 --> 00:14:58.780]   - Alex, you know, trespassing, again,
[00:14:58.780 --> 00:15:00.580]   you're being pretty modest there,
[00:15:00.580 --> 00:15:04.020]   but it was actually a less degree of a crime than that.
[00:15:04.020 --> 00:15:07.660]   It was entering a government building on false pretenses.
[00:15:07.660 --> 00:15:08.860]   - Sure, I was going from memory,
[00:15:08.860 --> 00:15:10.820]   but that's how the media spun it, so exactly.
[00:15:10.820 --> 00:15:14.900]   He went in a public building as an investigative journalist.
[00:15:14.900 --> 00:15:15.780]   I think there was a law,
[00:15:15.780 --> 00:15:17.580]   entering a building on false pretenses.
[00:15:17.580 --> 00:15:20.140]   I think they mean then that triggers a trespassing charge.
[00:15:20.140 --> 00:15:24.180]   - Oh, they had to really try and find something
[00:15:24.180 --> 00:15:26.020]   to hit him with, because what he was doing
[00:15:26.020 --> 00:15:30.820]   was actually legal by pretty much
[00:15:30.820 --> 00:15:32.660]   every stretch of the imagination.
[00:15:32.660 --> 00:15:35.660]   - The guy is an absolute American hero.
[00:15:35.660 --> 00:15:37.340]   - To get into the phone system.
[00:15:37.340 --> 00:15:39.460]   - He is an absolute American hero.
[00:15:39.460 --> 00:15:41.660]   He is the model of journalism.
[00:15:41.660 --> 00:15:43.220]   What he does should be taught
[00:15:43.220 --> 00:15:45.740]   in every journalism school in the world.
[00:15:45.740 --> 00:15:49.780]   Instead, a bunch of false journalists, political frauds,
[00:15:49.780 --> 00:15:52.460]   get up on Fox and CNN and everywhere
[00:15:52.460 --> 00:15:53.980]   and call him a criminal,
[00:15:53.980 --> 00:15:57.340]   and then don't even tell their viewers
[00:15:57.340 --> 00:15:59.540]   what he's supposedly a criminal for.
[00:15:59.540 --> 00:16:02.380]   This is like saying he has a fricking speeding ticket.
[00:16:02.380 --> 00:16:03.420]   I'm sorry, go ahead.
[00:16:07.180 --> 00:16:09.900]   - Basically, he entered the building on false pretenses.
[00:16:09.900 --> 00:16:12.300]   And like you said, it was Mary Landrieu's office.
[00:16:12.300 --> 00:16:15.580]   And she was hiding from many of her constituents,
[00:16:15.580 --> 00:16:18.140]   saying she was claiming that her phone system didn't work.
[00:16:18.140 --> 00:16:23.020]   And so his whole gist there was he entered with a hard hat
[00:16:23.020 --> 00:16:26.540]   and kind of like a construction vest.
[00:16:26.540 --> 00:16:29.340]   And his intent was to go in and basically say,
[00:16:29.340 --> 00:16:32.100]   hey, I'm here to fix the broken phones,
[00:16:32.100 --> 00:16:34.380]   trying to catch someone, one of her staffers,
[00:16:34.380 --> 00:16:36.540]   saying there is no problem with the phones.
[00:16:36.540 --> 00:16:39.500]   And at that point, he would have busted her out.
[00:16:39.500 --> 00:16:43.420]   But what happened was one of his partners
[00:16:43.420 --> 00:16:45.700]   in the video sting went into it,
[00:16:45.700 --> 00:16:47.500]   and he was a little green
[00:16:47.500 --> 00:16:50.300]   and didn't use the right language.
[00:16:50.300 --> 00:16:51.820]   It seemed suspicious.
[00:16:51.820 --> 00:16:54.420]   And then he was actually able to make an escape,
[00:16:54.420 --> 00:16:55.580]   but then was--
[00:16:55.580 --> 00:16:56.980]   - Sure, I mean, I covered it a few years ago.
[00:16:56.980 --> 00:16:58.420]   It was like three or four years ago back when it happened.
[00:16:58.420 --> 00:16:59.380]   And by the way, I love it, Matt,
[00:16:59.380 --> 00:17:01.380]   when you pop it on the show, but we are TV.
[00:17:01.380 --> 00:17:03.420]   You guys are gonna pop in, you gotta aim a camera at you,
[00:17:03.420 --> 00:17:04.940]   so we're not just looking at me while you're talking.
[00:17:04.940 --> 00:17:07.700]   But you're making some really, really great points there
[00:17:07.700 --> 00:17:09.780]   to remind people, and that's why I raised it.
[00:17:09.780 --> 00:17:11.860]   It's the way they deceive their viewers.
[00:17:11.860 --> 00:17:13.660]   Oh, don't listen to James O'Keefe.
[00:17:13.660 --> 00:17:15.020]   He's a criminal.
[00:17:15.020 --> 00:17:16.140]   He's a convicted criminal.
[00:17:16.140 --> 00:17:18.140]   No, he's an investigative journalist
[00:17:18.140 --> 00:17:19.820]   that snuck in there to show a lie.
[00:17:19.820 --> 00:17:21.740]   You know, I snuck into Bohemian Grove.
[00:17:21.740 --> 00:17:24.620]   I've snuck into other facilities to expose things.
[00:17:24.620 --> 00:17:26.660]   You're supposed to get a medal for that
[00:17:26.660 --> 00:17:29.260]   when you expose corruption, not get charged.
[00:17:29.260 --> 00:17:31.500]   And they tried to charge you with felonies,
[00:17:31.500 --> 00:17:33.300]   wiretapping and stuff, but that fell through.
[00:17:33.300 --> 00:17:35.540]   But that's an absolutely great point, Matt.
[00:17:35.540 --> 00:17:36.660]   In fact, we're gonna get to some of these clips
[00:17:36.660 --> 00:17:37.500]   here in a moment.
[00:17:37.500 --> 00:17:39.620]   Feel free to pop back in with those whenever you'd like.
[00:17:39.620 --> 00:17:40.780]   But any other points?
