[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[06:42.000 --> 06:49.000]  For a detailed report on the differences between ionic silver, colloidal silver and what most silver solution manufacturers are producing,
[06:49.000 --> 07:00.000]  please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[07:20.000 --> 07:27.000]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods direct now.
[07:27.000 --> 07:31.000]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[07:31.000 --> 07:33.000]  Now is the time to get your supply.
[07:33.000 --> 07:37.000]  I recently increased my supply from eFoods direct because we have all known this was coming.
[07:37.000 --> 07:40.000]  You know about their delicious long-term storable foods.
[07:40.000 --> 07:47.000]  The fact is you can eat it anytime to save money today and because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[07:47.000 --> 07:53.000]  Don't wait. Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[07:53.000 --> 08:18.000]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex. You can bet your life on eFoods direct.
[08:24.000 --> 08:40.000]  These are our people. Who are they? They are the Dark Armies. The Dark Murdering Armies use only honor as atrocities.
[08:40.000 --> 08:50.000]  The answer to 1984 is 1776.
[08:50.000 --> 08:57.000]  You're listening to the Alex Jones Show.
[08:57.000 --> 09:05.000]  Ladies and gentlemen, it is the 27th day already of September 2012.
[09:05.000 --> 09:12.000]  I'm Alex Jones, your host. We're going to be here Lord Willen as we are Monday through Friday, 12 noon to 3 p.m. Eastern.
[09:12.000 --> 09:20.000]  Blasting out on XM-166. Shyamal Casting on over 120 AM and FM affiliates now.
[09:20.000 --> 09:28.000]  And also streaming over the web at infowars.com with the free audio streams and podcasts as well as prisonplanet.com.
[09:28.000 --> 09:39.000]  And then, of course, the video site with all my films and the live video streams of The Daily Radio Show as well as the nightly news, prisonplanet.tv.
[09:39.000 --> 09:49.000]  Wow, where to start today? Let me just go over some of the stacks that I have here in front of me.
[09:49.000 --> 09:52.000]  David Icke is joining us for the next hour, always thought-provoking.
[09:52.000 --> 09:58.000]  Then we have the thought criminal, Amy Larson, arrested for writing a political message on the sidewalk.
[09:58.000 --> 10:03.000]  Of course, it will all be selectively enforced. Your children will not be arrested for playing hopscotch.
[10:03.000 --> 10:12.000]  At least not. Well, that's not actually true. There are resting parents everywhere for their kids playing on the sidewalk in a cul-de-sac or even in a rural area in a cul-de-sac or the backyard.
[10:12.000 --> 10:15.000]  Actually, I'm sorry, they will arrest your children.
[10:15.000 --> 10:26.000]  But the megabanks will own the big pharma companies on record putting HIV and the factor rate for Bayer and cancer viruses like SV-40 and your major vaccines.
[10:26.000 --> 10:33.000]  So they will murder you and ship narcotics in and have the troops publicly grow it in front of you on television.
[10:33.000 --> 10:36.000]  But tell you, they're going to put you in jail if they catch you using it.
[10:36.000 --> 10:40.000]  Because we live in total law-law land. Excuse me, I'm going to settle down right now.
[10:40.000 --> 10:48.000]  Excuse me, really angry when I see the absolute attack on free speech ahead of the total collapse by design.
[10:48.000 --> 10:57.000]  I don't like telling you, you sit down and you shut up. We'll have the Pentagon arrest you if you peacefully protest at the DNC.
[10:57.000 --> 11:07.000]  And the Department of Defense will be there at the local courthouse telling the judge, don't let them out of jail, protestings quote, low-level terrorism.
[11:07.000 --> 11:13.000]  Remember that three weeks ago, I just can't get over it. And it's not even a media issue.
[11:13.000 --> 11:18.000]  ACLU covers it and it's in a few newspapers like, yeah, the Department of Defense wants everybody arrested.
[11:18.000 --> 11:24.000]  You know, the military operates on the streets now and Paul Joseph Watson's got an article here.
[11:24.000 --> 11:30.000]  LRAD's sonic weapons to be deployed throughout America for crisis.
[11:30.000 --> 11:39.000]  And he has a link to government security news breaking that down along with high-powered microwave guns.
[11:39.000 --> 11:53.000]  Of course, they don't care of people like Rob Do, my nightly news chief, got arrested at the G20 in 2009 for standing on a hill at a university,
[11:53.000 --> 11:57.000]  filming police beating peaceful, not even protesters.
[11:57.000 --> 12:00.000]  No one was even daring to go outside the curfew.
[12:00.000 --> 12:11.000]  So they went five miles away to the university and went into the park as people were eating, you know, bologna sandwiches and reading on their laptops and said,
[12:11.000 --> 12:15.000]  everyone must disperse. So when they tried to disperse, they had every exit blocked.
[12:15.000 --> 12:21.000]  It was just a beta test to see if cops would attack innocent people under federal and globalist command.
[12:21.000 --> 12:26.000]  Actually, G20 was commanding them, so a foreign corporate government was.
[12:26.000 --> 12:32.000]  They had G20 and U.S. Army uniforms. This was on the news. Jumping out of cars, just type in G20, snatch and grab.
[12:32.000 --> 12:35.000]  It's the same in Europe and in Canada. They did the same thing.
[12:35.000 --> 12:42.000]  Grabbing them and dragging them into cars in front of everyone to set that precedent.
[12:42.000 --> 12:45.000]  And the national media was like, yeah, there's some guys. We don't know who they are.
[12:45.000 --> 12:48.000]  Grabbing people and throwing them into cars and disappearing them.
[12:48.000 --> 12:51.000]  But well, what's the big deal?
[12:51.000 --> 12:55.000]  I mean, you know, 27 years ago Tiananmen Square was a big deal when tanks ran over people.
[12:55.000 --> 13:00.000]  Now when tanks and steamrollers do it, the Drudge Report picks it up.
[13:00.000 --> 13:03.000]  DrudgeReport.com picks it up.
[13:03.000 --> 13:08.000]  And then that kind of made the Daily Mail and New York Daily News do it, but only because Drudge picked it up.
[13:08.000 --> 13:15.000]  And you would have thought that had been on every news channel in the country, you know, running over people with steamrollers.
[13:15.000 --> 13:22.000]  But no, no, instead I saw the comments in the New York Daily News going, you know what, you shouldn't be protesting.
[13:22.000 --> 13:32.000]  Let me ask the cops a question. Do you really want to live in a country where you can't write a political message on the sidewalk with chalk?
[13:32.000 --> 13:41.000]  Do you really want to live in a country where the TSA is hiring felons on purpose to play ping pong in your pants?
[13:41.000 --> 13:45.000]  Do you really, I mean, you think this is going to be a good future?
[13:45.000 --> 13:49.000]  And I talked to the police all day because, hey, you could say no like in Romania.
[13:49.000 --> 13:53.000]  They said no to Celsius. Or you could say no like they tried to against Hitler.
[13:53.000 --> 13:57.000]  Or you could say no like in many cases it's been successful.
[13:57.000 --> 14:02.000]  That's why they're going to autonomous ground robots and autonomous drones because they want to get you out of the equation.
[14:02.000 --> 14:08.000]  But you have been turned into a standing military army here and they are engineering this collapse and we've been proven right.
[14:08.000 --> 14:13.000]  So I know in the past they tried to hire people that were smart to be cops.
[14:13.000 --> 14:16.000]  Now they want to hire you because you're stupid the last 25 years or so.
[14:16.000 --> 14:24.000]  I believe you're smart enough to understand that tyranny is not cute and it's not fun.
[14:24.000 --> 14:31.000]  So I do routinely speak to you and try to speak your common sense conscience.
[14:31.000 --> 14:35.000]  But the police are not at fault for what's happening in this country.
[14:35.000 --> 14:44.000]  If you want to know why we are in this much trouble, the social engineers for the last 100 years run by people like Edward Bernays,
[14:44.000 --> 14:51.000]  who literally is the father of modern propaganda, turned us into arrested development children.
[14:51.000 --> 14:55.000]  And with the advent of television they have scrambled our minds, destroyed critical thinking,
[14:55.000 --> 15:00.000]  and turned the public into a group of basically biological androids who are programmable
[15:00.000 --> 15:04.000]  and who don't have an original thought in their little brains.
[15:04.000 --> 15:09.000]  And police and bureaucrats are just pulled from that general pool.
[15:09.000 --> 15:15.000]  But I want to ask people something, because I see it in the comments and things on news sites,
[15:15.000 --> 15:20.000]  when they defend that you can't have a garden in your backyard even though it's not even a zone that you can't,
[15:20.000 --> 15:28.000]  or they defend shooting some guy that had 20 chickens in his backyard and had them for 30 years in Georgia,
[15:28.000 --> 15:32.000]  or when they defend forced inoculations when it's not even the law,
[15:32.000 --> 15:39.000]  those of you that defend the system, those of you before I go to the news that think all of this is cute and great
[15:39.000 --> 15:49.000]  and it's for a greater good and who believe the government is loving and helpful,
[15:49.000 --> 15:58.000]  you don't believe it's malevolent, you believe that it's here to help everybody.
[15:58.000 --> 16:06.000]  I would like to open the phones up for people that not even so much disagree.
[16:06.000 --> 16:12.000]  I mean, that's a standard deal is you work for the Vatican, you work for the Saudis,
[16:12.000 --> 16:15.000]  you work for Israel, you work for the Easter Bunny.
[16:15.000 --> 16:22.000]  Those little kind of memes put out by the CIA and other groups.
[16:22.000 --> 16:31.000]  I want to hear from people who specifically really do believe in all this.
[16:31.000 --> 16:37.000]  I want to hear from those of you that are mad at me and have said that I need to be arrested as a meme
[16:37.000 --> 16:44.000]  because I talk about government stage terror from 9-11 to the USS Liberty to the Gulf of Tonkin
[16:44.000 --> 16:52.000]  to Operation Ajax, Operation Gladio, the NATO option, Operation Northwoods.
[16:52.000 --> 16:57.000]  I really want to hear from you because later when David Ikson with us, I'm going to play this clip,
[16:57.000 --> 17:01.000]  lobbyist, launch stage provocation start war with Iran.
[17:01.000 --> 17:05.000]  It's a minute and a half clip, a little over a minute and a half long,
[17:05.000 --> 17:13.000]  and it's former chief economist at the IMF and World Bank, senior economist,
[17:13.000 --> 17:18.000]  the Washington Institute for Near East Policy from a luncheon on C-SPAN
[17:18.000 --> 17:24.000]  how to build US-Israeli coordination on preventing an Iranian nuclear breakout.
[17:24.000 --> 17:28.000]  And he said, hey, we've had other staged events, we should just get a war started.
[17:28.000 --> 17:30.000]  I mean, I played the clip.
[17:30.000 --> 17:36.000]  And I noticed on YouTube, some people were saying, yeah, we need to stage something Iran's so bad.
[17:36.000 --> 17:42.000]  So you're now saying we need to blow up a ship, pull a US Navy personnel
[17:42.000 --> 17:47.000]  and then all get angry and then go blow Iran up because the end justifies the means.
[17:47.000 --> 17:50.000]  And then others were saying, oh, my gosh, this is terrible.
[17:50.000 --> 17:52.000]  Oh, my gosh, this is horrible.
[17:52.000 --> 17:54.000]  You know, this means the 9-11 truthers are right.
[17:54.000 --> 17:56.000]  This is just terrible.
[17:56.000 --> 18:01.000]  But still others were like, this is out of context.
[18:01.000 --> 18:05.000]  Even though it's standard neocon and even Gary Hart is not a neocon.
[18:05.000 --> 18:07.000]  He wrote a letter document five years ago.
[18:07.000 --> 18:09.000]  Just type in his letter document.
[18:09.000 --> 18:11.000]  Gary Hart's letter document.
[18:11.000 --> 18:13.000]  It's on the Huffington Post right now.
[18:13.000 --> 18:17.000]  Guys, just type it in and show people we're watching on prisonplanet.tv.
[18:17.000 --> 18:18.000]  I saw him saying this.
[18:18.000 --> 18:19.000]  This has been edited.
[18:19.000 --> 18:25.000]  Well, right under the clip on YouTube is a link to their YouTube site, the policy groups site,
[18:25.000 --> 18:28.000]  with the whole hour 45 minute thing.
[18:28.000 --> 18:30.000]  And it's even worse.
[18:30.000 --> 18:35.000]  I got home late last night, but still went and watched most of it.
[18:35.000 --> 18:37.000]  It's just a goldmine of evil.
[18:37.000 --> 18:41.000]  I mean, you're talking about criminal admissions on television.
[18:41.000 --> 18:44.000]  Of, yeah, we need to blow something up and blame it on them.
[18:44.000 --> 18:46.000]  Everybody's like, yeah, yeah.
[18:46.000 --> 18:51.000]  And then the public can't even believe it when they're seeing it.
[18:51.000 --> 18:53.000]  We didn't get a war started.
[18:53.000 --> 18:56.000]  You know, our government's blown stuff up before blaming all the people.
[18:56.000 --> 19:01.000]  Everybody's like, yeah, you're laughing.
[19:01.000 --> 19:10.000]  And then I'm supposed to see this and see all this unfolding and just go along with it and say,
[19:10.000 --> 19:12.000]  oh, there's no such thing as a false flag.
[19:12.000 --> 19:22.000]  So here is the toll free number to join us if you think it's good to have the government kill people
[19:22.000 --> 19:24.000]  and then blame it on somebody.
[19:24.000 --> 19:29.000]  And then I'm bad and a conspiracy theorist when I point out that this is being said and promoted.
[19:29.000 --> 19:34.000]  Now, I raise this because we got an email back.
[19:34.000 --> 19:40.000]  We sent one off to this policy institute to try to get this gentleman on.
[19:40.000 --> 19:43.000]  And I'll show the email and we get back and read it.
[19:43.000 --> 19:46.000]  And they said, this is a setup for Patrick to be crucified.
[19:46.000 --> 19:50.000]  We need to be careful of these requests going forward.
[19:50.000 --> 19:53.000]  Can't wait for reporters to ask you about your comments, buddy.
[19:53.000 --> 19:55.000]  We're going to get to the economy a lot more.
[19:55.000 --> 19:57.000]  I'll give you the number to call in when we get back.
[19:57.000 --> 19:59.000]  Stay with us.
[20:28.000 --> 20:30.000]  Even today, Japanese eat miso.
[20:30.000 --> 20:32.000]  Africans eat fermented porges.
[20:32.000 --> 20:33.000]  Koreans eat kimchi.
[20:33.000 --> 20:36.000]  And in India, fermented milk is a staple for healthy living.
[20:36.000 --> 20:37.000]  But here's some good news.
[20:37.000 --> 20:43.000]  South for Lion Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[20:43.000 --> 20:46.000]  Since it's still legal to make these foods as long as you can make them yourself.
[20:46.000 --> 20:49.000]  For more information, check out fermentationfactor.com.
[20:49.000 --> 20:51.000]  That's fermentationfactor.com.
[20:51.000 --> 20:57.000]  It's easy to create your own powerful fermented foods and you can do it by going to www.fermentationfactor.com.
[20:57.000 --> 21:22.000]  That's www.fermentationfactor.com.
[21:27.000 --> 21:33.000]  Big Berkey water filters are powerful enough to purify treated, untreated or even stagnant pond water.
[21:33.000 --> 21:38.000]  Combine Berkey water filters with wise foods for an unbeatable preparedness combination.
[21:38.000 --> 21:41.000]  Get free shipping on every order over $50.
[21:41.000 --> 21:45.000]  And GCN listeners receive 5% off all ceramic filter systems.
[21:45.000 --> 21:59.000]  Visit bigberkeywaterfilters.com or call 877-99-BERKEY or go to bigberkeywaterfilters.com.
[22:16.000 --> 22:23.000]  All iodine protection packs are in stock. Save you money and ship for free in all 50 states.
[22:23.000 --> 22:49.000]  Visit hempusa.org or call 908-69-12608 today.
[22:49.000 --> 22:54.000]  Call for your copy 800-686-2237. It's time to understand the system.
[22:54.000 --> 23:20.000]  Call 800-686-2237. That's 800-686-2237.
[23:20.000 --> 23:24.000]  Call 800-795. That's 70% less than our competitors.
[23:24.000 --> 23:27.000]  You could buy three survival seed vaults for less than one of theirs.
[23:27.000 --> 23:34.000]  The survival seed vault from www.mypatriotsupply.com includes detailed planting and seed saving instructions in ship same day.
[23:34.000 --> 23:40.000]  Plus all orders over $49 ship free. www.mypatriotsupply.com is American owned by patriots like you.
[23:40.000 --> 23:50.000]  Passionate about freedom and preparedness. Call now 866-2290-927. That's 866-2290-927.
[23:50.000 --> 24:11.000]  More emergency preparedness items when you order at www.mypatriotsupply.com. Choose the original. Choose the survival seed vault at www.mypatriotsupply.com.
[24:11.000 --> 24:22.000]  People say, what does that mean? Don't worry, this show is documented. I mean that's what's scary about it. No, we are documenting the tyranny and we will defeat it.
[24:22.000 --> 24:29.000]  Don't worry, the good guys always win in the end. Here's the article from the Huffington Post right here.
[24:29.000 --> 24:39.000]  It's titled Unsolicited Advice to the Government of Iran. And Gary Hart wrote this a few years ago and he goes on to say, we will stage terrorism.
[24:39.000 --> 24:49.000]  And blame it on you, so look out. Well, we now have this lobbyist speaking at the Washington Institute for Near East Policy on C-SPAN.
[24:49.000 --> 24:58.000]  On C-SPAN, the director of research, Patrick Klosson, coming out and saying, we need to go ahead and just start a war.
[24:58.000 --> 25:04.000]  And we need to go ahead and use a provocation. And then he laughs. No, I'm not advocating that. It's like a double speak deal.
[25:04.000 --> 25:09.000]  Because they know this is treason, this is crimes that are being called for. I mean, it's a big deal.
[25:09.000 --> 25:19.000]  So if there is a big stage terror attack, I mean, a city gets nuked, a U.S. ship gets blown up, it could run the gamut from bad to really bad to catastrophic.
[25:19.000 --> 25:24.000]  I will be attacked when I come out on air and say, we should look at this as an inside job.
[25:24.000 --> 25:38.000]  If Obama stages something before the election, a mass shooting, a bombing in Oklahoma City, we've got five of his advisors in newspapers saying, we need a new Oklahoma City or 9-11 to be blamed on our enemies, conservatives, libertarians.
[25:38.000 --> 25:43.000]  My point is governments all do this throughout history when they're corrupt. It's par for the course.
[25:43.000 --> 25:53.000]  Hitler did it with Operation Hemler, subgroup Operation Gliwitz. The Reichstag was a Reichstag event, was a false flag event, a self-inflicted wound, a set up, a frame up.
[25:53.000 --> 26:01.000]  And the fact that we get demonized when we're like, hey, these guys write books, calling for this stuff, hey, they stand again.
[26:01.000 --> 26:09.000]  Hey, I've got eyewitnesses, police officers that saw the feds in there with the bombs at Oklahoma City.
[26:09.000 --> 26:17.000]  I mean, I've had cops on where the feds came in their offices and said, I will kill you and your wife if you tell anybody what you saw.
[26:17.000 --> 26:27.000]  And then they even named names. I mean, this is not fun, ladies and gentlemen. Fast and furious was a false flag.
[26:27.000 --> 26:33.000]  It's not fun getting up here and risking my life to expose this, but we've got to do it.
[26:33.000 --> 26:43.000]  I mean, think of how dumb they think we are, how dumb they think you are, that they write books and declassified memos.
[26:43.000 --> 26:59.000]  And it's now been declassified that Bobby Kennedy wanted to blow up the U.S. Embassy in Caracas to blame it on political enemies and his brother overruled him.
[26:59.000 --> 27:06.000]  That's right, out of the Godfather, where the brothers disagree with the family and then the establishment moves in against the dad or the other brother.
[27:06.000 --> 27:08.000]  Think of the younger brother, he'll work with them.
[27:08.000 --> 27:14.000]  Of course, then he'd woke up and didn't work with them, so they killed him. But Bobby was actually playing patty cake right along with them.
[27:14.000 --> 27:23.000]  With Lemn and Sir and others that wanted to attack U.S. cities and blow up movie theaters, shoot up movie theaters to get a war going with the Soviets.
[27:23.000 --> 27:31.000]  And people say, well, Alex, Northwoods is real. What are you, pro-Soviet? You don't want to blow up movie theaters in America?
[27:31.000 --> 27:42.000]  What, become what the Soviets are? To fight the Soviets? No thanks. Wear the ring of Mordor to defeat Sauron? No, thank you.
[27:42.000 --> 27:51.000]  You don't become Methodophiles, Bathomets, Satan, Diablo, the old serpent.
[27:51.000 --> 28:08.000]  You don't become El Diablo to fight the devil. And I don't know how we've gotten to the point where even mainline police all over the country, everywhere, get caught at the crime labs framing innocent people knowingly.
[28:08.000 --> 28:18.000]  Not even framing people they think are guilty, just not caring. Prosecutors are constantly getting caught, you see it, sending innocent people to jail just so they can have a perfect conviction record.
[28:18.000 --> 28:30.000]  Police are caught dressing up like protesters and engaging in crimes so they can attack the peaceful protesters. Man, I mean, that is just bad mojo.
[28:30.000 --> 28:38.000]  Here's the toll-free number to join us. I want your take on this if you like the system and you think I'm wrong. That's who the phones are open for.
[28:38.000 --> 28:52.000]  800-259-9231. 800-259-9231. But here is the email. You guys can even show this if you want on the document cam for prisonplanet.tv viewers.
[28:52.000 --> 28:58.000]  Jeff Rubin at thewashingtoninstitute.org. J. Rubin at washingtoninstitute.org.
[28:58.000 --> 29:08.000]  He sent a very nice polite email which everybody can see right here.
[29:08.000 --> 29:19.000]  And so we like to invite him on to talk about his talk on C-Span. And this is what they sent back to us but also C-Seed to the other people.
[29:19.000 --> 29:26.000]  This is a setup for Patrick to be crucified. We need to be careful of these requests going forward.
[29:26.000 --> 29:31.000]  Well, no, no, no. You already crucified yourself with your arrogance on C-Span.
[29:31.000 --> 29:37.000]  You guys sit around behind closed doors all day and talk like this. You think we're all just totally brain damage from the fluoride.
[29:37.000 --> 29:43.000]  And we're close but not completely. Maybe you are a little bit, you guys thinking you can shoot your mouths off like this.
[29:43.000 --> 29:49.000]  So we're going to hammer on this a lot more now. 800-259-9231.
[29:49.000 --> 29:57.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[30:20.000 --> 30:28.000]  There's no priming required. It's NSF 42 certified. Optional fluoride filters can reduce fluoride up to 95%.
[30:28.000 --> 30:34.000]  Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[30:34.000 --> 30:42.000]  This filter system leaves in beneficial minerals which is key. Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[30:42.000 --> 30:49.000]  Propyr is the best gravity-fed filter out there. It's what my family uses. Infowars.com already has the lowest price on Propyr.
[30:49.000 --> 30:55.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[30:55.000 --> 31:00.000]  You can also call to order 888-253-3139.
[31:00.000 --> 31:05.000]  For thousands of years, silver has been used as both a medicine and a preservative. But not all silver is equal.
[31:05.000 --> 31:12.000]  Silver Soul is an amazing new technology that has been clinically shown to be several hundred times more effective than colloid or ionic silvers.
[31:12.000 --> 31:16.000]  It can destroy thousands of times more pathogens than older silver technology.
[31:16.000 --> 31:24.000]  Silver Soul resonates at the same frequency as germicidal light used in labs to kill bacteria and viruses, enabling it to kill without direct contact.
[31:24.000 --> 31:31.000]  Silver Soul is a broad-spectrum microbial that creates no resistance and does not harm beneficial bacteria, making it ideal for daily use.
[31:31.000 --> 31:37.000]  It can be used internally as well as topically, and is highly effective against viruses, bacteria, molds, and yeasts.
[31:37.000 --> 31:43.000]  With threats like West Nile virus, colds, flus, or any other emergency situation, arm yourself with Supernatural Silver.
[31:43.000 --> 31:49.000]  Silver Soul Liquid and Gel are perfect for on-the-go emergency preparedness and can provide protection at home, school, or work.
[31:49.000 --> 31:53.000]  Go to SupernaturalSilver.com and be prepared for any emergency.
[31:53.000 --> 31:56.000]  Remember the promo code Alex says for 20% off.
[31:56.000 --> 32:02.000]  That's www.supernaturalsilver.com and like us on Facebook.
[32:02.000 --> 32:10.000]  If you want an American company with American products made by Americans, here is the Calben Soap Company.
[32:10.000 --> 32:14.000]  Alex and his staff have used these pure soap products for years.
[32:14.000 --> 32:21.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[32:21.000 --> 32:29.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[32:29.000 --> 32:35.000]  Buy the one to two-month sample package and enjoy soaps that are twice as good as what you're using now.
[32:35.000 --> 32:40.000]  Or save big with a one to two-year supply of soaps for all your cleaning needs.
[32:40.000 --> 32:42.000]  This is an amazing deal.
