[00:00:00.683 --> 00:00:04.754]  Infowars.com is tomorrow's news.
[00:05:37.987 --> 00:05:52.630]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[00:05:52.630 --> 00:05:55.310]  Head to InfoWarsLife.com or call 1-888-253-3139.
[00:06:06.367 --> 00:06:14.553]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the NBA.
[00:06:33.590 --> 00:06:42.277]  The live conference is still ongoing, but we found the video and are getting it ready to take it on air here very, very soon.
[00:06:42.277 --> 00:06:50.583]  Vladimir Putin, 25 minutes ago or so, after nuclear holocaust, will go to heaven as martyrs.
[00:06:50.583 --> 00:06:53.685]  Attackers will die as sinners.
[00:06:53.685 --> 00:06:55.286]  Very, very strong language from Putin.
[00:06:55.286 --> 00:06:57.308]  He plugged this into what's happening geopolitically.
[00:06:58.760 --> 00:07:04.702]  Economically, what the globalists are trying to do, trying to kill any peace deals that Trump wanted to have.
[00:07:04.702 --> 00:07:09.263]  It's a very, very serious time to be alive on this planet.
[00:07:09.263 --> 00:07:10.344]  Meanwhile, U.S.
[00:07:10.344 --> 00:07:16.766]  is seeing relentless rise in household wealth, Credit Suisse says.
[00:07:16.766 --> 00:07:17.746]  But that doesn't matter.
[00:07:17.746 --> 00:07:18.346]  Here's the L.A.
[00:07:18.346 --> 00:07:19.367]  Times.
[00:07:19.367 --> 00:07:26.909]  As Trump slams the private run-for-profit Federal Reserve, its policymakers are turning and tuning him out.
[00:07:27.833 --> 00:07:30.954]  And moving ahead with rate hikes.
[00:07:30.954 --> 00:07:35.915]  So, we've got seven rate hikes, now they're looking at maybe four or five more.
[00:07:35.915 --> 00:07:37.595]  To suppress the economy.
[00:07:37.595 --> 00:07:41.796]  Because it isn't Trump who's the president.
[00:07:41.796 --> 00:07:43.617]  No, ladies and gentlemen.
[00:07:43.617 --> 00:07:46.037]  It's ex-Fed Chief Greenspan.
[00:07:46.037 --> 00:07:49.978]  He says this is the tightest labor market I've ever seen at CNBC.
[00:07:49.978 --> 00:07:53.959]  He says the economy's roaring and we need to raise interest rates.
[00:07:53.959 --> 00:07:54.099]  So.
[00:07:56.212 --> 00:08:01.275]  They had zero interest rates for Obama, but only gave the free money to themselves.
[00:08:01.275 --> 00:08:10.621]  Subsidiaries of the private Federal Reserve had very tight credit since 2009 on the general public in America.
[00:08:10.621 --> 00:08:12.382]  China was given unlimited credit.
[00:08:13.658 --> 00:08:29.004]  India was given unlimited credit because the big brain bugs, the big super-cast elites, they had decided that America was to be a service economy so that we could be managed like a dog and brought to heel.
[00:08:29.004 --> 00:08:32.526]  And in rides Trump, trying to turn that around.
[00:08:32.526 --> 00:08:40.269]  And as Trump said just a day ago, the biggest threat to the recovery and the biggest threat to America is the private, run-for-profit Federal Reserve.
[00:08:42.227 --> 00:08:46.391]  That is openly trying to spike the economy.
[00:08:46.391 --> 00:08:53.857]  Because Trump went in with cutting regulations and some basic tax cuts to working people and some corporate taxes to get a few factories to move back.
[00:08:53.857 --> 00:08:54.718]  China's at zero.
[00:08:54.718 --> 00:08:55.899]  We're at 15 now.
[00:08:55.899 --> 00:08:57.401]  We were at 40.
[00:08:57.401 --> 00:08:59.503]  They dropped from 15 to zero to counter us.
[00:09:00.714 --> 00:09:03.556]  Just a few ball and chains.
[00:09:03.556 --> 00:09:07.398]  We have like 50 tied to our legs, but Trump's getting, you know, six or seven of them off.
[00:09:07.398 --> 00:09:18.666]  He's trying to cut the others off with a blowtorch, but the Federal Reserve's walking up with more balls and chains as fast as Trump can cut them off.
[00:09:18.666 --> 00:09:24.630]  Unbelievable that we put up with this type of garbage for the private run-for-profit Federal Reserve.
[00:09:24.630 --> 00:09:25.370]  I played yesterday.
[00:09:25.370 --> 00:09:27.251]  We should play it again today.
[00:09:27.251 --> 00:09:28.712]  Alan Greenspan, 11 years ago,
[00:09:30.512 --> 00:09:38.315]  On the Lair News Hour, saying we are our own branch of government and no one can regulate us and we are above the law.
[00:09:38.315 --> 00:09:39.035]  Let's just play it again.
[00:09:39.035 --> 00:09:40.535]  Here it is.
[00:09:40.535 --> 00:09:54.180]  Well, first of all, the Federal Reserve is an independent agency and that means basically that there is no other agency of government which can overrule actions that we take.
[00:09:55.638 --> 00:10:14.472]  So long as that is in place and there is no evidence that the administration or the Congress or anybody else is requesting that we do things other than what we think is the appropriate thing, then what the relationships are don't frankly matter.
[00:10:14.472 --> 00:10:17.475]  So you've got the states and you've got the federal government.
[00:10:18.396 --> 00:10:22.558]  You've got the legislative, executive, and judicial in the states and the federal government.
[00:10:22.558 --> 00:10:24.499]  It's called the federal system.
[00:10:24.499 --> 00:10:26.320]  Doesn't mean it's all federally run.
[00:10:26.320 --> 00:10:37.805]  The federalists, there were the anti-federalists, you can research them, different perspectives on this, but the federalists said that power was shared equally by the feds and the states for a balance.
[00:10:37.805 --> 00:10:41.626]  And then the three branches within each also shared power.
[00:10:41.626 --> 00:10:44.108]  But you didn't know there was a fourth branch.
[00:10:44.108 --> 00:10:47.089]  At least, you're not supposed to know that because it's not supposed to be one.
[00:10:48.454 --> 00:10:52.656]  Of the private run-for-profit Federal Reserve set up by J.P.
[00:10:52.656 --> 00:11:07.985]  Morgan and others in 1913 at Jekyll Island, snuck through on December 23rd, 1913 by three senators who passed it and put it into place to give private offshore banks control over our economy.
[00:11:07.985 --> 00:11:14.609]  And here we are 104 years later and they're arrogantly sitting up on national television
[00:11:16.562 --> 00:11:20.804]  Saying we are independent, no one can control us, no one can do anything.
[00:11:20.804 --> 00:11:21.525]  We decide.
[00:11:21.525 --> 00:11:24.346]  There's like this upper ceiling, like Mount Olympus.
[00:11:24.346 --> 00:11:28.068]  You go through the cloud cover and there it is where the gods live.
[00:11:28.068 --> 00:11:28.869]  You can't go there.
[00:11:28.869 --> 00:11:32.951]  There's a big chasm between us and them.
[00:11:32.951 --> 00:11:34.852]  But there they are.
[00:11:34.852 --> 00:11:38.194]  Just like the breakaway criminal groups in the Justice Department.
[00:11:38.194 --> 00:11:42.296]  And the breakaway criminal groups in the CIA under the National Security Act 1947.
[00:11:42.296 --> 00:11:45.738]  Just doing whatever they want, however they want.
[00:11:48.200 --> 00:12:11.787]  And shelling America out to the world, because the globalists, which are the children and the political bastard children of the robber barons and the British Empire, the authoritarian corporatists, the crony capitalists, they want the American system dead, dead and gone.
[00:12:11.787 --> 00:12:15.548]  And that's why, when we come back, I'm going to play a Tucker Carlson piece
[00:12:17.585 --> 00:12:46.199]  That is extremely powerful where he makes the point and documents it that the Democrats hate America and hate the people of America and have organized large swaths of people to work in tandem with the multinational corporate powers, the unelected EU and the unelected mass murdering kingpins of the Qaikom nightmare oligarchy.
[00:12:47.807 --> 00:12:50.528]  That's the real world.
[00:12:50.528 --> 00:13:07.471]  We're going to play Tucker Carlson, then we're going to play the most vicious leftist attacks on widows of 9-11, people pulling yard signs up, breaking into Linda Blair demonic jibber, all of it.
[00:13:07.471 --> 00:13:15.693]  But, we're going to go to break and we have the full clip coming up of Vladimir Putin warning of thermonuclear Armageddon.
[00:13:15.693 --> 00:13:16.133]  Here it is.
[00:13:18.512 --> 00:13:31.519]  Only if we identify through that system that missiles are being launched at us, only that will we deliver a retaliatory strike, a strike in response.
[00:13:31.519 --> 00:13:35.761]  Only when there are missiles airborne being launched at Russia.
[00:13:35.761 --> 00:13:40.743]  Of course, that would lead to a global disaster, to a nuclear catastrophe.
[00:13:40.743 --> 00:13:43.065]  But Russia cannot become its
[00:13:44.305 --> 00:13:54.033]  instigator or initiator because we don't have a preventive strike in our as part of our military doctrine.
[00:13:54.033 --> 00:14:11.526]  Of course once someone has launched nuclear missiles at us it would be maybe too late to stop them but a potential aggressor should know that there will be retaliation and we will get to heaven as martyrs and our enemies will simply die as dogs.
[00:14:11.986 --> 00:14:18.429]  Because they won't even have time to redeem themselves.
[00:14:18.429 --> 00:14:19.750]  Will we destroy ourselves?
[00:14:19.750 --> 00:14:34.898]  Because if you look at this whole situation with Saudi Arabia and the Washington Post reporter, and all the rest of it, you see there's different factions in our government that don't want Iran to be brought to its knees, the mullahs, who are working to derail Saudi Arabia.
[00:14:34.898 --> 00:14:36.379]  Does that mean I like Saudi Arabia?
[00:14:36.379 --> 00:14:37.200]  Does that mean they're perfect?
[00:14:37.200 --> 00:14:37.300]  No.
[00:14:38.419 --> 00:14:42.382]  Huge bombings, murders, torture, death, women being executed by Saudi Arabia.
[00:14:42.382 --> 00:14:45.504]  The left doesn't ever talk about it or care.
[00:14:45.504 --> 00:14:55.431]  But as soon as it can make Trump look bad, well then, my gosh, we need to basically have a war with Saudi Arabia.
[00:14:57.182 --> 00:15:02.467]  So, you can see how there's different globalist forces playing nation-states off against each other.
[00:15:02.467 --> 00:15:05.970]  And there's more of this Putin information coming up as well.
[00:15:05.970 --> 00:15:10.194]  Full video will be uploaded and posted to InfoWars.com.
[00:15:10.194 --> 00:15:12.757]  It is extremely important.
[00:15:12.757 --> 00:15:16.020]  At the bottom of the hour, I'll get into the real nuclear threat and why.
[00:15:16.020 --> 00:15:20.364]  Even top experts agree, the doomsday clock's closer to midnight than it's ever been.
[00:15:20.364 --> 00:15:21.785]  That's at the bottom of the hour, but first...
[00:15:22.847 --> 00:15:25.509]  Why does the left hate America so much?
[00:15:25.509 --> 00:15:33.457]  Because they were born, raised and bred and trained on the universities that they're the ruling class and they will take down America.
[00:15:33.457 --> 00:15:35.599]  They are the cancer introduced to the body politic.
[00:15:37.011 --> 00:15:38.932]  And they mean business.
[00:15:38.932 --> 00:15:45.796]  And they are filled with the same amount of hate that other authoritarian henchmen on the streets have always been filled with.
[00:15:45.796 --> 00:15:50.699]  I'm Alex Jones, InfoWars.com, PrisonPlanet.com, NewsWars.com.
[00:15:50.699 --> 00:15:54.621]  Only you can cut to the censors and share those links.
[00:15:58.078 --> 00:16:00.940]  Ever wonder how Bitcoin and Ethereum were created?
[00:16:00.940 --> 00:16:05.844]  Vercell Media has helped hundreds of companies and individuals make their own cryptocurrency.
[00:16:05.844 --> 00:16:11.428]  Decentralized blockchain solutions are making the world more transparent and giving power back to the people.
[00:16:11.428 --> 00:16:19.674]  Vercell Media has helped companies raise tens of millions in the past year alone, structuring and marketing ICOs to the thirsty crypto public worldwide.
[00:16:19.674 --> 00:16:22.135]  Don't miss the cryptocurrency revolution.
[00:16:22.135 --> 00:16:24.177]  Visit vercellmedia.com.
[00:16:24.177 --> 00:16:26.839]  V-E-R-C-E-L media.com.
[00:16:28.123 --> 00:16:29.984]  Healthcare reform is confusing.
[00:16:29.984 --> 00:16:38.589]  But whether it's finding an affordable insurance plan, keeping your doctor, or being able to afford needed prescriptions, navigating the healthcare system has become a challenge.
[00:16:38.589 --> 00:16:42.292]  Control your own healthcare costs and choices with Liberty HealthShare.
[00:16:42.292 --> 00:16:44.233]  Liberty HealthShare is not insurance.
[00:16:44.233 --> 00:16:50.277]  It is an association of self-pay patients who unite with like-minded people to share the cost of each other's medical needs.
[00:16:50.277 --> 00:16:51.778]  Neighbor helping neighbor.
[00:16:51.778 --> 00:16:54.359]  Learn more now by going to libertyoncall.org.
[00:16:54.359 --> 00:16:56.220]  That's libertyoncall.org.
[00:16:57.472 --> 00:17:03.835]  The United States of Empire is a book that claims the United States is the empire of the world.
[00:17:03.835 --> 00:17:06.876]  George Washington had warned us against foreign wars.
[00:17:06.876 --> 00:17:12.799]  The United States of Empire shows that World Wars I and II left England broken.
[00:17:12.799 --> 00:17:16.581]  Its former colony, the U.S., had to save the empire.
[00:17:16.581 --> 00:17:17.862]  Was there ever a vote?
[00:17:17.862 --> 00:17:19.182]  Who do we fight for?
[00:17:19.182 --> 00:17:25.385]  The Deep State began with World War I. The United States of Empire by James Dunn.
[00:17:25.385 --> 00:17:26.826]  Available at Amazon Books.
[00:17:27.526 --> 00:17:34.290]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[00:17:34.290 --> 00:17:38.572]  Since 2005, thousands have depended on Berkey Purified Water.
[00:17:38.572 --> 00:17:43.175]  The Berkey guy provides the lowest price filtration systems in every size.
[00:17:43.175 --> 00:17:48.738]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:17:48.738 --> 00:17:48.858]  877-886-3653.
[00:17:48.858 --> 00:17:49.218]  GoBerkey.com.
[00:18:01.617 --> 00:18:11.043]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:18:11.043 --> 00:18:22.450]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:18:22.450 --> 00:18:28.153]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:18:28.413 --> 00:18:39.876]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:18:39.876 --> 00:18:48.058]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[00:18:48.058 --> 00:18:50.559]  It's time to take care of your morning routine.
[00:18:50.559 --> 00:18:56.241]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWareStore.com.
[00:18:59.082 --> 00:19:07.606]  It's really hard to have the energy at the end of the day to still get to the gym, or to go for a run, or go to the park, or heck, even take your dog for a walk.
[00:19:07.606 --> 00:19:09.066]  Believe me, I know.
[00:19:09.066 --> 00:19:13.769]  I spend hours in front of a screen and then hours in front of bright lights every day.
[00:19:13.769 --> 00:19:16.850]  But thanks to super male vitality at Infowarstore.com.
[00:19:17.330 --> 00:19:19.012]  I still have that energy.
[00:19:19.012 --> 00:19:39.171]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[00:19:39.651 --> 00:19:43.652]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[00:19:43.652 --> 00:19:47.333]  This is actually our last run of Supermail Vitality.
[00:19:47.333 --> 00:19:52.314]  So I want you to experience Supermail Vitality before it's too late.
[00:19:52.314 --> 00:19:55.055]  Unleash the Supermail in you.
[00:19:55.055 --> 00:20:02.116]  Supermail Vitality from Infowarsstore.com.
[00:20:02.116 --> 00:20:04.757]  You're listening to the Alex Jones Show.
[00:20:13.234 --> 00:20:15.516]  There are too many examples to count.
[00:20:15.516 --> 00:20:17.857]  The crazed hatred of the left.
[00:20:17.857 --> 00:20:20.099]  The antifa foaming at the mouth.
[00:20:20.099 --> 00:20:21.320]  What's happening?
[00:20:21.320 --> 00:20:26.383]  It's called Trump Derangement Syndrome, and it's infectious.
[00:20:26.383 --> 00:20:31.887]  If you are receiving this transmission, you are the resistance.
[00:20:31.887 --> 00:20:39.272]  Live from the Infowars.com studios, it's Alex Jones.
[00:20:39.272 --> 00:20:41.654]  In the name of our Lord Jesus Christ!
[00:20:43.968 --> 00:20:45.929]  It is he who commands you!
[00:20:45.929 --> 00:20:50.272]  He who floods you from the heights of heaven to the depths of hell!
[00:20:50.272 --> 00:20:50.612]  Tim!
[00:20:50.612 --> 00:20:51.273]  Begone!
[00:20:51.273 --> 00:20:52.113]  Fuck him, Garrus!
[00:20:52.113 --> 00:20:57.137]  From this creature of God!
[00:20:57.137 --> 00:20:58.638]  Begone!
[00:20:58.638 --> 00:21:04.962]  In the name of the Father, and the Son, and the Holy Spirit!
[00:21:04.962 --> 00:21:13.047]  By this sign of the Holy Cross of our Lord Jesus Christ, who lives and reigns with the Father and the Holy Spirit,
[00:21:15.290 --> 00:21:20.113]  Damien!
[00:21:20.113 --> 00:21:21.774]  It's the power.
[00:21:21.774 --> 00:21:24.916]  Hold it, Walter.
[00:21:24.916 --> 00:21:31.160]  It's the power of Christ that compels you.
[00:21:31.160 --> 00:21:32.641]  The power of Christ!
[00:21:32.641 --> 00:21:37.764]  The power of Christ compels you!
[00:21:37.764 --> 00:21:40.906]  The power of Christ compels you!
[00:21:40.906 --> 00:21:43.008]  The power of Christ compels you!
[00:21:44.295 --> 00:21:46.637]  THE POWER OF CHRIST COMPELS YOU!
[00:21:46.637 --> 00:21:50.340]  THE POWER OF CHRIST COMPELS YOU!
[00:21:50.340 --> 00:21:54.243]  THE POWER OF CHRIST COMPELS YOU!
[00:21:54.243 --> 00:21:55.644]  You know, you could joke around about this.
[00:21:55.644 --> 00:21:57.586]  THE POWER OF CHRIST COMPELS YOU!
[00:21:57.586 --> 00:22:00.088]  This is from The Exorcist.
[00:22:00.088 --> 00:22:02.310]  THE POWER OF CHRIST COMPELS YOU!
[00:22:02.310 --> 00:22:03.471]  Produced and directed by the CIA.
[00:22:03.471 --> 00:22:07.574]  THE POWER OF CHRIST COMPELS YOU!
[00:22:07.574 --> 00:22:10.136]  THE POWER OF CHRIST COMPELS YOU!
[00:22:10.136 --> 00:22:13.659]  THE POWER OF CHRIST COMPELS YOU!
[00:22:14.933 --> 00:22:18.496]  The power of Christ compels you!
[00:22:18.496 --> 00:22:20.737]  The power of Christ compels you!
[00:22:20.737 --> 00:22:35.587]  Now, we're going to go ahead and leave this now, but it's important to understand that whether they're adopting the archetype of being demon possessed or whether it's really happening, it doesn't matter, it's happening.
[00:22:35.587 --> 00:22:41.011]  We have six videos that I currently just thought of today.
[00:22:42.452 --> 00:22:48.998]  Of Antifa and others actually saying, we love Satan, we love the devil, we love killing babies and hissing.
[00:22:48.998 --> 00:22:57.585]  And if you say anything about loving God or wearing a cross on your shirt, anything, they begin hissing and flopping around and it's simply amazing.
[00:22:57.585 --> 00:23:01.629]  If you're a radio listener, Infowars.com forward slash show, you'll be able to see this.
[00:23:01.629 --> 00:23:03.350]  We'll post the video later.
[00:23:03.350 --> 00:23:08.374]  I've got a bunch of videos I'm gonna get to now and then Tucker Carlson of this happening.
[00:23:08.374 --> 00:23:10.036]  Now this is just yesterday.
[00:23:11.527 --> 00:23:15.110]  The video's on Infowars.com and Newswars.com.
[00:23:15.110 --> 00:23:20.895]  I suggest you scroll down halfway down the page and find it, because it's from yesterday, from last night, and get it out to people.
[00:23:20.895 --> 00:23:36.869]  But this is Houston, with a man out front of his house seeing a trendy skinny jeans person, who again, watched too much Harry Potter movies, or read too many Harry Potter books, coming over in his little skinny jeans, and pulling up
[00:23:37.927 --> 00:23:39.148]  Signs in the man's yard.
[00:23:39.148 --> 00:23:42.571]  Then he goes over to the man's neighbor and starts pulling up the signs.
[00:23:42.571 --> 00:23:44.973]  And then he runs into a bar called the Black Hole.
[00:23:44.973 --> 00:23:48.376]  So it's perfect that the demon then runs into a black hole.
[00:23:48.376 --> 00:23:54.120]  Which I'm sure if he doesn't repent and get with Christ, he will be going to that demon into a black hole.
[00:23:54.120 --> 00:23:58.104]  And then say, I HATE TED CRUZ, YOUR MOTHER, YOU KNOW WHAT YOUR MOTHER DOES IN HELL!
[00:23:59.113 --> 00:24:10.556]  So whether they're trying to freak out and see Christians as conservatives or conservatives as Christians, they ally themselves with the left-hand path, the leftists, they see themselves as the devil archetype, as bad.
[00:24:10.556 --> 00:24:16.937]  And they see a Cruz supporter as the Christian archetype.
[00:24:16.937 --> 00:24:17.378]  You understand?
[00:24:17.378 --> 00:24:18.898]  So they're targeting that.
[00:24:18.898 --> 00:24:20.418]  So that's their colors.
[00:24:20.418 --> 00:24:24.099]  That's why so many Antifa and left now wear pentagrams.
[00:24:24.099 --> 00:24:25.980]  Which is, a pentacle is a symbol of a human.
[00:24:25.980 --> 00:24:27.100]  Your head, your arms, your legs.
[00:24:28.396 --> 00:24:29.796]  On Michelangelo.
[00:24:29.796 --> 00:24:31.377]  And so they reversed that.
[00:24:31.377 --> 00:24:33.837]  It's a person crucified upside down.
[00:24:33.837 --> 00:24:39.018]  So let's go ahead and go to this creature.
[00:24:39.018 --> 00:24:40.758]  Here he is.
[00:24:40.758 --> 00:24:41.858]  That is my property.
[00:24:41.858 --> 00:24:42.779]  It is your property?
[00:24:42.779 --> 00:24:44.659]  Yes.
[00:24:44.659 --> 00:24:45.059]  Okay.
[00:24:45.059 --> 00:24:47.259]  This is... Oh, that's your property too though, huh?
[00:24:47.259 --> 00:24:48.780]  That's my neighbor's property.
[00:24:48.780 --> 00:24:50.540]  He's a gun owner.
[00:24:50.540 --> 00:24:54.341]  Oh, I'm a gun owner too!
[00:24:54.341 --> 00:24:55.701]  I would watch... Be careful.
[00:24:57.799 --> 00:24:59.980]  If you guys shoot me over that, that would be great.
[00:24:59.980 --> 00:25:04.522]  That would be really, like, you know, appropriate response.
[00:25:04.522 --> 00:25:05.283]  Pulling up Ted Cruz signs.
[00:25:05.283 --> 00:25:06.984]  I have about a hundred of these.
[00:25:06.984 --> 00:25:08.944]  I'm about to put more out.
[00:25:08.944 --> 00:25:09.125]  Cool.
[00:25:09.125 --> 00:25:09.665]  All right.
[00:25:09.665 --> 00:25:12.546]  Well, I'll feel better about that.
[00:25:12.546 --> 00:25:18.009]  Pulling up the Ted Cruz signs, walking across the street, back to the black hole.
[00:25:18.009 --> 00:25:20.830]  I hate Ted Cruz!
[00:25:20.830 --> 00:25:22.551]  I hate Ted Cruz!
[00:25:22.551 --> 00:25:23.792]  I hate Ted Cruz!
[00:25:30.876 --> 00:25:33.998]  Look at those skinny jeans.
[00:25:51.387 --> 00:25:52.949]  I've lived here for 15 years.
[00:25:52.949 --> 00:25:54.710]  Not had this behavior.
[00:25:54.710 --> 00:25:56.171]  He just went nuts.
[00:25:56.171 --> 00:25:57.493]  Tore up our signs.
[00:25:57.493 --> 00:26:02.517]  I tore up his Ted Cruz sign because I've lived here for 26 years.
[00:26:02.517 --> 00:26:04.398]  Grew up here.
[00:26:04.398 --> 00:26:05.039]  You moved here?
[00:26:05.039 --> 00:26:06.480]  You moved to Montrose?
[00:26:06.480 --> 00:26:08.022]  You're from Montrose?
[00:26:08.022 --> 00:26:10.844]  Nah, Ted Cruz does not belong in Montrose.
[00:26:10.844 --> 00:26:11.665]  Go to the Woodlands!
[00:26:16.001 --> 00:26:26.627]  Now, notice the territorialism, the swaggering, the violence, the hate, the demonic affectation.
[00:26:26.627 --> 00:26:31.630]  And I'll show you video after video when we come back of the same thing.
[00:26:31.630 --> 00:26:33.952]  And that's because that's the spirit of these people.
[00:26:33.952 --> 00:26:36.774]  Even clean-cut women at the Capitol.
[00:26:36.774 --> 00:26:38.875]  This happened several times in Texas, a famous video.
[00:26:40.777 --> 00:26:46.301]  Liberal women will be walking through and see a prayer vigil to try to restrict abortion, and they will start saying, Satan!
[00:26:46.301 --> 00:26:50.684]  Give us a power to kill the baby!
