[00:00.000 --> 00:14.680]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[08:34.880 --> 08:41.880]  you're listening to alex jones
[08:41.880 --> 08:58.880]  she had the whole show and that's a natural fact with kina cane i've got to tell ya polka
[08:58.880 --> 09:05.760]  is his game ladies and gentlemen we are live broadcasting worldwide fighting in the info
[09:05.760 --> 09:12.760]  war toe to toe with the new world order the globalist the united states has 315 million
[09:16.840 --> 09:23.840]  people in it the borders are being completely collapsed as we speak the united states is
[09:25.440 --> 09:32.440]  being advertised as a dumping ground for anyone that wants to come here obama is giving them
[09:32.440 --> 09:39.440]  lawyers is freezing deportations is freezing prosecutions of felons if they're illegal
[09:39.560 --> 09:46.040]  for committing arson rape and murder hundreds of thousands of criminals have been released
[09:46.040 --> 09:51.360]  in the last two years alone sixty thousand in the last month sixty three thousand it
[09:51.360 --> 09:57.120]  is full scale destruction of the country the power plants are being shut down half of our
[09:57.120 --> 10:02.760]  energy supply is being shut off right now a devastating tax on everyone a poverty control
[10:02.760 --> 10:08.720]  tax al qaeda is publicly being released and weaponized and let out a prison all over the
[10:08.720 --> 10:14.280]  world and being prepared to attack the united states again they have the former head of
[10:14.280 --> 10:19.280]  these operations alexander of course came out and said that we are going to be hit so
[10:19.280 --> 10:26.280]  give up all of your rights and we are seeing the public conversion of the war on terror
[10:28.440 --> 10:35.440]  supposedly being for muslim extremist a foreign outside threat and as we predicted you're
[10:35.760 --> 10:42.760]  seeing homeland security completely inverted against the tea party libertarians conservatives
[10:42.760 --> 10:49.760]  you name it remember i've been telling you intensely for six years that the system is
[10:50.760 --> 10:57.760]  going to shift homeland security on to the liberty movement aka americana people that
[10:59.480 --> 11:06.480]  want to keep america somewhat free and somewhat free market if you're a milk toast conservative
[11:06.480 --> 11:13.120]  you're being listed as a terrorist and it's a social attempt to intimidate everyone to
[11:13.120 --> 11:19.440]  basically run up a communist flag or a marxist flag or a socialist progressive flag outside
[11:19.440 --> 11:26.440]  of their house in the culture to openly announce yourself with the system or they're saying
[11:27.040 --> 11:34.040]  they'll label you a racist a homophobe or a terrorist and that's what's now happening
[11:34.040 --> 11:41.040]  and if we give into this authoritarianism that is the opposite of thomas jeffersonian
[11:41.040 --> 11:46.840]  liberalism true liberalism means freedom true liberalism was thomas jefferson saying when
[11:46.840 --> 11:52.200]  the government fears the people there is liberty when the people fear the government there
[11:52.200 --> 11:59.200]  is tyranny that would be called terrorism today stating that basic fact and so what
[11:59.200 --> 12:06.200]  we now have unfolding is a total and complete balls to the walls rollout balls to the walls
[12:08.200 --> 12:15.200]  is a aviator term for pedal to the metal shoving the throttle all the way forward and they
[12:15.200 --> 12:31.200]  have shoved it balls to the wall boom as far as it'll go down into the console full power and that tells you they're getting ready to make their move and you notice that going along with glenn beck and others brought to the wall
[12:31.200 --> 12:42.200]  does a lot of great work that site and it's helping libertarianize their hubbocken party and it puts out a lot of great research I'm a big fan of brightbark.com they've had a few of their neo conwriters attack me and say alex jones is linked to violence alex jones is linked to violence
[12:42.200 --> 13:02.200]  is going to cause violence and we've covered that just a few weeks ago and I said you better watch it because A that's not true but B more importantly you're going to get blamed as well.
[13:02.200 --> 13:22.200]  by trying to cozy up to this and now that's all of the news that this supposed shooter one of the two shooters the joker who now we find I was into the satanism and all sorts of just evil which is continually the same M.O.
[13:22.200 --> 13:38.200]  for the real mass shooters is devil worshipping death obsessed pips I've said you want to profile somebody they're always devil worshipping pips into death we don't even know if it's a true story because of the fact that the establishment's been caught staging
[13:38.200 --> 13:58.200]  false flags before on record they've been caught lying about everything under the sun so you can't on the face believe anything they say or do because they admit that they lie to the public routinely in between saying that your children belong to them so this is the archipelago of a
[13:58.200 --> 14:19.200]  bizarreness that we have to navigate but let me quantify it very simply here the fact that info wars dot com is under unmitigated sustained continual hysterical attack is because in all the M.S.
[14:19.200 --> 14:47.200]  NBC and CNN pieces we've got there's like six of them that we found so far they say we need the republicans to stop going down this path and to not be radicalized and to not listen to Alex Jones we need to ostracize him we need to shut him down or it's going to really discredit you republicans
[14:47.200 --> 15:07.200]  just just do not be involved I mean there and three of these clips I've seen they're begging saying we the democrats are going to deescalate the rhetoric we want to be friends we want to be nice now why are they doing that ladies and gentlemen because they're scared to death
[15:07.200 --> 15:29.200]  the White House put runs media matters on record there it's almost all of our former staff at the White House they have weekly briefings and you notice MSNBC CNN all of them follow what media matters says as the script is loaded into the teleprompters so that's why the website's important has hardly any traffic the public doesn't read it
[15:29.200 --> 15:50.200]  but the London Guardian the Associated Press Reuters they all go and get their talking points from there and the talking point is go after Alex Jones and then that is vomited out everywhere to try to scare people away from this broadcast to try to make people not listen to what we have to say and define reality
[15:50.200 --> 16:04.200]  and say this guy did this because he was a fan of Alex Jones remember the supposed Boston bombers we expose they had drills that day we expose evidence of false flag which all came out later
[16:04.200 --> 16:20.200]  that the older brother was under CIA payroll that even came out in mainstream German and Russian news and the Russians had blown his cover so then US news had to cover it I mean that's to be investigated I don't know exactly what happened there but definitely a double agent bare minimum okay there was more going on in Boston than we were told
[16:20.200 --> 16:35.200]  they were trying to kill both of them to cover it up and one brother's pled not guilty nobody even cares about that you know we can play the clip where they said you know they were fans they did it because of Alex Jones and he's deeply racist
[16:35.200 --> 16:42.200]  we have the clip on screen of your TV viewer MSNBC Blames Boston bombing on deeply racist Alex Jones close quote
[16:42.200 --> 16:59.200]  so I've been through this before folks I live this where three cops get killed in Pittsburgh and they say the guy did it for me within two hours and we go to the guy's own postings on the white supremacist websites run by the feds and he openly says he hates me for years and wants to get me and I better watch it
[16:59.200 --> 17:18.200]  never said anything nice about me attack me on my own website but they said he did it for me so see I'm used to this ladies and gentlemen so we did find one of the clips of literally hundreds where I said during the Bundy Ranch event I would look for them to kill cops
[17:18.200 --> 17:33.200]  shut up Patsy's and blame it on Alex Jones we have that clip we're going to play it in a moment I've been living this for almost 20 years fact more than 20 years is towards Humphries pointed out on air when he was a guest yesterday I've known George about 21 years
[17:33.200 --> 17:48.200]  I've been involved at least 22 but on air 19 and a half I've been through it folks and for a normal person who hasn't seen all this crazy stuff
[17:48.200 --> 18:10.200]  criminals just have no idea how bizarre the globalist are and that they're psychologically predisposed to commit crimes the same way over and over again everybody's pathological everybody does things the same way or tends to but with criminals in their psychology
[18:10.200 --> 18:28.200]  it's like a dog to their vomit over and over again they do the same thing and so you learn the patterns and sometimes it's a real attack but then you look at how statistically it's incredibly rare and in every MSNBC clip we've got
[18:28.200 --> 18:42.200]  to play over and over again it's an epidemic it's an epidemic it's an epidemic you go up to info wars.com Indiana Sheriff we need military equipment because US is a war zone and there's an epidemic of veteran violence go look at the statistics we've written an article about it
[18:42.200 --> 19:00.200]  it's not true there is no epidemic mass shootings are flat overall shootings are down 52% just departments own numbers but they don't care they say we've got to have all these weapons across America police departments are quietly preparing for war with who the tea party gun owners and veterans
[19:00.200 --> 19:18.200]  that's the globalist takeover but it will become a self-profilling prophecy if they stage the events and if they stage some events or hype it enough Patriots going to kill cops Patriots going to kill cops there will be naturally organic crazies
[19:18.200 --> 19:34.200]  of the same profile it's always weird devil worshipping people that dress up like DC comic characters and who are into death who go out and who are on drugs and who have criminal records that go out and do this
[19:34.200 --> 19:50.200]  when it's real and then you've got the media editing things like that like the what the the White House media matters this is key this is coming up runs this clip where I say it's totally staged
[19:50.200 --> 19:59.200]  of course we're going to get the full clip you got to find it the three hour show because I remember saying it's either organically the evil culture has done it or it was staged
[19:59.200 --> 20:11.200]  the best free fuel stoves on the market for disasters and survival are silver fire it's clean cooked stove technology allows you to pasteurize emergency drinking water cook a meal or sanitize your cookware with just twigs
[20:11.200 --> 20:24.200]  a US veteran owned company silver fires mission is emergency and recreation cooking products made of quality stainless steel silver fires wide line of indoor and outdoor models range from solo backpack models to large family units cook cleanly and for free
[20:24.200 --> 20:38.200]  get yours today at silver fire dot US that's silver fire dot US attention all radio listeners survival life is giving away free credit card knives exclusively to our radio listeners
[20:38.200 --> 20:59.200]  visit free covert knife dot com to see this covert knife in action and to claim yours free it's the same knife you've seen airline magazines for twenty nine ninety five but today it's yours free just pay shipping and handling go to free covert knife dot com go now
[20:59.200 --> 21:16.200]  to have a fighting chance against cold and flu bugs get the world's best garlic extract Allison plus see fight viruses bacteria and fungi with Allison plus see scientifically proven and double blind studies using low doses to greatly reduce the number severity and duration of common
[21:16.200 --> 21:32.200]  colds Allison plus see contains three hundred milligrams of stabilized Allison the active ingredient in crushed garlic studies show Allison plus see is effective against MRSA bacterial fungal and viral infections one tablet of Allison plus see has the equivalent of forty close of garlic Allison plus see
[21:32.200 --> 21:49.200]  supports your body's resistance to all types of conditions and can help lower high blood pressure and high cholesterol so boost your body's resistance to infection with nature's best garlic extract Allison plus see to order call eight five five Allison that's eight five five two five five four two four six
[21:49.200 --> 22:09.200]  or go to Allison plus dot com spelled a l l i c i n plus dot com get Allison plus see from affinity health products hi i'm doctor Edward group it took me twenty years of searching the globe to find the deposit of the highest purity iodine available
[22:09.200 --> 22:30.200]  the new survival shield x2 is mined from seven to ten thousand feet below the earth in pristine environmentally clean conditions the iodine crystals we use are extracted from an ancient three hundred million plus year old deposit deep in the earth
[22:30.200 --> 22:49.200]  it's the strongest nascent iodine on the market today it delivers six hundred and fifty micrograms per drop experience the new formula experience the ancient purity shield your family survival shield x2 available now at info wars life dot com
[22:49.200 --> 23:12.200]  or call toll three eight eight eight two five three three one three nine our founders pledge their lives fortunes in sacred honor to fight tyranny and it's time to fight again I'm Tisha Casada and I'm running as an independent for congress in Colorado I fight to end the military police state ban GMO toxic foods and abolish legal tender laws
[23:12.200 --> 23:26.200]  you're donating some of your hard-earned fiat currency to help me fight donate twenty five dollars or more and you receive a gift to awaken others I need and appreciate your support please donate at Casada twenty fourteen dot com that's C A S I D A twenty fourteen dot com
[23:26.200 --> 23:45.200]  silver has always been nature's very own antibiotic and only one system allows you to generate an endless supply of natural silver solutions silver lungs dot com you'll find no wild claims or pseudoscience just a lifetime of nano sized pure silver solutions the silver lungs generator allows you to make your own so stop paying for
[23:45.200 --> 23:59.200]  silver solutions the unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach see the silver lungs generator and lung delivery system at silver lungs dot com that's over lungs dot com
[24:15.200 --> 24:37.200]  I still have time you might still get by every time I think about it I want to cry with bones in the deal little kids keep coming they're waiting with ease in the time to be alone
[24:37.200 --> 24:59.200]  so the federal government is openly buying millions of rounds of ammo deploying weaponized drones against the American people publicly announcing it deploying thousands and thousands of giant armored wheeled tanks and openly saying their main enemy is returning veterans who are going to be attacking police when none of that's happening
[24:59.200 --> 25:19.200]  you've got the media saying I'm going to cause people to kill cops for years and then now magically it's happening can you say set up bare minimum as I said about ten times yesterday this is being sponsored by the sick culture of death
[25:19.200 --> 25:38.200]  this is the culture of death general mass mind control of a sick society obsessed with torture porn obsessed with destruction porn I mean even CNN an article about Godzilla and why are we obsessed with destruction porn
[25:38.200 --> 25:56.200]  and girls going out stabbing other girls because they're a fan of you know a comic book character that stabs people what's he called skinny man thin man slender man yeah all of this going on and people killing in the name of the Joker
[25:56.200 --> 26:10.200]  there's no discussion about how sick the society is or why is it always the same MO when it's a real event another stabbing is now been linked to the slender man meme
[26:10.200 --> 26:29.200]  there's no discussion of these people always in the macabre and Satanism and death and the nihilistic society it's no Ronald Reagan was on somebody's Facebook so it's Ronald Reagan's fault I mean I'm right next to Ronald Reagan on his website a Ronald Reagan speech on the supposed you know ring
[26:29.200 --> 26:53.200]  leader shooter on his Facebook that's like saying the police in Southern California are guilty because Dorner was a cop and went and shot people it's just incredible I stand for what I stand for and that is no
[26:53.200 --> 27:08.200]  offensive violence and the last thing you want to do even if a civil war starts I've said is go after the rank and fall general minions of the system you want to reach out to them and wake them up and we want to stop this civil war from happening
[27:08.200 --> 27:20.200]  that the globalist are clearly gearing up for and admitting they're preparing for that's the big issue is that they're telling us to square off and kill each other that's the big scandal
[27:20.200 --> 27:31.200]  and then using tragic events like this that we stand against every day to then projected onto us
[27:31.200 --> 27:43.200]  this is what's happening this is the framing of the future battle space before it all kicks off and I hope we can stop it from kicking off because it's going to be bad for every American in this country
[27:43.200 --> 27:52.200]  I know most police are informed and awake and care about their communities and do want to protect and serve and have not been federalized and a lot of feds are good people
[27:52.200 --> 28:02.200]  but if this civil war kicks off it's going to be hellish and if the police and military think a bunch of armored vehicles and helicopters are going to do anything
[28:02.200 --> 28:15.200]  in a asymmetrical civil war it's going to be like hell on earth in this country Americans and libertarians and patriots and veterans whose backs are against the wall
[28:15.200 --> 28:26.200]  is going to look like millions of rambos turned loose in the country against the globalist I mean it is going to be a disaster
[28:26.200 --> 28:35.200]  millions of former military special forces you name it who know they're targeted who know they're being demonized it's all public
[28:35.200 --> 28:44.200]  and your PSYOP doesn't work against them and they're sitting there watching it all happen and trying to keep their head down not looking for trouble
[28:44.200 --> 28:55.200]  but the social engineers the psych warfare chiefs at the White House and MSNBC and CNN think you're so stupid
[28:55.200 --> 29:02.200]  that you're just going to go along with it
[29:02.200 --> 29:08.200]  they're not buying billions of rounds of ammo and admitting they're gearing up for war with the Tea Party for nothing
[29:08.200 --> 29:15.200]  notice the Tea Party is doing nothing nothing violent has done nothing and they just keep saying we're going to kill we're going to attack it's going to happen
[29:15.200 --> 29:19.200]  so I'm saying hey they might stage something they have a history of it
[29:19.200 --> 29:27.200]  we're going to come back and play all the clips and then magically it happens right in Harry Reid's state right in that city
[29:27.200 --> 29:36.200]  and the whole thing reads like something scripted just like the Bo Bergdahl situation all of it
[29:36.200 --> 29:43.200]  these are people that get on MSNBC and say we lied to you and said drones didn't exist when they do
[29:43.200 --> 29:48.200]  nevermind the man behind the curtain I mean we can't believe anything they say they stage fast and furious folks
[29:48.200 --> 29:59.200]  we're on the march the empires on the run Alex Jones and the GCN radio network
[29:59.200 --> 30:04.200]  a chemical spill contaminating the water supply in nine West Virginia counties
[30:04.200 --> 30:08.200]  this year alone over 300,000 people in West Virginia had their drinking water contaminate
[30:08.200 --> 30:12.200]  what are the health effects of having these drugs in our drinking water
[30:12.200 --> 30:20.200]  and forced medical treatment without the consent of residents my friends water filtration is one of the most basic actions you can take to protect you and your family
[30:20.200 --> 30:23.200]  from the harmful toxins and heavy metals in your tap water
[30:23.200 --> 30:27.200]  on average the county says it sprays with the glyphosate at least once a week
[30:27.200 --> 30:31.200]  few filters cut out the glyphosates that is found in water supplies worldwide
[30:31.200 --> 30:37.200]  removed pesticides herbicides chloramines hydrofluorosalic acid sodium hexafluorosilicate
[30:37.200 --> 30:41.200]  fluoride it is in tea it's in coffee it's in water it's in breads and toothpaste
[30:41.200 --> 30:45.200]  it's our responsibility to protect our families the establishment is not going to do it
[30:45.200 --> 30:48.200]  it's time to take action it's time to filter our water
[30:48.200 --> 30:55.200]  visit infowarstore.com and use promo code water to get 10% off their entire family of incredible products
[30:55.200 --> 31:00.200]  or call toll-free 888-253-3139
[31:00.200 --> 31:03.200]  Hi I'm Dr. Edward Groot
[31:03.200 --> 31:10.200]  it took me 20 years of searching the globe to find the deposit of the highest purity iodine available
[31:10.200 --> 31:17.200]  the new survival shield X2 is mined from 7 to 10,000 feet below the earth
[31:17.200 --> 31:21.200]  in pristine environmentally clean conditions
[31:21.200 --> 31:31.200]  the iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth
[31:31.200 --> 31:35.200]  it's the strongest nascent iodine on the market today
[31:35.200 --> 31:41.200]  it delivers 650 micrograms per drop experience the new formula
[31:41.200 --> 31:47.200]  experience the ancient purity shield your family survival shield X2
[31:47.200 --> 31:50.200]  available now at infowarslife.com
[31:50.200 --> 32:16.200]  or call toll-free 888-253-3139
[32:16.200 --> 32:20.200]  a company run by patriots for patriots was born
[32:20.200 --> 32:24.200]  my patriot supply has never taken a loan or accepted outside funding
[32:24.200 --> 32:30.200]  they now operate two distribution facilities and employ over 50 hardworking American men and women
[32:30.200 --> 32:33.200]  it is rare to find companies who practice what they preach
[32:33.200 --> 32:38.200]  and that's why I stock my pantry with high quality storeable foods for my patriot supply
[32:38.200 --> 32:49.200]  go to mypatriotsupply.com for slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927
[32:49.200 --> 32:55.200]  that's 866-229-0927 do business with someone who shares your values
[32:55.200 --> 32:59.200]  buypatriotsupply.com slash alex
[32:59.200 --> 33:13.200]  live from austin texas broadcasting worldwide it's alex jones
[33:13.200 --> 33:20.200]  we'll be fighting in the streets without children at our feet
[33:20.200 --> 33:27.200]  in tomorrow's today worship we'll be gone
[33:27.200 --> 33:31.200]  in the men who stir the song
[33:31.200 --> 33:34.200]  sit and judge when all are wrong
[33:34.200 --> 33:42.200]  they decide and the shotgun sings the song
[33:42.200 --> 33:46.200]  there were 31 shootings over the weekend
[33:46.200 --> 33:54.200]  four of them fatal in chicago but that's just another weekend in chicago with the gunband
[33:54.200 --> 33:57.200]  meanwhile two police get killed a citizen gets killed
[33:57.200 --> 34:00.200]  and then the two reported shooters get killed
[34:00.200 --> 34:07.200]  and before they even magically connected it to a facebook that had rand paul brightbart alex jones
[34:07.200 --> 34:13.200]  ronald reagan on it they were already blaming me and then magically of course it's all my fault
[34:13.200 --> 34:22.200]  so I've been through this over and over again but this isn't about alex jones it signifies that the establishment is making their move
[34:22.200 --> 34:28.200]  on so many fronts to convert homeland security completely over from outside al-qaeda
[34:28.200 --> 34:32.200]  who they publicly run who they publicly have had killed over 300,000 syrians
[34:32.200 --> 34:38.200]  and who they publicly have been caught launching multiple chemical attacks on syria and on civilians
[34:38.200 --> 34:41.200]  to then try to blame the syrian government
[34:41.200 --> 34:47.200]  and they got caught nato and turkey bbc even had to admit launching those
[34:47.200 --> 34:56.200]  and it's sy harsh's reported on it new yorker magazine confirmed staged by nato and obama is involved
[34:56.200 --> 35:01.200]  the obama administration is quarterbacking the funding and the weaponizing so
[35:01.200 --> 35:07.200]  I want to ask this question of media matters and msnbc and folks that work for the white house
[35:07.200 --> 35:12.200]  I understand your leftist ideologues it's all about power I understand you know your authoritarians
[35:12.200 --> 35:17.200]  and that you're basically psychologists that manipulate the public and I know you know who you are
[35:17.200 --> 35:20.200]  but you really are signing on to some evil
[35:20.200 --> 35:26.200]  we do have the cbs memo the reporter had to quit and leave cbs we're gonna get her on the show in the near future
[35:26.200 --> 35:30.200]  because it was so censored but she got the memo
[35:30.200 --> 35:35.200]  and I wondered how cbs broke it well she just did her job and it got to the cracks
[35:35.200 --> 35:41.200]  that they were staging fast and furious that killed thousands of mexico hundreds here
[35:41.200 --> 35:45.200]  including seven at least quote law enforcement officers most of them border patrol
[35:45.200 --> 35:49.200]  that was done to blame the second amendment
[35:49.200 --> 35:54.200]  now before that memo came out we were saying obviously it's a false flag to blame the second amendment
[35:54.200 --> 35:59.200]  and it came out it was a false flag to blame the second amendment and you can pull up the cbs memo
[35:59.200 --> 36:08.200]  just type it into the search engine that of the term
[36:08.200 --> 36:14.200]  pull up the exact thing from memory you type into the search engine
[36:14.200 --> 36:22.200]  why house or justice department wanted to use fast and furious restrict second amendment
[36:22.200 --> 36:25.200]  and then you've got the memo right there
[36:25.200 --> 36:31.200]  so if they've done false flags before
[36:31.200 --> 36:35.200]  if they've done this before
[36:35.200 --> 36:39.200]  and they have a history of it and they get on tv and admit that they lied to us
[36:39.200 --> 36:43.200]  and they laugh at us and they say raising debt limits doesn't raise that limits
[36:43.200 --> 36:47.200]  and they say if you have a business you didn't build it and your kids belong to the state
[36:47.200 --> 36:51.200]  and obama care has lowered your premiums even though it's increased them on average
[36:51.200 --> 36:56.200]  and you can keep your doctor there it is cbs news documents atf use fast and furious
[36:56.200 --> 36:59.200]  to make the case for gun regulations
[36:59.200 --> 37:06.200]  and you read the article and they go on to admit that it was a setup to blame that
[37:06.200 --> 37:10.200]  fast and furious to argue for controversial new rules about gun sales
[37:10.200 --> 37:15.200]  documents obtained by cbs news show that the bureau buckled back on firearms and explosives
[37:15.200 --> 37:21.200]  discuss using their covert operation to blame the second amendment
[37:21.200 --> 37:25.200]  and then you can click through the article and see the documents in the timeline
[37:25.200 --> 37:30.200]  okay so let's say there's a neighbor who's a convicted bank robber
[37:30.200 --> 37:34.200]  you got a neighbor who's a convicted bank robber and then there's a bank robbery
[37:34.200 --> 37:40.200]  a month after he moves in and you see his description on the news
[37:40.200 --> 37:46.200]  that it's 60 or so old man with gray hair and a long beard
[37:46.200 --> 37:52.200]  and you're looking out your back window at your neighbor who's just bought a new car
[37:52.200 --> 37:55.200]  and is eating a bunch of filet mignon in his backyard
[37:55.200 --> 38:00.200]  and he didn't have any money the week before and you're in a working class neighborhood
[38:00.200 --> 38:05.200]  you're gonna start to think maybe my neighbor robbed the bank
[38:05.200 --> 38:09.200]  he looks like he just came into a bunch of money he fits the description
[38:09.200 --> 38:14.200]  and I know he's a convicted bank robber
