[00:00.000 --> 00:29.840]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[15:27.840 --> 15:37.840]  About 25% are on prozac type drugs and now they're coming in and even teachers are blowing the whistle and taking mentally retarded children and telling them,
[15:37.840 --> 15:40.840]  you're really a girl, you're really the boy and chopping their genders off.
[15:40.840 --> 15:48.840]  And it's all government based eugenic sterilization like Hitler did, but it's all trendy because you call it transgenderism.
[15:48.840 --> 15:49.840]  But it's worse than that.
[15:49.840 --> 15:57.840]  The system makes you retarded, makes you autistic with a chemical, then it sterilizes you, essentially killing you.
[15:57.840 --> 16:01.840]  We all know that the outside toxins in the water is a serious health issue.
[16:01.840 --> 16:08.840]  Info Wars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower and sink in your home.
[16:08.840 --> 16:13.840]  That's why we're bringing you something to provide clean water for your whole house with one system.
[16:13.840 --> 16:23.840]  The Pro Pure whole house water filtration system is an advanced, four stage, compact filtration system that will provide water filtration for your entire home.
[16:23.840 --> 16:26.840]  Removing 220 plus contaminants from your water.
[16:26.840 --> 16:36.840]  It's compact in size, easy to install and maintain and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[16:36.840 --> 16:43.840]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[16:43.840 --> 16:51.840]  Head to infowarstore.com and whether it's your first water filtration purchase or you're looking to replace your current run down systems,
[16:51.840 --> 16:57.840]  it's time to go big and go home with the Pro Pure whole house filtration system today.
[16:57.840 --> 17:02.840]  You deserve a deep restful sleep with knockout by Info Wars Life.
[17:02.840 --> 17:13.840]  Our organic formula is made from high quality natural ingredients such as Valerian root extract, L tryptophan, lemon balm leaf extract and melatonin.
[17:13.840 --> 17:18.840]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[17:18.840 --> 17:27.840]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[17:27.840 --> 17:35.840]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[17:35.840 --> 17:37.840]  Wake up refreshed and take on the day.
[17:37.840 --> 17:45.840]  Info Wars Life wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[17:45.840 --> 17:49.840]  Get the sleep you deserve and experience the power of knockout.
[17:49.840 --> 17:53.840]  Head on over to infowarslife.com and say goodbye to fatigue.
[17:53.840 --> 17:58.840]  That's infowarslife.com.
[17:58.840 --> 18:03.840]  Info Wars Life is bringing you a breakthrough in modern medicine, introducing pollen block.
[18:03.840 --> 18:15.840]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms including promoting clear nasal and sinus passageways, eye comfort and respiratory functions.
[18:15.840 --> 18:24.840]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[18:24.840 --> 18:35.840]  They began studying this effect in published trials and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[18:35.840 --> 18:40.840]  Pollen block is natural and effective. It is not an antihistamine.
[18:40.840 --> 18:50.840]  In fact, current research has found that it actually acts by blocking the activity of triptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[18:50.840 --> 18:53.840]  Go outside and enjoy the air you breathe.
[18:53.840 --> 18:58.840]  Head to infowarslife.com and grab a pack of our pollen block chewable tablets.
[18:58.840 --> 19:04.840]  I have an opportunity for viewers and listeners that is the best in my 23 years on air.
[19:04.840 --> 19:10.840]  Obviously, water filtration is a great thing. It is a good thing. I have had water filtration sponsors since the day I got on air.
[19:10.840 --> 19:14.840]  Over the years, I learned a lot about water filtration. I learned what the best was.
[19:14.840 --> 19:20.840]  Now, the Alexa Pure Pro is their biggest, nicest, stainless steel unit that does the most gallons an hour. It is amazing.
[19:20.840 --> 19:22.840]  It has got all the bad stuff. It leaves the good stuff in the good minerals.
[19:22.840 --> 19:29.840]  Matt Redhawk and the Patriots over at my Patreon supply that have developed these filters ordered a huge amount of them this year.
[19:29.840 --> 19:34.840]  He has a glut of them. He's offering a filter that's a good deal at $249.
[19:34.840 --> 19:39.840]  When it's discounted, it's $200. It's $127.
[19:39.840 --> 19:43.840]  He's selling them to us at cost and we're making $27 bucks on them.
[19:43.840 --> 19:48.840]  So they're going to sell out very, very quickly. This is the gift of life, the gift of health. It's amazing.
[19:48.840 --> 20:00.840]  Alexa Pure Pro at infowarslife.com or infowarsstore.com or call AAA-253-3139.
[20:18.840 --> 20:31.840]  Live from Austin, Texas, broadcasting in Illinois, it's Alex Jones.
[20:31.840 --> 20:48.840]  Okay. What I'm about to cover is something that potentially will guarantee, say, thousands and thousands and thousands of lives in just the next year or so.
[20:48.840 --> 21:15.840]  Guarantee. It will also save tens of billions of dollars, but it will also let us rediscover something like fire or the wheel or the theory of thermodynamics that we've lost in many cases or the idea of a constitutional republic.
[21:15.840 --> 21:27.840]  It was a big debate 30 years ago and a big debate 20 years ago by major firefighting associations and the Bureau of Land Management and the National Forest Service and state governments.
[21:27.840 --> 21:37.840]  And Texas is one of the few states that said we're not going to comply with federal land management, plus Texas only has a few percentage points of its land being federal places like Big Bend.
[21:37.840 --> 21:45.840]  We're less than 10%, some states like Utah are almost 90%. And so here's the bottom line.
[21:45.840 --> 21:58.840]  Trump comes out in the last few weeks as California burns the worst fires in its modern history and says you're supposed to have fire mitigation programs that stop that.
[21:58.840 --> 22:06.840]  And so the media at press conferences said, was all over the news, said, look at this idiot. What's he talking about? He's blaming firefighters.
[22:06.840 --> 22:12.840]  He said, yeah, you got to break the brush. You got to cut it. You got to have gaps.
[22:12.840 --> 22:28.840]  Now, all Trump was saying is what the National Firefighting Association, the National Logging Association and others for 30 years have been saying until 30 years ago under George Herbert Walker Bush is when it started.
[22:28.840 --> 22:36.840]  He signed on the UN, Wildlands Treaty. We're going to show you that treaty in a moment and the maps of it.
[22:36.840 --> 22:45.840]  Everywhere in the world, not just here, but in ancient Africa and Native Americans. Have you ever driven around in the countryside anywhere and see old houses, old churches?
[22:45.840 --> 22:56.840]  And they've got like a one or two foot mound of rocks around them. You go, what does that keep out? Why do they have those walls like a hump?
[22:56.840 --> 23:03.840]  Whether you're in Africa or whether you are in Spain or whether you are in Japan, what is that?
[23:03.840 --> 23:13.840]  Well, everybody's got lightning. Everybody's got dry seasons. And so you don't have fire departments 200 years ago, 500 years ago, 1,000 years ago.
[23:13.840 --> 23:20.840]  You use what they call fire breaks. Now, I know for the general audience, you're like, yeah, like two plus two equals four.
[23:20.840 --> 23:26.840]  I'm talking to the general public who's tuning in for the first time because I've got the stacks of articles on the show.
[23:26.840 --> 23:34.840]  You saying celebrities and firefighters are angry at Trump. They don't quote any real firefighters. They just quote some idiot celebrities.
[23:34.840 --> 23:43.840]  The National Forest Service still puts two foot wide spaces every couple hundred yards. They use a plow.
[23:43.840 --> 23:50.840]  And there's famous South African examples where hundreds of millions of acres have been saved by a single road. We can show that photo for TV viewers.
[23:50.840 --> 23:55.840]  Just type in firebreak into a search engine and you'll get even Wikipedia is accurate on this.
[23:55.840 --> 24:07.840]  And it will show you 100 years ago, 50 years ago, 30 years ago, the National Forestry Service and others saying if you've got dead brush,
[24:07.840 --> 24:15.840]  pile it up, use it, burn it, use it for nitrogen on your crops and build fire breaks, humps around your crops or around your house,
[24:15.840 --> 24:20.840]  at least about two feet high and three feet wide.
[24:20.840 --> 24:29.840]  So this was what we had before fire departments or TV viewer plow around to prevent forest fires.
[24:29.840 --> 24:38.840]  See your fire ward, US Department of Agriculture, Forest Service, State Forest Service. And if you drive around anywhere in the country and you see older crops,
[24:38.840 --> 24:46.840]  new crops don't have this, you'll see a hump, a mound about two feet high, three feet wide all around it.
[24:46.840 --> 24:54.840]  You're like, why is that around the field? They got a fence outside. What does that keep out? It keeps fire out.
[24:54.840 --> 25:01.840]  It doesn't keep deer out or bunny rabbits out or skunks out. It keeps fire out. And I know for rural audiences you're like, Alex,
[25:01.840 --> 25:08.840]  you're talking to us like how we put our socks on. Hey, that's the separation. Those of us that come from farming and ranching families,
[25:08.840 --> 25:11.840]  those of us that come from the land, we get all this, okay?
[25:11.840 --> 25:16.840]  For people that grew up in big high rises, they hear Trump going, they have bad fire mitigation.
[25:16.840 --> 25:25.840]  They need to put in fire breaks and need to do control burns. And the media can go, look at this crazy cook. He's nuts.
[25:25.840 --> 25:34.840]  Now the media knows he's saying two plus two equals four. Submarines need doors on them. Humans breathe oxygen, waters wet.
[25:34.840 --> 25:41.840]  But that's really the dichotomy of the incredible, invincible ignorance of the leftist and the general public.
[25:41.840 --> 25:50.840]  It's all over Tobare. It's seeing in, making fun of the president. Oh, he says, rake the brush. Oh, oh, oh, oh.
[25:50.840 --> 25:57.840]  The Aborigines in Australia, the government of Australia, the government of Japan, the government of Indonesia,
[25:57.840 --> 26:03.840]  the government of Russia, the government of China, they all build fire breaks.
[26:03.840 --> 26:13.840]  You go out in the Texas Hill Country, built by Poles and Germans mainly, and every house has a two foot tall, three foot wide hump of rock.
[26:13.840 --> 26:23.840]  You go to China, they got the exact same thing because it stops fire when there's a lightning strike at 2am and you wake up in your houses on fire.
[26:23.840 --> 26:29.840]  You build a fire break, your house doesn't burn down. And look, this is so fundamental.
[26:29.840 --> 26:35.840]  Even the Audubon Society admits that hundreds of millions of acres have burned down since the policy of no fire breaks.
[26:35.840 --> 26:39.840]  And they came out, the biggest environmental group, and said, we need to build them.
[26:39.840 --> 26:45.840]  Trump two years ago got control and said, put fire breaks back in. And the feds have been doing it. The BLM's been doing it.
[26:45.840 --> 26:51.840]  The average BLM employee is absolutely, they have all the equipment they've been wanting to do it.
[26:51.840 --> 27:00.840]  California, though, said no two years ago. There isn't one fire break, one controlled burn, until a quote, emergency happens.
[27:00.840 --> 27:07.840]  Then they get bulldozers out, trying to build one when the fire is coming in 50 mile an hour winds, and then firefighters die.
[27:07.840 --> 27:13.840]  And that's what's so frustrating is that even on InfoWars.com, I shot a special report about this yesterday.
[27:13.840 --> 27:18.840]  I showed all the articles, all the documents, all the statements, and I saw half the comments going, oh, shut up.
[27:18.840 --> 27:25.840]  You want to earth the earth, you cook, you know, blah, blah, blah. When this is a fact, the earth's always had lightning.
[27:25.840 --> 27:32.840]  It's always had giant fires. Humans learned how to use the fallen wood to cook with or for fertilizer when you burn it.
[27:32.840 --> 27:41.840]  It makes great nitrogen. Every year, I live here in Texas, every year after the summer in the fall, we have amazing sunsets.
[27:41.840 --> 27:46.840]  And sometimes you cough because there's so much smoke in the air if the wind goes north.
[27:46.840 --> 27:53.840]  Imagine the Mexicans and the Guatemalans grabbing all the dead wood and all what's left of the corn.
[27:53.840 --> 27:57.840]  90% of it isn't good corn. It's the leaves and everything.
[27:57.840 --> 28:07.840]  And they pack it all up and they burn it and they spread it over the field. They're fertilizer. They don't need to buy fertilizer.
[28:07.840 --> 28:18.840]  And so they get fertilizer. And if there's a lightning strike, imagine if a corn farmer in, say, central Mexico left four feet of corn,
[28:18.840 --> 28:25.840]  just cut the top off the corn and just left big old dead corn plants out there dry in the sun for months.
[28:25.840 --> 28:31.840]  And then lightning strikes. What happens to your farmhouse? It strikes, it burns, huge waves of fire grow,
[28:31.840 --> 28:37.840]  and then jumps, roads, everything in your whole air burn. They don't have wildfires in Mexico, folks.
[28:37.840 --> 28:42.840]  They've got farmers everywhere that control the land. We used to have them, too.
[28:42.840 --> 28:48.840]  They took them away and now we're in a tender box and Trump is telling the truth and they're acting like he's a crazy person.
[28:48.840 --> 28:57.840]  When we come back, we'll show you the shocking evidence of other Democrats on purpose to sabotage America and block real fire management.
[28:57.840 --> 29:01.840]  You need to support independent media that's under attack. We're under attack by these globalists.
[29:01.840 --> 29:05.840]  As you know, your support's been amazing. We make it easy to support us because we have great products.
[29:05.840 --> 29:12.840]  And we're announcing a mega blowout sale at infowarstore.com to fund us into the new year.
[29:12.840 --> 29:16.840]  So we have a budget to continue on in the face of their attacks.
[29:16.840 --> 29:24.840]  Super male and super female vitality is incredibly high quality, cold pressed herbs known for strength, stamina, libido energy.
[29:24.840 --> 29:29.840]  It's amazing. It is a whopping 57% off.
[29:29.840 --> 29:34.840]  Silver bullet, colloidal silver, super high quality. The best out there. Never gone this low.
[29:34.840 --> 29:37.840]  67% off to blow it all out.
[29:37.840 --> 29:44.840]  Brainforce Plus, now available, 50% off. Survival Shield X3, the best iodine out there.
[29:44.840 --> 29:47.840]  Brand new product, 50% off and free shipping.
[29:47.840 --> 29:58.840]  And we're continuing free shipping store-wide on Alexa Pure Breeze water filters and on all the other books and videos and material at the infowarstore.
[29:58.840 --> 30:04.840]  Our grandparents and great grandparents knew that they can't food during the fall, so they'd have it during the winter.
[30:04.840 --> 30:07.840]  And that's what I'm talking about at infowarstore.com.
[30:07.840 --> 30:17.840]  With infowarselect, it's the full spectrum of my patriots supply on the top, most respected companies out there.
[30:17.840 --> 30:22.840]  But because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[30:22.840 --> 30:27.840]  But I want to be a market leader and I want you to have storeable food so it's a total win-win.
[30:27.840 --> 30:33.840]  We have those incredible sell prices back at infowarstore.com on infowarselect, storeable foods.
[30:33.840 --> 30:39.840]  They've got special diet foods, they've got three-month supplies, year supplies, weak emergency supplies.
[30:39.840 --> 30:41.840]  They've got so many great products there.
[30:41.840 --> 30:42.840]  Maybe you got a three-year supply.
[30:42.840 --> 30:44.840]  If stuff happens, you can feed your whole block.
[30:44.840 --> 30:47.840]  It's up to us to be self-sufficient.
[30:47.840 --> 30:50.840]  You're buying war bonds, bringing great products together.
[30:50.840 --> 30:52.840]  With God's help, we are unstoppable.
[30:52.840 --> 30:58.840]  infowarstore.com and infowarselect, high-quality storeable foods powered by my patriots supply.
[30:58.840 --> 31:04.840]  We are kept afloat only by your loyal patronage and that's why we need you to go to the site now.
[31:04.840 --> 31:10.840]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[31:10.840 --> 31:20.840]  $25, $50, $100, $250, even $500 would be a godsend to our important work here to beat back the globalists
[31:20.840 --> 31:27.840]  and to destroy their campaign of censorship in which they want to strangle our first amendment rights.
[31:27.840 --> 31:32.840]  Hey, how would you like to take info wars with you wherever you go?
[31:32.840 --> 31:37.840]  Well, now you could do just that with the new official info wars app.
[31:37.840 --> 31:40.840]  And here's the best part. It is absolutely free.
[31:40.840 --> 31:45.840]  At the Apple Store and Google Play, you can join the info war today.
[31:45.840 --> 31:49.840]  Check it out right now at infowars.com forward slash app.
[31:49.840 --> 31:53.840]  It's the info wars official app, taken on the globalist at point blank range.
[31:53.840 --> 31:58.840]  And with your help spreading it and with your help downloading it, we are unstoppable.
[32:23.840 --> 32:28.840]  We are prepared with the natural fertility of the land to generate the world's finest coffee beans,
[32:28.840 --> 32:33.840]  carefully harvested and free of toxic chemicals used in big agricultural productions.
[32:33.840 --> 32:39.840]  Patriot blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[32:39.840 --> 32:47.840]  You can even choose to start your morning healthier with the immune support blend infused with a powerful blend to support your immune response and stamina.
[32:47.840 --> 32:50.840]  It's time to take care of your morning routine.
[32:50.840 --> 32:57.840]  Get a bag of Patriot blend coffee to support the show while enhancing your morning routine at infowarstore.com.
[33:20.840 --> 33:44.840]  Welcome back to the Alex Jones Sunday edition. I'm Alex Jones, your host for every Sunday, 4 to 6 p.m.
[33:44.840 --> 33:50.840]  Welcome back 11 a.m. The 3 p.m. Central weekdays. David Knight's 8 a.m. and an incredible job.
[33:50.840 --> 33:55.840]  Also, of course, Owen Troyer and the rest of the crew, the war on 3 p.m. every day.
[33:55.840 --> 34:02.840]  Okay. There is a global corporate policy.
[34:02.840 --> 34:07.840]  I mean, this is a big deal. This is the biggest deal. You understand this, you understand everything.
[34:07.840 --> 34:20.840]  To artificially suppress infrastructure that nation states have built that is designed to give the general public wealth and jobs and success.
