[00:00.000 --> 00:27.000]  Infowars, tomorrow's news, today.
[09:58.000 --> 10:04.000]  and then later it's linked to fentanyl and our media says don't go to Mexico.
[10:04.000 --> 10:06.000]  It's so dangerous.
[10:06.000 --> 10:13.000]  Well in the last week, three people I know, two of them very well or three groups I know,
[10:13.000 --> 10:19.000]  because in one group I'm good friends with the husband and the wife have known him for 27 years.
[10:19.000 --> 10:23.000]  I'm not going to say their names, they asked me not to this morning.
[10:23.000 --> 10:31.000]  But three groups of people in the last week who lost family members to fentanyl and at least in one case,
[10:31.000 --> 10:39.000]  their niece was a medical student who didn't do drugs and went to a party and fell down dead
[10:39.000 --> 10:40.000]  and they tested her blood.
[10:40.000 --> 10:47.000]  It was fentanyl, somebody obviously slipped it in her drink thinking it would make her, I guess, more pliable
[10:47.000 --> 10:56.000]  and she's dead and I actually knew her at her a couple times when she was a little girl.
[10:56.000 --> 11:04.000]  She was 24 years old and is dead.
[11:04.000 --> 11:10.000]  And so my point is, oh, three people died in Mexico in the last couple days of fentanyl.
[11:10.000 --> 11:12.000]  Okay.
[11:12.000 --> 11:25.000]  Well, I know three people who've died just in my circle of friends who had family die from fentanyl in the last week.
[11:25.000 --> 11:27.000]  I mean, it is scary.
[11:27.000 --> 11:31.000]  They say it's killing 100,000 people a year, ladies and gentlemen.
[11:31.000 --> 11:33.000]  It's killing way more than that.
[11:33.000 --> 11:43.000]  I know so many people who have lost family members, including sons and daughters to this.
[11:43.000 --> 11:50.000]  And now there's cases of 50, 60 year olds in places like Dominican Republic,
[11:50.000 --> 11:52.000]  which has been a nice place to go previously.
[11:52.000 --> 11:56.000]  I've never been there, but I hear it's nice and expensive.
[11:56.000 --> 12:05.000]  But they get in the minibar and somebody sticks fentanyl in the whiskey and they die.
[12:05.000 --> 12:09.000]  So this isn't something like you're a drug addict or you're a druggy.
[12:09.000 --> 12:12.000]  You go to a party, you take a hit off somebody's vape.
[12:12.000 --> 12:14.000]  They tell you it's THC or marijuana.
[12:14.000 --> 12:17.000]  You're dead or a baby's crawling around.
[12:17.000 --> 12:21.000]  You hear about this whole time on the ground at the park or outside and get some fentanyl on their finger
[12:21.000 --> 12:24.000]  and sticks it in their mouth and dies or almost dies.
[12:24.000 --> 12:26.000]  I mean, we see them every day.
[12:26.000 --> 12:31.000]  It's just to me, what are we going to do about this?
[12:31.000 --> 12:37.000]  I mean, it is just so crazy and I have four children.
[12:37.000 --> 12:51.000]  And I'm very blessed that the adult children don't even drink or smoke marijuana.
[12:51.000 --> 12:54.000]  And then the 15-year-old does it.
[12:54.000 --> 12:56.000]  It's not into that. That's good.
[12:56.000 --> 13:01.000]  And then, of course, my five-and-a-half-year-old has not ever had a chance to experience that.
[13:01.000 --> 13:02.000]  And that's good.
[13:02.000 --> 13:11.000]  But it just enrages me that you could have a child or they could be 15, they could be 30, they could be 25.
[13:11.000 --> 13:13.000]  And they go to a party.
[13:13.000 --> 13:19.000]  And now it's happened to older folks and somebody hands you a marijuana cigarette
[13:19.000 --> 13:25.000]  and you take a puff off of it and you're dead five minutes later.
[13:25.000 --> 13:29.000]  I mean, this is just crazy.
[13:29.000 --> 13:33.000]  Absolutely crazy.
[13:33.000 --> 13:41.000]  I have another friend who's in his early 70s and he was just having four or five months ago.
[13:41.000 --> 13:46.000]  His pacemaker updated.
[13:46.000 --> 13:50.000]  They said to go in and pick something and it's a minor surgery.
[13:50.000 --> 13:51.000]  It's seen as a minor heart surgery.
[13:51.000 --> 13:55.000]  No heart surgery is minor, in my view, but it's seen as one of the safest procedures.
[13:55.000 --> 14:00.000]  And it almost killed him.
[14:00.000 --> 14:08.000]  And he went into a coma for a couple of days because they decided to use the anesthesiologist,
[14:08.000 --> 14:19.000]  fentanyl, as the anesthesia, and it almost killed him.
[14:19.000 --> 14:26.000]  So this fentanyl, and you can look it up, the U.S. government created it, of course,
[14:26.000 --> 14:30.000]  back in the 70s.
[14:30.000 --> 14:39.000]  And now the Communist Chinese and MS-13 arrested criminal groups and figured out how to make it.
[14:39.000 --> 14:43.000]  And this is just the beginning of all these super synthetic drugs and stuff.
[14:43.000 --> 14:46.000]  I got to tell you this.
[14:46.000 --> 14:49.000]  I don't trust this criminal government to carry out the death penalty.
[14:49.000 --> 14:51.000]  I know they love to target innocent people.
[14:51.000 --> 14:57.000]  But at the same time, I really think they should expedite the execution of people selling fentanyl.
[14:57.000 --> 15:03.000]  You know, they don't have any fentanyl deaths in Communist China because if they catch you with opiates,
[15:03.000 --> 15:06.000]  they execute your ass.
[15:06.000 --> 15:14.000]  And there's very few executions a year in China of drug dealers because people know you do it, you're dead.
[15:14.000 --> 15:20.000]  But this has gotten so out of control, now we have hundreds of thousands of people dying a year.
[15:20.000 --> 15:26.000]  And I want to ask the question, the numbers are going straight up, by the way, it's getting worse every few months.
[15:26.000 --> 15:32.000]  What about all the people that are innocent who didn't even know they were taking fentanyl?
[15:32.000 --> 15:35.000]  Because I want to warn young people out there.
[15:35.000 --> 15:40.000]  It's not never a big drug guy, but in high school and college I tried this, I tried that, I never stuck a needle in my arm,
[15:40.000 --> 15:45.000]  but I tried cocaine a couple of times, tried methamphetamine, you know, tried things that always did not like it.
[15:45.000 --> 15:47.000]  That's why I never did it again.
[15:47.000 --> 15:50.000]  But you can't experiment with anything.
[15:50.000 --> 15:53.000]  Not pills, not somebody tells you it's ecstasy, anything, young people.
[15:53.000 --> 15:57.000]  Don't do anything. You cannot take anything.
[15:57.000 --> 16:26.000]  We'll be right back.
[16:28.000 --> 16:32.000]  We have the amazing Dr. Jones naturals, turmeric toothpaste, it's so much more.
[16:32.000 --> 16:34.000]  Find out more at InfowarsStore.com.
[16:34.000 --> 16:40.000]  We have the ashwagandha root pills with black powder extract to accelerate your libido, stamina, testosterone.
[16:40.000 --> 16:43.000]  We have pure ashwagandha gummies at InfowarsStore.com as well.
[16:43.000 --> 16:45.000]  These are all the highest quality products.
[16:45.000 --> 16:47.000]  The prebiotic is now finally back at stock.
[16:47.000 --> 16:49.000]  They're all there at InfowarsStore.com.
[16:49.000 --> 16:54.000]  So please take action now, enrich your life, empower your body, and keep us on air.
[16:54.000 --> 16:59.000]  Please take action now, InfowarsStore.com.
[16:59.000 --> 17:05.000]  We now have three new game-changing products that are in stock at InfowarsStore.com.
[17:05.000 --> 17:09.000]  And one of our best selling products sold out for over a year, that's now back at stock.
[17:09.000 --> 17:15.000]  Our prebiotic, does eat any introduction, with such amazing things, your gut flora, your overall health.
[17:15.000 --> 17:18.000]  What it does is essential, but read about it at InfowarsStore.com.
[17:18.000 --> 17:23.000]  And now, the fourth toothpaste designed by my dad, the last of her big hits, this one is really special,
[17:23.000 --> 17:27.000]  its turmeric concentrate with a bunch of other essential oils, and so much more,
[17:27.000 --> 17:30.000]  to take your mouth's health to the next level.
[17:30.000 --> 17:33.000]  We also have high quality ashwagandha root for your libido, your stamina,
[17:33.000 --> 17:37.000]  your testosterone with black pepper extract, to accelerate it as a pill.
[17:37.000 --> 17:42.000]  And we have ashwagandha root gummies as well, very strong, very powerful.
[17:42.000 --> 17:45.000]  Now, in stock at InfowarsStore.com.
[17:45.000 --> 17:49.000]  Go there, experience these great products and others, and fund the Infowars.
[17:49.000 --> 17:52.000]  The only way we fail is not taking action.
[17:52.000 --> 17:58.000]  God bless you, now please visit InfowarsStore.com and experience these powerful products for yourself.
[18:01.000 --> 18:04.000]  Humanity is in a fight for its very life.
[18:04.000 --> 18:11.000]  And Infowars, for decades, has been at the very forefront of the fight for a pro-human future.
[18:11.000 --> 18:14.000]  We can't stay on air without your help, and I want to thank you all for your past support.
[18:14.000 --> 18:18.000]  And I want to encourage those of you that have never bought products at InfowarsStore.com
[18:18.000 --> 18:22.000]  to go there and experience how amazing these products really are.
[18:22.000 --> 18:26.000]  Ultimate bone broth finally sold out for over two years, back in stock.
[18:26.000 --> 18:29.000]  Real Red Pill Plus, simply amazing.
[18:29.000 --> 18:33.000]  Nitric boosts what it does for your heart, and cardiovascular, critical.
[18:33.000 --> 18:37.000]  All these products, like Ultimate Krill Oil, Ultimate Fish Oil, Supermelt Vitality,
[18:37.000 --> 18:41.000]  they're all available at in stock, ready to ship to you right down InfowarsStore.com.
[18:41.000 --> 18:46.000]  And the final 1200 signed copies of my book, The Great Reset and the War for the World,
[18:46.000 --> 18:50.000]  and I'm not going to sign any more after that, are exclusively available at InfowarsStore.com as well.
[18:50.000 --> 18:54.000]  In the last month, I got a little busy, so I didn't sign the books, we didn't have them for sale.
[18:54.000 --> 19:20.000]  But now, I sign the last books, you get them right now.
[19:24.000 --> 19:28.000]  They took the babies out of 80 bears, and left the children to die on a cold spot.
[19:28.000 --> 19:32.000]  It was almost as if it were a plan in motion to get your tank hit.
[19:32.000 --> 19:36.000]  We need to go into the capitol, set, set, set!
[19:36.000 --> 19:40.000]  You will always have conspiracy theories, they are nothing but distract.
[19:40.000 --> 19:44.000]  You guys censored Harvard educated doctors, you silenced those voices.
[19:44.000 --> 19:48.000]  What we want to do in Davos is push the reset button.
[19:48.000 --> 19:56.000]  As soon as we start exposing The Great Reset, as soon as these globalists start going to prison!
[20:18.000 --> 20:26.000]  The World is in Deep Crisis. Welcome back to the Alex Jones Show.
[20:26.000 --> 20:36.000]  Here at TV Viewer, we have the set lit up as Washington DC, what it would look like
[20:36.000 --> 20:42.000]  after a hydrogen bomb detonated over it.
[20:42.000 --> 20:48.000]  That's really the future that I'm trying to avoid, and I think most of us here don't want to be in.
[20:48.000 --> 20:52.000]  I'm going to replace this background with the American flag.
[20:52.000 --> 21:00.000]  And the better things this country stands for than fentanyl and drag queen pedophile time and the New World Order.
[21:00.000 --> 21:02.000]  So next segment, we'll go with the American flag.
[21:02.000 --> 21:07.000]  I know I said go with this background because it is the destruction of our republic, we're witnessing,
[21:07.000 --> 21:11.000]  but I'm going to put up a more hopeful image because things are so dark.
[21:11.000 --> 21:15.000]  Why? Why have things clash?
[21:15.000 --> 21:22.000]  So let's get into the Trump situation, and then I'm going to open the phones up in the next two segments.
[21:22.000 --> 21:24.000]  I'm going to take six, seven calls.
[21:24.000 --> 21:31.000]  I want to hear from you ahead of Robert Barnes joining us on the impending Trump indictment.
[21:31.000 --> 21:37.000]  Now they're saying that the George Soros DA may get cold feet because even the feds didn't charge Trump with this,
[21:37.000 --> 21:45.000]  and it's not a state felony, but they've made it a felony, and so how are they even doing that?
[21:45.000 --> 21:51.000]  No president's ever been charged, and the reason no former or current president has ever been charged
[21:51.000 --> 21:57.000]  is that any district attorney could remove a president any time they wanted, basically.
[21:57.000 --> 21:59.000]  That's why presidents have veto power.
[21:59.000 --> 22:05.000]  It's why they have the power of the pardon because you've got to have a separation of powers in the government.
[22:05.000 --> 22:08.000]  It doesn't mean a president's above the law, they can be impeached,
[22:08.000 --> 22:15.000]  but there's never been a charge where anyone was willing to go that far to do it because it's so dangerous.
[22:15.000 --> 22:24.000]  And I'll hand it to DeSantis that he came out to Trump's defense and said this is wrong in a constitutional crisis,
[22:24.000 --> 22:30.000]  even though Trump is his main political adversary.
[22:30.000 --> 22:33.000]  But DeSantis also understands the numbers.
[22:33.000 --> 22:41.000]  Trump, just since this started, has gone from a dead heat in polls with DeSantis to at least 15 points on average ahead of him,
[22:41.000 --> 22:49.000]  and will be a political suicide for DeSantis not to do this because this is a question that's been fought for 240 years in the courts,
[22:49.000 --> 22:54.000]  and it's been a common-sense decision that you do not indict current or former presidents.
[22:54.000 --> 23:00.000]  It opens too big a can of worms and allows voters to have their will of who they're going to vote for blocked,
[23:00.000 --> 23:05.000]  and with Trump being the front-runner in the presidential field,
[23:05.000 --> 23:09.000]  and the Republican nomination department,
[23:09.000 --> 23:14.000]  and in any real numbers you look at meeting Democrats easily as well except for election fraud,
[23:14.000 --> 23:19.000]  this will only supercharge you and show why do they do it,
[23:19.000 --> 23:24.000]  because they can't help it and they're hysterical and they want total power.
[23:24.000 --> 23:28.000]  Why do you think Soros would get it over a thousand district attorneys in the country,
[23:28.000 --> 23:32.000]  get them into office with billions of dollars of money,
[23:32.000 --> 23:36.000]  and then have them release mass shooters?
[23:36.000 --> 23:40.000]  Right here where I live in Texas in the last year, two different mass shooters,
[23:40.000 --> 23:45.000]  one in Fort Worth and one in Austin, after they shot multiple people,
[23:45.000 --> 23:51.000]  were released within days from jail by Soros DAs because they were black.
[23:51.000 --> 23:57.000]  That's just cases where I live. It is crazy town, ladies and gentlemen.
[23:57.000 --> 24:03.000]  But at the same time, they let shooters and criminals and murderers and rapists out of jail.
[24:03.000 --> 24:09.000]  They want to prosecute Trump for a seven-year-old supposed crime that's not even been proven,
[24:09.000 --> 24:14.000]  but is alleged of paying off a high-end hooker.
[24:14.000 --> 24:19.000]  Not like she's 17 years old or 16. Boy, I'd be against Trump in two seconds right there.
[24:19.000 --> 24:24.000]  A 30-something-year-old woman on the supposedly even went on.
[24:24.000 --> 24:31.000]  So it's just crazy, and Trump never claimed to be lily pure.
[24:31.000 --> 24:36.000]  Trump basically, it's well known as a womanizer. So who'd you think you were electing?
[24:36.000 --> 24:40.000]  At least he wasn't a hypocrite about it.
[24:40.000 --> 24:47.000]  So New York City braces for unrest after Trump calls for protest over possible arrest indictment.
[24:47.000 --> 24:50.000]  We've got all the clips we'll play one here in a moment of Maxine Water saying,
[24:50.000 --> 24:54.000]  he's mobilizing his terrorist, he's mobilizing his terrorist for violence,
[24:54.000 --> 24:57.000]  but she's the one that actually calls for violence.
[24:57.000 --> 25:01.000]  And listen, I don't think people should be intimidated because of January 6th to protest,
[25:01.000 --> 25:04.000]  but call for peaceful protest.
[25:04.000 --> 25:08.000]  Trump is in his right to say, our country's collapsing, it's in deep trouble.
[25:08.000 --> 25:11.000]  They're destroying the nation at every level.
[25:11.000 --> 25:14.000]  They're destroying our currency, annihilating our borders, starting World War III.
[25:14.000 --> 25:19.000]  You know what he says, but then he says, take back our country, protest.
[25:19.000 --> 25:22.000]  Now that's not a call for violence, but it can be interpreted as that.
[25:22.000 --> 25:29.000]  So when they have provocateurs try to stir people up, they can then demonize everybody else, including Trump.
[25:29.000 --> 25:34.000]  So the press release he put out Friday, you can tell he wrote it, had spelling errors in it, all the rest of it.
[25:34.000 --> 25:43.000]  It's kind of endearing, but not the smartest thing to do to give them any type of cover for what they did on January 6th.
[25:43.000 --> 25:48.000]  Now that's all coming out. I would have added the word peaceful protest.
[25:48.000 --> 25:54.000]  But you can't then not see conservatives or populists or Christians or nationalists protest.
[25:54.000 --> 25:57.000]  Not just this, but all sorts of events.
[25:57.000 --> 26:09.000]  Because of January 6th, we've seen a market massive decrease in protesting and demonstration since January 6th by what you call the Tea Party populist nationalist because of that.
[26:09.000 --> 26:16.000]  And we can't let ourselves be intimidated just because we got tricked into a few thousand people.
[26:16.000 --> 26:25.000]  Not even that, maybe a couple hundred being violent, participating in the federal event, the provocateur event of January 6th.
[26:25.000 --> 26:27.000]  But let's continue with these headlines.
[26:27.000 --> 26:33.000]  New York City races for unrest for Trump calls for protests or possible arrest indictment.
[26:33.000 --> 26:35.000]  The Hill reports, don't worry, we'll get Trump.
[26:35.000 --> 26:38.000]  There's all sorts of new indictments, both federal and state coming.
[26:38.000 --> 26:40.000]  This is just the beginning, that's their plan.
[26:40.000 --> 26:42.000]  Georgia, D.C., you name it.
[26:42.000 --> 26:44.000]  Breaking, is this all a scam?
[26:44.000 --> 26:49.000]  It looks like President Trump will not be arrested Tuesday.
[26:49.000 --> 26:58.000]  Now, talking to mainstream news, sources in the DA's office are saying, well, they have more witnesses to call Monday, and so they're not sure now.
[26:58.000 --> 27:02.000]  Well, it would be a smart move for everybody not to do that.
[27:02.000 --> 27:05.000]  Unless they just want to supercharge Trump even more.
[27:05.000 --> 27:17.000]  The identity of Monday's surprise witness testifying for New York Grand Jury revealed, President Trump says witnesses will supposedly present inclusive, irrefutable evidence clearing him.
[27:17.000 --> 27:28.000]  So now they suddenly want to hear Trump's witnesses, because I think the same people in the federal government that killed the federal indictment of Trump understand that this isn't even good for the deep state, folks.
[27:28.000 --> 27:30.000]  And it's certainly not good for the general public.
[27:30.000 --> 27:34.000]  We need to stop the escalation of destabilization.
[27:34.000 --> 27:35.000]  It needs to stop.
[27:35.000 --> 27:38.000]  No president's been indicted in 240-something years.
[27:38.000 --> 27:41.000]  For a reason, need to follow the president.
[27:41.000 --> 27:44.000]  It needs to not happen.
[27:44.000 --> 27:55.000]  But if you want to see the world go crazy, like some of the sorrow-steep staters do, the same ones start World War III by all means.
[27:55.000 --> 28:00.000]  Let's continue down this insane path.
[28:00.000 --> 28:08.000]  If you want to come back, Nancy Pelosi condemns Trump, reckless push or arrest protest, and Maxine Waters and the rest of it.
[28:08.000 --> 28:12.000]  How dare them imply protests are somehow bad?
[28:12.000 --> 28:15.000]  Because they claim this is a legitimate indictment.
[28:15.000 --> 28:24.000]  Well, whether it's legitimate or illegitimate, it's obviously illegitimate, to the statute of limitations front, then it's your right to protest.
[28:24.000 --> 28:27.000]  Even if you're wrong, you're allowed to protest.
[28:27.000 --> 28:34.000]  So the idea that, well, you're not the right so you don't get to protest, that's what Sam Harris actually says in a new video coming up.
[28:34.000 --> 28:41.000]  We'll talk about it all with Robert Barnes in about 30 minutes, but I want to give the number out and take your calls on the Trump Indictment Arrest Watch.
[28:41.000 --> 28:50.000]  Numbers 877-789-2539, 877-789-2539, 877-789-ALEX.
[28:50.000 --> 28:54.000]  All right, folks, it's Monday, March 20, 2023.
[28:54.000 --> 29:00.000]  Big broad guess, rolls forward. Stay with us.
[29:00.000 --> 29:07.000]  Ladies and gentlemen, we have a new toothpaste that my dad had retired dentist and oral surgeon developed.
[29:07.000 --> 29:11.000]  Dr. Jones Natural's turmeric toothpaste that just came into stock.
[29:11.000 --> 29:14.000]  And I got to tell you, I got samples of this months ago and it is amazing.
[29:14.000 --> 29:18.000]  The way it makes your gums feel, what it does to your mouth is insane.
[29:18.000 --> 29:23.000]  We know turmeric is an antioxidant and anti-inflammatory and does such great things to the body.
[29:23.000 --> 29:26.000]  Then you add that with tea tree oil and a bunch of other essential oils.
[29:26.000 --> 29:28.000]  It is just dynamite.
[29:28.000 --> 29:32.000]  It is so good to detox and attack inflammation in your mouth.
[29:32.000 --> 29:36.000]  I want to challenge everybody to try the new toothpaste at infillwarstore.com.
[29:36.000 --> 29:39.000]  Dr. Jones Natural's turmeric toothpaste.
[29:39.000 --> 29:42.000]  And while you're at it, check out the new Ashwagandha line of products.
[29:42.000 --> 29:47.000]  We have Ashwagandha with black pepper extract for your libido, your testosterone in pill form.
[29:47.000 --> 29:53.000]  And we have the pure Ashwagandha root gummies as well, now available at infillwarstore.com.
[29:53.000 --> 29:56.000]  They're amazing products and they fund the infillwar.
[29:56.000 --> 30:18.000]  Take action now at infillwarstore.com.
[30:26.000 --> 30:28.000]  The truth is stranger than fiction.
[30:28.000 --> 30:33.000]  The revolution of peaceful information is coming and when it comes time, you people are going to be brought to punishment.
[30:33.000 --> 30:35.000]  You're lying to the public. It's disgusting.
[30:35.000 --> 30:39.000]  The media continues to misrepresent what I've said.
[30:39.000 --> 30:42.000]  He may be America's best-known conspiracy theorist.
[30:42.000 --> 30:50.000]  Alex Jones has the largest audience in the country, bigger than any of the networks, the biggest megaphone in the country.
[30:50.000 --> 30:58.000]  We're going to get fired up about the real things, the things that matter.
[30:58.000 --> 31:00.000]  Burning Hell, New World Order.
[31:00.000 --> 31:05.000]  We now have three new game-changing products that are in stock at infillwarstore.com.
[31:05.000 --> 31:09.000]  And one of our best-selling products sold out for over a year, let's now back at stock.
[31:09.000 --> 31:15.000]  Our prebiotic, does-it-any introduction, with such amazing things, your gut flora, your overall health.
[31:15.000 --> 31:18.000]  What it does is essential, but read about it at infillwarstore.com.
[31:18.000 --> 31:22.000]  And now, the fourth Tuesday's design of my dad, the last two are big hits.
[31:22.000 --> 31:24.000]  This one is really special.
[31:24.000 --> 31:30.000]  It's turmeric concentrate with a bunch of other essential oils, so much more to take your mouth's health to the next level.
[31:30.000 --> 31:38.000]  We also have high-quality ashigandha root for your libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill.
[31:38.000 --> 31:42.000]  And we have ashigandha root gummies as well, very strong, very powerful.
[31:42.000 --> 31:45.000]  Now, in stock at infillwarstore.com.
