[00:00:00.009 --> 00:00:00.990]  We're good.
[00:04:20.751 --> 00:04:21.691]  Three big guests.
[00:04:21.691 --> 00:04:26.275]  State Senator Karen Johnson from Arizona, been exposing the inside job nature of 9-11.
[00:04:26.275 --> 00:04:32.140]  Alan Stang, one of the great granddaddies of fighting the New World Order, that's still alive out there and kicking.
[00:04:32.140 --> 00:04:36.483]  And, you bet, for two hours again, Alan Watt, you want him, you've got him.
[00:04:36.483 --> 00:04:38.565]  Jam-packed Monday transmission.
[00:04:38.565 --> 00:04:40.006]  Strap yourselves in.
[00:04:40.006 --> 00:04:42.808]  This is the one, the only, GCN Radio Network.
[00:04:42.808 --> 00:04:45.290]  I'm Alex Jones, InfoWars.com.
[00:04:45.290 --> 00:04:45.951]  We'll be right back.
[00:04:54.082 --> 00:04:55.503]  It is a big idea.
[00:04:55.503 --> 00:04:58.305]  A new world order.
[00:04:58.305 --> 00:05:02.828]  In the near future, Earth is dominated by a powerful world government.
[00:05:02.828 --> 00:05:06.030]  It's known as the Bilderberg Group.
[00:05:06.030 --> 00:05:08.232]  Don't their objective be world domination?
[00:05:08.834 --> 00:05:11.997]  For thousands of years, their dark order grew.
[00:05:11.997 --> 00:05:22.368]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:22.368 --> 00:05:27.334]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.794 --> 00:05:31.655]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.655 --> 00:05:34.236]  Bill of Rights is making great progress for New World Order.
[00:05:34.236 --> 00:05:35.397]  Most people have no idea.
[00:05:35.397 --> 00:05:36.177]  They're not after money.
[00:05:36.177 --> 00:05:37.458]  They have all the money they need.
[00:05:37.458 --> 00:05:38.438]  They're after power.
[00:05:38.438 --> 00:05:39.578]  That's what they're after.
[00:05:39.578 --> 00:05:44.340]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:44.340 --> 00:05:48.301]  Or watch it online right now at PrisonPlanet.tv.
[00:05:48.301 --> 00:05:49.082]  Endgame.
[00:05:49.082 --> 00:05:51.102]  Blueprint for global enslaving.
[00:05:51.102 --> 00:05:52.263]  You have been warned.
[00:05:54.162 --> 00:05:57.745]  Imagine a firefly, simple and innocent.
[00:05:57.745 --> 00:06:00.626]  The ability to light the night sky.
[00:06:00.626 --> 00:06:05.750]  The ozone layer unseen by the naked eye, life-sustaining.
[00:06:05.750 --> 00:06:09.372]  Our ocean, primordial soup breathes life.
[00:06:09.372 --> 00:06:11.354]  Bring the wonders of nature home.
[00:06:12.014 --> 00:06:20.703]  Soleil Salt Lamps, handcrafted from million-year-old crystal salt, will gently ionize and purify your indoor air, helping you breathe easier.
[00:06:20.703 --> 00:06:28.312]  Nourish your mind and body with soothing colors for deep relaxation, and neutralize EMF radiation, protecting your family's health.
[00:06:29.116 --> 00:06:41.109]  Visit SOLAYWellness.com for powerful, simple, life-sustaining Soleil Wellness products created from nature in harmony with nature.
[00:06:53.134 --> 00:06:56.096]  Hemp, the superfood for you and your family.
[00:06:56.096 --> 00:06:59.839]  Hemp has nutritional values that far exceed any known plant.
[00:06:59.839 --> 00:07:03.622]  Hemp, used for food, clothing, and shelter since time began.
[00:07:03.622 --> 00:07:10.688]  Hemp, this God-given food source is controlled by your government, making it not legal to grow for American people and farmers, but legal to import.
[00:07:11.048 --> 00:07:14.591]  Our Founding Fathers grew hemp because they knew of the benefits it offered.
[00:07:14.591 --> 00:07:18.774]  The protein powder, seeds, and oil are available through hempusa.org.
[00:07:18.774 --> 00:07:23.458]  Recommended daily intake of this food source will allow the body to heal itself from many ailments.
[00:07:23.458 --> 00:07:29.863]  Loaded with potassium, magnesium, calcium, essential fatty acids, amino acids, and nutrients not available in other plants.
[00:07:30.183 --> 00:07:34.707]  Hemp can be stored with a long shelf life as a life-sustaining food source for you and your family.
[00:07:34.707 --> 00:07:36.829]  Could this be the government's best-kept secret?
[00:07:36.829 --> 00:07:43.415]  Call today at 908-691-2608 and see what the powder, seeds, and oil can do for you.
[00:07:43.415 --> 00:07:46.919]  Learn, help, shop at hempusa.org.
[00:07:46.919 --> 00:07:48.040]  We do not charge for shipping.
[00:07:48.040 --> 00:07:49.241]  That's 908-691-2608 or go to hempusa.org today.
[00:07:54.605 --> 00:08:01.230]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:01.230 --> 00:08:13.179]  It's Alex Jones and the GCN Radio Network.
[00:08:13.179 --> 00:08:21.045]  Alright, when Alan Stang is on with us in the second hour today, I'll get more into the jet, Debra Jean Palfrey, the murderer and how it's unraveling.
[00:08:22.594 --> 00:08:28.138]  And we'll also be taking your phone calls in the second, third, and fourth hour today.
[00:08:28.138 --> 00:08:36.205]  We do have Karen Johnson, state senator of Arizona, exposing the fact that 9-11 is an inside job, popping in, coming up in about 30 minutes.
[00:08:36.205 --> 00:08:42.890]  But let me move quickly now with the news that I have in front of me that we need to cover.
[00:08:42.890 --> 00:08:45.332]  On the Deborah Jean Palfrey front,
[00:08:46.181 --> 00:08:52.507]  Headline on PrisonPlanet.com, 9-11 conspiracy connection to DC madam murder.
[00:08:52.507 --> 00:08:59.494]  Palfrey told former NSA official that call girls had picked up information concerning foreknowledge of attacks.
[00:08:59.494 --> 00:09:09.064]  Now, Palfrey did act like a spy, did behave like one, fit the MO completely, didn't embellish or add any info, in fact was pretty close-lipped.
[00:09:10.558 --> 00:09:25.874]  But she did admit that she believed their operation was being used as a hunting ground to collect data on high-level military officers, members of the Congress, and others, and that unbeknownst to her, that info was being used to then blackmail them.
[00:09:25.874 --> 00:09:27.756]  Well, who knows if that's really the truth.
[00:09:27.756 --> 00:09:33.082]  I tend to not believe that, and what I do believe is what we're being told
[00:09:34.026 --> 00:10:02.215]  Uh, by Wayne Madsen, who of course was with Naval Intelligence, then an analyst, uh, with the National Security Agency, who runs WayneMadsenReport.com, uh, he had met with her and her lawyer several times right before she died, just the last month, uh, when she was last in D.C., and she told him, she said, you know, this also could be about 9-11, and quote, warnings beforehand, uh, that was some of the chatter, because these old, uh, guys, you know, like to brag, like to
[00:10:03.180 --> 00:10:04.161]  You know, that's the M.O.
[00:10:04.161 --> 00:10:09.245]  They like to, when they get drunk or on drugs, to shoot their mouth off in front of these women.
[00:10:09.245 --> 00:10:12.927]  Though most of these women were college students or college professors.
[00:10:12.927 --> 00:10:14.008]  Which is why the M.O.
[00:10:14.008 --> 00:10:17.311]  of the girl she ran was not the normal, bimbo M.O.
[00:10:18.044 --> 00:10:29.391]  These were girls there in Virginia, they're in McLean, Virginia, they're in Maryland, in and around the CIA, who were professors and people, give me a break, they were spooks big time.
[00:10:29.391 --> 00:10:35.875]  And Palfrey basically admitted that here on air, and now we're hearing there's a 9-11 connection.
[00:10:35.875 --> 00:10:42.579]  Because, I mean, you can have thousands of visits by gay porn stars at midnight at the White House, and that gets swept under the rug.
[00:10:44.179 --> 00:10:54.206]  You can have, you know, literally, it's what it's about, half the Homeland Security state heads have been caught engaging pedophilia, because you've got to be in that club to be part of that.
[00:10:54.206 --> 00:11:00.430]  So this is just old-fashioned, the ones that happen to like women, like Cheney and McCain and Bill Clinton.
[00:11:00.430 --> 00:11:03.091]  I mean, this is not that big of a deal.
[00:11:03.091 --> 00:11:10.936]  In fact, it got to the point where Clinton doesn't even have to whack women anymore that speak up, because it's just so accepted.
[00:11:10.936 --> 00:11:13.398]  Unless there was something else being covered up.
[00:11:15.951 --> 00:11:26.762]  But what we do know is that she told her landlord, this came out over the weekend, who she was friends with, well, by landlord, he managed the condos where she lived.
[00:11:26.762 --> 00:11:30.967]  She owned her condo, but she was making sure that her six years was paid.
[00:11:30.967 --> 00:11:36.192]  She was told she was going to be going, you know, on average getting about six years for the convictions that she got.
[00:11:36.192 --> 00:11:37.493]  In fact, that would be a steep sentence.
[00:11:37.493 --> 00:11:38.995]  The average would be about two years.
[00:11:39.634 --> 00:11:43.277]  So she was looking at about six years, she said, but there are guys following me.
[00:11:43.277 --> 00:11:45.459]  I've got this box of evidence to protect me.
[00:11:45.459 --> 00:11:47.641]  I think there's a contract out on me.
[00:11:47.641 --> 00:11:54.646]  At the end, she kind of started getting the idea, could feel the wings of the angel of death flapping about her head.
[00:11:54.646 --> 00:11:57.689]  She told her mother she wasn't going to kill herself, that she was going to fight.
[00:11:57.689 --> 00:12:01.692]  She was upbeat, tough as nails, operative, big time folks.
[00:12:01.692 --> 00:12:02.593]  It just goes on and on.
[00:12:04.995 --> 00:12:08.376]  It just goes on and on and on and on.
[00:12:08.376 --> 00:12:11.258]  A staple of intelligence is hookers.
[00:12:11.258 --> 00:12:14.579]  It is a staple.
[00:12:14.579 --> 00:12:19.441]  Because you can, again, compromise people, blackmail people, buy people.
[00:12:19.441 --> 00:12:20.801]  That's how they get close to you.
[00:12:20.801 --> 00:12:22.602]  Not just hookers, too.
[00:12:22.602 --> 00:12:30.185]  You know, super good-looking women popping out of the sky, wanting to, you know, go have a cup of coffee with you.
[00:12:30.185 --> 00:12:33.447]  I'm told that happens to a lot of people who the government's trying to infiltrate.
[00:12:33.447 --> 00:12:34.467]  Not saying it's ever happened to me.
[00:12:35.376 --> 00:12:41.418]  But the point here is, watch your six, anybody out there from this.
[00:12:41.418 --> 00:12:47.559]  Now, that said, you need to go up to PrisonPlanet.com and read this story.
[00:12:47.559 --> 00:12:52.121]  We're going to be covering it more in detail in the second hour.
[00:12:52.121 --> 00:12:54.381]  I'll even get Alan Watts' take on it.
[00:12:54.381 --> 00:13:03.104]  Another question I've gotten, I mean, I've gotten hundreds of emails, hundreds of message board comments asking me, you know, how on earth did Geraldo Rivera have you on?
[00:13:03.104 --> 00:13:04.104]  Well, I can tell you quite a bit.
[00:13:05.186 --> 00:13:15.755]  I got a call Thursday when they murdered her, and we had our clips on the web of past interviews with her saying, no, I'll never kill myself, I'll never commit suicide.
[00:13:15.755 --> 00:13:21.220]  And Fox News has set me up six, seven, eight times, I forget, for interviews and always cancelled me.
[00:13:21.220 --> 00:13:27.846]  That's why when they called me last year and said, we want to fly you to New York to be in a special, I said, no.
[00:13:27.846 --> 00:13:30.528]  And they said, please, we'll even pay you, and I said, no.
[00:13:31.986 --> 00:13:35.688]  And I said, because you cancel me every time, and I'm certainly not going to get on an airplane.
[00:13:35.688 --> 00:13:40.230]  I mean, I've been in the car going down to the satellite uplink here in Austin.
[00:13:40.230 --> 00:13:46.433]  You know, they always send a car to get you, so they have you in their clutches to make sure you get there on time.
[00:13:46.433 --> 00:13:50.054]  And then they've turned back and told me, oh, it's canceled.
[00:13:50.054 --> 00:13:51.555]  And I said, no.
[00:13:51.555 --> 00:13:57.598]  So I sent Kevin Smith, who was my producer about a year ago, I sent him, he got on a plane, flew there,
[00:13:59.938 --> 00:14:08.302]  And, uh, got there and it really went on Fox, so I thought, well, so this time I said, okay, sure, I'll be there Saturday night if you want me.
[00:14:08.302 --> 00:14:13.164]  So they come pick me up at the office, drive down to Congress, go do the interview, couldn't believe it.
[00:14:13.164 --> 00:14:16.506]  But, but, they also told me, Geraldo's producer, oh yeah, we know who you are.
[00:14:16.506 --> 00:14:17.586]  I said, you know who I am?
[00:14:17.586 --> 00:14:22.589]  I said, I got arrested six months ago bullhorning Geraldo.
[00:14:22.589 --> 00:14:23.949]  He was flipping us off.
[00:14:23.949 --> 00:14:29.172]  He goes, I know, Geraldo knows who you are, uh, and he wants to have you on, you're the guy that got the interview.
[00:14:30.054 --> 00:14:31.855]  And I said, come on, is this a sneak attack?
[00:14:31.855 --> 00:14:33.435]  And he said, no.
[00:14:33.435 --> 00:14:34.916]  Geraldo thinks it's suspicious.
[00:14:34.916 --> 00:14:44.300]  Well, then Geraldo went on Thursday night and said, Saturday I'll be covering this on Geraldo at large, and there's some evidence that she was murdered.
[00:14:44.300 --> 00:14:56.765]  He goes on, agrees with me that she's probably murdered, calls for an investigation by the governor, has a former federal judge on, and a former federal prosecutor on, saying that they think she was murdered, and they all agree with me.
[00:14:58.590 --> 00:15:10.580]  He did intro it as I'm a conspiracy theorist, and you know, there's this one guy who she supposedly called this crime writer, and she said, oh, I'll kill myself before I go to jail.
[00:15:10.580 --> 00:15:16.184]  So they did put some spin in the intro, but not in the main body of the five-minute to six-minute piece that we had.
[00:15:16.184 --> 00:15:19.487]  It was, well, it's part of two pieces, about six minutes.
[00:15:19.487 --> 00:15:25.432]  So you can go watch that up on InfoWars.com or PrisonPlanet.com, the YouTube clip of that.
[00:15:25.432 --> 00:15:28.034]  It's the whole two pieces together, the two segments.
[00:15:29.773 --> 00:15:32.915]  But, uh, some people are saying I shouldn't have gone on Fox.
[00:15:32.915 --> 00:15:39.778]  I've said I'll go anywhere, anytime, anyplace, and then when I refused to go on Fox a year ago, I got called a chicken.
[00:15:39.778 --> 00:15:45.642]  But that was after five, six times, I don't know, it was a bunch of times, them cancelling.
[00:15:45.642 --> 00:15:47.182]  I thought I'd fly there for no reason.
[00:15:47.182 --> 00:15:49.944]  I thought it was a sick Fox News joke.
[00:15:49.944 --> 00:15:51.025]  I didn't make Kevin go.
[00:15:51.025 --> 00:15:53.066]  I said, if you want to go, you can go.
[00:15:53.066 --> 00:15:54.827]  But I said, if not, it's cancelled.
[00:15:54.827 --> 00:15:56.768]  He said, oh no, I want to go.
[00:15:56.768 --> 00:15:59.049]  So I said, okay, go ahead and go then.
[00:16:00.074 --> 00:16:01.935]  And then he was on TV.
[00:16:01.935 --> 00:16:04.397]  And that was, like, a ten-minute segment.
[00:16:04.397 --> 00:16:05.198]  Two segments.
[00:16:05.198 --> 00:16:08.080]  It was well worth it to go talk to, you know, three million people.
[00:16:08.080 --> 00:16:11.662]  That's about what their average viewership is.
[00:16:11.662 --> 00:16:18.687]  So, um... Because, again, it was... I mean, should I have driven 15 minutes?
[00:16:18.687 --> 00:16:21.429]  Knowing they could cancel it, I was willing to do it.
[00:16:21.429 --> 00:16:23.190]  Uh... Should I have gone on?
[00:16:23.190 --> 00:16:25.272]  Of course I should have gone on.
[00:16:25.272 --> 00:16:26.853]  Judge the tree by its fruits.
[00:16:28.857 --> 00:16:32.639]  I went on the show, and we exposed that she was murdered.
[00:16:32.639 --> 00:16:36.162]  And believe me, I got chills up and down my spine when I was talking about it.
[00:16:36.162 --> 00:16:49.270]  I almost came out and said, Wayne Madsen says that she was servicing Dick Cheney, and that her girls were servicing Dick Cheney, and that Brandi Britton was.
[00:16:49.270 --> 00:16:51.031]  That's why they killed her.
[00:16:51.031 --> 00:16:53.652]  Hung her, too, when women don't hang themselves.
[00:16:53.652 --> 00:16:54.333]  And I almost...
[00:16:55.327 --> 00:16:56.368]  You know, throughout the McCain thing.
[00:16:56.368 --> 00:17:07.616]  In fact, I was gonna do it early on, but I decided to convince them first, and go over all the admitted evidence, and I was gonna drop that bombshell there at the end, but the segment ended.
[00:17:07.616 --> 00:17:09.978]  But, uh, it's easy to talk the talk.
[00:17:09.978 --> 00:17:10.818]  Have you walked the walk?
[00:17:10.818 --> 00:17:15.081]  I mean, have you gone on national television and said the government's killing people?
[00:17:15.081 --> 00:17:17.543]  Have you gone on CNN and said the government carried out 9-11?
[00:17:17.543 --> 00:17:19.825]  I mean, have you done that?
[00:17:19.825 --> 00:17:21.546]  Walk a mile in my shoes.
[00:17:22.375 --> 00:17:25.577]  Because people also email me saying, you should have said this, you should have said that.
[00:17:25.577 --> 00:17:30.380]  You try, when three people are interrupting you, to get anything out, edgewise.
[00:17:30.380 --> 00:17:34.803]  I did, though, get it out, and I did a slam dunk.
[00:17:34.803 --> 00:17:44.049]  Thank God for the guidance, and... This is serious business, but I'll tell you who's in danger, and it's Wayne Madsen.
[00:17:44.049 --> 00:17:50.073]  Because what he's saying checks out, and this time he named the lawyer, it was a civil forfeiture lawyer, and he named the dinners he had,
[00:17:51.264 --> 00:17:55.046]  And I believe him, and I can tell he was hesitating.
[00:17:55.046 --> 00:17:56.666]  I know how to gauge people.
[00:17:56.666 --> 00:18:01.668]  He was a little freaked out when I talked to him Sunday morning.
[00:18:01.668 --> 00:18:06.790]  And Madsen's for real, and my gut, my instincts tell me, you know, with the whole things.
[00:18:06.790 --> 00:18:07.651]  Well, he basically said it.
[00:18:07.651 --> 00:18:16.074]  He said, he said, I'm good government, good section of the intelligence agencies, trying to stop them from going completely wild and murdering everybody.
[00:18:18.320 --> 00:18:22.302]  And we know there are good islands, good pieces left in the government.
[00:18:22.302 --> 00:18:28.705]  And by good, they just don't want total murder, total third world country, total Iraq or Mexico.
[00:18:28.705 --> 00:18:30.746]  And he said that there are all these good- I mean, there are.
[00:18:30.746 --> 00:18:33.527]  I mean, Bill Christensen was the CIA's Section Chief.
[00:18:33.527 --> 00:18:36.189]  Berlin.
[00:18:36.189 --> 00:18:39.090]  Western Europe head office.
[00:18:39.090 --> 00:18:41.951]  And he comes out and says the government carried out the attacks.
[00:18:41.951 --> 00:18:45.153]  Bob Bair, top level black op field commander.
[00:18:46.343 --> 00:18:52.889]  Ray McGovern, chief briefer for Bush Senior, and Reagan, saying inside job, and the list goes on and on.
[00:18:52.889 --> 00:19:03.958]  German defense ministers, German intelligence heads, Italian intelligence head, Italian president, on and on and on, because they're freaked out, folks.
[00:19:03.958 --> 00:19:09.403]  This isn't just good old boys shipping in some heroin or cocaine.
[00:19:09.403 --> 00:19:10.524]  Which is bad enough.
[00:19:10.524 --> 00:19:11.865]  This isn't just laundering money.
[00:19:13.419 --> 00:19:22.363]  I mean, the government now runs giant child kidnapping rings with Dyncor and Halliburton, and it even comes out in the newspaper, and there's congressional hearings, and no one gets in trouble.
[00:19:22.363 --> 00:19:26.005]  I mean, they kidnap kids!
[00:19:26.005 --> 00:19:28.526]  What comes next with you people?
[00:19:28.526 --> 00:19:30.207]  I mean, is there nothing you don't do?
[00:19:30.207 --> 00:19:32.528]  Is there nothing you won't do?
[00:19:32.528 --> 00:19:42.013]  That's why there's so many people joining us in the government now, because they realize our government is run by a faction of people who are beyond evil.
[00:19:43.866 --> 00:19:46.251]  And they're reckless.
[00:19:46.251 --> 00:19:48.196]  Now I'm gonna come back and give you news you're not gonna believe.
[00:19:48.196 --> 00:19:50.420]  This show is gonna be completely jam-packed.
[00:19:50.420 --> 00:19:52.485]  This transmission is vital!
[00:19:54.841 --> 00:19:57.523]  Do you know the truth about cancer treatments?
[00:19:57.523 --> 00:20:07.011]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.011 --> 00:20:14.097]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:14.818 --> 00:20:20.805]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:20.805 --> 00:20:31.578]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:32.179 --> 00:20:32.779]  It is a big idea.
[00:20:32.779 --> 00:20:33.480]  A new world order.
[00:20:58.297 --> 00:21:02.802]  In the near future, Earth is dominated by a powerful world government.
[00:21:02.802 --> 00:21:06.026]  It's known as the Bilderberg Group.
[00:21:06.026 --> 00:21:08.809]  Could their objective be world domination?
[00:21:08.809 --> 00:21:12.012]  For thousands of years, their dark order grew.
[00:21:12.012 --> 00:21:19.321]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:22.338 --> 00:21:27.782]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.782 --> 00:21:31.664]  You will learn the secret that drives the entire New World Order agenda.
[00:21:31.664 --> 00:21:34.226]  Build America is making great progress toward a world government.
[00:21:34.226 --> 00:21:35.387]  Most people have no idea.
[00:21:35.387 --> 00:21:36.187]  They're not after money.
[00:21:36.187 --> 00:21:37.448]  They have all the money they need.
[00:21:37.448 --> 00:21:38.429]  They're after power.
[00:21:38.429 --> 00:21:39.590]  That's what they're after these days.
[00:21:39.590 --> 00:21:48.295]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:21:48.295 --> 00:21:51.117]  Endgame, blueprint for global enslaving.
[00:21:51.117 --> 00:21:52.158]  You have been warned.
[00:21:54.979 --> 00:22:00.020]  Do you want to know right now how you can drive around using water as fuel and laugh at rising gas costs?
[00:22:00.020 --> 00:22:02.301]  Then keep listening for a very special offer.
[00:22:02.301 --> 00:22:07.662]  GasFreedom.info has all the information you need to learn about a simple technology you can have right now.
[00:22:07.662 --> 00:22:11.384]  GasFreedom is a do-it-yourself, affordable, practical, free energy device.
[00:22:11.384 --> 00:22:15.685]  It uses a little electricity from your car's battery to separate water into a gas called HHO.
[00:22:16.545 --> 00:22:22.407]  HHO, also called Browns Gas, burns beautifully and provides tons of energy, while the end product is just water.
[00:22:22.407 --> 00:22:24.868]  Visit GasFreedom.info now to learn more.
[00:22:24.868 --> 00:22:27.849]  In just 10 minutes, you will discover exactly how this is possible.
[00:22:27.849 --> 00:22:31.150]  This is the secret the oil and auto industry doesn't want you to know.
[00:22:31.150 --> 00:22:35.792]  Go to GasFreedom.info to learn how very easy it is to extract energy from water to run your car.
[00:22:36.132 --> 00:22:38.675]  Go to GasFreedom.info for this special offer.
[00:22:38.675 --> 00:22:40.056]  Turn any car into a hybrid for $300.
[00:22:40.056 --> 00:22:41.097]  That's GasFreedom.info or call 239-628-3708.
[00:22:41.097 --> 00:22:41.357]  That's 239-628-3708.
[00:22:41.357 --> 00:22:41.397]  239-628-3708.
[00:22:53.052 --> 00:22:55.013]  Our beloved Republic is on her knees.
[00:22:55.013 --> 00:22:58.635]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:58.635 --> 00:23:00.757]  But in Liberty's darkest hour, there is hope.
[00:23:00.757 --> 00:23:04.119]  For the first time in modern history, the people are beginning to wake up.
[00:23:04.119 --> 00:23:09.862]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:23:09.862 --> 00:23:13.765]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:23:14.105 --> 00:23:19.306]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:23:19.306 --> 00:23:22.347]  PrisonPlanet.tv is a vault of forbidden information.
[00:23:22.347 --> 00:23:29.568]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:23:29.568 --> 00:23:35.549]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:23:35.549 --> 00:23:40.070]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:23:40.350 --> 00:23:43.235]  The Info War is waiting for you to set it free.
[00:23:43.235 --> 00:23:45.279]  Join PrisonPlanet.tv.
[00:23:45.279 --> 00:23:47.263]  Burn the info bombs to disk.
[00:23:47.263 --> 00:23:49.407]  Put them on the file sharing networks.
[00:23:49.407 --> 00:23:51.190]  Bring down the New World Order.
[00:23:51.190 --> 00:23:51.911]  PrisonPlanet.tv
[00:24:11.866 --> 00:24:16.267]  Alright, here's some of the other news in front of us today.
[00:24:16.267 --> 00:24:21.109]  San Diego Federal Courthouse was sealed off yesterday after an explosion.
[00:24:21.109 --> 00:24:30.172]  San Diego Federal Courthouse is closed Monday today, so repairs can be made after a pipe bomb exploded early Sunday.
[00:24:30.172 --> 00:24:32.253]  The powerful blast that shattered a window.
[00:24:32.253 --> 00:24:36.794]  I love how they hype it.
[00:24:36.794 --> 00:24:38.975]  Wrecked the building's front entrance in the lobby area.
