[00:00.000 --> 00:02.000]  We've got it
[09:56.400 --> 10:09.400]  Obama said we can't let a good crisis go away so does Chief of Staff and he's been saying I will act unilaterally outside of Congress if they don't legalize all the illegals that are here 30 million at least because that will fix illegal immigration.
[10:09.400 --> 10:14.400]  Yes, legalize anyone that can get here and then that will stop more coming.
[10:14.400 --> 10:25.400]  Ladies and gentlemen, if we needed skilled workers and if skilled workers weren't being laid off in massive numbers in the US, I would be all for unlimited skilled workers coming in.
[10:25.400 --> 10:30.400]  I don't care where you come from Germany, China, Mexico, wherever it is.
[10:30.400 --> 10:34.400]  But we don't. We're in the middle of a depression slash recession.
[10:34.400 --> 10:41.400]  Inflation is kicking in food prices are exploding and the rest of the world is sinking even faster.
[10:41.400 --> 10:55.400]  And the answer is take on a bunch of single moms with three or four kids into the United States and let the government bypass federal law and flood the states that have got to pay for it.
[10:55.400 --> 11:03.400]  And let three, four time loser criminals from all over the world come here and then when they catch them, they don't even deport them.
[11:03.400 --> 11:14.400]  I've got the Austin Chronicle current issue here in front of me of the July 4 issue and it's got an illegal with an American flag with holes cut in it on his face.
[11:14.400 --> 11:23.400]  And it attacks the Travis County Sheriff. This is just a microcosm example, basically saying it's racist that he deport 13 people a week.
[11:23.400 --> 11:27.400]  And that's the third biggest deportation number of any city in the country.
[11:27.400 --> 11:33.400]  We're a city of over a million people metro and growing 10th largest city in the U.S.
[11:33.400 --> 11:37.400]  I would guess 5000 legal shop a week conservatively.
[11:37.400 --> 11:39.400]  I mean, that's a very conservative number.
[11:39.400 --> 11:43.400]  They're only deporting hardcore aggravated felons.
[11:43.400 --> 11:46.400]  And by the way, I just turned them loose when he gives them to him.
[11:46.400 --> 11:48.400]  I mean, this is a sanctuary city.
[11:48.400 --> 11:51.400]  The article is like, we're supposed to be a sanctuary city.
[11:51.400 --> 11:52.400]  What are you doing?
[11:52.400 --> 11:57.400]  Deploying 13 people a day. Oh my gosh. This is incredible.
[11:57.400 --> 12:00.400]  In our days, the beta chimes in, you know, that's not a good thing.
[12:00.400 --> 12:02.400]  We need to have trust with these communities.
[12:02.400 --> 12:06.400]  Let's get something straight, folks.
[12:06.400 --> 12:11.400]  People like Robert Rodriguez, who's going to host Obama coming up this week when he goes to three Texas cities,
[12:11.400 --> 12:18.400]  but doesn't visit the border, even though the governor is begging him to aren't saying anything about the qualities that have killed hundreds of thousands of Mexicans.
[12:18.400 --> 12:22.400]  They're not saying a word about the tyranny in Mexico.
[12:22.400 --> 12:30.400]  No, it's just fashionable and cool because the Ford Foundation and the federal government wants to balkanize this country in North America
[12:30.400 --> 12:35.400]  to promote a type of new modern clan movement, but with Hispanics.
[12:35.400 --> 12:42.400]  And that's what this is, is to basically radicalize Hispanics, break the border, flood North America,
[12:42.400 --> 12:45.400]  and then create a new political system out of that.
[12:45.400 --> 12:48.400]  That's the globalist model to take control.
[12:48.400 --> 12:59.400]  And by the way, I had a top UC Davis professor, Daryl Hamamoto, who's a prestigious professor, sociologist, anthropologist, a political scientist,
[12:59.400 --> 13:04.400]  an expert on the Japanese-American internment, saying exactly what I just said,
[13:04.400 --> 13:11.400]  and he worked for the Rockefeller Foundation and has been given awards by him and is basically blowing the whistle.
[13:11.400 --> 13:16.400]  Okay, you can go see the interview from last Thursday on infowars.com.
[13:16.400 --> 13:21.400]  In fact, I'm going to have that reposted right now on the front page of infowars.com.
[13:21.400 --> 13:30.400]  They used America's total openness to say it's racist if you don't take unlimited illegals.
[13:30.400 --> 13:36.400]  Oh, and by the way, ICE has now been ordered, according to AP, to not call them illegals.
[13:36.400 --> 13:40.400]  First, don't call them aliens, then don't call them illegals.
[13:40.400 --> 13:43.400]  Every country in the world, by the way, that goes back to Latin.
[13:43.400 --> 13:47.400]  Call someone who's in a country, legally a resident alien.
[13:47.400 --> 13:50.400]  It just means not from this area.
[13:50.400 --> 13:52.400]  But it's political correctness.
[13:52.400 --> 13:56.400]  Now you call them unaccompanied children.
[13:56.400 --> 14:00.400]  This is the reality, ladies and gentlemen, and the whole police state set up for the American people,
[14:00.400 --> 14:06.400]  and they sell this idea that why, if you're not a racist, you need to support Obamacare and turn your guns in.
[14:06.400 --> 14:10.400]  You know, not turning your guns in is racist. The NRA is the new Klan.
[14:10.400 --> 14:15.400]  You've heard that. When the NRA was founded to arm blacks after the Civil War by Christian groups,
[14:15.400 --> 14:17.400]  so the Klan wouldn't kill them.
[14:17.400 --> 14:20.400]  Founded to fight the Klan? You're the Klan.
[14:20.400 --> 14:24.400]  You're the Klan, according to the Klan's over at MSNBC.
[14:24.400 --> 14:27.400]  Freudian slip, they dress in clown outfits.
[14:27.400 --> 14:31.400]  That's what we're dealing with here, just upside down reality.
[14:31.400 --> 14:38.400]  Do all of you trendies wonder why you can't get jobs or why you have three degrees with the colleges but work at McDonald's?
[14:38.400 --> 14:44.400]  Do all of you trendies understand that the world is collapsing into a global depression right now
[14:44.400 --> 14:50.400]  and no country in the world has ever opened its borders up to outsiders like this, totally dropping them?
[14:50.400 --> 14:58.400]  I mean, this is the very definition of treason by Obama and the political class and the Republican Party.
[14:58.400 --> 15:01.400]  Where is Rick Perry declaring civil emergency?
[15:01.400 --> 15:06.400]  He's just mildly criticizing Obama saying you should come down to the border and see it for yourself.
[15:06.400 --> 15:08.400]  See it for himself.
[15:08.400 --> 15:17.400]  We broke back on June 16th at infowars.com and only drudgereport.com would carry it the day after.
[15:17.400 --> 15:30.400]  The video of the emergency manager in McAllen, Texas and of an ice agent blowing the whistle to us with his voice altered saying for months they bust them in.
[15:30.400 --> 15:35.400]  Mexico's part of it, we put them on buses, pay for their tickets or ship them wherever they want to go.
[15:35.400 --> 15:37.400]  They're just freed, they're released.
[15:37.400 --> 15:41.400]  36,000 aggravated felons released in one month, last month.
[15:41.400 --> 15:43.400]  I mean, they're releasing child rapists, folks.
[15:43.400 --> 15:47.400]  The government pays to do it, they advertise it in Latin America.
[15:47.400 --> 15:56.400]  This is a plan to fully have tens of millions come, not hundreds of thousands a month to implode and wreck and bankrupt the country.
[15:56.400 --> 16:21.400]  It's called Cloward and Pivot.
[16:21.400 --> 16:31.400]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[16:31.400 --> 16:35.400]  It's the strongest nascent iodine on the market today.
[16:35.400 --> 16:39.400]  It delivers 650 micrograms per drop.
[16:39.400 --> 16:41.400]  Experience the new formula.
[16:41.400 --> 16:43.400]  Experience the ancient purity.
[16:43.400 --> 16:45.400]  Shield your family.
[16:45.400 --> 16:50.400]  Survival Shield X2, available now at infowarslife.com.
[16:50.400 --> 16:57.400]  Or call toll 3-888-253-3139.
[17:20.400 --> 17:24.400]  We're talking about Maiden America, belt buckles and nickel brass.
[17:24.400 --> 17:26.400]  This is more than a summer blowout special.
[17:26.400 --> 17:29.400]  This is a new declaration of independence.
[17:29.400 --> 17:38.400]  But to expand the info orb, we're offering the equivalent of more than five months free right now when you get a membership at prisonplanet.tv.
[17:38.400 --> 17:41.400]  For a limited time, only $39.95 a year.
[17:41.400 --> 17:45.400]  That's more than five months free off the regular price.
[17:45.400 --> 17:49.400]  Not just this July 4th weekend, but the entire month of July.
[17:49.400 --> 17:52.400]  At Maiden1776.com.
[17:52.400 --> 17:54.400]  Molan Lobby.
[17:54.400 --> 18:20.400]  Take my gun from my cold dead ranch.
[18:20.400 --> 18:23.400]  Jones is the wildly popular conspiracy theory.
[18:23.400 --> 18:25.400]  Talk show called Info Wars.
[18:25.400 --> 18:28.400]  Alex Jones is now in an Austin jail.
[18:28.400 --> 18:30.400]  These people are assaulting us.
[18:30.400 --> 18:32.400]  Targeting of patriots engaged.
[18:32.400 --> 18:34.400]  They are never going to stop.
[18:34.400 --> 18:38.400]  They're never going to deviate from their program until we stop them.
[18:38.400 --> 18:42.400]  Block free iphone at infowars.com.
[18:42.400 --> 18:45.400]  Block free podcast and video feed.
[18:45.400 --> 18:48.400]  Imperatives destroy the planet TV.
[18:48.400 --> 18:53.400]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[18:53.400 --> 19:19.400]  Electrally, it's begun, you can fail it.
[19:19.400 --> 19:26.400]  Oh, okay.
[19:26.400 --> 19:29.400]  Hit that subscribe button!
[19:29.400 --> 19:38.400]  Click on the Subscribe button!
[19:38.400 --> 19:42.840]  herbs specifically chosen for women's biology without the use of phony
[19:42.840 --> 19:48.500]  additives. Get your bottle of super-female vitality today at InfowarsLife.com.
[19:48.500 --> 19:59.760]  InfowarsStore.com or call 1-888-253-3139. InfowarsLife.com. Live life healthy.
[20:00.360 --> 20:06.380]  Coast to coast, direct from Austin. You're listening to the Alex Jones
[20:06.380 --> 20:16.640]  Broadcasting Network. I have sworn upon the altar of God, eternal hostility
[20:16.640 --> 20:24.000]  against every form of tyranny over the mind of man. Thomas Jefferson. It's Alex
[20:24.000 --> 20:32.120]  Jones on the GCN radio network. We are here Monday through Friday 11 a.m. to 2 p.m.
[20:32.120 --> 20:39.260]  Central Live back Sundays. 4 to 6 p.m. Artists working folks in radio. Then we
[20:39.260 --> 20:43.240]  have Infowars Nightly News, 7 o'clock Central, five nights a week with all of
[20:43.240 --> 20:47.840]  our great reporters from Adon Salazar to Jacarie Jackson, from Leanne McAdoo to
[20:47.840 --> 20:56.400]  Darren McBreen to John Baum, Mark Ghost Morales, Kurt Nemo, Kit Daniels is
[20:56.400 --> 21:00.040]  coming up in the next hour. Pentagon's threatening to arrest him. You have the
[21:00.040 --> 21:04.320]  official letter. It's national news because he dared videotape some of the
[21:04.320 --> 21:09.120]  illegal aliens on the military bases in San Antonio. So I'll have to defend that,
[21:09.120 --> 21:12.760]  probably in federal court. Yeah, they're telling they want to put him in federal
[21:12.760 --> 21:17.520]  prison for six months. That story was up on dredgerport.com for three days. By the
[21:17.520 --> 21:23.680]  way, ladies and gentlemen, continuing here with the fact that we know what we're
[21:23.680 --> 21:29.320]  talking about with our reporters, here is the headline from the 18th. We
[21:29.320 --> 21:33.360]  originally put out a video report on the 16th, caught red-handed border patrol
[21:33.360 --> 21:38.360]  paying to ship illegals deep into the U.S. Exclusive federal government works to
[21:38.360 --> 21:43.360]  keep illegals outside U.S. while passing the cost to American taxpayers. And
[21:43.360 --> 21:49.960]  what's the report on Drudge today? The headline is Obama pays the ship 300,000
[21:50.320 --> 21:55.000]  illegals to private homes in the U.S. And where does that come from? It's in the
[21:55.000 --> 22:00.000]  New York Times in the last page of a three-page article amid influx of
[22:00.000 --> 22:05.600]  migrants. Obama is to skip border visit on Texas trip. And then later it has the
[22:05.600 --> 22:11.400]  border agencies defending that they just bust them in and then give them a bus
[22:11.400 --> 22:14.840]  voucher and let them go wherever they want. The daily caller has a boil down on
[22:14.840 --> 22:20.920]  it. Border meltdown Obama delivering 290,000 is actually 300,000 illegals to
[22:20.920 --> 22:25.160]  U.S. homes. Okay. Look, if you're a new listener, just need to get something
[22:25.160 --> 22:32.320]  straight. I was up here on Saturday working. Okay. You understand? I'm not
[22:32.320 --> 22:36.920]  playing games. Okay. I've had to have arguments with my family, not and I got
[22:36.920 --> 22:40.280]  a lot of smart family, by the way, who've worked in black operations, you
[22:40.280 --> 22:46.480]  name it, to not leave the country. Okay. This is a planned total shutdown of the
[22:46.480 --> 22:50.360]  U.S. If these illegals aren't turned back and I'm talking in the next month or
[22:50.360 --> 22:53.480]  so, then this isn't shut down. You're not going to see hundreds of thousands a
[22:53.480 --> 22:57.240]  month. You're going to see millions and you're going to see a total collapse of
[22:57.240 --> 23:01.840]  resources. It's already happening as far north as New York. Now, by the way, I
[23:01.840 --> 23:06.560]  don't hate these people. If they were libertarians and had skills, I would be
[23:06.560 --> 23:10.720]  all for it. I could care less what color their skin is. I know the geopolitical
[23:10.720 --> 23:14.640]  plan that is written in stone to bring this country and the world down under
[23:14.640 --> 23:20.000]  globalism. The UN is complaining right now in my stack saying, Oh, Australia, you
[23:20.000 --> 23:24.720]  got to open your borders up to anybody and the U.S., you got to open yours up. You
[23:24.720 --> 23:29.080]  can't go. I was reading about African countries. In fact, print me the article
[23:29.080 --> 23:32.280]  guys. I was reading about African countries where they say all whites
[23:32.280 --> 23:36.440]  out, no whites allowed. Nobody cares if that happens. You know, when Mugabe comes
[23:36.440 --> 23:41.600]  out and says it, if I went down to Mexico and said, give me free healthcare, give
[23:41.600 --> 23:45.720]  me free welfare, they would laugh at me because no one could do that. If you did
[23:45.720 --> 23:51.720]  that, people would come from all over the world until you collapsed. And again,
[23:51.720 --> 23:56.760]  Mexico is rated in the top five of unstable countries worldwide by our own
[23:56.760 --> 24:03.080]  State Department CIA fact book. Look it up. CIA.gov. It's one of the most
[24:03.080 --> 24:10.320]  unstable, dangerous places in the world. And I'm literally looking at articles in
[24:10.320 --> 24:13.600]  the Austin American Statesmen and the Chronicle where I live in Austin going,
[24:13.600 --> 24:21.400]  how dare the racist evil people not one open border be friendly. This is crazy
[24:21.400 --> 24:26.600]  town, ladies and gentlemen, crazy town. I like Mexico. I want to be able to go
[24:26.600 --> 24:31.840]  down there and vacation. Can't do it. It's too dangerous now. So continuing,
[24:31.880 --> 24:36.600]  let's get to some of these Obama clips because on July 4th, Obama, the
[24:36.600 --> 24:40.640]  globalist who says, if you have a business, you didn't build it. Who says
[24:40.640 --> 24:48.800]  people that own guns and have Bibles are better clairs. This guy at a citizen
[24:48.800 --> 24:55.760]  ceremony, nationalization ceremony sits there and shows a bunch of exploited
[24:55.760 --> 24:59.160]  immigrants who had to join the military and, you know, get arms and legs blown
[24:59.160 --> 25:03.440]  off to become citizens. But that shows what they had to go through. Now you
[25:03.440 --> 25:08.640]  can just walk across the border and he says, you know what, we need more
[25:08.640 --> 25:12.040]  people. That's what makes this country great. Yes, we have the most open
[25:12.040 --> 25:16.800]  immigration ever. Ellis Island, only a third of the people were let in because
[25:16.800 --> 25:20.400]  if you had diseases or you had a criminal record, you got sent back,
[25:20.400 --> 25:23.120]  ladies and gentlemen. By the way, I've got articles in my stack. I'm going to
[25:23.120 --> 25:27.240]  get to I'm giving you a big picture right now where TB is breaking out all
[25:27.240 --> 25:32.040]  over the country. Drug resistant drug immune. What do you think third world
[25:32.040 --> 25:37.400]  countries are like? What do you think they're like? They don't have any
[25:37.400 --> 25:42.000]  social services. They've collapsed. And now if we take all these people on, it
[25:42.000 --> 25:46.200]  collapses us. It's not like we're in a boom time here in America, ladies and
[25:46.200 --> 25:51.240]  gentlemen. Yeah, here it is. Robert Mugabe says no whites may own land in
[25:51.240 --> 25:55.600]  Zimbabwe. This is after 15 years of almost every white family being butchered
[25:55.600 --> 25:59.320]  and burned up in their houses by the equivalent of black land. There's this
[25:59.320 --> 26:05.280]  idea that only white people can do racist bad things, which is pure crap.
[26:05.280 --> 26:08.720]  They even call it reverse racism when a non white does something racial.
[26:08.720 --> 26:13.440]  People are exactly the same folks. You've always had people that think
[26:13.440 --> 26:17.920]  tribally and think at that level. And the Democrats think at that level. They
[26:17.920 --> 26:23.760]  want a bunch of unwashed dregs on welfare with disabilities and criminal
[26:23.760 --> 26:28.600]  records who cannot work to weigh down the system. It's an official plan. Look
[26:28.600 --> 26:33.720]  it up by the Democratic Party, sociology, cloward and piven 1966 to
[26:33.720 --> 26:37.520]  overload the system and collapse it. And if they can't collapse it by shutting
[26:37.520 --> 26:41.120]  off our coal power plants that supply half the power and by having taxes on
[26:41.120 --> 26:45.480]  us, the China, India, Mexico and 169 of the third world countries don't have,
[26:45.600 --> 26:49.320]  they will ship in because let me tell you the cliche that most of these
[26:49.320 --> 26:52.960]  Latin American and Mexican workers are hardworking is true. They've been
[26:52.960 --> 26:57.200]  hardworking and they had to go across 50 miles of desert to get here before and
[26:57.200 --> 27:00.760]  most of the Mexicans wouldn't go on welfare. They've got sociologist
[27:00.760 --> 27:04.760]  groups trying to figure out how to get them on welfare. So what do they do?
[27:04.880 --> 27:09.240]  They advertise. If you're a big lazy person that wears six X underwear from
[27:09.240 --> 27:12.240]  anywhere in the world, literally, you know, they bought 43,000 pairs of
[27:12.240 --> 27:17.560]  those I stood last week, come to America and we're here waiting. You'll go on
[27:17.560 --> 27:22.720]  instant welfare with a free ticket voucher to be bust anywhere you want.
[27:23.320 --> 27:28.560]  This is a political takeover to get the welfare money by criminal groups in
[27:28.560 --> 27:32.600]  every major city and the new movies, the TV shows being financed by people like
[27:32.600 --> 27:36.320]  Robert Rodriguez with government funding are openly promoting racial
[27:36.320 --> 27:42.920]  division and race war. And this week coming up, Rodriguez will be hosting
[27:42.920 --> 27:47.600]  Obama here to celebrate their victory against Texas to quote, turn it blue.
[27:48.440 --> 27:51.320]  And it's not that I'm even a Republican. I'm a libertarian, but the
[27:51.320 --> 27:56.240]  Democratic Party is like brain cancer folks. It is metastasizing. It is
[27:56.240 --> 28:00.160]  taking over. It is, is persecuting people politically. I'm getting into, I
[28:00.160 --> 28:04.480]  mean, they're trying to arrest. They're threatening to arrest my reporter. Get
[28:04.480 --> 28:08.040]  Daniels who's coming up the next hour. This is national news. We have the
[28:08.040 --> 28:11.680]  official letter from the Pentagon for going and reporting on it. I mean,
[28:11.680 --> 28:15.160]  that's how screwed up this country is. I said, I was settled down. I got to
[28:15.160 --> 28:19.480]  settle down right now. Let's go to Obama, literally urinating on the fourth
[28:19.480 --> 28:23.320]  of July. And remember Pelosi two weeks ago saying, we're all the same
[28:23.320 --> 28:27.000]  hemisphere. We're all Americans. Really. I can't go to Guatemala and get free
[28:27.000 --> 28:30.640]  healthcare. I can't go to Nicaragua and get everything free. I can't go to
[28:30.640 --> 28:34.400]  Mexico and get me. It's a bunch of bull. Can I go to Mexico and say you're
[28:34.400 --> 28:39.040]  racist? If I can't come here and have my baby for free. And if I can't fly
[28:39.040 --> 28:44.920]  into your country and just be let in, nobody does that. So when we come back,
[28:44.920 --> 28:49.000]  I'll play the clips of Obama saying I'll act alone. He's already acted outside
[28:49.000 --> 28:53.520]  of Congress. That's called dictatorship. And here's the big issue. If he gets
[28:53.520 --> 28:56.480]  away with that, you already got away with turning al-Qaeda loose all over the
[28:56.480 --> 29:00.840]  Middle East. You already got away with putting NATO over our military. I began
[29:00.840 --> 29:03.840]  to get into iodine a few years ago because it was helping me and my family
[29:03.840 --> 29:09.280]  so much get healthy and detoxify. Most people know that iodine deficiency has
[29:09.280 --> 29:13.880]  been a crisis around the world. Iodine is key to so many of the body's
[29:13.880 --> 29:18.040]  functions, especially the thyroid. I discovered a product being developed by
[29:18.040 --> 29:23.160]  a doctor group. You now know it as survival shield, true nascent iodine that
[29:23.160 --> 29:27.000]  your body can really absorb. Then about a year ago, he said, listen, if you think
[29:27.000 --> 29:31.760]  this is powerful, I'm going to come out with rare earth, deep earth crystals. And
[29:31.760 --> 29:37.320]  the results that I personally have had have been life-changing. Nobody else has
[29:37.320 --> 29:41.540]  got iodine based on these pure crystals, ladies and gentlemen. This is
[29:41.540 --> 29:46.240]  innovating and the best part is it helps fund infowars.com, the radio show, the
[29:46.240 --> 29:50.000]  TV show, the whole media operation, promoting true libertarian ideas. For a
[29:50.000 --> 29:54.240]  limited time, experience the ancient power of survival shield X2. Take
[29:54.240 --> 29:59.520]  advantage of this unprecedented 30% off super detox special at infowarslife.com.
[29:59.520 --> 30:04.560]  From the water table to our soils to the atmosphere itself, our world is
[30:04.560 --> 30:08.120]  becoming more and more toxic each and every day. But it's not just the air
[30:08.120 --> 30:11.840]  outside that's toxic. Indoor air has been shown to have two to five times
[30:11.840 --> 30:15.720]  higher concentrations of pollutants than even outdoor air. And most Americans
[30:15.720 --> 30:20.080]  spend 90% of their time inside using toxic chemicals within their homes. There
[30:20.080 --> 30:24.320]  are more than 42 million smokers in the United States. Well over a thousand
[30:24.320 --> 30:28.120]  types of mold in mildew linked to numerous conditions. And don't forget the
[30:28.120 --> 30:31.800]  fact that 6 million Americans live with pets they're allergic to as well. When
[30:31.800 --> 30:35.480]  I began to research these statistics, it was clear to me it was time to start
[30:35.480 --> 30:40.280]  cleansing my lungs in order to combat the toxic environment that we cannot escape
[30:40.280 --> 30:44.320]  but that we can fight back against. Made with organic and wild cultivated herbs
[30:44.320 --> 30:49.000]  and manufactured in the USA, the new info wars life lung cleanse is here in a
[30:49.000 --> 30:52.160]  convenient spray bottle that can be brought with you throughout any toxic
[30:52.160 --> 30:56.400]  environment. Now available exclusively at infowarslife.com or by calling toll
[30:56.400 --> 31:02.000]  three eight eight eight two five three three one three nine. Hi, I'm Dr. Edward
[31:02.000 --> 31:07.640]  group. It took me 20 years of searching the globe to find the deposit of the
[31:07.640 --> 31:14.280]  highest purity iodine available. The new survival shield X2 is mined from
[31:14.280 --> 31:19.880]  seven to 10,000 feet below the earth in pristine environmentally clean
[31:19.880 --> 31:26.320]  conditions. The iodine crystals we use are extracted from an ancient 300
[31:26.320 --> 31:32.600]  million plus year old deposit deep in the earth. It's the strongest nascent
[31:32.600 --> 31:39.640]  iodine on the market today. It delivers 650 micrograms per drop. Experience the
[31:39.640 --> 31:45.560]  new formula. Experience the ancient purity. Shield your family. Survival shield
[31:45.560 --> 31:53.360]  X2. Available now at infowarslife.com. X2 from infowarslife.com or call toll
[31:53.360 --> 31:59.720]  three eight eight eight two five three three one three nine. I've always believed
[31:59.720 --> 32:04.200]  in nutrition and herbs. Super male vitality was developed to activate your
[32:04.200 --> 32:09.800]  body's own natural processes instead of using synthetic chemicals sourced from
[32:09.800 --> 32:14.920]  powerful organic herbs harvested around the planet and then concentrated or
[32:14.920 --> 32:19.760]  maximum potency. I just received my male vitality about three days ago and I must
[32:19.760 --> 32:24.240]  say that was good stuff. After consulting top doctors, nutritionists, pharmacists and
[32:24.240 --> 32:30.080]  others, we have developed what I believe is the ultimate non-GMO organic super
[32:30.080 --> 32:35.560]  male vitality formula. Super male vitality by Info Wars Life is so powerful
