[00:00.000 --> 00:18.000]  Infowars, tomorrow's news, today.
[04:44.000 --> 04:46.000]  I mean, wow.
[04:46.000 --> 04:48.000]  And it just gets more insane.
[04:48.000 --> 04:52.000]  And remember, everything you see in Australia and Europe is coming here next.
[04:52.000 --> 04:55.000]  They're getting ready for martial law in Canada as well.
[04:55.000 --> 04:59.000]  This is the takeover, folks, by the UN.
[04:59.000 --> 05:22.000]  Well, it's now out in the open that the new world...
[05:30.000 --> 05:33.000]  20% off plus free shipping and double-patriot points.
[05:33.000 --> 05:34.000]  All these are free shipping.
[05:34.000 --> 05:35.000]  Double-patriot points.
[05:35.000 --> 05:37.000]  Ultra-twelve, 60% off.
[05:37.000 --> 05:40.000]  Alpha-power, 40% off.
[05:40.000 --> 05:42.000]  Knockout, sleep aid, 50% off.
[05:42.000 --> 05:44.000]  Living defense, 50% off.
[05:44.000 --> 05:45.000]  Pure turmeric bodies.
[05:45.000 --> 05:47.000]  Extract, 40% off.
[05:47.000 --> 05:53.000]  Activated charcoal, toothpaste and mouth wash, both together or separate, 50% off.
[05:53.000 --> 05:54.000]  And more.
[05:54.000 --> 05:58.000]  Check it all out today at ImFullWarsHore.com, get amazing products and fund the info.
[05:58.000 --> 06:01.000]  and from the Info War and the fight against the globalist.
[06:04.000 --> 06:08.000]  Defending the Republic from enemies, foreign and domestic.
[06:09.000 --> 06:11.000]  It's Alex Jones.
[06:11.000 --> 06:31.000]  In the 21st century, war is carried up by covert means under the shroud, under the cover of medical necessity.
[06:32.000 --> 06:37.000]  Here we are living in such a historic and incredibly dangerous time.
[06:37.000 --> 06:42.000]  Well, here it is, ladies and gentlemen.
[06:43.000 --> 06:44.000]  Tromethamine.
[06:45.000 --> 06:46.000]  Tromethamine.
[06:47.000 --> 06:48.000]  Tromethamine.
[06:49.000 --> 06:50.000]  Tromethamine.
[06:50.000 --> 07:16.000]  Tromethamine. That's what was announced 12 days ago in a FDA posting on their site about their emergency authorization for five and ups of the experimental Pfizer injection.
[07:16.000 --> 07:25.000]  Which they then said was approved under a drug name that is approved in the year 2026, four plus years from now.
[07:29.000 --> 07:38.000]  And I'm going to show you for TV viewers. That's why I started simulcasting my radio show more than 20 years ago on TV because people wouldn't believe me when I just told them I had a document.
[07:38.000 --> 07:47.000]  So here I can show it to you. It's all linked up on infowars.com. We've got a link in the live show feed to the FDA document to our articles that have the links.
[07:49.000 --> 07:57.000]  But if you look right here, if you're a TV viewer, you see this? That's the FDA document at FDA.gov. You see that right there?
[07:57.000 --> 08:08.000]  And this is the equivalent of reading the menu list for Cyclone B in the German death camps.
[08:10.000 --> 08:18.000]  Now this is a very dangerous drug. It's a very toxic drug.
[08:18.000 --> 08:26.000]  And I wondered why two weeks ago they suddenly authorized it for five and ups and that was on the news.
[08:27.000 --> 08:33.000]  We said, oh look, there's more heart attacks in children. They just authorized this toxic drug for when children have heart attacks and myocarditis.
[08:34.000 --> 08:45.000]  Not knowing that they had just quietly slipped it in there, that they're putting it as the quote base in the Pfizer shot.
[08:45.000 --> 08:57.000]  No longer is the Pfizer shot for children going to be in a saline salt solution like most drugs you inject, all vaccines, even the nasals in a saline solution.
[09:01.000 --> 09:09.000]  But a very toxic heart attack drug that you only take when someone's dying of a heart attack because it has so many bad side effects.
[09:09.000 --> 09:19.000]  And the dose I looked it up is a very toxic near fatal dose in children of the drug, which could actually make them have a heart attack.
[09:20.000 --> 09:26.000]  I mean, folks, they might start putting cyanide in there on TV and kids might start dropping dead by the thousands and the news will say it's good.
[09:27.000 --> 09:36.000]  I mean, we're entering that territory. This is psycho behavioral psychologists running all this to just see how many of us they can kill and normalizing this.
[09:36.000 --> 09:46.000]  They're normalizing it. Because, you know, the Germans could argue they didn't know about death camps and things and Eisenhower made them go into tears of it and look at it for themselves in famous film footage.
[09:49.000 --> 09:58.000]  But here we know it's a death camp. We know it's a slow kill. We know it stays in the body for 15 months at least and causes all sorts of cardiovascular problems from the vaccine.
[09:58.000 --> 10:07.000]  But now they just go, oh, we're not going to have the Pfizer shot based on saline for children. It's going to be a heart attack drug.
[10:10.000 --> 10:16.000]  Wow. And then there's no coverage of it, except a legal notice. Oh, it's authorized in children now.
[10:17.000 --> 10:22.000]  Why not? They emergency authorized these mRNAs. Why not some heart attack medicine for your child?
[10:22.000 --> 10:27.000]  Holy Frankenstein.
[10:30.000 --> 10:37.000]  Now, when I started calling people about this last night, they thought I was joking, prominent people saying, hey, you got to see this.
[10:38.000 --> 10:43.000]  And when they saw it was actually an FDA website, they basically crap themselves and so did I.
[10:43.000 --> 10:51.000]  So I shot a report about it last night with Rob do we were up here till eight and I was pretty excited in the video. I saw complaints. I was interrupting Rob during it.
[10:52.000 --> 10:58.000]  Yeah, I'm upset. They're killing kids. Yeah, I'm upset in the video. Why don't you worry about other killing kids or go do your own video exposing it.
[10:59.000 --> 11:02.000]  And my point is, is that we're in a damn war.
[11:03.000 --> 11:08.000]  Doesn't matter how my delivery is. In fact, the I mean, I don't know. I just can't sit here on air and just talk about this.
[11:08.000 --> 11:12.000]  I'm not going to do anything violent like they're doing to our children because they'll use that against us.
[11:13.000 --> 11:16.000]  But they deserve to be held accountable. I mean, they are attacking us.
[11:17.000 --> 11:25.000]  If a crazy man showed up at your house with a needle full of cyanide or a needle full of Drano and tried to inject you, you would have a right.
[11:26.000 --> 11:28.000]  You would have a duty to protect yourself and your children.
[11:28.000 --> 11:36.000]  And Fauci is this well known crazy madman. But but but here's the thing. I'm going to get to this at the bottom of the hour.
[11:37.000 --> 11:38.000]  That's just one thing here.
[11:40.000 --> 11:42.000]  This is over the top.
[11:43.000 --> 11:48.000]  The fact that no one even knows about it. The fact that happened 12 days ago. The fact that it's it's all right here.
[11:49.000 --> 11:56.000]  The fact that has all these horrible side effects. It says you must inject it into someone's vein to go directly into the heart.
[11:56.000 --> 12:02.000]  Or it can kill someone. That's the main indication.
[12:03.000 --> 12:11.000]  It's a contra indication is, you know, doing the opposite. And they say, inject it into the muscle of the child.
[12:13.000 --> 12:18.000]  And it says in the literature that will necrose the arm. It'll eat a hole in them.
[12:19.000 --> 12:20.000]  It liquefies you.
[12:20.000 --> 12:26.000]  So this is designed to be injected into a vein. So it goes into the heart.
[12:27.000 --> 12:34.000]  That's the closest thing to the hearts of vain because it's going into the heart to get oxygenated. It's supposed to go into a vein, not into an artery.
[12:35.000 --> 12:41.000]  I mean, ladies and gentlemen, I'm not even a doctor, but I called doctors about this last night and they didn't even know about this.
[12:41.000 --> 12:53.000]  I mean, wow, whoa, whoa, whoa, whoa, whoa is you that goes along with this.
[12:54.000 --> 12:58.000]  They've made a psychotic attack on him. I mean, now it's totally confirmed.
[12:59.000 --> 13:05.000]  And remember what the FDA doctor said. He goes, I'm voting to approve this because we don't know what this is going to do.
[13:06.000 --> 13:08.000]  We have to test it on the general public. Test it on children.
[13:08.000 --> 13:12.000]  Yeah, I don't go get a guinea pig or a rat because they already did secret tests. I know it does to them.
[13:13.000 --> 13:15.000]  It gives them blood clots and kills them. So let's just do it to the children.
[13:16.000 --> 13:23.000]  I mean, when you see these guys, these are psycho freaks paid off by the system on TV, literally killing children.
[13:24.000 --> 13:27.000]  And they're financing moves to shut us all down and ban us.
[13:28.000 --> 13:31.000]  And the head of Pfizer says he wants everybody criticizing him arrested.
[13:31.000 --> 13:41.000]  Okay, I'm going to cover all this and then show you the actual FDA document right here in my hand at the bottom of the hour.
[13:42.000 --> 13:44.000]  Okay. And all the side effects and everything else.
[13:45.000 --> 13:47.000]  So everybody, you know, friends, family, tell them to an end.
[13:48.000 --> 13:52.000]  And now we've got the former head of Planned Parenthood who wants to guess kill kids after they're out of the womb,
[13:53.000 --> 13:57.000]  saying, yeah, with the Anderson Cooper, it's okay, you got a 15 times increase in myocarditis and heart attacks.
[13:57.000 --> 14:01.000]  That's no big deal. And they're on TV like it's no big deal 15 time increase in heart attacks.
[14:02.000 --> 14:07.000]  No big deal. Just gaslighting. Well, it's no big deal 15 time increase in this.
[14:09.000 --> 14:15.000]  Oh, but they just are banning these vaccines, these deadly injections all over the world, including Europe, Germany.
[14:16.000 --> 14:19.000]  But, but, oh, you're, but see America is targeted for total destruction.
[14:20.000 --> 14:22.000]  And then here's the rest of it.
[14:22.000 --> 14:26.000]  This is the Associated Press. We have the video of this. It's chilling.
[14:27.000 --> 14:31.000]  Australian leader says lockdown for the vaccinated is likely.
[14:32.000 --> 14:38.000]  It's the Australian Chancellor. That's the leader of their parliament and said that we will lock you in your house.
[14:39.000 --> 14:44.000]  And then once you go bankrupt, we will then take you to a camp actually says camps all happening.
[14:47.000 --> 14:50.000]  Germany hits record new COVID cases of 24 hours.
[14:50.000 --> 14:57.000]  Even though they're totally locked down, Germany and France restrict Moderna COVID vaccine for under 30s over rare heart risk.
[14:58.000 --> 14:59.000]  Yeah, it's not rare.
[15:00.000 --> 15:04.000]  Taiwan halts second dose of Pfizer after deaths and heart attacks in young people.
[15:05.000 --> 15:07.000]  Oh, yeah, that's out of the news over there.
[15:08.000 --> 15:12.000]  But you won't be hearing that anywhere on our news, ladies and gentlemen.
[15:13.000 --> 15:15.000]  And that's just the tip of the iceberg.
[15:15.000 --> 15:19.000]  It gets crazier and crazier and crazier.
[15:20.000 --> 15:21.000]  And then I've got Klaus Schwab's new announcement.
[15:22.000 --> 15:24.000]  Oh, he's got a new initiative.
[15:25.000 --> 15:26.000]  You heard a build back better in the great reset.
[15:27.000 --> 15:29.000]  Well, he's set to announce tomorrow.
[15:30.000 --> 15:33.000]  We're going to cover it live during the show, something new for you.
[15:34.000 --> 15:39.000]  And as soon as he says it, you'll see every globalist and every leftist parrot it like an obedient parrot.
[15:39.000 --> 15:43.000]  And we happen to know what he's going to announce tomorrow.
[15:44.000 --> 15:45.000]  So you want tomorrow's news today?
[15:46.000 --> 15:47.000]  You'll get that too in this hour.
[15:48.000 --> 15:51.000]  You might want to call your friends and family and tell them to tune in.
[15:52.000 --> 15:55.000]  Or you could just let them murder you and your family because they did say they're going to murder you.
[15:56.000 --> 15:57.000]  You know that, right?
[15:58.000 --> 15:59.000]  We'll be right back.
[16:00.000 --> 16:02.000]  It comes at the end of October every year and only runs for two weeks.
[16:03.000 --> 16:07.000]  It's what I call the Black Friday comes early super blowout sale.
[16:07.000 --> 16:13.000]  With store-wide free shipping, double Patriot points and up to 60% off on our best-selling products.
[16:14.000 --> 16:16.000]  Brainforce Plus sold out for almost eight months.
[16:17.000 --> 16:18.000]  Back in stock, 50% off.
[16:19.000 --> 16:20.000]  Ultimate bone broth Plus.
[16:21.000 --> 16:25.000]  It's even better than the last formula with chaga mushrooms and turmeric and just everything.
[16:26.000 --> 16:27.000]  It's so good.
[16:28.000 --> 16:29.000]  It's now available again, 20% off.
[16:30.000 --> 16:31.000]  Ultra 12, 60% off.
[16:32.000 --> 16:33.000]  Alpha Power, 40% off.
[16:34.000 --> 16:35.000]  Knockout, 50% off.
[16:35.000 --> 16:36.000]  Defense, 50% off.
[16:37.000 --> 16:38.000]  Pure turmeric extract bodies, 40% off.
[16:39.000 --> 16:41.000]  Activated charcoal toothpaste and mouthwash, 50% off.
[16:42.000 --> 16:43.000]  And it goes on and on and on.
[16:44.000 --> 16:45.000]  Storeable foods, 10% off.
[16:46.000 --> 16:47.000]  Last time of the year, that deal's happening.
[16:48.000 --> 16:50.000]  It's all available now at infowarsstore.com.
[16:51.000 --> 16:53.000]  The Black Friday sale comes early.
[16:54.000 --> 16:57.000]  It's going right now for the next two weeks and it supports the info war.
[16:58.000 --> 16:59.000]  Take action now and get prepared.
[16:59.000 --> 17:04.000]  After being unavailable for more than two years, Ultimate Bone Broth is back at infowarslife.
[17:05.000 --> 17:10.000]  Ultimate Bone Broth is now Ultimate Bone Broth Plus because we've made it even stronger and reformulated it.
[17:11.000 --> 17:14.000]  And listen, it's not just concentrated chicken broth.
[17:15.000 --> 17:17.000]  It's so good for your joints and your bones and your whole body.
[17:18.000 --> 17:25.000]  It's got really strong high-end turmeric root, chaga mushroom, bee pollen, goji berry, alfalfa herb powder,
[17:25.000 --> 17:31.000]  and a bunch of other stuff in it, like real organic cocoa, bean powder with natural chocolate flavor,
[17:32.000 --> 17:34.000]  and a touch of sea salt, and just on and on and on.
[17:35.000 --> 17:36.000]  Magnesium, potassium's added.
[17:37.000 --> 17:40.000]  This is so good for inflammation, for your immune system, for your whole body.
[17:41.000 --> 17:43.000]  Grandma always gave you chicken soup when you were sick.
[17:44.000 --> 17:49.000]  Remember, that's a tiny amount of the same stuff that's in there that is now in here in a very large amount.
[17:49.000 --> 17:54.000]  So again, get the power of Grandma's chicken soup with the power of turmeric and everything else
[17:55.000 --> 17:58.000]  with the new and improved Bone Broth at infowarsstore.com.
[17:59.000 --> 18:06.000]  I'm cutting this brief announcement on the afternoon of November 9th, 2021.
[18:07.000 --> 18:12.000]  And I just want all the listeners and viewers to know that I've kept this show on the air that I am very, very thankful to you
[18:13.000 --> 18:17.000]  because my main drive is opposing these globalists and it's standing against them.
[18:17.000 --> 18:19.000]  I know that that's your main drive as well.
[18:20.000 --> 18:26.000]  So I thank you for your moral support, your prayers, your word of mouth, fighting for all of us and all of our children's futures,
[18:27.000 --> 18:29.000]  and also your financial support at infowarsstore.com.
[18:30.000 --> 18:33.000]  And it isn't just funding the info war that you engage in when you buy the products.
[18:34.000 --> 18:37.000]  You get amazing products that are so good for you and yourself and your family.
[18:38.000 --> 18:42.000]  And right now, until November 14th, we have Black Friday comes early,
[18:42.000 --> 18:47.000]  up to 60% off on our best-selling items, StoreWatts for Shipping and Double Patria Points.
[18:48.000 --> 18:53.000]  So again, thank you all for your support and get amazing products like Ultimate Bone Broth and Brain Force Plus
[18:54.000 --> 18:58.000]  and so many others right now, massively discounted at infowarsstore.com.
[18:59.000 --> 19:08.000]  Brain Force Plus is back in stock and it's 50% off with free shipping and Double Patria Points right now at infowarsstore.com.
[19:08.000 --> 19:14.000]  Brain Force Plus, after 8 months, is finally back in stock and we're giving you 50% off plus free shipping
[19:15.000 --> 19:18.000]  and Double Patria Points on the best-selling Neutropic at infowarsstore.com.
[19:19.000 --> 19:22.000]  Brain Force Plus is one of our highest rated and best-selling info wars life formulas ever
[19:23.000 --> 19:25.000]  and the info wars crew uses it every day and so do I.
[19:26.000 --> 19:31.000]  The formula is loaded with natural compounds like Uromante, L-TNN, Alpha GPC,
[19:32.000 --> 19:35.000]  and many others that are known to support cognitive health and give you that extra boost.
[19:35.000 --> 19:40.000]  Whether you're stocking up or trying it for the first time, now is the time to head to infowarsstore.com
[19:41.000 --> 19:42.000]  and take advantage of these great savings.
[19:43.000 --> 19:44.000]  Your purchase of Brain Force Plus is a 360 win.
[19:45.000 --> 19:49.000]  You'll get a super high quality Neutropic and you'll help launch info wars to the next level.
[19:50.000 --> 19:55.000]  Visit infowarsstore.com and get our best-selling Brain Force Plus at 50% off before we're out of stock
[19:56.000 --> 19:58.000]  to avoid missing out on these massive savings. Brain Force.
[19:58.000 --> 20:01.000]  Brain Force.
[20:02.000 --> 20:05.000]  You're listening to the Alex Jones Show.
[20:05.000 --> 20:31.000]  All right, my friends, let's go back 10 months ago when I was ranting and raving on air
[20:31.000 --> 20:35.000]  about what we would be living under very soon in the great reset
[20:36.000 --> 20:39.000]  and the fact that the global lockdown was just beginning, not ending,
[20:40.000 --> 20:45.000]  as they now announce in Europe, Australia, Canada, more lockdowns including permanent lockdowns
[20:46.000 --> 20:49.000]  of those that are, quote, unvaccinated and then they catch any friends or family visiting,
[20:50.000 --> 20:51.000]  you'll be taken to a camp.
[20:53.000 --> 20:54.000]  That's how they make it sound reasonable.
[20:55.000 --> 20:56.000]  Oh, you won't go to the camp unless you have visitors.
[20:57.000 --> 20:59.000]  Oh, but once you don't have a job, we're going to take your house.
[20:59.000 --> 21:01.000]  So you'll have to live in a camp.
[21:02.000 --> 21:03.000]  This is being announced by the Associated Press.
[21:04.000 --> 21:08.000]  There's a video of the head of their parliament, their chancellor saying it in Australia.
[21:09.000 --> 21:10.000]  That's all UN run.
[21:11.000 --> 21:12.000]  This is the system they're bringing here.
[21:13.000 --> 21:14.000]  It's all from the UN.
[21:17.000 --> 21:19.000]  And then I've got just incredible news here.
[21:21.000 --> 21:23.000]  Dealing with this, but look at this headline on infowars.com.
[21:23.000 --> 21:28.000]  Germany's latest EU government to warn young adults, pregnant women to avoid the Moderna jab.
[21:29.000 --> 21:36.000]  The Moderna jab works exactly the same as the Pfizer shot.
[21:37.000 --> 21:38.000]  It's the same thing I've had scientists on.
[21:39.000 --> 21:42.000]  I've read the literature myself, except it's three times stronger.
[21:43.000 --> 21:48.000]  Remember Bill Gates said like 20 months ago, we'll have a new vaccine, but it's got to be really strong.
[21:48.000 --> 21:52.000]  So yeah, 80% do, you know, have bad reactions.
[21:53.000 --> 21:54.000]  Remember on NBC, not going to play it again.
[21:55.000 --> 21:56.000]  I've probably played it a hundred times.
[21:57.000 --> 21:58.000]  Seriously.
[21:59.000 --> 21:59.000]  Yeah.
[22:00.000 --> 22:00.000]  Yeah.
[22:01.000 --> 22:05.000]  The Moderna is super bad news, but there you go.
[22:06.000 --> 22:08.000]  Ladies and gentlemen, that's the good cop, bad cop.
[22:09.000 --> 22:09.000]  Okay.
[22:10.000 --> 22:10.000]  People are getting sick.
[22:11.000 --> 22:12.000]  We'll stop having the Moderna one.
[22:13.000 --> 22:16.000]  Here you can take this one, but there'll be lots of booster shots that do the same damn thing.
[22:16.000 --> 22:20.000]  Oh, I got big news out of Israel too.
[22:21.000 --> 22:25.000]  There, there, everything you see in Australia and Israel is what's coming here next.
[22:26.000 --> 22:27.000]  That's why that's so important.
[22:28.000 --> 22:31.000]  They've now announced that they're preparing for total permanent martial law for the next variant.
[22:32.000 --> 22:36.000]  They're saying COVID's permanent and they'll be a sixth shot, a sixth shot.
[22:37.000 --> 22:38.000]  And oh, it's going to be reformulated.
[22:39.000 --> 22:41.000]  Oh, so the five shots don't work.
[22:42.000 --> 22:43.000]  Then the six shots, a new variant.
[22:43.000 --> 22:47.000]  Oh, and then you'll need five or six more shots and then it just continues on forever.
[22:48.000 --> 22:50.000]  They're holding war games on how to make you do it.
[22:51.000 --> 22:52.000]  That's all coming up.
[22:53.000 --> 22:56.000]  But, but, but first here I am 10 months ago because this is going viral again and it's important.
[22:57.000 --> 23:00.000]  It sounds very negative, but it's really what's happening and only admitting that this is happening.
[23:01.000 --> 23:02.000]  If there's any chance of turning this around, here it is.
[23:03.000 --> 23:06.000]  I mean, you understand, folks, I believe they're going to shut everything down the next few months.
[23:07.000 --> 23:08.000]  They're going to blow up federal buildings.
[23:09.000 --> 23:10.000]  They're going to put poison in water supplies.
[23:11.000 --> 23:11.000]  I mean, it's over.
[23:11.000 --> 23:12.000]  I mean, you're, it's over.
[23:13.000 --> 23:16.000]  You understand your only shot you've got is realizing that we're screwed.
[23:17.000 --> 23:18.000]  You're candy-ass church isn't going to do it.
[23:19.000 --> 23:20.000]  You're candy-ass Boston going to do it.
[23:21.000 --> 23:23.000]  We're a trained group of monkeys in this country.
[23:24.000 --> 23:25.000]  We're not what Americans used to be.
[23:26.000 --> 23:27.000]  We're not rugged individualists.
[23:28.000 --> 23:29.000]  We don't stand up for the Bill of Rights and Constitution.
[23:30.000 --> 23:30.000]  We're a joke.
[23:31.000 --> 23:31.000]  Okay.
[23:32.000 --> 23:37.000]  And so they got people like Brian Stelzer up there saying shut down all of his competition on TV now.
[23:38.000 --> 23:39.000]  He thinks he owns you.
[23:39.000 --> 23:40.000]  Jeff Sucker thinks he owns you.
[23:41.000 --> 23:42.000]  These are bad people.
[23:43.000 --> 23:43.000]  Okay.
[23:44.000 --> 23:45.000]  So I've done the best job I can.
[23:46.000 --> 23:47.000]  I'm not bitching at the crew or you or anybody.
[23:48.000 --> 23:49.000]  I'm just saying it's hard for me to get up here and do a normal show.
[23:50.000 --> 23:51.000]  When we have a group of corporate criminals literally gang-raping us.
[23:52.000 --> 23:53.000]  I mean, if we ever beat this thing, it'll be in the history of like these people were Hitler.
[23:54.000 --> 23:55.000]  I mean, this is unbelievable.
[23:56.000 --> 23:57.000]  It's not like, oh, we're getting out of here.
[23:58.000 --> 23:59.000]  We're getting out of here.
[24:00.000 --> 24:01.000]  We're getting out of here.
[24:02.000 --> 24:03.000]  We're getting out of here.
[24:04.000 --> 24:05.000]  We're getting out of here.
[24:06.000 --> 24:07.000]  We're getting out of here.
[24:07.000 --> 24:08.000]  Unbelievable.
[24:09.000 --> 24:10.000]  It's not like, oh, we're getting there.
[24:11.000 --> 24:12.000]  It's bad.
[24:13.000 --> 24:14.000]  Things are out of control.
[24:15.000 --> 24:16.000]  It's, it's, they just begun.
[24:17.000 --> 24:18.000]  They're going to take your pension funds.
[24:19.000 --> 24:20.000]  They're going to bankrupt.
[24:21.000 --> 24:22.000]  They're going to cut the power off the oil off.
[24:23.000 --> 24:24.000]  They're going to open the borders.
[24:25.000 --> 24:26.000]  It's over, man.
[24:27.000 --> 24:28.000]  It's over.
[24:29.000 --> 24:30.000]  It's all gone.
[24:31.000 --> 24:32.000]  It's all over.
[24:33.000 --> 24:34.000]  They're going to activate the Boogaloo's FBI ADL terror forces.
[24:34.000 --> 24:36.000]  They want you starving in the street.
[24:37.000 --> 24:38.000]  They want to rape your wife.
[24:39.000 --> 24:40.000]  They're Bolsheviks.
[24:41.000 --> 24:42.000]  They're Jacobins.
[24:43.000 --> 24:44.000]  It's all over, man.
[24:45.000 --> 24:46.000]  All over.
[24:47.000 --> 24:48.000]  Enjoy.
[24:49.000 --> 24:50.000]  All your games.
[24:51.000 --> 24:52.000]  In fact, America is rotting and deserves it.
[24:53.000 --> 24:54.000]  Now, the Satanists aren't good.
[24:55.000 --> 24:56.000]  They're not God.
[24:57.000 --> 24:58.000]  God just lets them have their way now.
[24:59.000 --> 25:00.000]  So all your games are over.
[25:01.000 --> 25:02.000]  All the TV watching, all the laziness,
[25:02.000 --> 25:03.000]  all your games are over.
[25:04.000 --> 25:05.000]  You're going to be just like a baby
[25:06.000 --> 25:07.000]  at six months being chopped up in its mother's womb.
[25:08.000 --> 25:09.000]  You're not a human.
[25:10.000 --> 25:11.000]  You're not essential.
[25:12.000 --> 25:13.000]  You're dead.
[25:14.000 --> 25:15.000]  They're going to kill you because you don't care.
[25:16.000 --> 25:17.000]  And that's where they'd like to take you
[25:18.000 --> 25:19.000]  if you put up with it.
[25:20.000 --> 25:21.000]  And they intend to do it by increments.
[25:22.000 --> 25:23.000]  So here's the new article from RT.
[25:24.000 --> 25:25.000]  It's on infowars.com.
[25:26.000 --> 25:27.000]  DHS claims COVID restrictions
[25:28.000 --> 25:29.000]  and arrival of Afghans could fuel domestic terror.
[25:29.000 --> 25:30.000]  The official terror policy
[25:31.000 --> 25:32.000]  is that anti-vaxxers are terrorists
[25:34.000 --> 25:35.000]  and are going to start blowing things up.
[25:36.000 --> 25:37.000]  They said that when he got into office
[25:38.000 --> 25:39.000]  by fraud in January
[25:40.000 --> 25:41.000]  and their first press conference
[25:42.000 --> 25:43.000]  with James Saki.
[25:44.000 --> 25:45.000]  And then they said it again
[25:46.000 --> 25:47.000]  with the top generals at the Joint Chiefs of Staff
[25:48.000 --> 25:49.000]  for the first time ever in U.S. history
[25:50.000 --> 25:51.000]  denouncing that they're prepared
[25:52.000 --> 25:53.000]  for war with the American people.
[25:54.000 --> 25:55.000]  Totally illegal.
[25:56.000 --> 25:57.000]  Then in June, they changed the law
[25:57.000 --> 25:58.000]  and he issued the executive orders
[26:01.000 --> 26:02.000]  to say the American people
[26:03.000 --> 26:04.000]  are the main terror threat
[26:05.000 --> 26:06.000]  for not wanting lockdowns
[26:07.000 --> 26:08.000]  and or questioning the election.
