[00:00:11.713 --> 00:00:12.834]  Well, here we are.
[00:02:26.150 --> 00:02:31.131]  It is not a constitutional right to have a military-style gun, Gene, and yet...
[00:02:32.191 --> 00:02:34.774]  These Republicans keep spreading these lies!
[00:02:51.653 --> 00:02:53.914]  There is not a constitutional right.
[00:02:53.914 --> 00:02:55.735]  There is not a God-given right.
[00:02:55.735 --> 00:03:02.939]  There is not a fundamental right as an American to possess weapons of war.
[00:03:02.939 --> 00:03:11.043]  What we need are laws, real laws, that do everything possible to keep assault rifles out of the hands of people who are going to shoot our kids.
[00:03:11.043 --> 00:03:13.484]  And we've got Jimmy Kimmel bashes gun rights.
[00:03:13.484 --> 00:03:20.128]  We can show you the article on Infowars.com with Jimmy Kimmel with video and photos.
[00:03:21.192 --> 00:03:33.115]  Of his bodyguards with their Glock pistols and more tucked in at his offices and at his house that protect him, but he says you can't have a gun.
[00:03:33.115 --> 00:03:35.255]  No more guns!
[00:03:35.255 --> 00:03:35.875]  No more guns!
[00:03:35.875 --> 00:03:37.516]  No more guns!
[00:03:37.516 --> 00:03:38.496]  No more guns!
[00:03:38.496 --> 00:03:50.679]  If these same gun enthusiasts were black and brown people with locks or braids and fatigues with guns, I have a feeling that some of the people watching me right now might be a lot more willing to have a gun debate conversation right now.
[00:03:50.899 --> 00:03:54.722]  A Time Magazine headline blared the following.
[00:03:54.722 --> 00:03:59.865]  Accused Parkland shooter Nicholas Cruz was a member of a white supremacist group.
[00:03:59.865 --> 00:04:10.673]  PBS, Uproxx, many others, big news organizations ran stories claiming that this was confirmed by the leader of this white nationalist group.
[00:04:10.673 --> 00:04:16.356]  The president didn't have a lot to say today about what he actually plans to do about school shootings.
[00:04:16.356 --> 00:04:18.338]  Donald Trump does nothing.
[00:04:18.338 --> 00:04:19.839]  Once again we see the urgency.
[00:04:20.579 --> 00:04:26.362]  For Congress to take true common sense action to prevent gun violence.
[00:04:26.362 --> 00:04:27.403]  The goal?
[00:04:27.403 --> 00:04:32.686]  Gun seizures, ammunition regulation, the disarmament of the American population.
[00:04:32.686 --> 00:04:36.928]  An armed militia is in the possibility that it all goes wrong.
[00:04:36.928 --> 00:04:37.949]  That's what it's for.
[00:04:37.949 --> 00:04:39.689]  It's not for when everything's going right.
[00:04:39.689 --> 00:04:41.530]  It's for when it all goes wrong.
[00:04:41.530 --> 00:04:45.833]  To deny the possibility that it could all go wrong?
[00:04:45.833 --> 00:04:46.773]  To me, you're lying.
[00:04:46.773 --> 00:04:48.054]  You know, the right to bear arms is
[00:04:48.214 --> 00:04:50.998]  Because that's the last form of defense against tyranny.
[00:04:50.998 --> 00:04:59.629]  Imagine federal officials marching from house to house, seizing hundreds of millions of firearms from law-abiding citizens, and then fining and imprisoning those who resist.
[00:05:00.749 --> 00:05:03.032]  Electrify your day with Secret 12.
[00:05:03.032 --> 00:05:04.613]  It's like lightning in a bottle.
[00:05:04.613 --> 00:05:08.497]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:05:08.497 --> 00:05:16.466]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:05:16.466 --> 00:05:21.431]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:05:21.431 --> 00:05:22.152]  The reality is
[00:05:22.432 --> 00:05:27.214]  It's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:05:27.214 --> 00:05:34.997]  Seeker 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:05:34.997 --> 00:05:39.419]  It pairs two forms of vitamin B12 into one explosive formula.
[00:05:39.719 --> 00:05:45.582]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[00:05:45.582 --> 00:05:48.743]  But it also assists with many other functions of the body.
[00:05:48.743 --> 00:05:52.304]  Electrify your mind and body and take your health to the next level.
[00:05:52.304 --> 00:05:56.186]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:05:56.186 --> 00:05:57.807]  That's InfoWarsLife.com.
[00:06:05.748 --> 00:06:07.830]  The answer to 1984 is 1776.
[00:06:07.830 --> 00:06:14.515]  You're listening to The Alex Jones Show.
[00:06:14.515 --> 00:06:18.118]  And now, your host, Owen Troyer.
[00:06:18.118 --> 00:06:25.764]  Honestly, I want to live in a world with real equality.
[00:06:25.764 --> 00:06:31.228]  I want to live in a world where an equal amount of white kids are shot every month.
[00:06:33.254 --> 00:06:34.115]  An equal world!
[00:06:34.115 --> 00:06:39.381]  I wanna see white mothers on TV crying!
[00:06:39.381 --> 00:06:41.263]  And there you have it.
[00:06:41.263 --> 00:06:44.327]  Chris Rock says he wants to live in a world of true equality.
[00:06:46.067 --> 00:06:54.174]  Or we see the same per capita number of white young people, white children being shot, being killed, being murdered.
[00:06:54.174 --> 00:07:08.266]  Well, Mr. Rock, you're going to have to somehow get young white kids to behave like the young black inner-city kids where you have 95% of the crime in cities like Chicago being black-on-black crime.
[00:07:08.266 --> 00:07:11.648]  You're going to have to somehow get white youth.
[00:07:12.689 --> 00:07:16.592]  To behave in that same barbarous, murderous form.
[00:07:16.592 --> 00:07:26.099]  You're going to have to get them to not take responsibility for themselves, like the black leadership has helped blacks do, and help promote a gangster, shoot-em-up, thug culture.
[00:07:26.099 --> 00:07:27.299]  You're going to have to do that.
[00:07:27.299 --> 00:07:29.301]  And you're going to have to go further, Mr. Rock.
[00:07:30.179 --> 00:07:40.389]  You're going to have to continue to sell the white population on what the blacks have been sold on to abort 52% of their babies before they're born.
[00:07:40.389 --> 00:07:47.937]  Oh, but see, the fact that almost 95% of the deaths of blacks are abortion isn't something you want to talk about.
[00:07:47.937 --> 00:07:48.878]  No, no, no, no.
[00:07:48.878 --> 00:07:51.381]  You want to talk about the blacks that are shot and killed.
[00:07:51.961 --> 00:08:05.848]  And then project responsibility onto that in a racist way onto white people as a blanket statement because you're on Netflix, a globalist combine that almost every show it puts out has anti-American globalist messages.
[00:08:05.848 --> 00:08:18.875]  Because that's what you are, a teleprompter reading nobody, little thug, racist scumbag, going along with the entire huge narrative that's being pushed everywhere that, oh, if you're a white woman and have a white baby, abort it.
[00:08:19.635 --> 00:08:40.350]  In the major feminist magazines and white genocide is a good thing and whites genetics are inherently bad We've all seen out to universities and oh we're having no whites day, you know coming up at Evergreen College or you look at colleges in the Midwest Where they come out and say no whites allowed on the Commons area for a week and you've got the white woman saying
[00:08:41.010 --> 00:08:43.192]  Get me some muscle over here.
[00:08:43.192 --> 00:08:45.054]  This is the true face of evil.
[00:08:45.054 --> 00:08:47.236]  This is the true face of propaganda.
[00:08:47.236 --> 00:09:04.013]  This is the true face of division by the big mega-corporations, the big filthy Hollywood-owned, shy-com, globalist, China-wood-owned system to demoralize and destroy this country with sick little mercenary pimps, sick little gremlin pimps,
[00:09:04.514 --> 00:09:04.994]  We're good to go.
[00:09:26.505 --> 00:09:28.626]  Somehow, if we deal with them.
[00:09:28.626 --> 00:09:34.727]  Meanwhile, the Muslims have been backed by the globalists on the left to kill millions and millions and millions of enslaved women.
[00:09:34.727 --> 00:09:36.508]  But that's okay.
[00:09:36.508 --> 00:09:42.490]  Statistically, it's leftist ideologies that have killed over 200 million people in the 20th and 21st centuries alone.
[00:09:42.490 --> 00:09:44.650]  You are the people with blood on your hands.
[00:09:44.650 --> 00:09:46.871]  You are the people that have destroyed society.
[00:09:46.871 --> 00:09:50.012]  You are the globalists that destroy every city that you control.
[00:09:51.047 --> 00:09:53.610]  Where the Democrats are in command, like Chicago.
[00:09:53.610 --> 00:09:55.452]  Highest crime rate in the world.
[00:09:55.452 --> 00:09:58.916]  Then you've got Mexico, with total disarmament of their population.
[00:09:58.916 --> 00:09:59.998]  No Second Amendment.
[00:09:59.998 --> 00:10:02.421]  Highest crime rate in the world for a country.
[00:10:02.421 --> 00:10:04.263]  Hundreds of thousands of dead.
[00:10:04.263 --> 00:10:04.984]  Oh, but Chris Rock.
[00:10:06.704 --> 00:10:22.040]  He doesn't want to talk about that, because he's the darling of the corporate media to sit up there and spew that evil, and spew that venom, and invoke the most anti-Martin Luther King racist garbage the world has ever seen.
[00:10:22.040 --> 00:10:27.445]  But as Hollywood's ratings plunge, as the NFL's ratings plunge, as the Oscars plunge, as the Olympics plunge,
[00:10:28.607 --> 00:10:38.092]  As all of these tools of globalist propaganda fall apart, they're only getting more intense, more venomous, more bullying, in an attempt to get control of the group consciousness.
[00:10:38.092 --> 00:10:39.272]  But it's failed.
[00:10:39.272 --> 00:10:43.975]  And black people, white people, you name it, across the board, are waking up.
[00:10:43.975 --> 00:10:47.937]  Yes, there's minorities of people out there that are still brainwashed and dumbed down.
[00:10:47.937 --> 00:10:53.840]  But on average, people see through this propaganda because it's gotten so intense, and the worm is turning.
[00:10:54.700 --> 00:11:01.227]  Then we've got all these clips where they're on the Sunday news show saying we need to ban the Second Amendment outright.
[00:11:01.227 --> 00:11:04.971]  And the New York Times comes out and says ban the Second Amendment outright.
[00:11:04.971 --> 00:11:11.118]  All this weekend, flying their flags openly that you bet we want to confiscate your guns.
[00:11:11.118 --> 00:11:13.961]  All along you were right, we really want your guns.
[00:11:14.481 --> 00:11:18.443]  The idea that an individual can defend themselves is a crime.
[00:11:18.443 --> 00:11:31.570]  And we're going to sit there and disarm all of you, just like these schools are victim disarmament zones, so none of you can protect yourselves, not just from the lone nuts hopped up on drugs and all the rest of it, but from the powerful global estate itself.
[00:11:33.266 --> 00:11:40.051]  All these people, all these Hollywood scum, the Chris Rocks of the world, the Michael Moores of the world, they are your mortal enemy.
[00:11:40.051 --> 00:11:41.472]  They've all got their own bodyguards.
[00:11:41.472 --> 00:11:43.153]  They all live behind walls.
[00:11:43.153 --> 00:11:44.254]  They are sick.
[00:11:44.254 --> 00:11:46.075]  Hollywood pushes their violent agenda.
[00:11:46.075 --> 00:11:47.517]  They are frauds.
[00:11:47.517 --> 00:11:48.577]  Rebuke them.
[00:11:48.577 --> 00:11:49.818]  Pull away from them.
[00:11:49.818 --> 00:11:51.279]  Come out of them.
[00:11:51.279 --> 00:11:58.124]  They are our enemies and they only survive because they suck off our cultural and psychological and financial blood.
[00:11:58.124 --> 00:12:00.886]  Now, back to Owen Schroer and the live global transmission.
[00:12:00.886 --> 00:12:03.108]  I mean, honestly, I want to live.
[00:12:03.356 --> 00:12:14.765]  In a world with real equality, I want to live in a world where an equal amount of white kids are shot every month.
[00:12:14.765 --> 00:12:15.706]  An equal world.
[00:12:15.706 --> 00:12:21.571]  I want to see white mothers on TV crying.
[00:12:21.571 --> 00:12:29.777]  Now this is a very conflated issue about race and violence in this country.
[00:12:30.802 --> 00:12:35.964]  And there's so many different angles to cover, it's almost impossible to recall all of it.
[00:12:35.964 --> 00:12:45.366]  But there's this tinge of racism, there's this fomenting of a racial divide.
[00:12:45.366 --> 00:12:52.049]  And you just have to sit back and think, when did we get here in America?
[00:12:52.049 --> 00:12:54.469]  When did this become an issue again?
[00:12:54.469 --> 00:12:59.251]  It's the same dynamic with the Black Panther movie coming out, which I saw this week and I'll do a review on it later.
[00:13:00.469 --> 00:13:02.971]  It's all about black versus white.
[00:13:02.971 --> 00:13:08.935]  And then Chris Rock does his comedy special, which I'm being told is for Netflix.
[00:13:08.935 --> 00:13:11.076]  And if that's the case, oh, wow, what do you know?
[00:13:11.076 --> 00:13:15.559]  Another example, Dave Chappelle, Cat Williams, Chris Rock.
[00:13:15.559 --> 00:13:16.399]  I'm sure there are others.
[00:13:16.399 --> 00:13:22.443]  Those are just the ones that I've seen where they do a comedy special and you watch the thing and it's like, oh, this is funny.
[00:13:22.443 --> 00:13:23.164]  There's no political.
[00:13:24.631 --> 00:13:24.931]  I don't
[00:13:48.737 --> 00:13:56.504]  Comedian that can't get a big special, can't get the million dollar deal, and I'm behind on some mortgages, say, or something like that.
[00:13:56.504 --> 00:13:59.427]  I'm just proposing a situation that could be happening here.
[00:13:59.427 --> 00:14:00.088]  I don't know.
[00:14:00.088 --> 00:14:01.509]  I'm trying to figure it all out.
[00:14:01.509 --> 00:14:03.951]  We're all on the same team here just trying to figure it out.
[00:14:03.951 --> 00:14:06.874]  I mean, I don't think Chris Rock actually hates white people.
[00:14:06.874 --> 00:14:08.596]  He doesn't actually want white people to die.
[00:14:09.889 --> 00:14:10.930]  But why did he say that?
[00:14:10.930 --> 00:14:11.310]  I don't know.
[00:14:11.310 --> 00:14:17.133]  Maybe Netflix says, look, we're not going to give you this deal unless you give some of our political, you know, our political message in there.
[00:14:17.133 --> 00:14:17.934]  Just pepper it in there.
[00:14:17.934 --> 00:14:19.014]  You'll get the special.
[00:14:19.014 --> 00:14:19.675]  It'll be just fine.
[00:14:19.675 --> 00:14:23.877]  Do whatever you want for the other 40 minutes, but give us 10 minutes of our political spiel.
[00:14:23.877 --> 00:14:25.698]  And so then they get the special.
[00:14:25.698 --> 00:14:27.740]  And I don't know when this was recorded.
[00:14:27.740 --> 00:14:34.143]  I imagine that that was recorded before the shooting in Florida, because what happened at the shooting in Florida?
[00:14:34.143 --> 00:14:36.725]  14 students died, most of which were white.
[00:14:39.560 --> 00:14:42.683]  So I guess maybe be careful what you wish for?
[00:14:42.683 --> 00:14:44.805]  Or is it not enough dead white children?
[00:14:44.805 --> 00:14:46.307]  Not even that it matters that it's white!
[00:14:48.476 --> 00:14:51.157]  But where is Chris Rock?
[00:14:51.157 --> 00:14:56.920]  Not to make it about Chris Rock, it's just that is the timely talking point right now, the timely subject.
[00:14:56.920 --> 00:14:58.321]  But where is all of that?
[00:14:58.321 --> 00:14:59.562]  Where is all of these people?
[00:14:59.562 --> 00:15:00.362]  And you know what?
[00:15:00.362 --> 00:15:01.743]  See, it all ties in.
[00:15:01.743 --> 00:15:02.984]  That's the thing about it.
[00:15:02.984 --> 00:15:07.466]  It's all tying into the same message, whether it be Black Panther is all about black people.
[00:15:07.466 --> 00:15:09.147]  No, it actually was just a movie.
[00:15:09.147 --> 00:15:12.809]  In fact, I don't even think the people behind it really had that much of an agenda except to put out a movie.
[00:15:14.759 --> 00:15:17.661]  Oh, more white babies need to die, says Chris Rock.
[00:15:17.661 --> 00:15:19.842]  He doesn't actually mean that.
[00:15:19.842 --> 00:15:20.882]  Why is he saying that?
[00:15:20.882 --> 00:15:23.604]  What is with this divide?
[00:15:23.604 --> 00:15:26.105]  It's all the same thing.
[00:15:26.105 --> 00:15:33.549]  It's all about dividing people up, having some race-based system where you're constantly trying to judge the other person.
[00:15:33.549 --> 00:15:34.449]  Oh, what are they thinking about me?
[00:15:34.449 --> 00:15:35.570]  What are they thinking about me?
[00:15:35.570 --> 00:15:36.791]  Oh, we're a different skin color.
[00:15:36.791 --> 00:15:39.152]  Where did all of this come from, though?
[00:15:39.152 --> 00:15:40.873]  Was it like this ten years ago?
[00:15:41.849 --> 00:15:43.651]  No, it honestly wasn't.
[00:15:43.651 --> 00:15:45.973]  This is post-Obama.
[00:15:45.973 --> 00:15:48.236]  I'm not blaming Obama, I'm just putting out a fact.
[00:15:48.236 --> 00:15:49.517]  None of this was an issue.
[00:15:49.517 --> 00:15:53.121]  We weren't being divided on race until after Obama.
[00:15:53.121 --> 00:15:57.886]  A black president that was voted in by white people and then Black Panther breaks records but somehow we're racist.
[00:15:59.807 --> 00:16:00.607]  This is Dan Pilla.
[00:16:00.607 --> 00:16:02.408]  Do you have the IRS money you can't pay?
[00:16:02.408 --> 00:16:04.049]  Are tax debts crippling you?
[00:16:04.049 --> 00:16:06.871]  I've defended people from the IRS for over 30 years.
[00:16:06.871 --> 00:16:09.172]  I've helped thousands and I can help you too.
[00:16:09.172 --> 00:16:13.675]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:16:13.675 --> 00:16:17.617]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:16:17.617 --> 00:16:21.399]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:16:21.399 --> 00:16:21.719]  Call 800-34-NO-TAX.
[00:16:21.719 --> 00:16:23.460]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:16:28.885 --> 00:16:34.009]  The answer to being in control of your own health care is freedom from insurance.
[00:16:34.009 --> 00:16:39.713]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[00:16:39.713 --> 00:16:44.917]  Individual share amounts begin at $107 a month and $347 for families.
[00:16:44.917 --> 00:16:46.858]  Choose from three health sharing programs.
[00:16:46.858 --> 00:16:49.240]  Holistic treatments may be eligible for sharing.
[00:16:49.240 --> 00:16:50.200]  See guidelines.
[00:16:50.200 --> 00:16:53.483]  Discount programs available for dental, vision, and pharmacy.
[00:16:53.483 --> 00:16:55.424]  Go to LibertyOnCall.org.
[00:16:55.424 --> 00:16:56.985]  That's LibertyOnCall.org.
[00:16:59.013 --> 00:17:00.975]  Heart disease is on the rise.
[00:17:00.975 --> 00:17:07.881]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:17:07.881 --> 00:17:16.228]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:17:16.228 --> 00:17:21.913]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:17:22.313 --> 00:17:23.914]  My blood pressure has normalized.
[00:17:23.914 --> 00:17:26.175]  My diabetes has totally improved.
[00:17:26.175 --> 00:17:30.578]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[00:17:30.578 --> 00:17:32.759]  I recommend Heart and Body Extract to everyone.
[00:17:32.759 --> 00:17:40.623]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:17:40.663 --> 00:17:43.006]  Order your two-month supply today by calling 866-295-5305.
[00:17:43.006 --> 00:17:43.567]  That's 866-295-5305.
[00:17:43.567 --> 00:17:45.390]  Or order online at HBextract.com.
[00:17:45.390 --> 00:17:47.252]  Heart and Body Extract, 866-295-5305.
[00:17:47.252 --> 00:17:48.053]  Or HBextract.com.
[00:18:00.347 --> 00:18:09.429]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:18:09.429 --> 00:18:17.831]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:18:17.831 --> 00:18:22.713]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:18:22.713 --> 00:18:26.094]  Discover and try a bag of the Patriot Blend 100% Organic Coffee
[00:18:27.654 --> 00:18:28.374]  We're good to go.
[00:18:51.562 --> 00:18:57.872]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:18:57.872 --> 00:18:59.535]  Available at Infowarslife.com
[00:19:01.394 --> 00:19:02.894]  Let's talk to Victor in Florida.
[00:19:02.894 --> 00:19:04.455]  Victor, you're calling.
[00:19:04.455 --> 00:19:04.935]  Go ahead.
[00:19:04.935 --> 00:19:05.655]  Yes.
[00:19:05.655 --> 00:19:06.515]  Hi, Alex.
[00:19:06.515 --> 00:19:13.117]  First, I just want to mention, if people just go and try the products, they will be ordering all the time.
[00:19:13.117 --> 00:19:17.458]  I've ordered several of the products over and over because it's amazing.
[00:19:17.458 --> 00:19:19.319]  In particular, Silver Bullet.
[00:19:19.319 --> 00:19:26.280]  As soon as I start to feel like I get a little sick, you know, maybe like a little raspiness in my throat, I drop some Silver Bullet in it.
[00:19:26.280 --> 00:19:29.221]  Like, I'll still feel a little sick, but it won't last as long.
[00:19:29.541 --> 00:19:33.343]  And I just ordered the body, the alpha power, and the pollen block.
[00:19:33.343 --> 00:19:35.024]  Well, let me just say something, Victor.
[00:19:35.024 --> 00:19:43.107]  It's people like you that then fund the whole operation, because a very small percentage of people buy products, and a very small percentage of them buy a lot of the products, so thank you.
[00:19:43.107 --> 00:19:49.230]  But when you mention the Silver Bullet colloidal silver, it's got thousands of reviews, a 98% review.
[00:19:49.230 --> 00:19:54.792]  It is our highest-reviewed product, because it is from the top lab in the country, discounted, high-quality colloidal silver.
[00:19:54.792 --> 00:19:57.854]  It's not a Silver Bullet, but it's the closest thing you're going to find to a Silver Bullet.
[00:20:03.400 --> 00:20:12.506]  You're listening to the Alex Jones Show.
[00:20:12.506 --> 00:20:29.216]  Honestly, I want to live in a world with real equality.
[00:20:29.216 --> 00:20:31.438]  I want to live in a world
[00:20:32.045 --> 00:20:37.708]  Where an equal amount of white kids are shot every month!
[00:20:37.708 --> 00:20:39.229]  Unequal world!
[00:20:39.229 --> 00:20:46.872]  I wanna see white mothers on TV crying!
[00:20:46.872 --> 00:20:52.195]  Supposed to be a joke that is not very funny and it really doesn't make sense, does it?
[00:20:54.291 --> 00:21:04.277]  Unless, of course, who's ever pulling the strings there is telling these comedians, you better insert our political message or you're not going to get a deal.
[00:21:04.277 --> 00:21:05.678]  Welcome back to the Alex Jones Show.
[00:21:05.678 --> 00:21:06.739]  Owen Schroer filling in today.
[00:21:06.739 --> 00:21:11.702]  We're going to be hearing from Alex later on in this hour.
[00:21:11.702 --> 00:21:20.088]  But you hear that clip of Chris Rock, and it reminds me of something that I noticed myself.
[00:21:21.107 --> 00:21:26.954]  During a social experiment I did last week, and I bet the crew of the War Room can attest to this.
[00:21:26.954 --> 00:21:31.741]  So last Thursday and Friday, I began a social experiment.
[00:21:31.741 --> 00:21:34.864]  And I started to follow liberals on social media.
[00:21:36.354 --> 00:21:37.635]  Even getting notifications.
[00:21:37.635 --> 00:21:44.179]  So, you know, like the Adam Schiff's, the Eric Swalwell's, the Chris Hayes, Joe Scarborough's.
[00:21:44.179 --> 00:21:54.086]  It was about 15 to 20 of these liberals, leftist, democrats that I started following religiously, getting notifications, seeing everything they say.
[00:21:54.086 --> 00:21:58.930]  And if you listen to the War Room Friday, you'll notice I was a little angry.
[00:21:58.930 --> 00:22:00.291]  Like my patience had run out.
[00:22:01.291 --> 00:22:02.672]  And it had.
[00:22:02.672 --> 00:22:03.452]  And it still is out.
[00:22:03.452 --> 00:22:15.358]  But I realized something over the weekend, and then listening to the Chris Rock clip, these people are trying to induce anger and hatred.
[00:22:15.358 --> 00:22:17.159]  That's what they're doing.
[00:22:17.159 --> 00:22:20.440]  They're gaslighting America into a fight.
[00:22:20.440 --> 00:22:29.805]  Not only do they want the people that know they're lying to be angry, because that's a natural response when you're lied to, is to get upset about it, and then you just repeat that over and over and over again.
[00:22:29.805 --> 00:22:30.465]  It just builds up.
[00:22:31.533 --> 00:22:38.976]  But on the other side of things, the people actually believe them and listen to them, they're experiencing this too.
[00:22:38.976 --> 00:22:41.317]  They're the ones being fomented into violence.
[00:22:41.317 --> 00:22:43.898]  They're the ones being told they're fighting Hitler.
[00:22:43.898 --> 00:22:48.580]  They're the ones being told they're righteous in their social justice warrior mentality.
[00:22:48.580 --> 00:22:52.222]  Even though it's all fake, it's all bought and paid for.
[00:22:52.222 --> 00:22:53.782]  It's all agenda driven.
[00:22:53.782 --> 00:22:55.783]  That's why it's so hard to connect all these dots.
[00:22:55.783 --> 00:22:57.284]  It all comes down to this story.
[00:22:57.284 --> 00:22:59.685]  American number one enemy at world government summit.
[00:23:00.595 --> 00:23:02.075]  That's not a story.
[00:23:02.075 --> 00:23:04.396]  You can't have a world government with America.
[00:23:04.396 --> 00:23:05.696]  That's the point.
[00:23:05.696 --> 00:23:07.477]  That's why they have to end America.
[00:23:07.477 --> 00:23:10.798]  That's why they're fomenting the left into a civil war.
[00:23:10.798 --> 00:23:15.339]  That's why they needed Hillary Clinton to sell this country down the drain.
[00:23:15.339 --> 00:23:16.880]  That's why they want to kill Trump.
[00:23:16.880 --> 00:23:19.140]  That's why they want to remove Trump from office.
[00:23:19.140 --> 00:23:27.203]  That's why Hillary Clinton colluded with the FBI, the DOJ, foreign intelligence assets, and Russia to keep Trump out of office.
[00:23:27.203 --> 00:23:28.123]  But then you realize
[00:23:29.363 --> 00:23:42.109]  When you actually follow these people, when you actually follow the idols of the left, when you actually follow the fake intellectuals at the top of the liberal movement, you realize they are invoking hatred.
[00:23:42.109 --> 00:23:45.511]  They are invoking anger.
[00:23:45.511 --> 00:23:49.953]  Why do you think Chris Rock says he wishes more white people were dead?
[00:23:51.656 --> 00:23:57.340]  It's all about that thought that is already in, I guess it's in black people's heads.
[00:23:57.340 --> 00:24:05.527]  They think they can water the seed of anti-white racism and say, yeah, oh, Chris Rock doesn't like white people?
[00:24:05.527 --> 00:24:06.888]  Chris Rock wants white people to die?
[00:24:06.888 --> 00:24:07.568]  Okay.
[00:24:07.568 --> 00:24:08.729]  Yeah, it's cool then.
[00:24:08.729 --> 00:24:09.330]  It's cool then.
[00:24:09.330 --> 00:24:10.350]  I can be outspoken.
[00:24:10.350 --> 00:24:11.411]  I can say that.
[00:24:11.411 --> 00:24:12.192]  I can hate Whitey.
[00:24:14.198 --> 00:24:21.680]  Forget reality and statistics and what Martin Luther King said and, you know, everything that's possible in America.
[00:24:21.680 --> 00:24:23.601]  Chris Rock said hate Whitey.
[00:24:23.601 --> 00:24:24.621]  Yeah.
