whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:02:07.200 --> 00:02:12.920]   destruction in front of all of us right now.
[00:02:12.920 --> 00:02:17.320]   And he's constantly lied to and told that, of course,
[00:02:17.320 --> 00:02:20.440]   you're not the target of the fake Russiagate investigation.
[00:02:21.400 --> 00:02:24.840]   And then we learned that they lied to Congress, they lied to him,
[00:02:24.840 --> 00:02:31.760]   they all committed crimes, McCabe, you name it, Comey, Rosenstein.
[00:02:31.760 --> 00:02:36.360]   To the President, to Congress, everyone, they are a power unto themselves,
[00:02:36.360 --> 00:02:40.640]   a rogue group of lawyers that pass the power onto each other like a new form of
[00:02:40.640 --> 00:02:46.960]   royalty, disgusting, glad-handing, back-slapping group of Clintonistas.
[00:02:48.240 --> 00:02:52.000]   Mr. Mueller was brought in by Bush Sr.,
[00:02:52.000 --> 00:02:57.560]   his predecessor, the Attorney General brought him in.
[00:02:57.560 --> 00:03:01.160]   And then, of course, he was there with George W. Bush as well.
[00:03:01.160 --> 00:03:05.320]   But all of them are Democratic operatives.
[00:03:05.320 --> 00:03:09.800]   Every single one of them is Democrat in name, except for Mueller, and
[00:03:09.800 --> 00:03:13.120]   he's a Democrat in action, and this is a cabal.
[00:03:13.120 --> 00:03:16.880]   This is how third world countries and other nations always end up falling.
[00:03:16.880 --> 00:03:23.040]   They always last 100, 150, 200 years, sometimes less,
[00:03:23.040 --> 00:03:25.360]   and the federal security services take over.
[00:03:25.360 --> 00:03:31.600]   In Rome, it got to where the Vitorian Guard were having coups every few months,
[00:03:31.600 --> 00:03:32.920]   and things were so unstable, and
[00:03:32.920 --> 00:03:35.960]   everything was just power struggles over who was in charge.
[00:03:35.960 --> 00:03:41.720]   And I have inadvertently got in the middle of a major power struggle.
[00:03:41.720 --> 00:03:45.560]   I don't wanna be in DC, I don't wanna be at their cool guy clubs and
[00:03:45.560 --> 00:03:47.160]   their golf courses.
[00:03:47.160 --> 00:03:53.000]   I'm not trying to be there, I can't stand the vibe or the people in LA or in DC.
[00:03:53.000 --> 00:03:56.120]   I don't want your stupid crowns.
[00:03:56.120 --> 00:04:01.400]   I just want you to stop trying to implode the country and open the borders up and
[00:04:01.400 --> 00:04:04.760]   sexualize children and do all the crap you do.
[00:04:04.760 --> 00:04:07.640]   Because the people running our government are globalists, and
[00:04:07.640 --> 00:04:10.240]   they're very evil, and so they must be opposed.
[00:04:11.840 --> 00:04:14.800]   But that said, Trump is in a lot of trouble.
[00:04:14.800 --> 00:04:18.920]   They're moving against him, there's no doubt about that, sooner rather than later.
[00:04:18.920 --> 00:04:24.960]   And if he doesn't use his own executive power against them before it's too late,
[00:04:24.960 --> 00:04:26.400]   they'll be able to execute this plan.
[00:04:26.400 --> 00:04:28.560]   And then they're going to go after everybody,
[00:04:28.560 --> 00:04:30.720]   because they realize they're very unpopular,
[00:04:30.720 --> 00:04:33.520]   that globalism has failed, not just here, but around the world.
[00:04:33.520 --> 00:04:37.960]   And so they believe only authoritarianism can put the system back together again.
[00:04:37.960 --> 00:04:41.800]   And regardless of the fact it's destined to fail, as it always does,
[00:04:41.800 --> 00:04:43.360]   they're going to try to carry it out.
[00:04:43.360 --> 00:04:46.520]   And go after their enemies and
[00:04:46.520 --> 00:04:49.960]   engage in horrible recriminations as long as they possibly can.
[00:04:49.960 --> 00:04:52.760]   So this nation is already in a civil war, and
[00:04:52.760 --> 00:04:55.600]   it's about to get a lot more intense, unfortunately.
[00:04:55.600 --> 00:04:57.760]   And all I'm trying to do is stabilize the republic, stay with us.
[00:04:57.760 --> 00:05:00.720]   [MUSIC]
[00:05:00.720 --> 00:05:04.160]   >> The globalists know that if they suppress the good halogen and
[00:05:04.160 --> 00:05:07.560]   pump the environment full of the bad halogens, fluoride, chlorine, bromine,
[00:05:07.560 --> 00:05:10.040]   you name it, that it lowers IQ.
[00:05:10.040 --> 00:05:12.960]   It literally dumbs the population down.
[00:05:12.960 --> 00:05:14.960]   And on our quest to bring our listeners and
[00:05:14.960 --> 00:05:19.640]   viewers the best iodine in the world, we've gone through two permutations.
[00:05:19.640 --> 00:05:23.600]   First, seaweed-based iodine that was pretty good but hard to source, and
[00:05:23.600 --> 00:05:25.880]   the globalists tried to block us getting a supply of it.
[00:05:25.880 --> 00:05:29.680]   So we discovered deep earth crystals of pure nascent iodine and
[00:05:29.680 --> 00:05:32.200]   brought you X2 that's been incredible.
[00:05:32.200 --> 00:05:35.840]   Now, due to the establishment trying to block that, we did more research and
[00:05:35.840 --> 00:05:39.240]   secured more of the deep earth crystals of nascent iodine.
[00:05:39.240 --> 00:05:43.840]   But chemists, scientists, and others showed us the research that by combining it
[00:05:43.840 --> 00:05:47.800]   with three other compounds, two forms of iodine and vitamin C,
[00:05:47.800 --> 00:05:53.320]   it supercharges it and makes it even more bioavailable.
[00:05:53.320 --> 00:05:56.000]   Ladies and gentlemen, you wanna research it, you wanna see it,
[00:05:56.000 --> 00:05:57.480]   it's an incredible discovery.
[00:05:57.480 --> 00:06:00.360]   X3, now available at mpullerslife.com.
[00:06:00.360 --> 00:06:07.400]   [MUSIC]
[00:06:07.400 --> 00:06:12.200]   >> Crashing through the lies and disinformation, it's Alex Jones,
[00:06:12.200 --> 00:06:16.160]   coming to you live from the front lines of the InfoWar.
[00:06:16.160 --> 00:06:23.400]   [MUSIC]
[00:06:23.400 --> 00:06:28.320]   >> It's Sunday, January 29th, 2019.
[00:06:28.320 --> 00:06:32.520]   I am your host, Alex Jones, thank you for joining us on this Sunday broadcast.
[00:06:32.520 --> 00:06:36.920]   It is only you spreading the word about the local radio stations that you listen
[00:06:36.920 --> 00:06:40.200]   to us on, or the different TV stations you watch us on, or
[00:06:40.200 --> 00:06:45.400]   the different Internet streams you pick us up on that allows us to have any chance
[00:06:45.400 --> 00:06:48.960]   of stopping the globalists triggering a hot civil war in this country.
[00:06:48.960 --> 00:06:54.520]   Now, their planetary government plan is falling apart everywhere as we speak, and
[00:06:54.520 --> 00:06:56.240]   we'll break it down today.
[00:06:56.240 --> 00:06:59.120]   But regardless, they're doing like tyrants always do,
[00:06:59.120 --> 00:07:03.280]   cracking down with the iron fist in an attempt to dominate and
[00:07:03.280 --> 00:07:08.960]   control populations, that added together with the different factors we see
[00:07:08.960 --> 00:07:18.680]   with population and with the environment is a chain reaction recipe for disaster.
[00:07:18.680 --> 00:07:21.880]   And I don't want that disaster to happen, but there are individuals like
[00:07:21.880 --> 00:07:26.760]   George Soros, who's in the news, has said some very important things at Davos,
[00:07:26.760 --> 00:07:27.640]   that we need to be aware of.
[00:07:27.640 --> 00:07:32.960]   So we'll have that video of Soros at Davos coming up as well,
[00:07:32.960 --> 00:07:36.600]   where he said it's time to crash the Chinese economy,
[00:07:36.600 --> 00:07:38.400]   to bring down their authoritarianism.
[00:07:38.400 --> 00:07:42.440]   Now he's been saying bet heavily on China for decades.
[00:07:42.440 --> 00:07:49.720]   He said bet heavily on Facebook and Twitter until a year ago,
[00:07:49.720 --> 00:07:52.680]   when he began preparing a short for it.
[00:07:52.680 --> 00:07:58.480]   So the fact that Soros is now saying China can easily be brought down with
[00:07:58.480 --> 00:08:04.560]   economic warfare, which is true, he's saying it because he knows Trump is winning.
[00:08:04.560 --> 00:08:11.240]   And that just a year or two of decent policies, just the beginning of those
[00:08:11.240 --> 00:08:15.000]   policies towards communist China has already brought it to its knees in many levels.
[00:08:15.000 --> 00:08:17.160]   The flip side is though,
[00:08:17.160 --> 00:08:20.760]   they're gonna probably try to divert with some military action.
[00:08:20.760 --> 00:08:26.040]   But the fact that Soros has now come out at Davos, in the closing hours of it,
[00:08:26.040 --> 00:08:32.360]   yesterday, and said that China is a great menace with their tyranny and
[00:08:32.360 --> 00:08:37.360]   their internet censorship and their internet of things and
[00:08:37.360 --> 00:08:39.560]   their global social score.
[00:08:39.560 --> 00:08:43.480]   And that the whole planet will fall to them if we don't bring them down,
[00:08:43.480 --> 00:08:44.800]   which is actually true.
[00:08:44.800 --> 00:08:47.320]   But why would he be saying that?
[00:08:47.320 --> 00:08:51.160]   Because he knows the momentum is in that direction.
[00:08:51.160 --> 00:08:55.040]   And then he's there giving this dinner talk to the other billionaires and
[00:08:55.040 --> 00:09:01.120]   they're all getting the signal to pile on because old Soros smells blood.
[00:09:01.120 --> 00:09:04.200]   So I thought I'd mention that first before I get into more detail on it because
[00:09:04.200 --> 00:09:11.680]   you have Maduro, the horrible, bug-eyed, mindless, low IQ dictator
[00:09:11.680 --> 00:09:16.400]   who inherited power from Hugo Chavez, who was not low IQ, very crafty,
[00:09:16.400 --> 00:09:19.840]   very manipulative, and pretty soon you run out of other people's money.
[00:09:19.840 --> 00:09:24.880]   And so now he's signaling that he will have new elections.
[00:09:24.880 --> 00:09:29.000]   He's signaling that he wants the pressure taken off because
[00:09:29.000 --> 00:09:32.840]   the people have risen up in mass.
[00:09:32.840 --> 00:09:34.200]   So we have that area.
[00:09:34.200 --> 00:09:39.840]   Also, Macron, they're in the 12th, 13th week of the yellow vest.
[00:09:39.840 --> 00:09:41.800]   Now that the police have shot people with real bullets,
[00:09:41.800 --> 00:09:44.200]   the French are only getting more aggressive.
[00:09:44.200 --> 00:09:46.960]   They're not like the Islamic hordes that just burn cars and rape women.
[00:09:46.960 --> 00:09:52.520]   They're actually targeting leftist operations, government facilities,
[00:09:52.520 --> 00:09:56.360]   red light cameras, infrastructure.
[00:09:56.360 --> 00:09:58.840]   And a lot of leftist and globalists have been falling down and
[00:09:58.840 --> 00:10:00.320]   hitting their heads.
[00:10:00.320 --> 00:10:02.200]   Some people have been, I read about it,
[00:10:02.200 --> 00:10:04.880]   they've been finding some globalists hanging themselves.
[00:10:04.880 --> 00:10:08.360]   I have no idea who would do something like that, but
[00:10:08.360 --> 00:10:09.800]   people are starting to kill.
[00:10:09.800 --> 00:10:13.480]   And they're doing it in targeted ways.
[00:10:13.480 --> 00:10:15.160]   And so that's where this is going.
[00:10:15.160 --> 00:10:19.800]   And Macron thought if he went out and shot a bunch of people with rubber bullets and
[00:10:19.800 --> 00:10:23.280]   real bullets and blew some women's eyes out and had some armored vehicles run
[00:10:23.280 --> 00:10:26.160]   people over with EU insignia on them driven by foreign troops,
[00:10:26.160 --> 00:10:29.760]   that the French would go back to groveling when it's actually the opposite.
[00:10:29.760 --> 00:10:32.400]   The French weren't scared.
[00:10:32.400 --> 00:10:35.880]   The French were in love with themselves and lazy.
[00:10:35.880 --> 00:10:40.720]   And now that you've pissed all over them, their spirit has been awakened.
[00:10:40.720 --> 00:10:45.240]   And they chant everywhere he goes in French, banker boy and
[00:10:45.240 --> 00:10:49.120]   puppet of the banks, banker baby, banker baby.
[00:10:49.120 --> 00:10:52.880]   Banker boy, puppet of the banks.
[00:10:52.880 --> 00:10:54.680]   We have video on Infowars.com in French.
[00:10:54.680 --> 00:10:58.840]   He says, no, I'm one of you.
[00:10:58.840 --> 00:11:02.000]   No, he's actually a Rothschild operative on record.
[00:11:02.000 --> 00:11:06.800]   That's he's been working with them since he was 16 years old, and
[00:11:06.800 --> 00:11:08.160]   he is banker boy.
[00:11:08.160 --> 00:11:12.120]   So that's up on Infowars.com, big article about that.
[00:11:12.120 --> 00:11:13.560]   And it all ties together.
[00:11:13.560 --> 00:11:17.720]   So pressure mounts on Venezuela's Maduro as EU demands new elections.
[00:11:17.720 --> 00:11:20.600]   Venezuela Maduro denounces election call but says he's ready to talk.
[00:11:20.600 --> 00:11:27.400]   The Russians asked the US not to have any military intervention but
[00:11:27.400 --> 00:11:28.200]   threaten their own.
[00:11:28.200 --> 00:11:34.360]   US calls the world to pick a side on Venezuela's fate.
[00:11:34.360 --> 00:11:35.600]   It's all coming up.
[00:11:35.600 --> 00:11:37.960]   But it just shows you as we begin the broadcast here today,
[00:11:37.960 --> 00:11:45.120]   that the project of authoritarianism of the authoritarian
[00:11:45.120 --> 00:11:48.040]   nanny state EU is in shambles.
[00:11:48.040 --> 00:11:53.320]   Every analyst out there admits they'll never put it back together again.
[00:11:53.320 --> 00:11:55.720]   Because once the public understood that it was set up by the Nazis,
[00:11:55.720 --> 00:12:00.640]   a Nazi plan, and that it's unelected at the top, and that it sets the rules
[00:12:00.640 --> 00:12:03.680]   to destroy the nation state and transfer the wealth out of the country.
[00:12:03.680 --> 00:12:07.040]   Why in the hell would anyone, right wing or left wing,
[00:12:07.040 --> 00:12:08.560]   want to be involved in that?
[00:12:08.560 --> 00:12:14.320]   And the final missing ingredient from England to Scotland to Ireland to France
[00:12:14.320 --> 00:12:20.200]   to Germany to Spain to Sweden to Denmark to Italy,
[00:12:20.200 --> 00:12:25.360]   to Brazil to Reykjavik, Iceland, everywhere.
[00:12:25.360 --> 00:12:33.400]   Is that the socialists are now realizing, the grassroots socialists,
[00:12:33.400 --> 00:12:37.640]   that all that pension fund money they've been putting in for 20, 30 years.
[00:12:37.640 --> 00:12:41.400]   And the nanny state that only a rich Europe can create and actually sustain.
[00:12:41.400 --> 00:12:46.200]   But the only nanny states that have any chance of ever working are being
[00:12:46.200 --> 00:12:48.760]   purposely dynamited and stolen.
[00:12:48.760 --> 00:12:54.960]   And so you're seeing the true fascism of the whole Soros combine added with
[00:12:54.960 --> 00:12:56.440]   the radical Islamists and others.
[00:12:56.440 --> 00:13:00.480]   And you're figuring out that you've been targeted for destruction,
[00:13:00.480 --> 00:13:04.680]   not just the Christian Western power you were taught and bred to hate.
[00:13:04.680 --> 00:13:11.120]   Taught to hate yourself, so people are discovering self-preservation again.
[00:13:11.120 --> 00:13:12.560]   So that's coming up.
[00:13:12.560 --> 00:13:16.560]   Also, Democrats are newly emboldened on gun control.
[00:13:16.560 --> 00:13:19.400]   The Atlantic reports breathlessly and
[00:13:19.400 --> 00:13:21.720]   said they have the votes to ban all semi autos.
[00:13:21.720 --> 00:13:25.400]   Mm-hm, in the house, we'll see.
[00:13:25.400 --> 00:13:30.480]   Obviously, Roger Stone will be joining us from his home.
[00:13:30.480 --> 00:13:32.080]   Owen Schroer is there.
[00:13:32.080 --> 00:13:35.440]   We have some big breaking news in the second hour about the canary in
[00:13:35.440 --> 00:13:37.280]   the coal mine as they begin to move on Trump.
[00:13:38.320 --> 00:13:41.880]   Also, we first told you about this a few months ago, but beat the drum.
[00:13:41.880 --> 00:13:44.560]   President Pelosi, now that's mainstream headlines.
[00:13:44.560 --> 00:13:47.320]   We've got the leader of the Black Caucus and
[00:13:47.320 --> 00:13:49.680]   others saying she's really the president.
[00:13:49.680 --> 00:13:53.200]   We're gonna remove Trump and put her in, and then, guess what?
[00:13:53.200 --> 00:13:55.480]   She can appoint her vice president.
[00:13:55.480 --> 00:13:58.840]   Hillary, next month's news today.
[00:13:58.840 --> 00:14:03.840]   Black Caucus chair, Pelosi should give State of the Union since she's running
[00:14:03.840 --> 00:14:04.520]   the country.
[00:14:04.520 --> 00:14:08.600]   And even though Trump gave in until he declares an emergency on the shutdown,
[00:14:08.600 --> 00:14:12.200]   because it was killing the economy, and Democrats didn't care.
[00:14:12.200 --> 00:14:14.040]   She says, you don't even need to have that right now.
[00:14:14.040 --> 00:14:15.200]   I'm the Supreme Leader.
[00:14:15.200 --> 00:14:17.000]   So they're getting people ready for that,
[00:14:17.000 --> 00:14:20.000]   just getting ready that she's the president.
[00:14:20.000 --> 00:14:21.240]   Here's all the headlines here.
[00:14:21.240 --> 00:14:25.880]   President Pelosi, House Speaker, holds public bill signings to compete with Trump.
[00:14:25.880 --> 00:14:28.320]   Black Caucus chair, she's only the president.
[00:14:28.320 --> 00:14:31.640]   Pelosi still has no plan for State of the Union, even with government open.
[00:14:31.640 --> 00:14:33.400]   She said, I'll tell you when you get that.
[00:14:33.400 --> 00:14:35.200]   I'll tell you when you have that, Mac.
[00:14:35.200 --> 00:14:36.960]   So that's all coming up today.
[00:14:36.960 --> 00:14:41.160]   And then, of course, the really big news, migrant caravan swells at 12,000 in
[00:14:41.160 --> 00:14:42.800]   Mexico's southern border.
[00:14:42.800 --> 00:14:45.440]   Migrant flesh-eating bacteria detained at US border.
[00:14:45.440 --> 00:14:48.600]   Border Patrol struggles with flood of sick migrants.
[00:14:48.600 --> 00:14:54.040]   Don't worry, just bring them in and dump them right in to the local schools.
[00:14:54.040 --> 00:14:59.960]   And then, of course, what will be our next top story that we'll cover at
[00:14:59.960 --> 00:15:01.040]   the bottom of the hour.
[00:15:01.040 --> 00:15:03.720]   Clinton signals what I already told you.
[00:15:03.720 --> 00:15:08.280]   She's running for president in 2020, just like the sun came up this morning,
[00:15:08.280 --> 00:15:10.200]   barring other health issues.
[00:15:10.200 --> 00:15:11.720]   I gave you the exclusive months ago.
[00:15:11.720 --> 00:15:14.040]   That's why she wants me off the air.
[00:15:14.040 --> 00:15:17.760]   She knows I've got her in my sights politically.
[00:15:17.760 --> 00:15:20.160]   And so she's still running the show with Podesta.
[00:15:20.160 --> 00:15:21.680]   That's who's trying to shut down Infowars.
[00:15:21.680 --> 00:15:23.480]   That's who's financing the lawsuits.
[00:15:23.480 --> 00:15:28.360]   That's who's got her minion put in there by Rosenstein,
[00:15:28.360 --> 00:15:30.400]   Mueller, trying to destroy Trump.
[00:15:30.400 --> 00:15:31.160]   That's what's happening.
[00:15:31.160 --> 00:15:35.320]   Ms. Uranium One herself has already launched salvos against other
[00:15:35.320 --> 00:15:40.040]   Democrat candidates, saying she's better than Bernie Sanders and others,
[00:15:40.040 --> 00:15:41.720]   and that she intends to run.
[00:15:41.720 --> 00:15:44.320]   I told you, she's running for office.
[00:15:44.320 --> 00:15:47.120]   I told you, she's running for president.
[00:15:47.120 --> 00:15:50.040]   She'll announce in the next nine, ten months, I would guess.
[00:15:50.040 --> 00:15:50.640]   We'll be back.
[00:15:50.640 --> 00:15:52.360]   Please remember, we need your financial support.
[00:15:52.360 --> 00:15:53.880]   We have great products that are amazing.
[00:15:53.880 --> 00:15:56.360]   Infowarsstore.com, thank you for your support.
[00:15:56.360 --> 00:15:56.860]   We'll be back.
[00:15:56.860 --> 00:15:59.760]   [MUSIC]
[00:15:59.760 --> 00:16:02.640]   Stress is a natural part of life.
[00:16:02.640 --> 00:16:07.280]   Work, family, friends, and everyday accidents can put a lot of strain on the
[00:16:07.280 --> 00:16:08.920]   body and your mood.
[00:16:08.920 --> 00:16:10.880]   Don't let life weigh you down.
[00:16:10.880 --> 00:16:15.200]   Happies is a powerful mood and stress support formula that has your back
[00:16:15.200 --> 00:16:17.480]   against life's daily inconveniences.
[00:16:17.480 --> 00:16:22.240]   Made with ancient ingredients used for thousands of years, Happies can help you
[00:16:22.240 --> 00:16:23.680]   take back the day.
[00:16:23.680 --> 00:16:28.520]   With our powerhouse formula, Happies can be an important part of your daily
[00:16:28.520 --> 00:16:29.800]   supplement routine.
[00:16:29.800 --> 00:16:34.240]   With poor diet and the constant on and off of your work life, it's more important
[00:16:34.240 --> 00:16:38.040]   than ever to support your body in the fight against stress.
[00:16:38.040 --> 00:16:43.320]   With powerful ingredients combined to help support the mind and body, Happies
[00:16:43.320 --> 00:16:48.000]   helps support during stress, promotes overall well-being, and helps support
[00:16:48.000 --> 00:16:48.920]   your mood.
[00:16:48.920 --> 00:16:51.040]   Don't live your life bogged down.
[00:16:51.040 --> 00:16:55.280]   Help your body overcome the effects of daily stress and pressure today with
[00:16:55.280 --> 00:16:57.920]   Happies from Infowarsstore.com.
[00:16:57.920 --> 00:17:03.040]   - Defeat the globalists, #AlexJones.
[00:17:03.040 --> 00:17:06.600]   Defeat the pedophiles, #AlexJones.
[00:17:06.600 --> 00:17:11.480]   Defeat Alexandra Cortez and her mindless idiocy with #AlexJones.
[00:17:11.480 --> 00:17:15.320]   Defeat the censors with #AlexJones.
[00:17:15.320 --> 00:17:18.520]   They've tried to ban us off every platform out there, but we've just gotten
[00:17:18.520 --> 00:17:24.160]   stronger because you've taken action with #AlexJones.
[00:17:24.160 --> 00:17:28.800]   I am patient zero in the massive banning, but you can override the censors now.
[00:17:28.800 --> 00:17:33.360]   And if all of our audience gets involved with #AlexJones, we are unstoppable
[00:17:33.360 --> 00:17:34.360]   together.
[00:17:34.360 --> 00:17:38.280]   We've already changed the world together with our laser focus.
[00:17:38.280 --> 00:17:43.720]   Do it again with #AlexJones on Twitter, on Facebook, on Google, on YouTube,
[00:17:43.720 --> 00:17:44.240]   everywhere.
[00:17:44.240 --> 00:17:48.800]   Call and talk radio, C-SPAN, shout it out loud in public, #AlexJones.
[00:17:48.800 --> 00:17:54.000]   That's the rallying cry to restore the First Amendment.
[00:17:54.000 --> 00:18:00.240]   - Creativity and the dynamic human spirit that refuses to submit.
[00:18:00.240 --> 00:18:03.840]   - InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:03.840 --> 00:18:05.640]   Introducing Pollen Block.
[00:18:05.640 --> 00:18:10.200]   We have found an extraordinary new, natural way to alleviate seasonal distress
[00:18:10.200 --> 00:18:15.760]   symptoms, including promoting clear nasal and sinus passageways, eye comfort,
[00:18:15.760 --> 00:18:17.680]   and respiratory function.
[00:18:17.680 --> 00:18:22.440]   In the 1960s, researchers in France noticed that people who ate certain quail
[00:18:22.440 --> 00:18:26.880]   eggs experienced less seasonal immune and inflammatory responses.
[00:18:26.880 --> 00:18:30.840]   They began studying this effect in published trials, and decades later,
[00:18:30.840 --> 00:18:34.040]   we now have the fruit of this research, a fast-acting,
[00:18:34.040 --> 00:18:37.920]   chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:37.920 --> 00:18:40.520]   Pollen Block is natural and effective.
[00:18:40.520 --> 00:18:42.240]   It is not an antihistamine.
[00:18:42.240 --> 00:18:46.440]   In fact, current research has found that it actually acts by blocking the activity
[00:18:46.440 --> 00:18:50.440]   of tryptase, which is an enzyme that amplifies immune and inflammatory
[00:18:50.440 --> 00:18:52.240]   responses in the body.
[00:18:52.240 --> 00:18:54.920]   Go outside and enjoy the air you breathe.
[00:18:54.920 --> 00:19:00.120]   Head to infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:19:00.120 --> 00:19:02.400]   - If you're not expanding, you're imploding.
[00:19:02.400 --> 00:19:04.160]   There is no set stasis.
[00:19:04.160 --> 00:19:05.360]   There is no managed system.
[00:19:05.360 --> 00:19:07.040]   There is no un-continuum.
[00:19:07.040 --> 00:19:10.200]   The continuum is always launching forward in the future.
[00:19:10.200 --> 00:19:13.640]   So you support us and get creative and get fired up.
[00:19:13.640 --> 00:19:14.880]   We won't just be here 100 years.
[00:19:14.880 --> 00:19:15.680]   We'll be here forever.
[00:19:15.680 --> 00:19:16.880]   We'll turn the whole thing around.
[00:19:16.880 --> 00:19:21.440]   Our grandchildren on Mars bases and jump bases and God knows what are going to look
[00:19:21.440 --> 00:19:23.760]   back and say, you know, "We struggled here.
[00:19:23.760 --> 00:19:24.280]   We made it."
[00:19:24.280 --> 00:19:26.200]   And that's really where this goes.
[00:19:26.200 --> 00:19:28.320]   But God's got a big war for you ready.
[00:19:28.320 --> 00:19:32.160]   And so if you can't face George Soros and Hillary Clinton and Adolf Hitler and Mao
[00:19:32.160 --> 00:19:35.480]   Tse-Tung, are you going to really be able to face the other stuff?
[00:19:35.480 --> 00:19:39.880]   Because God wants warriors that are smart and are ready to build things and are also
[00:19:39.880 --> 00:19:40.400]   ready to fight.
[00:19:40.400 --> 00:19:43.240]   You don't go to the next level without getting a big weight put on your back.
[00:19:43.240 --> 00:19:45.480]   And I mean, I don't know what's going to happen to me in the future.
[00:19:45.480 --> 00:19:49.080]   I mean, all I know is I want to go with the master-built.
[00:19:49.080 --> 00:19:50.280]   I want to go to the next level.
[00:19:50.280 --> 00:19:54.760]   I want to be with the spirit that I've experienced, not these devil worshippers.
[00:19:54.760 --> 00:19:57.480]   They're cold and failed and feels like being in a tomb.
[00:19:57.480 --> 00:19:58.640]   I want life.
[00:19:58.640 --> 00:19:59.640]   I want Jesus.
[00:19:59.640 --> 00:20:06.120]   You're listening to the Alex Jones Show.
[00:20:06.120 --> 00:20:18.560]   You are listening to an Infowars.com frontline report.
[00:20:20.560 --> 00:20:25.560]   If you are receiving this transmission, you are the resistance.
[00:20:25.560 --> 00:20:41.560]   From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:20:41.560 --> 00:20:49.560]   The psychotic war criminal queen of evil, Hillary Clinton, always begins attacking other
[00:20:49.560 --> 00:20:54.560]   Democrats in the field about 10 to 11 months before she announces for president.
[00:20:54.560 --> 00:21:01.560]   She's already been co-president in four administrations, two with her husband and two with Obama.
[00:21:01.560 --> 00:21:06.320]   But now she wants to be the queen in chief all herself.
[00:21:06.320 --> 00:21:08.840]   And she is out there attacking Bernie Sanders.
