[00:00.000 --> 00:16.000]  Infowars, tomorrow's news, today.
[09:54.000 --> 10:04.000]  Because we're captured by the globalists. We're run by the same sinister organization, the Bilderberg group, the trilateral commission, all merges with the CFR, it's all the same people at the top.
[10:04.000 --> 10:15.000]  It's about 30 people that share the Deimos group and the CFR and the trilateral commission and the Bilderberg group and the WTO and the WHO and the, I mean, it's like 30 people.
[10:15.000 --> 10:28.000]  And then there are minions. And they all write books saying we're going to depopulate the new revelations here, we're going to cleanse the earth of humans, Wall Street Journal, and then you wonder when they're killing you why they're doing it.
[10:28.000 --> 10:38.000]  And so it's hard for me to get up here and read to you the things I cover. I mean, here's just one micro example and I'm going to draw the news.
[10:38.000 --> 10:57.000]  I have made a big deal about the fact that I learned through lawsuits filed by different conservative Christian and Catholic charities over the years and pro-life groups infiltrating what was going on.
[10:57.000 --> 11:13.000]  And so it's completely documented in the last 20 years that babies are kept alive so they can be harvested at a later date because they want to put it on a private auction market system.
[11:13.000 --> 11:22.000]  They have several worldwide, but they admit they have four organs. You come in, you die on a car wreck, they get your organs, that we flown out immediately.
[11:22.000 --> 11:31.000]  A lot of times they lose a lot of the organs. So if you can abort a baby, keep it alive, sign a form saying it's not human that you didn't resuscitate.
[11:31.000 --> 11:38.000]  That's a bioethics term for not giving somebody mouth to mouth or defibrillation to get their heart and lungs going in.
[11:38.000 --> 11:45.000]  That's a term of art to keep a baby alive but say it's not human. It's a bioethics decision.
[11:45.000 --> 11:54.000]  And so there was major heat four years ago on the Democratic Party and the globalists doing this in cities they controlled.
[11:54.000 --> 12:03.000]  And I went on all these shows and told people, so Governor Northam, who used to run one of these departments that harvest the kids on record,
[12:03.000 --> 12:10.000]  those kind of folks they want in government in Virginia, he went on TV show and said, yeah, we don't get the state involved with the police.
[12:10.000 --> 12:18.000]  No, no, it's between the doctors and the mother. And we decide if she wants the baby and if she doesn't, we do not resuscitate.
[12:18.000 --> 12:25.000]  It doesn't mean the child's dead. And then we keep the baby comfortable.
[12:25.000 --> 12:32.000]  And they have wards and I've talked to nurses that work in them. I have the literature, I have all of it.
[12:32.000 --> 12:40.000]  And they talk about how they keep the babies alive in these special wings, special locked up facilities. And the nurses that work in there are paid double or triple.
[12:40.000 --> 12:48.000]  Some of these nurses are paid $200,000 a year. The doctors that do this are making up to $2 million a year.
[12:48.000 --> 12:59.000]  Because this is seriously illegal stuff, okay? I was telling a distant family member who is a nurse at the VA about this.
[12:59.000 --> 13:06.000]  She said, well, what's wrong with that? I mean, we keep people alive that are brain dead for harvesting until we can get the surgery line up.
[13:06.000 --> 13:11.000]  I said, oh, really? How long? She goes, sometimes a week or two. She goes, oh, oh, oh, oh, oh, what? Tell me that.
[13:11.000 --> 13:16.000]  Oh, oh, oh, oh. One person tell me about that. Oh, oopsie.
[13:16.000 --> 13:22.000]  I go, oh, what? It's a special wing? You put a plastic oxygen tent over them, don't you? She goes, how do you know that?
[13:22.000 --> 13:31.000]  I said, it's all these weird protocols. Like, oh, this is no longer a human. We put a plastic black bag over them that oxygenated it already and good until we're ready.
[13:31.000 --> 13:36.000]  And see to say, well, that's to save the organs. But it's becoming a commodity beyond a commodity.
[13:36.000 --> 13:42.000]  And here's Fox News. Here's Associated Press today.
[13:42.000 --> 13:48.000]  Criminal investigation by the Justice Department of whether major universities got delivery of live babies.
[13:48.000 --> 13:59.000]  Well, it's in the fricking contract that they deliver third term, seven, eight, nine month and even past born children are taken out of the vagina.
[13:59.000 --> 14:04.000]  These are poor women sometimes that show up at the hospital and they got the baby.
[14:04.000 --> 14:08.000]  I mean, they're killing babies that show up at the hospital.
[14:08.000 --> 14:17.000]  Comprende? Oh, and you know what else was in the documents? They're actually putting amongst the contracts that they wanted minority babies.
[14:17.000 --> 14:22.000]  They don't say why in California and Ohio and New York and Illinois.
[14:22.000 --> 14:26.000]  It says right here in the article, we want black and brown babies.
[14:26.000 --> 14:29.000]  Oh, but if I say the wrong thing, I'm a racist white man.
[14:29.000 --> 14:38.000]  But if the state and these companies are killing and targeting black babies for harvesting, that's all right.
[14:38.000 --> 14:43.000]  You're not going to hear a damn word out of Black Lives Matter about that because that's their main goal.
[14:43.000 --> 14:50.000]  And the former head of Planned Parenthood is this Chinese woman on TV talking about how we need to help the kids and get them the shots.
[14:50.000 --> 14:52.000]  So again, I'm going to explain something to you.
[14:52.000 --> 15:02.000]  The major national gay pride organization just gave their highest award to an image of a toddler child with men in bondage uniforms,
[15:02.000 --> 15:07.000]  with sex swings that they put themselves in and have sex with other men in.
[15:07.000 --> 15:09.000]  That's what men are doing. That's the issue.
[15:09.000 --> 15:17.000]  This is with a two-year-old child and they're all lined up basically standing around the child.
[15:17.000 --> 15:21.000]  And the message is we're about to gangbang this two-year-old.
[15:21.000 --> 15:24.000]  Now, I don't want to show you the photo, but we're going to show it today.
[15:24.000 --> 15:32.000]  They're not naked, but that's what this is, bondage and BDSM and all this crap.
[15:32.000 --> 15:37.000]  But you see, understand, they're keeping babies alive. They got toddlers and celebration photos.
[15:37.000 --> 15:42.000]  They're coming for you. They're carnivores. They're demons.
[15:42.000 --> 15:45.000]  They are, what do you want to call them? They are psychotics.
[15:45.000 --> 15:50.000]  The whole system is about predatory cannibalism against humanity.
[15:50.000 --> 15:52.000]  All right, so just understand that.
[15:52.000 --> 15:58.000]  And they've already killed half the country's going to die now, very slowly, very painfully.
[15:58.000 --> 16:27.000]  Stay well.
[16:28.000 --> 16:32.000]  It's dangerous whether power grid issues or just getting off the grid.
[16:32.000 --> 16:36.000]  You'll never have to suffer through painful power outages again.
[16:36.000 --> 16:42.000]  Even better, all this week, radio listeners get over $700 in free off-the-grid bonuses too.
[16:42.000 --> 16:46.000]  Go to mysolarbackup.com to learn more and check availability.
[16:46.000 --> 16:48.000]  That's mysolarbackup.com.
[16:48.000 --> 16:56.000]  Look for the free report, Crisis Cooling, how to make absolutely sure your meat, milk and medicines stay safe and cool in any power outage.
[16:56.000 --> 16:59.000]  Yours free at mysolarbackup.com.
[17:27.000 --> 17:44.000]  I also want to send you two pounds of what we think is the single most underrated superfood in the world.
[17:44.000 --> 17:45.000]  Period.
[17:45.000 --> 17:49.000]  Go to soupbeansurvival.com that's soupbeansurvival.com
[17:49.000 --> 17:58.000]  and discover the real reason we're giving this unusual superfood away at soupbeansurvival.com that's soupbeansurvival.com.
[18:19.000 --> 18:25.000]  They're buying vaccines for every person in the country all the way out into 2024.
[18:25.000 --> 18:28.000]  And then in 2024, you will again take two shots.
[18:28.000 --> 18:32.000]  And he says it'll be whatever Pfizer cooks up and wants to put in your body.
[18:32.000 --> 18:34.000]  This is the Rockefeller Foundation.
[18:34.000 --> 18:36.000]  They developed this whole plan with Bill Gates.
[18:36.000 --> 18:38.000]  They're now implementing it.
[18:38.000 --> 18:42.000]  And now they've announced that U.S. policy is set by the private Rockefeller Foundation.
[18:42.000 --> 18:47.000]  Of course, the Rockefeller Foundation by the 30s was the main funder of Adolf, Alois Hitler,
[18:47.000 --> 18:51.000]  and the eugenics at Cold Springs Harbor that trained the Couserville Institute in Germany.
[18:51.000 --> 18:53.000]  And Volwars will continue to set fast.
[18:53.000 --> 18:54.000]  They fight this.
[18:54.000 --> 18:55.000]  I don't know how long we can.
[18:55.000 --> 18:57.000]  The enemy's coming for us all now.
[18:57.000 --> 18:58.000]  God bless and good luck.
[18:58.000 --> 19:19.000]  I would begin your ride with God right now.
[19:29.000 --> 19:32.000]  And then sold out for more than six months because of supply chain breakdowns.
[19:32.000 --> 19:37.000]  We finally have the activated charcoal toothpaste with natural peppermint and so much more.
[19:37.000 --> 19:43.000]  Back in stock from Dr. Jones Naturals and the mouthwash with the activated charcoal and essential oils.
[19:43.000 --> 19:44.000]  It's back in stock.
[19:44.000 --> 19:45.000]  These are great products.
[19:45.000 --> 19:47.000]  They're high quality and they fund the InfoWars.
[19:47.000 --> 19:48.000]  So thank you all for your support.
[19:48.000 --> 19:51.000]  Check them out today at infowarsstore.com.
[19:51.000 --> 19:53.000]  The sale runs for only one week.
[19:53.000 --> 19:58.000]  It is the booster bodies, natural defenses, super sale, and another part of the sale ending
[19:58.000 --> 20:01.000]  is the privacy pouches for your cell phone.
[20:01.000 --> 20:27.000]  You're listening to the Alex Jones show.
[20:31.000 --> 20:55.000]  We are witnessing all over the world young people, 12 year olds, and some even younger
[20:55.000 --> 21:03.000]  people being forced by their parents to take an experimental shot.
[21:03.000 --> 21:16.000]  And you have to ask yourself how far are we going to let these globalists take us?
[21:16.000 --> 21:18.000]  These young people aren't just scared of needles.
[21:18.000 --> 21:19.000]  They know.
[21:19.000 --> 21:23.000]  They instinctively understand.
[21:23.000 --> 21:28.000]  She is about to be implanted with prions, mad cow disease basically.
[21:28.000 --> 21:30.000]  She is being targeted for destruction.
[21:30.000 --> 21:37.000]  Our young, beautiful life now slowly mutated.
[21:37.000 --> 21:39.000]  Not going to be having children, sweetheart.
[21:39.000 --> 21:42.000]  I'll probably die when you're 40 now if you're lucky.
[21:42.000 --> 21:43.000]  Bye-bye.
[21:43.000 --> 21:44.000]  It's time.
[21:44.000 --> 21:45.000]  Bill Gates said.
[21:45.000 --> 21:47.000]  Too many people, sweetheart.
[21:47.000 --> 21:50.000]  No, I know you wanted to live.
[21:50.000 --> 21:55.000]  I know you wanted to have children.
[21:55.000 --> 21:56.000]  Please, no.
[21:56.000 --> 21:58.000]  She doesn't want it, but she's going to get it.
[21:58.000 --> 22:00.000]  Because they're the heroes.
[22:00.000 --> 22:03.000]  They're Dr. Mingola.
[22:03.000 --> 22:05.000]  Doesn't matter in all the studies.
[22:05.000 --> 22:09.000]  It mutated and hurt the rats and shut their kidneys down and their livers and their hearts
[22:09.000 --> 22:11.000]  and their brains.
[22:11.000 --> 22:12.000]  Mommy's good.
[22:12.000 --> 22:15.000]  Mommy's going to make her a young, beautiful, young daughter take it.
[22:15.000 --> 22:16.000]  There you go.
[22:16.000 --> 22:18.000]  The unapproved shot.
[22:18.000 --> 22:19.000]  GMO.
[22:19.000 --> 22:21.000]  There you go.
[22:21.000 --> 22:23.000]  Mommy's going to kiss you now.
[22:23.000 --> 22:28.000]  And even if you get really sick from the first shot.
[22:28.000 --> 22:31.000]  She's going to take you in and give you more shots.
[22:31.000 --> 22:38.000]  Just like the reporter in Australia took the first shot and got really sick.
[22:38.000 --> 22:40.000]  She said, but I went and took the second one.
[22:40.000 --> 22:45.000]  And now she's got in the hospital and a swollen heart and might die.
[22:45.000 --> 22:52.000]  But she said, I'll do it again. I'm a hero for something that didn't kill as many people as the flu.
[22:52.000 --> 22:57.000]  But now there are hospitals full of people, mainly the vaccinated 95% of the average worldwide
[22:57.000 --> 23:05.000]  that are in the hospital, including countries like Australia that are 20% vaccinated.
[23:05.000 --> 23:09.000]  But 99.9% of those in the hospital have had the injection.
[23:09.000 --> 23:11.000]  That's on state-run TV.
[23:11.000 --> 23:13.000]  They even admit it.
[23:13.000 --> 23:15.000]  It's the murder of logic.
[23:15.000 --> 23:19.000]  And they had one case, one new case in one city in Australia.
[23:19.000 --> 23:23.000]  So they brought the army in and locked it back down.
[23:23.000 --> 23:28.000]  I play this at the very start of the show, but I'm going to play it again because it illustrates everything.
[23:28.000 --> 23:34.000]  This is medical doctor, Dr. Lee Merritt, who does a great job explaining what this is.
[23:34.000 --> 23:36.000]  Here she is.
[23:36.000 --> 23:39.000]  If you want my actual worldview, I believe that we're at war.
[23:39.000 --> 23:43.000]  And that this is a takedown of Western civilization, if not humanity.
[23:43.000 --> 23:47.000]  So that it's an attack on us as humans against, I mean, they're coming after us.
[23:47.000 --> 23:50.000]  They're coming after our children, and they want us dead or sterilized.
[23:50.000 --> 23:54.000]  And we can argue who they are, but I think it's not a necessarily a nation-state war.
[23:54.000 --> 23:58.000]  This is a fifth-generation, uncharacteristic war.
[23:58.000 --> 24:02.000]  There's a book that, if people don't get this, they should read this book by Zhao and Wang.
[24:02.000 --> 24:06.000]  They're Chinese kernels, and it was written in 99, and it really talks about this.
[24:06.000 --> 24:13.000]  The idea of using everyday items that we think of as not harmful suddenly become lethal.
[24:13.000 --> 24:16.000]  You're using poisons, you're using genetic agents.
[24:16.000 --> 24:18.000]  It's not characteristic warfare.
[24:18.000 --> 24:21.000]  We have a battlefield, and you have an army, and we can see what's going on.
[24:21.000 --> 24:23.000]  Part of this is the psychological operation.
[24:23.000 --> 24:31.000]  There's clearly been a psychological operation that has gotten the American people are getting their children vaccinated with something that's totally experimental.
[24:31.000 --> 24:35.000]  That's the symptom of some psychological illness.
[24:35.000 --> 24:36.000]  It's Stockholm syndrome.
[24:36.000 --> 24:40.000]  They've created this, and so I think that's my worldview, is that this is not by accident.
[24:40.000 --> 24:44.000]  And they want us dead or sterilized.
[24:44.000 --> 24:45.000]  All right.
[24:45.000 --> 24:49.000]  Now, let's go ahead, because everything she's saying is 100% true.
[24:49.000 --> 24:50.000]  She's a medical doctor.
[24:50.000 --> 24:52.000]  We can put a screenshot back up, please.
[24:52.000 --> 25:00.000]  She is the past president of one of the major national medical associations of the Association of American Physicians and Surgeons.
[25:00.000 --> 25:02.000]  That was with Mike Adams in June.
[25:02.000 --> 25:04.000]  He's going to be co-hosting later today.
[25:04.000 --> 25:11.000]  I hope you'll get her on the show or give us her contact info, because I really have been wanting to get her on.
[25:11.000 --> 25:22.000]  And here is another prestigious doctor, Dr. Richard M. Fleming, explains how the vaccines are biological weapons with Dale Bigtree.
[25:22.000 --> 25:34.000]  This virus is a man-made gain-of-function virus, paid for by U.S. taxpayers' dollars, including monies that came from the Department of Defense.
[25:34.000 --> 25:38.000]  This is a bio weapon by every definition.
[25:38.000 --> 25:45.000]  And by every definition, they're having developed this, is a violation of the Biological Weapons Convention Treaty.
[25:45.000 --> 25:55.000]  Dr. Mengele right now is rolling over in his grave, thinking, wondering why he could not have the capacity to do this type of human manipulation.
[25:55.000 --> 26:04.000]  And right now, right now, this vaccine rollout is the largest research project conducted in the history of mankind.
[26:04.000 --> 26:14.000]  You are either part of the experimental group or part of the control group for anybody to be forcing or coercing anybody to take this vaccine
[26:14.000 --> 26:23.000]  when, if you look at the numbers on these vaccines, they do not statistically reduce your risk of coming down with a diagnosis of COVID or killing you.
[26:23.000 --> 26:30.000]  When you go through the EUA documents, you will find that those are the people who do not get diagnosed.
[26:30.000 --> 26:38.000]  And there is no statistically significant difference for the people who got the Pfizer vaccine versus people who didn't get vaccinated at seven days,
[26:38.000 --> 26:47.000]  for the people who got the Moderna vaccine and who didn't at 14 days, and for the Janssen group at seven or at 14 days, there was a slight difference.
[26:47.000 --> 26:52.000]  But by 28 days, that difference was gone and there's no difference in deaths.
[26:52.000 --> 26:56.000]  And in fact, the Janssen data is based upon the incorrect data.
[26:56.000 --> 27:05.000]  If you read through the EUA, because if you go to the following table, you will find out that the numbers that they use to get approval are not the centrally confirmed lab numbers.
[27:05.000 --> 27:13.000]  They use the peripheral labs, but those numbers were not confirmed by the central core lab, which is what you do when you have a research project.
[27:13.000 --> 27:21.000]  A central place that says yes, no. The central core numbers don't even show benefit at 14 days.
[27:21.000 --> 27:24.000]  This is a biological weapon.
[27:24.000 --> 27:31.000]  That's right. It's a biological covert weapon because if the globalists launched nuclear bombs on us, we would know who launched the nuclear missiles.
[27:31.000 --> 27:35.000]  But if they do it under the guise of a vaccine, they win.
[27:35.000 --> 27:47.000]  And that's why they're so desperate and so pissed and are pushing as hard as they can to get everybody to take it because Europe, Australia, New Zealand, the UK, the United States and Canada are the globalist targets.
[27:47.000 --> 27:53.000]  We're the open free societies that have the private property and the Christian ethos that won't fit into the New World Order.
[27:53.000 --> 28:02.000]  They want to massively poison and depopulate the middle class, suck all of its money out, and then bring in other populations to replace it.
[28:02.000 --> 28:08.000]  And that's why all over the place there are just massive, massive convulsions and deaths happening.
[28:08.000 --> 28:14.000]  But that's because the weapon is so strong, it's killing people up front. It's not meant to.
[28:14.000 --> 28:16.000]  It's meant to kill you slowly.
[28:16.000 --> 28:27.000]  And young, it's going to take years, other studies out now, it's going to take years for the prions to grow in the young, five, ten years, but they just keep growing like plants and dirt.
[28:27.000 --> 28:32.000]  Very similar to anthrax. And then they will kill you. And they're just not going to say it was the shot.
[28:32.000 --> 28:41.000]  But in the old folks, humans already kind of, we grow all sorts of weird prions that we eat and things that are in the environment already.
[28:41.000 --> 28:47.000]  So by the time you're very old, it's very easy to get a prion infestation. If more is added, they'll grow on each other.
[28:47.000 --> 28:55.000]  And that's why in the old people, it's just devastating, quickly killing them very fast, hemorrhaging out, because they were already ready, like with fertilizer basically, for the prions to grow.
[28:55.000 --> 29:19.000]  So they're killing us, folks.
[29:26.000 --> 29:35.000]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com. No cures or treatments there.
[29:35.000 --> 29:44.000]  Instead, little known, but shocking immune system research and a breakthrough immune support product based on that research called immune 10X.
[29:44.000 --> 30:00.000]  In the best part, you can go to the StrongerDefense website right now and claim your own supply of immune 10X without paying anything today. Crazy, right? Learn more about this unusual limited time offer at StrongerDefense.com at StrongerDefense.com.
[30:00.000 --> 30:15.000]  So when I first started taking survival skills, basically I was 275 pounds overweight. I had brain fog like you wouldn't believe. I was barely holding on to a job and I heard Dr. Group on your show and I listened to it.
[30:15.000 --> 30:30.000]  And it worked pretty good. And then shortly thereafter, you came out with F2. You had, you know, with a deep burden source, you know, and I got really excited about that. So I took it. And man, in two weeks, I went from brain fog to like literally like my brain was enlightened.
[30:30.000 --> 30:39.000]  You know, I could think again. I could connect with people again. And over the course of the next couple of years, I got my health back and I religiously take basically all of your supplements.
[30:39.000 --> 30:49.000]  They're all absolutely amazing supplements. The one I like recently is knockout. It literally like if you want to sleep, just take it. It's amazing. It works. But anyway, so the point is we have to get ourselves clean.
[30:49.000 --> 30:55.000]  We have to break free of the globalist system. And the only way to do that is to take our own health into our own hands.
[30:55.000 --> 31:10.000]  Beautifully said, brother. I thank you so much for your call and Godspeed.
[31:26.000 --> 31:35.000]  It's back in stock at info or store.com discounted because of the COVID lockdown because of the globalist siege on small businesses and companies in America.
[31:35.000 --> 31:49.000]  It's not been available for over six months, but now it's back in stock and it's available in only two places info or store.com and dr Jones naturals.com. It is our activated charcoal toothpaste and mouthwash.
[31:49.000 --> 32:00.000]  So get your activated charcoal toothpaste, activated charcoal, mouthwash with central oils and more at info or store.com and funding info or a true 360 win.
[32:19.000 --> 32:30.000]  We're ready for this to be able to find it off. Humanity is strong. We're incredible. And if we're aware of the attack that's happening, we have a real chance of defeating it. If we ask God for guidance, we will defeat it.
[32:30.000 --> 32:44.000]  So prayer is essential. Research is essential. Getting prepared is essential and warning others is absolutely essential. And at the same time, supporting info wars by buying high quality products to keep us on air is essential because they're great products for you and your family.
[32:44.000 --> 32:56.000]  We're also funding our operation info or store.com info or store.com is incredible. A lot of our products that have been sold out because the supply chain breakdowns are back in like bodies, vaso beats and others.
[32:56.000 --> 33:17.000]  So get them today at info or store.com. And I thank you for being part of the resistance. You're listening to the Alex Jones show.
[33:26.000 --> 33:51.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the info war.
[33:51.000 --> 34:03.000]  One thing to march troops by the tens of thousands within a mile or two miles of an atomic bomb going off the five miles of a hydrogen bomb.
[34:03.000 --> 34:22.000]  One thing to use men as guinea pigs that it's illegal. It's wrong. It's evil. But we saw massive testing done in the Gulf War. And then again later with anthrax on the troops, it's estimated more than 40,000 ended up dying in mainline government reports from the injections they were given.
[34:22.000 --> 34:33.000]  And then all they did was dust them off the radioactive dust, but almost all of them ended up getting lung cancer and dying within just a few years.
[34:33.000 --> 34:42.000]  And now they're doing it to our children with a so called vaccine that grows prions grows crystals in all the lab studies in all the animals.
[34:42.000 --> 34:52.000]  People go, wait a minute. I thought you said it's not studied. Oh, they massively studied these exact type of vaccines, these injections under other names in lab animals. Fauci was obsessed.
[34:52.000 --> 35:11.000]  His main project for 20 years. And they finally came up with a specific protein type of virus that they tested on animals and humans in China, that when you give somebody a vaccine for this and the body then starts mass producing the spike protein.
[35:11.000 --> 35:20.000]  The spike proteins, it permanently poisons the body and then colonizes the body and turns the body into an engine to grow it.
[35:20.000 --> 35:25.000]  So I'm all in now, ladies and gentlemen.
[35:25.000 --> 35:39.000]  These people are coming after our children. They're doing medical experiments on babies kept alive after they're born.
