[00:00:01.452 --> 00:00:09.615]  You want answers?
[00:04:50.349 --> 00:04:54.871]  We've got a lot of huge sales, up to 50% off on some of our best-selling products.
[00:04:54.871 --> 00:04:56.532]  So, Merry Christmas and thanks for the support.
[00:04:58.115 --> 00:05:02.517]  Fuel your body with Carnivore, the new digestive enzyme product by InfoWars Life.
[00:05:02.517 --> 00:05:10.600]  Digestive enzymes assist in the digestion process and increase the bioavailability of nutrients by breaking down foods into easily absorbable components.
[00:05:10.600 --> 00:05:15.882]  They also help prevent discomfort from indigestion caused by fermentation of undigested food particles in the gut.
[00:05:15.882 --> 00:05:18.423]  Digestive enzyme production declines as we age.
[00:05:18.423 --> 00:05:22.645]  Carnivore is filled with digestive enzymes like those naturally present in the body.
[00:05:22.645 --> 00:05:25.066]  Enjoy the full potential of protein-rich foods again.
[00:05:25.766 --> 00:05:33.012]  You can eat protein-heavy foods now while minimizing the later indigestion and discomfort commonly associated with high-meat diets.
[00:05:33.012 --> 00:05:41.079]  Just one pill with every high-protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles.
[00:05:41.079 --> 00:05:48.265]  Carnivore also contains digestive enzymes to help digest fats and carbohydrates so you can fully digest all types of meals.
[00:05:48.265 --> 00:05:49.706]  Don't let a meal go to waste.
[00:05:49.706 --> 00:05:51.528]  Use Carnivore by InfoWars Life.
[00:05:52.348 --> 00:05:55.810]  Head to Infowarslife.com and secure your bottle now.
[00:05:55.810 --> 00:05:59.932]  That's Infowarslife.com.
[00:05:59.932 --> 00:06:12.819]  From the front lines of the information war, it's Alex Jones.
[00:06:12.819 --> 00:06:13.639]  Mother!
[00:06:16.653 --> 00:06:25.860]  Tell your children not to walk my way Tell your children not to hear my words What they mean, what they say Mother
[00:06:30.037 --> 00:06:32.379]  Welcome back, ladies and gentlemen, into the third hour.
[00:06:32.379 --> 00:06:43.289]  I'm your host, Alex Jones, and we're joined by really an American hero, William Binney, former technical director of the National Security Agency, one of the most famous codebreakers in U.S.
[00:06:43.289 --> 00:06:49.335]  history, and the equivalent of a multi-star general when he was heading up that agency.
[00:06:49.335 --> 00:06:55.881]  He's also been a whistleblower to Congress, been SWAT teamed, been targeted, been persecuted, but
[00:06:56.221 --> 00:06:59.584]  Never charged with anything, because it was all intimidation.
[00:06:59.584 --> 00:07:01.886]  ExposedFacts.org.
[00:07:01.886 --> 00:07:05.529]  AGoodAmerican.org is the award-winning film he's in.
[00:07:05.529 --> 00:07:11.434]  He was also the main technical director and fact director for Oliver Stone's incredible film, Snowden.
[00:07:12.412 --> 00:07:21.535]  So much of what we now know about the illegal spy grid being used against us for the political class is thanks to him, Mr. Drake, Sybil Edmonds, and many others.
[00:07:21.535 --> 00:07:25.257]  But he is the chief whistleblower out there, ladies and gentlemen.
[00:07:25.257 --> 00:07:30.519]  He's going to be talking about PGknowledge.eu today and some of the important work he's doing.
[00:07:30.519 --> 00:07:35.801]  But first off, he hasn't talked a lot about this, but today he said he's ready to talk about it.
[00:07:36.761 --> 00:07:45.928]  In light of the whole Russiagate investigation, he wants to get into that and his meeting with the CIA director, Mr. Pompeo, a few weeks ago.
[00:07:45.928 --> 00:07:53.373]  So we're going to talk about how that meeting took place and as much as he can now reveal to this audience today.
[00:07:53.373 --> 00:07:58.116]  So thank you so much, William Benny, for joining us to discuss this.
[00:07:58.116 --> 00:07:59.777]  Well, thanks for having me, Alex.
[00:07:59.777 --> 00:08:01.058]  Well, you've got the floor.
[00:08:01.058 --> 00:08:01.939]  Where would you like to start?
[00:08:03.582 --> 00:08:16.229]  Well, I think we should start with the research we've been doing on the data allegedly coming from a hack by the Russians to the DNC server.
[00:08:16.229 --> 00:08:28.495]  This was the data that was made available from Guccifer 2 that talked about the leak or the hack that he called a hack on the 5th of July of 2016.
[00:08:28.495 --> 00:08:32.897]  That data he made available for us to look at, so we started looking at it.
[00:08:33.622 --> 00:08:41.247]  And the first thing we found was the speeds were rather high for a transfer across the web to Europe from the US.
[00:08:41.923 --> 00:08:55.953]  In fact, the speed, I was here in Europe with Duncan Campbell reviewing all this data again, and we found that the highest speed that that data ran from was taken down off the server, supposedly.
[00:08:55.953 --> 00:08:59.196]  This is all alleged now.
[00:08:59.196 --> 00:09:00.537]  So it was 49.1 megabytes per second.
[00:09:04.082 --> 00:09:10.291]  Which is roughly a little over four times the rate that we could get by a transfer.
[00:09:10.291 --> 00:09:17.662]  We also attempted to transfer data across the Atlantic to Europe, the various places in Amsterdam, the UK.
[00:09:18.767 --> 00:09:28.156]  One of the fellows even looked at transferring it to Belgrade and also Albania, but it was pointless to even try because the network couldn't even handle it anywhere near it there.
[00:09:28.156 --> 00:09:38.305]  So the highest we got was roughly one-fourth the speed necessary to transfer the data, which meant it was impossible to go across the net.
[00:09:38.305 --> 00:09:43.250]  But it is, however, compatible with a download to a thumb drive.
[00:09:44.122 --> 00:09:48.126]  So, if you had a USB thumb drive, you could download it at those speeds.
[00:09:48.126 --> 00:10:03.299]  So what you're saying, as a technical expert who tested it, this was an inside job, just like Snowden doing on a thumb drive, at point-blank range, that's the speeds, that this was basically impossible to be an outside hack, which is what we know from British ambassadors, from spies, from other leaks.
[00:10:03.299 --> 00:10:08.224]  Can you then quantify why Trump wanted you to meet with Pompeo to explain this to him?
[00:10:09.417 --> 00:10:20.442]  Well, he, Director Pompeo said to me when I first sat down, he said, the president said I should talk to you if I wanted to get facts about the Russiagate.
[00:10:20.442 --> 00:10:32.908]  That was really a shocking statement to me, because what that really says to me is the intelligence agencies aren't even telling the president or the head of the CIA the facts in the case.
[00:10:32.908 --> 00:10:36.310]  I mean, if he has to ask me what the facts are,
[00:10:37.054 --> 00:10:48.019]  Why aren't the intelligence agencies, the FBI, NSA, CIA, the members of the CIA, telling even their president or the chief of the CIA, the Central Intelligence Agency?
[00:10:48.019 --> 00:10:52.902]  And I know it's all classified, you can't get into it, but a lot of this is public now.
[00:10:52.902 --> 00:10:59.925]  The president has the code keys, he's got authorization, he could go in and see all this, but of course it was...
[00:11:00.425 --> 00:11:08.026]  Of course, it was the Obama holdovers, we know, up until Trump got into office that were still there with the keys, spying on the President-elect.
[00:11:08.026 --> 00:11:10.107]  We now know that.
[00:11:10.107 --> 00:11:25.049]  Yes, for example, early on when the conversation between President Trump and the President of Mexico and Australia were released, I mean, that's a clear indication that that kind of information, to me, came from NSA.
[00:11:25.049 --> 00:11:29.530]  Because any communications of the President leaving the White House are encrypted.
[00:11:30.342 --> 00:11:37.364]  So that the agency that has the keys and provides the equipment and the keys for the president to communicate is NSA.
[00:11:37.364 --> 00:11:42.446]  So they would be able to decrypt and translate all those conversations.
[00:11:42.446 --> 00:11:45.927]  So they certainly are a prime suspect for releasing that.
[00:11:45.927 --> 00:11:49.068]  But let me get back to that hack in June, July of 2016.
[00:11:49.068 --> 00:11:50.469]  There's more to it than just that.
[00:11:55.784 --> 00:11:59.365]  When we looked at the data, there were two batches of releases.
[00:11:59.365 --> 00:12:02.826]  The main one was dated the 5th of July.
[00:12:02.826 --> 00:12:07.968]  There was a later one dated the 1st of September, also from Guccifer 2.
[00:12:07.968 --> 00:12:20.331]  But when you looked at them, and if you only looked at minutes, seconds, and milliseconds, those two data sets merge.
[00:12:20.331 --> 00:12:22.792]  They merge right together like a glove on a hand.
[00:12:24.373 --> 00:12:28.206]  So that you basically would have one continuous set of information.
[00:12:29.204 --> 00:12:33.686]  So it means to us that Guccifer 2 is playing games, and that this wasn't even a hack.
[00:12:33.686 --> 00:12:40.148]  You don't even know if it was a hack of the DNC, or if it was something downloaded, transferred somewhere else, and then downloaded again.
[00:12:40.148 --> 00:12:43.529]  Sir, I know this is simple for you as a top expert, but just explain.
[00:12:43.529 --> 00:12:55.053]  Not only transfer rates showed how to be done point-blank at the computer, at the server itself, but also the data, the way it was taken down and put down together, was all done together, congruent at one time.
[00:12:55.888 --> 00:13:00.189]  Yeah, and it basically says that Goose for Two is playing a game with us, right?
[00:13:00.189 --> 00:13:03.430]  They're playing a game with us and everybody else.
[00:13:03.430 --> 00:13:08.952]  Because it's not the Russians that can be inside these secret facilities, obviously, getting the info.
[00:13:08.952 --> 00:13:16.734]  Yeah, well, that plus all of the indications are that it wasn't even a hack at all in any way, shape, or form.
[00:13:16.734 --> 00:13:18.534]  Wow, so you explain this to Pompeo.
[00:13:18.534 --> 00:13:20.115]  Please continue.
[00:13:20.115 --> 00:13:23.436]  Yes, and also I said that
[00:13:25.043 --> 00:13:33.793]  If members of Congress are going to call this an act of war, then they ought to do like President John F. Kennedy did and President Reagan.
[00:13:33.793 --> 00:13:40.921]  Kennedy released the photographs of the missiles in Cuba during the Cuban Missile Crisis because it was something that was very serious.
[00:13:41.801 --> 00:13:57.811]  And also, when the Russians shot down the Korean South Korean airline over Sakhalin Island, he released the air ground to air control of the fighters giving where the ground control ordered the shoot down of the plane.
[00:13:57.811 --> 00:14:11.120]  So those were serious situations and they basically declassified classified information so that they could show how how serious the situation was and prove it to the to the American public and everyone else.
[00:14:13.075 --> 00:14:14.096]  Incredible!
[00:14:14.096 --> 00:14:25.604]  Now, I know you're a scientist, a computer scientist, so you just go off the facts, but just big picture, looking at this with William Binney, who's blown all this wide open, the President wanted you to go talk to the head of the CIA.
[00:14:25.604 --> 00:14:28.126]  He doesn't even have the keys to the NSA!
[00:14:28.126 --> 00:14:42.217]  He can get into all this, they've got him sequestered, but he's getting enough info to know he needs to talk to you, showing, again, the whole rush of things made up, it was an inside job of people trying to expose the criminality of Hillary, and what was going on!
[00:14:43.843 --> 00:14:55.865]  Yeah, there's really no guarantee that even if he asks for all the information about Russiagate that's held by NSA or the FBI, that they'll even give it to him.
[00:14:55.865 --> 00:15:02.546]  Because if they don't want to give away information to anybody, they can keep it and hide it internally.
[00:15:02.546 --> 00:15:05.927]  They don't have to share it with anyone.
[00:15:05.927 --> 00:15:11.868]  Couldn't the President appoint you as a special investigator and you've got the clearances to go in there and investigate for him?
[00:15:13.997 --> 00:15:15.959]  Well, I don't have the clearances anymore.
[00:15:15.959 --> 00:15:18.681]  But the President could get those for you.
[00:15:18.681 --> 00:15:21.304]  Yes, yes he could, yes.
[00:15:21.304 --> 00:15:23.506]  That's true.
[00:15:23.506 --> 00:15:25.809]  Would you take that job if the President authorized you to?
[00:15:27.503 --> 00:15:29.844]  Uh, if you wanted me to do that, I would do that.
[00:15:29.844 --> 00:15:30.904]  Yes, absolutely.
[00:15:30.904 --> 00:15:32.184]  And that'd be their worst nightmare.
[00:15:32.184 --> 00:15:34.224]  I mean, we can't trust the former head of the NSA.
[00:15:34.224 --> 00:15:34.905]  Who can we trust?
[00:15:34.905 --> 00:15:38.765]  I mean, it's just a bunch of politicos in there with the code keys.
[00:15:38.765 --> 00:15:43.706]  Samantha Powers, all of them in there, meeting with the former CIA director and everybody to set up Trump.
[00:15:43.706 --> 00:15:47.087]  I mean, these people are just, have committed incredible crimes, in my view.
[00:15:47.087 --> 00:15:50.068]  We'll be back with William Benning, a true American hero.
[00:15:50.068 --> 00:15:52.728]  There's John Wayne the actor, then there's the real John Waynes.
[00:15:52.728 --> 00:15:54.069]  William Benning's one of those.
[00:15:54.069 --> 00:15:55.129]  We'll be right back, folks.
[00:15:55.129 --> 00:15:55.629]  Stay with us.
[00:15:58.308 --> 00:16:00.909]  Matt in Ohio, you're on the air, another Matt, go ahead.
[00:16:00.909 --> 00:16:15.516]  Yeah, hey, listen, I just wanted to say real quick, I'm a long time listener of InfoWars, and I just wanted to say that the t-shirts that you guys are offering are absolutely fantastic, and that really is a great way to deal with this battle in the InfoWars.
[00:16:15.516 --> 00:16:23.140]  It might seem like a simple thing, but particularly these slogan t-shirts that you guys got up right now are absolutely amazing.
[00:16:23.140 --> 00:16:23.580]  Well, thank you.
[00:16:23.680 --> 00:16:34.784]  My favorite new one is the Don't Tread On Me, but instead it says Won't Tread On Me, and it's a big Dayglo snake, Gadsden snake, and then it's got the American flag, Infowars.com on the right arm.
[00:16:34.784 --> 00:16:41.027]  I mean, that's a great way just to meet like-minded people and spread the word and also exercise free speech.
[00:16:41.027 --> 00:16:43.448]  And the newest one is Trigger Warning T-shirt.
[00:16:44.168 --> 00:16:51.031]  Trigger warning t-shirt, which is the symbol of a trigger, with a yield sign and then InfoWars.com on the back.
[00:16:51.031 --> 00:16:57.274]  That is the new shirt of the month, available exclusively at InfoWarsStore.com.
[00:16:57.274 --> 00:17:02.416]  Introducing Floralife, the new probiotic line developed exclusively by InfoWars Life.
[00:17:02.416 --> 00:17:07.198]  After years of research on the human microbiome, not all probiotics are made the same.
[00:17:07.198 --> 00:17:11.700]  Floralife probiotics use a unique targeted delivery system that bypasses the stomach
[00:17:11.960 --> 00:17:12.160]  I'm good.
[00:17:32.295 --> 00:17:35.837]  Do you know that over 80% of your immune system is located in your gut?
[00:17:35.837 --> 00:17:40.540]  That's why increasing gut probiotic levels is so important for overall health.
[00:17:40.540 --> 00:17:48.625]  Floralife is sold as a 15 billion probiotic for everyday maintenance care and a 50 billion probiotic for a 30-day advanced gut restoration program.
[00:17:48.625 --> 00:17:52.847]  Head to infowarslife.com to pick up your bottle of Floralife probiotics today.
[00:17:52.847 --> 00:17:54.148]  That's infowarslife.com.
[00:17:57.751 --> 00:18:06.494]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:18:06.494 --> 00:18:07.035]  That's right.
[00:18:07.035 --> 00:18:12.297]  Now's the time to build your own food storage with Harvest Rights Freeze Dryers.
[00:18:12.297 --> 00:18:18.719]  Go to Infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[00:18:18.959 --> 00:18:26.541]  And let me tell you something, it is perfect for freeze-drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:18:26.541 --> 00:18:26.801]  Woo!
[00:18:26.801 --> 00:18:27.822]  That's what I'm talking about.
[00:18:27.822 --> 00:18:36.564]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:18:36.564 --> 00:18:44.667]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:18:46.147 --> 00:18:49.588]  Now that's what I call the miracle of food preservation.
[00:18:49.588 --> 00:18:53.709]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:18:53.709 --> 00:18:54.789]  So what are you waiting for?
[00:18:54.789 --> 00:18:57.810]  Check it out right now at InfoWarsStore.com.
[00:18:57.810 --> 00:18:59.791]  Michael ZX is back.
[00:18:59.791 --> 00:19:06.693]  And just like we're game-changing when it comes to politics, when it comes to the economy, we're game-changing on supplements.
[00:19:06.693 --> 00:19:13.795]  I want to bring you products from the best research out there, from the best labs, the best laboratories, the best scientists that really change lives.
[00:19:14.415 --> 00:19:15.916]  Because I want you to get a great effect.
[00:19:15.916 --> 00:19:17.698]  I want you to have a great life, be healthy.
[00:19:17.698 --> 00:19:23.262]  I want you to see the results, so you reorder it and tell your friends and family about it.
[00:19:23.262 --> 00:19:25.364]  Let me tell you, fungus is a scourge.
[00:19:25.364 --> 00:19:26.525]  Mold's a scourge.
[00:19:26.525 --> 00:19:32.149]  And you can't battle it with this in your sinus or other areas, but in your gut, the main area, you can.
[00:19:32.149 --> 00:19:34.511]  MycoZX, available exclusively.
[00:19:34.511 --> 00:19:38.214]  Been out for over six months at InfoWarsLife.com or by calling toll-free, 888-253-33139.
[00:19:40.689 --> 00:19:44.711]  Ladies and gentlemen, I only bring you products I use myself.
[00:19:44.711 --> 00:19:48.393]  I only bring you products that have been proven to have dynamite effects.
[00:19:48.393 --> 00:19:51.815]  Mico ZX is back in stock right now on M4HLIFE.com.
[00:19:51.815 --> 00:20:01.781]  Secure yours today.
[00:20:01.781 --> 00:20:04.443]  You're listening to the Alex Jones Show.
[00:20:12.475 --> 00:20:18.765]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:46.022 --> 00:21:00.552]  Ladies and gentlemen, William Binney, the former head of technical operations at the National Security Agency, the man behind the movie Snowden, the main expert on that, is our guest this segment and next.
[00:21:00.552 --> 00:21:02.273]  He is on the road in Europe.
[00:21:03.434 --> 00:21:08.180]  His computer battery will probably last about 45 after or so, but if it cuts out, he'll be gone.
[00:21:08.180 --> 00:21:10.323]  This is so huge, okay?
[00:21:10.323 --> 00:21:12.726]  He's one of the leading experts in the world.
[00:21:12.726 --> 00:21:18.272]  The president wanted him to meet with the CIA director because they're trying to understand what's going on.
[00:21:18.272 --> 00:21:22.517]  Because this is so complex and the agencies don't tell each other a lot of information.
[00:21:23.118 --> 00:21:27.603]  And so here is William Binney looking at the supposed Russian hack they're saying.
[00:21:27.603 --> 00:21:30.046]  They've never proven Guccifer 2.0 was a Russian.
[00:21:30.046 --> 00:21:33.771]  But now we know what British ambassadors and others have said they've been told.
[00:21:33.771 --> 00:21:41.339]  They've said they've met with the supposed Guccifer and that it was a group of US intelligence operatives and people that were upset about what was happening.
[00:21:42.420 --> 00:21:55.408]  I have had high-level contacts confirm that to me back during the election and I know that people like Eric Prince got information that I had separately had but not released about it and that Eric Prince knows.
[00:21:55.408 --> 00:21:57.730]  So all I'm saying is this is not a secret.
[00:21:57.730 --> 00:22:01.612]  This has been in British and German newspapers but not really in our news.
[00:22:01.612 --> 00:22:03.093]  It's a huge scandal.
[00:22:03.093 --> 00:22:08.796]  It's the key to understanding Russiagate and how they're trying to remove our president with zero evidence.
[00:22:08.796 --> 00:22:11.238]  They've got NSA transcripts of General Flynn
[00:22:11.698 --> 00:22:22.447]  Not doing anything wrong, but then an FBI agent who worked for Hillary, who's disgraced, is the one that wrote up the forms claiming what he told them didn't match the NSA spying.
[00:22:22.447 --> 00:22:27.291]  So this is huge, huge news and blows the whole Russian narrative wide open.
[00:22:27.291 --> 00:22:31.475]  William Benny, please, break this down and get into other angles, because again, you're the expert.
[00:22:33.272 --> 00:22:42.578]  Well, we're looking at other evidence also, technical evidence, that looks like even earlier claims might be a total sham also.
[00:22:42.578 --> 00:22:47.761]  So in other words, it looks like virtually all of this data has been a fabrication.
[00:22:48.827 --> 00:22:53.631]  That's been created as a diversion, basically, so that we can pay attention.
[00:22:53.631 --> 00:22:55.693]  It's like we're playing the Wizard of Oz game.
[00:22:55.693 --> 00:22:56.493]  Pay attention.
[00:22:56.493 --> 00:22:58.735]  Don't pay any attention to the man behind the curtain.
[00:22:58.735 --> 00:23:03.439]  Look at all the side show that's going on.
[00:23:03.439 --> 00:23:05.401]  Pay attention over here.
[00:23:05.401 --> 00:23:05.961]  Don't look at me.
[00:23:08.054 --> 00:23:12.295]  I just think that this whole thing has been a setup from the beginning.
[00:23:12.295 --> 00:23:17.737]  And it's being, right now, the technical evidence is starting to show that and prove that.
[00:23:17.737 --> 00:23:22.538]  And we'll be publishing information about that, hopefully very soon.
[00:23:22.538 --> 00:23:24.519]  Wow.
[00:23:24.519 --> 00:23:28.680]  Was your whole meeting with Pompeo, did he say it was off record?
[00:23:28.680 --> 00:23:32.181]  Or what else can you tell us about this amazing meeting requested by the President?
[00:23:33.163 --> 00:23:35.644]  No, he didn't say it was off the record or anything.
[00:23:35.644 --> 00:23:42.126]  He just said he wanted to talk to me about getting, the President asked him to talk to me about getting facts about Rushgate.
[00:23:42.126 --> 00:23:51.989]  So I just told him everything I knew at the time, and we're getting more and more information that kind of corroborates everything we've been saying about it being a fabrication.
[00:23:51.989 --> 00:23:55.611]  And we'll be adding that publicly shortly, I hope.
[00:23:57.197 --> 00:23:59.218]  It's a matter of verifying everything we've done.
[00:23:59.218 --> 00:24:02.079]  We don't want to say something that we can't actually show and prove.
[00:24:02.079 --> 00:24:04.099]  Wow.
[00:24:04.099 --> 00:24:07.721]  Well, I know that you've received classified awards.
[00:24:07.721 --> 00:24:12.262]  You can't talk about those, but it's been reported that you've gotten some of the biggest awards in the country you can get.
[00:24:12.262 --> 00:24:18.924]  I mean, you were running operations against the Russians, and so you'd be the expert to investigate the Russians.
[00:24:18.924 --> 00:24:20.445]  But from your
[00:24:20.945 --> 00:24:42.115]  You know, Spy Chief Gravitas, when you say it looks like it's a setup beyond just an inside job, without getting into statecraft and things, as an expert, what are you seeing?
[00:24:42.115 --> 00:24:46.897]  Well, there are people in other countries involved, like in the UK, with the
[00:24:48.422 --> 00:24:52.645]  Suppose a report from the British intelligence, you know, that kind of thing.
[00:24:52.645 --> 00:25:03.954]  And also, internally, if you believe Cy Hirsch, what he's saying is people in the FBI know exactly who leaked the data, and they're not talking about that.
[00:25:03.954 --> 00:25:11.739]  And so there are people in the FBI, people in lower ranks in the CIA, also people in NSA who are involved in all of this.
[00:25:13.401 --> 00:25:22.331]  Those are the three agencies of the main ones who made up the, you know, the Intelligence Community Assessment, where they claimed 17 intelligence agencies.
[00:25:22.331 --> 00:25:23.472]  Well, it was really only three.
[00:25:23.472 --> 00:25:30.018]  And it was hand-picked people from those three to come up with a predetermined outcome, which is what they did.
[00:25:30.018 --> 00:25:35.104]  And they wrote a 14-page ICA Intelligence Community Assessment paper
[00:25:35.746 --> 00:25:44.574]  That started out by saying we have high confidence that and it's our judgment that we have high confidence that this uh that the Russians had to hack but then on the very bottom page 13 it says
[00:25:45.842 --> 00:25:51.184]  Please don't interpret our judgment to mean that we have absolute facts to prove that this is absolutely true.
[00:25:51.184 --> 00:26:03.288]  So what they're saying is, you know, this whole report was a big sham, and they had no evidence whatsoever, nothing to back up any claim they were making, and it was just, you know, another fabrication.
[00:26:03.288 --> 00:26:07.069]  So it just shows you the extent of the organization behind this charade.
[00:26:08.240 --> 00:26:11.021]  Well I know where to look out of these 17 agencies.
[00:26:11.021 --> 00:26:20.965]  It's that handful of people that put out the hoax and all 17 agencies all concurred and then who put out these scurrilous fake reports.
[00:26:20.965 --> 00:26:27.288]  I think you start with them in your investigation of who really cooked all this garbage up.
[00:26:27.288 --> 00:26:33.170]  If you were speaking to the president, and he obviously listens to what you have to say and what you write, what would you say he needs to do next?
[00:26:34.816 --> 00:26:36.337]  I would say he needs to clean house.
[00:26:36.337 --> 00:26:43.281]  He's got to start firing people who are in charge of these agencies and replace them with people who will do a proper job.
[00:26:43.281 --> 00:26:52.166]  And that means cleaning out the internally, cleaning out the agencies and making sure they start to obey the Constitution, which they're not doing now.
[00:26:52.166 --> 00:26:54.828]  And that includes the Department of Justice.
[00:26:54.828 --> 00:26:57.209]  I'm not excluding them either.
[00:26:57.209 --> 00:27:03.673]  They're a part of this charade too, in one form or another, covering up for the people who are involved in this.
[00:27:04.306 --> 00:27:07.990]  Because if the FBI knows who did it, they also know, at least some of them.
[00:27:07.990 --> 00:27:10.172]  Now whether they're telling anybody, that's another story.
[00:27:22.489 --> 00:27:24.832]  We learned by Obama when he first got into office.
[00:27:24.832 --> 00:27:26.073]  I was also on the list.
[00:27:26.073 --> 00:27:28.616]  That was a whole data leak that came out of federal law enforcement.
[00:27:28.616 --> 00:27:32.380]  And there were hundreds of thousands of names and phone numbers of mine that were private.
[00:27:32.380 --> 00:27:33.782]  And I even had some of Trump's private numbers.
[00:27:33.782 --> 00:27:38.127]  Those were his numbers at Mar-a-Lago and also one of his private numbers at Trump Tower.
[00:27:38.127 --> 00:27:40.729]  I never even had the nerve to use, but we got the list.
[00:27:40.729 --> 00:27:42.692]  I was like, wow, that's the number I got for him at Mar-a-Lago.
[00:27:43.232 --> 00:27:49.823]  So they were illegally surveilling him all these years and intensified during the campaign and then they can't even find anything.
[00:27:49.823 --> 00:27:54.291]  That shows he's got a pretty good record if they're illegally spying on him and nothing's there.
[00:27:56.178 --> 00:28:13.271]  Yeah, but it also shows all the illegality that they've been involved in, including violations of the First, Fourth, Fifth, and Sixth Amendments, trying to use his communications without warrants against him in terms of, you know, charging him with something.
[00:28:13.271 --> 00:28:21.458]  That is a clear violation of the founding principles of our nation, and this is fundamentally treason at the highest levels, in my view.
[00:28:23.410 --> 00:28:25.432]  You're right, William Benny's our guest.
