[00:00.000 --> 00:02.000]  We've got it
[14:40.400 --> 14:45.400]  This guy flew in from a West African country on an aircraft.
[14:45.400 --> 14:49.400]  Are they checking the plane manifest? Are they going and interviewing the people?
[14:49.400 --> 14:52.400]  Are they asking them to voluntarily come in and be screened?
[14:52.400 --> 14:55.400]  I'd want to be. I was on a plane with someone with Ebola.
[14:55.400 --> 14:58.400]  No, none of it's being done.
[14:58.400 --> 15:04.400]  But don't you worry, we'll have the government shaking their finger at us all day long
[15:04.400 --> 15:09.400]  about how they have the NSA and the cameras and the checkpoints and homeland security having your kids,
[15:09.400 --> 15:15.400]  quote, report on mommy and daddy and all this garbage in the name of safety where it has nothing to do with it.
[15:15.400 --> 15:18.400]  So I'm going to walk through all the breaking news on this front.
[15:18.400 --> 15:20.400]  We come back. Give up the number and take your calls.
[15:20.400 --> 15:25.400]  But I want to make this statement very, very clear.
[15:25.400 --> 15:30.400]  They either souped up the Ebola and weaponized it, which we know has been done before.
[15:30.400 --> 15:33.400]  That's even been on Nova on PBS and allowed it to be released.
[15:33.400 --> 15:38.400]  Or it's naturally mutated to incubate longer and to be more powerful.
[15:38.400 --> 15:41.400]  And they're openly opening the door to let it happen.
[15:41.400 --> 15:46.400]  Either way, the people running our federal government are complicit in what's already happened
[15:46.400 --> 15:49.400]  and what is unfortunately going to unfold now.
[15:49.400 --> 15:51.400]  How does MSNBC respond?
[15:51.400 --> 15:54.400]  How the NRA is making the Ebola crisis worse?
[15:54.400 --> 15:56.400]  They're actually blaming gun owners.
[15:56.400 --> 15:59.400]  That's like blaming the moon made of cheese.
[15:59.400 --> 16:03.400]  The government's Department of Homeland Security is buying up loads of ammo.
[16:03.400 --> 16:07.400]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[16:07.400 --> 16:09.400]  Can you put two and two together?
[16:09.400 --> 16:14.400]  Infidel Body Armor can stop every round, including hollow points and 308 sniper rounds.
[16:14.400 --> 16:17.400]  Is reasonably priced and fully legal.
[16:17.400 --> 16:18.400]  But for how long?
[16:18.400 --> 16:25.400]  Go to infidelbodyarmor.com, spelled I-N-F-I-D-E-L body armor dot com.
[16:25.400 --> 16:48.400]  Infidel Body Armor just won't quit.
[16:55.400 --> 17:05.400]  The NRA is open 24 hours a day.
[17:05.400 --> 17:15.400]  The NRA is open 24 hours a day.
[17:15.400 --> 17:24.400]  The NRA is open 24 hours a day.
[17:24.400 --> 17:26.400]  The shelves empty where water once was.
[17:26.400 --> 17:32.400]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[17:32.400 --> 17:35.400]  Water which will not be available at your local grocery store.
[17:35.400 --> 17:38.400]  There's a mad dash on right now to stock up on supplies.
[17:38.400 --> 17:46.400]  The Pro Pure Pro 1 G2.0 water filtration system is a must-have for every modern independently minded household.
[17:46.400 --> 17:49.400]  Protect your family's safety during an emergency.
[17:49.400 --> 17:55.400]  Go to infowarsstore.com today to purchase your Pro Pure Pro 1 G2.0 water filtration system.
[17:55.400 --> 18:20.400]  Or call 1-88-253-3139.
[18:25.400 --> 18:50.400]  Go to infowarslife.com, spelled I-N-F-I-D-E-L body armor dot com.
[18:50.400 --> 18:55.400]  Go to infowarslife.com, or infowarsstore.com to get started with oxy powder.
[18:55.400 --> 19:00.400]  Or call 1-888-253-3139.
[19:00.400 --> 19:02.400]  In the near future.
[19:02.400 --> 19:06.400]  When you realize how fake it all is, the football, the basketball.
[19:06.400 --> 19:09.400]  Security, alert. This is Homeland Security.
[19:09.400 --> 19:13.400]  Analysis, Infowars building independent media operations.
[19:13.400 --> 19:18.400]  You let the worst people get controlled and tell us that we are the ones responsible.
[19:18.400 --> 19:21.400]  Prime Directive did credit Alex Jones.
[19:21.400 --> 19:24.400]  Jones is the wildly popular conspiracy theory.
[19:24.400 --> 19:27.400]  A popular conspiracy theory talk show called Infowars.
[19:27.400 --> 19:29.400]  Alex Jones is now in an Austin jail.
[19:29.400 --> 19:31.400]  These people are assaulting us.
[19:31.400 --> 19:33.400]  Targeting of patriots engaged.
[19:33.400 --> 19:39.400]  They are never going to stop. They're never going to deviate from their program until we stop them.
[19:39.400 --> 19:49.400]  Block free iphone app at infowars.com. Block free podcast and video feed. Imperatives, destroying the planet TV.
[19:49.400 --> 19:51.400]  You gotta set your eye on the enemy.
[19:51.400 --> 19:54.400]  Not worry about what propaganda they put out.
[19:54.400 --> 20:10.400]  Go Electrally, it's for God you can fail it.
[20:24.400 --> 20:33.400]  On the GCN Radio Network.
[20:33.400 --> 20:38.400]  Well a travel ban to countries facing an Ebola outbreak could paradoxically make the problem worse.
[20:38.400 --> 20:45.400]  Center for Disease Control and Prevention Director Tom Frieden said in a press conference yesterday.
[20:45.400 --> 20:50.400]  This is the same government that tells us there's no side effects from any vaccine.
[20:50.400 --> 20:55.400]  And they're safe and effective even though every insert of every vaccine says it can kill you.
[20:55.400 --> 21:00.400]  Or give you neurological disorders, permanent narcolepsy, guion berets.
[21:00.400 --> 21:06.400]  The list goes on and on. Permanent, epilepsy, autoimmune.
[21:06.400 --> 21:10.400]  This is the same group that says aspartame is good for you.
[21:10.400 --> 21:14.400]  Learn every study. It makes you go blind. Be brain damaged.
[21:14.400 --> 21:20.400]  It's the same government that tells you you didn't build your business and 2 plus 2 doesn't equal 4.
[21:20.400 --> 21:24.400]  And then Obamacare didn't have death panels even though they admit it does now.
[21:24.400 --> 21:27.400]  And of course Obama said very unlikely Ebola would ever even get here.
[21:27.400 --> 21:32.400]  And now my gut tells me it's spreading.
[21:32.400 --> 21:41.400]  But last year, last winter, last December into January, there were deaths all over the country.
[21:41.400 --> 21:47.400]  Just hundreds of local news articles about mystery illnesses, filling hospitals of people dying of
[21:47.400 --> 21:51.400]  respiratory illnesses and respiratory illnesses of the lungs.
[21:51.400 --> 21:54.400]  And I lost three family members and he's Texas alone to it.
[21:54.400 --> 21:57.400]  And no one would say what it even was.
[21:57.400 --> 22:04.400]  And now you've got this intro virus where a kid gets pink eye and is dead a day later.
[22:04.400 --> 22:07.400]  And that's directly connected in mainline science.
[22:07.400 --> 22:12.400]  We had PhD doctors on last week, medical doctors on last week,
[22:12.400 --> 22:19.400]  virologists, you name it, clearly showing that the intro virus is linked to vaccinated children
[22:19.400 --> 22:28.400]  and is causing viral mutations in the intestines of children.
[22:28.400 --> 22:32.400]  It's unbelievable.
[22:32.400 --> 22:38.400]  But it doesn't matter. They're putting heat sensors in Dallas schools.
[22:38.400 --> 22:41.400]  This is an infowars.com story by McKell Phelan.
[22:41.400 --> 22:46.400]  It's also on prisonplanet.com and on the right hand side of drudgerport.com.
[22:46.400 --> 22:51.400]  Dallas schools to install remote temperature monitors to detect Ebola.
[22:51.400 --> 22:57.400]  Five schools will be monitored until further notice.
[22:57.400 --> 23:02.400]  So they're getting kids used to being basically face scanned remotely
[23:02.400 --> 23:05.400]  with the Department of Defense funded operation.
[23:05.400 --> 23:08.400]  But no one goes and gets the guy's family out for a week.
[23:08.400 --> 23:12.400]  They finally have the apartment where everybody's just running around vomiting everywhere.
[23:12.400 --> 23:17.400]  They just have people not even has that gear cleaning up the vomit.
[23:17.400 --> 23:26.400]  That's where the Ebola can live, ladies and gentlemen, is in fecal matter or vomit for days inside structures.
[23:26.400 --> 23:33.400]  And WFAA TV reports it. Nobody cares.
[23:33.400 --> 23:38.400]  Oh, but Homeland Security, they care so much. They're fighting so hard to keep you safe.
[23:38.400 --> 23:44.400]  You know why the head of the CDC came out and said we can't shut the border?
[23:44.400 --> 23:50.400]  It's because under the North American Union Treaty signed by George Herbert Walker Bush's son,
[23:50.400 --> 23:58.400]  George W. Bush, in Baylor, Texas in 2005 with the Sente Fox and Paul Martin of Canada,
[23:58.400 --> 24:08.400]  there is no border. They've been issuing a hemisphere ID card since 2006.
[24:08.400 --> 24:11.400]  It's already gone.
[24:11.400 --> 24:15.400]  If you look at the head of the National Security Council and senators and others,
[24:15.400 --> 24:18.400]  they're always giving speeches saying we're in a North American Union now.
[24:18.400 --> 24:22.400]  And guess what? Congress doesn't make the laws in that. You don't make the laws.
[24:22.400 --> 24:28.400]  Your states don't. A bunch of offshore megabanks do.
[24:28.400 --> 24:34.400]  And they'll run the response to Ebola once it breaks out and make hundreds of billions of dollars.
[24:34.400 --> 24:37.400]  And they'll know when the plague's going to run its course.
[24:37.400 --> 24:40.400]  Or maybe this is just a beta test.
[24:40.400 --> 24:43.400]  And so they'll know how to invest a profit from it.
[24:43.400 --> 24:46.400]  They have all the actuaries, all the computer programs, all of the data.
[24:46.400 --> 24:50.400]  That's why they love crises, why they create them, why they foster them,
[24:50.400 --> 24:53.400]  why they allow them to happen, why they don't let a good crisis go to waste,
[24:53.400 --> 25:00.400]  because they get power out of it, because common sense is dead.
[25:00.400 --> 25:07.400]  We're going to let the kids who are in there with dad vomiting everywhere go to school.
[25:07.400 --> 25:09.400]  We're going to leave them in the apartment for a week.
[25:09.400 --> 25:11.400]  We're not going to clean up the ambulance.
[25:11.400 --> 25:16.400]  We're not going to check the flight manifesto and go check everybody that was on those planes.
[25:16.400 --> 25:21.400]  We're not going to shut down the planes coming into the U.S., even though everybody else is doing, including African countries.
[25:21.400 --> 25:24.400]  No.
[25:24.400 --> 25:28.400]  We're going to leave everything wide open.
[25:28.400 --> 25:36.400]  And if you dare criticize it, Geraldo Rivera will come out and say he's ashamed of Matt Drudge
[25:36.400 --> 25:39.400]  for reporting on Ebola being able to come across the border.
[25:39.400 --> 25:43.400]  Now the CDC admits it could, but says there's nothing they could do anyways.
[25:43.400 --> 25:49.400]  So, see, in this new world, you're in trouble when you're right, not when you're wrong.
[25:49.400 --> 25:53.400]  You say two plus two equals five, they say jolly good.
[25:53.400 --> 25:56.400]  Step up, you're part of the cult.
[25:56.400 --> 26:06.400]  This is a cult mentality in government and media now, where they're got everyone chanting two plus two equals five, literally.
[26:06.400 --> 26:11.400]  With a rudderless, empty-minded public grown up watching television their entire lives,
[26:11.400 --> 26:18.400]  having no idea what the real world's really like, a nation of spectators run by a group of kleptocrats, robbing and stealing everything.
[26:18.400 --> 26:23.400]  But here's the news, the whole legal system, the whole political system, the writings on the wall,
[26:23.400 --> 26:28.400]  this is the Department of Defense, British Ministry of Defense reports, it's all going to collapse on purpose.
[26:28.400 --> 26:29.400]  So let me tell you some.
[26:29.400 --> 26:35.400]  All of you that have served this process of the takeover, all of you that have served this leg,
[26:35.400 --> 26:43.400]  of the consolidation, you're all going to be flushed down the toilet in the next phase of the new world order,
[26:43.400 --> 26:53.400]  global government, transhumanist, eugenicist, singularity, power-trip movement that governs the planet.
[26:53.400 --> 26:57.400]  While you watch NFL football and while you ride your Harley-Davidson,
[26:57.400 --> 27:00.400]  I'm not blaming you men for wanting to do that, I'm sure it's fine.
[27:00.400 --> 27:07.400]  While you smoke your cigarettes, while you go to the bar, while you watch your favorite TV show, while you apply makeup to your face,
[27:07.400 --> 27:13.400]  we live in an engineered society where the food, the water, everything's manipulated on record, the GMO,
[27:13.400 --> 27:18.400]  and now our government is openly letting people with Ebola in, leaving the flights in, bringing the patients in,
[27:18.400 --> 27:24.400]  so they have plausible deniability when they release a string of garbage,
[27:24.400 --> 27:28.400]  which our government's been caught doing secret testing, lethal testing, thousands of times before.
[27:28.400 --> 27:32.400]  Why wouldn't you think they do it now? It's not our government.
[27:32.400 --> 27:40.400]  It is a scientific group of eugenicists who all publish books bragging about what they've done.
[27:40.400 --> 27:43.400]  See, I've got to understand, that's what's frustrating here.
[27:43.400 --> 27:47.400]  I'm going off what they say they would do and what they've done, and here's what's scary.
[27:47.400 --> 27:53.400]  There are about 5, 10 years putting on which project behind what they said they'd do in the 30s, 40s, 50s, 60s,
[27:53.400 --> 27:59.400]  but they've done everything they said they'd do. They have rolled out everything they said they would.
[27:59.400 --> 28:02.400]  They have done everything according to plan.
[28:02.400 --> 28:08.400]  Let's go to the CDC director saying we can't control the border, yeah, because there is no border.
[28:08.400 --> 28:13.400]  We know that as long as the outbreak smolders in Africa, as long as it's in Africa,
[28:13.400 --> 28:19.400]  we're potentially at risk because even if we tried to close the border, it wouldn't work.
[28:19.400 --> 28:24.400]  People have a right to return, people transiting through could come in, and it would backfire.
[28:24.400 --> 28:29.400]  Because by isolating these countries, it'll make it harder to help them, it'll spread more there,
[28:29.400 --> 28:32.400]  and we'd be more likely to be exposed here.
[28:32.400 --> 28:39.400]  They had a nice calm MPR voice, very convincing, loving little eyes with his hair all combed.
[28:39.400 --> 28:43.400]  Kids, by the way, take your shots. We hear it, the New World Order, love you,
[28:43.400 --> 28:48.400]  and all we want is for you to get healthy. That's why the cancer rates and everything else are off the charts.
[28:48.400 --> 28:52.400]  So just take your shots. Get rid of those brain cells.
[28:52.400 --> 28:56.400]  Mercury's good for you. The CDC said, so remember, they said Mercury's good.
[28:56.400 --> 29:19.400]  That's all true. They love you.
[29:27.400 --> 29:32.400]  Avoid alarming artificial additives and even hidden genetically modified ingredients
[29:32.400 --> 29:35.400]  that may be lurking in your medicine cabinet.
[29:35.400 --> 29:41.400]  Supermale Vitality is 100% vegan, gluten free, made in the USA, and available today
[29:41.400 --> 29:45.400]  at InfoWarsLife.com while supplies last.
[29:45.400 --> 29:50.400]  Experience the benefits for yourself and for your family with Supermale Vitality
[29:50.400 --> 29:59.400]  available exclusively through InfoWarsLife.com today. That's InfoWarsLife.com or call 1-88-253-339.
[30:20.400 --> 30:23.400]  There are over 1,042 million smokers in the United States.
[30:23.400 --> 30:27.400]  Well over 1,000 types of mold in mildew linked to numerous conditions.
[30:27.400 --> 30:31.400]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[30:31.400 --> 30:36.400]  When I began to research these statistics it was clear to me it was time to start cleansing my lungs
[30:36.400 --> 30:40.400]  in order to combat the toxic environment that we cannot escape
[30:40.400 --> 30:44.400]  but that we can fight back against. Made with organic and wild cultivated herbs
[30:44.400 --> 30:48.400]  and manufactured in the USA. The New InfoWarsLife Lung Cleanse is here
[30:48.400 --> 30:52.400]  in a convenient spray bottle that can be brought with you throughout any toxic environment.
[30:52.400 --> 30:59.400]  Now available exclusively at InfoWarsLife.com or by calling toll 3-888-253-339.
[30:59.400 --> 31:03.400]  General what do you think about the FBI saying that there is a terror alert on Monday
[31:03.400 --> 31:06.400]  about a potential fortune situation?
[31:06.400 --> 31:09.400]  The police are shoving people, shoving Alex, shoving the crowd.
[31:09.400 --> 31:11.400]  Here we go folks I'm being assigned to...
[31:11.400 --> 31:15.400]  Whether it's the radio show, the news websites, documentary films, or the nightly news
[31:15.400 --> 31:17.400]  InfoWars is the tip of the spear.
[31:17.400 --> 31:21.400]  Is this another false flight stage attack to take our civil liberties and put more homeland security
[31:21.400 --> 31:23.400]  by sticking the hands down our pants on the streets?
[31:23.400 --> 31:27.400]  It's up to us to set brush fires in the minds of men and women everywhere
[31:27.400 --> 31:30.400]  and that's what prisonplanet.tv is designed to do.
[31:30.400 --> 31:36.400]  You watch the Assad regime is going to be blamed or accused of using chemical weapons
[31:36.400 --> 31:38.400]  against the so-called rebels.
[31:38.400 --> 31:42.400]  What we see now is a war against reality, it's a war against the truth.
[31:42.400 --> 31:47.400]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv
[31:47.400 --> 31:51.400]  and share their membership with up to 11 friends and family.
[31:51.400 --> 31:53.400]  Visit infowarsnews.com today.
[31:53.400 --> 31:59.400]  Become a member, share your membership and help take the info war to the next level.
[31:59.400 --> 32:06.400]  When you're out on the road, the last place you want to be is on the road.
[32:06.400 --> 32:11.400]  But if the unfortunate happens you'll be glad you were wearing diamond gussets.
[32:11.400 --> 32:20.400]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[32:20.400 --> 32:28.400]  They so pride in every stitch guarantee you love the way they fit.
[32:28.400 --> 32:33.400]  They put a diamond gusset in the crotch where you need it most.
[32:33.400 --> 32:38.400]  Blue diamond gussets got it, others don't.
[32:38.400 --> 32:45.400]  We turn jeans inside out, diamond gusset jeans made in the USA with unparalleled quality.
[32:45.400 --> 32:49.400]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection
[32:49.400 --> 32:51.400]  so you can ride all day with confidence.
[32:51.400 --> 32:54.400]  Order yours at gusset.com.
[32:54.400 --> 33:09.400]  Diamond gusset jeans got it, others don't.
[33:24.400 --> 33:30.400]  Well, if you're in Dallas, Texas, we'd really love to talk to you.
[33:30.400 --> 33:33.400]  But if it's spreading, you know it's already gotten outside Dallas.
[33:33.400 --> 33:38.400]  This guy flew back from Liberia on board an aircraft full of hundreds of people.
[33:38.400 --> 33:45.400]  And there are folks with Ebola by the hundreds of thousands in Africa now jumping on aircraft as well.
