[00:00:00.009 --> 00:00:01.370]  Welcome, my friends.
[00:03:36.674 --> 00:03:38.375]  I haven't been able to get a hold of him.
[00:03:38.375 --> 00:03:40.777]  He was in jail.
[00:03:40.777 --> 00:03:47.380]  And finally, we called yesterday because I had Kevin Booth on the filmmaker, and it reminded me.
[00:03:47.380 --> 00:03:48.321]  It reminded me
[00:03:49.787 --> 00:04:00.376]  About Selly, so we called, we got him, and yes, this is a guy who's a Vietnam shniper, police officer, border patrol, highly decorated DEA.
[00:04:00.376 --> 00:04:02.418]  He got out of the DEA because he wouldn't be part of it.
[00:04:02.418 --> 00:04:05.060]  He quit.
[00:04:05.060 --> 00:04:09.564]  Great record, and they raided his little trailer.
[00:04:09.564 --> 00:04:11.626]  He's a high school teacher.
[00:04:11.626 --> 00:04:12.667]  They raided his little trailer.
[00:04:14.449 --> 00:04:22.951]  And, uh, they came in on him, and they slammed him up against the wall, and they said, uh, saw you on TV.
[00:04:22.951 --> 00:04:24.051]  Saw you on- and laughed.
[00:04:24.051 --> 00:04:26.491]  The police, it's real funny.
[00:04:26.491 --> 00:04:27.532]  And, uh, let him know!
[00:04:27.532 --> 00:04:31.793]  You shouldn't have done that TV show about us stealing drugs, you punk!
[00:04:31.793 --> 00:04:33.513]  The drugs will be shipped in!
[00:04:33.513 --> 00:04:35.513]  Your children will use them!
[00:04:35.513 --> 00:04:38.814]  And if cops talk about it, they'll pull a Serpico in you!
[00:04:38.814 --> 00:04:41.695]  They'll shoot you in the face, or they'll set you up!
[00:04:41.695 --> 00:04:43.955]  That's what the laws are for, is to protect criminals.
[00:04:44.781 --> 00:04:48.288]  So the criminals can rule over us and have their way with us.
[00:04:48.288 --> 00:04:50.112]  Stella Costello joins us in the second hour.
[00:04:50.112 --> 00:04:54.621]  There's a lot more coming up.
[00:04:54.621 --> 00:04:55.924]  It is a big idea.
[00:04:57.068 --> 00:04:58.828]  A New World Order.
[00:04:58.828 --> 00:05:03.729]  In the near future, Earth is dominated by a powerful world government.
[00:05:03.729 --> 00:05:06.570]  It's known as the Bilderberg Group.
[00:05:06.570 --> 00:05:09.351]  Could their objective be world domination?
[00:05:09.351 --> 00:05:12.531]  For thousands of years, their dark order grew.
[00:05:12.531 --> 00:05:19.833]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:22.881 --> 00:05:28.323]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:28.323 --> 00:05:31.625]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.625 --> 00:05:34.766]  The Oval Party is making great progress toward a world government.
[00:05:34.766 --> 00:05:35.926]  Most people have no idea.
[00:05:35.926 --> 00:05:36.707]  They're not after money.
[00:05:36.707 --> 00:05:37.987]  They have all the money they need.
[00:05:37.987 --> 00:05:38.988]  They're after power.
[00:05:38.988 --> 00:05:40.128]  That's what they're after these years.
[00:05:40.128 --> 00:05:44.270]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:44.870 --> 00:05:48.839]  Or watch it online right now at PrisonPlanet.tv.
[00:05:48.839 --> 00:05:49.601]  Endgame.
[00:05:49.601 --> 00:05:51.646]  Blueprint for Global and Slate.
[00:05:51.646 --> 00:05:52.788]  You have been warned.
[00:05:54.912 --> 00:06:00.995]  Did you know the accumulation of acidic waste in the body is the single largest cause of disease such as cancer or diabetes?
[00:06:00.995 --> 00:06:06.937]  Acidic waste is created by the types of food we eat, what we drink, the environment, and our high-stress lifestyles.
[00:06:06.937 --> 00:06:11.099]  It's these choices that cause decreased energy, weight gain, and eventually disease.
[00:06:11.099 --> 00:06:16.001]  The easiest way to reduce disease-causing acidic waste is by drinking alkaline ionized water.
[00:06:16.261 --> 00:06:24.746]  At SnyderHealth.com we offer a full line of alkaline water ionizers from Jupiter Science, the leader in water ionization technology for over 25 years.
[00:06:24.746 --> 00:06:35.011]  Instantly transform ordinary tap water into clean, living, energized water containing alkaline minerals, disease-fighting antioxidants, and highly absorbable oxygen.
[00:06:35.011 --> 00:06:39.834]  Now you can easily and effectively rid your body of harmful acidic waste with alkaline ionized water.
[00:06:40.214 --> 00:06:44.562]  Let SnyderHealth.com provide the water ionizer that's right for you and your family.
[00:06:44.562 --> 00:06:48.570]  Call us today at 877-356-2508 and visit us online at SnyderHealth.com.
[00:06:48.570 --> 00:06:49.732]  That's SnyderHealth.com.
[00:06:55.558 --> 00:06:56.999]  This is your radio talking.
[00:06:56.999 --> 00:07:00.742]  Have you noticed how every type of gadget these days requires some specific type of battery?
[00:07:00.742 --> 00:07:02.744]  It doesn't matter what kind of gadget you're using.
[00:07:02.744 --> 00:07:04.886]  We all take different sizes and types of batteries.
[00:07:04.886 --> 00:07:07.007]  That's where BatteryStation.com comes in.
[00:07:07.007 --> 00:07:08.248]  More like Battery Heaven.
[00:07:08.248 --> 00:07:12.932]  BatteryStation.com has every type of battery you can think of at extreme low prices.
[00:07:12.932 --> 00:07:15.294]  BatteryStation.com has your power needs covered.
[00:07:15.294 --> 00:07:17.716]  Whether it's a hard to find battery that your local stores don't carry,
[00:07:17.896 --> 00:07:21.817]  Laptop batteries, computer backup batteries, BatteryStation.com has it all.
[00:07:21.817 --> 00:07:28.119]  You'll also find high-tech LED flashlights from SureFire, Streamlight, Pelican, find headlamps, knives, and much more.
[00:07:28.119 --> 00:07:35.781]  BatteryStation.com also carries super tough, crush-proof, waterproof, and airtight hard cases for your camera, cell phone, laptop, computer, and more.
[00:07:35.781 --> 00:07:38.502]  Be sure to check out all the bulk specials and close out deals.
[00:07:38.502 --> 00:07:39.983]  Visit BatteryStation.com.
[00:07:39.983 --> 00:07:41.603]  That's BatteryStation.com.
[00:07:41.603 --> 00:07:41.923]  Or call 417-257-7799.
[00:07:41.923 --> 00:07:42.183]  That's 417-257-7799.
[00:07:48.387 --> 00:07:49.952]  That's battery station dot com.
[00:07:58.752 --> 00:08:03.593]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:08:03.593 --> 00:08:05.174]  You want answers?
[00:08:05.174 --> 00:08:06.734]  Well, so does he.
[00:08:06.734 --> 00:08:10.915]  He's Alex Jones on the GCN Radio Network.
[00:08:10.915 --> 00:08:14.976]  And now, live from Austin, Texas, Alex Jones.
[00:08:24.358 --> 00:08:33.240]  Think about how evil the Bureau of Alcohol, Tobacco, Firearms, and Explosives are.
[00:08:33.240 --> 00:08:34.780]  Think about how wicked they are.
[00:08:34.780 --> 00:08:53.063]  There have been gun shop owners, one in Tucson that I remember best we interviewed, who had for thieves a hidden camera system on a 24-hour VHS slow-play system, but it got all the audio, and then every second it takes a photo, basically.
[00:08:54.310 --> 00:09:02.554]  And they went in and turned off his main security system, but they didn't see the hidden camera and the VCR behind the wall.
[00:09:02.554 --> 00:09:11.338]  They take him to jail, you know, they rough him up, they laugh at him, and then they start openly talking about which guns they're gonna steal, which guns they're gonna keep.
[00:09:11.338 --> 00:09:15.740]  You have to understand that they are known as the regulators.
[00:09:15.740 --> 00:09:17.041]  They were the first feds.
[00:09:18.591 --> 00:09:24.512]  Going back to the Whiskey Rebellion, there were several Whiskey Rebellions, but it's over 150 years old, what they grew into.
[00:09:24.512 --> 00:09:28.653]  And the feds, they would basically hire criminals.
[00:09:28.653 --> 00:09:33.394]  That's the only person you could hire back then when everybody hated the government, nobody trusted the government.
[00:09:33.394 --> 00:09:39.876]  Common sense was, don't trust the government, taxes are bad, we've got freedom, a man should be able to make whiskey if he wants and sell it.
[00:09:39.876 --> 00:09:40.956]  And it was about the tax.
[00:09:40.956 --> 00:09:44.477]  The government, depending on the different decade, put between a 10 and 20% sin tax on whiskey.
[00:09:47.535 --> 00:10:09.018]  And you had a lot of subsistence farmers, it was especially the poor farmers, that could grow corn and make sour mash, whiskey and things, or do it with wheat, and make hundreds of times the profits selling whiskey, or selling moonshine, locally, instead of paying the tax and going through the system.
[00:10:10.166 --> 00:10:18.910]  And of course the big whiskey makers would use regulators and pay off regulators and the government wouldn't sell locals taxes, the tax stamps.
[00:10:18.910 --> 00:10:25.633]  So it was also a way to control the market.
[00:10:25.633 --> 00:10:27.854]  And so they created the regulators.
[00:10:27.854 --> 00:10:32.676]  And the regulators, they would also hire private companies to enforce as regulators Pinkerton.
[00:10:33.684 --> 00:10:34.064]  I don't
[00:10:49.116 --> 00:10:53.258]  Pull out a Gatling gun and just start shooting men, women, and children in shantytowns.
[00:10:53.258 --> 00:10:59.781]  They would ride in on horseback in Colorado and kill hundreds and just shoot children right in the head and burn them.
[00:10:59.781 --> 00:11:01.202]  I mean, these are famous cases.
[00:11:01.202 --> 00:11:03.563]  Just Google Pinkerton massacres.
[00:11:03.563 --> 00:11:06.365]  Four of the Rockefellers in one famous case.
[00:11:06.365 --> 00:11:08.546]  People own their land, own the gold, and it doesn't matter.
[00:11:08.546 --> 00:11:09.786]  You send in Pinkerton, they'll kill.
[00:11:09.786 --> 00:11:11.807]  You know, this isn't the first time.
[00:11:11.807 --> 00:11:17.290]  You see those Clint Eastwood movies where, you know, the railroad brings in 10 or 15 regulators and calls them regulators?
[00:11:17.290 --> 00:11:18.671]  Those are off the Pinkerton men.
[00:11:19.393 --> 00:11:21.728]  And that's all BATF is, is they're Pinkerton men.
[00:11:22.974 --> 00:11:30.338]  But the government then institutionalized that itself, and they had other companies, but the Pinkertons were the most famous, and they hired the best gunslingers.
[00:11:30.338 --> 00:11:32.299]  They hired people out of prison.
[00:11:32.299 --> 00:11:33.499]  That's what Stalin did.
[00:11:33.499 --> 00:11:34.300]  He opened the prisons up.
[00:11:34.300 --> 00:11:35.100]  That's what Hitler did.
[00:11:35.100 --> 00:11:37.101]  That's what criminal governments do.
[00:11:37.101 --> 00:11:46.286]  You're not going to find an average guy, even if he was a tough guy, who's going to send other innocent cops to jail, or ride down children, or murder people, or do any of this.
[00:11:46.286 --> 00:11:51.168]  You've got to hire crooks, or people that are crooks who haven't been busted yet, but have the criminal mentality.
[00:11:52.725 --> 00:12:16.174]  And so Pinkerton security, amongst others, and then of course the federal regulators, the whiskey regulators, they would come onto your land, they would rage you more often than not, they would just shoot you in the back, take any gold, they'd tie you down, torture you, ask where's the gold, where's the silver buried, because every farm basically would hide their money, they didn't trust banks.
[00:12:16.174 --> 00:12:17.374]  This is going back hundreds of years.
[00:12:18.363 --> 00:12:19.904]  And, uh, they rape your women.
[00:12:19.904 --> 00:12:26.626]  I mean, this was... I mean, they were incredible, because they... they couldn't get in trouble, because they had federal badges.
[00:12:26.626 --> 00:12:29.587]  Uh, the worst criminals were the federal badge men.
[00:12:29.587 --> 00:12:37.149]  And, of course, they got... they operated mainly in the frontier areas, because in the more settled areas in the South, the locals would just rise up and kill them.
[00:12:37.149 --> 00:12:42.251]  And there were hundreds of cases of that, where they'd take regulators, grab them, hang them.
[00:12:42.251 --> 00:12:45.852]  Most of your lynchings were regulators being run down and rode over, because
[00:12:46.472 --> 00:12:52.015]  You know, back then people were tribal, they were aggressive, they knew what survival was about.
[00:12:52.015 --> 00:12:59.460]  If some of the Pinkerton boys, or some of the BATF as they're known today, got out of control, the locals just dealt with them.
[00:12:59.460 --> 00:13:10.006]  So there were certain areas they'd feed on, where it was isolated groups, or in the main cities, or areas where they had corrupt strongmen mayors that would go along with them.
[00:13:10.006 --> 00:13:15.849]  But they would come in and shake you down, and a lot of times just steal your moonshine, break your still, laugh at you,
[00:13:16.883 --> 00:13:18.944]  That's what they did.
[00:13:18.944 --> 00:13:31.149]  And so, that's what the BATF is, and you know, formerly founded, what, in the last 110 years or so, and they've changed names several times each time they get their name burned.
[00:13:31.149 --> 00:13:33.230]  And you see BATF today.
[00:13:35.206 --> 00:13:39.789]  Roy heads, driving brand new Cadillacs, Corvettes, Lamborghinis.
[00:13:39.789 --> 00:13:43.111]  They normally have shaved heads, devil goatees.
[00:13:43.111 --> 00:13:47.414]  Uh, you know, they, uh, a lot of times run prostitutes on the side.
[00:13:47.414 --> 00:13:51.736]  And, uh, I know they're listening right now, wanting to set me up or something.
[00:13:51.736 --> 00:13:53.577]  Just, you know, everybody expects it.
[00:13:53.577 --> 00:13:54.418]  Hey, I'm here.
[00:13:54.418 --> 00:13:55.539]  I'm ready.
[00:13:55.539 --> 00:13:55.999]  You understand?
[00:13:55.999 --> 00:13:56.719]  You don't win.
[00:13:56.719 --> 00:13:58.140]  I know.
[00:13:58.140 --> 00:14:01.022]  You see, I'm, I'm, I'm, I'm ready to be ripped apart.
[00:14:01.022 --> 00:14:02.403]  You will be defeated by doing that.
[00:14:03.174 --> 00:14:06.435]  You see, that's what makes the Tree of Liberty grow.
[00:14:06.435 --> 00:14:07.896]  I'm committed, you understand?
[00:14:07.896 --> 00:14:10.977]  And I'm gonna expose who you are.
[00:14:10.977 --> 00:14:28.325]  And so Sella Castillo, Vietnam sniper veteran, police officer, border patrol, high-level DEA agent who said, I'm not gonna be part of drug dealing, he went on national television and told his story and they came and busted him and said, keep your mouth shut, boy, I saw you on TV, real funny.
[00:14:28.325 --> 00:14:30.786]  This is your country, ladies and gentlemen.
[00:14:30.786 --> 00:14:31.726]  This is what we are.
[00:14:32.731 --> 00:14:35.193]  This is who we are.
[00:14:35.193 --> 00:14:41.717]  But it isn't just, you know, BATF running around now, though they're one of the worst groups because they're the oldest and most corrupt.
[00:14:41.717 --> 00:14:43.138]  I've told the story many times.
[00:14:43.138 --> 00:14:43.838]  I was 19.
[00:14:43.838 --> 00:14:46.480]  I was in college.
[00:14:46.480 --> 00:14:48.261]  I was taking history courses.
[00:14:48.261 --> 00:14:53.024]  I was taking RTF, radio, television, film courses.
[00:14:53.024 --> 00:14:54.705]  And I was bouncing back and forth.
[00:14:54.705 --> 00:14:55.946]  I'd even looked into the military.
[00:14:55.946 --> 00:14:57.647]  My dad's like, no, don't do that.
[00:14:58.604 --> 00:15:03.948]  And the recruiter was so seedy and so gangsterish, I was like, man, this isn't good, so I didn't go with that.
[00:15:03.948 --> 00:15:11.795]  I remember going down to the Dobie Mall and visiting one of the recruiters down there a couple times, and I was saying, maybe I'll be a cop.
[00:15:11.795 --> 00:15:13.336]  You know, I want to fight criminals.
[00:15:13.336 --> 00:15:23.444]  And my dad said, hmm, you ought to talk to one of my patients, who at the time was the head marshal in this sector for all of Texas, and I think in other states included.
[00:15:24.181 --> 00:15:26.902]  And my dad said, in a few months, he's scheduled for his regular checkup.
[00:15:26.902 --> 00:15:27.802]  Why don't you come in?
[00:15:27.802 --> 00:15:29.042]  I got a meeting for you.
[00:15:29.042 --> 00:15:31.103]  So I come into the office, and the guy's there, and he goes, hi.
[00:15:31.103 --> 00:15:35.604]  He goes, you're a really handsome, smart, good-looking guy.
[00:15:35.604 --> 00:15:39.905]  He said, Alex, are you a criminal?
[00:15:39.905 --> 00:15:40.946]  And I said, what do you mean?
[00:15:40.946 --> 00:15:41.546]  Am I a criminal?
[00:15:41.546 --> 00:15:42.446]  No.
[00:15:42.446 --> 00:15:46.867]  And he goes, well, your dad tells me you like to fight, and you're tough, and that's always a good thing.
[00:15:46.867 --> 00:15:48.868]  But that's not what they really look for anymore.
[00:15:48.868 --> 00:15:52.369]  He said, if you're not a criminal, he said, 20, 30 years ago,
[00:15:55.370 --> 00:15:57.951]  I would have said, maybe go ahead and get into law enforcement.
[00:15:57.951 --> 00:15:59.731]  He said, if you're not a criminal, don't do it.
[00:15:59.731 --> 00:16:01.712]  And he looked real sad, and I thought it was some kind of joke.
[00:16:01.712 --> 00:16:06.193]  And he had this big ol' six-foot-five guy with gray hair, looks like something out of a movie.
[00:16:06.193 --> 00:16:09.854]  Looks like an FBI agent out of a movie telling me, you're not a criminal, are you?
[00:16:09.854 --> 00:16:11.534]  I was like, is this some kind of test?
[00:16:11.534 --> 00:16:12.734]  And he goes, no.
[00:16:12.734 --> 00:16:15.675]  He just said, I wouldn't do it.
[00:16:15.675 --> 00:16:16.395]  And shook his head.
[00:16:16.395 --> 00:16:22.997]  Because that's a guy, guaranteed, who got in, and sees the drug dealing, the corruption, all the rest of it, and
[00:16:24.190 --> 00:16:28.012]  Wants to tell a young man, don't get involved in this.
[00:16:28.012 --> 00:16:29.933]  I mean, this is despicable.
[00:16:29.933 --> 00:16:33.374]  But it isn't just that they deal drugs and run the prostitutes.
[00:16:33.374 --> 00:16:35.335]  Now they want our guns?
[00:16:35.335 --> 00:16:43.539]  And now they are one-tenth of the one in ten graduating colleges joining their ranks to mind our lives, and they're gonna find crimes.
[00:16:43.539 --> 00:16:44.840]  They're gonna find terrorists.
[00:16:44.840 --> 00:16:47.021]  They're gonna find something to do.
[00:16:47.021 --> 00:16:48.281]  It's all over, folks!
[00:16:48.281 --> 00:16:49.282]  The country's gone!
[00:16:50.405 --> 00:17:00.530]  A highly decorated veteran police officer, border patrol agent, DEA agent, gets raided and they just basically tell him, hey, shouldn't have gone on TV, boy!
[00:17:00.530 --> 00:17:02.931]  Because they are scared!
[00:17:02.931 --> 00:17:05.492]  They don't want you to find out they bring the drugs in!
[00:17:05.492 --> 00:17:11.435]  20-something states passed laws decriminalizing marijuana.
[00:17:11.435 --> 00:17:13.876]  Feds come in and say, we don't care what you say, states!
[00:17:13.876 --> 00:17:14.717]  We're going to continue!
[00:17:14.717 --> 00:17:18.879]  Because 87% of people that use drugs only use marijuana!
[00:17:20.023 --> 00:17:24.306]  And their whole business would be over real fast.
[00:17:24.306 --> 00:17:28.249]  It's disgusting and don't send me an email saying, oh you just smoked pot.
[00:17:28.249 --> 00:17:31.972]  I hate pot.
[00:17:31.972 --> 00:17:36.035]  I've tried almost every illegal drug one time.
[00:17:36.035 --> 00:17:39.758]  And I hated it every time, thank God.
[00:17:39.758 --> 00:17:42.060]  I do not like anything illegal for some reason.
[00:17:42.060 --> 00:17:43.341]  I like the stuff that's legal.
[00:17:43.341 --> 00:17:47.604]  I like alcohol, I like
[00:17:48.587 --> 00:17:52.729]  Caffeine, and I like nicotine, and I only use caffeine now, and they'll probably make that illegal soon.
[00:17:52.729 --> 00:17:56.170]  They're talking about restricting it or something, so I better get off that quick.
[00:17:56.170 --> 00:17:58.571]  Taking me to jail for a bag of coffee beans.
[00:17:58.571 --> 00:18:10.616]  You know... I blew up yesterday, and... It's because I feel desperate, I feel impotent, I feel weak.
[00:18:12.902 --> 00:18:27.406]  I just know evil's closing in on everybody and I know they're persecuting and hurting innocent good people and evil just keeps winning and winning and winning and winning and winning and winning and that's why I yell and scream and yell because it makes me feel better.
[00:18:27.406 --> 00:18:35.589]  It's literally a steam valve as violent energy, you know, kind of comes out my ears and my mouth because
[00:18:37.521 --> 00:18:39.462]  I realize violence doesn't even hurt these people.
[00:18:39.462 --> 00:18:45.284]  You think they care about their scumbag BATF or their dumbed-down cops or their power-tripping FBI people?
[00:18:45.284 --> 00:18:49.806]  The New World Order is setting up a system where they're all going to get slaughtered, basically.
[00:18:49.806 --> 00:18:51.247]  By the way, I don't just say this stuff.
[00:18:51.247 --> 00:18:52.187]  I have broke it down.
[00:18:52.187 --> 00:18:53.208]  I understand the system.
[00:18:53.208 --> 00:18:54.628]  I understand history.
[00:18:54.628 --> 00:18:56.529]  Have you seen everything I talk about come true so far?
[00:18:57.361 --> 00:19:01.964]  That's why I'm freaking out, is I keep hoping the next step won't happen, the next thing won't happen.
[00:19:01.964 --> 00:19:04.426]  I won't be validated, I won't be proven right.
[00:19:04.426 --> 00:19:07.548]  And it's just, it's all confirmed, and it's worse than I even thought.
[00:19:07.548 --> 00:19:16.575]  And I'm telling you, they've built death camps, and they plan to line you and your family up, most of you, and put bullets in the backs of your heads.
[00:19:16.575 --> 00:19:19.056]  And I want this picturesque life to go on.
[00:19:19.056 --> 00:19:24.440]  I want to have time to go water skiing, or fishing, or camping, and I can't.
[00:19:26.846 --> 00:19:34.412]  Because it just gets worse, and worse, and worse, and worse, and worse, and worse, and worse.
[00:19:34.412 --> 00:19:37.094]  And you got these thugs in the government.
[00:19:37.094 --> 00:19:46.000]  It's all about them showing you they're the boss, them showing you they're in charge, and all their propaganda on TV and billboards and radio to worship them.
[00:19:46.000 --> 00:19:47.561]  I'm just sick of it!
[00:19:47.561 --> 00:19:48.762]  I'm sick of lawlessness!
[00:19:48.762 --> 00:19:50.083]  I'm sick of corruption!
[00:19:50.083 --> 00:19:52.205]  I'm tired of innocents being persecuted!
[00:19:55.560 --> 00:19:58.242]  Do you know the truth about cancer treatments?
[00:19:58.242 --> 00:20:07.711]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.711 --> 00:20:14.797]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.518 --> 00:20:21.500]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.500 --> 00:20:32.284]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:32.864 --> 00:20:33.484]  It is a big idea.
[00:20:33.484 --> 00:20:34.445]  A new world order.
[00:20:34.445 --> 00:20:35.806]  In the near future.
[00:21:00.825 --> 00:21:03.889]  Earth is dominated by a powerful world government.
[00:21:03.889 --> 00:21:06.712]  It's known as the Bilderberg Group.
[00:21:06.712 --> 00:21:09.516]  Could their objective be world domination?
[00:21:09.516 --> 00:21:12.699]  For thousands of years, their dark order grew.
[00:21:12.699 --> 00:21:20.028]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:23.052 --> 00:21:28.476]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:28.476 --> 00:21:32.358]  You will learn the secret that drives the entire New World Order agenda.
[00:21:32.358 --> 00:21:34.920]  Build America is making great progress toward a world government.
[00:21:34.920 --> 00:21:36.101]  Most people have no idea.
[00:21:36.101 --> 00:21:36.881]  They're not after money.
[00:21:36.881 --> 00:21:38.162]  They have all the money they need.
[00:21:38.162 --> 00:21:39.123]  They're after power.
[00:21:39.123 --> 00:21:40.284]  That's their aphrodisiac.
[00:21:40.284 --> 00:21:49.009]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:21:49.009 --> 00:21:49.770]  In Game.
[00:21:49.770 --> 00:21:51.811]  Blueprint for global enslavement.
[00:21:51.811 --> 00:21:52.872]  You have been warned.
[00:21:53.012 --> 00:21:53.932]  Yeah.
[00:21:53.932 --> 00:21:58.434]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:21:58.434 --> 00:22:03.536]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:22:03.536 --> 00:22:05.057]  Hi folks, Alex Jones here.
[00:22:05.057 --> 00:22:08.658]  Why not go back to basics and be safe with Calbin Pure Soaps?
[00:22:08.658 --> 00:22:14.061]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:22:14.061 --> 00:22:19.843]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:22:20.183 --> 00:22:22.684]  Now, Calbin soaps are available to you and me.
[00:22:22.684 --> 00:22:25.206]  Triple concentrated for all your cleaning needs.
[00:22:25.206 --> 00:22:27.647]  From bathing and laundry to dishes, hair and more.
[00:22:27.647 --> 00:22:28.848]  No harsh chemicals.
[00:22:28.848 --> 00:22:30.028]  No animal testing.
[00:22:30.028 --> 00:22:31.369]  I use them and love them.
[00:22:31.369 --> 00:22:33.250]  Knowing they're all natural and safe.
[00:22:33.250 --> 00:22:34.651]  And I save big time.
[00:22:34.651 --> 00:22:35.911]  Call Calbin Pure Soap at 1-800-340-7091.
[00:22:35.911 --> 00:22:36.151]  That's 1-800-340-7091.
[00:22:36.151 --> 00:22:36.472]  Or log on to
[00:22:42.975 --> 00:22:46.161]  Go to 5starsoap.com now for a free catalog.
[00:22:46.161 --> 00:22:48.646]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[00:22:53.789 --> 00:22:55.790]  Our beloved Republic is on her knees.
[00:22:55.790 --> 00:22:59.391]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:59.391 --> 00:23:01.871]  But in Liberty's darkest hour, there is hope.
[00:23:01.871 --> 00:23:04.932]  The first time in modern history, the people are beginning to wake up.
[00:23:04.932 --> 00:23:10.714]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:23:10.714 --> 00:23:14.635]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:23:14.995 --> 00:23:20.199]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:23:20.199 --> 00:23:23.282]  PrisonPlanet.tv is a vault of forbidden information.
[00:23:23.282 --> 00:23:30.548]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
