[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[09:15.000 --> 09:26.000]  Just move on because, you know, I'm not upset I'm 41, but at the same time it is very interesting to see how fast life does go by.
[09:26.000 --> 09:34.000]  It just accelerates. As you get older, I'd always heard that from my parents and grandparents and great-grandparents.
[09:34.000 --> 09:40.000]  And it's certainly true that when I was a little kid, I mean, it seemed like Christmas would take a million years to get there.
[09:40.000 --> 09:46.000]  Or my birthday would take a thousand years to get there. And sitting there in church would be incredibly boring.
[09:46.000 --> 09:55.000]  And two hours felt like 20 years. Well, now I just kind of enjoy something coming up in a month or two.
[09:55.000 --> 10:01.000]  I enjoy it when I'm not in a hurry and it takes an hour for them to bring out the food at a restaurant.
[10:01.000 --> 10:17.000]  I enjoy just sitting on a dock fishing and letting the time go by as slowly as possible because however the brain works, it's years are going by like weeks went by when I was 10 years old.
[10:17.000 --> 10:21.000]  And I guess it just goes faster and faster from here on out.
[10:21.000 --> 10:31.000]  But, you know, it's not just individually as we get older, things seem to move quicker. Technological developments are moving faster and faster.
[10:31.000 --> 10:36.000]  Inventions are increasing. Technologies are integrating together faster and faster.
[10:36.000 --> 10:41.000]  There are so many amazing opportunities in all of this, but let's not blink.
[10:41.000 --> 10:49.000]  And then our lives go by and we've had our whole culture, our whole civilization, our whole genetic code turned over to the technocrats.
[10:49.000 --> 10:53.000]  This is about free will in the final equation.
[10:53.000 --> 11:01.000]  Dan Kofol has a show out of Dallas. He's interviewed the Federal Reserve head there. He's done a really great job over the years.
[11:01.000 --> 11:12.000]  I'm a listener of the show. We're going to have Dan on with us for 30 minutes at the bottom of the hour to talk about a host of issues.
[11:12.000 --> 11:20.000]  We're going to be getting into global financial metrics and how those metrics tell the future. Greek exit from the EU, Russia and China both want the U.S.
[11:20.000 --> 11:32.000]  Materially weakened EMPs are a lose-lose dollar weakness, Baltic dry index, lowest it's ever been, oil demand dropping, great depression, food lines, now called EBT cards,
[11:32.000 --> 11:37.000]  derivatives at risk over Greece, about $30 trillion enough to sink the world.
[11:37.000 --> 11:44.000]  And he's not a very alarmist guy. Those are pretty alarmist talking points he wants to go over today with us.
[11:44.000 --> 11:52.000]  And then Vani Hari, the food babe, has really broken into the big time and is now all over the news.
[11:52.000 --> 12:01.000]  General Mills has now capitulated and says they'll remove BHT from cereals and a bunch of other dangerous additives.
[12:01.000 --> 12:07.000]  That's a major victory. I'd like to be able to buy General Mills cereal. I'm not a food snob here.
[12:07.000 --> 12:10.000]  I just don't want a bunch of GMO and a bunch of glyphosates.
[12:10.000 --> 12:17.000]  Also, companies are backing out of more and more milk that's connected to Monsanto and has glyphosate in it.
[12:17.000 --> 12:25.000]  I mean, there is a lot of positive stuff happening in what we've got left of a market where you can truly vote is in a free market.
[12:25.000 --> 12:31.000]  And that's why the globalists are at war with free markets while scapegoating capitalism.
[12:31.000 --> 12:45.000]  But Breyer's drops milk tainted with Monsanto's RBST.
[12:45.000 --> 12:50.000]  Of course, that's the growth hormone. Another victory in the battle for proper health.
[12:50.000 --> 13:02.000]  How about for not having daughters that are eight feet tall and who go into puberty at age seven and who are having babies at 12 and then are dead of cancer at 36?
[13:02.000 --> 13:13.000]  Because if you look at the studies, that growth hormone, just like glyphosate, accelerates growth in tissues for whatever reason, especially in women.
[13:13.000 --> 13:21.000]  And that's why there's a phenomenon and you'll go to the mall or any public place. You'll see two parents that are obviously the biological parents of girls.
[13:21.000 --> 13:30.000]  They'll have a son there that's a little bit taller than them. They'll have a daughter that's like six and a half feet tall and the parents are five, 10, five, seven.
[13:30.000 --> 13:39.000]  And it's growth hormone. We are now 30 years plus into this synthetic growth hormone that is in the milk.
[13:39.000 --> 13:46.000]  And maybe you want to take growth hormone when you're 50. It's got risk associated with it, but it does make you look younger.
[13:46.000 --> 13:52.000]  I've seen the studies on that. But no, we're not talking about human identical growth hormone in low levels.
[13:52.000 --> 14:01.000]  We're talking about cheap, mass produced, bovine growth hormone in the milk. It's not good.
[14:01.000 --> 14:10.000]  When you want to accelerate aging, when you're old growth hormone, they can argue can slow aging or reverse it, but then it'll also grow cancers.
[14:10.000 --> 14:16.000]  It's been connected to that. But you give it to somebody that's already fast growing already in the middle of their youth.
[14:16.000 --> 14:24.000]  You take anabolic steroids when you're 14 years old. It's going to start your growth and accelerate your aging and warp your organs, expand your heart.
[14:24.000 --> 14:33.000]  You take GH, ladies and gentlemen, bovine GH and other chemicals. When you are a teenager or going through puberty, you're going to be messed up.
[14:33.000 --> 14:39.000]  And that's why we got a country full of messed up looking people. And I'm not trying to be mean here.
[14:39.000 --> 14:44.000]  We're all messed up from the floor. I have the GMO. We're all kind of walking dead at one level or another.
[14:44.000 --> 14:50.000]  We can still fight back and stop it being done to the next generation.
[14:50.000 --> 14:55.000]  But that's what's going on. I mean, if you're wondering why your parents are both average height and you're a foot taller than them,
[14:55.000 --> 15:05.000]  well, you didn't have acromeglia naturally or the disease of giants.
[15:05.000 --> 15:15.000]  You were given it because they added growth hormone to the cattle so that they would produce double or triple the milk.
[15:15.000 --> 15:22.000]  And then you ended up drinking that in mass. In fact, we should probably even do another report on that. It's such a big deal.
[15:22.000 --> 15:30.000]  The companies are testing now for glyphosates in milk that bioaccumulate and then refusing it from suppliers that have it.
[15:30.000 --> 15:38.000]  They're now testing because you can't trust these companies to make sure they don't have the human equivalent bovine growth hormone.
[15:38.000 --> 15:44.000]  And they're now refusing that. I mean, every day we're seeing major companies make these announcements.
[15:44.000 --> 16:01.000]  There is a stampede in companies and food producers away from poison because you are checking the labels and voting with your dollars and a revolution is happening.
[16:01.000 --> 16:09.000]  And that's again, while the New World Order says competition is a sin and monopolies are king because they cannot allow things to be labeled.
[16:09.000 --> 16:18.000]  They cannot allow you to have a choice. They cannot allow you to be educated or it's over for them.
[16:18.000 --> 16:24.000]  Now, let me get into the other news. By the end of the show, the last 30 minutes, we should have this ready.
[16:24.000 --> 16:37.000]  I've got Rob Do doing a whole piece, getting the videos together, getting the English translations with Joe Biggs and getting the videos clipped together, the different videos.
[16:37.000 --> 16:46.000]  But there is video. We've been sent by listeners out of Ukraine. But again, it's in Ukrainian and Russian.
[16:46.000 --> 16:55.000]  But they're videotaping the explosion that appears to look like an atomic blast and the camera cuts out.
[16:55.000 --> 17:03.000]  And we've got other reports in Ukraine in newspapers that for miles around the power is off and electronics don't work.
[17:03.000 --> 17:12.000]  And it was CJ at the end of the show yesterday said, Alex, there's an easy way to know if this was really a tactical nuke or tactical A-bomb that went off.
[17:12.000 --> 17:16.000]  Because again, a lot of the tacticals tend to be just atomic.
[17:16.000 --> 17:27.000]  It's hydrogen or bigger and more complex. It tend to fail more. But that's a side issue. There'd be an EMP.
[17:27.000 --> 17:42.000]  I'm not a nuclear physicist. I've just read books written by him. But to understand what causes the EMP, it's that blast of electrons and radiation that goes out that you see first.
[17:42.000 --> 17:48.000]  And then you see the mushroom cloud form. And you see that in this explosion that they claim is a chemical plant.
[17:48.000 --> 17:54.000]  Well, on Russian and Ukrainian television, we showed this yesterday, they show the supposed crater.
[17:54.000 --> 18:00.000]  There's no wreckage, no equipment. You see about two miles off what looks like to be a refinery.
[18:00.000 --> 18:08.000]  It looks like an oil and gas refinery. But you're talking about the woods here with blown over trees and a big black crater in the ground.
[18:08.000 --> 18:11.000]  And there's somewhat of a news blackout on this.
[18:11.000 --> 18:23.000]  So I'm not saying an atomic bomb went off. I'm saying it looked like tactical nuke test I've seen on TV shows that I've watched over and over again like Trinity and Beyond with William Shatner.
[18:23.000 --> 18:27.000]  That's all about nukes and a lot of other shows I've watched. I've always been fascinated with them.
[18:27.000 --> 18:33.000]  I mean, anybody fascinated with warfare or science would be and it just looks unlike any explosion I've ever seen.
[18:33.000 --> 18:40.000]  And this new footage, it looks just like a nuke. It's up closer and then the camera cuts out.
[18:40.000 --> 18:50.000]  So we've got the old footage we're going to get over here because they're over there. They've got it. The new footage and again, get to all of that.
[18:50.000 --> 19:04.000]  And the reason this is important is the Russians have said in state run media last year and this year that they would use tactical nuclear weapons if NATO armored columns or armored brigades.
[19:04.000 --> 19:19.000]  They said if brigade level weapons and we're talking about 4,000 men, 100 tanks, whatever the numbers are, if we see something like that, we see that as a major invasion, we're going to hit you with a tactical nuke.
[19:19.000 --> 19:28.000]  And we know that this Donetsk area is where a lot of the major battles have been going on. It would be a major signal to the West to back off.
[19:28.000 --> 19:37.000]  Now they did threaten on state run TV in 2008 to use tactical nukes on US forces in Georgia and NATO forces. That was on the news.
[19:37.000 --> 19:41.000]  Didn't get reported here, but it was all over the British and German and Russian news.
[19:41.000 --> 19:50.000]  So the Russians are threatening. So we have to look at these explosions and understand that if there was a tactical nuclear weapon used, we're not going to be told about it.
[19:50.000 --> 19:59.000]  It's a message between governments. This is starting to lean towards it could be an atomic device. This is big.
[19:59.000 --> 20:05.000]  It's no secret that government and big business buy and bulk and get huge discounts not available to the little guy until now.
[20:05.000 --> 20:12.000]  Introducing a breakthrough crowd buying website where people can join together buying bulk and get massive discounts on millions of popular products.
[20:12.000 --> 20:23.000]  It's TogetherSafe.com. TogetherSafe.com. You can save 20, 30 or even 50% off tablets, smartphones, cars, appliances, textbooks, sports equipment, video games and much more all with free delivery.
[20:23.000 --> 20:28.000]  Check it out. TogetherSafe.com. Visit now and start group buying today at TogetherSafe.com.
[20:28.000 --> 20:38.000]  Have you ever wondered if you could make electric, light or heat in your home for free is now a new day? How about a motor that charges batteries at the same time?
[20:38.000 --> 20:42.000]  What if this also restores useless batteries and saves you lots of money?
[20:42.000 --> 20:58.000]  Come to our Renaissance Charge Conference Workshop on March 7th and 8th in Chicago. Visit r-charge.com. That's r-charge.com for details or call 208-304-2954. 208-304-2954.
[20:58.000 --> 21:13.000]  It's happening again. The feds are trying to ban your freedom to own body armor. In January, a newly introduced bill, HR 378 will take away your right to buy level 3 in a higher body armor.
[21:13.000 --> 21:20.000]  Katie Armor offers the most affordable level 3 body armor packages on the market today. Protect yourself. Buy your body armor now before it's too late.
[21:20.000 --> 21:28.000]  Go to katiearmor.com at katiearmor.com. Come and take it.
[21:51.000 --> 21:57.000]  That's SNAPFORCE.com.
[21:57.000 --> 22:07.000]  Healthy elimination is essential to high energy, a cheerful mood and prevention of disease. Some of the founders of our modern holistic health thinking state that disease begins in a toxic colon.
[22:07.000 --> 22:15.000]  A toxic intestinal tract is the foundation for virtually all degenerative disease and a clean and well-moving intestinal tract is the foundation of health.
[22:15.000 --> 22:22.000]  I just want to say that you folks have an amazing product. I've taken away protein products for years and I've never noticed results I have with your product.
[22:22.000 --> 22:29.000]  I've suffered with thoughts of constipation most of my life. Within a few days of taking one world away, I noticed a dramatic change.
[22:29.000 --> 22:37.000]  Also, in the past few years, I've experienced symptoms associated with diabetes. I feel horrible when I've had too much sugar and I've been getting the foot pain as well.
[22:37.000 --> 22:47.000]  But I've noticed in the past week or so, I'm not feeling bad anymore and the foot pain is gone. I'm just finishing up the five pound top I ordered and just got off the phone ordering more. I love your product. Thank you.
[23:07.000 --> 23:27.000]  We've got your back.
[23:27.000 --> 23:56.000]  Thank you.
[23:58.000 --> 24:09.000]  Monday through Friday from 11 a.m. to 2 p.m. Central, we're here live.
[24:09.000 --> 24:28.000]  Retransmit it on many wonderful affiliates across this great republic and we have listeners throughout the world and viewers.
[24:28.000 --> 24:34.000]  So many stories here to get to. So many reports.
[24:34.000 --> 24:49.000]  Look at this little jewel. Elizabeth Warren opposes congressional meddling and audit the Fed bill. Oh, she's the darling that was going to crack down on the big mega bankers. She was the classy Hillary.
[24:49.000 --> 24:54.000]  It would appear the powers that be are getting nervous.
[24:54.000 --> 25:05.000]  So we're going to be breaking that down and playing that clip of the former head of the Federal Reserve saying they're above the law when Dan Cofall joins us.
[25:05.000 --> 25:23.000]  Those who have rigged the system know that it's a house of cards. Dr. Paul Craig Roberts and Dave Craisler and it breaks down the fact that a lot of the elites are pulling their money out and heading for the hills.
[25:23.000 --> 25:26.000]  Here's another interesting little headline 90% of big pharma.
[25:26.000 --> 25:32.000]  Money spent on marketing then research.
[25:32.000 --> 25:36.000]  That's just some of the news on that front.
[25:36.000 --> 25:45.000]  Video of the day, John Oliver on pharma company marketing the doctors 70% of all Americans take at least one prescription medication.
[25:45.000 --> 25:52.000]  They want to make it mandatory through the new freedom initiative in public schools, the new freedom.
[25:52.000 --> 26:02.000]  But shifting gears, Brian Williams is out for six months. They hope you'll forget that he is a congenital liar about Katrina.
[26:02.000 --> 26:15.000]  And about the helicopter that he was in being shot down and then oh he was behind a helicopter that got shot down and then in front of a helicopter that got shot down and then he was right behind it and then he was never there and then it was an hour and a half.
[26:15.000 --> 26:25.000]  He is a lying scumbag. But he's not lying to us. I mean he did lie to us about guns and about Obamacare but I mean those are the big lies.
[26:25.000 --> 26:33.000]  Why are we mad at him lying about stolen heroics? Because it's something simple. It's something cut and dry.
[26:33.000 --> 26:44.000]  Like Gruber saying, you know what? It's good the American people are stupid and it's good that we were able to deceive them that Obamacare really increases their prices and has death panels.
[26:44.000 --> 26:53.000]  And then he laughs with the other academics. This is the attitude of these people but they still go too far. They're not invincible.
[26:53.000 --> 27:05.000]  But if Tom Brokaw and others want him fired which effectively they're starting to phase him out in a face-saving way with us out for six months then he'll be brought back with occasional reports, little side things.
[27:05.000 --> 27:16.000]  This is the end of Brian Williams. But then is it the end of Hillary Clinton who lied even bigger about being shot at on a trip to Bosnia?
[27:16.000 --> 27:28.000]  Or what about the Pentagon working with Bruckheimer to stage the heroic rescue of Private Lynch or the lies about Pat Tillman or the lies in American Sniper?
[27:28.000 --> 27:39.000]  I mean if we're mad at Brian Williams lying about being a hero, what about Chris Kyle lying about knocking out Jesse Ventura? I mean it isn't true.
[27:39.000 --> 27:50.000]  It's been found so in court and a bunch of this book is bulled. I love a story about a Texan being the toughest guy around, believe me.
[27:50.000 --> 27:58.000]  I know a lot of people that act and look and sound just like Chris Kyle. I'm sure Chris Kyle was a tough guy and a great shot and all these things.
[27:58.000 --> 28:07.000]  The point is is that his story is full of bull. And Pat Tillman wouldn't go along with the bull so they killed him.
[28:07.000 --> 28:13.000]  A bunch of Private Lynch's team wouldn't go along with it so they killed them. That's the point is they lie to us.
[28:13.000 --> 28:22.000]  So why are we so upset about Brian Williams? I can't stand Brian Williams. I can't stand his condescension.
[28:22.000 --> 28:31.000]  I can't stand his fake Boy Scout blue eyes when he stares at the camera and demonizes families and the Tea Party and the Second Amendment and basic liberty.
[28:31.000 --> 28:54.000]  Listen, I love seeing a lying sack of garbage like him fall. And it's certainly a good thing in the final equation to see people get in trouble for ball faced naked lies.
[28:54.000 --> 29:11.000]  But it needs to continue. It needs to expand. They need to go after other liars. Other people that create fables because the reason he was so comfortable and Hillary so comfortable and so many others are so comfortable to lie
[29:11.000 --> 29:20.000]  is because they have protected each other. They've gotten away with so much. Why not tell bigger and bigger and bigger lies?
[29:20.000 --> 29:36.000]  Now, here's the key to the whole thing. Why did Brian Williams fall? Because the military, who he tried to have on his TV show and say, join me in the lie, said, listen, buddy, you weren't there, you weren't in the crash helicopter, you're a liar.
[29:36.000 --> 29:46.000]  That's why. Because they wouldn't go along with his fraud, he's in trouble. You understand that? Again, good people in the system saying no is what will bring down these criminals.
[29:46.000 --> 29:55.000]  I'm telling you, Brian Williams is just the beginning. We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[30:16.000 --> 30:23.000]  For thousands of years to promote health, we have now procured the most high quality and potent forms of oregano oil on the market,
[30:23.000 --> 30:32.000]  sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients, extracted directly from the wild herb,
[30:32.000 --> 30:38.000]  and sealed in easy to use capsules you will no longer need to endure the burning of liquid oregano on the tongue.
[30:38.000 --> 30:50.000]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire. This winter season, it's more important than ever to secure this true form of oil of oregano.
[30:50.000 --> 30:59.000]  Now available in our limited first run at infowarslife.com. That's infowarslife.com or call 888-253-3139.
[30:59.000 --> 31:06.000]  The month of February is all about Valentine's Day. Big heart shaped boxes filled with delicious candy.
[31:06.000 --> 31:12.000]  Like we the patriots hijacked Valentine's Day and instead made it about human liberty and individual empowerment.
[31:12.000 --> 31:17.000]  I'm all about human potential. I'm all about the individual being empowered. The establishment is the opposite.
[31:17.000 --> 31:22.000]  That's why they spike our water with fluoride and GMO, estrogen, and the rest of the garbage.
[31:22.000 --> 31:26.000]  Info Wars is striking back in the month of February with Human Empowerment Month.
[31:26.000 --> 31:31.000]  How we can come together and win the human race and celebrate the kickoff of Human Empowerment Month.
[31:31.000 --> 31:37.000]  We're slashing prices on infowarslife.com products like super male and super female vitality.
[31:37.000 --> 31:43.000]  The sale is only running for the month, 20% off, and there's a lot of other powerful specials at infowarslife.com.
[31:43.000 --> 31:48.000]  InfoWarslife.com celebrating human potential in the month of February.
[31:48.000 --> 31:53.000]  Visit infowarslife.com to find this special and many others in the month of February.
[31:53.000 --> 31:58.000]  Again, infowarslife.com or call 888-253-3139.
[31:58.000 --> 32:05.000]  What disaster is so powerful? It unleashes a chain of mass pandemics, economic meltdowns, and violent food riots.
[32:05.000 --> 32:14.000]  All at the same time, NASA has already set the countdown timer, and right now the 21st century apocalypse is less than 13 months away.
[32:14.000 --> 32:19.000]  Former CIA Director James Woolsey says two-thirds of U.S. population could perish.
[32:19.000 --> 32:25.000]  In a matter of seconds, the world as we know it will cease to exist. The world's economy will be wiped out.
[32:25.000 --> 32:29.000]  Mass riots will follow. Ancient diseases will reemerge.
[32:29.000 --> 32:33.000]  How will you shield yourself and your loved ones from this upcoming apocalypse?
[32:33.000 --> 32:43.000]  Go to darkestdays.info to find out proven methods of protecting yourself, your loved ones, and even your entire community when this worst-case scenario unravels.
[32:43.000 --> 32:48.000]  That's D-A-R-K-E-S-T-D-A-Y-S.I-N-F-O.
[32:48.000 --> 32:55.000]  Darkestays.info. Go there before this life-saving information becomes unavailable to the large public.
[32:55.000 --> 32:58.000]  Go to darkestays.info now.
[33:00.000 --> 33:05.000]  SAC, this is Crystal Palace. Sink no radders. Declare DEF CON 3. Scramble all alert aircraft.
[33:05.000 --> 33:08.000]  I repeat, scramble all alert aircraft.
[33:09.000 --> 33:13.000]  The Whopper spends all its time thinking about World War II.
[33:13.000 --> 33:18.000]  Target selection complete. Timeline target sequence complete.
[33:18.000 --> 33:25.000]  22 Typhoon-class submarines departing Pepper Pavalas, turning south out of North Cape, bearing 095 degrees.
[33:25.000 --> 33:30.000]  Radar reports two unknown tracks are penetrating the Alaska-Nair defense zone.
[33:30.000 --> 33:34.000]  From the front lines of the Information War.
[33:34.000 --> 33:39.000]  Flush the bombers. Get the subs in launch mode. We are at DEF CON 1.
[33:39.000 --> 33:43.000]  Are you prepared to destroy the enemy? You bet!
[33:43.000 --> 33:48.000]  Defending the Republic from enemies, foreign, and domestic.
[33:48.000 --> 33:51.000]  We'll keep control, but we'll keep it here at the top where it belongs.
[33:51.000 --> 33:56.000]  Three, two, one. Impact.
[33:56.000 --> 33:59.000]  Shall we play a game? Tell about it.
[33:59.000 --> 34:02.000]  Global, thermal, nuclear.
[34:02.000 --> 34:09.000]  Live from the Infowars.com studios, it's Alex Jones.
[34:09.000 --> 34:13.000]  All units confirm weapons targeted and ready, awaiting launch codes.
[34:13.000 --> 34:15.000]  We are in launch mode.
[34:15.000 --> 34:19.000]  Do you really believe that the enemy would attack without provocation?
[34:19.000 --> 34:23.000]  If you are receiving this transmission, you are the resistance.
[34:23.000 --> 34:24.000]  We're in.
[34:24.000 --> 34:26.000]  Russians are still denying everything, sir.
[34:26.000 --> 34:29.000]  We have a Soviet submarine launch detection.
[34:29.000 --> 34:33.000]  I wish I didn't know about any of this. I wish I was like everybody else.
[34:48.000 --> 34:51.000]  Welcome, ladies and gentlemen. Welcome back to the Worldwide Broadcast.
[34:51.000 --> 34:57.000]  We have John McCain this week and last week calling for open US military forces backing NATO
[34:57.000 --> 35:01.000]  to engage the Russian rebels in eastern Ukraine.
[35:01.000 --> 35:05.000]  I'm not Ukrainian. I'm not Russian, but I do know the history of the region.
[35:05.000 --> 35:08.000]  Both sides have been killing each other for 500 years.
[35:08.000 --> 35:11.000]  The Russians have controlled Crimea for 500 years.
[35:11.000 --> 35:15.000]  It's basically like Mexico trying to take Texas or something.
[35:17.000 --> 35:22.000]  There are political interests that are basically running this country into the ground.
[35:22.000 --> 35:27.000]  Here's the headline, Elizabeth Warren opposes congressional meddling of audit the Fed bill.
[35:27.000 --> 35:33.000]  It would appear that the powers that be are getting nervous at zero hedge upon info wars.com.
[35:33.000 --> 35:39.000]  And joining us to cover the waterfront is Dan Kofol.
[35:39.000 --> 35:41.000]  He's a talk show host out of Dallas.
[35:41.000 --> 35:43.000]  I've been on his broadcast many times.
[35:43.000 --> 35:50.000]  He's been with us out there at our in the Fed rallies in Dallas to cover it for Dallas radio.
[35:50.000 --> 35:55.000]  And I wanted to get him on our broadcast today to look at the world economy
[35:55.000 --> 36:01.000]  and to break down from different angles what his sources are saying and what he thinks is coming as well.
[36:01.000 --> 36:03.000]  Dan, thank you so much for coming on.
[36:03.000 --> 36:06.000]  No, man. I appreciate the invitation, Alex. Thank you so much.
[36:06.000 --> 36:09.000]  Where do you want to go first? There's so much to get into.
[36:09.000 --> 36:13.000]  Well, first, I just want to say that I've listened to you for years
[36:13.000 --> 36:19.000]  and that you do more good for the American people in your one show than all the rest of the media combined.
[36:19.000 --> 36:23.000]  I know you don't like people just, you know, praising you like that, but it's true.
