[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[12:34.000 --> 12:41.000]  Because I want to look that up. And I was like, thank you for wanting to check into what I'm saying. And thank you for caring.
[12:41.000 --> 12:53.000]  Because, you know, an average listener out there, average other talk show host listening, here's me talking about Army gun confiscation drills all over the country and admitting their training to confiscate guns.
[12:53.000 --> 13:03.000]  Or if I say there's an army document calling for war with the Tea Party and claiming that the military is making preparations to fight the Tea Party.
[13:03.000 --> 13:15.000]  You know what? I need to back that up. Of course, I did read the headline. It was backed up. We did break the story. It was in several major national newspapers after we reported it like the Washington Times.
[13:15.000 --> 13:27.000]  But I'm glad people hear something like that and get concerned. Because so many people have such an amazing normalcy bias that they can watch somebody get stabbed.
[13:27.000 --> 13:38.000]  You see these cases in the news all the time in front of them on a busy street and the person falls down and bleeds to death for an hour and no one helps them.
[13:38.000 --> 13:56.000]  And we have a public that's so self centered, so domesticated, so soft, so apathetic that they will sit and watch the society collapse because they're so fat, dumb and happy until it affects them.
[13:56.000 --> 14:06.000]  But then by the time it affects them, well their neighbors are just like they are, so it's not affecting them yet, they're not going to stand up for you.
[14:06.000 --> 14:17.000]  And it's a terrible place to be so isolated, so terribly alone culturally, so atomized politically, exactly as the ruling corrupt monopoly class wanted us to be.
[14:17.000 --> 14:27.000]  The big mega elites that seek to shut down free markets and want to operate through combines and monopolies.
[14:27.000 --> 14:37.000]  And so in the second hour after I cover some other news and take calls, I will spend a segment or two just going over a spectrum of news that we've covered in the last few months.
[14:37.000 --> 14:49.000]  Army document outlines plans for reeducation camps in America and I'll give you the Army document, FM 3-39.40 interment resettlement operations PDF.
[14:49.000 --> 14:57.000]  I'll get into Army strategic shock report says troops, troops may be needed to quell U.S. civil unrest.
[14:57.000 --> 15:04.000]  Army manual outlines plans to kill rioters, demonstrators in America, warning shots will not be fired as a quote.
[15:04.000 --> 15:11.000]  U.S. Army to be used against insurrectionist tea party that's that's only two weeks old.
[15:11.000 --> 15:17.000]  We've got military training for national gun confiscation.
[15:17.000 --> 15:25.000]  This is in public documents and people are like oh well what's the big deal well they they're admitting they're doing this now.
[15:25.000 --> 15:31.000]  So it means they're getting very close to the engineered implosion when the system will then poses the savers and bring all this in.
[15:31.000 --> 15:35.000]  Also I was on coast to coast to hand to talk about veteran.
[15:35.000 --> 15:40.000]  Declared minimally defective has gun seized.
[15:40.000 --> 15:46.000]  We've heard about the Brandon Rob case the Marine Corps sergeant no criminal record who mildly criticized the government thrown a mental institution.
[15:46.000 --> 15:49.000]  A judge ordered him released.
[15:49.000 --> 15:56.000]  But now we're learning of cases all over the country where they're targeting in a night of the long knives purge against veterans.
[15:56.000 --> 16:00.000]  We'll tell you about that as well. Stay with us.
[16:00.000 --> 16:05.000]  The worst drought in 50 years continues and the first six months of 2012 marks the hottest half year on record.
[16:05.000 --> 16:09.000]  78% of the Midwest corn belt is in drought conditions.
[16:09.000 --> 16:14.000]  Not only corn but soy, alfalfa, fruits, vegetables and wheat are all impacted raising prices.
[16:14.000 --> 16:19.000]  The cost to feed livestock is forcing farmers and ranchers out of business blowing up your food prices.
[16:19.000 --> 16:27.000]  The only strategy to counter this is to freeze your food cost to today's prices by getting your own supply of foods from e-foods direct now.
[16:27.000 --> 16:31.000]  As the price of raw ingredients increases, e-foods will have to raise prices too.
[16:31.000 --> 16:33.000]  Now is the time to get your supply.
[16:33.000 --> 16:37.000]  I recently increased my supply from e-foods direct because we've all known this was coming.
[16:37.000 --> 16:40.000]  You know about their delicious long term storable foods.
[16:40.000 --> 16:47.000]  The fact is you can eat at any time to save money today and because it's stored for 25 years you're locking in today's prices and avoiding the rising food cost.
[16:47.000 --> 16:53.000]  Don't wait. Call 800-409-5633 or go to e-foodsdirect.com forward slash alex.
[16:53.000 --> 17:00.000]  You can bet your life on e-foods direct.
[17:00.000 --> 17:07.000]  Alex Jones here with a great way to beat the blackouts, get off the grid and generate your own supply of electrical power.
[17:07.000 --> 17:12.000]  Folks, with what's been going on in this country, I don't have to tell you about the power grid and just how vulnerable it is.
[17:12.000 --> 17:14.000]  That's in the mainstream news every day.
[17:14.000 --> 17:22.000]  Millions of people have lost their power in the last few weeks because of dangerous storms and killer heat that's pushing the grid beyond its capacity.
[17:22.000 --> 17:26.000]  I've always said that every family needs to be ready for blackouts.
[17:26.000 --> 17:30.000]  And if you don't have a backup system in place, I've got a great opportunity for you.
[17:30.000 --> 17:37.000]  Right now our good friends at Solutions from Science are offering huge savings on their best-selling power hub unit.
[17:37.000 --> 17:40.000]  In fact, I think it's the best deal I've ever seen them make.
[17:40.000 --> 17:43.000]  It's literally thousands of dollars in savings.
[17:43.000 --> 17:47.000]  Remember, these backup systems don't need gas because they're solar powered.
[17:47.000 --> 17:50.000]  That means there's no dangerous fumes and no noise.
[17:50.000 --> 17:55.000]  InfoWars listeners can get all the details at beattheblackouts.com.
[17:55.000 --> 18:21.000]  That's beattheblackouts.com.
[18:25.000 --> 18:49.000]  That's beattheblackouts.com.
[18:55.000 --> 19:00.000]  That's beattheblackouts.com.
[19:25.000 --> 19:44.000]  That's beattheblackouts.com.
[19:44.000 --> 20:10.000]  That's beattheblackouts.com.
[20:10.000 --> 20:24.000]  We are on the march. The empire is on the run.
[20:24.000 --> 20:31.000]  Alex Jones and the GCN Radio Network.
[20:31.000 --> 20:44.000]  You know, I don't really try to sit here and bash the police because the police are a manifestation of the government that we have allowed to be in charge of us, illegitimately.
[20:44.000 --> 20:47.000]  And it's a manifestation of the general rot of the country.
[20:47.000 --> 20:55.000]  Some police forces are constitutional in nature, very professional, and are a big plus in the community.
[20:55.000 --> 21:04.000]  Other police forces are not. The New York police are famously corrupt for hundreds of years and have absolutely turned into a joke.
[21:04.000 --> 21:11.000]  I've talked to police friends of mine that have been up in New York and asked a police officer for directions and been screamed at.
[21:11.000 --> 21:14.000]  Do I look like a fricking phone book?
[21:14.000 --> 21:23.000]  The reason I brought it up to one of my friends who's a police officer is because that happened to me and I've seen it done to other tourists.
[21:23.000 --> 21:30.000]  It's no surprise that the nine people shot were all shot by police in New York and it's not even a big news item.
[21:30.000 --> 21:37.000]  And you wouldn't see that with other police forces. You might see one bystander shot, but I mean nine.
[21:37.000 --> 21:44.000]  The police just started shooting in all directions. We even have video from several angles of it where they just start spraying.
[21:44.000 --> 21:49.000]  I guess because it was so exciting to get to shoot at somebody who, by the way, had put the gun in the bag.
[21:49.000 --> 21:54.000]  People pointed out he's the one with the gun and they just began spraying people.
[21:54.000 --> 21:59.000]  And a Fox News reporter saw a woman shot, didn't even help her, you know, walked off.
[21:59.000 --> 22:02.000]  But people are scared. I mean, who could blame her?
[22:02.000 --> 22:10.000]  The point is, I'm not going to talk about that all day, but they're having 30 shootings a day this week in Chicago.
[22:10.000 --> 22:20.000]  One day alone, they had what, two weeks ago, 35. I've got the numbers here. As many as 15 people a day are dying in Chicago with a total gunman.
[22:20.000 --> 22:34.000]  Total gunman in New York. But they had two shootings there over people fighting over hot dog stands and vendor corners because we're in a depression and people are under stress.
[22:34.000 --> 22:41.000]  And it's a dirty hot summer and that's when you're going to have violence.
[22:41.000 --> 22:50.000]  Now, there's a headline just yesterday. Seven dead, 24 wounded in Chicago.
[22:50.000 --> 22:58.000]  Now, continuing, ladies and gentlemen, imagine the New York police and they're spinning it like it's no big deal.
[22:58.000 --> 23:08.000]  That's a great example of government becoming large and then becoming the greatest danger to society.
[23:08.000 --> 23:23.000]  We have the University of Hawaii study that says 262 million people were killed by government in nonmilitary actions, nonmilitary casualties in the 20th century.
[23:23.000 --> 23:33.000]  262 million. It's called democide. Democide. Look it up. It's a term you should learn. They've got you all scared, ready to give your rights up.
[23:33.000 --> 23:41.000]  There's been laden, so scary, a guy in a dress with a turban. Okay. Meanwhile, he openly works for him and so does Al Qaeda and Libby in Syria.
[23:41.000 --> 23:51.000]  Meanwhile, government, like Thomas Jefferson warned, is the number one threat. It was that way 200 years ago and his day, it's that way today.
[23:51.000 --> 23:58.000]  It's always been that way for anyone that studies history. And here you have the police.
[23:58.000 --> 24:04.000]  It's the same way at Columbine. It actually came out in the news at Columbine. The police shot a bunch of the kids.
[24:04.000 --> 24:12.000]  That was in the Rocky Mountain News. It was even in the Denver Post. I even had the editor of one of those newspapers on at the time, but it never made national news.
[24:12.000 --> 24:21.000]  And it's just like Prince Harry was really in an orgy, but they spent it and call it necked billiards. And it's the same thing here.
[24:21.000 --> 24:32.000]  The cops really shot the nine people, but by the time they're done spending it, they'll say the other guy did it. It just shows how they manipulate things.
[24:32.000 --> 24:40.000]  Okay. Let's continue here because before I get into your calls and give out the number, which I'm going to do right now,
[24:40.000 --> 24:47.000]  I'd like to specifically hear on one of the subjects I've raised. You can bring up other topics, but I mean, will you comment on the gun confiscation drills?
[24:47.000 --> 24:55.000]  Do you want to comment on the system saying they're building up for a collapse? That's now mainstream news. When do you think the collapse is coming? Can it be stopped?
[24:55.000 --> 25:07.000]  What do you expect government to do during this collapse? I want to hear from you on any of these issues. There's a bunch of other ones I haven't even gotten to yet.
[25:07.000 --> 25:17.000]  Let me just hit this news and then I'll give the number out and go to your phone calls. If you want to understand why we're going into a culture of corruption,
[25:17.000 --> 25:32.000]  you have to understand we've fully converted now from an economy of producers and entrepreneurs and inventors to a system where government and select corporations
[25:32.000 --> 25:43.000]  through regulations and manipulation are shutting down their competition and forcing you to buy their products. That's why the insurance companies wrote the health care plan.
[25:43.000 --> 25:52.000]  That's why Mitt Romney supported it. That's why he helped write what Obama then created because he's a big hedge fund guy. This is where the real money's made.
[25:52.000 --> 26:03.000]  Big corporations are almost completely exempt from property taxes, sales taxes, development taxes, hospital district taxes, telecommunications taxes,
[26:03.000 --> 26:14.000]  because all of their alumni from the revolving door of corporations go into government at every level because that's where the real heist are at.
[26:14.000 --> 26:25.000]  That's why big mega corporations every time you turn around are promoting tax increases. Google, Microsoft, they're all promoting right now.
[26:25.000 --> 26:37.000]  This is up at infowars.com. Here's the Hill newspaper. FCC eyes tax on internet service. Our article FCC launching giant tax on the internet.
[26:37.000 --> 26:49.000]  And it says AT&T, Google, all of them are promoting it because it's something you pay that they then use the money to steer the development of the architecture of the web
[26:49.000 --> 27:01.000]  towards systems that they control. And now it gives the FCC jurisdiction over the internet so they can again take that spectrum and hand it off to select interest.
[27:01.000 --> 27:13.000]  That's what internet two is. So this is what we're facing. And if conservatives and constitutionalist and libertarians who I lean more towards,
[27:13.000 --> 27:22.000]  I mean, you can't put me in a box except I want freedom. I don't agree with anything really the main line Democrats push, you know, end of sovereignty,
[27:22.000 --> 27:33.000]  end of the family, massive taxes, victim disarmament. But the problem is the Republican leadership, they all go for that as well, not because the little liberal constituent wants it.
[27:33.000 --> 27:46.000]  They're just useful idiots. It's because the power structure wants it. And what the power structure wants, it tends to get especially when you've got a dumbed down TV head population,
[27:46.000 --> 27:55.000]  that literally doesn't know their heads from a hole in the ground. That is a recipe for disaster. The average person doesn't know how government works.
[27:55.000 --> 28:04.000]  The average person doesn't know about all the legalized kickbacks and payoffs that go on. The average person doesn't understand that.
[28:04.000 --> 28:12.000]  They don't understand corporate welfare. They don't understand neo feudalistic surf systems. And so because of that, they're basically doomed.
[28:12.000 --> 28:21.000]  When we come back, I'm going to break this down. And I'm going to use an example of trying to take my children to Barton Creek to go swimming this morning at Barton Springs,
[28:21.000 --> 28:33.000]  feeding into the Colorado River and coming face to face with tyranny, but also coming face to face with the solution to the tyranny.
[28:33.000 --> 28:43.000]  And I'm going to tie it into just one example of a government bureaucrat pulling 10 different paychecks in Illinois.
[28:43.000 --> 28:50.000]  And again, this is par for the course because we're asleep at the switch. Okay.
[28:50.000 --> 28:57.000]  And I'm going to tie that in to the new big Harvard study admitting fluoride is brain damaging to you and your family.
[28:57.000 --> 29:04.000]  All right, stay with us. We'll be right back.
[29:27.000 --> 29:32.000]  This is an endless supply of nutrient dense food for you and your family. And here's the best part.
[29:32.000 --> 29:38.000]  These seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden.
[29:38.000 --> 29:48.000]  So visit them today at survivalseedbank.com. That's survivalseedbank.com or give them a call at 877-327-0365.
[29:48.000 --> 29:59.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item. This is Alex Jones for survivalseedbank.com.
[30:19.000 --> 30:27.000]  The only strategy to counter this is to freeze your food cost to today's prices by getting your own supply of foods from e-foods direct now.
[30:27.000 --> 30:32.000]  As the price of raw ingredients increases, e-foods will have to raise prices too. Now is the time to get your supply.
[30:32.000 --> 30:39.000]  I recently increased my supply from e-foods direct because we've all known this was coming. You know about their delicious long term storeable foods.
[30:39.000 --> 30:47.000]  The fact is you can eat at any time to save money today and because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[30:47.000 --> 30:57.000]  Don't wait. Call 800-409-5633 or go to e-foodsdirect.com forward slash Alex. Call 800-409-5633 or e-foodsdirect.com forward slash Alex.
[30:57.000 --> 31:00.000]  You can bet your life on e-foods direct.
[31:00.000 --> 31:09.000]  Supernatural silver is not an ionic or colloidal silver. It is a nano-catalytic silver cell technology with superior benefits to the colloidal silvers of yesterday.
[31:09.000 --> 31:19.000]  This new molecular structure is permanently bonded to water. It is the only water-soluble silver that is 99% bioavailable and non-toxic with no known side effects.
[31:19.000 --> 31:27.000]  Silver Sol's patented technology has advanced antibacterial, antiviral and antifungal properties with a 15-year shelf life.
[31:27.000 --> 31:33.000]  It can be used internally as well as topically and is one of the most important items needed in any emergency.
[31:33.000 --> 31:40.000]  Independent testing from universities, hospitals, military and private labs make this the most proven product in the industry.
[31:40.000 --> 31:46.000]  No silver solution is better or safer. Protect yourself and your loved ones and be prepared.
[31:46.000 --> 31:53.000]  Go to www.supernaturalsilver.com and don't forget to use the promo code Alex says for 20% off.
[31:53.000 --> 31:59.000]  Go to www.supernaturalsilver.com today.
[31:59.000 --> 32:03.000]  Alex Jones here with a very important announcement for truth-seekers.
[32:03.000 --> 32:09.000]  We've carried a lot of amazing films and books over the years on the online video bookstore at infowars.com.
[32:09.000 --> 32:15.000]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[32:15.000 --> 32:21.000]  And that's Dreams From My Real Father by Joel Gilbert, available at infowars.com.
[32:21.000 --> 32:25.000]  This film exposes the fraud that Obama is like nothing I've seen.
[32:25.000 --> 32:29.000]  If you want to know who Obama's real daddy is, this is the film for you.
[32:29.000 --> 32:33.000]  Don't forget, your purchase supports our broadcast and our growing media network.
[32:33.000 --> 32:36.000]  You'll also find it at infowarshop.com.
[32:36.000 --> 32:40.000]  None dare call a conspiracy by Gary Allen, the book that woke me up.
[32:40.000 --> 32:44.000]  We're also carrying behind the green mask, You in Agenda 21 by Rosa Corey.
[32:44.000 --> 32:47.000]  This book is coffin nails to the globalist takeover.
[32:47.000 --> 32:54.000]  The greater good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[32:54.000 --> 32:59.000]  These titles and a lot more are all available at infowarshop.com.
[33:01.000 --> 33:05.000]  Coast to coast, direct from Austin.
[33:05.000 --> 33:09.000]  You're listening to the Alex Jones Broadcasting Network.
[33:09.000 --> 33:16.000]  Alright, I want to talk about boondoggles and then give the phone number out and take your call and break it down.
[33:16.000 --> 33:18.000]  Why are boondoggles so important?
[33:18.000 --> 33:22.000]  Because that's why the system is setting up a tyranny.
[33:22.000 --> 33:29.000]  That's why they're training the police to taser you for no reason, to arrest you if you videotaped them in public.
[33:29.000 --> 33:42.000]  To confiscate your firearms, that's why they're openly putting TSA on the highways nationwide.
[33:42.000 --> 33:47.000]  That's why they're training your children to spy on you in the public schools.
[33:47.000 --> 33:54.000]  That's why government from Alabama to California are giving vaccines to children without parental consent
[33:54.000 --> 33:59.000]  and saying, try to stop us when it's illegal.
[33:59.000 --> 34:07.000]  They're just bold, out-of-control dominators setting the precedent that we're absolute slaves.
[34:07.000 --> 34:13.000]  And Katie bar the door because they have set up a quadrillion-plus dollar.
[34:13.000 --> 34:18.000]  That's over a thousand trillion dollar derivatives fraud and signed us onto it.
[34:18.000 --> 34:25.000]  As I told you three years ago when the Euro crisis started, I said they would call for a new mega-union of Europe
[34:25.000 --> 34:31.000]  with even more power to fully get rid of national sovereignty and raise taxes on little people
[34:31.000 --> 34:39.000]  to pay the debts that their leaders, like Papandreo, former Goldman Sachs executive, had signed Greece onto.
[34:39.000 --> 34:42.000]  92% of their debt wasn't even theirs.
[34:42.000 --> 34:44.000]  And here's the article out of the Boston Globe today.
[34:44.000 --> 34:49.000]  Germany seeks total Euro integration. No more sovereignty.
[34:49.000 --> 34:55.000]  They use money as a way to conquer you.
[34:55.000 --> 35:02.000]  And these powerful interests don't just come in and buy off your federal government or the agencies.
[35:02.000 --> 35:05.000]  They buy off your local governments.
[35:05.000 --> 35:13.000]  And the crime is so outrageous and so ubiquitous now that it's normalized.
[35:13.000 --> 35:17.000]  Take Austin, Texas, where I live, but it's happening all over the country.
[35:17.000 --> 35:26.000]  In the last decade, they've shut down two city-owned utilities that were good, clean-burning coal plants
[35:26.000 --> 35:29.000]  that produced 51% of the nation's power, coal.
[35:29.000 --> 35:33.000]  In Austin, it supplied about half our power, the two they shut down.
[35:33.000 --> 35:37.000]  Now we have to buy it from bigger outside outfits and our prices have roughly doubled.
[35:37.000 --> 35:40.000]  In the last decade, now they're saying get ready for another doubling.
[35:40.000 --> 35:44.000]  It went up for some people 80% just this year.
[35:44.000 --> 35:46.000]  The average person was about 30%.
[35:46.000 --> 35:49.000]  I mean, any Austinite listing knows they just announced it.
[35:49.000 --> 35:52.000]  And the mayor said it's for the earth.
[35:52.000 --> 35:59.000]  No, it's not. It's for powerful interests like General Electric that were given an executive order, presidential waiver.
[35:59.000 --> 36:01.000]  They don't have to shut down.
[36:01.000 --> 36:05.000]  But everybody else does, so their profits double and triple just like Enron.
[36:05.000 --> 36:08.000]  Enron wrote up this plan in 96.
[36:08.000 --> 36:12.000]  It came out in 2001.
[36:12.000 --> 36:20.000]  Now they're going to shut down one third of the city's remaining power in a city-owned utility in Fayetteville.
[36:20.000 --> 36:22.000]  There's three plants at one facility.
[36:22.000 --> 36:23.000]  They're shutting one of them down.
[36:23.000 --> 36:25.000]  Modern, nice, good.
[36:25.000 --> 36:27.000]  And the prices will go up.
[36:27.000 --> 36:32.000]  But those that aren't shut down, they're going to make more money.
[36:32.000 --> 36:36.000]  Look, if government could go shut down the other Chevy dealership in your town,
[36:36.000 --> 36:39.000]  what's going to happen for the Chevy dealership that's left?
[36:39.000 --> 36:46.000]  If there's two Chevy dealerships in your town and the government shut down one of them, what happens to the other Chevy dealership?
[36:46.000 --> 36:48.000]  They'll probably double the money they're making.
[36:48.000 --> 36:49.000]  It's real elementary.
[36:49.000 --> 36:52.000]  This is how this robbery is going on.
[36:52.000 --> 36:56.000]  Most robbery, isn't a guy in a black mask or in a stocking saying,
[36:56.000 --> 36:59.000]  hands up or I'll blow your brains out, put the money in the bag.
[36:59.000 --> 37:01.000]  Those are low-level idiots.
[37:01.000 --> 37:05.000]  Real criminals are wearing suits and ties.
[37:05.000 --> 37:07.000]  And they think what they're doing is funny.
[37:07.000 --> 37:09.000]  Now, I haven't even gotten going yet on this.
[37:09.000 --> 37:11.000]  And wait until you see where I'm going.
[37:11.000 --> 37:13.000]  I have a Chicago Tribune article right here.
[37:13.000 --> 37:17.000]  I'm going to break down.
[37:17.000 --> 37:23.000]  Okay, my wife, I, my two children, we go to Barton Springs, a nice spring-fed,
