[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[03:58.000 --> 04:06.000]  That's the one where even Forbes analysis with their lawyers says it will have the UN register guns, and it's got little statements in there, and Aaron Dykes has got it in his video.
[04:07.000 --> 04:11.000]  I'm going to have Aaron, we produced the videos this week, posted them yesterday.
[04:12.000 --> 04:20.000]  I'm going to have him repost them as red links by analysis, his analysis up at the top of him, fullwars.com, as it's already scrolled off into the featured news archive.
[04:20.000 --> 04:23.000]  That little buddy link featured news archive is so important.
[04:24.000 --> 04:27.000]  There's also the top stories link at the top, and the red link breaking news.
[04:28.000 --> 04:30.000]  Those are both key links at infowars.com to click.
[04:31.000 --> 04:35.000]  So we're going to be going over all of that, and a lot of other financial news.
[04:36.000 --> 04:46.000]  It really hit me like a ton of bricks as well this morning when I saw the red dirt report that I'm going to get Aaron to post with John DeKamp, who we've had on many times from the Franklin cover-up.
[04:46.000 --> 04:52.000]  I forgot about 10 years ago on my show, he started getting into Penn State because he'd never been proven in court.
[04:53.000 --> 04:55.000]  I was like, whoa, whoa, whoa, let's not go there.
[04:56.000 --> 04:57.000]  I'd forgotten about that, but he called it.
[04:57.000 --> 05:16.000]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as you get sick and die? Start purifying your water with ProPure.
[05:16.000 --> 05:26.000]  Its filters are silver and pregnant to prevent bacterial growth. There's no priming required. It's NSF 42 certified. Optional fluoride filters can reduce fluoride up to 95%.
[05:27.000 --> 05:32.000]  Easy to set up and use. Doesn't require electricity. Purify water from lake streams, ponds and wells.
[05:33.000 --> 05:40.000]  This filter system leaves in beneficial minerals, which is key. Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[05:40.000 --> 05:47.000]  ProPure is the best gravity-fed filter out there. It's what my family uses. Infowars.com already has the lowest price on ProPure.
[05:48.000 --> 05:53.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[05:54.000 --> 05:58.000]  You can also call to order 888-253-3139.
[05:58.000 --> 06:13.000]  You are listening to an Infowars.com frontline report. If you are receiving this transmission, you are the resistance.
[06:13.000 --> 06:29.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[06:44.000 --> 06:58.000]  Ladies and gentlemen, it is Sunday, and we are broadcasting worldwide on this 15th day of July 2012.
[06:58.000 --> 07:12.000]  And the first video I want to go to here today is a short clip from ABC News. But there are more than 20 of these clips online from PBS, CBS, NBC, CNN.
[07:13.000 --> 07:20.000]  Just type in gun confiscation Katrina. And there's documentaries online by the NRA.
[07:20.000 --> 07:30.000]  We're all over the state. The feds led by the Army would show up in high and dry areas and take people's firearms in rural areas. You name it.
[07:31.000 --> 07:45.000]  And the reason I'm going to go to this video here in just a few minutes is because Obama had 50-plus senators send him a letter last year.
[07:45.000 --> 07:55.000]  Over 100 members of the House of Representatives as well saying, do not sign the UN Small Arms Ban Treaty. Do not sign it.
[07:56.000 --> 08:09.000]  And Obama has said he is going to sign it, but worse than that, he has said that he intends to try to implement it outside of congressional approval.
[08:09.000 --> 08:19.000]  And we see this over and over and over again where Congress won't pass the global Kyoto carbon tax.
[08:20.000 --> 08:26.000]  And so Obama implements it and shuts down power plants not owned by General Electric, gives them a waiver.
[08:27.000 --> 08:32.000]  We see this over and over and over again.
[08:32.000 --> 08:52.000]  Now, continuing here, ladies and gentlemen, even Forbes in its analysis, even mainline establishment Forbes says you in agreement should have all American gun owners up in arms.
[08:52.000 --> 09:02.000]  It may not come as a surprise news to many of you. The United Nations doesn't approve of your Second Amendment. Not one bit.
[09:03.000 --> 09:12.000]  And they very much hope to do something about it with help from some powerful American friends under the guise of a proposed Global Small Arms Treaty premised to fight terrorism insurgency.
[09:12.000 --> 09:22.000]  That means resisting tyrannical government and international crime syndicates, you mean like the ones the big megabanks run.
[09:23.000 --> 09:26.000]  And what exactly does that intended agreement entail?
[09:27.000 --> 09:34.000]  Globally, nations agree to enact tougher licensing requirements, creating additional bureaucratic red tape for legal firearms owners.
[09:34.000 --> 09:42.000]  Well, yeah, what's the UN involved in our laws for? Confiscate and destroy all unauthorized civilian firearms, exempting those owned by government, of course.
[09:43.000 --> 09:46.000]  Ban the trade, sell and provide ownership of all semi-automatic weapons. It states this.
[09:47.000 --> 09:52.000]  Create an international gun registry, clearly setting the stage for full-scale gun confiscation.
[09:53.000 --> 09:55.000]  In short, overriding our national sovereignty. It goes on.
[09:55.000 --> 10:03.000]  Now, here's the deal. They've added a line in there now, and Aaron Dykes has this in his big report on this.
[10:04.000 --> 10:09.000]  Emergency alert, UN set to ban civilian gun ownership, red link to the top of MFullWars.com right now.
[10:10.000 --> 10:18.000]  Where they say that this will not abridge any domestic laws.
[10:18.000 --> 10:27.000]  But it goes on to state that the countries agree to implement what the UN policies are.
[10:28.000 --> 10:33.000]  Now, ladies and gentlemen, if you read the UN Universal Declaration of Human Rights, there's 30 articles in it.
[10:34.000 --> 10:38.000]  And when you get up to the last two articles, there's all these wonderful rights in there.
[10:39.000 --> 10:44.000]  Basically a right to somebody else's money, a right to communism, a right to socialism.
[10:44.000 --> 10:48.000]  All these great rights, a free lunch basically, which the UN never gives you.
[10:49.000 --> 10:53.000]  But the last two parts, you can look this up for yourself.
[10:54.000 --> 10:58.000]  I mean, take notes, ladies and gentlemen, says this is the big UN charter on human rights.
[10:59.000 --> 11:02.000]  Their big official law that it's all based on. Freedom and all that jazz they claim.
[11:03.000 --> 11:07.000]  Or Stalin claimed it was all about freedom. So did Hitler, so did Mao, so did every other thug.
[11:07.000 --> 11:14.000]  And it says right there that if something goes against the UN, it's null and void.
[11:15.000 --> 11:19.000]  Or if the United Nations says so at any time, any of these rights are null and void.
[11:20.000 --> 11:25.000]  So it's kind of like a contract that says you get all these great things, but we can take it away anytime we want.
[11:26.000 --> 11:30.000]  It's not inalienable. It's not unalienable. It's not in concrete.
[11:31.000 --> 11:34.000]  Now, before I get into all this, I just want to say something here.
[11:34.000 --> 11:37.000]  And later in the week, I'm going to have a whole report.
[11:38.000 --> 11:40.000]  We're going to produce this week. We'll probably be ready by Friday.
[11:41.000 --> 11:46.000]  We've only got a few weeks on this, so Obama's saying he may sign it next month.
[11:50.000 --> 11:55.000]  We're going to produce a report going back over all the gun confiscation, the hundreds of countries that registered guns,
[11:56.000 --> 12:01.000]  then always ban them, then engage in mass murder, the UN going into Rwanda and other areas,
[12:01.000 --> 12:06.000]  and registering, then confiscating guns of one group and then having the other group exterminate them as the UN helped.
[12:07.000 --> 12:14.000]  And the UN, even in the New York Times last year admittedly, murdering people for their property in Uganda and Honduras.
[12:15.000 --> 12:23.000]  I mean, look it up. The UN is a murder force, but they have PR ads and little kids with tin cans for UNICEF and fancy PR.
[12:23.000 --> 12:33.000]  But the Soviets, when they poured into your country, had similar PR showing the Soviet there to help you, but that's not what happened.
[12:34.000 --> 12:38.000]  But all of that aside, we're going to have the quotes.
[12:39.000 --> 12:45.000]  You can look them up in Supreme Court justices saying four of the current sitting have said we should be under UN law
[12:46.000 --> 12:50.000]  and that they are going to start ruling according to UN law, that that's going to be their precedent.
[12:50.000 --> 12:54.000]  I mean, this is some scary stuff, ladies and gentlemen.
[12:55.000 --> 13:01.000]  Who created the UN? A bunch of mega bankers, robber barons who were anti-free market monopoly men,
[13:02.000 --> 13:05.000]  Rockefellers, Rothschilds, Carnegie's. Look it up.
[13:06.000 --> 13:11.000]  They bragged it would be this consortium they set up to have countries shine over their rights to.
[13:12.000 --> 13:14.000]  It's a criminal murder gang.
[13:14.000 --> 13:21.000]  It's a joke how incredibly evil it is and the atrocities committed by the UN armies all over the world.
[13:22.000 --> 13:32.000]  Look it up. I mean, they are known as the most vicious, disgusting, murderous, child kidnapping, sex trade, white slavery, mass murder crew you could imagine.
[13:33.000 --> 13:36.000]  The UN is so corrupt it will blow your mind. They've got diplomatic immunity.
[13:36.000 --> 13:43.000]  They engage in narcotics trafficking, money for oil, back room scams, but I'm digressing.
[13:44.000 --> 13:47.000]  Just type into a search engine and you'll see his speeches.
[13:48.000 --> 13:52.000]  I can play the clip here right now, but I never have time to be on the radio where the attorney general met with the TV heads
[13:53.000 --> 13:56.000]  and said we need to brainwash the public to be anti-gun, anti-second amendment.
[13:57.000 --> 14:02.000]  Just type in attorney general, Holder says brainwash people against guns. You'll see the video clip.
[14:02.000 --> 14:06.000]  Don't have time to play them all. We may though actually cue that up. I can't help it.
[14:07.000 --> 14:09.000]  I'll just never get to calls if I do this.
[14:10.000 --> 14:15.000]  He wrote as deputy attorney general that he wants all civilian guns banned.
[14:16.000 --> 14:26.000]  The UN said in their Unideer UN Treaty version July 7th ratified at the UN in New York City where the Rockefeller properties base where they gave them the land.
[14:26.000 --> 14:38.000]  In 2001 July 7th quote, civilian ownership of firearms threatens the legitimate power monopoly of the state.
[14:39.000 --> 14:42.000]  Look it up. We're going to put a whole special report together for you.
[14:43.000 --> 14:46.000]  We've got one coming up that Aaron did, but it just gets into the current rhetoric of the UN.
[14:47.000 --> 14:51.000]  We're going to go deep on this. Holder says ban your guns.
[14:51.000 --> 14:56.000]  Obama as a state senator said ban guns completely and here's the big one.
[14:57.000 --> 15:04.000]  Anywhere they're in control, Chicago, New York and other globalist mafia controlled big city crime syndicates.
[15:05.000 --> 15:09.000]  Is there a second amendment? No, zero, zero, zero.
[15:10.000 --> 15:16.000]  All the rich billionaires have got details of 10, 20 guys with submachine guns specially licensed by the city.
[15:16.000 --> 15:25.000]  In New York with more than 10 million people, there's less than a thousand gun permits issued and it's all to bodyguards for billionaires.
[15:26.000 --> 15:30.000]  Oh, guess who gets one in San Francisco? Guess who gets one when she's in New York?
[15:31.000 --> 15:37.000]  Diane Feinstein and Barbara Boxer both get special permits for semi-autos.
[15:38.000 --> 15:42.000]  Again, they have guns. You don't. They live behind armored walls. You don't.
[15:42.000 --> 15:45.000]  And then you die in Chicago as the criminals don't fall along.
[15:46.000 --> 15:55.000]  The point is these people have all said, Sarah Brady has said, on the floor of the house in 93, they want a total gun ban, total gun ban.
[15:55.000 --> 16:12.000]  That's what they want. That's what they want.
[16:25.000 --> 16:34.000]  The survival seed vaults were less than one of theirs. The survival seed vault from mypatriotsupply.com includes detailed planting and seed saving instructions and ships same day.
[16:35.000 --> 16:40.000]  Plus all orders over $49 ship free. Mypatriotsupply.com is American owned by patriots like you.
[16:41.000 --> 16:46.000]  Passionate about freedom and preparedness. Call now 866-2290-927.
[16:46.000 --> 16:59.000]  That's 866-2290-927 or discover more emergency preparedness items when you order at mypatriotsupply.com. Choose the original. Choose the survival seed vault at mypatriotsupply.com.
[17:00.000 --> 17:09.000]  If you want an American company with American products made by Americans, here is the Cal Bend Soap Company.
[17:09.000 --> 17:20.000]  Alex and his staff have used these pure soap products for years. These all natural soaps are made from the highest quality vegetable and coconut oils that are earth friendly and safe.
[17:20.000 --> 17:40.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog. Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now or save big with a one to two year supply of soaps for all your cleaning needs.
[17:41.000 --> 17:47.000]  This is an amazing deal. You can save thousands of dollars and you will love the way real soap makes you feel.
[17:47.000 --> 17:55.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[18:17.000 --> 18:24.000]  You can save thousands of dollars you spend on their highly nutritious and great tasting food. The Patriot Pack is a 30 day supply of e-foods quick fix, easy to store food.
[18:25.000 --> 18:33.000]  For example, purchase a one year supply and get five Patriot Packs which is five months of food free. Use the extra food for everyday use and save hundreds off your grocery bill.
[18:34.000 --> 18:38.000]  Give your free Patriot Pack as a gift to a friend or relative or simply add more food to your long term supply for free.
[18:38.000 --> 18:50.000]  Call 800-409-5633 or go to e-foodsdirect.com for slash Alex and get your free Patriot Pack with purchase. Operators are standing by call 800-409-5633 or e-foodsdirect.com for slash Alex.
[18:51.000 --> 18:59.000]  E-foods is so affordable the more you store and eat the more you save. Go to e-foodsdirect.com for slash Alex or call 800-409-5633 right now.
[19:00.000 --> 19:03.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[19:03.000 --> 19:07.000]  Number one, new climate legislation could easily double or triple your electric bill.
[19:08.000 --> 19:13.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[19:14.000 --> 19:19.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[19:20.000 --> 19:27.000]  Number three, in some areas of the country the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem.
[19:27.000 --> 19:34.000]  Number four, dangerous weather is always a threat to local grids. Every year thousands of families lose their power from weather related onages.
[19:35.000 --> 19:39.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[19:40.000 --> 19:44.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[19:45.000 --> 19:50.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[19:50.000 --> 19:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[20:00.000 --> 20:08.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:11.000 --> 20:15.000]  We now take you live to the Central Texas Command Center.
[20:15.000 --> 20:20.000]  In the heart of the resistance, you're listening to the Alex Jones show.
[20:31.000 --> 20:40.000]  Alright, let me explain why this is happening as well, because when I produce this whole piece that we're going to air probably Friday, maybe next Sunday here.
[20:40.000 --> 20:44.000]  We've got one produce report coming up that Aaron Dykes did this week.
[20:45.000 --> 20:53.000]  There's another report I did yesterday that breaks a lot of it down up at infowaters.com with all the links, all the proof of what we're saying.
[20:54.000 --> 20:56.000]  But the United Nations, do you know its history?
[20:57.000 --> 21:02.000]  The British Empire was having trouble getting kicked out of countries in 1918 or so.
[21:03.000 --> 21:05.000]  Their empire was starting to collapse.
[21:05.000 --> 21:13.000]  And so on record, what they did was, they worked with the Council on Fine Relations that they'd established here in the U.S.
[21:14.000 --> 21:16.000]  I mean, they all write books about this. This is not a secret.
[21:17.000 --> 21:21.000]  Cheryl Quigley wrote Tragedy and Hope, Bill Clinton's mentor at Georgetown.
[21:22.000 --> 21:26.000]  We sell the 1400-page book at infowaters.com, if you care to see it, or infowarshop.com.
[21:27.000 --> 21:31.000]  How they established this global government, but they wanted nations to think they were part of it.
[21:31.000 --> 21:35.000]  So the League of Nations failed because the U.S. wouldn't join it.
[21:36.000 --> 21:40.000]  So the globalists said, well, we'll just fund a dictator like Hitler. Lord Milner did.
[21:41.000 --> 21:44.000]  He said, we'll find some dictator. He said that in the 20s. Those documents are public.
[21:45.000 --> 21:49.000]  We'll have them wreck Europe. They didn't run Hitler. They funded him.
[21:50.000 --> 21:54.000]  Told him to go ahead and invade, had a treaty with England that they were going to back him up.
[21:54.000 --> 22:00.000]  That's what the deputy Führer Rudolph Hess flew over to Germany and parachuted out with that treaty to the royal grounds.
[22:01.000 --> 22:05.000]  They arrested him and threw him in the tower. That's why Hitler, at first, wouldn't bomb England.
[22:06.000 --> 22:09.000]  England actually had to bomb Germany first before they did that because he thought he had a treaty.
[22:10.000 --> 22:13.000]  He was going to make the king of England, the supreme ruler.
[22:14.000 --> 22:17.000]  Over England, he was a big Nazi. But again, you're not taught this in school, folks.
[22:18.000 --> 22:19.000]  Sad issue, though.
[22:19.000 --> 22:24.000]  The same bankers set up Stalin because they wanted to play the two off against each other.
[22:25.000 --> 22:27.000]  Well, actually, they set up Lenin before that. Just look this up.
[22:28.000 --> 22:33.000]  J.P. Morgan funded Lenin.
[22:34.000 --> 22:37.000]  The British government sent over 50 million as well.
[22:38.000 --> 22:40.000]  Just look up Lenin's train of gold.
[22:40.000 --> 22:51.000]  It was tens of thousands of folks from the United States were sent as the paramilitary siege brigades out of Brooklyn, New York, and other areas to overthrow the white Russians.
[22:52.000 --> 22:56.000]  Folks, that doesn't mean they had white skin. They meant that they were pro-Zar.
[22:57.000 --> 23:02.000]  And our government really helped organize the overthrow of the Tsar and the installation of the Red Terror.
[23:03.000 --> 23:04.000]  This is all mainline history.
[23:04.000 --> 23:14.000]  But I digress again. Bring us up to 1945, end of World War II, Presidio military base in San Francisco.
[23:15.000 --> 23:17.000]  It's right underneath the Golden Gate Bridge. I've been there. You can go there.
[23:18.000 --> 23:21.000]  It's all Gorbachev UN Foundation's now a command base of evil against America.
[23:22.000 --> 23:31.000]  And the Rockefellers, the Rothschilds all pledged to put hundreds of millions of dollars of their money and then billions of U.S. taxpayer money into the UN.
[23:31.000 --> 23:35.000]  So that they could have trader politicians over time. And they all stated this.
[23:36.000 --> 23:40.000]  The CFR writes constant magazine articles. I mean, this is not, this is not hidden.
[23:41.000 --> 23:42.000]  They just think you're stupid.
[23:43.000 --> 23:50.000]  And so would have the Southern Poverty Law Center and ADL and Nightline say you were crazy the last 50 years if you warned of the plan.
[23:51.000 --> 23:55.000]  Now they go on CNN, CNBC and announce we've been captured by foreign banks.
[23:56.000 --> 23:58.000]  World government is here. You're going to pay your taxes to them.
[23:58.000 --> 24:02.000]  They'll never be a recovery. The bankers own you. Do you want me to play those clips again?
[24:03.000 --> 24:08.000]  I actually have them, but side issue, you know, if you won't look it up, don't care about your own preservation.
[24:09.000 --> 24:13.000]  Fine. And you feel powerless. You're just going to ignore me and say it didn't true.
[24:14.000 --> 24:16.000]  This isn't the show for you. Okay. We're not rolling over here.
[24:17.000 --> 24:21.000]  We understand we can defeat this because it's so out in the open. It's so outrageous.
[24:21.000 --> 24:28.000]  It's so big. It's so wicked that if we just get the word out, doesn't take a majority to prevail against these tyrants,
[24:29.000 --> 24:33.000]  but a tireless, focused, informed, angry, motivated minority.
[24:34.000 --> 24:39.000]  We're fighting a minority of criminals that set this up. We, the people are going to defeat them.
[24:40.000 --> 24:42.000]  Now continuing here, please look this up.
[24:43.000 --> 24:47.000]  The Republic couldn't fall from without. It can only fall from within.
[24:47.000 --> 24:55.000]  So the globalists have taken over the U S. They have uses as an engine to set up their global corporate government while getting us into debt to them,
[24:56.000 --> 25:05.000]  while letting us take the blame for what they've done so that other globalist arms can pose as the good guys and get other countries to join them in coalitions.
[25:06.000 --> 25:15.000]  Meanwhile, the banksters that issue the currency and credit through fraud through fractional reserve banking and now infinity lending via the fraudulent counterfeit instruments and derivatives.
[25:15.000 --> 25:26.000]  They've now leveraged that and they sit above the bricks, the Shanghai Cooperative, the Anglo-American, Europe, England, U.S., Canada, New Zealand, Australia power axis.
[25:27.000 --> 25:31.000]  The three trilateral arms all, by the way, Rockefeller wrote books on this.
[25:32.000 --> 25:39.000]  David Rockefeller, the trilateral commission founding documents from 1974 are public. That's how I knew the whole plan.
[25:40.000 --> 25:43.000]  I didn't just magically imagine all this and now it's magically happening.
[25:43.000 --> 25:52.000]  It's all laid out just like a program for a play. If you went to a play with three acts of William Shakespeare's Julius Caesar,
[25:53.000 --> 25:57.000]  and you have what's coming up next, honey, there's going to be the death of Caesar.
[25:58.000 --> 26:06.000]  And then the death of Caesar happens. They stab him to death in the Senate and my wife doesn't tug on my arm and go, baby, you're psychic.
[26:06.000 --> 26:16.000]  There's a program. There's a program. It's a program. It's a program. We're on a program and the program doesn't lead to a nice place.
[26:17.000 --> 26:25.000]  Now to make a long story short, the United States is taken over by the Federal Reserve in 1913.
[26:26.000 --> 26:29.000]  They only had a beachhead then. They expand their power, their control, leverage it.
[26:29.000 --> 26:37.000]  Emergency Powers Act 1933, bringing the government under emergency rule ever since then.
[26:38.000 --> 26:46.000]  1945, start implementing the income tax that they passed in 1913 to pay the offshore Federal Reserve as even the grace commission of Ronald Reagan found in 1981,
[26:47.000 --> 26:53.000]  not one red center, your income tax goes to pay for anything. It goes to the bankers who made it up all out of nothing like Bernie Madoff and Ken Lee.
[26:53.000 --> 27:02.000]  Now, these banksters worldwide, they don't want anyone to be armed to be able to resist them.
[27:03.000 --> 27:08.000]  When their mercenaries or their militaries go in, I mean, they think you're so stupid, folks.
[27:09.000 --> 27:14.000]  The State Department publicly funded the County 2012 video, which we exposed first. Now it's admitted.
[27:14.000 --> 27:22.000]  They publicly funded a guy who hadn't been seen in five and a half years who controlled a few hundred square miles in northern Uganda.
[27:23.000 --> 27:30.000]  We predicted in the Obama deception three and a half years ago they would invade and use him as the invasion pretext because it's a playbook.
[27:31.000 --> 27:37.000]  It's a blueprint. It's a roadmap. I mean, it's a script. We know where they're going next and they get on the news and say, oh, that's right.
[27:37.000 --> 27:45.000]  And Bush went over there, George W. The U.S. military is invading almost every country over there calling humanitarian assistance.
[27:46.000 --> 27:52.000]  And the U.N. goes in and swatters the people and takes their property. I mean, villages burns them to the ground.
[27:53.000 --> 27:56.000]  And if you resist, they kill you. They're just taking the property everywhere.
[27:57.000 --> 28:02.000]  It is a mass extermination going on. And you tell the average yuppie that and they go good. They're getting Coney.
[28:02.000 --> 28:09.000]  They're freezing assets of individuals and stopping mobility all over Africa now in the name of Coney.
[28:10.000 --> 28:12.000]  They're doing it in countries 2000 miles away from Coney.
[28:15.000 --> 28:20.000]  Now, they don't want the Africans being able to get guns to defend themselves. Some are good. Some are bad.
[28:21.000 --> 28:24.000]  The point is they're not globalist. They don't want you having a gun.
[28:24.000 --> 28:34.000]  They don't want police departments. In fact, I've got big giant files from the L.A. Times you name it back in the 60s when they actually put this State Department plan out 7277.
[28:35.000 --> 28:40.000]  But guys, print me 7277. It's online too. I've forgotten more than I'll ever remember.
[28:41.000 --> 28:47.000]  And it shows even our local police after the takeover, they're going to be disarmed. And it's only going to be the U.N.
[28:47.000 --> 28:53.000]  Like in Hunger Games that come floating over you in the big drone and we're all down here with sticks and stones.
[28:53.000 --> 29:17.000]  I'm going to give you the master plan. It ties into the robot takeover.
[29:23.000 --> 29:30.000]  With your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[29:31.000 --> 29:39.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[29:40.000 --> 29:45.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[29:45.000 --> 29:52.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[29:52.000 --> 30:14.000]  That's www.silverlungs.com.
[30:22.000 --> 30:30.000]  It's NSF-42 certified. Optional fluoride filters can reduce fluoride up to 95%. Easy to set up and use. Doesn't require electricity.
[30:31.000 --> 30:37.000]  Purify water from lake streams, ponds and wells. This filter system leaves in beneficial minerals, which is key.
[30:38.000 --> 30:41.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[30:41.000 --> 30:54.000]  Propure is the best gravity-fed filter out there. It's what my family uses. Infowars.com already has the lowest price on Propure, but if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[30:54.000 --> 31:21.000]  You can also call to order 888-253-3139.
[31:21.000 --> 31:29.000]  The Silver Lungs Generator is a product of non-hybrid seeds. They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[31:30.000 --> 31:37.000]  And here's the best part. These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[31:37.000 --> 31:59.000]  So visit them today at survivalseedbank.com. That's survivalseedbank.com, or give them a call at 877-327-0365. That's 877-327-0365. Remember, in a real crisis, non-hybrid seeds are the ultimate barter item. This is Alex Jones for survivalseedbank.com.
[32:08.000 --> 32:20.000]  My friends at eFood's direct are celebrating freedom this month while helping you take control of your greatest dependency food. Right now you receive one of their new Patriot Packs free with every $289 you spend on their highly nutritious and great-tasting food.
[32:21.000 --> 32:32.000]  The Patriot Pack is a 30-day supply of eFood's quick fix, easiest store food. For example, purchase a one-year supply and get 5 Patriot Packs, which is 5 months of food free. Use the extra food for everyday use and save hundreds off your grocery bill.
[32:32.000 --> 32:42.000]  Give your free Patriot Pack as a gift to a friend or relative, or simply add more food to your long-term supply for free. Call 800-409-5633 or with eFoodsdirect.com.
[32:43.000 --> 32:50.000]  And get your free Patriot Pack with purchase. Operators are standing by. Call 800-409-5633 or eFoodsdirect.com.
[32:50.000 --> 33:02.000]  The more you store and eat, the more you save. Go to eFoodsdirect.com. Call 800-409-5633 right now.
[33:20.000 --> 33:36.000]  Monday through Friday from 11 a.m. until 2 p.m. Central Time. That's 12 and 3 p.m. We're here live back Sunday's live. We're live right now.
[33:36.000 --> 33:49.000]  It is 4.33 and 40 seconds Central Standard Time. And I'm going to give the number out here in a moment. And then I'm going to play some video clips and go over some news.
[33:50.000 --> 33:55.000]  And then we're going to go to your phone calls on the subject of the United Nations Treaty on Small Arms.
[33:55.000 --> 34:09.000]  And then you read earlier versions of it and it says, for complete and total disarmament of the American people, no guns anywhere. And you look at where Mayor Bloomberg, he openly says no citizens should be able to have a gun.
[34:10.000 --> 34:19.000]  The ATF announced last year, in fact, folks won't believe this. Without side of law now, they just do rulemaking, shotguns to be banned. Guys, type that in.
[34:19.000 --> 34:29.000]  Public comment on ATF shotgun ban announcement. And you'll be at the ATF website, but also in newspapers. And it was such a backlash they backed off.
[34:30.000 --> 34:41.000]  Only because Congress said we will override you. You can't do that on your own. And they said 60 plus percent of shotguns made in the last decade would be banned because they could be modified to be non-sporting.
[34:41.000 --> 34:50.000]  Shotguns aren't for sport, folks, even though people use them for that. The Second Amendment is about defense against criminals on the street or of the Stalinistic type.
[34:51.000 --> 35:01.000]  Everyone knows that they've had university professors that came out at the media push that said that it wasn't about that. That guy lost his tenure at the University of Chicago.
