[00:00:00.069 --> 00:00:00.750]  Find out right now!
[00:03:09.717 --> 00:03:23.304]  And we have a message board, and I'd say about 30% of people in there were very mad at us, claiming that we were trying to be racist against Hispanics by simply reporting this.
[00:03:23.304 --> 00:03:27.666]  Folks, we're just trying to cover the news here.
[00:03:27.666 --> 00:03:29.587]  And the facts are the facts.
[00:03:29.587 --> 00:03:35.150]  It is a minority of Hispanics, but it is a large group of people
[00:03:36.016 --> 00:03:41.819]  Who say they want to kill all whites and all blacks.
[00:03:41.819 --> 00:03:48.122]  And the head of the University of Texas Chicano Studies at UT Arlington has given speeches.
[00:03:48.122 --> 00:03:49.802]  We've played clips of him in the past.
[00:03:49.802 --> 00:03:53.944]  He said all white males 16 and older need to be killed.
[00:03:53.944 --> 00:04:00.107]  Now he just says all whites need to be killed and it's been in the news.
[00:04:00.107 --> 00:04:01.568]  I have to report on this.
[00:04:03.631 --> 00:04:22.380]  Frankly, I'm a modern white male riddled with guilt over what whites have done in the past, but I've broken through that and I stand up against any and all forms of tribalism and racism that go on out there.
[00:04:22.380 --> 00:04:31.845]  I just don't understand the incredible denial that some people are engaging in
[00:04:33.030 --> 00:04:43.993]  When it comes to this subject, and the globalists couldn't be happier that they've got whites and blacks and Hispanics at each other's throats.
[00:04:43.993 --> 00:04:46.894]  So I'm going to break that down.
[00:04:46.894 --> 00:04:53.136]  Also, a couple weeks ago, Keith Olbermann did a commentary piece titled, Sacrifice, and
[00:04:54.685 --> 00:04:57.106]  I'd been so busy I'd never watched it.
[00:04:57.106 --> 00:05:02.509]  And he basically, he didn't basically, he came out and he said, Bush is engaging in human sacrifice.
[00:05:02.509 --> 00:05:05.811]  This is about human sacrifice.
[00:05:05.811 --> 00:05:07.672]  When he says sacrifice.
[00:05:07.672 --> 00:05:18.479]  And I wanted to dovetail that with a video analysis I did of occultic war memorials in Canada, the U.S., and England.
[00:05:18.479 --> 00:05:19.739]  So that's coming up too.
[00:05:19.739 --> 00:05:22.641]  A bunch of economic news, a bunch of Iran war news.
[00:05:23.496 --> 00:05:24.977]  A bunch of police state news.
[00:05:24.977 --> 00:05:28.778]  It's just... Huge broadcast coming up.
[00:05:28.778 --> 00:05:29.298]  Stay with us.
[00:05:29.298 --> 00:05:38.761]  The websites are PrisonPlanet.com, Infowars.net, and PrisonPlanet.tv.
[00:05:38.761 --> 00:05:39.442]  It's here.
[00:05:39.442 --> 00:05:44.603]  After a year in production and traveling to distant lands, my new film, Terror Storm, is complete.
[00:05:44.603 --> 00:05:52.246]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:05:52.924 --> 00:06:00.366]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:06:00.366 --> 00:06:12.109]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:06:12.109 --> 00:06:16.070]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:06:16.070 --> 00:06:18.331]  It's an anthology of government crimes.
[00:06:18.331 --> 00:06:22.172]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:06:22.772 --> 00:06:30.218]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:06:35.313 --> 00:06:40.794]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:06:40.794 --> 00:06:43.115]  Your source for free solar electricity.
[00:06:43.115 --> 00:06:50.356]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:06:50.356 --> 00:07:01.879]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is unavailable.
[00:07:02.279 --> 00:07:09.924]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[00:07:09.924 --> 00:07:15.048]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[00:07:15.048 --> 00:07:20.351]  Disconnect your application and the system automatically begins charging its own rechargeable batteries.
[00:07:20.351 --> 00:07:25.655]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[00:07:32.039 --> 00:07:32.280]  Call 8803-4438.
[00:07:35.487 --> 00:07:35.967]  Shall I?
[00:07:35.967 --> 00:07:37.328]  You look exu... Oh, wait!
[00:07:37.328 --> 00:07:38.428]  Why did you turn that down?
[00:07:38.428 --> 00:07:41.509]  I get so tired of that girl's squeaky voice.
[00:07:41.509 --> 00:07:46.190]  I'm sure the bed fan works, but that squeaky voice... Well, what's the bed fan?
[00:07:46.190 --> 00:07:48.871]  It's a fan that helps hot sleepers stay cool at night.
[00:07:48.871 --> 00:07:50.171]  I could use something like that.
[00:07:50.171 --> 00:07:52.632]  This menopause thing is really getting to me at night.
[00:07:52.632 --> 00:07:55.593]  And you know how I am about doing that hormone therapy thing.
[00:07:55.593 --> 00:07:57.493]  Besides, you're a hot sleeper yourself.
[00:07:57.493 --> 00:08:00.134]  You're always throwing the covers off in the middle of the night.
[00:08:00.134 --> 00:08:01.134]  I guess you're right.
[00:08:01.134 --> 00:08:01.994]  Why don't we try it?
[00:08:01.994 --> 00:08:03.955]  Just think how nice it'll be to sleep through the night.
[00:08:04.395 --> 00:08:08.778]  Yeah, and just think how nice it'll be this summer and all the money we can save on air conditioning.
[00:08:08.778 --> 00:08:10.859]  I know where we can get some more information.
[00:08:10.859 --> 00:08:15.442]  Sleep disorder centers across the country recommend that you must stay cool to get a good night's sleep.
[00:08:15.442 --> 00:08:18.984]  The BedFan will keep you cool and give you the restful sleep you deserve.
[00:08:18.984 --> 00:08:22.506]  With our 30-day 100% guarantee, you risk nothing.
[00:08:22.506 --> 00:08:23.586]  Are you a hot sleeper?
[00:08:23.586 --> 00:08:25.067]  Is your partner a hot sleeper?
[00:08:25.067 --> 00:08:26.608]  The BedFan is the answer.
[00:08:26.608 --> 00:08:30.250]  Visit us today at www.bedfan.com.
[00:08:30.250 --> 00:08:32.892]  That's www.bedfan.com.
[00:08:33.092 --> 00:08:35.314]  That's B-E-D-F-A-N-D-O-T.
[00:08:35.314 --> 00:08:40.719]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:08:40.719 --> 00:08:43.001]  Because there's a war on for your mind.
[00:08:58.052 --> 00:09:05.118]  The European Union's gross domestic product has surpassed that of the United States.
[00:09:05.118 --> 00:09:12.965]  Its currency has dwarfed the value of the plunging dollar.
[00:09:12.965 --> 00:09:17.009]  The United States is now universally hated across the world.
[00:09:17.887 --> 00:09:28.549]  And I want to do a brief analysis on that subject, and I want to get into Keith Upperman's piece a few weeks ago about sacrificing the troops, because now we've got the numbers in, record numbers of U.S.
[00:09:28.549 --> 00:09:36.111]  troops dying on a daily basis, since a week and a half ago when they started putting in the first of 21,600 troops, mainly in Baghdad, and 16 unarmed, undefended substations.
[00:09:42.489 --> 00:09:48.954]  Every military strategist, even Neocon Oliver North said it was totally insane and would get all the troops killed.
[00:09:48.954 --> 00:09:50.235]  Well, you better believe it.
[00:09:50.235 --> 00:09:51.696]  It's a human sacrifice.
[00:09:51.696 --> 00:09:53.397]  The Aztecs killed their warriors.
[00:09:53.397 --> 00:09:54.878]  That was their favorite sacrifice.
[00:09:54.878 --> 00:09:59.322]  And believe me, folks, that is exactly what they're doing.
[00:09:59.322 --> 00:10:00.583]  Literally.
[00:10:00.583 --> 00:10:02.604]  This is a cultic.
[00:10:02.604 --> 00:10:04.746]  They believe they're getting power out of it.
[00:10:06.357 --> 00:10:08.539]  That's why Stalin and Hitler did what they did.
[00:10:08.539 --> 00:10:10.600]  It is a cultic sacrifice.
[00:10:10.600 --> 00:10:12.661]  And I'm sorry if you have trouble dealing with that.
[00:10:12.661 --> 00:10:18.385]  It's totally insane, but the people running things are insane.
[00:10:18.385 --> 00:10:20.567]  And anyone who's got a brain knows it.
[00:10:20.567 --> 00:10:22.548]  And Keith Olbermann knows it.
[00:10:22.548 --> 00:10:28.072]  But I want to go back to a piece we just put out for PrisonPlanet.tv members.
[00:10:28.072 --> 00:10:30.614]  Well, Part 1 went up last Friday.
[00:10:30.614 --> 00:10:32.175]  Part 2 went up yesterday.
[00:10:33.209 --> 00:11:02.101]  We took the footage I shot in England, footage I shot in Canada, never-before-seen stuff, footage we shot a few weeks ago in Austin, Texas, showing war memorials and police memorials, and they will always have the goddess Diana, or the several other goddesses, that's who the Illuminati mainly worships, is the goddess, looking down always on the memorial that will then list the numbers of dead, and that is a sacrifice to her.
[00:11:02.711 --> 00:11:04.072]  And I show it in Austin.
[00:11:04.072 --> 00:11:06.674]  I show it in Ottawa, Canada, in the capital.
[00:11:06.674 --> 00:11:08.356]  I show it in London.
[00:11:08.356 --> 00:11:19.045]  And anytime you see a big goddess riding a triumphant stallion or in a chariot, a lot of times it'll say, this is a sacrifice of the order of death.
[00:11:19.045 --> 00:11:20.526]  And it says that in England.
[00:11:20.526 --> 00:11:23.128]  It says the glorious order of death
[00:11:24.303 --> 00:11:27.585]  Uh, their sacrifice to the mother.
[00:11:27.585 --> 00:11:31.728]  And man, there's a giant goddess standing right over it with pleasure.
[00:11:31.728 --> 00:11:37.411]  Her eyes will be locked on the obelisk or on the tomb.
[00:11:37.411 --> 00:11:41.614]  And it is laid before her lovingly.
[00:11:43.286 --> 00:11:49.874]  The Texas Peace Officers Memorial behind the Capitol here in Austin is a giant black pentagram.
[00:11:49.874 --> 00:11:54.340]  It's just a huge black pentagram with two obelisks sticking out of the middle of it.
[00:11:55.557 --> 00:12:24.453]  uh... and with with a cultic uh... writing all over it i mean it's just it's just you're running along to the jungle in paraguay or something you came across it you'd say you'd found an ancient pagan monument but no it's just a police officer memorial it's no big deal big black pentagram uh... so we'll be talking about that because it dovetails into what hutton gibson uh... breaking the silence over two plus years joining us in the second hour will be discussing
[00:12:26.460 --> 00:12:34.223]  But right now, let me get into the collapse of the United States, and this is only the beginning.
[00:12:34.223 --> 00:12:52.310]  I remember old-timers, back when I was waking up 15 years ago, years before I got on air, they would say there's a plan to destroy our military, to debase it, to put our troops in all these foreign lands, and then incrementally they're going to merge our police with foreign police and military, and they're going to take down the United States.
[00:12:56.525 --> 00:12:58.986]  So many people got the documents.
[00:12:58.986 --> 00:13:01.326]  They had news articles going back to the 30s, 40s, 50s, 60s.
[00:13:01.326 --> 00:13:05.228]  You know, they weren't just crystal balling this.
[00:13:05.228 --> 00:13:07.568]  They knew.
[00:13:07.568 --> 00:13:10.029]  They understood what was happening.
[00:13:10.029 --> 00:13:14.370]  And you've heard many of them over the last 12 years on the show talk about it.
[00:13:14.370 --> 00:13:22.752]  And it's hard to believe, but it's hard to believe that 3.9 trillion will be missing from the Pentagon or that Dime Corp and Halliburton will be publicly running child kidnapping rings.
[00:13:22.752 --> 00:13:24.693]  And it'll be in the newspaper and no one will get in trouble.
[00:13:25.405 --> 00:13:32.930]  I mean, truth is stranger than fiction with these devils that we're talking about.
[00:13:32.930 --> 00:13:35.752]  So I want to start with the decline of the U.S.
[00:13:35.752 --> 00:13:39.595]  by getting into foreign troops.
[00:13:39.595 --> 00:13:51.883]  In plain view, they announced six years ago, and it was in the Washington Post and the Washington Times, that they weren't just hiring illegal aliens to then become
[00:13:55.845 --> 00:14:04.187]  naturalized immigrants who were getting green cards to join the military for three to five years stance and then get citizenship afterwards.
[00:14:04.187 --> 00:14:13.310]  And it said that the military was recruiting out of the prisons the illegal aliens who were aggravated felons and that they wanted aggravated felons.
[00:14:13.310 --> 00:14:17.011]  I made a pretty big deal out of that.
[00:14:17.011 --> 00:14:19.852]  And I think it's important.
[00:14:20.709 --> 00:14:48.506]  And then a few weeks ago the AP and the Boston Globe and others came out with headlines like military considering recruiting foreigners and then you read the first paragraph it said well they've already been doing it for years but now they're expanding it with recruiting stations in Manila, Mexico City, Ukraine everywhere and I'd seen the numbers that twenty percent plus of the ground forces in the army in Iraq were illegal alien
[00:14:50.085 --> 00:14:56.087]  Legalized via their signing up.
[00:14:56.087 --> 00:14:58.728]  And a lot of this is under hat, only some of it's public.
[00:14:58.728 --> 00:15:02.389]  And the stuff we know is just off the chart bad.
[00:15:02.389 --> 00:15:04.650]  So everybody needs to understand, the old timers were right.
[00:15:04.650 --> 00:15:13.153]  It isn't going to be Red Dawn with foreign troops parachuting down into school yards and cornfields.
[00:15:14.000 --> 00:15:21.445]  Or jumbo jets landing in major cities and the noses popping off and tanks rolling off with Russians, you know, leading Cuban forces.
[00:15:21.445 --> 00:15:22.545]  Uh-uh.
[00:15:22.545 --> 00:15:24.006]  It's our government.
[00:15:24.006 --> 00:15:38.054]  Like Kissinger said in 91, and Evy in France, to paraphrase, and you can pull the quote up online, he said Americans, you know, wouldn't put up with foreign troops in Los Angeles, UN troops, but they will if there's a big enough global crisis.
[00:15:38.054 --> 00:15:40.636]  They would willingly accept world government as their savior.
[00:15:43.220 --> 00:15:44.521]  That's basically word for word.
[00:15:44.521 --> 00:15:45.402]  It's a longer quote.
[00:15:45.402 --> 00:15:48.364]  Just go pull up Henry Kissinger foreign trip quote.
[00:15:48.364 --> 00:15:51.426]  It'll pop up.
[00:15:51.426 --> 00:15:54.028]  And then I remember four years ago.
[00:15:54.028 --> 00:15:55.049]  It's actually five.
[00:15:55.049 --> 00:15:55.589]  Time flies.
[00:15:55.589 --> 00:15:57.731]  I put it in Road to Tyranny in early 2002.
[00:15:57.731 --> 00:16:03.275]  I show the Associated Press where it says a deal was signed with Mexico and Canada for
[00:16:05.194 --> 00:16:07.136]  And you can pause the video and you can read it.
[00:16:07.136 --> 00:16:08.817]  It's up on the screen.
[00:16:08.817 --> 00:16:10.658]  Mainstream News.
[00:16:10.658 --> 00:16:15.922]  To quote, patrol America and deal with terrorists in the U.S.
[00:16:15.922 --> 00:16:18.584]  It says foreign groups will deal with Americans.
[00:16:18.584 --> 00:16:19.444]  Right there.
[00:16:19.444 --> 00:16:20.885]  Mainstream News.
[00:16:20.885 --> 00:16:31.373]  And then when they did the Defense Authorization Act a few months ago last year, it was in Army times that the President took over the Governors,
[00:16:32.370 --> 00:16:40.935]  It controls them, quote, during times of insurrection or rebellion or resistance, and a bunch of other terms, dealing with the American people.
[00:16:40.935 --> 00:16:47.378]  And it went on to say that in a mutual defense pact that they're going to use foreign troops in the US.
[00:16:47.378 --> 00:16:54.082]  And there were three articles in the newspaper, in the military newspaper, about this.
[00:16:54.082 --> 00:16:57.404]  I mean, this is just, this is wonderful, this is good.
[00:16:57.404 --> 00:16:58.824]  So, according to them.
[00:17:00.840 --> 00:17:14.308]  As a country, your country is gone when your military has a large, really any contingent, but a large contingent of foreign-born, non-U.S.
[00:17:14.308 --> 00:17:21.552]  citizen soldiers, a motley crew of former Eastern Bloc, of African, oh I forgot that part,
[00:17:23.045 --> 00:17:31.132]  Of Mexican, Guatemalan, Panamanian, Nicaraguan, I mean this is Brazilian, this is off the charts.
[00:17:31.132 --> 00:17:47.265]  And if you don't think they won't go house to house and try to take your guns, and if you don't think they won't load you on trucks, and if you don't think they won't bust a cap in you, and if you don't think these people that put American flags all over their cars made in China, again desecrated American flags, if you don't, they'll serve whatever the state says.
[00:17:47.265 --> 00:17:48.747]  Folks, a lot of these good old boys,
[00:17:49.347 --> 00:17:55.208]  They'll turn their guns in and they will march down at a parade as, uh, as, as, and of course they'll have U.S.
[00:17:55.208 --> 00:18:03.030]  troops leading the parade and on the loudspeakers, but leading huge foreign forces.
[00:18:03.030 --> 00:18:10.651]  Down the middle of our street these people will sit there and cry and salute them and run up and just lick their boots.
[00:18:10.651 --> 00:18:13.332]  In a New York minute.
[00:18:13.332 --> 00:18:14.612]  I'm not kidding when I say this.
[00:18:15.439 --> 00:18:19.940]  Already 20% of the Army Ground Force is illegal alien, mainly Mexican.
[00:18:19.940 --> 00:18:20.941]  Okay?
[00:18:20.941 --> 00:18:22.981]  Now they're setting up huge recruiting stations.
[00:18:22.981 --> 00:18:24.342]  They're expanding them.
[00:18:24.342 --> 00:18:29.783]  Again, in the Philippines, and in Eastern Europe, and in Africa, and in Latin America.
[00:18:29.783 --> 00:18:39.226]  I mean, they have huge, huge multi-million dollar ad buys with billboards, radio, and TV ads in Mexico City, and recruiting offices in Mexico City.
[00:18:42.111 --> 00:18:46.915]  And remember the footage we got in 95, 96, 97 Patriots got?
[00:18:46.915 --> 00:19:05.229]  We put it in our police state films of camps in Louisiana where it is Ukrainian troops and it is Czech Republic troops saying we love this training this is wonderful and the role players are saying I'm an American and they're practicing going house to house taking your guns
[00:19:06.644 --> 00:19:20.850]  And then I've been to urban warfare drills where Dutch troops, British troops, Israeli troops, French troops, other foreign troops are there running around with role players screaming, I'm an American, I have rights, don't take my guns, don't put me in a camp.
[00:19:20.850 --> 00:19:23.711]  I mean, I gave you video of it.
[00:19:23.711 --> 00:19:30.414]  The military talks about how they're going to execute Americans and they have them get on their knees as they practice blowing our heads off.
[00:19:30.414 --> 00:19:35.016]  I mean, you know, you can't make this type of stuff up.
[00:19:35.016 --> 00:19:36.257]  But people couldn't believe it.
[00:19:37.233 --> 00:19:48.479]  I still get emails saying I hired an aircraft carrier, the troop carrier, Coronado, and I hired helicopters and 3,000 Marines and 2,000 foreign troops and hovercraft and warrior fighting vehicles.
[00:19:48.479 --> 00:19:50.379]  That would be a $50 million budget.
[00:19:50.379 --> 00:19:51.880]  No, that's real.
[00:19:51.880 --> 00:19:55.782]  And you can go to the Marine Corps' website and read about Urban Warrior 99.
[00:19:55.782 --> 00:19:57.163]  But you won't do that.
[00:19:57.163 --> 00:20:03.106]  You'll just deny it and say it isn't real and say it isn't true, won't you?
[00:20:03.106 --> 00:20:04.126]  Fine.
[00:20:04.126 --> 00:20:05.107]  Fine.
[00:20:05.107 --> 00:20:05.827]  Just go right ahead.
[00:20:07.609 --> 00:20:14.231]  So when we get back, I'm going to just go over how they've destroyed our country in the world's eyes, all by design.
[00:20:14.231 --> 00:20:16.072]  All by design.
[00:20:16.072 --> 00:20:24.755]  And all you good old boys who think you're part of the power structure and think this is America's whooping up on some people, you couldn't be more wrong.
[00:20:24.755 --> 00:20:27.496]  The war in Iraq is more about destroying the U.S.
[00:20:27.496 --> 00:20:30.397]  in the world's eyes than it is anything else.
[00:20:30.397 --> 00:20:32.618]  But you aren't sophisticated enough to get that.
[00:20:37.023 --> 00:20:39.706]  Do you know the truth about cancer treatments?
[00:20:39.706 --> 00:20:49.175]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:49.175 --> 00:20:56.262]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:56.992 --> 00:21:02.956]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:21:02.956 --> 00:21:14.543]  Without cutting, bleeding, drugs or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:21:14.543 --> 00:21:17.125]  Laser technology at its best.
[00:21:17.125 --> 00:21:18.545]  For more information, call 702-953-0267.
[00:21:23.089 --> 00:21:25.652]  Or visit www.lasemedinc.com.
[00:21:25.652 --> 00:21:26.133]  Call 702-953-0267.
[00:21:36.372 --> 00:21:39.654]  David J. Smith for Newswatch Magazine.
[00:21:39.654 --> 00:21:49.401]  Did you know that the Lenin School of Political Warfare has laid down a plan for a third world war that will destroy both Christianity and Communism at the same time?
[00:21:49.401 --> 00:21:56.366]  From the rubbles of this war, the Illuminati will establish their world government, prophesied in Revelation Chapter 13.
[00:21:56.366 --> 00:22:00.129]  Communism said they would pretend to collapse, and when America had begun to disarm,
[00:22:00.729 --> 00:22:07.135]  The combined communist world would launch a surprise attack and smash us with their clenched fists.
[00:22:07.135 --> 00:22:15.003]  We'd like to show you how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:22:15.003 --> 00:22:16.464]  Just call our toll-free number 1-800-516-8736.
[00:22:22.129 --> 00:22:29.300]  That's 1-800-516-8736 to request your subscription.
[00:22:29.300 --> 00:22:30.461]  Call now.
[00:22:30.461 --> 00:22:33.205]  Operators are standing by to receive your call.
[00:22:34.534 --> 00:22:39.897]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[00:22:39.897 --> 00:22:48.242]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[00:22:48.242 --> 00:22:55.306]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident.
[00:22:55.486 --> 00:22:56.847]  Radioactive Poisoning.
[00:22:56.847 --> 00:23:02.930]  Potassium Iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[00:23:02.930 --> 00:23:08.132]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[00:23:08.132 --> 00:23:17.276]  Potassium Iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick, and pets.
[00:23:17.276 --> 00:23:22.139]  Order the official Potassium Iodate for only $24 and save $5 by calling New Millennium at
[00:23:27.523 --> 00:23:29.306]  Call now and get free shipping.
[00:23:29.306 --> 00:23:29.646]  That's 888-803-4438.
[00:23:34.033 --> 00:23:35.174]  Ted Anders from Formidas.
[00:23:35.174 --> 00:23:35.595]  January 23, 2007.
[00:23:35.595 --> 00:23:35.915]  Gold 642.
[00:23:35.915 --> 00:23:38.397]  Ounce gold coins are at 663, 334.05 for half and 167.02 for quarter.
[00:23:38.397 --> 00:23:39.518]  Ounce coins at 663, 334.05 and 167.02.
[00:23:39.518 --> 00:23:39.538]  1971.
[00:23:39.538 --> 00:23:40.860]  Nixon closes the gold window.
[00:23:40.860 --> 00:23:41.420]  Fiat currency.
[00:23:41.420 --> 00:23:41.500]  1920s.
[00:23:41.500 --> 00:23:43.242]  The German market explodes from 75 to 23 trillion.
[00:23:43.242 --> 00:23:43.282]  1995.
[00:23:43.282 --> 00:23:45.204]  Gold doubles against the Mexican peso. 1997.
[00:23:59.717 --> 00:24:02.600]  Gold increases 82% over the Indonesian rupee.
[00:24:02.600 --> 00:24:05.983]  In 1998, gold jumps two-thirds over the Russian ruble.
[00:24:05.983 --> 00:24:09.206]  2002, the Argentine peso loses a fifth of its value to gold.
[00:24:09.206 --> 00:24:14.572]  2006, the last superpower, the USA's mighty dollar, loses over half to gold and other raw goods.
[00:24:14.572 --> 00:24:15.993]  Could government let this happen?
[00:24:15.993 --> 00:24:17.955]  Without immediate backing, how much will it lose?
[00:24:18.235 --> 00:24:25.402]  Midas has Nick Bereshov's report covering the loss of purchasing power, fat tail events, bull market economic vulnerabilities, and gold-oil relationship.
[00:24:25.402 --> 00:24:27.203]  You've lost half of your purchasing power.
[00:24:27.203 --> 00:24:28.705]  Call 800-686-2237 before the rest disappears.
[00:24:28.705 --> 00:24:29.085]  That's 800-686-2237.
[00:24:41.391 --> 00:24:49.693]  The last-ditch effort to defend the Republic as it passes beneath the waves is taking place right now.
[00:24:49.693 --> 00:25:03.476]  If we can only admit who the enemy is and face the true crises, we may be able to salvage our beautiful, wonderful, 230-plus-year-old nation.
[00:25:03.476 --> 00:25:05.356]  The battle is now.
[00:25:05.356 --> 00:25:08.017]  This is an alarm for the entire planet.
[00:25:09.033 --> 00:25:13.234]  The United States is being destroyed by design from within.
[00:25:13.234 --> 00:25:18.455]  We are under siege from within and without.
[00:25:18.455 --> 00:25:23.676]  All the new order's plans are coming to fruition, unfolding today.
[00:25:23.676 --> 00:25:25.057]  Think about it.
[00:25:25.057 --> 00:25:34.459]  Foreign troops openly becoming a large portion of our military to domestically operate against the American people.
[00:25:37.071 --> 00:25:38.551]  This is incredible.
[00:25:38.551 --> 00:25:40.732]  Meanwhile, I have the BBC today.
[00:25:40.732 --> 00:25:41.672]  View of U.S.
[00:25:41.672 --> 00:25:43.873]  global role worsens.
[00:25:43.873 --> 00:25:44.833]  The view of the U.S.
[00:25:44.833 --> 00:25:48.635]  role in the world has deteriorated, both internationally and domestically.
[00:25:48.635 --> 00:25:59.898]  A BBC poll suggests the world survey conducted in 25 nations, including the U.S., found that three in four respondents disapprove of how Washington dealt with Iraq.
[00:25:59.898 --> 00:26:06.700]  The majority of the 26,318 respondents are disapproving of the way five other foreign policy areas have been handled.
[00:26:07.489 --> 00:26:13.354]  The poll released ahead of President Bush's State of the Union speech was conducted between November and January.
[00:26:13.354 --> 00:26:14.835]  The number of those who said the U.S.
[00:26:14.835 --> 00:26:20.480]  was a positive influence in the world fell in 18 nations polled in previous years.
[00:26:20.480 --> 00:26:23.402]  In those countries, 29% of the people said the U.S.
[00:26:23.402 --> 00:26:29.187]  had a positive influence, down from 36% last year and 40% two years ago.
[00:26:29.187 --> 00:26:32.510]  Across the 25 countries polled, 49% of respondents said the U.S.
[00:26:32.510 --> 00:26:34.511]  played a mainly negative role in the world.
[00:26:37.415 --> 00:26:49.460]  Also, I have a report here with the GDP of the Euro, of the European Union, for the first time.
[00:26:49.460 --> 00:26:55.383]  I think a higher GDP than the United States.
[00:26:55.383 --> 00:26:59.205]  It's gross domestic product, it's economy growing many times faster.
[00:27:01.334 --> 00:27:02.795]  This is happening right now.
[00:27:02.795 --> 00:27:04.636]  So let me break down how this happens.
[00:27:04.636 --> 00:27:08.738]  The International Crime Syndicate funded the communists.
[00:27:08.738 --> 00:27:10.079]  The system is not communist.
[00:27:10.079 --> 00:27:11.560]  It uses communists.
[00:27:11.560 --> 00:27:12.380]  It uses fascists.
[00:27:12.380 --> 00:27:15.942]  It uses anything centralized as one of their top strategists.
[00:27:15.942 --> 00:27:22.526]  Carol Quigley wrote in Tragedy and Hope, a 900 plus page book, in 1968.
