[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[09:22.000 --> 09:31.000]  That said, I want to just pull back here at the beginning of the broadcast and look at the big picture.
[09:31.000 --> 09:36.000]  And then I want to go over the stacks of news that we have here in front of us.
[09:36.000 --> 09:42.000]  This is just the top of the stack. Some of these stacks have upwards of 30 stories in them.
[09:42.000 --> 09:51.000]  And that's why I get wound up and sometimes start the broadcast yelling and screaming because I'm immersed in seeing what the globalists are doing.
[09:51.000 --> 09:57.000]  It's 100% crystal clear what their plans are. They're all stated on record.
[09:57.000 --> 10:06.000]  And that's what hit me this morning is that their program, their operation is so public.
[10:06.000 --> 10:18.000]  And they don't even bother hiding it because the general public has been raised under mainstream media and sports and things that don't matter.
[10:18.000 --> 10:28.000]  And trendiness in Hollywood to the point of living in a false reality with a near false consciousness,
[10:28.000 --> 10:39.000]  a super ego-induced form of artificial narcissism disorder, whatever particular name you want to give it,
[10:39.000 --> 10:45.000]  to where the public is living in false reality like a five-year-old girl dressed up like a fairy princess
[10:45.000 --> 10:52.000]  imagining she's a princess and really delusionally believing that she's a fairy princess
[10:52.000 --> 10:55.000]  when she's playing on the back porch.
[10:55.000 --> 10:59.000]  Now that's normal and healthy for a three, four, five-year-old girl to do.
[10:59.000 --> 11:03.000]  It's not for a 40-year-old woman.
[11:03.000 --> 11:12.000]  That's completely normal and natural for a five-year-old boy to imagine he's Superman or Batman on the back porch
[11:12.000 --> 11:18.000]  jumping around fighting with his friends or imagining he's a Jedi Knight with toy lightsabers.
[11:18.000 --> 11:21.000]  It is not the case for adults.
[11:21.000 --> 11:32.000]  We're meant to imagine art types of being a warrior or being a scientist or being a soldier or playing house.
[11:32.000 --> 11:39.000]  But if a 35-year-old woman has a toy refrigerator and toy onions and tomatoes and toy bread and toy butter,
[11:39.000 --> 11:46.000]  you say, that's a crazy woman if they're playing with it believing they're really doing it.
[11:46.000 --> 11:51.000]  And when I say I want to pull back and give you the big picture, I haven't really studied psychology officially.
[11:51.000 --> 11:54.000]  I took a few courses of it in college.
[11:54.000 --> 12:00.000]  I've read a lot of books on it, a lot of history books where I learn real psychology the way humans really operate.
[12:00.000 --> 12:03.000]  And modern psychology is very politicized.
[12:03.000 --> 12:12.000]  And you've got pop psychology that the general public is basically fed on at the trough, which isn't real psychology at all.
[12:12.000 --> 12:19.000]  But when you get into the real schools of German and British and US psychology and Russian psychology and psychiatry,
[12:19.000 --> 12:26.000]  there's a real science there because the elite want to know how to control populations.
[12:26.000 --> 12:33.000]  And the approximations and systems they have that aren't political on the surface or aren't pop.
[12:33.000 --> 12:38.000]  Like there's political psychology saying if you oppose big government, you're mentally ill.
[12:38.000 --> 12:42.000]  Or if you think there's corruption in government, you're schizophrenic.
[12:42.000 --> 12:47.000]  You have psychosis. You're nuts. You're insane.
[12:47.000 --> 12:57.000]  That Soviet style or fascist style, political approximation, and any real psychologist or psychiatrist knows that.
[12:57.000 --> 13:01.000]  It's all very political.
[13:01.000 --> 13:03.000]  Then you've got pop psychology.
[13:03.000 --> 13:05.000]  They put magazines and stuff in the general public.
[13:05.000 --> 13:08.000]  It has no relation to what's really going on.
[13:08.000 --> 13:20.000]  But as a layman, I already noticed people would imagine they were tough and would imagine they were going to start a fight with you.
[13:20.000 --> 13:24.000]  And they were going to beat you up until the real fight started.
[13:24.000 --> 13:32.000]  Or guys would imagine they were a rodeo star and would imagine they knew how to throw a lariat, a lasso,
[13:32.000 --> 13:36.000]  and they would hang it in the back of their truck, even though they didn't know how to do it.
[13:36.000 --> 13:41.000]  It's called being a poser.
[13:41.000 --> 13:48.000]  And I remember being three, four years old playing Batman and Robin on my front porch and clicking and thinking,
[13:48.000 --> 13:53.000]  this is pathetic. I'm not really Batman or Robin.
[13:53.000 --> 13:56.000]  I've got all this geopolitical news, all this incredible breaking stuff.
[13:56.000 --> 14:01.000]  It's just that I want to get the general public out there to come out of their trance.
[14:01.000 --> 14:10.000]  Now, I've since gone and studied psychology, the real psychology that the PhDs and people read, that the social engineers use.
[14:10.000 --> 14:13.000]  Not the psychologists you talk to down the street.
[14:13.000 --> 14:15.000]  And they know full well what they've done.
[14:15.000 --> 14:25.000]  They've used television in Hollywood to induce men into a false reality of sports and superheroes and comic books,
[14:25.000 --> 14:34.000]  arrested development, and they've induced women into a fake feminist mode that they're dominant and they're taking over
[14:34.000 --> 14:40.000]  and they're independent and they've got all this power and they don't need men and they're going to be beautiful.
[14:40.000 --> 14:45.000]  But the husband in the state is their husband.
[14:45.000 --> 14:54.000]  That is, the state is their husband and their facsimile is following fake, trendy programs because they never had an identity.
[14:54.000 --> 15:01.000]  And I realize from birth in front of the television being programmed,
[15:01.000 --> 15:07.000]  first they put out programming in the 40s, 50s, and 60s where everyone was happy and everything was great.
[15:07.000 --> 15:16.000]  And dad was good and mom was good and everybody was straight and strong and America was perfect to get people into a comfort zone trusting the state.
[15:16.000 --> 15:27.000]  Then they began to roll in by the 70s the cultural destroying systems once they had people in a trance and now they're going into pure programming,
[15:27.000 --> 15:32.000]  preparing people for the nanny state and the end of civilization and humanity as we know it.
[15:32.000 --> 15:43.000]  And it's all completely programmed and it's only a select group of globalist technocrats, social engineers, political scientists that know about it and control it
[15:43.000 --> 15:53.000]  and they've all written books about it, not giving all of it away but much of it to be able to understand how to run the system.
[15:53.000 --> 16:09.000]  They need to give some of the Promethean satanic fire of evil, human control, social control, free will destruction to their subsect minions to be able to carry out the great work.
[16:09.000 --> 16:20.000]  The shackling of humanity, the shuddering of humanity, the great pulling down by the Lillipullian control freaks of the great titan that is free humanity.
[16:20.000 --> 16:37.000]  The great conquering, the great destruction, like a hunter gets on a power trip when he lets the bull elephant charging and then shoots the elephant in the chest with the high powered rifle
[16:37.000 --> 16:49.000]  and watches the elephant fall into its knees and slide like a locomotive coming to a halt in a pile of dirt, like a bullet fired into a sand bank.
[16:49.000 --> 16:51.000]  That's what all of this is about.
[16:51.000 --> 17:08.000]  In George Arwell, a.k.a. George Arwell, Eric Blair, who was a top scyop officer in OSS, who before that was an imperial secret police officer, who before that was a deep cover OSS communist infiltrator,
[17:08.000 --> 17:21.000]  he gave it away in a allegory, the parable of 1984, when Winston is tearing his teeth out with pliers and torturing him for several months.
[17:21.000 --> 17:23.000]  He said, listen, I could have just killed you.
[17:23.000 --> 17:34.000]  It's about breaking your soul and having you be delusional because you were a great man, Winston, and it's about our cult of power, annihilating goodness and humanity and justice and truth.
[17:34.000 --> 17:37.000]  We're going to stop you to hell.
[17:37.000 --> 17:40.000]  Nothing will stop the satanic total release.
[17:40.000 --> 17:42.000]  That's their spirit.
[17:42.000 --> 17:44.000]  And I'm able to tune into the enemy, folks.
[17:44.000 --> 17:47.000]  That's why I'm able to understand their operations.
[17:47.000 --> 17:53.000]  I can tune into their wavelength and I can read their books where they tell you what they're going to do.
[17:53.000 --> 18:01.000]  Orwell was completely freaked out about it when he finally, as even a high level officer, clicked to it all when he was brought into the Fabian Socialist.
[18:01.000 --> 18:13.000]  He said, man, we're Satan worshippers, bro. We're going to kill the plan is mass death hell razor, black uniforms, burning cities, and finally, burning the earth to a crisp.
[18:13.000 --> 18:15.000]  We're going to murder everybody.
[18:15.000 --> 18:19.000]  We're going to do it slow, though.
[18:19.000 --> 18:20.000]  You want to see the future?
[18:20.000 --> 18:22.000]  It's a boot stomping on a human face forever.
[18:22.000 --> 18:26.000]  So we've had a discussion now about the big picture.
[18:26.000 --> 18:39.000]  While you're running around imagining you're a fairy princess when you're 45 years old and while your husband thinks he's manly and struts around other guys, puts on the ball game and does everything,
[18:39.000 --> 18:51.000]  a giant psych warfare positronic multi layered system is assaulting your DNA, your children, poison in the food and water all on record, hitting you and hitting you hard.
[18:51.000 --> 18:53.000]  And you're all delusional.
[18:53.000 --> 18:55.000]  I mean, general portray us all of them.
[18:55.000 --> 19:08.000]  If you think you're going to escape this system and that you're going to be given the true life extension by the elites.
[19:08.000 --> 19:15.000]  I looked into Dick Cheney's eyes and I see someone who's scared and had his soul basically sucked out.
[19:15.000 --> 19:20.000]  And all he knows how to do is act calm and act like he's in control of a situation.
[19:20.000 --> 19:24.000]  Dick Cheney, despite the fact he's been given an advanced life extension.
[19:24.000 --> 19:33.000]  He's got a big PR facade up that he got standard care and anybody can get this bull crap.
[19:33.000 --> 19:35.000]  He's out there saying ready for a giant new terror attack.
[19:35.000 --> 19:46.000]  Oh, I bet death trains loaded with tens of thousands of illegals pour across as the North American Union is officially founded on the ashes of the old Republic.
[19:46.000 --> 19:49.000]  That's all coming up masses of news today.
[19:49.000 --> 19:55.000]  But I want to pull back one more segment, give you the geopolitical analysis of where we are currently.
[19:55.000 --> 20:24.000]  I'm Alex Jones.
[20:25.000 --> 20:32.000]  Attention all radio listeners.
[20:32.000 --> 20:39.000]  Survival life is giving away free credit card knives exclusively to our radio listeners here today.
[20:39.000 --> 20:46.000]  Visit mycreditcardknife.com to see this covert knife in action and claim yours for free.
[20:46.000 --> 20:50.000]  It's the same knife you've seen in the airline magazines for $29.95.
[20:50.000 --> 20:52.000]  But today it's yours free.
[20:52.000 --> 20:54.000]  Just pay shipping and handling.
[20:54.000 --> 20:56.000]  Mycreditcardknife.com.
[20:56.000 --> 20:58.000]  Mycreditcardknife.com.
[20:58.000 --> 21:25.000]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxified.
[21:25.000 --> 21:30.000]  If you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[21:30.000 --> 21:34.000]  And the results that I personally have had have been life changing.
[21:34.000 --> 21:39.000]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[21:39.000 --> 21:48.000]  This is innovating and the best part is it helps fund infowars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[21:48.000 --> 21:58.000]  For a limited time, experience the ancient power of survival shield X2. Take advantage of this unprecedented 30% off super detox special at infowarslife.com.
[22:19.000 --> 22:22.000]  Which accounts for 80% of your immune system.
[22:22.000 --> 22:48.000]  Take back control of your health with pro E.M.1 probiotic from Tereganics.
[22:48.000 --> 22:58.000]  Call Tereganics at 866-369-3678 or visit Tereganics.com.
[22:58.000 --> 23:19.000]  A 30 day GMO free emergency food supply for only $99 at 30dayfoodsupply.com. You can purchase Oregon Trail Foods one month supply of high quality, nutritious and healthy emergency meals.
[23:19.000 --> 23:28.000]  They're completely free of any artificial flavors and colorings. Have a 20 year shelf life and take up to 70% less space than number 10 cans. They even offer a gluten free option.
[23:28.000 --> 23:36.000]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[23:36.000 --> 23:44.000]  Purchase a 30 day 90 serving emergency food supply for only $99 this month and $10 ships your entire order.
[23:44.000 --> 23:55.000]  Visit the website at 30dayfoodsupply.com or call 541-229-0010. That's 30dayfoodsupply.com where they make preparedness affordable.
[23:55.000 --> 24:22.000]  30dayfoodsupply.com.
[24:22.000 --> 24:29.000]  Now again, I've been talking about that for almost 20 years. When I was first discussing it, it sounded like something from Mars.
[24:29.000 --> 24:37.000]  Now it's all over Discovery Channel, History Channel, all over Wired Magazine, all over the news being announced like it's a foregone conclusion.
[24:37.000 --> 24:43.000]  Humans will merge with machines and no longer be homo sapiens sapien by 2035.
[24:43.000 --> 24:53.000]  It's going to be great. You're going to live forever. You like NASA and GATT, you're going to love this. You love to Obamacare, you're going to love this. You like the Iraq war, you're going to love this.
[24:53.000 --> 25:00.000]  You like government run healthcare, you're going to love this. The globalists want to suppress the general public having access to all this.
[25:00.000 --> 25:09.000]  And I know I restate this every week. It's because the general public has been induced to care about things that don't matter, to live in a false reality,
[25:09.000 --> 25:18.000]  and then laugh with their programming, ah, you're a conspiracy theorist, to knowledge that they don't know about because they're so ignorant.
[25:18.000 --> 25:25.000]  That's the little defense mechanism that they're given. But now they're beginning to see that, oh wait, this new world order is real.
[25:25.000 --> 25:31.000]  So that's the good news is most people don't laugh at this or make jokes anymore.
[25:31.000 --> 25:34.000]  But they come up to me and they say, what are we going to do about it?
[25:34.000 --> 25:41.000]  Well, first off, most people who think they're awake don't really know how big it is.
[25:41.000 --> 25:53.000]  Or they'll have a attitude like, well, you know, this is just part of evolution and this is the way it is.
[25:53.000 --> 25:55.000]  There's nothing you can do about it.
[25:55.000 --> 26:00.000]  Imagine a general population that believes they don't affect the future.
[26:00.000 --> 26:04.000]  That's called believing you're disempowered on every front.
[26:04.000 --> 26:13.000]  When the animating contest is taking place to decide the future and you have incredible power, that's why they're telling you you don't have power.
[26:13.000 --> 26:19.000]  But what they're currently doing, and then I'm going to come back with a really big news.
[26:19.000 --> 26:22.000]  Dick Cheney, you know, is saying, get ready for terror attacks.
[26:22.000 --> 26:30.000]  So we're going to get nuked, Obama, Dianne Feinstein saying get ready because I want to know where they're going next.
[26:30.000 --> 26:33.000]  Let me just tell you briefly where we are currently.
[26:33.000 --> 26:42.000]  If you read the BAMP Canada documents that were from 2006, Judicial Watch Sue 2007, it's in my film Endgame.
[26:42.000 --> 26:54.000]  They say in the meeting with the top 200 CEOs of the world plus meeting in round table events with the leaders, the Secretary of States, presidents, prime ministers and others there.
[26:54.000 --> 27:04.000]  And then the corporations would vote officially in the North American Union agreement that Bush had signed two years before at Baylor in Waco in a secret ceremony with a Sente Fox.
[27:04.000 --> 27:13.000]  That document's still secret, but in the minutes, imagine a secret North American Union that no one's ever been able to see except the front page.
[27:13.000 --> 27:17.000]  The front page says we have officially merged Canada, Mexico and the U.S.
[27:17.000 --> 27:20.000]  Our militaries will interchange, we'll help each other with insurrections.
[27:20.000 --> 27:24.000]  That was then put in the John Warren Defense Authorization Act two years later, 2007.
[27:24.000 --> 27:32.000]  It's all official. It's all global law, totally illegitimate, but they're moving forward with it.
[27:32.000 --> 27:42.000]  You see, they're just doing it because the government is now under its control and the big corporate CEO bosses would vote and then they would give the quote,
[27:42.000 --> 27:50.000]  recommendation and administrative law to the governing heads of the countries, usually secretaries of state or their counterpart.
[27:50.000 --> 27:55.000]  Hundreds of them were there and then they returned and began implementing it full speed ahead.
[27:55.000 --> 27:56.000]  Why?
[27:56.000 --> 28:04.000]  Because if they implement it, they all get corporate junkets, they all get corporate payoffs, they have revolving doors and they get a place in the global government.
[28:04.000 --> 28:11.000]  That's why anybody will tell you, even in main line political publications that no one wants to be at the state level or the federal,
[28:11.000 --> 28:19.000]  they want to be at the international, the IMF, the World Bank, the UN, the International Bank of Settlements, the EU,
[28:19.000 --> 28:23.000]  because you literally have diplomatic immunity, you don't pay taxes, you're above the law.
[28:23.000 --> 28:30.000]  Look it up. This is the new royalty. They have established this.
[28:30.000 --> 28:33.000]  Obama presses North American Union with Mexico, Canada.
[28:33.000 --> 28:38.000]  Look, there's the headline from February of this year with him saying North American Union.
[28:38.000 --> 28:43.000]  See, they're uncloking. They deny, they deny, they deny, it's going on.
[28:43.000 --> 28:47.000]  Oh, these crazies think the police track your cell phones in real time.
[28:47.000 --> 28:53.000]  I said that in a 2003 film, The Matrix of Evil with Ron Paul in a speech.
[28:53.000 --> 28:55.000]  The film is built around those speeches.
[28:55.000 --> 28:59.000]  And I said, every cell phone is tracked in real time with the police, but they're not allowed to tell you.
[28:59.000 --> 29:03.000]  But I've talked to high level people at the threat fusion centers and seen the documents.
[29:03.000 --> 29:06.000]  And the governor of Wisconsin slipped up and admitted it once.
[29:06.000 --> 29:07.000]  Here's the article.
[29:07.000 --> 29:08.000]  Everything's in live time.
[29:08.000 --> 29:09.000]  They hit one button.
[29:09.000 --> 29:11.000]  They listen to you in your car or in your house.
[29:11.000 --> 29:12.000]  Boom.
[29:12.000 --> 29:13.000]  That's now in the New York Times.
[29:13.000 --> 29:16.000]  Last week, it's in the Columbia Journalism Review.
[29:16.000 --> 29:22.000]  Today, local cops can track your phone without a warrant and the government doesn't want you to know how.
[29:22.000 --> 29:27.000]  Well, it's got a satellite triangulator through the cell towers down to three feet.
[29:27.000 --> 29:28.000]  I mean, how do you think they do it?
[29:28.000 --> 29:30.000]  I told you in 1996.
[29:30.000 --> 29:34.000]  And again, you need to listen to me, folks.
[29:34.000 --> 29:45.000]  There are cancer viruses in the vaccine that embed in your DNA to trigger it when hormone levels go down to kill you.
[29:45.000 --> 29:48.000]  I mean, you're evil.
[29:48.000 --> 29:49.000]  I mean, what am I first talking about?
[29:49.000 --> 29:50.000]  We're in March.
[29:50.000 --> 29:53.000]  And it's always fun to just throw in, by the way, there's cancer viruses.
[29:53.000 --> 29:54.000]  They're murdering everyone.
[29:54.000 --> 29:55.000]  You're being murdered.
[29:55.000 --> 29:59.000]  The government is murdering scum, murdering killers, OK?
[29:59.000 --> 30:05.000]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[30:05.000 --> 30:10.000]  Most people know that iodine deficiency has been a crisis around the world.
[30:10.000 --> 30:15.000]  Iodine is key to so many of the body's functions, especially the thyroid.
[30:15.000 --> 30:18.000]  I discovered a product being developed by Dr. Group.
[30:18.000 --> 30:23.000]  You now know it as survival shield, true nascent iodine that your body can really absorb.
[30:23.000 --> 30:31.000]  Then about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth and deep earth crystals.
[30:31.000 --> 30:35.000]  And the results that I personally have had have been life changing.
[30:35.000 --> 30:40.000]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[30:40.000 --> 30:41.000]  This is innovating.
[30:41.000 --> 30:47.000]  And the best part is it helps fund infowars.com, the radio show, the TV show, the whole media operation,
[30:47.000 --> 30:49.000]  promoting true libertarian ideas.
[30:49.000 --> 30:53.000]  For a limited time, experience the ancient power of survival shield X2.
[30:53.000 --> 30:59.000]  Take advantage of this unprecedented 30% off super detox special at infowarslife.com.
[30:59.000 --> 31:01.000]  I've always believed in nutrition and herbs.
[31:01.000 --> 31:09.000]  Super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals
[31:09.000 --> 31:13.000]  sourced from powerful organic herbs, harvested around the planet,
[31:13.000 --> 31:16.000]  and then concentrated for maximum potency.
[31:16.000 --> 31:21.000]  I just received my male vitality about three days ago, and I must say that was good stuff.
[31:21.000 --> 31:24.000]  After consulting top doctors, nutritionists, pharmacists, and others,
[31:24.000 --> 31:31.000]  we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[31:31.000 --> 31:38.000]  Super male vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[31:38.000 --> 31:40.000]  I jump out of bed ready to fight these criminals every day.
[31:40.000 --> 31:44.000]  I look forward to waking up and taking my super male vitality and get the day started.
[31:44.000 --> 31:46.000]  It's not just the super male vitality.
[31:46.000 --> 31:50.000]  All the products in infowarslife.com are simply amazing.
[31:50.000 --> 31:55.000]  Visit infowarslife.com today to secure your super male vitality
[31:55.000 --> 31:58.000]  and other powerful products from InfoWarsLife.
[31:58.000 --> 32:03.000]  A chemical spill contaminating the water supply in nine West Virginia counties.
[32:03.000 --> 32:07.000]  This year alone over 300,000 people in West Virginia had their drinking water contaminated.
[32:07.000 --> 32:11.000]  What are the health effects of having these drugs in our drinking water?
[32:11.000 --> 32:14.000]  It's forced medical treatment without the consent of residents.
[32:14.000 --> 32:19.000]  My friend's water filtration is one of the most basic actions you can take to protect you and your family
[32:19.000 --> 32:22.000]  from the harmful toxins and heavy metals in your tap water.
[32:22.000 --> 32:26.000]  On average the county says it sprays with glyphosate at least once a week.
[32:26.000 --> 32:30.000]  Few filters cut out the glyphosates that is found in water supplies worldwide.
[32:30.000 --> 32:36.000]  Remove pesticides, herbicides, chloramines, hydrofluorosalic acid, sodium hexafluorosilicate.
[32:36.000 --> 32:40.000]  Fluoride is in tea, it's in coffee, it's in water, it's in breads, it's in toothpaste.
[32:40.000 --> 32:43.000]  It is our responsibility to protect our families.
[32:43.000 --> 32:44.000]  The establishment's not going to do it.
[32:44.000 --> 32:45.000]  It's time to take action.
[32:45.000 --> 32:47.000]  It's time to filter our water.
[32:47.000 --> 32:54.000]  Visit InfoWarsStore.com and use promo code WATER to get 10% off their entire family of incredible products.
[32:54.000 --> 32:58.000]  Or call toll-free 888-253-3139.
[32:58.000 --> 33:23.000]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[33:23.000 --> 33:28.000]  It's Alex Jones.
[33:28.000 --> 33:33.000]  Here's the big picture and then I'm getting into the news.
[33:33.000 --> 33:41.000]  In their own words, the globalists see humanity as a wild, out-of-control, ugly, deformed scourge
[33:41.000 --> 33:47.000]  of 7.5 billion people that must be controlled, engineered, and prepared to be phased out
[33:47.000 --> 33:52.000]  because the new technologies are coming and the elite are going to live in this Elysium type
[33:52.000 --> 34:00.000]  of heavenly moon raker meets Zarda's world.
[34:00.000 --> 34:07.000]  And again, I know our listeners know that, but we have to get the message of end-game
[34:07.000 --> 34:17.000]  blueprint for global enslavement that is already a 7-year-old film out to everyone.
[34:17.000 --> 34:22.000]  Because that documentary is even more powerful now and freaks people out when they learned
[34:22.000 --> 34:27.000]  it was made in 2007 because just what we said would happen within that time frame happened
[34:27.000 --> 34:32.000]  in the film and then we go further in the film and tell you what's going to come after that.
[34:32.000 --> 34:40.000]  Because the globalists have a blueprint and they just tell the unwashed masses that nothing exists.
[34:40.000 --> 34:45.000]  Fluoride's good for you, there's nothing bad in the vaccines, no one's listening to you,
[34:45.000 --> 34:50.000]  no one's tracking you, I love you, I love you, welcome to Costco, I love you.
[34:50.000 --> 34:57.000]  To quote idiocracy.
[34:57.000 --> 35:03.000]  The public is being stunned and dumbed down in preparation because the elite openly are moving
[35:03.000 --> 35:08.000]  and that's why they're collapsing the border because they have treaties, they have secret agreements,
