whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:01:09.480 --> 00:01:11.240]   sitting on a great brain trust of
[00:01:11.240 --> 00:01:12.680]   human liberty.
[00:01:12.680 --> 00:01:14.480]   And that we've got a chance to
[00:01:14.480 --> 00:01:16.320]   fight for freedom when the odds
[00:01:16.320 --> 00:01:18.000]   are actually on our side if we
[00:01:18.000 --> 00:01:18.760]   realize it.
[00:01:18.760 --> 00:01:21.800]   We've got to look back on those
[00:01:21.800 --> 00:01:23.640]   that didn't have a chance to win,
[00:01:23.640 --> 00:01:25.400]   but took action and did what was
[00:01:25.400 --> 00:01:27.160]   right because it was about their
[00:01:27.160 --> 00:01:29.000]   soul and about the spiritual,
[00:01:29.000 --> 00:01:31.200]   cultural, human decision they were
[00:01:31.200 --> 00:01:33.200]   making, and that's why they were
[00:01:33.200 --> 00:01:33.960]   fulfilled.
[00:01:33.960 --> 00:01:35.840]   So again, ladies and gentlemen,
[00:01:35.840 --> 00:01:37.200]   I want to thank you all for
[00:01:37.200 --> 00:01:38.040]   your support.
[00:01:38.040 --> 00:01:39.200]   I want to thank you all for
[00:01:39.200 --> 00:01:39.920]   your prayers.
[00:01:39.920 --> 00:01:41.240]   I want to thank you all for
[00:01:41.240 --> 00:01:42.700]   what you've done against the
[00:01:42.700 --> 00:01:44.400]   bullies and the peer pressure over
[00:01:44.400 --> 00:01:44.960]   the years.
[00:01:44.960 --> 00:01:47.500]   Because if it wasn't for you, and
[00:01:47.500 --> 00:01:50.360]   if it wasn't for everything you've
[00:01:50.360 --> 00:01:52.760]   done, we wouldn't be here.
[00:01:52.760 --> 00:01:55.160]   Many of those people aren't here
[00:01:55.160 --> 00:01:57.000]   today that stood up for
[00:01:57.000 --> 00:01:58.360]   what was right.
[00:01:58.360 --> 00:02:00.360]   But in their gut, they believed in
[00:02:00.360 --> 00:02:02.240]   you, and they believed in me, and
[00:02:02.240 --> 00:02:04.040]   they believed that we could build
[00:02:04.040 --> 00:02:05.040]   a better future.
[00:02:05.040 --> 00:02:06.840]   They had goodwill towards people.
[00:02:06.840 --> 00:02:08.400]   They didn't want to use the fact
[00:02:08.400 --> 00:02:10.000]   that they had more knowledge than
[00:02:10.000 --> 00:02:11.640]   the average person to control that
[00:02:11.640 --> 00:02:12.160]   person.
[00:02:12.160 --> 00:02:13.760]   They didn't want to use the fact
[00:02:13.760 --> 00:02:15.400]   that they understood how the game
[00:02:15.400 --> 00:02:17.000]   was played to then set up a little
[00:02:17.000 --> 00:02:18.600]   secret cabal and feed on people.
[00:02:18.600 --> 00:02:20.840]   They had the true vision of human
[00:02:20.840 --> 00:02:23.160]   empowerment and the true mastery
[00:02:23.160 --> 00:02:25.720]   to empower others and bring them to
[00:02:25.720 --> 00:02:26.920]   the next level.
[00:02:26.920 --> 00:02:28.960]   They were Christ-like in their
[00:02:28.960 --> 00:02:30.960]   duty, in their focus, in their
[00:02:30.960 --> 00:02:33.160]   sacrifice, in their commitment.
[00:02:33.160 --> 00:02:35.720]   And so that's why it's obnoxious,
[00:02:35.720 --> 00:02:38.120]   it's flagrant, it's arrogant,
[00:02:38.120 --> 00:02:40.800]   it's narcissistic, it's satanic.
[00:02:40.800 --> 00:02:42.840]   The victories we're having about
[00:02:42.840 --> 00:02:44.720]   Trump, or about Infowars, or
[00:02:44.720 --> 00:02:46.960]   about anybody else, it's about you,
[00:02:46.960 --> 00:02:48.520]   and your awakening, and
[00:02:48.520 --> 00:02:50.280]   the decisions you've made.
[00:02:50.280 --> 00:02:51.680]   So I just want to tell you,
[00:02:51.680 --> 00:02:53.520]   as we've passed through this July
[00:02:53.520 --> 00:02:55.280]   4th, 2018, as the globalists
[00:02:55.280 --> 00:02:56.720]   launched their riots, and
[00:02:56.720 --> 00:02:58.560]   their attacks, and their lies, and
[00:02:58.560 --> 00:03:00.320]   their moralizing, that have good
[00:03:00.320 --> 00:03:02.160]   cheer, my friends, because we're
[00:03:02.160 --> 00:03:03.720]   living in a time and age when
[00:03:03.720 --> 00:03:05.640]   the devil knows the time is short,
[00:03:05.640 --> 00:03:07.440]   so he sends the beast with wrath.
[00:03:07.440 --> 00:03:08.880]   And there are whole world
[00:03:08.880 --> 00:03:10.360]   government systems here,
[00:03:10.360 --> 00:03:11.600]   the mark of the beast.
[00:03:11.600 --> 00:03:13.480]   It's going to be a lot of trials,
[00:03:13.480 --> 00:03:15.040]   a lot of tribulations, but
[00:03:15.040 --> 00:03:16.920]   we know the truth, and we know who
[00:03:16.920 --> 00:03:18.800]   wins, and we know where this all
[00:03:18.800 --> 00:03:19.280]   goes.
[00:03:19.280 --> 00:03:21.160]   And so, I'm going to tell you,
[00:03:21.160 --> 00:03:23.080]   that's a very positive fact to
[00:03:23.080 --> 00:03:24.000]   understand.
[00:03:24.000 --> 00:03:28.920]   All that matters is what you stand
[00:03:28.920 --> 00:03:29.800]   for.
[00:03:29.800 --> 00:03:31.680]   All that matters is not being
[00:03:31.680 --> 00:03:33.480]   a coward, and not feeding on
[00:03:33.480 --> 00:03:35.800]   people that aren't as smart as you.
[00:03:35.800 --> 00:03:37.760]   And the minute you realize that,
[00:03:37.760 --> 00:03:39.800]   you're in God's arms forever, and
[00:03:39.800 --> 00:03:41.920]   these Satanists, and these crowley
[00:03:41.920 --> 00:03:43.880]   aides, and these Democrats, and
[00:03:43.880 --> 00:03:45.680]   these chi-coms, and all these
[00:03:45.680 --> 00:03:47.720]   control freaks who want to control
[00:03:47.720 --> 00:03:49.800]   reality, who want to try to become
[00:03:49.800 --> 00:03:51.640]   God, because they merge with AI
[00:03:51.640 --> 00:03:53.880]   technology, they don't understand,
[00:03:53.880 --> 00:03:55.680]   they already had a connection to
[00:03:55.680 --> 00:03:56.080]   God.
[00:03:56.080 --> 00:03:57.840]   They were already an expression of
[00:03:57.840 --> 00:03:59.240]   God's consciousness in the
[00:03:59.240 --> 00:04:01.000]   universe, and there was no need to
[00:04:01.000 --> 00:04:02.040]   ever even do that.
[00:04:02.040 --> 00:04:03.840]   But that's why we have free will.
[00:04:03.840 --> 00:04:05.720]   Some people will fall to the lower
[00:04:05.720 --> 00:04:06.440]   dimension.
[00:04:06.440 --> 00:04:08.240]   Some people will rise and
[00:04:08.240 --> 00:04:10.480]   ascend towards a communion and
[00:04:10.480 --> 00:04:12.680]   a reunification with Christ.
[00:04:12.680 --> 00:04:14.320]   And that's the big choice, and
[00:04:14.320 --> 00:04:15.960]   that's why I know you've made
[00:04:15.960 --> 00:04:16.960]   the right choice.
[00:04:16.960 --> 00:04:18.400]   You're not going to find Christ in
[00:04:18.400 --> 00:04:19.680]   these whorehouse churches,
[00:04:19.680 --> 00:04:21.280]   where the literal globalists run
[00:04:21.280 --> 00:04:23.000]   the operation via the World Council
[00:04:23.000 --> 00:04:23.720]   of Churches.
[00:04:23.720 --> 00:04:25.480]   But you're going to find the real
[00:04:25.480 --> 00:04:27.520]   Christ in your heart, seeking after
[00:04:27.520 --> 00:04:29.120]   God and saying, I want to be
[00:04:29.120 --> 00:04:31.000]   a good person, I want to be just,
[00:04:31.000 --> 00:04:32.360]   I want to be honorable,
[00:04:32.360 --> 00:04:34.480]   I'm going to tell the truth.
[00:04:34.480 --> 00:04:36.280]   So again, are those of us here when
[00:04:36.280 --> 00:04:38.120]   we're seeing this great awakening
[00:04:38.120 --> 00:04:38.800]   of heroes?
[00:04:38.800 --> 00:04:40.360]   No, the heroes are those in
[00:04:40.360 --> 00:04:42.400]   Communist China, and North Korea,
[00:04:42.400 --> 00:04:43.920]   and old Soviet Russia, and
[00:04:43.920 --> 00:04:45.880]   countless other places like Cuba,
[00:04:45.880 --> 00:04:47.880]   that were tortured, and murdered,
[00:04:47.880 --> 00:04:48.840]   and killed, and
[00:04:48.840 --> 00:04:50.640]   imprisoned because they didn't
[00:04:50.640 --> 00:04:51.760]   deny God the truth.
[00:04:51.760 --> 00:04:53.360]   And to them on this July 4th,
[00:04:53.360 --> 00:04:54.720]   I want to thank you all and
[00:04:54.720 --> 00:04:56.600]   thank you for 1776 Worldwide.
[00:04:56.600 --> 00:04:57.360]   God bless you all.
[00:04:57.360 --> 00:05:02.880]   >> Fueling your body is hard work.
[00:05:02.880 --> 00:05:04.560]   That's why we've introduced
[00:05:04.560 --> 00:05:06.520]   the InfoWars Life Daily Digestive
[00:05:06.520 --> 00:05:08.680]   Pack to help you fuel it right.
[00:05:08.680 --> 00:05:10.440]   Combine FloraLife Everyday
[00:05:10.440 --> 00:05:12.560]   Maintenance and Carnivore to help
[00:05:12.560 --> 00:05:14.320]   you fuel your gut and body and
[00:05:14.320 --> 00:05:16.280]   take advantage of the powerful
[00:05:16.280 --> 00:05:17.840]   nutrients you receive.
[00:05:17.840 --> 00:05:19.640]   There's no better way to power
[00:05:19.640 --> 00:05:20.400]   your body.
[00:05:20.400 --> 00:05:22.480]   FloraLife is a powerful probiotic
[00:05:22.480 --> 00:05:24.320]   supplement with 20 of the most
[00:05:24.320 --> 00:05:25.920]   potent clinically studied
[00:05:25.920 --> 00:05:27.240]   probiotic strains.
[00:05:27.240 --> 00:05:28.920]   When paired with Carnivore,
[00:05:28.920 --> 00:05:31.000]   our incredible enzyme formula that
[00:05:31.000 --> 00:05:32.960]   helps you break down nutrients,
[00:05:32.960 --> 00:05:34.880]   these formulas fuel your gut and
[00:05:34.880 --> 00:05:36.880]   your body to help you fight toxins
[00:05:36.880 --> 00:05:38.400]   and stay fueled all day.
[00:05:38.400 --> 00:05:40.520]   These incredible formulas can help
[00:05:40.520 --> 00:05:42.560]   keep your body in tip-top shape in
[00:05:42.560 --> 00:05:44.720]   the fight against stress, age, and
[00:05:44.720 --> 00:05:45.840]   outside toxins.
[00:05:45.840 --> 00:05:47.760]   There's no better time to try
[00:05:47.760 --> 00:05:50.000]   FloraLife and Carnivore to see how
[00:05:50.000 --> 00:05:52.160]   well they can support your body.
[00:05:52.160 --> 00:05:54.040]   Don't miss out on the chance to
[00:05:54.040 --> 00:05:55.680]   fuel your body and support
[00:05:55.680 --> 00:05:56.400]   recovery.
[00:05:56.400 --> 00:05:58.160]   Try the InfoWars Life Daily
[00:05:58.160 --> 00:05:59.640]   Digestive Pack today.
[00:05:59.640 --> 00:06:04.640]   [MUSIC]
[00:06:04.640 --> 00:06:06.640]   >> We are on the march.
[00:06:06.640 --> 00:06:09.640]   The empire is on the run.
[00:06:09.640 --> 00:06:12.640]   Alex Jones and the GCN Radio
[00:06:12.640 --> 00:06:13.640]   Network.
[00:06:13.640 --> 00:06:23.640]   [MUSIC]
[00:06:23.640 --> 00:06:34.840]   >> Life is coming back,
[00:06:34.840 --> 00:06:36.280]   humanity is coming back,
[00:06:36.280 --> 00:06:37.960]   nationalism is coming back.
[00:06:37.960 --> 00:06:40.360]   Humanity is awakening.
[00:06:40.360 --> 00:06:41.560]   >> The ace of spades.
[00:06:41.560 --> 00:06:42.560]   >> The ace of spades,
[00:06:42.560 --> 00:06:43.820]   ladies and gentlemen.
[00:06:43.820 --> 00:06:46.360]   July 4th, 2018 will be the
[00:06:46.360 --> 00:06:49.280]   demarcation line of the launch of
[00:06:49.280 --> 00:06:51.300]   the new renaissance and
[00:06:51.300 --> 00:06:54.040]   the true new American century and
[00:06:54.040 --> 00:06:56.200]   the beginning of the end of
[00:06:56.200 --> 00:06:57.560]   the globalist.
[00:06:57.560 --> 00:06:59.160]   As humanity prepares to face
[00:06:59.160 --> 00:07:00.880]   the next level of challenges,
[00:07:00.880 --> 00:07:02.840]   we are surpassing the globalists at
[00:07:02.840 --> 00:07:04.560]   this point at every level, but
[00:07:04.560 --> 00:07:06.760]   they are in their death throes.
[00:07:06.760 --> 00:07:08.560]   They are striking back with
[00:07:08.560 --> 00:07:10.400]   everything they've got.
[00:07:12.400 --> 00:07:14.640]   >> We have incredible news coming
[00:07:14.640 --> 00:07:16.640]   up at the bottom of the hour.
[00:07:16.640 --> 00:07:19.840]   NBC's Chuck Todd admits President
[00:07:19.840 --> 00:07:23.200]   Trump winning, Democrats reeling.
[00:07:23.200 --> 00:07:25.920]   Isn't that amazing?
[00:07:25.920 --> 00:07:28.200]   Progressives scramble to block
[00:07:28.200 --> 00:07:30.500]   potential Supreme Court nominee
[00:07:30.500 --> 00:07:32.840]   Amy Coney Barrett because she is
[00:07:32.840 --> 00:07:34.680]   a committed Christian.
[00:07:34.680 --> 00:07:37.140]   A man who threatened to murder
[00:07:37.140 --> 00:07:39.720]   Rand Paul's children to gut them
[00:07:39.720 --> 00:07:41.760]   and smear their intestines
[00:07:41.760 --> 00:07:44.360]   everywhere is an Obama supporting
[00:07:44.360 --> 00:07:45.960]   Berkeley resident.
[00:07:45.960 --> 00:07:47.960]   Of course he is, and now he's
[00:07:47.960 --> 00:07:50.280]   facing 10 years in prison with his
[00:07:50.280 --> 00:07:51.520]   ironic glasses.
[00:07:51.520 --> 00:07:57.240]   We've got so
[00:07:57.240 --> 00:07:59.560]   much to break down here.
[00:07:59.560 --> 00:08:01.400]   We've got Brian Ross is leaving
[00:08:01.400 --> 00:08:02.720]   ABC News after botched
[00:08:02.720 --> 00:08:04.600]   Michael Flynn report, where he
[00:08:04.600 --> 00:08:05.480]   lied and said,
[00:08:05.480 --> 00:08:07.400]   Flynn admits he's a Russian agent
[00:08:07.400 --> 00:08:08.840]   and it's all coming out.
[00:08:08.840 --> 00:08:10.200]   Trump is a Russian agent,
[00:08:10.200 --> 00:08:10.920]   total hoax.
[00:08:10.920 --> 00:08:13.280]   Joy Behar, just got the news, yay.
[00:08:13.280 --> 00:08:14.720]   Trump's a Russian agent,
[00:08:14.720 --> 00:08:15.560]   total proof.
[00:08:15.560 --> 00:08:17.160]   Tom Arnold, his lawyer admits
[00:08:17.160 --> 00:08:18.560]   they're Russian agents,
[00:08:18.560 --> 00:08:20.560]   I'm going to have him on, total lie.
[00:08:20.560 --> 00:08:21.640]   Hoaxing, hoaxing,
[00:08:21.640 --> 00:08:22.920]   hoaxing by the hoaxers.
[00:08:22.920 --> 00:08:24.800]   Otto warns that the existence of
[00:08:24.800 --> 00:08:26.760]   the UN, EU, and NATO, that means
[00:08:26.760 --> 00:08:29.040]   world government, are threatened,
[00:08:29.040 --> 00:08:29.800]   that's AP.
[00:08:29.800 --> 00:08:34.720]   We got all these Republicans and
[00:08:34.720 --> 00:08:36.720]   Trump officials being harassed
[00:08:36.720 --> 00:08:37.640]   everywhere.
[00:08:37.640 --> 00:08:39.280]   Scott Pruitt becomes the latest
[00:08:39.280 --> 00:08:41.040]   official to be harassed at the EPA
[00:08:41.040 --> 00:08:42.040]   at a restaurant.
[00:08:42.040 --> 00:08:43.600]   It's all coming out, and
[00:08:43.600 --> 00:08:45.560]   there's a secret Roe v Wade film
[00:08:45.560 --> 00:08:47.400]   filming right now with a lot of
[00:08:47.400 --> 00:08:49.600]   top stars shooting in New Orleans.
[00:08:49.600 --> 00:08:50.960]   I hadn't heard anything about that.
[00:08:50.960 --> 00:08:54.240]   So we're going to be getting into
[00:08:54.240 --> 00:08:56.480]   all of those corollary issues, but
[00:08:56.480 --> 00:08:58.520]   let me, ladies and gentlemen,
[00:08:58.520 --> 00:09:00.520]   let me give you the biggest news
[00:09:00.520 --> 00:09:02.760]   concerning the fight with the deep
[00:09:02.760 --> 00:09:04.600]   state that I have covered in
[00:09:04.600 --> 00:09:05.960]   this program, and
[00:09:05.960 --> 00:09:08.320]   the fight with the deep state that
[00:09:08.320 --> 00:09:10.920]   I have covered in a long, long time.
[00:09:10.920 --> 00:09:13.920]   I've got a lot of good contacts
[00:09:13.920 --> 00:09:17.280]   inside Trump world at the highest
[00:09:17.280 --> 00:09:18.280]   levels.
[00:09:18.280 --> 00:09:21.120]   And now that Kelly is receding
[00:09:21.120 --> 00:09:23.440]   towards being put out to pasture,
[00:09:23.440 --> 00:09:25.860]   those contacts have been heating up
[00:09:25.860 --> 00:09:27.760]   and have been particularly
[00:09:27.760 --> 00:09:28.960]   revealing.
[00:09:28.960 --> 00:09:31.520]   So let me give you bombshell,
[00:09:31.520 --> 00:09:34.800]   first look, information with myself
[00:09:34.800 --> 00:09:37.200]   and Roger Stone right now.
[00:09:37.200 --> 00:09:39.560]   It's on Infowars.com,
[00:09:39.560 --> 00:09:41.960]   it's on Newswars.com.
[00:09:41.960 --> 00:09:43.960]   I've tweeted it out as well.
[00:09:43.960 --> 00:09:47.480]   To Paul Joseph Watson's story,
[00:09:47.480 --> 00:09:50.080]   I relayed the information directly
[00:09:50.080 --> 00:09:52.560]   to him, Trump to go after Mueller
[00:09:52.560 --> 00:09:54.560]   for 9/11 Saudi cover up.
[00:09:54.560 --> 00:09:57.240]   Now you'll remember in January of
[00:09:57.240 --> 00:09:59.600]   this year, here is the Leanne
[00:09:59.600 --> 00:10:02.320]   McAdoo report on that next year's
[00:10:02.320 --> 00:10:04.480]   news today or the news of six
[00:10:04.480 --> 00:10:06.320]   months from now today.
[00:10:06.320 --> 00:10:07.640]   Mueller's 9/11 cover up,
[00:10:07.640 --> 00:10:08.480]   it's in action.
[00:10:08.480 --> 00:10:10.280]   There's Leanne McAdoo's report on
[00:10:10.280 --> 00:10:12.000]   that, it's been in local Florida
[00:10:12.000 --> 00:10:13.520]   papers and other places that
[00:10:13.520 --> 00:10:15.360]   Mueller ordered the cover up that
[00:10:15.360 --> 00:10:16.320]   Congress knew.
[00:10:16.320 --> 00:10:17.920]   FBI found direct ties between
[00:10:17.920 --> 00:10:19.840]   9/11 hijackers and Saudis living
[00:10:19.840 --> 00:10:21.840]   in Florida, Congress kept it dark.
[00:10:21.840 --> 00:10:23.400]   That's all the stuff we covered,
[00:10:23.400 --> 00:10:24.720]   how they got bin Laden out of
[00:10:24.720 --> 00:10:26.320]   the country, how they protected
[00:10:26.320 --> 00:10:27.880]   him, and who gave the orders in
[00:10:27.880 --> 00:10:29.640]   the Justice Department to do that?
[00:10:29.640 --> 00:10:31.240]   This goes to the Clintons,
[00:10:31.240 --> 00:10:33.000]   the Bushes, the Muellers,
[00:10:33.000 --> 00:10:35.440]   the Comey's, the entire deep state.
[00:10:35.440 --> 00:10:38.400]   Okay, so that is all about to come
[00:10:38.400 --> 00:10:41.080]   out, and so when you see some of
[00:10:41.080 --> 00:10:43.960]   the families of 9/11 victims on
[00:10:43.960 --> 00:10:46.440]   Tucker Carlson saying Mueller
[00:10:46.440 --> 00:10:48.680]   ordered that we couldn't have
[00:10:48.680 --> 00:10:51.120]   our lawsuit, he shut it down.
[00:10:51.120 --> 00:10:52.400]   He had the FBI not released
[00:10:52.400 --> 00:10:53.360]   the information.
[00:10:53.360 --> 00:10:55.240]   That is just the doorway to this.
[00:10:55.240 --> 00:10:57.040]   And so what I'm relaying to you is
[00:10:57.040 --> 00:10:58.920]   Trump, regardless of what the deep
[00:10:58.920 --> 00:10:59.640]   state does,
[00:10:59.640 --> 00:11:01.400]   it's just going to bring everything
[00:11:01.400 --> 00:11:02.960]   out, but he had to first get some
[00:11:02.960 --> 00:11:04.360]   Supreme Court justices in,
[00:11:04.360 --> 00:11:05.680]   turn the economy around,
[00:11:05.680 --> 00:11:07.160]   show everybody he was real.
[00:11:07.160 --> 00:11:09.920]   And now he's preparing to not drain
[00:11:09.920 --> 00:11:13.000]   the swamp, but basically napalm it,
[00:11:13.000 --> 00:11:14.360]   carpet bomb it.
[00:11:14.360 --> 00:11:16.240]   I mean, I don't know what you want
[00:11:16.240 --> 00:11:18.200]   to call this, but I have been told
[00:11:18.200 --> 00:11:19.760]   that this is the gateway to
[00:11:19.760 --> 00:11:20.760]   the traction.
[00:11:20.760 --> 00:11:22.480]   That's how Trump does it,
[00:11:22.480 --> 00:11:24.600]   he enters it at one irrefutable
[00:11:24.600 --> 00:11:26.760]   point that they covered up what
[00:11:26.760 --> 00:11:29.400]   happened on 9/11, that they blocked
[00:11:29.400 --> 00:11:31.320]   the lawsuits, that Mueller was
[00:11:31.320 --> 00:11:33.200]   the guy that quarterbacked all
[00:11:33.200 --> 00:11:35.200]   that, and then he quarterbacked
[00:11:35.200 --> 00:11:37.000]   the entire cover up brought in
[00:11:37.000 --> 00:11:38.560]   two days after 9/11.
[00:11:38.560 --> 00:11:40.160]   And that it goes into Saudi Arabia,
[00:11:40.160 --> 00:11:41.280]   it goes into the Bushes,
[00:11:41.280 --> 00:11:42.520]   it goes into the Clintons,
[00:11:42.520 --> 00:11:43.720]   who set it up beforehand.
[00:11:43.720 --> 00:11:45.220]   It goes into Saudi Arabia,
[00:11:45.220 --> 00:11:46.040]   Al Qaeda, and
[00:11:46.040 --> 00:11:48.000]   Trump has them dead to rights.
[00:11:48.000 --> 00:11:49.080]   He has all the documents,
[00:11:49.080 --> 00:11:50.400]   he has all the admissions, and
[00:11:50.400 --> 00:11:51.480]   he's letting them know,
[00:11:51.480 --> 00:11:52.920]   I have the ace of spades.
[00:11:52.920 --> 00:11:54.480]   So just like Trump back, and
[00:11:54.480 --> 00:11:55.840]   we'll pull the clip up,
[00:11:55.840 --> 00:11:57.360]   during one of the debates,
[00:11:57.360 --> 00:11:58.600]   told Jeb Bush, yeah,
[00:11:58.600 --> 00:12:00.400]   your brother did a terrible job on
[00:12:00.400 --> 00:12:01.720]   9/11 standing down,
[00:12:01.720 --> 00:12:03.820]   the next day he dropped out.
[00:12:03.820 --> 00:12:05.000]   So we're going to play that clip
[00:12:05.000 --> 00:12:05.500]   coming up,
[00:12:05.500 --> 00:12:06.900]   the media criticized Trump.
[00:12:06.900 --> 00:12:08.400]   Trump famously called into CNN
[00:12:08.400 --> 00:12:10.100]   a week after 9/11 and said, boy,
[00:12:10.100 --> 00:12:11.860]   those buildings sure felt strange,
[00:12:11.860 --> 00:12:13.260]   like there was bombs in them.
[00:12:13.260 --> 00:12:15.140]   He wanted everything on record that
[00:12:15.140 --> 00:12:15.700]   he knew.
[00:12:15.700 --> 00:12:18.180]   So, Deep State working with radical
[00:12:18.180 --> 00:12:21.080]   criminal Islam, involved in 9/11,
[00:12:21.080 --> 00:12:22.940]   the stand down, all of it,
[00:12:22.940 --> 00:12:24.280]   the CIA building,
[00:12:24.280 --> 00:12:26.780]   building seven getting blown up.
[00:12:26.780 --> 00:12:28.480]   Trump is preparing, and
[00:12:28.480 --> 00:12:30.240]   he wants you to know, and
[00:12:30.240 --> 00:12:31.540]   wants us to know.
[00:12:31.540 --> 00:12:33.540]   And I am the individual that is
[00:12:33.540 --> 00:12:35.700]   supposed to say the super hard,
[00:12:35.700 --> 00:12:37.700]   dangerous things up front,
[00:12:37.700 --> 00:12:39.140]   I'm very honored.
[00:12:39.140 --> 00:12:40.860]   I've asked for that position,
[00:12:40.860 --> 00:12:42.660]   it's very honorable position,
[00:12:42.660 --> 00:12:44.260]   very dangerous position.
[00:12:44.260 --> 00:12:45.620]   But yeah, there's the video,
[00:12:45.620 --> 00:12:47.260]   Donald Trump 9/11 bombs exploded in
[00:12:47.260 --> 00:12:48.340]   the WTC towers, boom.
[00:12:48.340 --> 00:12:50.180]   So Trump's very smart laying his
[00:12:50.180 --> 00:12:52.060]   breadcrumbs to the point where he
[00:12:52.060 --> 00:12:54.100]   could turn around and go after him,
[00:12:54.100 --> 00:12:56.020]   he knows everything about this.
[00:12:57.020 --> 00:12:58.140]   So I bring you now for
[00:12:58.140 --> 00:12:59.840]   this segment, the next Roger Stone.
[00:12:59.840 --> 00:13:02.280]   Roger, I don't think we can hype
[00:13:02.280 --> 00:13:04.660]   this enough how big this is, and
[00:13:04.660 --> 00:13:05.960]   how huge this is.
[00:13:05.960 --> 00:13:07.920]   I called you last night at 1030
[00:13:07.920 --> 00:13:09.600]   after I got off the phone and
[00:13:09.600 --> 00:13:11.640]   then received the information.
[00:13:11.640 --> 00:13:13.080]   You said that you were getting
[00:13:13.080 --> 00:13:14.760]   concurrent info, and this is just
[00:13:14.760 --> 00:13:16.200]   the beginning of Trump's big
[00:13:16.200 --> 00:13:17.640]   rollout, his ace of spades.
[00:13:17.640 --> 00:13:18.960]   I mean, would you call this,
[00:13:18.960 --> 00:13:20.320]   the economy's his real ace of
[00:13:20.320 --> 00:13:21.920]   spades, and telling the truth is
[00:13:21.920 --> 00:13:22.720]   ace of spades.
[00:13:22.720 --> 00:13:24.560]   But when it comes to devastating
[00:13:24.560 --> 00:13:26.360]   the Deep State, this torpedo,
[00:13:26.360 --> 00:13:28.320]   this black arrow into the heart of
[00:13:28.320 --> 00:13:30.500]   smog, I mean, this is what needs to
[00:13:30.500 --> 00:13:32.680]   be done for justice, but it's also
[00:13:32.680 --> 00:13:34.680]   must strike complete fear into
