[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[06:35.000 --> 06:40.000]  We're going to have Jerome Corsi on tonight. We'll find out what's coming up on his show tonight.
[06:40.000 --> 06:45.000]  I love seeing Fox promote somebody like Napolitano, because he tells the truth.
[06:45.000 --> 06:49.000]  He's a constitutionalist. He was against Bush when he was pushing tyranny.
[06:49.000 --> 06:53.000]  He's against Obama when he's pushing tyranny. He talks about the New World Order.
[06:53.000 --> 06:56.000]  If you've just joined us, we were discussing the TSA in the last segment.
[06:56.000 --> 07:02.000]  You were getting into Ron Paul, who you interviewed last night, and his Jeffersonian argument against the TSA.
[07:02.000 --> 07:06.000]  Well, Ron Paul made the same argument that Jefferson did, which is interestingly,
[07:06.000 --> 07:13.000]  the same argument that the now iconic heroic young man from San Diego made at the San Diego Airport two weeks ago,
[07:13.000 --> 07:17.000]  when he said, don't touch my junk, referring to his private parts.
[07:17.000 --> 07:24.000]  If I can't do it to you, then I can't give the government the power to do it to you.
[07:24.000 --> 07:28.000]  If you take a swing at me, I can take a swing back.
[07:28.000 --> 07:33.000]  But I can't invite you onto my property and presume the right to touch your private parts
[07:33.000 --> 07:36.000]  as a condition of your coming onto the property.
[07:36.000 --> 07:41.000]  Stated differently, the only powers the government has are the powers we give it.
[07:41.000 --> 07:45.000]  And the only powers we give it are the powers that we have to give it.
[07:45.000 --> 07:53.000]  We don't have the power to touch someone else in their private parts against their will, no matter what they're doing.
[07:53.000 --> 07:59.000]  This is a sexual assault, whether it's done by the gardener, by a school teacher, by a member of the clergy,
[07:59.000 --> 08:02.000]  or by somebody wearing a government uniform.
[08:02.000 --> 08:09.000]  Congressman Paul not only articulated that so nicely on my show, he introduced a piece of legislation that's ten lines long,
[08:09.000 --> 08:13.000]  which would stop this in a heartbeat, but it will never see the heart of day.
[08:13.000 --> 08:22.000]  Why do you think Speaker-designate John Boehner, who flies commercial from Cincinnati to Washington
[08:22.000 --> 08:27.000]  several days a week, was permitted to walk around the scanners and around the Gropers?
[08:27.000 --> 08:30.000]  Is it because they recognize him? Well, of course they recognize him.
[08:30.000 --> 08:33.000]  It's because they want him on their side.
[08:33.000 --> 08:36.000]  You group a member of Congress, he's going to vote against us.
[08:36.000 --> 08:40.000]  You let him walk around the Gropers, he's going to say, ah, go ahead, keep us safe.
[08:40.000 --> 08:44.000]  So this is true discrimination at its heart.
[08:44.000 --> 08:48.000]  But what about my point that this violates the Ninth and Tenth Amendment?
[08:48.000 --> 08:50.000]  I guess that goes to the Jeffersonians going.
[08:50.000 --> 08:55.000]  The Ninth Amendment says that the powers not given to the federal government are retained by the states and the people,
[08:55.000 --> 09:01.000]  and we never gave the Constitution nowhere gave the federal government the power to keep us safe.
[09:01.000 --> 09:04.000]  That is the obligation of the individuals and of the states.
[09:04.000 --> 09:11.000]  And the Ninth Amendment says, just because we have enumerated certain rights in this Constitution,
[09:11.000 --> 09:15.000]  it doesn't mean that there are other natural rights that the people don't have.
[09:15.000 --> 09:22.000]  Stated differently, your right to bodily integrity. You have it whether it's mentioned in the Constitution or not.
[09:22.000 --> 09:23.000]  It's a natural right.
[09:23.000 --> 09:26.000]  So Judge, what is this attempt then? What do you think is behind this?
[09:26.000 --> 09:30.000]  They know brazenly ordering them to put their hands down the pants now
[09:30.000 --> 09:34.000]  and to record our naked images of our body, which they've been caught doing.
[09:34.000 --> 09:39.000]  They know this is 180 degrees polar opposite of a Liberty culture.
[09:39.000 --> 09:45.000]  It's a tyranny culture. So is this the furor precept that Bush tried where they said, well,
[09:45.000 --> 09:49.000]  it's not illegal when the president does it, you know, tortures illegal,
[09:49.000 --> 09:51.000]  but it's not illegal if the president orders it.
[09:51.000 --> 09:56.000]  Is this just more of this control freak religion of pushing it to the limit?
[09:56.000 --> 10:03.000]  It's more of a control freak progressive with an uppercase T religion that the government can do whatever it wants.
[10:03.000 --> 10:06.000]  Look, this morning there were two polls, very dismay.
[10:06.000 --> 10:11.000]  One said two-thirds of the American public doesn't object to the porn or the group.
[10:11.000 --> 10:15.000]  Well, most of the public doesn't fly every day and they haven't exposed to this.
[10:15.000 --> 10:22.000]  But the more terrifying one is that 53% of Americans think the government is operating outside the Constitution.
[10:22.000 --> 10:27.000]  And aren't doing anything about it. If the government is operating outside the Constitution,
[10:27.000 --> 10:32.000]  it's time to change the government. I mean, that's about as reckless a thing as you can be.
[10:32.000 --> 10:38.000]  The Constitution equals the rule of law. If the government is not obeying the rule of law, how can it impose laws upon us?
[10:38.000 --> 10:46.000]  The problem with the Boehner exception to the TSA, should it make an exception from Madonna or Derek Gier or somebody else that's well-known,
[10:46.000 --> 10:51.000]  is that these bureaucrats are making up rules on the spot and then making exceptions to the rules on the spot.
[10:51.000 --> 10:59.000]  That is a power that is not theirs to have. Only the commerce can make law and it can only do it after a legitimate debate and a vote by the peoples represented.
[10:59.000 --> 11:04.000]  So it's judge, jury, and executioner. I think the establishment is going to lose this fight.
[11:04.000 --> 11:10.000]  I mean, I really see this becoming a focal point of peoples' anger in general.
[11:10.000 --> 11:15.000]  You know, I agree with you, Alex, and I've seen some people that I'm surprised to see on our side.
[11:15.000 --> 11:22.000]  Former Senator Rick Santorum, who almost always sided with big government, sounded like Alex Jones this morning.
[11:22.000 --> 11:30.000]  Peter King, Republican Congressman from Long Island, who always sides with security, said the TSA has become the enemy of the American people.
[11:30.000 --> 11:35.000]  Congressman John Micah, who wrote the TSA legislation, says, we have to change this immediately.
[11:35.000 --> 11:44.000]  I think this is starting to sink in across the board. It knows no ideological, no ethnic, no gender line.
[11:44.000 --> 11:52.000]  I think the American public is saying enough is enough. But one person isn't listening and he could stop this with a phone call.
[11:52.000 --> 12:03.000]  And that's the president who wants to induce us to conform to his way of behaving and thinking, just like his predecessor.
[12:03.000 --> 12:16.000]  That's Barack H. Obama, and they do want to back off now because they understand if they continue the fight, it's only going to have the American people come together, and that's what they're threatened by.
[12:16.000 --> 12:31.000]  Speaking of Ron Paul, Judge, I had him on during the first hour, and I went over the Washington Post headline where they talk about, you know, using a war to fix the economy of the David Broder article.
[12:31.000 --> 12:49.000]  I went over the Rand Corporation two years ago, our article at prisonplanet.com, talking about how they need a larger war so that the dollar stays strong and so that countries basically go along with the formation of this corporate world government.
[12:49.000 --> 13:03.000]  And Ron Paul agreed with me. He said that certainly we have to look at the military industrial complex staging this provocation, not that North Korea is good. They're probably the most evil country on Earth, this hereditary dictatorship.
[13:03.000 --> 13:15.000]  But going into their waters, engaging in a naval exercise, firing artillery near their shore, when the North had warned them, that's clearly a provocation. What's your take on this?
[13:15.000 --> 13:28.000]  My take on it is that the president, that all presidents love war, except if Ron Paul became president, because they know that war is the health of the state, that people will pay more taxes, give up their liberty and unite behind the soldiers no matter what the outcome.
[13:28.000 --> 13:39.000]  They falsely believe that war will help the economy. It's beyond me how taxing people to purchase equipment and then destroying the equipment helps the economy.
[13:39.000 --> 13:49.000]  But this is a myth that has been perpetrated since Woodrow Wilson, reinforced by FDR, used by George W. Bush, and we're about to see if Barack Obama can use it.
[13:49.000 --> 14:02.000]  Fortunately, this is not in our backyard. It is 10,000 miles away, and there are voices in both parties on both sides of the aisle are saying, no, no, no, no, we're not going to do this again. Ron Paul is leading the charge.
[14:02.000 --> 14:12.000]  All right, judge, I've got a few other final questions for you and then tell us about what's coming up tonight on the TV show. Glenn Beck, who I've been critical of on many fronts because he's flip-flopped over the years.
[14:12.000 --> 14:21.000]  You have it. That's why I support you and your libertarian views. We're very close to each other. But I'm not trying to attack Glenn. He's given you a big platform to really tell the truth.
[14:21.000 --> 14:32.000]  But two weeks ago, as you know, he came out, he read the quotes by Obama and Clinton officials saying how great a terror attack would be, how it would help them.
[14:32.000 --> 14:39.000]  He read the newsletters where they're demonizing Glenn and myself saying we're going to cause an Oklahoma City attack.
[14:39.000 --> 14:49.000]  And he went ahead and said these people, this is a quote, are planning another Oklahoma City to be blamed on the Liberty Movement.
[14:49.000 --> 14:55.000]  That's a big bold shift for Glenn Beck. What's your take on him coming out and talking about false flag terror?
[14:55.000 --> 15:03.000]  Well, I'm a close friend of Glenn's. Obviously, I don't have any control over what he says on this show, but I appear with him a lot.
[15:03.000 --> 15:10.000]  I fill in for him on television when he's not here. And I share a lot of his views.
[15:10.000 --> 15:24.000]  I don't know anything about what he just said, but I do believe that this government would welcome the type of conflagration that we have seen in the past if it would help it become more authoritarian,
[15:24.000 --> 15:31.000]  particularly now with the loss of the House and with a filibuster positive number that the Republicans have.
[15:31.000 --> 15:34.000]  And I carry no water for them, as you know, in the Senate.
[15:34.000 --> 15:41.000]  The president is going to have to rule by decree. And the easiest way for him to rule by decree is to accompany his decree with fear.
[15:41.000 --> 15:46.000]  And the easiest way to get that fear is to look the other way if somebody assaults us.
[15:46.000 --> 16:09.000]  This is our last chance to not relive history.
[16:09.000 --> 16:14.000]  As we're finishing off this agenda, we're pulling the rug from underneath the Americans at home.
[16:14.000 --> 16:20.000]  I've turned an innocent influence on our president in Congress, and they really are calling the shots.
[16:20.000 --> 16:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[16:25.000 --> 16:28.000]  Full of the Republic identifies the enemies of our nation.
[16:28.000 --> 16:35.000]  The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[16:35.000 --> 16:39.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches.
[16:39.000 --> 16:42.000]  And the Congress is saying, who do we make the check out to?
[16:42.000 --> 16:44.000]  The day seems like nobody does care.
[16:44.000 --> 16:49.000]  And right now in Washington, DC, we have seen a fall of the Republic.
[16:49.000 --> 16:54.000]  Get your copy of Fall of the Republic on DVD at infowars.com.
[16:54.000 --> 17:00.000]  We're watching online right now in super high quality at prisonplanet.tv.
[17:00.000 --> 17:02.000]  Hello friends, this is Alex Jones.
[17:02.000 --> 17:05.000]  You've heard me talk about Calden five-star subs for years.
[17:05.000 --> 17:11.000]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[17:11.000 --> 17:14.000]  By factory direct shipped via UPS right to your door.
[17:14.000 --> 17:20.000]  Check them out on the web at fivestarsope.com or call 800-340-7091.
[17:20.000 --> 17:22.000]  Take my word for it.
[17:22.000 --> 17:24.000]  Once you've used pure soap, you won't buy anything else.
[17:24.000 --> 17:31.000]  Since 1947, Calden soap company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[17:31.000 --> 17:34.000]  Buy American and stay clean as well as support info wars.
[17:34.000 --> 17:39.000]  Visit fivestarsope.com today or call 1-800-340-7091.
[17:39.000 --> 17:41.000]  Well Marty, what do you have to say?
[17:41.000 --> 17:49.000]  As founder and owner for over 63 years, satisfaction is guaranteed on double your dirt back.
[17:49.000 --> 17:59.000]  Call us at 1-800-340-7091 for a free catalog or visit our website fivestarsope.com.
[17:59.000 --> 18:09.000]  Thank you.
[18:29.000 --> 18:32.000]  4. Dangerous weather is always a threat to local grids.
[18:32.000 --> 18:36.000]  Every year, thousands of families lose their power from weather-related onages.
[18:36.000 --> 18:41.000]  5. A solar power generator provides powerful backup insurance and peace of mind.
[18:41.000 --> 18:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[18:46.000 --> 18:50.000]  You can get more information at www.mysolarbackup.com.
[18:50.000 --> 18:52.000]  That's mysolarbackup.com.
[18:52.000 --> 19:00.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[19:22.000 --> 19:28.000]  Closing the doors and shutting her down tomorrow.
[19:28.000 --> 19:34.000]  I'm looking for America.
[19:34.000 --> 19:39.000]  Wear American and be proud. Go to gusset.com forward slash America.
[19:39.000 --> 19:43.000]  Land on a free and my home of the brave.
[19:43.000 --> 19:49.000]  Seems like I just woke up one day and it was gone.
[19:49.000 --> 20:01.000]  Again, go to gusset.com forward slash America today.
[20:01.000 --> 20:05.000]  Coast to coast, direct from Austin.
[20:05.000 --> 20:11.000]  You're listening to the Alex Jones Broadcasting Network.
[20:11.000 --> 20:18.000]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[20:18.000 --> 20:24.000]  You're listening to the Alex Jones Show.
[20:24.000 --> 20:38.000]  Ladies and gentlemen, I couldn't think of a better time to have Congressman Ron Paul on with us.
[20:38.000 --> 20:40.000]  He's only with us about 20 minutes.
[20:40.000 --> 20:46.000]  I want to get into the Korea situation, the TSA, the quantitative easing to the monetization of debt.
[20:46.000 --> 20:52.000]  I want to get into Rand Paul winning and what that signifies, the fact that Ron Paul and Rand Paul have announced
[20:52.000 --> 20:58.000]  that they're not going to be joining the Tea Party Caucus because some of the leaders of it are people that voted for the bailout.
[20:58.000 --> 21:01.000]  We're going to be discussing all that. Congressman, thank you for joining us.
[21:01.000 --> 21:02.000]  Good to be with you again.
[21:02.000 --> 21:07.000]  Of that constellation of things I threw out, what do you think is most important right now?
[21:07.000 --> 21:14.000]  Well, the cause of liberty. That's always my number one goal and that is related to the deficit
[21:14.000 --> 21:18.000]  because the bigger the government, the more the government spends, the less liberty we have
[21:18.000 --> 21:22.000]  and that involves what we do overseas as well as what we do here.
[21:22.000 --> 21:28.000]  So it's been the same old story and of course that's closely related to our financial system and our Federal Reserve
[21:28.000 --> 21:33.000]  because it would have been brought to a halt if they couldn't have been counterfeiting the money.
[21:33.000 --> 21:40.000]  You know, I'm seeing Wall Street Journal, New York Times headlines every week now saying Ron Paul was right
[21:40.000 --> 21:49.000]  pointing out that everything you talked about in those debates and got laughed at by a minority of fools has now come true.
[21:49.000 --> 21:55.000]  What's your view on quantitative easing? Are you going to get the Banking Committee chairmanship?
[21:55.000 --> 21:59.000]  Where are you going in your interrogation of the Federal Reserve?
[21:59.000 --> 22:05.000]  Well, I'm assuming I'm going to get the chairmanship but, you know, until it's done you can't be absolutely positive
[22:05.000 --> 22:12.000]  but I'm working on the assumption that we will and I think most everybody will know where I stand on the Federal Reserve
[22:12.000 --> 22:17.000]  although my position is to abolish the Fed and I read a book called In the Fed.
[22:17.000 --> 22:25.000]  I also take a stand that, you know, even if I could, I wouldn't close the Federal Reserve in one day.
[22:25.000 --> 22:30.000]  I think they're going to close itself when they have a runaway inflation that destroyed a dollar and that's what's so dangerous
[22:30.000 --> 22:38.000]  but I would still argue the case for legalizing the Constitution and competition and allowing gold and silver to be legal tender.
[22:38.000 --> 22:45.000]  So everything they do is incorrect because they're managing the money supply and they're managing interest rates
[22:45.000 --> 22:47.000]  and that's where the source of the problem is.
[22:47.000 --> 22:54.000]  And just recently some Republicans have come out and they say, you know what we need to do is take away some of the responsibility of the Fed
[22:54.000 --> 23:04.000]  because since 1978 they were supposed to deal with unemployment which, you know, it's true that that was a silly thing to do
[23:04.000 --> 23:10.000]  and they give us our other ones who give us the unemployment, they can't produce employment
[23:10.000 --> 23:14.000]  but, you know, but removing that is almost irrelevant.
[23:14.000 --> 23:19.000]  It's the fact that they exist and manipulate interest rates and not mess around with the supply
[23:19.000 --> 23:26.000]  and some money supply and they're supposed to give us stable prices. Whether or not they have that additional mandate
[23:26.000 --> 23:29.000]  is missing the whole point. It's almost a distraction.
[23:29.000 --> 23:39.000]  Absolutely. I'm sure you noticed two weeks ago when the Chinese government said they want transparency on the Fed
[23:39.000 --> 23:47.000]  and basically called for an audit. We now have foreign governments and the biggest owner of our debt calling for some transparency of this group.
[23:47.000 --> 23:55.000]  Yeah, you know, sometimes when our Congress wants to tell other countries what to do, I object because we ought to mind our own business
[23:55.000 --> 24:00.000]  but, you know, if you've invested a trillion dollars or nearly a trillion dollars in our dollar
[24:00.000 --> 24:04.000]  they've almost earned the right to say something about our management of our dollar
[24:04.000 --> 24:09.000]  but the hypocrisy is for us to lecture China because we think their currency is too weak
[24:09.000 --> 24:13.000]  and that's all we do is work on weakening our currency.
[24:13.000 --> 24:21.000]  So it's going to, you know, come to a boil. I don't think it's good. I don't think it's good for the world.
[24:21.000 --> 24:27.000]  I don't think it's good for our economy and it's going to lead to a lot more trouble mainly
[24:27.000 --> 24:32.000]  because everybody has a fiat currency and everybody's trying to manage to maneuver somebody else
[24:32.000 --> 24:37.000]  and they just don't believe in sound money and they don't believe in free markets.
[24:37.000 --> 24:43.000]  Congressman, is this next session of Congress the new session starting next year with the Republican majority?
[24:43.000 --> 24:50.000]  Do you think in your gut this is going to be the Congress working with your son in the Senate
[24:50.000 --> 24:57.000]  that is finally going to get a real audit of the second largest holder of our debt, the private Federal Reserve?
[24:57.000 --> 25:03.000]  I think it's going to still be an issue. I think the auditing event will come up again.
[25:03.000 --> 25:10.000]  There'll be some more votes. We will get bits and pieces of information that we haven't had before,
[25:10.000 --> 25:17.000]  but a real audit, no, I'm not expecting it, but that doesn't diminish my desire to pursue the issue
[25:17.000 --> 25:22.000]  because, you know, even if we did finally get the votes in the Senate and came out in the bill,
[25:22.000 --> 25:28.000]  a president would probably veto it and if he didn't veto it, the Fed is going to stonewall us
[25:28.000 --> 25:33.000]  and they'll go to the courts and they'll get a favorable ruling on the courts that they don't have to do it.
[25:33.000 --> 25:41.000]  So it would go on and on. So it's more likely we're going to find out about the Fed when they self-destruct
[25:41.000 --> 25:45.000]  where they really just ruin the system and they no longer function and become irrelevant
[25:45.000 --> 25:51.000]  and people will be forced to use some sound money that is a use of gold and silver coins.
[25:51.000 --> 25:58.000]  I remember three years ago, two years ago, a year ago, you basically would precision as a medical doctor,
[25:58.000 --> 26:02.000]  as a congressman, as someone who studies economics and has won awards in that area,
[26:02.000 --> 26:13.000]  that as time went on you saw the self-destruction of this system through dollar devaluation coming.
[26:13.000 --> 26:19.000]  Obviously we're getting closer to that. What type of timeframe do you see, Congressman?
[26:19.000 --> 26:25.000]  Well, that's what's not possible to predict and everybody wants to know, investors need to know
[26:25.000 --> 26:30.000]  or they need to make estimates. I work on the assumption that it could come anytime
[26:30.000 --> 26:33.000]  because there's no foundation to our system, no foundation to our money,
[26:33.000 --> 26:39.000]  no support for the currency other than the promises of our politicians and the Federal Reserve
[26:39.000 --> 26:44.000]  and people are losing confidence in those entities constantly.
[26:44.000 --> 26:49.000]  But I think they tend to pull stuff out of the fire more than we ever dreamed.
[26:49.000 --> 26:55.000]  It doesn't deserve to exist and they've really messed it up and we have these tremendous deficits.
[26:55.000 --> 27:00.000]  I still think they could keep this thing going, you know, three, four, maybe even five years.
[27:00.000 --> 27:03.000]  But to say that, oh, okay, it's going to be safe.
[27:03.000 --> 27:08.000]  So if you see interest rates go up, why don't you go back into buying long-term bonds
[27:08.000 --> 27:15.000]  because, you know, in 10 or 15 years there will be no problems and you can have confidence in what they're doing.
[27:15.000 --> 27:18.000]  I think it's way too early to expect that.
[27:18.000 --> 27:23.000]  Well, is it accurate to say this is a debt black hole and we're seeing this now in Ireland,
[27:23.000 --> 27:27.000]  not just in Greece and Portugal and Spain, and that the bigger the bailouts,
[27:27.000 --> 27:31.000]  the more it just accelerates, you know, the final implosion?
[27:31.000 --> 27:34.000]  Yeah, and everything is based on the dollar.
[27:34.000 --> 27:41.000]  You know, we're in all this trouble yet they can't bail out these countries or states like California.
[27:41.000 --> 27:45.000]  Everybody gets bailed out, but the base is the dollar.
[27:45.000 --> 27:49.000]  The dollar is the reserve and we're still getting away with it.
[27:49.000 --> 27:52.000]  We're still printing the money and they're taking as much as China complains.
[27:52.000 --> 27:59.000]  They still, you know, buy some of our treasury debts that they use to, but they have so much and they don't want to crash it.
[27:59.000 --> 28:05.000]  But there's going to be a limit and the markets are more powerful than the governments and the central banks.
[28:05.000 --> 28:15.000]  I keep thinking back because I watched it so closely in the 70s and the 60s because they kept pretending that gold was as good as gold
[28:15.000 --> 28:21.000]  and it was at $35 an ounce, but finally the market overwhelmed no matter how many lies they told.
[28:21.000 --> 28:28.000]  People lost confidence in it and they had to quit the game because it wasn't people called them on it and they wanted their gold.
[28:28.000 --> 28:31.000]  So eventually that's going to happen again.
[28:59.000 --> 29:04.000]  Hi, this is Alex Jones.
[29:04.000 --> 29:10.000]  You've heard me talk about the delicious, easy to fix and very storable foods from eFoodsDirect.com.
[29:10.000 --> 29:14.000]  I've told you for years that eFoodsDirect has the best storable food on the planet.
[29:14.000 --> 29:18.000]  Now it's that time of year again and their holiday special is here.
[29:18.000 --> 29:25.000]  They have two holiday price packs for you to put into your reserves for a secure future or to share with others.
[29:25.000 --> 29:33.000]  The first is a six month bulk supply in tin cans and the second is a five week supply of quick and easy to fix meals,
[29:33.000 --> 29:37.000]  including delicious bakery items, shipped in heavy tote bags.
[29:37.000 --> 29:44.000]  Now for a limited time, when you order two or more of these special holiday packs, you'll get free shipping on your entire order.
[29:44.000 --> 30:00.000]  Call now 800-409-5633 or visit them at eFoodsDirect.com forward slash Alex.
[30:00.000 --> 30:03.000]  Folks, you've heard us talk about HomeGain before.
[30:03.000 --> 30:13.000]  HomeGain is now offering a special promo where you get up to $150 when you buy or sell a home with a HomeGain agent you find through their finder realtor program.
[30:13.000 --> 30:16.000]  HomeGain lets you compare realtors anonymously.
[30:16.000 --> 30:23.000]  It's easy. Go to HomeGain150.com to find and compare realtors anonymously.
[30:23.000 --> 30:30.000]  Enter promo code HomeGain150 and receive up to $150 when you close a deal with a HomeGain agent.
[30:30.000 --> 30:36.000]  Share the HomeGain150 promo code with your friends via Facebook, Twitter, text and more.
[30:36.000 --> 30:42.000]  Look for Max the HomeGain Gorilla to find out more about how HomeGain is going to pay you.
[30:42.000 --> 30:49.000]  Visit HomeGain150.com today to enter your promo code and get paid for buying or selling a house.
[30:49.000 --> 31:17.000]  That's H-O-M-E-G-A-I-N-150.com.
