[00:00:12.511 --> 00:00:14.211]  There is a war.
[00:02:58.009 --> 00:03:04.713]  This is indentured servitude for the Western world and for white people as a new second-class citizen.
[00:03:04.713 --> 00:03:06.814]  They're actually saying we're devils.
[00:03:06.814 --> 00:03:08.755]  Next it'll be, wear yellow stars.
[00:03:09.335 --> 00:03:14.477]  What if Bernie Sanders had said, Jews don't know what it's like to be poor, or Hispanics don't.
[00:03:14.477 --> 00:03:18.778]  It's so racist, but it's okay because it's against white people.
[00:03:18.778 --> 00:03:23.079]  This is total demonized white people come after white people.
[00:03:23.079 --> 00:03:28.501]  That will then cause whites to either submit to political correctness in the bullying and do whatever they're told, or
[00:03:29.465 --> 00:03:33.746]  They will turn into racists, ladies and gentlemen, and then join the other side.
[00:03:33.746 --> 00:03:34.407]  And that's what they do.
[00:03:34.407 --> 00:03:36.547]  They're setting up prison management.
[00:03:36.547 --> 00:03:39.928]  Prison management with people in different groups fighting with each other.
[00:03:39.928 --> 00:03:41.029]  We're gonna go to break.
[00:03:41.029 --> 00:03:42.549]  I'm gonna come back and break this down more.
[00:03:42.549 --> 00:03:46.730]  But first, here's that clip of Bernie Sanders in his own stinking words saying it.
[00:03:46.730 --> 00:03:52.752]  Some young people active in the Black Lives Matter movement.
[00:03:52.752 --> 00:03:54.293]  Young lady comes up to me.
[00:03:55.464 --> 00:04:02.608]  And she says, you don't understand what police do in certain black communities.
[00:04:02.608 --> 00:04:07.110]  You don't understand the degree to which we are terrorized.
[00:04:07.110 --> 00:04:16.394]  And I'm not just shooting, I'm not just talking about the horrible shootings that we have seen, which have got to end and we've got to hold police officers accountable.
[00:04:16.394 --> 00:04:22.958]  I'm just talking about everyday activities where police officers are bullying people.
[00:04:23.880 --> 00:04:35.042]  So, to answer your question, I would say, and I think it's similar to what the Secretary said, when you're white, you don't know what it's like to be living in a ghetto.
[00:04:35.042 --> 00:04:37.723]  You don't know what it's like to be poor.
[00:04:37.723 --> 00:04:44.184]  You don't know what it's like to be hassled when you walk down the street or you get dragged out of a car.
[00:04:44.184 --> 00:04:48.765]  And I believe that as a nation in the year 2016, we must be firm in making it clear
[00:04:52.077 --> 00:04:59.701]  We will end institutional racism and reform a broken criminal justice system.
[00:04:59.701 --> 00:05:03.903]  Donald Trump is shaking up the world order, and that's something we've needed for a very long time.
[00:05:03.903 --> 00:05:06.525]  For one thing, foreign diplomats are expressing alarm to U.S.
[00:05:06.525 --> 00:05:12.448]  government officials about what they claim are inflammatory and insulting public statements by Trump, according to senior U.S.
[00:05:12.448 --> 00:05:13.168]  officials.
[00:05:13.168 --> 00:05:18.031]  Officials from Europe, the Middle East, Latin America, and Asia have complained in recent private conversations about Trump's statements.
[00:05:18.371 --> 00:05:18.591]  U.S.
[00:05:18.591 --> 00:05:25.655]  officials said it was highly unusual for foreign diplomats to express concern, even privately, about candidates in the midst of a presidential campaign.
[00:05:25.655 --> 00:05:30.938]  Because they don't want to be seen as meddling in domestic politics, considering that they will have to work with whoever wins.
[00:05:30.938 --> 00:05:38.601]  Additionally, senior leaders in several countries, including Britain, Mexico, France, and Canada, have already made public comments criticizing Trump's positions.
[00:05:38.601 --> 00:05:39.442]  And that's a good thing.
[00:05:39.682 --> 00:05:43.325]  America needs to quit catering to foreign politicians who want to destroy U.S.
[00:05:43.325 --> 00:05:44.286]  national sovereignty.
[00:05:44.286 --> 00:05:48.210]  And America needs to be more concerned about the needs of American citizens first before a foreign diplomat.
[00:05:48.210 --> 00:05:56.017]  There's way too many Americans out there living from paycheck to paycheck to worry about what a bunch of crybaby foreign diplomats say during their fancy lobster dinners paid for by taxpayers.
[00:05:56.017 --> 00:05:59.040]  This is Kit Daniels reporting for InfoWurst.com.
[00:05:59.600 --> 00:06:00.561]  Hey, how you doing, Al?
[00:06:00.561 --> 00:06:01.121]  Good, brother.
[00:06:01.121 --> 00:06:03.063]  Just recently started using your products.
[00:06:03.063 --> 00:06:04.805]  Everything you said about them is correct.
[00:06:04.805 --> 00:06:08.828]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[00:06:08.828 --> 00:06:11.451]  Well, thank you, brother, because it also funds our operation.
[00:06:11.451 --> 00:06:13.873]  But doing that, I know I've got to have the highest quality.
[00:06:13.873 --> 00:06:21.680]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:06:21.940 --> 00:06:25.262]  We did a super male and a super female vitality.
[00:06:25.262 --> 00:06:26.803]  Big changes, a lot of energy.
[00:06:26.803 --> 00:06:29.705]  We've gotten off of the cheap energy drinks, energy shots.
[00:06:29.705 --> 00:06:31.506]  Saving a ton of money there.
[00:06:31.506 --> 00:06:37.309]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated.
[00:06:37.569 --> 00:06:39.330]  Or maximum potency.
[00:06:39.330 --> 00:06:51.355]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while but then burn you out in my experience where it's stuff that gets your glands naturally going goes right to the source so it's pretty exciting and I love it.
[00:06:51.355 --> 00:06:58.298]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[00:07:00.922 --> 00:07:04.705]  Thousands of years ago, there was a basic form of chivalry.
[00:07:04.705 --> 00:07:12.430]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:07:12.430 --> 00:07:21.036]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:07:21.036 --> 00:07:25.458]  But in the 21st century, there are silent weapons for quiet war.
[00:07:25.458 --> 00:07:30.642]  Pathenogens added to the food and water, to the lining of plastics that destroy our vitality,
[00:07:30.782 --> 00:07:31.423]  We're good.
[00:07:59.665 --> 00:08:01.886]  Ladies and gentlemen, again, Alex Jones here.
[00:08:01.886 --> 00:08:05.808]  I'm going to be live via Skype coming up during the noontime hour.
[00:08:05.808 --> 00:08:11.410]  Paul Joseph Watson is coming up in the next segment from London, England.
[00:08:11.410 --> 00:08:26.817]  Now, if you just joined us, I broke down the incredible racism, the incredible race war, the incredible divide and conquer, weaponized statements of Bernie Sanders saying white people don't know what it is like to be poor.
[00:08:26.817 --> 00:08:27.538]  Let's play that clip.
[00:08:28.840 --> 00:08:33.324]  You don't understand the degree to which we are terrorized.
[00:08:33.324 --> 00:08:42.612]  And I'm not just shooting, I'm not just talking about the horrible shootings that we have seen, which have got to end and we've got to hold police officers accountable.
[00:08:42.612 --> 00:08:49.197]  I'm just talking about everyday activities where police officers are bullying people.
[00:08:50.109 --> 00:09:01.273]  So, to answer your question, I would say, and I think it's similar to what the Secretary said, when you're white, you don't know what it's like to be living in a ghetto.
[00:09:01.273 --> 00:09:03.954]  You don't know what it's like to be poor.
[00:09:03.954 --> 00:09:09.796]  You don't know what it's like to be hassled when you walk down the street or you get dragged out of a car.
[00:09:09.796 --> 00:09:11.137]  Think about that.
[00:09:11.137 --> 00:09:13.958]  This is a script, folks, when Beyonce is at the
[00:09:15.822 --> 00:09:18.008]  Super Bowl with all this race baiting.
[00:09:18.008 --> 00:09:21.556]  It's a script when the Pope says it's racist if you don't open your borders.
[00:09:21.556 --> 00:09:24.002]  It's a script when they have all the big rappers.
[00:09:25.796 --> 00:09:26.756]  Pushing this.
[00:09:26.756 --> 00:09:31.698]  It's a script when they have the politicians out there promoting, go after the police, go after local government.
[00:09:31.698 --> 00:09:39.060]  This is the globalist collapsing borders, collapsing nation states, and bringing in third world populations that are weaponized.
[00:09:39.060 --> 00:09:45.182]  And also using indigenous populations and old beefs and old problems to then cause divide and conquer.
[00:09:45.182 --> 00:09:49.884]  Now I know you know that, but they're really doing it at a scale that is so brazen.
[00:09:50.584 --> 00:09:55.447]  So out in the open, so naked, it really could backfire on them.
[00:09:55.447 --> 00:09:57.689]  The story's up on InfoWars.com.
[00:09:57.689 --> 00:10:03.192]  Sanders steps in and declares white people just don't know what it's like to be poor.
[00:10:03.192 --> 00:10:05.934]  There are over 19 million white people
[00:10:06.614 --> 00:10:20.001]  Under the poverty line, sociologists and anthropologists have pointed out many times, you can look up the papers on this, that it's actually much higher because whites statistically are more prideful and do not like to get handouts and things like that.
[00:10:20.001 --> 00:10:21.481]  That's just a cultural thing.
[00:10:21.481 --> 00:10:27.084]  And so a lot of whites live in poverty, but basically live together with their parents or whatever and don't make a big deal out of it.
[00:10:27.084 --> 00:10:30.405]  So some estimates are that number is above 30 million.
[00:10:30.405 --> 00:10:35.048]  But regardless, there are twice as many poor whites as there are poor blacks.
[00:10:35.967 --> 00:10:48.912]  Ladies and gentlemen, that statement is so over-the-top, so disconnected from a bum like Bernie Sanders, who didn't have a paying job until he was 40 years old, in his own words, who's lived off other people's money.
[00:10:50.305 --> 00:11:04.808]  This is the elite playing class warfare and using race out in the open to distract the population, like blacks who have double the unemployment under Obama, to somehow blame it on the white guy next to them working at the factory.
[00:11:04.808 --> 00:11:11.050]  This is so sick, it's so evil, it is sowing seeds of unprecedented division.
[00:11:13.268 --> 00:11:15.611]  Shows you how truly evil these people are.
[00:11:15.611 --> 00:11:25.641]  And when you have a population that's so disconnected from reality, who's been so dumbed down as about half the public has, black, white, Hispanic, doesn't matter, it allows these type of lies to continue and flourish.
[00:11:25.641 --> 00:11:28.984]  There's a video up on InfoWars.com we're going to play in the second hour.
[00:11:28.984 --> 00:11:31.026]  It's on PrisonPlanet.com as well.
[00:11:31.026 --> 00:11:34.450]  With Mark Dice out there and the majority of people in California.
[00:11:35.703 --> 00:11:38.043]  Don't know what Washington, D.C.
[00:11:38.043 --> 00:11:39.184]  is named after.
[00:11:39.184 --> 00:11:46.005]  They don't know it's named after George Washington, first president of the United States, the guy who is on the dollar bill.
[00:11:46.005 --> 00:11:48.105]  They don't know any of that.
[00:11:48.105 --> 00:11:50.206]  They don't understand that.
[00:11:50.206 --> 00:11:53.366]  They are in their own world.
[00:11:53.366 --> 00:12:02.248]  And just hear racism, racism, just like they caught Democrats dressed up like basically Klan members and stuff saying that, you know, they hate Hispanics at Rand Paul events.
[00:12:03.717 --> 00:12:07.059]  They work for the campaign that was running against him.
[00:12:07.059 --> 00:12:23.752]  Now the anti-Trump people are going out handing out KKK signs and Heil Hitler signs at his events and even putting it on the news to then sit there and make quote minorities, who are the majority in most areas, feel like whites are after them and people are trying to get them.
[00:12:25.131 --> 00:12:33.856]  Then that makes minorities who would be conservative or libertarian feel like they're not welcome at the Tea Party or welcome with people like Donald Trump.
[00:12:33.856 --> 00:12:40.500]  When the vast majority of the people that are involved with Donald Trump, I know them, I'd say 90% are not racist.
[00:12:40.500 --> 00:12:42.641]  Whites are the most un-racist group out there.
[00:12:42.641 --> 00:12:45.122]  I grew up in a very multicultural area of Dallas.
[00:12:45.122 --> 00:12:45.782]  I know.
[00:12:45.782 --> 00:12:47.844]  And there were some racist white people.
[00:12:47.844 --> 00:12:48.964]  They were few and far between.
[00:12:48.964 --> 00:12:53.747]  Most of them were guilty and self-loathing and hating and groveling to prove they weren't racist.
[00:12:54.554 --> 00:12:55.994]  That's pretty much how I was raised.
[00:12:55.994 --> 00:13:00.636]  I love my parents, but boy, I was raised, you know, with white guilt.
[00:13:00.636 --> 00:13:03.256]  Ladies and gentlemen, my parents don't have that guilt anymore.
[00:13:03.256 --> 00:13:05.597]  They've seen through all the propaganda and the brainwashing.
[00:13:05.597 --> 00:13:07.478]  And a lot of people are waking up to this as well.
[00:13:07.478 --> 00:13:08.998]  But we're not becoming racist.
[00:13:08.998 --> 00:13:12.619]  We're just realizing how we've been demonized and how we've been attacked.
[00:13:12.619 --> 00:13:14.539]  And so this is really out of control.
[00:13:14.539 --> 00:13:23.342]  Then you've got Glenn Beck on the other side, going on Stephanopoulos, the Democrat Party operative, former Chief of Staff for Clinton, and openly saying,
[00:13:24.275 --> 00:13:32.299]  Openly saying that what we see with Trump is like the Hitler phenomenon and the Nazis come into power.
[00:13:32.299 --> 00:13:35.041]  This is a guy who said arrest Ron Paul supporters.
[00:13:35.041 --> 00:13:37.842]  Ron Paul's dangerous when he was at CNN and Fox.
[00:13:37.842 --> 00:13:40.323]  This is a guy who's always there and I don't want to demonize him.
[00:13:40.323 --> 00:13:43.745]  I don't want to fight with Glenn Beck, but I just can't put up with it anymore.
[00:13:43.745 --> 00:13:49.448]  He says Ron Paul was right and all this stuff when he was the guy that tried to destroy Ron Paul in that clip.
[00:13:49.448 --> 00:13:50.869]  We're going to play that clip right now.
[00:13:52.017 --> 00:13:55.978]  The GOP has one last chance to listen to the people.
[00:13:55.978 --> 00:14:02.340]  And the people, and I understand it, they're very, very angry because the GOP did not listen the first time around.
[00:14:02.340 --> 00:14:07.862]  They didn't listen to the Ron Paul people who are way ahead of the curve, then the Tea Party people, and they rubbed our nose in it.
[00:14:07.862 --> 00:14:09.522]  And they are tired.
[00:14:09.522 --> 00:14:11.903]  And they have created Donald Trump.
[00:14:12.743 --> 00:14:16.386]  The people are speaking clearly, and there's two ways to go.
[00:14:16.386 --> 00:14:21.989]  Anger and nationalism, which has been done before in history.
[00:14:21.989 --> 00:14:24.851]  And you can go for nationalism, you can go for anger.
[00:14:24.851 --> 00:14:27.553]  Donald Trump is Adolf Hitler?
[00:14:27.553 --> 00:14:35.478]  If you look at what's happening with Donald Trump and his playing to the lowest common denominator and to the anger in us,
[00:14:36.218 --> 00:14:40.539]  You know, Adolf Hitler, we all look at Adolf Hitler in 1940.
[00:14:40.539 --> 00:14:43.380]  We should look at Adolf Hitler in 1929.
[00:14:43.380 --> 00:14:48.241]  He was a kind of a funny kind of character that said the things that people were thinking.
[00:14:48.241 --> 00:14:51.882]  Where Donald Trump takes it, I have absolutely no idea.
[00:14:51.882 --> 00:14:55.503]  But Donald Trump is a dangerous man with the things that he has been saying.
[00:14:56.563 --> 00:15:04.347]  Americans have to see through this, but the very same paradigm of race war and divide and conquer is being played out in Europe as well.
[00:15:04.347 --> 00:15:08.430]  Now earlier I mentioned this is a prison policy system.
[00:15:08.430 --> 00:15:09.450]  That's what it is.
[00:15:09.450 --> 00:15:15.654]  The way they control prisons in Europe and the United States, where we have very diverse populations,
[00:15:16.619 --> 00:15:21.440]  Is they segregate people according to race and religion in some cases.
[00:15:21.440 --> 00:15:23.120]  They put the black Muslims over here.
[00:15:23.120 --> 00:15:25.761]  Blacks are basically forced to convert to Islam.
[00:15:25.761 --> 00:15:27.821]  They put the whites over here with the white supremacist.
[00:15:27.821 --> 00:15:32.982]  You're basically forced to get a swastika tattoo or they kill you or rape you.
[00:15:32.982 --> 00:15:35.622]  You're forced to join the Hispanic gangs.
[00:15:35.622 --> 00:15:44.604]  There are so few whites being born now and so few young whites that now the prisons, the white gangs give your mother
[00:15:45.616 --> 00:15:46.100]  Was.
[00:15:46.100 --> 00:15:46.241]  Why.
[00:15:47.193 --> 00:15:48.914]  I guess they're following the Jewish thing.
[00:15:48.914 --> 00:15:49.974]  They consider you white.
[00:15:49.974 --> 00:15:52.275]  I guess because of the mitochondrial DNA.
[00:15:52.275 --> 00:16:00.719]  And then they will let Hispanics, blacks, and others now join the white supremacists and choose that they want to be basically a division of that.
[00:16:00.719 --> 00:16:01.759]  That's what they're doing.
[00:16:01.759 --> 00:16:04.080]  So it's not based on free market, our country.
[00:16:04.080 --> 00:16:05.020]  Not based on property.
[00:16:05.020 --> 00:16:06.201]  Not based on family.
[00:16:06.201 --> 00:16:07.601]  Not based on religious freedom.
[00:16:07.601 --> 00:16:14.104]  It's based on what race you are and the local mafia chief that works with the government who sits over you.
[00:16:14.104 --> 00:16:16.125]  The warden is the government, the federal government.
[00:16:17.324 --> 00:16:20.587]  And the states are like the jail guards and the local governments.
[00:16:20.587 --> 00:16:25.773]  And then we all are in a huge prison grid being surveilled and being watched, being played off against each other.
[00:16:25.773 --> 00:16:28.735]  And the British wrote books on the subject over 200 years ago.
[00:16:28.735 --> 00:16:31.098]  It's called The Great Game.
[00:16:31.098 --> 00:16:32.880]  Look up The Great Game.
[00:16:32.880 --> 00:16:36.824]  How they controlled India with the different tribes, the different religions, the different groups.
[00:16:38.344 --> 00:16:46.708]  In Africa, like in Nigeria, they have the prisons segregated Muslim, Christian, Animist, folks that worship nature, and that's how they control people.
[00:16:46.708 --> 00:16:50.530]  Very same genetics, very same background, they all kill each other.
[00:16:50.530 --> 00:16:57.493]  It's tribalism being manipulated and instilled for social engineering by sick people like Bernie Sanders.
[00:16:57.493 --> 00:17:00.194]  Let's play that clip one more time where he says white people
[00:17:01.229 --> 00:17:03.310]  White people don't know what it's like to be poor.
[00:17:03.310 --> 00:17:04.310]  Talk about racist.
[00:17:04.310 --> 00:17:06.030]  Talk about demonizing whites.
[00:17:06.030 --> 00:17:08.511]  This is sick.
[00:17:08.511 --> 00:17:13.012]  You don't understand the degree to which we are terrorized.
[00:17:13.012 --> 00:17:22.295]  And I'm not just shooting, I'm not just talking about the horrible shootings that we have seen, which have got to end and we've got to hold police officers accountable.
[00:17:22.295 --> 00:17:28.877]  I'm just talking about everyday activities where police officers are bullying people.
[00:17:29.804 --> 00:17:40.953]  So, to answer your question, I would say, and I think it's similar to what the Secretary said, when you're white, you don't know what it's like to be living in a ghetto.
[00:17:40.953 --> 00:17:43.635]  You don't know what it's like to be poor.
[00:17:43.635 --> 00:17:50.280]  You don't know what it's like to be hassled when you walk down the street or you get dragged out of a car.
[00:17:50.280 --> 00:17:55.244]  So Glenn Beck says you're basically part of Hitler's movement if you support Trump.
[00:17:55.244 --> 00:17:57.786]  And the Democrats are handing out signs saying, Heil Hitler.
[00:17:58.809 --> 00:17:59.290]  at the event.
[00:17:59.290 --> 00:18:01.392]  See how they're all coordinated?
[00:18:01.392 --> 00:18:04.615]  And now Glenn Beck's the darling on ABC News and everywhere else.
[00:18:05.646 --> 00:18:07.848]  This is how they have controlled opposition.
[00:18:07.848 --> 00:18:29.908]  And I was told by insiders at Fox six years ago, and by people that have worked for Beck, these aren't disgruntled folks, these are people that have gone on to run major companies, and who were big before they ever met Beck, that Glenn Beck was designed to be the anti-Alex Jones, and that Glenn Beck is obsessed with me, and tracks everything we do, and tries to co-op what we do, and is there basically to destroy the Liberty Message and control it.
[00:18:30.789 --> 00:18:34.790]  Now, I've always said he still does some good, but overall he doesn't do good now.
[00:18:34.790 --> 00:18:36.470]  He's trying to kill populism.
[00:18:36.470 --> 00:18:37.811]  I like Ted Cruz.
[00:18:37.811 --> 00:18:41.672]  And I realize why I've started to not like Ted Cruz is because Glenn Beck supports him.
[00:18:41.672 --> 00:18:51.374]  And I think that's the cherry on top of why I don't trust Ted Cruz with his CFR wife and Goldman Sachs background being top Bush insiders who help write trade deals and the rest of it.
[00:18:52.193 --> 00:18:54.894]  Is that you have the globalist history where he came from.
[00:18:54.894 --> 00:18:56.855]  He's been good since he's been in the Senate.
[00:18:56.855 --> 00:18:58.815]  But he could be the ultimate sleeper cell.
[00:18:58.815 --> 00:19:01.116]  I trust him less than Donald Trump.
[00:19:01.116 --> 00:19:03.857]  And let's be clear, I'm watching Donald Trump closely.
[00:19:03.857 --> 00:19:06.738]  But the globalists are legitimately scared to death of him for a reason.
[00:19:06.738 --> 00:19:11.500]  And that's why they're using weaponized media and really brutal, sick tactics against folks.
[00:19:12.040 --> 00:19:32.660]  I talked about it yesterday, I'm going to talk about it more when I'm live with Watson in the next hour, but I'm talking to friends, family, neighbors, you name it, where people are singing Beyonce, mainly young black kids, 11, 12, 13, 14, at parks and in schools and on the streets and breaking into things and threatening to attack people and just coming up to white groups of people and getting in their faces.
[00:19:33.200 --> 00:19:37.621]  Saying black power, why do you better get out of here in just mainstream areas?
[00:19:37.621 --> 00:19:38.821]  This is so sad.
[00:19:38.821 --> 00:19:40.141]  It's so hurtful.
[00:19:40.141 --> 00:19:40.941]  It's such division.
[00:19:40.941 --> 00:19:48.043]  Just like the Klan embarrasses me, black folks need to be embarrassed of these racists that have been programmed, these young idiots, and reach out to them and explain what's happening.
[00:19:48.043 --> 00:19:51.223]  We'll be back on the other side with Paul Joseph Watson live from London.
[00:19:51.223 --> 00:19:54.384]  Then I'll be back Skyping and coming up in the noon hour and more.
[00:19:54.384 --> 00:19:55.124]  Stay with us.
[00:19:55.124 --> 00:19:59.165]  If you're watching this transmission, no matter what race, color or creed you are, you are the resistance.
[00:20:02.932 --> 00:20:07.736]  Hey, I rode the elevator with you, but I don't work on the upper floors.
[00:20:07.736 --> 00:20:14.602]  I just want to squeeze in there right next to you, so the RFID scanner in my pocket can capture all your personal information.
[00:20:14.602 --> 00:20:18.085]  Your debit and credit cards, even your work ID badge.
[00:20:18.085 --> 00:20:21.027]  So your identity is now my identity.
[00:20:21.027 --> 00:20:21.488]  Going up.
[00:20:22.408 --> 00:20:30.390]  So am I. For over 10 years, ID Stronghold has pioneered RFID-blocking wallets and ID badge holders for consumers, the U.S.
[00:20:30.390 --> 00:20:33.671]  military, and even the Executive Office of the President.
[00:20:33.671 --> 00:20:35.812]  Shouldn't you be protected too?
[00:20:35.812 --> 00:20:40.793]  ID Stronghold wallets cost about the same as wallets in most stores, but give you extra protection.
[00:20:40.793 --> 00:20:43.814]  I'm Wal Augustinowitz, founder and CEO of ID Stronghold.
[00:20:43.814 --> 00:20:45.895]  Don't be a victim of electronic pickpocketing.
[00:20:45.895 --> 00:20:50.056]  Protect yourself from crimes you can't see with ID Stronghold wallets, card sleeves, and purses.
[00:20:50.276 --> 00:20:56.666]  Visit IDStronghold.com and get the original RFID blocking wallets and badge holders.
[00:20:56.666 --> 00:20:58.088]  IDStronghold.com
[00:21:00.060 --> 00:21:04.402]  Biochemistry determines your mood, memory, energy, and endurance.
[00:21:04.402 --> 00:21:07.423]  Your body's primary metabolic function is to make protein.
[00:21:07.423 --> 00:21:10.365]  One World Way is a unique, non-denatured protein.
[00:21:10.365 --> 00:21:18.748]  This enables your body to have virtually 100% utilization, whereas typical whey protein powders offer no more than 18% utilization of protein.
[00:21:18.748 --> 00:21:21.870]  One World Way also delivers life-giving frequencies to your cells.
[00:21:21.870 --> 00:21:27.212]  The net result for so many people is improved energy, mood, and elimination of pain from inflammation.
[00:21:27.432 --> 00:21:31.874]  This technologically enhanced One World Way has been really amazing for me.
[00:21:31.874 --> 00:21:38.476]  I'm 36 years old, and for the past several years, I've been struggling with lack of energy, drive, and stamina.
[00:21:38.476 --> 00:21:42.298]  And after just two weeks on this product, I'm feeling so much more energy.
[00:21:42.298 --> 00:21:48.580]  My yoga practice has deepened, and as a massage therapist, I'm able to see more clients than I've been able to in years.
[00:21:48.580 --> 00:21:51.521]  I've never felt results that quick with anything I've ever taken.
[00:21:51.721 --> 00:21:56.389]  Call 888-988-3325 or visit oneworldway.com.
[00:21:56.389 --> 00:21:58.933]  That's oneworld, W-H-E-Y dot com.
[00:21:59.605 --> 00:22:09.047]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[00:22:09.047 --> 00:22:13.468]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[00:22:13.468 --> 00:22:19.550]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[00:22:19.550 --> 00:22:22.330]  Buy now at DefenderShield.com.
[00:22:22.330 --> 00:22:24.731]  For 10% off, use promo code GCN.
[00:22:24.731 --> 00:22:28.252]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[00:22:29.249 --> 00:22:32.310]  My dad was 59 when he collapsed from a heart attack late last year.
[00:22:32.310 --> 00:22:34.931]  Just this past August was when we spread his ashes on the St.
[00:22:34.931 --> 00:22:35.691]  Croix River.
[00:22:35.691 --> 00:22:37.912]  I loved my dad, but boy was he stubborn.
[00:22:37.912 --> 00:22:40.873]  He hadn't been to the doctor in over 25 years.
[00:22:40.873 --> 00:22:41.753]  His excuse?
[00:22:41.753 --> 00:22:43.094]  He simply couldn't afford it.
[00:22:43.094 --> 00:22:44.694]  He wasn't a rich man by any means.
[00:22:44.694 --> 00:22:50.456]  At less than $107 per month, LibertyOnCall.org would have been the perfect alternative for my father.
[00:22:50.456 --> 00:22:51.496]  Don't wait.
[00:22:51.496 --> 00:22:54.157]  Go to LibertyOnCall.org right now.
[00:22:54.157 --> 00:22:56.638]  For not just your sake, but for the sake of your loved ones.
[00:22:56.638 --> 00:22:58.239]  Again, that's LibertyOnCall.org.
[00:22:59.219 --> 00:23:06.001]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[00:23:06.001 --> 00:23:10.263]  Since 2005, thousands have depended on Berkey Purified Water.
[00:23:10.263 --> 00:23:14.884]  The Berkey guy provides the lowest price filtration systems in every size.
[00:23:14.884 --> 00:23:20.386]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:23:20.386 --> 00:23:20.446]  877-886-3653.
[00:23:20.446 --> 00:23:20.906]  GoBerkey.com.
[00:23:28.909 --> 00:23:32.372]  So you've got to take a state construction license exam or certification.
[00:23:32.372 --> 00:23:34.814]  Can't decide on what books or what chapters to study?
[00:23:34.814 --> 00:23:39.357]  Discover right now how you can eliminate unnecessary books and wasted study time.
