[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[11:38.000 --> 12:01.000]  It's impossible that both passports would survive. Even one is one in a trillion probably or more, one in tractigillian for that matter. And the fact that they would find them, that is like saying you found a real live garden gnome smoking a pipe in your backyard.
[12:01.000 --> 12:14.000]  Or you found a real live bunny rabbit laying eggs on Easter morning. Folks, it's not true. And then I could go into hundreds, literally hundreds of other things about 9-11 that are lies.
[12:14.000 --> 12:26.000]  And then they lie to you about WMDs and they lie to you about everything else and they get caught because the Federal Reserve is private and has totally taken the federal government and the mainstream media over.
[12:26.000 --> 12:38.000]  And there is no lie, they won't feed you. Hey, did Al Qaeda and Project Shad take thousands of U.S. troops and in many cases kill them with chemical, biologicals and radiologicals?
[12:38.000 --> 12:49.000]  I'm asking you that question. Are you going to look up Project Shad? I'm sure you've heard of testing lethal substances on troops and foster children. Did Al Qaeda do that?
[12:49.000 --> 12:57.000]  No, the supposed people that run our government did it. And I raise this because here it is in the New America today.
[12:57.000 --> 13:14.000]  Circuit Court grants qualified immunity to torture memos, author John Yu, White House lawyer and advisor, who said we can bury people alive, we can crush someone's child's sexual organs in front of them to make them talk.
[13:14.000 --> 13:23.000]  Bush authorized the torture. When people got caught doing it, they were sent to prison and then Bush published a book two years ago bragging he ordered the torture.
[13:23.000 --> 13:43.000]  But they sent the people who got caught to prison. And the Army's own report, the Army's own report, just look up Army report on Abu Ghraib torture, one of hundreds of camps worldwide, black sites, admits children, just type in children were raped in U.S. camps.
[13:43.000 --> 13:53.000]  And it is admitted, the Army's own report, and I cannot say on air what they did to these children, but it involved battery acid in orifices.
[13:53.000 --> 14:07.000]  Now, if you think raping children with battery acid is good, then, and I heard a good old boy call in at local talk radio this week, and he said those people over there won't do what we want.
[14:07.000 --> 14:15.000]  We ought to just kill all of them. Really, did you know our government put in the radical Muslims in every major country after World War II?
[14:15.000 --> 14:22.000]  I mean, you didn't know about Operation Ajax. Look it up. Our government isn't our government. They don't want those countries to do well.
[14:22.000 --> 14:37.000]  Our government put Al Qaeda in charge of Libya, LA Times, New York Times, Washington Post. So stop telling me I need to give up all my rights because magic passports fall from the sky, and our criminal government ships guns to Mexico to blame the Second Amendment.
[14:37.000 --> 14:47.000]  Just like they ship Muslim extremists in to take my rights. Just like they ship guns by the tens of thousands and hand grenades to Mexico to try to ban guns.
[14:47.000 --> 14:58.000]  And those documents have now been released that they were and still blamed on the Second Amendment. They also, the government on record, put the underwear bomber on the plane, clearly drugged out of his mind.
[14:58.000 --> 15:06.000]  It was all a big setup. Our witnesses saw it on the plane. We broke it here first. It was admitted in congressional testimony.
[15:06.000 --> 15:21.000]  And now, what has FBI, federal marshals, and state police sent me, amongst others, that have made national news over and over again, that people never believe the first few days until the federal government has asked about it, and they say, yeah, that's our document.
[15:21.000 --> 15:30.000]  We're investigating, and they're going to arrest whoever released it, as if you can arrest whistleblowers for your criminal activity. But you're sure trying.
[15:30.000 --> 15:40.000]  Who is the number one terror threat? They tell you it's for Muslims with turbines on their heads, who they go and torture to confess the things that happened when they were in prison.
[15:40.000 --> 15:52.000]  Returning veterans, gun owners, libertarians, Ron Paul supporters, Alex Jones, people like that, get us out of the UN stickers. This whole thing is for you.
[15:52.000 --> 16:00.000]  And they now said last week the war on terror is over, but the TSA is going to be on the streets, sticking their hands down your pants.
[16:23.000 --> 16:30.000]  They call it a survival seed bank, and it can produce an endless supply of nutrient dense food for you and your family.
[16:30.000 --> 16:38.000]  And here's the best part. These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[16:38.000 --> 16:57.000]  So visit them today at survivalseedbank.com. That's survivalseedbank.com, or give them a call at 877-327-0365. That's 877-327-0365. Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[16:57.000 --> 17:00.000]  This is Alex Jones for survivalseedbank.com.
[17:00.000 --> 17:16.000]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[17:16.000 --> 17:21.000]  My name is Mario Safaldi, and I'm the developer of the Silver Lungs Generator.
[17:21.000 --> 17:33.000]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[17:33.000 --> 17:41.000]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[17:41.000 --> 17:51.000]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.silverlungs.com to learn more about how the Silver Lungs System works.
[17:51.000 --> 18:13.000]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[18:21.000 --> 18:28.000]  The fuel saver works on all gas, diesel, even propane engines. Easy do-it-yourself installation in about 15 minutes.
[18:28.000 --> 18:36.000]  And the best part? No engine modifications, no computer chipping, no running wires, no chemicals, no water, no running costs, and no maintenance.
[18:36.000 --> 18:39.000]  And these fuel savers come complete with all parts and accessories.
[18:39.000 --> 18:54.000]  See how it works at airfusionsystems.com, spelled A-I-R-F-U-S-I-O-N systems.com, or call 888-887-9981, 888-887-9981.
[18:54.000 --> 19:10.000]  Save fuel, save money, save Earth.
[19:24.000 --> 19:28.000]  And we'll be just as delicious in 25 years as the ones you cook tonight.
[19:28.000 --> 19:30.000]  Is it affordable? Absolutely.
[19:30.000 --> 19:35.000]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[19:35.000 --> 19:41.000]  See the comparison at eFoodsDirect.com forward slash Alex, or call 800-409-5633.
[19:41.000 --> 19:46.000]  My friends, as crazy as this world is today, you'd be nuts to not get a storeable food supply.
[19:46.000 --> 19:51.000]  Give eFoods Direct a call and order one of the Alex Jones Family Packs and test it out today.
[19:51.000 --> 20:01.000]  Start your journey of food independence today at eFoodsDirect.com forward slash Alex, or call 800-409-5633.
[20:01.000 --> 20:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:10.000 --> 20:16.000]  From the front lines of the Information War, it's Alex Jones.
[20:16.000 --> 20:30.000]  Alright, here's the deal. I want to get into all the other news because it's big.
[20:30.000 --> 20:34.000]  What you're about to hear is so hardcore, it's off the chart.
[20:34.000 --> 20:39.000]  I hope everybody pays attention to this information and checks it out for themselves.
[20:39.000 --> 20:41.000]  But here's the deal.
[20:41.000 --> 20:47.000]  We got secret documents four years ago that we then published that were confirmed to be accurate.
[20:47.000 --> 20:50.000]  Mayak Homeland Security documents and many others.
[20:50.000 --> 20:54.000]  All at infowars.com, the good people inside the system sent us.
[20:54.000 --> 20:59.000]  Where they said, we don't even see Al Qaeda as a threat.
[20:59.000 --> 21:02.000]  We're not even going to deal with it, not even 1% of our time.
[21:02.000 --> 21:04.000]  That's a PR function.
[21:04.000 --> 21:12.000]  The number one threat is returning veterans, libertarians, conservatives, gun owners, Amish, landowners.
[21:12.000 --> 21:16.000]  Basically, people like Hank Williams Jr.
[21:16.000 --> 21:18.000]  Hank Williams Jr. is evil.
[21:18.000 --> 21:20.000]  Okay, Charlie Daniels evil.
[21:20.000 --> 21:23.000]  George Washington evil. Alex Jones evil. Ron Paul evil.
[21:23.000 --> 21:26.000]  Ron Paul's mentioned in these documentary filmmakers.
[21:26.000 --> 21:28.000]  I've been mentioned in reports.
[21:28.000 --> 21:34.000]  And this is what they do. If you understand the game plan, you're the enemy.
[21:34.000 --> 21:40.000]  Because America has been conquered not by a foreign army, but by a corptocracy.
[21:40.000 --> 21:45.000]  Same one that's captured Europe and they now brag they've captured it.
[21:45.000 --> 21:50.000]  And it's so frustrating to see adults go around like children.
[21:50.000 --> 21:58.000]  And to see fathers with their sons and daughters at the gym, with their mothers loving, upstanding good people.
[21:58.000 --> 22:00.000]  And to tell they're totally naive.
[22:00.000 --> 22:03.000]  And to go to church and talk to naive people.
[22:03.000 --> 22:05.000]  And to just see them everywhere.
[22:05.000 --> 22:09.000]  And you talk to people, they're either awake or they have no idea.
[22:09.000 --> 22:11.000]  They really believe the media cares about them.
[22:11.000 --> 22:15.000]  They really believe the government loves them and is run by a bunch of good people.
[22:15.000 --> 22:19.000]  Or they understand we're not in Kansas anymore.
[22:19.000 --> 22:21.000]  And this is what's frustrating.
[22:21.000 --> 22:23.000]  This is what's frustrating to me.
[22:23.000 --> 22:30.000]  Is that we have such incredibly corrupt individuals in control of our society.
[22:30.000 --> 22:33.000]  They've been caught lying, cheating, stealing.
[22:33.000 --> 22:39.000]  They're involved trying to destroy our economy to consolidate it on record.
[22:39.000 --> 22:42.000]  While posing as our saviors.
[22:42.000 --> 22:45.000]  And they're propped up by the system.
[22:45.000 --> 22:49.000]  I mean, I saw photos of Obama's big campaign kickoff.
[22:49.000 --> 22:53.000]  There must have been in a big sports stadium, no more than 2,000 people there.
[22:53.000 --> 22:56.000]  I mean, if I did a free event, it'd have 10,000 people at it.
[22:56.000 --> 22:59.000]  I mean, I have paid events where 2,000 show up.
[22:59.000 --> 23:02.000]  I mean, every time we have an event, we have to turn people away.
[23:02.000 --> 23:08.000]  I've never had an event that didn't sell out that I know of.
[23:08.000 --> 23:14.000]  But again, I don't have the big corporate horror media telling everybody that I'm, you know,
[23:14.000 --> 23:18.000]  God's gift to this green earth.
[23:18.000 --> 23:23.000]  Ron Paul can have 10,000, 15,000, 5,000, no media coverage.
[23:23.000 --> 23:25.000]  Mitt Romney has to pay a few hundred to be there.
[23:25.000 --> 23:27.000]  Same thing with Obama.
[23:27.000 --> 23:28.000]  It's a joke.
[23:28.000 --> 23:31.000]  Now did Obama have giant throngs out there by the millions when he got inaugurated?
[23:31.000 --> 23:35.000]  Yeah, they all thought they were about to get a free house, free car, free everything.
[23:35.000 --> 23:38.000]  People would go to the town halls when he was president-elect and say,
[23:38.000 --> 23:40.000]  I'm going to get a free house.
[23:40.000 --> 23:43.000]  I'm going to get a free car and he'd go, yes, you are my little sweetie.
[23:43.000 --> 23:47.000]  Of course you got the opposite, didn't you?
[23:47.000 --> 23:55.000]  I mean, every new president, it just gets worse because the level of deception is so off the charts.
[23:55.000 --> 24:05.000]  What is the big point I want to get here to before I get to the top news and then give the number out to take your calls out of our guest joining us in studio?
[24:05.000 --> 24:12.000]  It is so elementary and that's why it's hard for some people to get.
[24:12.000 --> 24:18.000]  It is so simple that it's hard for some people to grasp.
[24:18.000 --> 24:26.000]  Because if you just take what you're being fed at face value, you have no way to ever even understand what's happening to you.
[24:26.000 --> 24:30.000]  But if you just change your perspective by a few degrees and study history,
[24:30.000 --> 24:36.000]  anybody that's read a wide spectrum of history knows exactly what's happening right now.
[24:36.000 --> 24:45.000]  Criminal elements are staging terror attacks and other events to pose as saviors to take our liberties and our freedoms.
[24:45.000 --> 24:52.000]  And now 10 years after the stage events of 9-11, you notice what I told you four or five years ago has now been announced.
[24:52.000 --> 24:56.000]  All over New York Times, Washington Post seeing in every day now.
[24:56.000 --> 25:00.000]  The Atlantic this week, it's the war on terror against Al Qaeda is over.
[25:00.000 --> 25:02.000]  It's been basically one.
[25:02.000 --> 25:07.000]  I almost said that at Bagram Air Base in Afghanistan last week.
[25:07.000 --> 25:13.000]  But then, but the war against the domestic terrorist has just begun and they're about to strike.
[25:13.000 --> 25:17.000]  And they're telling the local police the gun owners are about to start killing you.
[25:17.000 --> 25:19.000]  The veterans are going to attack you.
[25:19.000 --> 25:21.000]  That's what all the training manuals say.
[25:21.000 --> 25:29.000]  And they're buying giant wheeled armored and treaded armored vehicles that look like something out of a science fiction movie with Homeland Security on the side.
[25:29.000 --> 25:37.000]  Federalizing the local police, federalizing the local SWAT teams, openly shutting down Chicago for the NATO summit and any other globalist event.
[25:37.000 --> 25:44.000]  They're saying TSA body scanners on street corners, searches everywhere, bill of rights suspended, no protest allowed.
[25:44.000 --> 25:51.000]  And they're having these meetings every few months in different cities and they bring in cops from all over to train them for martial law.
[25:51.000 --> 25:55.000]  It's little mini martial laws.
[25:55.000 --> 26:01.000]  And they say the war on terror is over, but the TSA is going to be in every city of the U.S.
[26:01.000 --> 26:07.000]  They're now in San Antonio, Houston and Dallas, on the streets searching randomly at checkpoints.
[26:07.000 --> 26:14.000]  They're bringing in several hundred armored pill boxes to set up on the highways, mobile armored pill boxes.
[26:14.000 --> 26:16.000]  It's all over the news, warrantless searches.
[26:16.000 --> 26:23.000]  They just, I watched a movie yesterday while I was on the treadmill jogging.
[26:23.000 --> 26:25.000]  I forget the name of it. It's like every movie.
[26:25.000 --> 26:29.000]  I watch action movies when I'm jogging because I can jog further on the treadmill when I'm doing that.
[26:29.000 --> 26:32.000]  It's like listening to rock and roll when you jog on the street.
[26:32.000 --> 26:34.000]  But it's too many cars on the street to do it.
[26:34.000 --> 26:41.000]  But the point is, I was watching a movie and they go, oh, it's just a routine police checkpoint.
[26:41.000 --> 26:44.000]  They're out in the countryside and the spies running away from some other spies.
[26:44.000 --> 26:48.000]  And oh, it's just a routine police checkpoint, the driver of the car that she's with says.
[26:48.000 --> 26:53.000]  It's just a routine. And it's routine to show black ski mask and checkpoints in all the movies.
[26:53.000 --> 26:55.000]  Every movie in the Bill of Rights is bad.
[26:55.000 --> 26:58.000]  You're being bombarded. You're being conditioned.
[26:58.000 --> 27:02.000]  And rolling over to it is losing and failing.
[27:02.000 --> 27:05.000]  Men, life is not watching ESPN and acting tough.
[27:05.000 --> 27:09.000]  Life is not just being a corporate yes man and getting ahead.
[27:09.000 --> 27:13.000]  That's not how you get ahead. It's why America is getting behind.
[27:13.000 --> 27:19.000]  And in the final equation, this is what I'm trying to say to you.
[27:19.000 --> 27:22.000]  The war on terror was always a war on America.
[27:22.000 --> 27:24.000]  It was always a war on your liberty.
[27:24.000 --> 27:27.000]  It was always a system to overthrow the Bill of Rights and Constitution.
[27:27.000 --> 27:30.000]  The Rand Corporation said two years before 9-11.
[27:30.000 --> 27:33.000]  They write most of the big white papers for DARPA and the Pentagon.
[27:33.000 --> 27:35.000]  It's openly foreign bank run.
[27:35.000 --> 27:38.000]  The troops aren't evil, but those running them are.
[27:38.000 --> 27:42.000]  They said, we're going to use terrorism to take everybody's liberties.
[27:42.000 --> 27:44.000]  Here's how we're going to federalize the police.
[27:44.000 --> 27:46.000]  Here's how we're going to put threat fusion centers in.
[27:46.000 --> 27:48.000]  The big terror attacks will hit in the next few years.
[27:48.000 --> 27:51.000]  And when we do, we're going to take everybody's freedom.
[27:51.000 --> 27:54.000]  Dick Cheney wrote the PNAC documents, September 20, 2000.
[27:54.000 --> 27:58.000]  He said we need a Pearl Harbor-style event to transform America into a police state
[27:58.000 --> 28:00.000]  and launch global government.
[28:00.000 --> 28:02.000]  I just gave you the name of the document.
[28:02.000 --> 28:05.000]  Rebuilding America's defenses, September 20, 2000.
[28:05.000 --> 28:06.000]  Read it.
[28:06.000 --> 28:11.000]  He said we'll also use race-specific bioweapons in the next phase to call the population.
[28:11.000 --> 28:13.000]  Read it.
[28:13.000 --> 28:21.000]  Even my own local paper, as bad as it is, covered that back in September of 2000.
[28:21.000 --> 28:23.000]  One year before 9-11.
[28:23.000 --> 28:26.000]  This is the real world.
[28:26.000 --> 28:29.000]  Not the fantasy land you get from television every day.
[28:29.000 --> 28:31.000]  This is the real world.
[28:31.000 --> 28:38.000]  So the war on terror they're telling you is over, but the TSA and the feds are going to be everywhere on you
[28:38.000 --> 28:40.000]  because you're the terrorist.
[28:40.000 --> 28:43.000]  These big, giant black tanks, they're for you.
[28:43.000 --> 28:47.000]  And now they admit, oh, we are getting ready for civil unrest and mass arrests.
[28:47.000 --> 28:55.000]  When we come back, Obama mentor called for killing 25 million Americans in reeducation camps.
[28:55.000 --> 28:57.000]  We have the documents.
[28:57.000 --> 29:21.000]  I'm going to cover that.
[29:28.000 --> 29:29.000]  Easy to set up and use.
[29:29.000 --> 29:31.000]  Doesn't require electricity.
[29:31.000 --> 29:34.000]  Purify water from lakes, streams, ponds and wells.
[29:34.000 --> 29:37.000]  This filter system leaves in beneficial minerals, which is key.
[29:37.000 --> 29:41.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[29:41.000 --> 29:44.000]  Propure is the best gravity-fed filter out there.
[29:44.000 --> 29:46.000]  It's what my family uses.
[29:46.000 --> 29:49.000]  Infowars.com already has the lowest price on propure.
[29:49.000 --> 29:55.000]  But if you add the promo code WATER at checkout, you get an additional 10% off at infowars.com.
[29:55.000 --> 30:00.000]  You can also call to order 888-253-3139.
[30:00.000 --> 30:07.000]  When you're out on the road, the last place you want to be is on the road.
[30:07.000 --> 30:12.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[30:12.000 --> 30:21.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[30:21.000 --> 30:29.000]  They so pride in every stitch, guarantee you love the way they fit.
[30:29.000 --> 30:34.000]  They put a diamond gusset in the crotch where you need it most.
[30:34.000 --> 30:39.000]  Blue diamond gussets got it, others don't.
[30:39.000 --> 30:41.000]  We turned jeans inside out.
[30:41.000 --> 30:43.000]  Diamond gusset jeans.
[30:43.000 --> 30:46.000]  Made in the USA with unparalleled quality.
[30:46.000 --> 30:50.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection.
[30:50.000 --> 30:52.000]  So you can ride all day with confidence.
[30:52.000 --> 30:55.000]  Order yours at gusset.com.
[30:55.000 --> 31:21.000]  Diamond gusset jeans got it, others don't.
[31:25.000 --> 31:29.000]  Call 800-340-7091 for a free catalog.
[31:29.000 --> 31:35.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[31:35.000 --> 31:40.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[31:40.000 --> 31:42.000]  This is an amazing deal.
[31:42.000 --> 31:47.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[31:47.000 --> 31:56.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[32:18.000 --> 32:27.000]  This food is compact, making it easy to store some away and will be just as delicious in 25 years as the ones you cook tonight.
[32:27.000 --> 32:29.000]  Is it affordable? Absolutely.
[32:29.000 --> 32:34.000]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[32:34.000 --> 32:41.000]  See the comparison at eFoodsDirect.com forward slash Alex or call 800-409-5633.
[32:41.000 --> 32:46.000]  My friends, as crazy as this world is today, you'd be nuts to not get a storeable food supply.
[32:46.000 --> 32:51.000]  Give eFoodsDirect a call and order one of the Alex Jones Family Packs and test it out today.
[32:51.000 --> 33:20.000]  Start your journey of food independence today at eFoodsDirect.com forward slash Alex or call 800-409-5633.
[33:20.000 --> 33:24.000]  Thank you for joining us on this live Sunday edition.
[33:24.000 --> 33:33.000]  We're going to look at the government crime syndicate stage terror attack of Oklahoma City in the last 45 minutes of the second hour.
[33:33.000 --> 33:39.000]  Coming up in the next segment, the segment after that, we're going to be taking your phone calls on any of these issues I've raised.
[33:39.000 --> 33:50.000]  The total three number to join us is 877-89 Alex. That's 877-789-2539. First-time callers. I want to add that point.
[33:50.000 --> 34:00.000]  877-789 Alex is the Sunday number different than the weekday show because we can completely produce the show right here in this office on Sundays.
[34:00.000 --> 34:06.000]  Still some of it gets done up in Minnesota on the weekdays, 12 noon symbols when that show kicks off.
[34:06.000 --> 34:20.000]  Look, a story like this that I covered Thursday and then I then covered Friday on the Friday show is so huge that it's just like the NDAA,
[34:20.000 --> 34:26.000]  where Obama asked Congress to pass a law saying he could secretly arrest and disappear Americans.
[34:26.000 --> 34:31.000]  And that's what the bill said. Constitutional law scholars came out and said that's what it said.
[34:31.000 --> 34:41.000]  Authors admitted that's what it said. And the public said it can't be real. And the corporate media said it couldn't be real until after they passed it.
[34:41.000 --> 34:47.000]  And they said, oh yeah, that's for you. Well, that just shows the government's totally criminal and illegitimate.
[34:47.000 --> 34:55.000]  And remember, the war on terror now is not about al-Qaeda. They're the good guys given control of Libya. They're using them to attack Syria.
[34:55.000 --> 35:01.000]  They keep saying Assad's not being nice and the ceasefire al-Qaeda is breaking it, blowing up police stations.
[35:01.000 --> 35:07.000]  But that's like buried in the news. I'm no fan of Assad. I could care less except the globalists, not America,
[35:07.000 --> 35:13.000]  but the globalists that have used our wealth to put military bases in 130-something countries.
[35:13.000 --> 35:20.000]  You ever seen the map of the world with U.S. military bases on it? Those aren't U.S. bases. Those are banker bases.
