[00:00.000 --> 00:26.000]  Infowars, tomorrow's news, today.
[04:15.000 --> 04:20.000]  We'll be back with more on the other side, but we salute the truckers and others in Canada.
[04:20.000 --> 04:26.000]  Canada is now like Australia, the front lines of the fight against the great reset and the New World Order.
[04:26.000 --> 04:45.000]  The small fringe minority of people who are on their way to Ottawa or who are holding unacceptable views that they're expressing do not represent the views of Canadians
[04:45.000 --> 05:00.000]  who have been there for each other who know that following the science and stepping up to protect each other is the best way to continue to ensure our freedoms, our rights, our values as a country.
[05:00.000 --> 05:16.000]  Neutropics is a fancy way of saying brain pill and it is the fastest growing market and supplements in the world for good reason. There are a lot of amazing compounds out there, some healthy, some non, that do incredible things in our brains.
[05:16.000 --> 05:26.000]  And we've tried them all, we've researched them all and we will not sell you anything that is linked to any problems or any type of toxicity or any type of extreme hangovers.
[05:26.000 --> 05:32.000]  I mean, because I'm not saying some of our brain products, you won't have a little bit of a let down once you take them, that would just be a lie.
[05:32.000 --> 05:36.000]  But these are very, very clean compounds that God gave us that are good for you.
[05:36.000 --> 05:43.000]  And one of our best sellers is back in stock, Brain Force Plus, a good, clean, Neutropic, a good, clean brain pill.
[05:43.000 --> 05:49.000]  You can find stuff that's stronger, but it's not good for you. This is a high quality system. It's available at InfoWarsTour.com.
[05:49.000 --> 05:56.000]  It's sold out for a long time at 40% off. So get your Brain Force Plus today at InfoWarsTour.com and help keep us on air.
[05:56.000 --> 06:20.000]  Thank you so much and I'll see you out there.
[06:27.000 --> 06:38.000]  Building back better means getting support to the most vulnerable while maintaining our momentum on reaching the 2030 agenda for sustainable development and the SDGs.
[06:38.000 --> 07:03.000]  Canada is here to listen and to help.
[07:03.000 --> 07:16.000]  We look at the entire planet and the worst places to be. It's Austria, Germany, Spain, New Zealand, Australia, and Canada.
[07:16.000 --> 07:23.000]  These are nations fully under the control of Klaus Schwab and the private corporate combine known as the Bilderberg Group.
[07:23.000 --> 07:36.000]  They admit this. They brag about this. Just yesterday we played the clip of Klaus Schwab right there on national U.S. television at the Kennedy Center at Harvard,
[07:36.000 --> 07:51.000]  bragging that they had, quote, penetrated most governments and had in many nations control of the major cabinets to carry out their operations with people that are true believers in the great reset
[07:51.000 --> 08:03.000]  and build back better, which is a post industrial world, which is a massive forced depopulation operation on the Davos Group's website.
[08:03.000 --> 08:18.000]  So you see Justin Trudeau in Canada coming out and saying that people are holding bad thoughts and that people are doing things that they shouldn't be doing.
[08:18.000 --> 08:36.000]  When you witness that, that is classical authoritarianism. Here's the actual quote. Trudeau slams anti vaccine mandate truckers for holding unacceptable views or thought crimes.
[08:36.000 --> 08:55.000]  This is the same guy that said, as you just heard earlier, last year, that this is a great reset, that this is a build back better. And we have Klaus Schwab particularly mentioning Justin Trudeau as the example of their penetration of our nation states
[08:55.000 --> 09:08.000]  and how they're, quote, capturing our, quote, democracies. These are open, flagrant declarations of war against all forms of freedom, against every convention of common sense and liberty.
[09:08.000 --> 09:18.000]  This is the very blood of tyrants. This is the ocean in which they swim. See, if you ask yourself, why are they being so naked? They have to be.
[09:18.000 --> 09:30.000]  They have reached the point of emergence where their entire program and operation is now out in the open. And that's why they've announced the force inoculation starting just a few days in Europe.
[09:30.000 --> 09:38.000]  That's why they've announced they're going to inject children without parental consent all over the Western world because they've thrown down the gauntlet.
[09:38.000 --> 10:04.000]  We are being conquered. Our bodies, our very biology is being taken over. And then we see world leaders on the payroll and medical leaders on the payroll of Pfizer and Moderna, as well as Bill Gates, openly telling us over and over and over again that we have no right to criticize them and no right to say no to what they're doing.
[10:04.000 --> 10:22.000]  You hold unacceptable thoughts. You hold them and Big Tech is surveilling you in a lifetime. It doesn't matter if you're Senator Rand Paul. It doesn't matter if you're former President Donald Trump. It doesn't matter if you're Joe Rogan.
[10:22.000 --> 10:44.000]  If you don't do what they say, and I'm going to cover this a little bit later in the hour, well, they'll boycott you. They'll debank you. They'll sue you. They'll try to put you in prison. It's now been pointed out and confirmed that Neil Young sold his music catalog last year to wait for it, the Blackstone Group.
[10:44.000 --> 11:08.000]  Neil Young sold his music catalog, 50% of it, 50% control to the Blackstone Group last year. Think about that. The Blackstone Group is just a consortium hedge fund, investment fund, mutual fund system.
[11:08.000 --> 11:28.000]  It is the largest in the world and is the investment arm of the big shadow private central banks, the private families that own the private reserve, that own the private bank of England, that own the private EU bank, who have issued themselves trillions upon trillions upon trillions of dollars a month for years to buy up
[11:28.000 --> 11:47.000]  all the infrastructure. And they have such arrogance as to sit around and brag at the Blackstone Group how they're going to bring in global carbon taxes and how they're financing what's happening with big pharma to take control of our lives and how once we have the vaccine passport in place, which is really the tracker system for the
[11:47.000 --> 12:03.000]  casual society, the private fellow reserve is announcing its new digital currency. Then they'll try to restrict all the other competing digital currencies, but first they're letting a wall, wall, west free market digital currency get everybody addicted to the system, which they
[12:03.000 --> 12:24.000]  will then consolidate control of and declare illegal just like Russia and just like China have already done. So I'm not against these new crypto and digital currencies. The issue is, is you have to be aware that this is a trap and that we're going to have to have a fight to defend the right of free association through other digital systems.
[12:24.000 --> 12:43.000]  So I believe technology, obviously, and I think you know this as well as double edged sword. So I'm not against it overall, but you should be aware, in my view, of the trap. So we are now at this historic crossroads and the very vanguard of human liberty are the truckers and others who've been told you must take an experimental
[12:43.000 --> 13:05.000]  Nuremberg code violating shot in your body. It's absolutely not linked but confirmed to cause all sorts of neurological disorders, heart attacks, heart swelling, cancer, blood clots, or you can't do business in our country. And the US government via Biden is telling US truckers the same thing, but the southern border is
[13:05.000 --> 13:21.000]  completely and totally wide open. And of course, the illegal immigrants, they don't have to be given any of the vaccines because the UN says, oh, we can't administer it. There's too much liability in giving it to people. It could make them sick.
[13:21.000 --> 13:35.000]  We have been targeted in the West for depopulation. We have been targeted as non essential. First they shipped our jobs overseas and told us we'd be a service economy. And now you're learning that if somebody doesn't have a use to them, they're not just worthless.
[13:35.000 --> 13:39.000]  They're seen as garbage that has to be disposed of. And I'll tell you this.
[13:39.000 --> 13:52.000]  If we don't recognize Klaus Schwab's statements, if we don't recognize the things that they've said and done to us, if we don't stand up for our sovereignty and declare value in ourselves, then the globalists will not consider us to have any value.
[13:52.000 --> 14:02.000]  And we'll consider it their right to depopulate us by slowly poisoning us, dumbing us down, and then sucking all the money out of us in the biomedical system they control.
[14:02.000 --> 14:15.000]  This is the New World Order. This is the Great Reset. And this is the true war for the world in the 21st century happening now, an open declaration of dehumanization and death against you and your family.
[14:15.000 --> 14:42.000]  The small fringe minority of people who are on their way to Ottawa or who are holding unacceptable views that they're expressing do not represent the views of Canadians who have been there for each other who know that following the science and stepping up to protect each other
[14:42.000 --> 14:51.000]  is the best way to continue to ensure our freedoms, our rights, our values as a country.
[14:51.000 --> 15:04.000]  Hey everybody. This is an unbelievable, emotional ride. We've got up to the convoy here just by Dryden, Ontario. You cannot see the front of it, nor the back of it.
[15:04.000 --> 15:25.000]  There is people, we have seen probably thousands of people along the road with flags flying. There is even one place there with payloaders on both sides of the road and just wishing us well. It's just so emotional. Thank you.
[15:25.000 --> 15:37.000]  So there you're hearing from one of the truckers in the convoy there as we head to break. This is truly incredible, folks. I mean, this is the salt of the earth. This is the salt of North America.
[15:37.000 --> 16:00.000]  These are the people that make the economy work being targeted by medical, tyrannical fascists and they're peacefully, legally, lawfully pushing back. This is how we win. Death to the Satanic New World Order. Peace on Earth.
[16:00.000 --> 16:17.000]  Sleepless nights seem to be a lot more common these days with everything that's going on both at home and the world at large. If you're having trouble getting to that deep sleep we could all use more of, our new sleep support formula down and out is just the thing.
[16:17.000 --> 16:34.000]  It's our new faster absorbing liquid formula that is specifically designed to help you get the shut-eye you deserve. Formulated to improve upon our best selling product knockout with down and out, now the herbs and melatonin packed inside are extracted directly into the glycerin solution.
[16:34.000 --> 16:50.000]  So the ingredients are already dissolved into the formula before you even take it. One of the other sleep support herbs included is the passion flower which was traditionally used by Native Americans like the Cherokees who used it for its relaxing qualities.
[16:50.000 --> 17:00.000]  Be sure to take this product when you are completely ready for sleep because you will be down and out. Selling out now at infowarstore.com.
[17:00.000 --> 17:13.000]  The powerful combination of both vitamin C and zinc are great stepping stones to leading a healthier life. InfoWars has made it easier to make sure you are getting enough in your system with a supplement that contains both.
[17:13.000 --> 17:27.000]  This InfoWars life offering vitamin C plus zinc with rose hips should be your next purchase from the InfoWars store. The rose hips contained within are a part of the rose flower just below the petals that contain the rose plant seeds.
[17:27.000 --> 17:47.000]  Natural chemicals found in the hips may even be helpful for a variety of health conditions including those with osteoarthritis and for those with pain after surgery studies have shown. As for vitamin C and zinc themselves you probably already know that they play an important role in nutrition, immune defense and the maintenance of your everyday health.
[17:47.000 --> 18:00.000]  It has been reported that intake of both is often inadequate even in affluent populations like here in America. So next time you visit be sure to check it out at infowarsstore.com where we promise our rose hips don't lie.
[18:18.000 --> 18:29.000]  And in my opinion now is the most crucial time to stock up on storable food and get ready for the next big crisis because these Democrats have already shown they're not holding anything back.
[18:29.000 --> 18:49.000]  In response to this communist sabotage of humanity the team over at my patriot supply has agreed to allow us to offer our customers 10% off all storable foods. But this deal can't last long. This is only available for a limited time. Your decision now can mean saved time and money later.
[18:49.000 --> 18:59.000]  Not to mention insurance you can eat in a crisis. 10% off all storable food right now at infowarsstore.com.
[19:20.000 --> 19:32.000]  Change is the only constant. So yes climate change is totally real. But notice first they called it global freezing back in the 70s 80s and then it's going to be global warming and when that didn't really happen the way they wanted it to.
[19:32.000 --> 19:43.000]  Okay now it's just climate change. But did you know that manmade climate change is a real thing when it comes to the United Nations and the Department of Energy and Bill Gates and the UN.
[19:43.000 --> 19:57.000]  Again they have weather control trees from 1979 and Bill Gates has been manipulating the weather for a very long time. In fact back in 1994 two scientists won a Nobel Prize for an idea of spraying different particles out of jet engines to control the weather.
[19:57.000 --> 20:15.000]  So yes manmade climate change is real. Leading a frontal assault on the lies of the New World Order it's Alex Jones.
[20:15.000 --> 20:31.000]  And we are back live here on this Thursday edition. Alex Jones here in route back to Austin Texas. I'm going to file a bunch of emergency special reports this afternoon. This evening things are moving very very fast and breaking very very quickly.
[20:31.000 --> 20:45.000]  I'm also going to try to get on the war room today and lay out more of the big picture as well. That is again at 3 p.m. central time. Info wars were the only independent pro-human pro-american networks left.
[20:45.000 --> 21:00.000]  So I want to encourage you all to support us financially by getting great products that enrich your life at the same time. A 360 win at infowarstore.com but most importantly spread the articles and the videos to everyone you know and then again remind them to share them with everyone they know.
[21:00.000 --> 21:19.000]  Creating the chain of reaction. Remember this is all a globalist test to see what you'll put up with to see if you'll accept thousands of years of hard fought freedoms that took thousands of years to basically attain and cement into our way of life.
[21:19.000 --> 21:35.000]  We're being erased right now. We have to wake up to that and realize this is a globalist authoritarian revolution against our human freedom to carry out a transhumanist agenda where the globalist want to use this as guinea pigs.
[21:35.000 --> 21:45.000]  They believe to find the secrets to immortality. This is really really satanic stuff. So humanities waking up huge developments are happening across the planet.
[21:45.000 --> 22:01.000]  I want to thank you all for joining us here today. That's what you know you literally are the heart of the worldwide resistance against this evil. I'm going to hand the baton now over to Owen shroyer live from the info war studios in Austin, Texas.
[22:01.000 --> 22:16.000]  All right ladies and gentlemen there you have it.
[22:16.000 --> 22:32.000]  And you know here's the big challenge. How do I not get distracted by the bigger picture, which is the larger issue, which is what Alex was just talking about.
[22:32.000 --> 22:49.000]  The globalist plan, the great reset, the new world order, one world government medical tyranny, all the things that we're starting to see take shape and attack us.
[22:49.000 --> 23:07.000]  That most people still aren't ready to accept as reality. Most people still aren't ready to consume and understand that that is the larger issue. So I have to dive into the weeds into the roots of it.
[23:07.000 --> 23:23.000]  Explaining how it's all metastasizing and manifesting in all these different areas. So I've got a stack of news like we had yesterday. It's just unbelievable what's going on in the school system in America.
[23:23.000 --> 23:39.000]  So we're going to have a stack of that. We've got a stack of some political developments showing you how a one party operation is masquerading as two parties right now, the Democrats and the Republicans.
[23:39.000 --> 23:55.000]  So we've got evidence of that. We've got the continuation of the crime sprees that are happening in major Democrat cities. We've got the censorship on big tech, but beyond just the censorship, the propaganda, the false information,
[23:55.000 --> 24:06.000]  overloading the system, tricking the unknowing, misinforming those looking for information but not knowing when they see propaganda versus the truth.
[24:06.000 --> 24:22.000]  And of course, all in an effort to cover up for the complete unmitigated disaster that Joe Biden is, the massive stack, the vaccines, the side effects, COVID, all the new variants they're trying to get you to be afraid of.
[24:22.000 --> 24:46.000]  The pushback, the truckers, that big story, the political persecution and imprisonment of dissidents. We've got more on that. The corruption, again, and the cover up of it, like Obama's spy gate and Hillary Clinton's Russia gate.
[24:46.000 --> 25:03.000]  And so all of those and others are just the legs, the weeds, the roots of the one world government great reset that we're going into. And I've got all the news to try to explain it.
[25:03.000 --> 25:17.000]  And then we've got all kinds of video clips that we want to get to today as well. But I'd be remiss and I want to remind myself, I want to make it a habit to do this every day.
[25:17.000 --> 25:35.000]  Hear your daily reminder, your hourly reminder, whatever the case may be, that government is satanic. Government is satanic. It is unnatural. It is inorganic. And it is evil.
[25:35.000 --> 25:47.000]  Any form of tyranny, any form of control over the mind or the free will of man is satanic. And that's what government represents.
[25:47.000 --> 26:08.000]  You know, as Americans, we all used to agree with that. Somewhere down the road, some way, somehow we have lost our destiny. But we will get it back. You know, America has survived a lot worse things.
[26:08.000 --> 26:36.000]  America has survived poverty. America has survived starvation. America has survived war. America has survived collapse. We will survive this evil great reset takeover. We will.
[26:36.000 --> 27:03.000]  And now is the time for us to raise our flag and recruit other patriotic, God-fearing, life-loving humans, Americans to see us having victory over the satanic takeover, to see us having victory over this great reset, to see us having victory over the propaganda.
[27:03.000 --> 27:18.000]  Because it's a well-known psychological phenomenon. People want to be on the winning team. The local winning team goes to the playoffs, wins the championship game. All of a sudden, you start seeing hats and t-shirts and flags.
[27:18.000 --> 27:36.000]  That's where we need to be right now. We're the winning team. We're going to win. We're going to raise our flag. And once others start seeing that, they say, hey, I want to be on the winning team.
[27:36.000 --> 27:48.000]  I want to be on the team of truth. I want to be on the team of liberty. I want to be on the team of justice. I want to be on the good guy's team. I want to win. I want to be a part of that. And then they raise their flag. And then their neighbor raises their flag.
[27:48.000 --> 27:52.640]  flag. And then their neighbor's neighbor raises their flag. And then their cousins and their
[27:52.640 --> 28:01.640]  and their grandpas raise their flag. And then what do you have? A 70 mile long caravan,
[28:01.640 --> 28:08.480]  the freedom convoy of truckers and others driving to Ottawa, where there could be millions
[28:08.480 --> 28:14.760]  of Canadians gathering to demand the resignation of Justin Trudeau, who's now gone into hiding.
[28:14.760 --> 28:21.960]  You know why? Because he's a loser. And that's what losers do. So Canada is winning. Canadians
[28:21.960 --> 28:27.360]  are raising their flags. Canadians are singing, oh, Canada. Canadians are coming together
[28:27.360 --> 28:35.200]  in 20 degree, 10 degree, zero degree temperatures and raising their flags in victory. And what
[28:35.200 --> 28:41.480]  are the losers doing? Like Justin Trudeau, he's hiding. Justin Trudeau was so desperate
[28:41.480 --> 28:46.880]  to have COVID so he can go into quarantine. He started rapidly testing himself, kept testing
[28:46.880 --> 28:50.960]  negative, said, well, I'm going to go into hiding in quarantine anyway, because I don't
[28:50.960 --> 28:55.200]  want to face my big loss. I don't want to face the Canadian people telling me they've
[28:55.200 --> 28:58.000]  had enough of me. So he's going into hiding like a loser.
[28:58.000 --> 29:05.440]  Whether they were present that day, or were otherwise criminally responsible for the assault
[29:05.440 --> 29:15.080]  on our democracy, we will follow the facts wherever they lead. The days of independent
[29:15.080 --> 29:20.280]  media are numbered. The government has made it illegal to oppose them. They are now deep
[29:20.280 --> 29:26.280]  banking us behind the scenes. They want to bankrupt us and make us go away quietly with
[29:26.280 --> 29:32.080]  practically half the population wanting to lock the unvaccinated up in camps. The traders
[29:32.080 --> 29:37.920]  know they can shut us down by force. But that would accelerate the awakening exponentially.
[29:37.920 --> 29:44.880]  So be it. Make them silence us by force. This is the final battle of the information war.
[29:44.880 --> 29:52.480]  Give now. Buy products. Donate. Before everything changes. We need you to carry us through to
[29:52.480 --> 29:58.920]  the end. Victory or death. Go now to infowarstore.com.
[29:58.920 --> 30:03.400]  Well I'm very excited for several reasons that two of our very popular products are
[30:03.400 --> 30:08.560]  back in stock. Whole food multivitamin, a central nutrient multivitamin from natural
[30:08.560 --> 30:14.640]  healthy sources, not synthetic, and vitamin C and zinc with rose hips. The classic Linus
[30:14.640 --> 30:19.040]  Pauling Nobel Prize winning formula to supercharge your immune system and every cell in your
[30:19.040 --> 30:25.640]  body. They're both back in stock sold out for more than four months at 40% off. Another
[30:25.640 --> 30:30.520]  reason I'm very, very excited about this is this will fund our operation and keep us
[30:30.520 --> 30:37.840]  on air. So again, it's a 360 win. But whatever you do, go out and get an organic whole food
[30:37.840 --> 30:42.840]  multivitamin and take vitamin C and take zinc. We also have some great vitamin D products
[30:42.840 --> 30:48.200]  in infowarstore.com as well. But whatever you do, defend your body's immune system. We
[30:48.200 --> 30:52.320]  want to keep patriots in the game against the new world order. So 360 win. It's something
[30:52.320 --> 30:56.120]  essential for your body and your health and your longevity and your immune system while
[30:56.120 --> 31:01.720]  funding the info war at infowarstore.com. Both of these amazing products have been sold out
[31:01.720 --> 31:07.240]  for almost half a year because of supply chain breakdowns. You've done a great job supporting
[31:07.240 --> 31:11.600]  info wars and supporting your immune system. The problem is with all the COVID lockdowns,
[31:11.600 --> 31:16.400]  the great reset, we can't get these products in. So finally, they came in but a limited
[31:16.400 --> 31:23.000]  run of our whole food vitamin, mineral essential nutrient multivitamin so you absorb it and
[31:23.000 --> 31:27.240]  so it's not toxic in your body like synthetic vitamins. And then of course vitamin C and
[31:27.240 --> 31:33.640]  zinc. This sucker is really full and heavy because it's a huge dose of vitamin C and
[31:33.640 --> 31:37.480]  zinc and rose hips. Number one thing you can do if you're immune system and your body
[31:37.480 --> 31:43.120]  it does so much more. Both of these are now back in stock at infowarstore.com for 40% off.
[31:43.120 --> 31:47.480]  I'm going to keep you at that price until they sell out because of supply chain breakdowns.
[31:47.480 --> 31:52.800]  We've got a limited run so please take action now and order them at infowarshore.com. But
[31:52.800 --> 31:56.520]  whatever you do, find similar products out there and use them because this is a life
[31:56.520 --> 32:02.160]  and death situation to be healthy. UN run contact tracers aren't coming. They're here.
[32:02.160 --> 32:06.560]  All over the world from Australia to the United States from Canada to Germany. These
[32:06.560 --> 32:11.120]  tyrants are tracking everything you do everywhere you go and then coming to your house and threatening
[32:11.120 --> 32:17.040]  in some cases actually taking people away into the night to their facilities. And they're
[32:17.040 --> 32:22.120]  planning in the next year to expand their shield process where they come and take quote
[32:22.120 --> 32:26.320]  healthy people away and put them in facilities for their safety. This is nothing less than
[32:26.320 --> 32:30.640]  martial law. And one big thing you can do to fight back is to get high quality Faraday
[32:30.640 --> 32:35.400]  cages many of which are made here in America and are very compliant meaning US government
[32:35.400 --> 32:40.960]  military grade at infowarstore.com. We have the entire line of silent pocket ready to
[32:40.960 --> 32:46.560]  ship to you when you visit infowarstore.com. Again, we have big backpacks. We have special
[32:46.560 --> 32:50.680]  dry bags. We've got them for cell phones. We've got them for laptops. We've got them
[32:50.680 --> 32:56.280]  for iPads. It's all there at infowarstore.com. So protect your privacy today and support
[32:56.280 --> 33:01.240]  the info war at infowarstore.com.
[33:01.240 --> 33:11.240]  Using a frontal assault on the lies of the New World Order. It's Alex Jones.
[33:11.240 --> 33:19.240]  You're a new EV factory in that that Hummer before I talked about Dearborn in the F-150
[33:19.240 --> 33:27.840]  but that that Hummer. My Lord, you guys have seen this vehicle. It weighs three times what
[33:27.840 --> 33:36.440]  my Corvette weighs. When it was brand new, the Corvette was zero to 60 in 5.2 seconds.
[33:36.440 --> 33:37.440]  This is about 4.1.
[33:37.440 --> 33:40.280]  It actually models up to zero to three seconds.
[33:40.280 --> 33:41.280]  Oh.
[33:41.280 --> 33:43.280]  It was 16 and three seconds.
[33:43.280 --> 33:55.520]  Okay. I'm looking for a job, Mary. But anyway, all kidding aside, I'd like to, you know,
[33:55.520 --> 34:04.720]  but what do you, what can you tell me about what the investments will make in this legislation
[34:04.720 --> 34:08.480]  would mean to your business and your business moving forward?
[34:08.480 --> 34:13.560]  So ladies and gentlemen, this was just the beginnings, just a small part of the clown
[34:13.560 --> 34:19.280]  show that went down in the White House yesterday. Biden meeting with a bunch of CEOs. He eventually
[34:19.280 --> 34:24.160]  actually had to take his mask off because he was coming up short on breath. It was,
[34:24.160 --> 34:30.160]  he was struggling to breathe with the mask on. Quite a strange phenomenon. But of course,
[34:30.160 --> 34:35.200]  the other CEOs, they had to keep their N95 medical masks on the whole time because of
[34:35.200 --> 34:40.840]  COVID. Oh, we're living in fear of a virus. We've been conquered by a virus.
[34:40.840 --> 34:48.400]  And so I'm not going to play the whole thing because it's just, I mean, it's long, obviously.
[34:48.400 --> 34:53.840]  And we could just sit here and we could observe the demise of Joe Biden. We could, we could
[34:53.840 --> 35:00.880]  observe the disaster that this man is as a leader of anything.
[35:00.880 --> 35:07.160]  But we do have some other clips just to show you here. Some other moments from this meeting
[35:07.160 --> 35:11.480]  that Biden had with the CEOs where he's just fumbling. He's short on breath. He's, he's
[35:11.480 --> 35:18.360]  slower than molasses in January. Anybody watching this and observing this would say,
[35:18.360 --> 35:24.200]  hey, what's that guy even doing there? Like if that was a CEO, you'd say he is with, you
[35:24.200 --> 35:28.760]  know, it's, it's time to hang it up. You're not even with it anymore. You can't even,
[35:28.760 --> 35:33.000]  you can't even keep up with conversation. But here's just some of the other embarrassing
[35:33.000 --> 35:39.600]  moments from yesterday's meeting with the CEOs and Joe Biden, where he fell short on
[35:39.600 --> 35:46.120]  breath, couldn't even get his words out was fumbling, slurring, mumbling the whole time.
[35:46.120 --> 35:52.120]  Here's a confused Joe Biden interrupting a CEO after calling on him in clip three.
[35:52.120 --> 35:55.840]  I'm just going to mirror on that one. But it's really an honor to be here. Thank you
[35:55.840 --> 36:03.320]  for inviting me to this event. And, and I just want to say that I just, I just wanted
[36:03.320 --> 36:10.800]  to say that, that I think that climate change is the existential crisis of our time.
[36:10.800 --> 36:19.280]  Oh, that's great. So that was his meeting with CEOs to push the build back better agenda,
[36:19.280 --> 36:26.680]  the build back better plan, which, you know, this whole great reset build back better thing
[36:26.680 --> 36:34.720]  is nothing new to communists. It's not. They used to call it year zero. And it's, it's,
[36:34.720 --> 36:42.080]  it's a matter of two things. One, it's a matter of eliminating God and Jesus and the Bible
[36:42.080 --> 36:47.520]  from the equation and saying, oh, we're getting rid of that. This is year zero, no more religions,
[36:47.520 --> 36:55.080]  no more countries. And then recognizing that, yeah, people see faults in civilization, people
[36:55.080 --> 37:01.200]  see faults in society, faults in the infrastructure. So you can kind of get people on board thinking,
[37:01.200 --> 37:05.320]  yeah, you know what, maybe this will fix some things, but that's just the cover. That's
[37:05.320 --> 37:09.760]  just the lie. The very people responsible for all those problems are the very people
[37:09.760 --> 37:15.560]  running the great reset, or as it's been called by communists in the past year zero, they
[37:15.560 --> 37:24.160]  just rebrand their old communist authoritarian agendas and rephrase things to get you to
[37:24.160 --> 37:29.920]  love it. We're not that stupid. We're not going to fall for it. So yeah, again, Biden
[37:29.920 --> 37:36.040]  had to eventually take off his face mat. He was becoming short on breath. But at the end
[37:36.040 --> 37:42.400]  of it, the media tried to get some questions in. And notice how the White House starts
[37:42.400 --> 37:48.200]  cutting the audio feed when reporters start asking Biden questions in clip five.
[37:48.200 --> 38:08.760]  Oh, I'm going to let's get started with this meeting. And then the confused Joe Biden starts
[38:08.760 --> 38:19.880]  to talk, but he doesn't know where he is or what he's doing. What's going on? Where's
[38:19.880 --> 38:24.120]  the feed? The White House has cut it. Joe Biden is about to go off script. Joe Biden
[38:24.120 --> 38:29.680]  said on their own. There has been no announcement from Justice Breyer. Let him make whatever
[38:29.680 --> 38:34.160]  statement he's going to make. And I'll be happy to talk about it later. Thank you so
[38:34.160 --> 38:44.400]  much. I'll be happy to talk about this later. I'm going to get into this. Hey, that's a
[38:44.400 --> 38:52.320]  dementia-ridden man. Stop screaming at him. He can't handle the noise. He's confused.
[38:52.320 --> 38:56.320]  So just another instance where the White House is cutting the feed, cutting the audio, cutting
[38:56.320 --> 39:00.600]  the visual. They've done this dozens of times to protect Biden from saying something they
[39:00.600 --> 39:05.680]  don't want him to. Biden even recognizes this. He'll even say, oh, I'm not supposed to say
[39:05.680 --> 39:10.480]  this. Oh, guys, what should I do now? So, I mean, he's pretty much told everybody he's
[39:10.480 --> 39:15.920]  not even in control of whatever he's allowed to say or do. And you just saw more of it
[39:15.920 --> 39:22.760]  yesterday. Now, the headline from that on the Gateway Pundit, Joe Biden's Handlers
[39:22.760 --> 39:27.280]  cut the feed after he starts babbling about his father, the used car salesman. So it wasn't
