whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:01:42.480 --> 00:01:50.160]   Sleeping," a couldn't-put-it-down book, thrilling, motivating, edge-of-the-seat reading that
[00:01:50.160 --> 00:01:54.320]   will change the way you live and change this nation.
[00:01:54.320 --> 00:01:56.480]   Look What Happened While You Were Sleeping.
[00:01:56.480 --> 00:02:09.120]   Order on Amazon.com, Barnes & Noble, or call 205-672-2000.
[00:02:09.120 --> 00:02:13.040]   One home and three motorhomes have gone up in flames from a wildfire on Angeles National
[00:02:13.040 --> 00:02:18.240]   Forest, one that's forced the evacuation of some 1,200 people 20 miles north of downtown
[00:02:18.240 --> 00:02:19.240]   LA.
[00:02:19.240 --> 00:02:20.840]   In addition to the people, there were large animal evacuations.
[00:02:20.840 --> 00:02:26.440]   So we had fire trucks going in, hot shot crews going in, aircraft overhead, and horse trailers
[00:02:26.440 --> 00:02:28.280]   that were bringing those animals out.
[00:02:28.280 --> 00:02:32.360]   The U.S. Forest Service says firefighters are now gaining ground on a fire.
[00:02:32.360 --> 00:02:37.760]   In northern California, authorities say a rock struck by a car ignited a wildfire in
[00:02:37.760 --> 00:02:43.740]   California's Napa Valley that destroyed a home and a barn and threatened several wineries.
[00:02:43.740 --> 00:02:48.520]   The car's owner tried to extinguish the fire when it broke out Friday afternoon, but strong
[00:02:48.520 --> 00:02:52.960]   winds in the hills near the town of St. Helena caused the fire to spread quickly.
[00:02:52.960 --> 00:02:55.080]   Full containment expected today.
[00:02:55.080 --> 00:02:59.280]   And pirates off Somalia have apparently fought off an attempt by Somali forces to retake
[00:02:59.280 --> 00:03:02.000]   a ship seized for ransom last Thursday.
[00:03:02.000 --> 00:03:08.520]   For news and analysis online, log on to IRNnews.com.
[00:03:08.520 --> 00:03:10.520]   Do you suffer from cold sores?
[00:03:10.520 --> 00:03:16.120]   Relieve One Day Cold Sore Symptom Treatment is out to prove how fast it really works.
[00:03:16.120 --> 00:03:21.440]   If you suffer from those nasty sores, try Relieve and find out for yourself if Relieve
[00:03:21.440 --> 00:03:23.880]   works really fast for you.
[00:03:23.880 --> 00:03:26.840]   Relieve is spelled R-E-L-E-E-V.
[00:03:26.840 --> 00:03:30.080]   It's easy to find and is in all major drugstores.
[00:03:30.080 --> 00:03:35.360]   So if you get cold sores, remember to get Relieve now and keep it ready to use the moment
[00:03:35.360 --> 00:03:38.960]   a cold sore attacks.
[00:03:38.960 --> 00:03:44.080]   In Damascus, Palestinian President Mahmoud Abbas says he wants an end to the rift with
[00:03:44.080 --> 00:03:45.080]   Hamas.
[00:03:45.080 --> 00:03:47.560]   It is a rift that dates back to over a year.
[00:03:47.560 --> 00:03:51.040]   Abbas says no one is happy to see the current divisions continuing.
[00:03:51.040 --> 00:03:53.760]   He added no one would ever respect us if we go on.
[00:03:53.760 --> 00:03:57.040]   A reconciliation already appears in the works.
[00:03:57.040 --> 00:04:00.560]   Zimbabwe appears to be headed back into political crisis.
[00:04:00.560 --> 00:04:04.880]   The leader of the opposition is threatening to pull out of a national unity government
[00:04:04.880 --> 00:04:09.480]   if President Robert Mugabe refuses to cede control of key ministries.
[00:04:09.480 --> 00:04:12.000]   He accuses Mugabe of power grabbing.
[00:04:12.000 --> 00:04:15.640]   At least a dozen people have died after a strong earthquake struck Chechnya and other
[00:04:15.640 --> 00:04:18.080]   parts of Russia's northern Caucasus region today.
[00:04:18.080 --> 00:04:20.920]   The quake registered a magnitude of 5.3.
[00:04:20.920 --> 00:04:23.240]   The death toll expected to rise.
[00:04:23.240 --> 00:04:27.240]   A new accord has been reached on nuclear proliferation.
[00:04:27.240 --> 00:04:29.240]   Correspondent Connie Long reports.
[00:04:29.240 --> 00:04:35.000]   The United States has agreed to take North Korea off the list of nations sponsoring terrorism.
[00:04:35.000 --> 00:04:40.220]   In exchange, North Korea has once again agreed to cease processing of nuclear material which
[00:04:40.220 --> 00:04:41.960]   can be used for weapons.
[00:04:41.960 --> 00:04:47.440]   It is also supposed to stop exporting weapons material to dangerous regimes and terrorist
[00:04:47.440 --> 00:04:48.440]   organizations.
[00:04:48.440 --> 00:04:54.560]   The US, UN and other countries are supposed to have access to North Korea to continue
[00:04:54.560 --> 00:04:56.440]   inspections at will.
[00:04:56.440 --> 00:05:01.000]   The arrangement will be cancelled if North Korea violates the agreement.
[00:05:01.000 --> 00:05:04.400]   Connie Long, IRN USA Radio News, Washington.
[00:05:04.400 --> 00:05:07.880]   I'm Pete LeVallée, IRN USA Radio News.
[00:05:07.880 --> 00:05:12.240]   Would you like to know how you can use water as fuel and laugh at the rising price of gas?
[00:05:12.240 --> 00:05:14.880]   Then keep listening for a very special offer.
[00:05:14.880 --> 00:05:19.560]   Gasfreedom.info has the information you need to learn about the newest hydrogen technology
[00:05:19.560 --> 00:05:20.560]   available.
[00:05:20.560 --> 00:05:24.120]   Gas Freedom is an affordable, practical, free energy device.
[00:05:24.120 --> 00:05:29.280]   It uses electricity from your car's battery to separate water into a gas called HHO.
[00:05:29.280 --> 00:05:34.640]   HHO, also called Brown's gas, burns efficiently and provides the energy your car needs.
[00:05:34.640 --> 00:05:38.000]   In just 10 minutes you'll discover exactly how this is possible.
[00:05:38.000 --> 00:05:40.640]   This is the secret the oil companies don't want you to know.
[00:05:40.640 --> 00:05:45.040]   Learn how easy it is to extract energy from water to run your car and experience the most
[00:05:45.040 --> 00:05:47.280]   powerful hydrogen cells available.
[00:05:47.280 --> 00:05:53.760]   Visit GasFreedom.info and receive $59.95 off of your order by using coupon code GCN.
[00:05:53.760 --> 00:05:56.800]   Turn any car into a hybrid and laugh all the way to the bank.
[00:05:56.800 --> 00:06:02.040]   Visit GasFreedom.info or call 239-628-3708.
[00:06:02.040 --> 00:06:05.240]   That's 239-628-3708.
[00:06:05.240 --> 00:06:06.240]   Call today.
[00:06:06.240 --> 00:06:15.240]   Prepare yourself for a talk radio experience like no other.
[00:06:15.240 --> 00:06:21.160]   He stands for truth.
[00:06:21.160 --> 00:06:24.360]   He stands for justice.
[00:06:24.360 --> 00:06:26.360]   He stands for what's right.
[00:06:26.360 --> 00:06:30.240]   This is the Alex Jones Show.
[00:06:30.240 --> 00:06:38.480]   Call Alex now, toll free at 877-590-5525.
[00:06:38.480 --> 00:06:44.480]   Now live from Austin, Texas, here's Alex Jones.
[00:06:44.480 --> 00:06:45.480]   Welcome.
[00:06:45.480 --> 00:06:47.840]   Thank you for joining us.
[00:06:47.840 --> 00:06:49.560]   It is October 12, 2008.
[00:06:49.560 --> 00:06:53.200]   We're going to be live here for the next two hours.
[00:06:53.200 --> 00:06:58.880]   Coming up in the next hour, attorney Phil Berg, prominent lawyer.
[00:06:58.880 --> 00:07:01.440]   He is going to be joining us.
[00:07:01.440 --> 00:07:06.200]   He has been trying to force the federal government, which they would normally do for any other
[00:07:06.200 --> 00:07:12.360]   candidate, to release the birth certificate of Barack Obama and other accompanying documents,
[00:07:12.360 --> 00:07:18.960]   passport information to prove that he was actually eligible to be a presidential candidate
[00:07:18.960 --> 00:07:20.720]   and president.
[00:07:20.720 --> 00:07:24.040]   For those that don't know, there's questions with both men.
[00:07:24.040 --> 00:07:30.440]   John McCain, of course, was born in the Panama Canal zone, but when he was born there, that
[00:07:30.440 --> 00:07:32.080]   area was controlled by the United States.
[00:07:32.080 --> 00:07:36.200]   It was controlled by the United States until 2000, but he had to be on a U.S. military
[00:07:36.200 --> 00:07:40.840]   base and he lied and said that he was born on a base that was not open or built until
[00:07:40.840 --> 00:07:42.840]   about a year after he was born.
[00:07:42.840 --> 00:07:51.120]   So it's clear that John McCain is not eligible, but as bad as that is, Barack Obama is even
[00:07:51.120 --> 00:07:53.720]   less eligible.
[00:07:53.720 --> 00:07:57.360]   It's even more clear, and the campaign could have easily released this information.
[00:07:57.360 --> 00:07:59.000]   Now we don't have a dog in this fight.
[00:07:59.000 --> 00:08:02.360]   Both candidates were bought and paid for by the New World Order, by the global corporate
[00:08:02.360 --> 00:08:06.240]   system that we're going to be talking about today that's engineering the economic collapse.
[00:08:06.240 --> 00:08:10.520]   The point is that this is going to be a very serious issue, and if Barack Obama wins, which
[00:08:10.520 --> 00:08:15.440]   is looking like he's going to win, he's seven to ten points ahead in almost every poll,
[00:08:15.440 --> 00:08:19.520]   then this is a way to discredit him later by other governments or people in our own
[00:08:19.520 --> 00:08:23.880]   country and certainly a way to blackmail him and control him.
[00:08:23.880 --> 00:08:25.880]   So he's very, very, very compromised.
[00:08:25.880 --> 00:08:30.120]   And if he isn't compromised there enough, it's all the connections to the PLO, the People's
[00:08:30.120 --> 00:08:36.320]   Liberation Organization, Palestinian Liberation Organization, connected to the Weathermen,
[00:08:36.320 --> 00:08:39.080]   of course, and many, many others.
[00:08:39.080 --> 00:08:45.040]   So quite a sordid pass there with Barack H. Obama, talking with Phil Berg coming up in
[00:08:45.040 --> 00:08:48.000]   about 55 minutes from now.
[00:08:48.000 --> 00:08:51.280]   What I wanted to get into in the first hour and in the latter part of the next hour as
[00:08:51.280 --> 00:08:55.920]   well, I'm not going to spend all day on this Obama thing, is the economy.
[00:08:55.920 --> 00:09:03.120]   Now if you go to PrisonPlanet.com, one of my flagship websites, Infowars.com and PrisonPlanet.com
[00:09:03.120 --> 00:09:07.480]   are my two major sites, I have several others, you can go over on the right-hand side in
[00:09:07.480 --> 00:09:15.040]   the News in Focus area and you can read a story that Paul Joseph Watson, one of my writers
[00:09:15.040 --> 00:09:22.280]   put together earlier this week, titled "You Saw It Here First, Economic Crash, Bankers
[00:09:22.280 --> 00:09:25.400]   Stick Up Predicted Long Ago."
[00:09:25.400 --> 00:09:28.680]   And you can read articles that we wrote four years ago, three years ago, two years ago,
[00:09:28.680 --> 00:09:35.920]   a year ago, six months ago, detailing not just the current economic implosion, but predicting
[00:09:35.920 --> 00:09:42.000]   it would be in 2008, early 2009, predicting it would start with derivatives, and that's
[00:09:42.000 --> 00:09:47.720]   the securities where they take credit card debt, bundle it together, sell it as an asset,
[00:09:47.720 --> 00:09:54.960]   AAA rated solid gold when it's total garbage, when they take home loans, mortgages and bundle
[00:09:54.960 --> 00:09:57.840]   them, when they take credit card debt, bundle it and sell it.
[00:09:57.840 --> 00:10:02.560]   But that's only one small area of derivatives, there are hundreds of different types, and
[00:10:02.560 --> 00:10:07.200]   then there are derivatives on derivatives, and different indexes and things that make
[00:10:07.200 --> 00:10:15.840]   Las Vegas look as pure as a driven snow compared to this level of gambling and corruption.
[00:10:15.840 --> 00:10:20.440]   But I want you to go there and watch the video clips, the radio clips, the scores of articles
[00:10:20.440 --> 00:10:25.800]   we wrote, the congressman we had on, the Nobel Prize winners, we had two on for economics,
[00:10:25.800 --> 00:10:30.640]   Stiklitz and one other, all the other top experts saying years ago this was in the works
[00:10:30.640 --> 00:10:35.120]   and the IMF and World Bank were fully aware of it and actually orchestrating it and allowing
[00:10:35.120 --> 00:10:39.960]   it to take place, to cause a worldwide implosion where they then hold the country's ransom
[00:10:39.960 --> 00:10:45.760]   to pay unlimited amounts, trillions of dollars into the coffers of the very banks that put
[00:10:45.760 --> 00:10:47.920]   out these derivatives.
[00:10:47.920 --> 00:10:52.280]   So go there, you saw it here first, economic crash, banker stick-up predicted long ago,
[00:10:52.280 --> 00:10:56.600]   I mean there's lots of people that talk out there, but we don't just talk, we give you
[00:10:56.600 --> 00:10:58.200]   the evidence, the facts.
[00:10:58.200 --> 00:11:02.360]   I told you almost three years ago we covered Bilderberg Group, we were able to get moles
[00:11:02.360 --> 00:11:09.600]   inside to get us documentation, I was actually even arrested trying to cover it and detained
[00:11:09.600 --> 00:11:15.200]   and we came out on air and I came out on this show and many other radio shows, other people's
[00:11:15.200 --> 00:11:21.320]   radio shows and said the bankers have decided to implode the derivatives market starting
[00:11:21.320 --> 00:11:25.960]   with the subprime mortgages in 2008 and it's all come true.
[00:11:25.960 --> 00:11:30.720]   So the point is if you're not paying attention to this radio show, if you haven't paid attention
[00:11:30.720 --> 00:11:36.000]   to the things we claim and the things we say, we put our money where our mouth is and as
[00:11:36.000 --> 00:11:38.560]   John Wayne said, it's no bragging, it's just fact.
[00:11:38.560 --> 00:11:42.800]   In fact I'm very, very upset that I am right.
[00:11:42.800 --> 00:11:47.520]   It's very upsetting to know that this is unfolding and leading towards a worldwide depression
[00:11:47.520 --> 00:11:49.120]   within two years.
[00:11:49.120 --> 00:11:54.520]   We said the start would be in 2008 and it would deepen into 2010, our experts said that
[00:11:54.520 --> 00:11:56.920]   and of course all the real experts know what's going on.
[00:11:56.920 --> 00:12:03.560]   The talking heads they put on national TV, those are the liars that keep you in the false
[00:12:03.560 --> 00:12:06.180]   political paradigm.
[00:12:06.180 --> 00:12:09.880]   So you saw it here first, economic crash, banker stick-up predicted long ago.
[00:12:09.880 --> 00:12:14.120]   There's a lot of different facets to this but here's the bottom line.
[00:12:14.120 --> 00:12:19.720]   The very inner sanctum of the New World Order, a select group of families, less than 20,
[00:12:19.720 --> 00:12:23.000]   that own the central banks of the world, the Federal Reserve, the Bank of England, the
[00:12:23.000 --> 00:12:28.840]   Bundesbank, they are all private and they put into their international holding company,
[00:12:28.840 --> 00:12:34.440]   IMF and World Bank, funds to go loan third world nations, funds they created out of nowhere.
[00:12:34.440 --> 00:12:41.640]   But they tie those fiat funds, those confetti funds like Monopoly money, to real assets
[00:12:41.640 --> 00:12:52.280]   like your 401K, the stock market, pension funds and they have leveraged your savings,
[00:12:52.280 --> 00:12:57.320]   the money that you have in the stock market and other investments into all of this and
[00:12:57.320 --> 00:13:05.080]   so now all the thousands of trillions of real investments have now been tied into the thousands
[00:13:05.080 --> 00:13:08.160]   of trillions of Ponzi scheme investments.
[00:13:08.160 --> 00:13:14.000]   Now five years ago we really started ringing the alarm bell here when institutional investors,
[00:13:14.000 --> 00:13:20.360]   billionaires, people in control of trillions, leveraged into trillions, started moving quietly
[00:13:20.360 --> 00:13:26.440]   out of derivatives, started moving into safer assets, into commodities, into infrastructure,
[00:13:26.440 --> 00:13:37.480]   into media, into research, into mines and shipyards and ship companies and grain, food.
[00:13:37.480 --> 00:13:41.440]   And we saw that they were openly discussing in policy reports the fact that derivatives
[00:13:41.440 --> 00:13:47.240]   were going to blow up and they were going to allow them to blow up by cutting off the
[00:13:47.240 --> 00:13:53.040]   banking funds to further derivative type investments.
[00:13:53.040 --> 00:13:57.800]   And about two years ago they fully turned the spigot off and now two years later you're
[00:13:57.800 --> 00:13:59.080]   seeing the effects of that.
[00:13:59.080 --> 00:14:04.720]   Now, they are still turning the spigot off to Main Street, to Sally Socker Mom and Joe
[00:14:04.720 --> 00:14:10.300]   Six Pack, to companies, to the real economy, to GM and Ford.
[00:14:10.300 --> 00:14:15.640]   They are turning the spigot off to that while terrorizing the public saying if you don't
[00:14:15.640 --> 00:14:20.400]   guarantee government backed liquidity of over five trillion dollars, that's what Bloomberg
[00:14:20.400 --> 00:14:24.240]   and AP and others reported accurately, is really in the banker bailout bill.
[00:14:24.240 --> 00:14:26.400]   We're now every day hearing about the new powers that are in there that we told you
[00:14:26.400 --> 00:14:27.400]   about weeks ago.
[00:14:27.400 --> 00:14:32.200]   Now the media is announcing them to you piecemeal saying, "Oh, they have unlimited power.
[00:14:32.200 --> 00:14:37.500]   They have dictatorial power to now take your money, which they're telling you is to get
[00:14:37.500 --> 00:14:43.240]   Main Street going, and to inject it directly into their coffers."
[00:14:43.240 --> 00:14:47.240]   And it's not bad enough to have the conflict of interest, the insider trading, the man
[00:14:47.240 --> 00:14:51.800]   who helped change the rules, lobby to have the rules changed to allow this to happen,
[00:14:51.800 --> 00:14:55.560]   the current head of the treasury, Paulson, to have him be the former head of Goldman
[00:14:55.560 --> 00:14:57.680]   Sachs just a year and a half ago.
[00:14:57.680 --> 00:15:03.480]   Then he goes to Mr. Kashkari, his gopher, his assistant, his minion, one of many vice
[00:15:03.480 --> 00:15:08.280]   presidents there who's always at his side, this is his assistant, his minion, to hand
[00:15:08.280 --> 00:15:10.800]   out the five trillion dollars.
[00:15:10.800 --> 00:15:15.440]   Yeah, forget 700 billion, 851 billion, forget one trillion, now the news is admitting two
[00:15:15.440 --> 00:15:16.440]   trillion.
[00:15:16.440 --> 00:15:18.840]   It's five trillion conservatively.
[00:15:18.840 --> 00:15:21.920]   Some market analysts are saying that they could really get ten trillion out of this.
[00:15:21.920 --> 00:15:25.840]   To give you an idea, the defense budget, the biggest ever, was a trillion this year.
[00:15:25.840 --> 00:15:27.200]   The defense budget they just passed for next year.
[00:15:27.200 --> 00:15:32.640]   To give you an idea, the entire GDP is around three trillion of this country.
[00:15:32.640 --> 00:15:33.640]   Ten trillion.
[00:15:33.640 --> 00:15:34.960]   But let's just say it's five trillion.
[00:15:34.960 --> 00:15:40.320]   They now take that money, put it into their coffers, then they implode the economy and
[00:15:40.320 --> 00:15:46.080]   use the money they've transferred from us to come in and buy up homes, farms, ranches,
[00:15:46.080 --> 00:15:52.160]   companies to make GM hand itself over to Chrysler, which is owned by European Central Banks.
[00:15:52.160 --> 00:15:54.480]   So this is a military operation.
[00:15:54.480 --> 00:15:56.360]   It's why the bankers are in control.
[00:15:56.360 --> 00:16:01.240]   The bankers, quote, make their money when they destroy assets and call in the loan.
[00:16:01.240 --> 00:16:02.920]   They're calling in the loan on the U.S.
[00:16:02.920 --> 00:16:04.160]   It's an inside job set up.
[00:16:04.160 --> 00:16:05.560]   We'll tell you about it when we get back.
[00:16:05.560 --> 00:16:06.560]   Stay with us.
[00:16:06.560 --> 00:16:11.320]   Collectors, outdoor enthusiasts, survivalists, the Army, Navy store from your memory as a
[00:16:11.320 --> 00:16:13.360]   child is just that, a memory.
[00:16:13.360 --> 00:16:18.040]   But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[00:16:18.040 --> 00:16:19.520]   Mainmilitary.com.
[00:16:19.520 --> 00:16:24.320]   Get hard to find objects like real wool blankets for under 20 bucks, canteens for just $2,
[00:16:24.320 --> 00:16:27.960]   or trioxane fuel for just a dollar a box.
[00:16:27.960 --> 00:16:33.240]   MAINMILITARY.COM with free shipping and items over $150, not including heavy items.
[00:16:33.240 --> 00:16:38.200]   Get surplus items for cheap now, like 30 caliber cleaning kit for just $2.99 a piece or a dozen
[00:16:38.200 --> 00:16:39.200]   for $30.
[00:16:39.200 --> 00:16:41.320]   Flare pistols are only $25.
[00:16:41.320 --> 00:16:44.000]   Want to add a brand new Israeli gas mask to your collection?
[00:16:44.000 --> 00:16:46.080]   Kids and adult sizes are just $20.
[00:16:46.080 --> 00:16:50.260]   Get G3 mags for just $2 or a military fuel can for only $16.
[00:16:50.260 --> 00:16:52.700]   Add this hyphen hose for another $7.99.
[00:16:52.700 --> 00:16:55.180]   Find it all online at MAINMILITARY.COM.
[00:16:55.180 --> 00:17:02.360]   With shipping throughout the world, check out MAINMILITARY.COM or call 877-608-0179.
[00:17:02.360 --> 00:17:07.120]   Call today.
[00:17:07.120 --> 00:17:11.080]   When making important financial decisions, you should always know the facts.
[00:17:11.080 --> 00:17:14.760]   That's why Midas Resources is willing to pay you to read the facts.
[00:17:14.760 --> 00:17:19.840]   Midas Resources, a team of handpicked financial specialists with decades of financial experience
[00:17:19.840 --> 00:17:23.920]   who are ready to provide you with state of the art, up to date financial services.
[00:17:23.920 --> 00:17:27.800]   Midas Resources offers a host of services and stands behind their products.
[00:17:27.800 --> 00:17:33.080]   In fact, if you call and order their free Midas Report, Midas Resources will pay you.
[00:17:33.080 --> 00:17:37.320]   This detailed report will provide you with financial history on the safest and most profitable
[00:17:37.320 --> 00:17:38.320]   areas to invest in.
[00:17:38.320 --> 00:17:43.480]   If you read the report, Midas Resources will send you a free Walking Liberty Silver half
[00:17:43.480 --> 00:17:44.480]   dollar.
[00:17:44.480 --> 00:17:45.640]   So what are you waiting for?
[00:17:45.640 --> 00:17:51.840]   Get the facts and call Midas Resources toll free at 888-292-2709.
[00:17:51.840 --> 00:17:54.660]   That's 888-292-2709.
[00:17:54.660 --> 00:17:59.280]   And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver
[00:17:59.280 --> 00:18:07.880]   half dollar.
[00:18:07.880 --> 00:18:11.720]   It is now time to reign in evil and bring them to justice.
[00:18:11.720 --> 00:18:16.680]   Through the authority that has been delegated to us, it is time to destroy the destroyers.
[00:18:16.680 --> 00:18:21.440]   The number of the mounted troops was 200 million, the vast majority of the population of the
[00:18:21.440 --> 00:18:25.600]   U.S. Though the people of the U.S., where their numbers and influence are strongest,
[00:18:25.600 --> 00:18:30.040]   have primary responsibility for reigning them in and bringing them to justice, all nations
[00:18:30.040 --> 00:18:33.200]   will participate since they reside the world over.
[00:18:33.200 --> 00:18:37.600]   They are called Illuminati, elite, proponents of the New World Order.
[00:18:37.600 --> 00:18:40.360]   They oppose everything that is God and truth.
[00:18:40.360 --> 00:18:44.240]   They are of the line that was disinherited 2,000 years ago.
[00:18:44.240 --> 00:18:47.840]   Everything they have built over the centuries, the wealth they have accumulated, the power
[00:18:47.840 --> 00:18:52.920]   they have established, the poisoning of the masses, the destruction of the earth and mankind,
[00:18:52.920 --> 00:18:56.840]   we will undo through the authority that has now been delegated to us.
[00:18:56.840 --> 00:19:00.800]   Visit our website at unveilingthem.com.
[00:19:00.800 --> 00:19:04.920]   That's U-N-V-E-I-L-I-N-G them.com.
[00:19:04.920 --> 00:19:07.200]   The message of his kingdom.
[00:19:07.200 --> 00:19:09.320]   High gasoline prices got you down.
[00:19:09.320 --> 00:19:12.360]   Is your vehicle not getting the mileage it used to?
[00:19:12.360 --> 00:19:16.260]   Poor quality gasoline and the addition of ethanol plugs your fuel injectors and slowly
[00:19:16.260 --> 00:19:17.840]   robs fuel economy.
[00:19:17.840 --> 00:19:21.520]   Mechanics charge up to $300 to clean your fuel system.
[00:19:21.520 --> 00:19:22.840]   Save your money.
[00:19:22.840 --> 00:19:26.760]   Add just one bottle of Protect-A-Complete fuel system treatment to clean your fuel system
[00:19:26.760 --> 00:19:32.360]   to a like new condition in only one tankful and improve your mileage for up to six months.
[00:19:32.360 --> 00:19:36.680]   Safe for all cars, Protect-A-Complete fuel system cleaner reduces emissions by up to
[00:19:36.680 --> 00:19:40.280]   19% and that's something we can all live with.
[00:19:40.280 --> 00:19:45.800]   Order Protect-A-Complete fuel system cleaner today for only $9.95 and receive Protect-A-Synthetic
[00:19:45.800 --> 00:19:47.560]   engine treatment free.
[00:19:47.560 --> 00:19:49.680]   That's a $13.95 value.
[00:19:49.680 --> 00:19:54.240]   Protect-A-Engine treatment also comes with a 200,000 mile limited warranty on your engine.
[00:19:54.240 --> 00:19:57.100]   Order now at oilcompanysecret.com.
[00:19:57.100 --> 00:20:02.880]   That's oilcompanysecret.com or call 888-873-7371.
[00:20:02.880 --> 00:20:03.880]   That's 888-873-7371.
[00:20:03.880 --> 00:20:13.880]   You're listening to GCN, the Genesis Communications Radio Network.
[00:20:13.880 --> 00:20:28.640]   Raging for the truth, exposing corruption, dismantling the false left-right paradigm.
[00:20:28.640 --> 00:20:32.480]   He's Alex Jones.
[00:20:32.480 --> 00:20:37.360]   On Friday and Saturday, the world witnessed the lame duck President Bush with less than
[00:20:37.360 --> 00:20:43.360]   100 days left in office, 99 to be exact, and financial leaders from nations rich and poor
[00:20:43.360 --> 00:20:48.680]   pledged Saturday to intensify their efforts to unlock a frozen financial system before
[00:20:48.680 --> 00:20:52.200]   it does more damage to an increasingly shaky global economy.
[00:20:52.200 --> 00:20:54.080]   You've got to love it.
[00:20:54.080 --> 00:20:57.240]   The people that have engineered all this posing as the saviors.
[00:20:57.240 --> 00:21:01.000]   You see the same people that own the Federal Reserve on the Bank of England, the same people
[00:21:01.000 --> 00:21:06.320]   that own the private German banks, not all the banks, not the low-level banks that you
[00:21:06.320 --> 00:21:10.960]   think of as a bank that gives you a loan, the private central banks, the private families
[00:21:10.960 --> 00:21:15.560]   that control the issuance of currency and credit.
[00:21:15.560 --> 00:21:16.840]   The Federal Reserve is private.
[00:21:16.840 --> 00:21:18.520]   The Bank of England is private.
[00:21:18.520 --> 00:21:20.080]   They're privately owned.
[00:21:20.080 --> 00:21:25.720]   And so you have these world financial leaders via the governments meeting and pledging to
[00:21:25.720 --> 00:21:33.840]   give unlimited power to the private inner coterie of the central banks.
[00:21:33.840 --> 00:21:39.680]   Now, we told you what was in there, and the same legislation has been passed in England.
[00:21:39.680 --> 00:21:40.680]   Carbon taxes.
[00:21:40.680 --> 00:21:44.360]   You will be paying carbon taxes on what you breathe and what you eat and what you do,
[00:21:44.360 --> 00:21:48.160]   a feudalist tax, a surf tax, to the private banks.
[00:21:48.160 --> 00:21:49.160]   They have that set up.
[00:21:49.160 --> 00:21:51.800]   You'll pay directly to them.
