[00:00.000 --> 00:11.000]  Big Brother, mainstream media, government cover-ups.
[15:23.000 --> 15:33.000]  Alicia English, executive director of the Georgia Funeral Directors Association, dismissed suggestions that Americans should be alarmed by the recommendations.
[15:33.000 --> 15:45.000]  Again, you asked Watson to print me, because I can't do it on air, print me the Aaron Dykes article from four or five years ago with the actual documents about funeral cemeteries prepared for mass graves.
[15:45.000 --> 15:51.000]  I think it was the headline. I just need that intel. We can put it on screen. Thank you. I want to have it added to this article.
[15:51.000 --> 16:04.000]  As reported earlier this month, the U.S. State Department ordered 160,000 Ebola hazmat suits, prompting concerns that officials were preparing for an outbreak within the United States.
[16:04.000 --> 16:10.000]  While Ebola has so far been confined to the continent of Africa, speculation has arisen that the virus could have gone airborne to at least unlimited extent.
[16:10.000 --> 16:25.000]  Michael T. Ulsterholm, director of the Centers for Infectious Disease Research and Policy at the University of Minnesota, acknowledged in recent New York Times op-ed that virologists are loath to discuss openly, but are definitely considering in private the possibility that Ebola has gone airborne.
[16:25.000 --> 16:42.000]  Top German virologist Jonas Schmidt, caused consternation recently when he suggested that the battle against Ebola in Sierra Leone and Liberia was lost and that the virus would eventually kill five million people.
[16:42.000 --> 16:56.000]  Here is the article from 2009 by Aaron Dykes. Plans for mass graves confirmed. Government serving cemetery readiness for mass flu outbreak or other deadly contingent.
[16:56.000 --> 17:05.000]  And the actual documents are there, preparing for millions to be buried in just one cemetery in Indiana and New York state.
[17:05.000 --> 17:14.000]  So again, ladies and gentlemen, plans for mass graves confirmed. We can scroll down and show folks the documents right there in the article.
[17:14.000 --> 17:18.000]  This is the reality, ladies and gentlemen.
[17:18.000 --> 17:24.000]  Okay, because when we reported the mass grave plan, they had all this national media say we were putting on a hoax.
[17:24.000 --> 17:29.000]  They had all the national media say we were lying. We don't put out hoaxes.
[17:29.000 --> 17:39.000]  Probably every six months or so, one of my great writers, and I've done this myself before, will pick up somebody else's report that is a hoax or wrong.
[17:39.000 --> 17:41.000]  Because we're posting a lot of news and get it wrong.
[17:41.000 --> 17:49.000]  A couple of weeks ago that happened. It hadn't happened in about a year or two that Watson had made a mistake.
[17:49.000 --> 17:55.000]  And he did one about sex education in Florida from another source that was not accurate. It was actually Canada.
[17:55.000 --> 18:02.000]  But that stuff goes on in schools regardless. But the Washington Post wrote about how we were deliberately putting out bull last week.
[18:02.000 --> 18:08.000]  Even though I saw it five minutes after it went up, it had a gut reaction. I couldn't get ahold of Watson.
[18:08.000 --> 18:13.000]  So I called another web guy. I got the codes and I'm good at it. I said, jerk that story.
[18:13.000 --> 18:16.000]  And then I got Watson on the phone. I'm not throwing him in the bus. This happens to me too.
[18:16.000 --> 18:22.000]  This is an example of total transparency here. And I said, I think that's fake. I think those people look too old.
[18:22.000 --> 18:26.000]  And he goes, all right. And then Washington Post hit us. But here's the thing.
[18:26.000 --> 18:31.000]  They were watching within about 10 minutes. We had that pull down 5, 15, I don't know, 5, 10 minutes, whatever.
[18:31.000 --> 18:38.000]  Had like five comments when I found it. When I looked at it. And they had already seen it and already screenshotted it.
[18:38.000 --> 18:43.000]  That's how much they're watching us just waiting for us to make a bumble.
[18:43.000 --> 18:47.000]  But I'm glad I should probably even retract that on air because that's why I didn't actually talk about that.
[18:47.000 --> 18:54.000]  That was on purpose to tell that story because we don't celebrate our mistakes, but we open them up.
[18:54.000 --> 19:00.000]  We want you to know when we make a mistake because we're here trying to get it right.
[19:00.000 --> 19:05.000]  It's like yesterday I said, show teleprompter here. I'm going off memory and research.
[19:05.000 --> 19:08.000]  I said, yeah, this monster that cut these ladies head off, tried to kill the other one.
[19:08.000 --> 19:13.000]  Got stopped by the CEO of the company, Oklahoma. You know, I'm glad he took that guy out. I'm glad he killed him.
[19:13.000 --> 19:18.000]  Well, I knew full well he wounded him. I don't know why I said kill him. It's a Freudian slip. I wish he was dead.
[19:18.000 --> 19:24.000]  And CJ popped my ear and said, he's not dead. And then they threw up an article right there in front of me.
[19:24.000 --> 19:30.000]  That's good. That's what we all need to do with politicians, with media, with everybody else.
[19:30.000 --> 19:34.000]  I've told my whole crew, you call me on bull. You call me when something's wrong.
[19:34.000 --> 19:40.000]  You call me when you think something's out of bounds because I don't want to sit up here and compartmentalize,
[19:40.000 --> 19:44.000]  smoke and moan, dope, believing I've got all the answers like the establishment does.
[19:44.000 --> 19:49.000]  Let me tell you, establishment, you don't have all the answers. This world is in crisis.
[19:49.000 --> 19:56.000]  And when a ball of brakes out of it does in this country, we need to blame the system that didn't put the standard provisions in to stop it.
[19:56.000 --> 20:00.000]  They turned off the default protection modes.
[20:00.000 --> 20:07.000]  The human body is extraordinary. Despite all the stresses we inflict upon it, it still works hard to stay in balance.
[20:07.000 --> 20:12.000]  Thousands upon thousands of people rely upon hardened body extract to help their body stay balanced.
[20:12.000 --> 20:22.000]  This excellent 100% natural herbal formula helps maintain healthy blood pressure levels, cleans arteries, promotes good circulation, balances cholesterol and more.
[20:22.000 --> 20:30.000]  HB Extract, paired with healthy lifestyle choices like good nutrition and exercise, can give you a life free of pain, sickness and fear.
[20:30.000 --> 20:39.000]  Capture your youthful vitality and experience your body healing itself with the aid of HB Extract. It's extremely effective and it starts working in just days.
[20:39.000 --> 20:45.000]  Visit hbextract.com to learn more and to read scores of testimonials from satisfied customers.
[20:45.000 --> 20:52.000]  And we've never increased our price in over 10 years. That makes heart and body extract as great a value now as it was the first day we sold it.
[20:52.000 --> 21:00.000]  A healthy heart is a happy heart. Call 866-295-5305 or go to hbextract.com.
[21:22.000 --> 21:27.000]  Feel that you're prepared for the next disaster with mypatriotsupply.com.
[21:27.000 --> 21:40.000]  Get the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books and more at mypatriotsupply.com.
[21:40.000 --> 21:44.000]  Call 866-229-0927.
[21:44.000 --> 21:48.000]  We are hurting down here and we need help immediately.
[21:48.000 --> 21:55.000]  Before it's time to survive, it's time to prepare mypatriotsupply.com.
[21:55.000 --> 22:18.000]  Mypatriotsupply.com.
[22:25.000 --> 22:29.000]  Call 888-253-3139.
[22:29.000 --> 22:40.000]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[22:40.000 --> 22:46.000]  Super male vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[22:46.000 --> 22:52.000]  I jump out of bed ready to fight these criminals every day. I look forward to waking up and taking my super male vitality.
[22:52.000 --> 22:59.000]  InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[23:22.000 --> 23:33.000]  Are you happy doing your laundry with perfumed detergents that irritate your skin?
[23:33.000 --> 23:38.000]  Are you happy washing your hands with stinking fragrances that give your skin rashes?
[23:38.000 --> 23:42.000]  Are you happy paying new, higher prices for smaller boxes?
[23:42.000 --> 23:51.000]  Find your happiness today with our one to four year supply of pure soaps or our one to two month sampler with bar soap, shampoo, laundry and dish soap.
[23:51.000 --> 23:58.000]  At 5starsoap.com. You deserve the best. Happiness is 5starsoap.com.
[24:21.000 --> 24:43.000]  Lundy through Friday from 11am to 2pm central. We're here. This Ebola thing has been allowed to get out of control.
[24:43.000 --> 24:48.000]  It appears to be mutated in a stronger fashion. That's what the virologists are saying.
[24:48.000 --> 24:59.000]  I'm not going to recap all that. The fact that they are letting people fly into here from Liberia and other countries that are in a state of collapse right now.
[24:59.000 --> 25:06.000]  It's not even the Ebola deaths, which are terrible. That are the real crisis. It's the fear, the panic.
[25:06.000 --> 25:14.000]  And I'll tell you this. If Ebola breaks out in the United States, I'm going to quarantine myself.
[25:14.000 --> 25:24.000]  I'm wearing a mask. I've already got it in place for my family. And I'm just going to stay away from people that are infected and stay healthy. That's all you got to do.
[25:24.000 --> 25:30.000]  But our government could pull all sorts of shenanigans to let this be the crisis that let Obama stay in office.
[25:30.000 --> 25:37.000]  I mean, I never used to think that would actually happen. But the sky's the limit now. They've gotten away with executive orders on everything.
[25:37.000 --> 25:47.000]  And just launching wars without approval and carbon taxes without approval. So the sky's the limit at this point. I would expect anything out of these people.
[25:47.000 --> 25:56.000]  We're going to talk to Dr. Group coming up in the next segment about that. Later in the broadcast, after Ron Paul leaves us at the bottom of the next hour,
[25:56.000 --> 26:06.000]  I'm going to get into three articles from the stack today. And there's more than just these three. It is not my job and not my goal to just get up here and bash police.
[26:06.000 --> 26:12.000]  When I was younger, I did do that to a certain extent because I knew that North Korea and Mexico in places were oppressive and bad.
[26:12.000 --> 26:19.000]  I didn't want our police to be like that. I knew they were being federalized. I knew they were being militarized. But that's happened now.
[26:19.000 --> 26:29.000]  But you catch more flies with honey than you do with vinegar, as Grandma would say. And the police, as I've said a thousand times, is true.
[26:29.000 --> 26:38.000]  I didn't realize when I was young and dumb, still I guess young and dumb to a certain extent, at 40 years old, are a natural ally of the Liberty Movement.
[26:38.000 --> 26:47.000]  In polls, it's like 95% are pro-gun. Some are 98% national polls. They tend to be pro-property rights, actually anti-police state in many cases.
[26:47.000 --> 26:54.000]  The police state is what the feds are bringing down, what the globalists are bringing down from the top. They want to federalize local police.
[26:54.000 --> 27:04.000]  They give them the training, the militarization, the asset forfeiture, and then sit back with CNN and MSNBC and everybody and go,
[27:04.000 --> 27:16.000]  oh, look how horrible the police are after they literally are trying to twist them with their arm behind their back and to try to hire thugs and hire low IQ and hire gang bangers.
[27:16.000 --> 27:29.000]  Like they hire the droogies in Clarkwork Orange, the Stanley Kubrick film based on the book, Clarkwork Orange, that if you watch it today, you see how visionary it was, where they hire the gang members to be the cops.
[27:29.000 --> 27:41.000]  That's what's done in oppressive countries. That's what the Nazis did, is they hired the street thugs, hundreds of thousands of them, and veterans, bad veterans, to form the SA.
[27:41.000 --> 27:49.000]  But mainly just criminals and street thugs. And that's what I'm seeing in more and more of these videos from their own squad cars.
[27:49.000 --> 27:57.000]  I'm going to shoot him right in the bleeper, says cop, and this is on the news, we can say it, but I'll let the report say it, cop says cop before executing camper.
[27:57.000 --> 28:09.000]  And it's just some homeless guy, and even after they shoot him over and over again with real bullets, but also with bean bags and stuff, they go up and shooting more and they let the dog bite him and get off on it.
[28:09.000 --> 28:18.000]  And I said this was cold blooded murder on purpose. This is what you see in videos or testimony where six or seven gang bangers beat up and kill an old woman.
[28:18.000 --> 28:28.000]  It's the same giggling, the same, whether it's weirdo convicts or gang bangers or gang banger cops, they all look and act the same, everybody knows it, and I want to throw up.
[28:28.000 --> 28:34.000]  Let's play part of this newscast where they giggle and laugh about it before they execute the unarmed man. Here it is.
[28:34.000 --> 28:42.000]  Investigator Chris Ramirez has a video that APD didn't know he had. You're going to hear it for yourself and you decide what it means.
[28:42.000 --> 28:50.000]  And Tom and Tessa, the two officers who shot and killed homeless camper James Boyd, a Dominic Perez and Keith Sandy.
[28:50.000 --> 29:00.000]  Well, this story is about Keith Sandy. Nobody in the public has heard what Sandy said two hours before he pulled that trigger firing those fatal shots.
[29:00.000 --> 29:04.000]  Well, you're about to hear officer Sandy's own words.
[29:04.000 --> 29:13.000]  Keith Sandy, fired from New Mexico State Police, but hired by APD anyway, responded to the scene in the foothills last March.
[29:13.000 --> 29:28.000]  He sees an old colleague, State Police Officer Chris Ware. Sandy doesn't realize it, but where's dash cam is rolling, picking up this conversation that will change how lawyers, judges and our community view this shooting.
[29:28.000 --> 29:44.000]  We'll be right back, folks. Stay with us. I'm Alex Jones. We'll be right back. Dr. Group's coming up. We'll play all this later.
[29:44.000 --> 29:49.000]  There's a couple more cases today. We're going to be covering just like it.
[29:49.000 --> 30:00.000]  We're on the March. The Empire's on the run. Alex Jones and the GCN Radio Network.
[30:00.000 --> 30:06.000]  Another major health threat. This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[30:06.000 --> 30:09.000]  Ohio's governor declaring a state of emergency.
[30:09.000 --> 30:19.000]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day? If there's a water emergency, will you be prepared?
[30:19.000 --> 30:22.000]  Panicked residents forming long lines throughout the day.
[30:22.000 --> 30:27.000]  We're here at a supermarket in Toledo. You can see the shelves empty where water once was.
[30:27.000 --> 30:36.000]  To stay safe and healthy during a crisis, you must have access to safe, clean water, water which will not be available at your local grocery store.
[30:36.000 --> 30:39.000]  There's a mad dash on right now to stock up on supplies.
[30:39.000 --> 30:46.000]  The Pro Pure Pro 1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[30:46.000 --> 31:00.000]  Protect your family's safety during an emergency. Go to infowarstore.com today to purchase your Pro Pure Pro 1 G2.0 Water Filtration System or call 1-88-253-3139.
[31:00.000 --> 31:09.000]  You've heard about the essential qualities of iodine when it comes to your well-being, and you've read the opinions of top experts regarding this good member of the halogen family.
[31:09.000 --> 31:15.000]  Still, reports indicate that iodine is absent in sufficient amounts from the daily lives of countless people worldwide.
[31:15.000 --> 31:19.000]  Now, our extra-strength new nascent iodine formula is here.
[31:19.000 --> 31:21.000]  Survival Shield X2.
[31:21.000 --> 31:34.000]  Leading the way into the next generation of super-high-quality nascent iodine, InfoWars Life Survival Shield X2 is derived from 200-plus-million-year-old salt solutions found more than 7,000 feet below the Earth's surface.
[31:34.000 --> 31:42.000]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients, and completely vegan.
[31:42.000 --> 32:00.000]  We even pre-screen our Survival Shield X2 iodine for radiation. Pure, clean, and sourced from deep within the Earth, X2 nascent iodine is available exclusively at infowarslife.com, infowarstore.com, or call 1-888-253-3139.
[32:12.000 --> 32:19.000]  If not, then I want to know why. Oh, I know it's tough to talk about this with some people. They might call you names, or they just want to talk about sports.
[32:19.000 --> 32:27.000]  They're so populist. I say, so what? There's a battle going on out there right now. The ammunition is information, and the soldiers are you.
[32:27.000 --> 32:31.000]  It's time to transform your game from passive listener to active participant.
[32:31.000 --> 32:37.000]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[32:37.000 --> 32:47.000]  If we don't all stand up right now, we're going to lose everything. The info war is worldwide. Tell your friends about info wars, and let them know that info wars doesn't print bull.
[32:47.000 --> 33:11.000]  It's real journalism and news backed up by documented fact. Step up and take your friends and family to infowars.com, prisonplanet.tv, and planetinfowars.com. The truth will set them free.
[33:17.000 --> 33:29.000]  For a long time, run over for a long time. Sooner or later, gotta cut you down. Sooner or later, gotta cut you down.
[33:29.000 --> 33:42.000]  Go tell that long tongue liar. Go and tell that midnight writer. Tell the rambler, the gambler, the backbiter. Tell him it's gonna, got him down.
[33:42.000 --> 33:48.000]  So Congressman Dr. Ron Paul is going to be joining us coming up the start of the next hour.
[33:48.000 --> 33:53.000]  Then I will continue with this news. I'm going to shoot him right in the bleeper.
[33:53.000 --> 34:07.000]  He says cop before executing camper dash cam of state police captures officers premeditated intentions to shoot the homeless man.
[34:07.000 --> 34:12.000]  And they did indeed do that. Then let the dog after he was already dead, bite him and have a little bit of enjoyment.
[34:12.000 --> 34:19.000]  Another one. Florida woman arrested for possession of spaghettios. They said the spaghettios look like methamphetamine.
[34:19.000 --> 34:27.000]  Cop sees car when told to get a warrant. Tell owner that that's what he gets for exercising his rights.
[34:27.000 --> 34:38.000]  Close quote. That's on the dash cam. You need a warrant to search my car. Okay, I'm just going to seize your car.
[34:38.000 --> 34:42.000]  Of course, no drugs were found. Nothing. Of course, who ships the drugs in.
[34:42.000 --> 34:49.000]  Another one. Pennsylvania cop sued for storming home and arresting woman for video recording them out of her own home in the street.
[34:49.000 --> 34:59.000]  I mean, this is the craziness. And the reason police have been told to do this and act like this is because the power structure wants to convert us to a police state,
[34:59.000 --> 35:04.000]  wants to convert us to a total totalitarian program.
[35:04.000 --> 35:13.000]  The inventor of the Internet. No, not Al Gore. The real British inventor has gone public worldwide and says we're going into a planetary tyranny.
[35:13.000 --> 35:22.000]  He used those words. You can look it up. William Benning used the words total totalitarianism, big brother 1984 on steroids.
[35:22.000 --> 35:27.000]  He comes on the show now three times for what he's been on with David Knight twice. So five times.
[35:27.000 --> 35:36.000]  And it just sounds like me. He's the former director of intelligence at the NSA number three or number four, a director of the NSA.
[35:36.000 --> 35:43.000]  And he sounds more hardcore than me. And then I break down how I think it's really all working and operating.
[35:43.000 --> 35:48.000]  I don't want to sound arrogant. I know how it works. And he goes, yes, exactly, precisely, exactly, precisely.
[35:48.000 --> 35:56.000]  I have former CIA commanders on. They go, yes, exactly, precisely, because I'm not bragging. I'm saying we're just confirming our intel,
