[00:00:00.000 --> 00:00:27.760]  InfoWars, tomorrow's news today.
[00:02:51.280 --> 00:02:57.320]  Last week, the U.S. deployed a submarine with a Tomahawk missile payload to support Israel.
[00:02:57.320 --> 00:03:01.820]  If Israel goes to war with Iran, the U.S. will be involved.
[00:03:01.820 --> 00:03:05.600]  The U.S. is looking at three different theaters of war.
[00:03:05.600 --> 00:03:10.620]  They've already depleted their munitions in their losing proxy war with Russia, and they've
[00:03:10.620 --> 00:03:14.940]  depleted their military with clotshots and tranny PSYOPs.
[00:03:14.940 --> 00:03:21.660]  Meanwhile, the Bank for International Settlements, or BIS, is preparing for a one-world digital
[00:03:21.660 --> 00:03:22.900]  currency.
[00:03:22.900 --> 00:03:28.460]  The BIS was created in 1930 to centralize the central banks.
[00:03:28.460 --> 00:03:35.220]  Project Icebreaker is the BIS plan to control all international transactions between central
[00:03:35.220 --> 00:03:37.260]  bank digital currencies.
[00:03:37.260 --> 00:03:42.740]  Similar to what Fed now is planning to do in America on the national level.
[00:03:42.740 --> 00:03:48.440]  The decisions being made by the big banks for the economic reset are hugely unpopular
[00:03:48.440 --> 00:03:50.460]  with the awakening masses.
[00:03:50.460 --> 00:03:57.260]  But these criminal big banks have three catastrophic wars to launch as smoke screens while they
[00:03:57.260 --> 00:04:02.300]  eliminate their opposition and write the history books of tomorrow.
[00:04:02.300 --> 00:04:06.700]  Reporting for InfoWars, this is Greg Reese.
[00:04:06.700 --> 00:04:13.300]  Ladies and gentlemen, it's Thursday, April 13th, 2023, big broadcast line-up for you
[00:04:13.300 --> 00:04:14.300]  today.
[00:04:14.300 --> 00:04:29.300]  And it's time for humanity to stand up in the InfoWars and say, I don't know what's
[00:04:29.300 --> 00:04:34.300]  going to happen at the end of this, but you want to fight, you better believe you've got
[00:04:34.300 --> 00:04:35.300]  one!
[00:04:36.300 --> 00:04:41.300]  From the front lines of the Information War, it's Alex Jones.
[00:04:47.300 --> 00:04:51.300]  I don't have to tell you that all hell's breaking loose and civilization is spiraling out of
[00:04:51.300 --> 00:04:52.300]  control.
[00:04:52.300 --> 00:04:56.300]  But we've got to hit the bottom before we come back up.
[00:04:56.300 --> 00:04:57.800]  Stay with us and spread the word.
[00:04:57.800 --> 00:05:01.300]  It's an InfoWar.
[00:05:01.300 --> 00:05:06.300]  They decided to not perp walking, not put him in handcuffs, not do a mugshot because
[00:05:06.300 --> 00:05:07.300]  they knew that that would help Trump.
[00:05:07.300 --> 00:05:09.300]  Didn't they know this would backfire?
[00:05:09.300 --> 00:05:11.300]  We were waiting for the mugshot.
[00:05:11.300 --> 00:05:12.300]  We learned today they wouldn't have it.
[00:05:12.300 --> 00:05:13.300]  So we've made our own.
[00:05:13.300 --> 00:05:18.300]  And it says political prisoner with an image of President Trump.
[00:05:18.300 --> 00:05:21.300]  The shirt is being printed now in Texas.
[00:05:21.300 --> 00:05:23.300]  It'll be shipping out to you in one week.
[00:05:23.300 --> 00:05:29.300]  Political prisoner with Trump on the front there in a mugshot jail background.
[00:05:30.300 --> 00:05:31.300]  It's a fundraiser shirt.
[00:05:31.300 --> 00:05:35.300]  It says InfoWars.com on the back of the shirt.
[00:05:35.300 --> 00:05:36.300]  We also have Alex Jones for president.
[00:05:36.300 --> 00:05:37.300]  No, I'm not running for president.
[00:05:37.300 --> 00:05:40.300]  It's a really nice navy blue, high quality shirt.
[00:05:40.300 --> 00:05:41.300]  Red, white and blue.
[00:05:41.300 --> 00:05:42.300]  Alex Jones for president.
[00:05:42.300 --> 00:05:43.300]  24.
[00:05:43.300 --> 00:05:45.300]  It's a fun conversational piece and a limited edition shirt.
[00:05:45.300 --> 00:05:47.300]  Great way to fund the operation.
[00:05:47.300 --> 00:05:56.300]  So get your Alex Jones for president and Trump mugshot shirts at InfoWarStore.com or by calling
[00:05:56.300 --> 00:06:00.300]  toll free 888-253-3139.
[00:06:13.300 --> 00:06:14.300]  Big Brother.
[00:06:14.300 --> 00:06:16.300]  Mainstream media.
[00:06:16.300 --> 00:06:18.300]  Government cover-ups.
[00:06:18.300 --> 00:06:20.300]  You want to stop tyranny?
[00:06:20.300 --> 00:06:21.300]  Well, so does he.
[00:06:21.300 --> 00:06:24.300]  Live from the InfoWars.com studios.
[00:06:24.300 --> 00:06:26.300]  It's Alex Jones.
[00:06:51.300 --> 00:06:53.300]  Ladies and gentlemen.
[00:06:53.300 --> 00:06:57.300]  It's Thursday, April 13th, 2023.
[00:06:57.300 --> 00:07:06.300]  I'm your embattled host, Alex Jones, bringing you tidings of great danger, but also incredible
[00:07:06.300 --> 00:07:07.300]  opportunity.
[00:07:07.300 --> 00:07:09.300]  All right.
[00:07:09.300 --> 00:07:14.300]  I've cleared the slate of guests today over the next four hours, and we are going to be
[00:07:14.300 --> 00:07:22.300]  opening the phones up throughout this transmission on all of these topics that I'm about to hit.
[00:07:22.300 --> 00:07:27.300]  Then I'll give the number out at the bottom of the hour, and we're going to take hundreds.
[00:07:27.300 --> 00:07:32.300]  My goal will be about 100 calls here today.
[00:07:32.300 --> 00:07:36.300]  So let me just get in a little bit of what's on the plate here.
[00:07:36.300 --> 00:07:39.300]  Huge economic developments, admissions that were in a recession.
[00:07:39.300 --> 00:07:42.300]  It's been that for a while, but they've been suppressing it.
[00:07:42.300 --> 00:07:48.300]  Stores closing all over the United States because of the crime waves.
[00:07:48.300 --> 00:07:51.300]  And other very serious economic news coming in.
[00:07:51.300 --> 00:07:52.300]  We're going to look at that.
[00:07:52.300 --> 00:07:55.300]  We know that was all part of the plan.
[00:07:55.300 --> 00:08:01.300]  We are also going to be laying out the latest in the culture wars, and really a huge development
[00:08:01.300 --> 00:08:04.300]  we've known is coming for a long time.
[00:08:04.300 --> 00:08:09.300]  Obama promised to bankrupt coal in America, and he shut down more than half the plants.
[00:08:09.300 --> 00:08:14.300]  Trump was unable to open any of the systems, and Biden has continued for two-plus years
[00:08:14.300 --> 00:08:16.300]  wrecking what's left.
[00:08:16.300 --> 00:08:20.300]  Power prices have roughly tripled across the United States, devastating the average person
[00:08:20.300 --> 00:08:21.300]  and the economy.
[00:08:21.300 --> 00:08:25.300]  And you saw California always the testing ground, the bellwether.
[00:08:26.700 --> 00:08:42.700]  Last year, they banned most small combustion engines on golf carts, on things like leaf blowers and lawnmowers.
[00:08:42.700 --> 00:08:47.700]  And the same thing's happening in Europe. They're moving in to ban single-family dwellings.
[00:08:47.700 --> 00:08:51.700]  Well, Biden's been saying he'd do it. Remember a few months ago, they were like,
[00:08:51.700 --> 00:08:56.700]  Oh, we're going to ban gas-powered stoves, ranges.
[00:08:56.700 --> 00:09:02.700]  People made the come-and-take-it flag with the cannon, so the cannon, it's a gas stove.
[00:09:02.700 --> 00:09:05.700]  And then they backed off of that, but now they're back to it.
[00:09:05.700 --> 00:09:07.700]  Well, here's the new announcement.
[00:09:07.700 --> 00:09:13.700]  They've now released draft plans of the two big announcements that Biden's set to put out.
[00:09:13.700 --> 00:09:15.700]  They've already trial-ballooned it.
[00:09:15.700 --> 00:09:18.700]  This is Town Hall, gets it right.
[00:09:18.700 --> 00:09:23.700]  The administration moves full steam ahead with effort to ban cars.
[00:09:23.700 --> 00:09:30.700]  This bans the combustion engine and says that carbon dioxide is a pollutant.
[00:09:30.700 --> 00:09:36.700]  And so because your car puts out carbon dioxide that plants breathe, but then put off oxygen for us,
[00:09:36.700 --> 00:09:40.700]  it's only a trace gas and much higher in our past.
[00:09:40.700 --> 00:09:45.700]  That's associated with higher crop yields, better health in humans, everything.
[00:09:45.700 --> 00:09:49.700]  Just one of the provisions bans carbon dioxide coming out of a tailpipe.
[00:09:49.700 --> 00:09:51.700]  Same thing they did with the coal-powered plants.
[00:09:51.700 --> 00:09:53.700]  We have the cleanest plants in the world.
[00:09:53.700 --> 00:09:57.700]  All that comes out of them is carbon dioxide and water vapor.
[00:09:57.700 --> 00:10:02.700]  But they'll aim a camera on a cold day at a coal-powered plant and say, look at all that smoke.
[00:10:02.700 --> 00:10:10.700]  Notice the smoke goes away in a couple hundred yards because the hot air cools off and hits the same temp.
[00:10:10.700 --> 00:10:19.700]  Just like when you're breathing in the cold air and you're 98 point whatever it is, oxygen is coming out,
[00:10:19.700 --> 00:10:23.700]  air is coming out, and it looks like you're breathing smoke.
[00:10:23.700 --> 00:10:26.700]  Well, by the time you're three or four, you learn that's not really smoke.
[00:10:26.700 --> 00:10:32.700]  But it's the same trick that they aim at the top of power plants and say, look, the smoke is getting us.
[00:10:32.700 --> 00:10:39.700]  Meanwhile, in China and in India and in Mexico and 160 plus other third world nations,
[00:10:39.700 --> 00:10:42.700]  they have zero emissions controls.
[00:10:42.700 --> 00:10:48.700]  That's why if you're in Mexico, you see a coal-powered plant right across the border supplying power to the U.S.
[00:10:48.700 --> 00:10:51.700]  You see black smoke coming out.
[00:10:51.700 --> 00:10:56.700]  Not water vapor, not what looks like white smoke, black smoke.
[00:10:56.700 --> 00:11:02.700]  And they're just burning dirty coal with the mercury and all the rest of it coming out.
[00:11:03.202 --> 00:11:06.202]  And polluting everything, including their own people.
[00:11:06.202 --> 00:11:08.202]  But that's okay.
[00:11:08.202 --> 00:11:10.202]  Because the globalists own and control that area.
[00:11:10.202 --> 00:11:12.202]  And they're going to continue the industry there.
[00:11:12.202 --> 00:11:15.202]  It's just Europe, Australia, New Zealand, Canada, the U.S.
[00:11:15.202 --> 00:11:18.202]  The Western world is to have its energy cut off.
[00:11:18.202 --> 00:11:20.202]  A globalist sanction.
[00:11:20.202 --> 00:11:22.202]  So, it's the same thing.
[00:11:22.202 --> 00:11:29.202]  Oh my gosh, we've got to ban coal power plants because carbon dioxide is a pollutant listed by the EPA.
[00:11:29.202 --> 00:11:31.202]  Never passed by Congress.
[00:11:31.202 --> 00:11:35.202]  Remember, over a year ago, the Supreme Court ruled, like two years ago now,
[00:11:35.202 --> 00:11:39.202]  and said all these EPA rules are unconstitutional.
[00:11:39.202 --> 00:11:42.202]  Banning coal power plants, saying carbon dioxide is a pollutant.
[00:11:42.202 --> 00:11:45.202]  You didn't pass a law.
[00:11:45.202 --> 00:11:48.202]  You can't do that.
[00:11:48.202 --> 00:11:50.202]  Congress makes laws.
[00:11:50.202 --> 00:11:51.202]  Well, guess what?
[00:11:51.202 --> 00:11:54.202]  They're still ignoring the Supreme Court ruling.
[00:11:54.202 --> 00:11:58.202]  And so, we need action on that now, ladies and gentlemen.
[00:11:59.202 --> 00:12:03.202]  The Biden administration is preparing two sets of new rules to limit vehicle emissions
[00:12:03.202 --> 00:12:08.202]  in a move critics say proves electric vehicles would fail in a free market.
[00:12:08.202 --> 00:12:13.202]  Proposed Environmental Protection Agency regulation would set limits on emissions for all types of vehicles
[00:12:13.202 --> 00:12:15.202]  and fundamentally transform the auto industry
[00:12:15.202 --> 00:12:19.202]  as manufacturers who do not get in line will face regulatory penalties.
[00:12:19.202 --> 00:12:27.202]  Another proposal, at least 54% of new vehicles sold would need to be electric in just seven years.
[00:12:27.202 --> 00:12:32.202]  While 67% may need to be electric by 2032.
[00:12:32.202 --> 00:12:38.202]  This is more strict than the 50% EV regime the auto industry agreed to in 2021.
[00:12:38.202 --> 00:12:42.202]  And there's not enough cobalt and enough of all the different rare earth minerals
[00:12:42.202 --> 00:12:45.202]  to build the damn electric cars.
[00:12:45.202 --> 00:12:48.202]  And you have to, on average, travel with a standard electric car,
[00:12:48.202 --> 00:12:54.202]  I've seen the numbers, 60,000 to 70,000 miles before it starts becoming competitive
[00:12:54.202 --> 00:13:00.202]  on not releasing carbon with a gas car, because it took that much carbon to build the car,
[00:13:00.202 --> 00:13:02.202]  which, by the way, is great.
[00:13:02.202 --> 00:13:05.202]  We're carbon-based life forms.
[00:13:05.202 --> 00:13:07.202]  Carbon's good.
[00:13:07.202 --> 00:13:09.202]  Carbon, good.
[00:13:09.202 --> 00:13:11.202]  Carbon, not bad.
[00:13:11.202 --> 00:13:13.202]  Carbon dioxide, good.
[00:13:13.202 --> 00:13:15.202]  Not bad.
[00:13:15.202 --> 00:13:18.202]  So, this is just an amazing situation.
[00:13:18.202 --> 00:13:21.202]  We're going to be getting into that.
[00:13:21.202 --> 00:13:28.202]  CNN came out and said, Bud Light's inclusive ad campaigns are good for business, experts say.
[00:13:28.202 --> 00:13:30.202]  But they're not really.
[00:13:30.202 --> 00:13:35.202]  And I've seen this spin that the term, get woke, go broke, isn't true,
[00:13:35.202 --> 00:13:42.202]  and that this annihilation and now $6 billion in market cap lost in Anheuser-Busch is an anomaly.
[00:13:42.202 --> 00:13:44.202]  That's not true.
[00:13:44.202 --> 00:13:46.202]  That's a liberal talking point.
[00:13:45.468 --> 00:13:52.308]  The NFL saw half its ratings go away when it became all woke.
[00:13:52.308 --> 00:13:57.668]  Same thing with the basketball league, the NBA.
[00:13:57.668 --> 00:14:02.747]  And there's countless examples, Hollywood, with all its woke movies, every one of them
[00:14:02.747 --> 00:14:03.747]  has crashed.
[00:14:03.747 --> 00:14:06.068]  And it's basically bankrupted Hollywood.
[00:14:06.068 --> 00:14:10.468]  And I give you a thousand other examples, but I got to say, I've been seeing articles
[00:14:10.468 --> 00:14:17.147]  on Infowars that say, well, really, it isn't get woke, go broke, but here's a real example
[00:14:17.147 --> 00:14:18.147]  of it.
[00:14:18.147 --> 00:14:19.588]  It's all over the place.
[00:14:19.588 --> 00:14:24.068]  The problem is the big central banks have unlimited money and like zombies keep pumping
[00:14:24.068 --> 00:14:26.948]  an end of Hollywood and CNN and the rest of it.
[00:14:26.948 --> 00:14:28.907]  The difference is they just don't have any audiences.
[00:14:28.907 --> 00:14:34.188]  So they can just keep them up there and prop them up, but they have a fraction of the audience
[00:14:34.188 --> 00:14:37.068]  that they normally do.
[00:14:37.068 --> 00:14:39.627]  So no, they're losing the culture war.
[00:14:39.627 --> 00:14:41.867]  We are winning the culture war.
[00:14:41.867 --> 00:14:48.108]  And here's that same crap about how this bud campaign is good.
[00:14:48.108 --> 00:14:52.468]  Experts say like a circular hiring squad.
[00:14:52.468 --> 00:15:00.668]  So losing $6 billion and the average liquor distributor group saw on the numbers here
[00:15:00.668 --> 00:15:07.068]  is they're seeing orders in just a week go down at least 40% nationwide for Anheuser-Busch
[00:15:07.068 --> 00:15:11.068]  products across the board and even higher numbers for Bud Light itself.
[00:15:11.068 --> 00:15:20.507]  So having a 40% plunge in sales across your entire company and $6 billion loss or 6% of
[00:15:20.507 --> 00:15:28.828]  their stock price is good and two men can have a baby.
[00:15:28.828 --> 00:15:30.828]  I mean, give me a break.
[00:15:30.828 --> 00:15:33.188]  This is beyond gaslighting.
[00:15:33.188 --> 00:15:36.147]  This is idiocy.
[00:15:36.147 --> 00:15:37.147]  Absolute BS.
[00:15:37.147 --> 00:15:38.147]  All right.
[00:15:38.147 --> 00:15:42.588]  I'm going to hit some more of what I'm going to drill into when we come back, but I got
[00:15:42.588 --> 00:15:45.507]  to play a clip of Marco Rubio where he knocks out of the park.
[00:15:45.507 --> 00:15:49.147]  Everybody knows I've not been a big fan of Marco Rubio, but he's kind of coming along
[00:15:49.147 --> 00:15:51.747]  and getting with the team now because he sees the establishment imploding.
[00:15:51.747 --> 00:15:54.948]  That's what I've been explaining is humanity is waking up big time.
[00:15:54.948 --> 00:15:55.948]  We'll be right back.
[00:15:55.948 --> 00:15:56.448]  Stay with us.
[00:15:59.315 --> 00:16:07.315]  If Alex Jones runs for president in the Republican Party, he has a chance of winning.
[00:16:10.315 --> 00:16:15.315]  If you just tuned in, you may be noticing I'm wearing an Alex Jones for president 2024 shirt.
[00:16:15.315 --> 00:16:20.315]  I am not seriously planning to run for president. This is an idea the crew had.
[00:16:20.315 --> 00:16:23.315]  I have a triggering shirt, kind of next level Alex Jones was right.
[00:16:23.315 --> 00:16:27.315]  There's Infowars.com on the back, Alex Jones for president 2024 on the front.
[00:16:27.315 --> 00:16:31.315]  It's a fundraiser shirt. It's made out of really nice fabric. It's high quality.
[00:16:31.315 --> 00:16:34.315]  And it is an exclusive shirt to Infowars.com.
[00:16:34.315 --> 00:16:37.315]  And when the shirts are gone, they're gone.
[00:16:37.315 --> 00:16:42.315]  We're doing one run of Alex Jones for president 2024 shirts.
[00:16:42.315 --> 00:16:47.315]  And we'll have a historic memento, be able to spread the word, meet a lot of like-minded people.
[00:16:47.315 --> 00:16:49.315]  And you'll be able to keep us on the air.
[00:16:49.315 --> 00:16:54.315]  No way. No way. That's a bridge too far. No, it can't be.
[00:16:54.315 --> 00:16:56.315]  And I said on national television that he was going to win.
[00:16:56.315 --> 00:16:59.315]  At Infowarsstore.com.
[00:16:59.315 --> 00:17:03.315]  Turbo Force is back. Sold out for eight months.
[00:17:03.315 --> 00:17:06.315]  And it's Turbo Force Plus. We made it even stronger.
[00:17:06.315 --> 00:17:10.315]  The strongest long-term energy you're going to find anywhere.
[00:17:10.315 --> 00:17:17.315]  Turbo Force is back in stock at Infowarsstore.com or 888-253-3139.
[00:17:17.315 --> 00:17:23.315]  And it's not just wide-spectrum natural herbs that time-release over 10 hours.
[00:17:23.315 --> 00:17:25.315]  Should be called 10-hour energy.
[00:17:25.315 --> 00:17:29.315]  It has a bunch of vitamins and minerals and a bunch of other key things.
[00:17:29.315 --> 00:17:33.315]  And amino acids that turbocharge everything.
[00:17:33.315 --> 00:17:37.315]  And are good for your heart, your brain, your liver, you name it.
[00:17:37.315 --> 00:17:40.315]  It is the super fuel.
[00:17:40.315 --> 00:17:43.315]  Rain Force Plus is great. Rain Force Ultra is great.
[00:17:43.315 --> 00:17:45.315]  They're two different nootropics. They go good with this.
[00:17:45.315 --> 00:17:49.315]  But this is the King Kong. This is the boss.
[00:17:49.315 --> 00:17:54.315]  Turbo Force. Back in stock. Discounted. Infowarsstore.com.
[00:17:54.315 --> 00:17:57.315]  More power. More strength. More energy.
[00:18:15.315 --> 00:18:18.315]  We've been right on for over a decade.
[00:18:18.315 --> 00:18:22.315]  I don't care how you slice it, dice it, flip it up or rub it down.
[00:18:22.315 --> 00:18:24.315]  Alex Jones was right.
[00:18:24.315 --> 00:18:28.315]  Think about how frustrated we are if you've been awake for a year or two.
[00:18:28.315 --> 00:18:31.315]  Imagine being like an Alex Jones or those guys who've been awake for like decades.
[00:18:31.315 --> 00:18:35.315]  Alex Jones called this years ago. Years ago.
[00:18:35.315 --> 00:18:39.315]  Alex Jones never bought the Russia hoax. Not for a second.
[00:18:39.315 --> 00:18:42.315]  You are one of the great thinkers of this.
[00:18:42.315 --> 00:18:44.315]  You are a martyr to the First Amendment.
[00:18:44.315 --> 00:18:47.315]  The government fears Alex Jones.
[00:18:47.315 --> 00:18:49.315]  That's why the globalists hate me.
[00:18:49.315 --> 00:18:52.315]  It's because I'm exposing their corporate worldwide tyranny.
[00:19:00.315 --> 00:19:06.315]  I intend to take the Infowars armored truck out.
[00:19:06.315 --> 00:19:08.315]  Or the Infowars tank as it's so lovingly called.
[00:19:08.315 --> 00:19:11.315]  You came through yesterday and shopped at Infowarsstore.com.
[00:19:11.315 --> 00:19:13.315]  So I'm going to be able to take the truck out.
[00:19:41.315 --> 00:19:44.315]  I'm going to be able to take the truck out.
[00:20:08.630 --> 00:20:36.550]  Alright, yesterday I talked a lot about this, we're going to play a compilation coming up
[00:20:36.550 --> 00:20:43.230]  here in the last segment of this hour of world leaders, U.S. leaders saying there's been
[00:20:43.230 --> 00:20:47.350]  a globalist corporate coup over America and over most of the world, they're at war with
[00:20:47.350 --> 00:20:53.710]  the average family, the average business, they are using economics as a form of siege
[00:20:53.710 --> 00:20:59.850]  to make us poor so they can dictate the terms of our unconditional surrender.
[00:20:59.850 --> 00:21:03.670]  And the fact you've got Elon Musk at the World Government Summit of the WEF saying your plan
[00:21:03.670 --> 00:21:07.590]  is evil and bad and dangerous, and you've got Ron Paul saying there's been a coup over
[00:21:07.590 --> 00:21:11.650]  America and the election was a total fraud, we have a permanent bureaucracy, you have Trump
[00:21:11.650 --> 00:21:17.270]  saying it, and Rand Paul saying it, and RFK Jr. saying it.
[00:21:17.540 --> 00:21:29.540]  And now Marco Rubio starting to say it, and Senator Cruz saying it, and Josh Hawley saying it, and Senator Cotton saying it.
[00:21:30.530 --> 00:21:36.530]  And the new Swiss leader, and the new leader in Sweden.
[00:21:36.530 --> 00:21:38.530]  It's just the new leader of Italy.
[00:21:38.530 --> 00:21:43.530]  Goes and gives anti-New World Order, anti-Bilderberg group speeches to millions,
[00:21:43.530 --> 00:21:47.530]  and talks about their plan to destroy the family and cut off the gasoline.
[00:21:47.530 --> 00:21:50.530]  I mean, people are really getting it.
[00:21:50.530 --> 00:21:57.530]  Imagine being Jim McGriffin telling people about this 50 years ago, or myself 29 years ago.
[00:21:57.530 --> 00:22:03.530]  When maybe 1% of people knew this was real and happening, but now it's here.
[00:22:03.530 --> 00:22:12.530]  So as negative as things are, what they're trying to force through and people realize is designed to control us.
[00:22:12.530 --> 00:22:18.530]  The head of the European Central Bank just last week, LeGrand, those famous Russian pranksters
[00:22:18.530 --> 00:22:24.530]  that prank U.S. Senators, and prank Governors, and prank British Prime Ministers,
[00:22:24.530 --> 00:22:26.530]  that always call in and say there's Zelensky here.
[00:22:26.530 --> 00:22:29.530]  Thank you for talking to me. How are you doing today?
[00:22:29.530 --> 00:22:33.530]  There's a new video I meant to get to a couple days ago, but it's all over.
[00:22:33.530 --> 00:22:35.530]  You've probably already seen it.
[00:22:35.530 --> 00:22:39.530]  And they go, so your central bank digital currency will control your people.
[00:22:39.530 --> 00:22:40.530]  We like that.
[00:22:40.530 --> 00:22:42.530]  He's like, yes, it will control them.
[00:22:42.530 --> 00:22:45.530]  I mean, it's just, come on.
[00:22:45.530 --> 00:22:49.530]  They're a bunch of bond villains.
[00:22:49.530 --> 00:22:52.530]  They're ridiculous.
[00:22:52.530 --> 00:22:58.530]  And again, if you believe this carbon BS, that carbon dioxide is evil,
[00:22:58.530 --> 00:23:00.530]  China is building new plants every week.
[00:23:00.530 --> 00:23:02.530]  Mexico is building them every couple of weeks.
[00:23:02.530 --> 00:23:04.530]  India is building them every few weeks.
[00:23:04.530 --> 00:23:06.530]  They're all up for business.
[00:23:06.530 --> 00:23:08.530]  We're being shut down.
[00:23:08.530 --> 00:23:10.530]  Remember, it's all one planet.
[00:23:10.530 --> 00:23:17.530]  So carbon dioxide is so evil, and all these other countries are ramping up the release of carbon dioxide,
[00:23:17.530 --> 00:23:21.530]  but we're killing the production of carbon dioxide.
[00:23:21.530 --> 00:23:26.530]  And all over Europe and Canada, they're shutting down natural fertilizer production.
[00:23:26.530 --> 00:23:30.530]  I mean, they are turning the lights out, baby.
[00:23:30.530 --> 00:23:33.530]  And people need to realize how extreme it is.
[00:23:33.530 --> 00:23:34.530]  It's not an environmental policy.
[00:23:34.530 --> 00:23:36.530]  It's not misguided idiocy.
[00:23:36.530 --> 00:23:37.530]  It's a plan.
[00:23:37.530 --> 00:23:39.530]  And good job Town Hall getting it right.
[00:23:39.530 --> 00:23:44.530]  Biden administration moves full steam ahead with Everett to ban cars.
[00:23:44.470 --> 00:23:47.470]  In just six and a half years...
[00:23:49.070 --> 00:24:03.070]  They want 60%... 54% within six and a half years. Within eight years, 67% must be electric, period.
[00:24:03.070 --> 00:24:09.070]  That's banning the cars. And then they're coming up with new regulations on carbon dioxide release from the cars.
[00:24:09.070 --> 00:24:17.070]  Unbelievable. The cars are left. This is just... This is so savage. This is so sick. This is so premeditated.
[00:24:17.070 --> 00:24:21.070]  Marco Rubio sums up the many problems...
[00:24:20.710 --> 00:24:25.710]  ...that are hammering the United States, and he's not wrong.
[00:24:25.710 --> 00:24:35.710]  The Twitter user says, wow, Marco Rubio slams Biden and defends Trump in epic rant.
[00:24:35.710 --> 00:24:38.710]  And for him, the neocon establishment got to start talking like this.
[00:24:38.710 --> 00:24:41.710]  It shows they know the people are awake.
[00:24:41.710 --> 00:24:43.710]  This is what he had to say.
[00:24:43.710 --> 00:24:49.710]  Look, we have a world that realizes we have a president that can barely put together complete sentences,
[00:24:49.710 --> 00:24:54.710]  appears incoherent, oftentimes doesn't even know where he is in many cases in some of these places,
[00:24:54.710 --> 00:24:56.710]  that allowed spy balloons to be flown over our head,
[00:24:56.710 --> 00:25:01.710]  that abandoned billions of dollars of American military equipment left over into the hands of the Taliban,
[00:25:01.710 --> 00:25:07.710]  and spends all day talking about electric vehicles and solar panels that he knows we're going to have to buy from China.
[00:25:07.710 --> 00:25:13.710]  We have a justice system that indicts political opponents and former presidents and leading presidential candidates,
[00:25:13.710 --> 00:25:18.710]  a justice system that infiltrates sources and tries to spy on Catholic churches,
[00:25:18.710 --> 00:25:25.710]  but allows criminals to destroy San Francisco and Baltimore and Detroit and Washington, D.C. and Los Angeles and Manhattan, you name it.
[00:25:25.710 --> 00:25:29.710]  We have a military that doesn't spend its time talking about new weapons systems
[00:25:29.710 --> 00:25:32.710]  or how to care for veterans that are committing suicides at historic rates.
