[00:00.000 --> 00:02.000]  We've got it
[14:48.500 --> 15:08.500]  after receiving this information CME remained at MF global while MF global attempted to identify funds that could be transferred into segregation to reduce or eliminate the discrepancy a CME auditor also participated in a phone call with senior MF global employees
[15:08.500 --> 15:23.500]  where in one employee indicated that Mr. Corzine knew about the loans that had made for the customer segregated from the customer segregated accounts CME group has provided this information
[15:23.500 --> 15:41.500]  and it goes on to Congress and to the investigators and nothing was done now when we come back the rest of the story guess who is asking the UN to give them diplomatic immunity Corzine the Rothschilds the Rockefellers
[15:41.500 --> 15:59.500]  George Soros and Obama along with Al Gore I have the article here Fox News Climate Fund seeks UN style diplomatic immunity now they want to get diplomatic immunity and call it environmental all these scams
[15:59.500 --> 16:17.500]  I had tried everything I'd cut back the amount of food I was eating I was lifting weights and jogging but nothing was working my body was literally starving for minerals and trace elements as well as key vitamins and as soon as I had that I immediately could eat half of what I was eating previously
[16:17.500 --> 16:32.500]  and be satisfied now there are hundreds of great products at info wars team dot com but I want to point out the three that have helped me lose 37 pounds in just two months products like beyond Tangy Tangerine
[16:32.500 --> 17:00.500]  Holland burst and rebound when I started taking the Tangy Tangerine and other products every day I lost more than 37 pounds in just two months now that's results I want to challenge my listeners to go to info wars team dot com and to order just three of their products and you will see the changes in the way you look feel and in your appetite almost immediately start your journey to health and wellness today info wars team dot com
[17:00.500 --> 17:12.500]  hi this is Alex Jones did you know that the global elite are now storing non hybrid seeds and secret storage vaults near the Arctic Circle did you know that in a real meltdown non hybrid seeds can become more valuable than silver or gold
[17:12.500 --> 17:30.500]  it's true seeds have all performed even gold and silver before in this country and it's possible that could even happen again so our friends at solutions from science have put together the perfect mix of non hybrid seeds they call it a survival seed bank and it can produce an endless supply of nutrient dense food for you and your family
[17:30.500 --> 17:48.500]  here's the best part these seeds have not been genetically modified in any way and you actually get enough seeds to plant a full acre crisis garden so visit them today at survival seed bank dot com that's survival seed bank dot com or give them a call at 877-327-0365
[17:48.500 --> 18:11.500]  remember in a real crisis non hybrid seeds are the ultimate barter item this is Alex Jones for survival seed bank dot com folks i ran in the mid east nuclear mess is already ballooning our gas prices whether you're struggling with food costs which are being blown up by gas costs now or know that when the mid east
[18:11.500 --> 18:27.500]  showdown explodes whatever food supply you have is all you'll get because of huge panic demand e-foods direct family packs are the answer now the most affordable best food is saving you up to 50% compared to other poor quality food companies
[18:27.500 --> 18:42.500]  the new alex jones quick fix family pack save you so much money the savings from eating this food will actually help you pay your other bills no matter what effect the mid east crisis or the crashing economy have you'll have food is delicious tonight is 25 years from now
[18:42.500 --> 18:59.500]  order now for 50% savings and free shipping on these affordable family packs call 800-409-5633 or efoods direct dot com slash alex call 800-409-5633 or efoods direct dot com slash alex
[18:59.500 --> 19:12.500]  when you're out on the road the last place you want to be is on the road but if the unfortunate happens you'll be glad you were wearing diamond gussets
[19:12.500 --> 19:39.500]  there's a place down in Tennessee where they make blue diamond gusset jeans they so pride in every stitch guarantee you love the way they fit they put a diamond gusset in the crotch where you need it most blue diamond gussets got it others don't
[19:39.500 --> 20:01.500]  turn jeans inside out diamond gusset jeans made in the USA with unparalleled quality our defender motorcycle jeans combine gusset comfort with kevlar protection so you can ride all day with confidence order yours at gusset dot com diamond gusset jeans got it others don't
[20:01.500 --> 20:11.500]  go to coast direct from Austin you're listening to the alex jones broadcasting network
[20:11.500 --> 20:37.500]  big brother mainstream media government cover-ups you want answers well so does he live from Austin Texas broadcasting worldwide it's alex jones
[20:37.500 --> 20:51.500]  okay I've gotten off into the core science situation coming up in the next segment I'm gonna get into the black panthers basically calling for race war in this country over the Trayvon Martin case
[20:51.500 --> 21:09.500]  does not just play into the globalist hands this whole divide and conquer situation give you my take on that also the hunger games I haven't seen the film but I have read of some synopses of it and it's basically more eugenics globalist brainwashing
[21:09.500 --> 21:23.500]  it's broken all-time records for a first weekend 214 mil I'm gonna be breaking that down also Obama visiting a place that he admires the DMZ looking across with binoculars at a place that he loves the only other country in the world
[21:23.500 --> 21:37.500]  where the dictator president openly says he can secretly arrest people and have him disappear Nazi Germany didn't put it on paper they just did it secretly communist Russia didn't do it they did it secretly mousing tongue didn't do it he just did it secretly
[21:37.500 --> 21:55.500]  only North Korea says they'll secretly arrest and kill whoever they want on paper until now two weeks ago China passed their own secret arrest and killing of dissidents law modeling it after the NDAA in fact folks won't believe that we use search engine China passes indefinite detention for dissidents bill
[21:55.500 --> 22:13.500]  it was a Reuters and it said they were very proud of it see America can't be the moral high ground now and and and say things are wrong torture and things because the foreign banks run by Corzine and others that have hijacked our country just ruthless criminals
[22:13.500 --> 22:29.500]  I mean it's admitted bank or coup over Europe run by Goldman Sachs former head of Goldman Sachs Corzine just takes billions of people's private money lies and says I was the CEO I don't know where it went the government all run by his former minions says we don't know where it went
[22:29.500 --> 22:49.500]  folks I went to deposit like $12,000 a few years ago in my bank account because I had sold a car and they filled out a suspicious persons thing on me and asked me questions and I looked at him and I said I said you you even know who I am they said yeah we just do this on everybody
[22:49.500 --> 23:01.500]  that's America total police state but the big banks can launder $378 billion in just two years it came out last year in narcotics money and not getting trouble
[23:01.500 --> 23:11.500]  well they got caught finally because people with a whistle inside and they got a 1.3% fine
[23:11.500 --> 23:25.500]  be like if I robbed a bank for a million bucks and they said well give me a couple thousand you know oh sure officer I'll do that but you know the point is this is lawlessness that's what the new world order is
[23:25.500 --> 23:43.500]  yeah here it is China parliament unveils dissident detention powers China's parliament unveil legislation Thursday solidifying police powers the whole dissidents in secret prompting an outcry from activists and human rights watchers worldwide the ruling communist party however reiterated that the most
[23:43.500 --> 23:57.500]  are coning in part of the rules for one kind of detention residential surveillance which were proposed last year and of course when you disappear nobody knows where you went you die in fact our government goes further they put on paper they'll kill you in a dungeon
[23:57.500 --> 24:17.500]  the chai comms don't do that because we're land of the free home of the brave sorry I was digressing what is the new world order it's six big mega banks that aren't free market that are waging war against all other real corporations private property families
[24:17.500 --> 24:33.500]  there's no sovereignty anything that stands in their way they want lawlessness on their part they have it set up where they're globally exempt and already the IMF World Bank of diplomatic community they're just holding companies for private six banks
[24:33.500 --> 24:47.500]  as diplomatic community the UN they're always caught dealing drugs kidnapping children raping people diplomatic pouches full of cocaine heroin sex slaves chained up in their house you know dead bodies and trunks you see it every few weeks
[24:47.500 --> 25:03.500]  UN people cops pull them over you know they punch the cop in the face nothing the police can do cops do something get fired this is what we're talking about and it's like how did the UN get this immunity well they just said they had it because the mega rich wanted
[25:03.500 --> 25:18.500]  and talking to a Rockefeller the late Aaron Russo famous Hollywood director of Eddie Murphy movies you name it did production and stuff for help bring to the United States groups like
[25:18.500 --> 25:35.500]  let's up on the point is I had that interview with him when he was in Houston dying of cancer we went ahead and gave me the photo that everything where he met with one of the Rockefellers he was just in business with them and they openly said don't worry this is 20 years ago we're all going to get microchips and ours are going to say kiss my rear end
[25:35.500 --> 25:55.500]  the elites are and they can just drive right through and their face scan will say that nobody can touch him they'll have global world government immunity and that was the offer to Aaron join us to get get out of the Constitution Party that he started don't be part of this and you will be given and your entire family
[25:55.500 --> 26:18.500]  get out of jail free card now that now I already knew that was the plan but here it was directly from a Rockefeller Nick Rockefeller in that case this is Fox News climate fund seeks you installed diplomatic immunity and I went and looked it up the climate fund is private
[26:18.500 --> 26:41.500]  who created it Ken lay of Enron 1995 with Al Gore who's involved Obama makes money go look it up the Queen of England's invested the Rothschild family the Rockefellers are invested in it they own it and there's a deal where globally all the money goes through this Rothschild bank and when you do anything
[26:41.500 --> 27:04.500]  you pay part of it in a carbon tax on carbon dioxide that you exhale now get this the Chicago Mercantile exchange runs this in the United States and they're trying now to give themselves diplomatic immunity for this new global currency they're calling the money from this when they
[27:04.500 --> 27:20.500]  make you pay a global tax into private companies as private groups make the money but government enforces it that that they can't be sued and they can do whatever they want globally now you can look up even the New York Times in Uganda and in areas of Central
[27:20.500 --> 27:38.500]  America not just Africa the UN goes in and slaughters people that own their own land to make it a carbon sink as part of this I mean this is on record and they're announcing diplomatic immunity listen to this climate funds
[27:38.500 --> 27:53.500]  it seeks you installed a diplomatic immunity the green climate fund which is supposed to help mobilize as much as 100 billion a year to lower global greenhouse gases it's just a tax to them you pay them a tax on it there's already on airlines there's not even a law it
[27:53.500 --> 28:09.500]  is a broad blanket of UN style immunity that would shield its operations from any kind of legal process in any kind again above the law including civil and criminal prosecution in the countries where it operates this is just one problem it's not part of the
[28:09.500 --> 28:27.500]  UN well why does the UN have that whether the fund which is formally created by the UN climate conference in Durban South Africa last December will get all the money it wants to spend is open to question in an era of economic slowdown and fiscal austerity which they say they want to do a post
[28:27.500 --> 28:40.500]  industrial world that's agenda 21 that's their plan it goes on a 24 nation interim board of trustees for the green climate fund is slated to hold its first meeting next month in Switzerland to organize the funds secretary it and to get it running by
[28:40.500 --> 28:58.500]  November and they admit in the documents it is a global government tax booked into the SDR when I mail US postal overseas to customers order books and videos and info wars it's already in SDRs this is the global government takeover with immunity for these these criminals
[28:58.500 --> 29:14.500]  a little over a year ago I began to do a lot of research into why even if I had a pretty good size meal that was still starving and my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the
[29:14.500 --> 29:29.500]  industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves fight off cancer and be healthy I've been searched out the best vitamin and mineral company out
[29:29.500 --> 29:45.500]  there and discovered young Jevity the young Jevity products are designed to give you the real nutrition you need and once you've got that you don't have to eat as much to be satisfied I've lost 37 pounds in two months simply getting the vitamins and minerals I need
[29:45.500 --> 30:00.500]  check it out for yourself it's incredible go to info wars team dot com today and order your first canister of beyond tangy tangerine complete multivitamin mineral complex dietary supplement that's info wars team dot com
[30:00.500 --> 30:15.500]  this is Alex Jones with five good reasons you should consider buying a solar power generator number one new climate legislation could easily double or triple your electric bill number two our new energies are wants to control how much power your electric company allows you to have
[30:15.500 --> 30:29.500]  it's true total government control of electricity in the name of smart grid technology is coming number three in some areas of the country the power grid is dangerously overloaded and now new socialist legislation is only compounding the problem
[30:29.500 --> 30:43.500]  number four dangerous weather is always a threat to local grids every year thousands of families lose their power from weather related onages number five a solar power generator provides powerful backup insurance and peace of mind folks I really believe in the solar power
[30:43.500 --> 30:56.500]  generators offered by solutions from science one of my oldest sponsors you can get more information at www dot my solar backup dot com that's my solar backup dot com remember the government doesn't own the sun so go to my solar backup dot
[30:56.500 --> 31:12.500]  com call one eight seven seven three two seven zero three six five hi folks this is Alex Jones I'm looking for people that have the wisdom to spot savings opportunity and recognize risk saving means to make money the cow been pure soap company can save you
[31:12.500 --> 31:28.500]  millions of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now soaps made from vegetable and coconut oils that contain no useless dyes for fumes deodorants or antibacterials your risk is the hundreds of
[31:28.500 --> 31:43.500]  dollars and the desert is toxic detergents that give you rashes itching soars and deteriorating clothing called lint if you want something better if you want something you've never had before you have to do something you've never done before getting a free catalog is easy by calling
[31:43.500 --> 31:59.500]  zero seven zero nine one or see Calvin on the web at five star soap dot com take charge of your health now by calling eight hundred three four zero seven zero nine one or see Calvin on the web at five star soap dot com
[31:59.500 --> 32:17.500]  folks I ran in the mid east nuclear mess is already ballooning our gas prices whether you're struggling with food costs which are being blown up by gas costs now or know that when the mid east showdown explodes whatever food supply you have is all you'll get because of huge panic demand
[32:17.500 --> 32:35.500]  e-foods direct family packs are the answer now the most affordable best food is saving you up to 50% compared to other poor quality food companies the new Alex Jones quick fix family packs save you so much money the savings from eating this food will actually help you pay your other bills no
[32:35.500 --> 32:50.500]  matter what effect the mid east crisis of the crashing economy have you'll have food is delicious tonight is 25 years from now order now for 50% savings and free shipping on these affordable family packs call eight hundred four zero nine five six three
[32:50.500 --> 33:01.500]  three or e foods direct dot com slash Alex call eight hundred four zero nine five six three three or e foods direct dot com slash Alex
[33:01.500 --> 33:11.500]  coast to coast direct from Austin you're listening to the Alex Jones broadcasting network network
[33:11.500 --> 33:38.500]  and we are back thank you for joining us on this live Sunday transmission it is 433 central standard time today 533 eastern I guess that'd be 233 Pacific
[33:38.500 --> 33:54.500]  333 mountain or whatever time zone you're in what does that calculate out to in Greenwich meantime or imperial we are back live here let me just mention some of the other headlines in case I don't get to him ahead of Lindsay Williams with the latest on that big pipeline
[33:54.500 --> 34:09.500]  you know it was hidden in Obama's statements this week that they're only allow part of the pipeline to be completed and not the other part so it's it's just another cynical action and again Bloomberg reported a few months ago that it's
[34:09.500 --> 34:25.500]  Warren Buffett who will now make the big profit shipping that oil to the west coast of Canada to have it shipped out to Asia that's where already 80% of the Alaskan oil goes what's where most the Canadians going to go all part of the economic espionage against this
[34:25.500 --> 34:40.500]  Republic now speaking of that that's what agenda 21 is stated to do go read on the UN zone website they just hope you don't and call people conspiracy theorists that talk about it but it's global government run by six mega banks that you pay
[34:40.500 --> 34:56.500]  carbon taxes to at your state county federal level and then a large portion is then paid to them you pay on oil at the wellhead and then again when it reaches the country and then when it reaches your pump you pay then in yearly fees just to have a car carbon
[34:56.500 --> 35:11.500]  taxes you pay for your electricity carbon taxes people already paid private companies are carbon indulgence so I guess they won't go to hell 500 years ago people would pay the Vatican to get their family they would think out of purgatory they
[35:11.500 --> 35:27.500]  would call it an indulgence oh here's extra money or they would buy you know things from the from the local church and they would tell them do this and you get your family out of purgatory maybe keep from going to hell well now you just pay Al Gore that money
[35:27.500 --> 35:42.500]  while they genetic engineer and butcher the planet and toxic waste dump and all this other garbage they have you worry about carbon dioxide while China has no restrictions but we're shut down so overall outputs increasing to but never mind that
[35:42.500 --> 35:53.500]  they're going to have diplomatic immunity now from criminal prosecution when they come to your town and city through the new rural affairs system under homeland security
[35:53.500 --> 36:03.500]  oh and you think I'm joking just wait here is the Washington Post homeland securities morale is it code code red
[36:03.500 --> 36:14.500]  and it they go through and break down the fact that they have the lowest morale recorded in the federal government they hate their job well this is a total fraud
[36:14.500 --> 36:26.500]  homeland security are the ones that help get the underwear bomber on the plane on record homeland security are the ones that blocked the military from stopping Hassan homeland security runs Al Qaeda
[36:26.500 --> 36:40.500]  homeland security is caught shipping narcotics in and guns into Mexico to blame the second amendment homeland security is the foreign banker agency receivership arm over our federal government
[36:40.500 --> 36:53.500]  just like you saw three weeks ago when they came in until Congress Secretary of Defense Panetta he said we take our orders from NATO in the U.N. and they said no you take it from the Congress article one section eight clause 11
[36:53.500 --> 37:06.500]  and they said no we don't and five times senator session said you must retract that and they said no in the military brass eyes gleamed behind Panetta and then they got him said no we take orders from the U.N.
[37:06.500 --> 37:16.500]  and there's a little castrated Congress just rolled over sure legislation got introduced to begin impeachment for that but the corporate prostitute media never covered it
[37:16.500 --> 37:25.500]  keeping you in darkness they love it because truth is so much stranger than fiction.
[37:25.500 --> 37:45.500]  Speaking of agenda 21 in the U.N. takeover here is CBS News New York after everyone including bicyclists 50 cents for bikes more surcharges on cabs part of gridlock Sam plan.
[37:45.500 --> 37:57.500]  New York has passed more than 80 taxes the last three years to pay tax money to the bankers who were propping up and too big to fail and under agenda 21 they're going to not just tax your car this is all in 21 we told you this years ago
[37:57.500 --> 38:00.500]  but they're going to tax you to ride bicycles and walk.
[38:00.500 --> 38:14.500]  We've got experts on covering this we have an excellent book in the online video bookstore at info wars dot com called behind the green mask agenda 21 you might want to read it it's got all the documents in it you might want to get to your city council members.
[38:14.500 --> 38:30.500]  But the point is that the traffic commission has a new plan to put tolls on East River bridges but this proposal has some selling points novel selling points including a first ever toll for cyclists.
[38:30.500 --> 38:35.500]  I want to explain something to everybody here.
[38:35.500 --> 38:43.500]  They say you'll have a transponder on your bike won't be allowed to pay cash of course I'll track you everywhere as well.
[38:43.500 --> 38:45.500]  I don't explain something.
[38:45.500 --> 38:56.500]  In the 1920s there were court cases you can look them up that they would sell the public on hey there's trucks on the road tearing up the concrete roads were building for your cars and horses.
[38:56.500 --> 39:02.500]  They're taking commerce they're making money off the road they don't deserve that.
[39:02.500 --> 39:11.500]  But any money you put on them as a tax just got passed on the cost but the public would yeah those rich truck drivers are making money.
[39:11.500 --> 39:19.500]  So they said it was under commerce clause of the states the federal government this is all on record and began taxing.
[39:19.500 --> 39:25.500]  And set up state police and others to tax trucks by the 30s they got it in place.
[39:25.500 --> 39:32.500]  Then by the 50s it was get a driver's license just to make sure your car safe it's you know 50 cents and here's a piece of paper.
[39:32.500 --> 39:34.500]  Then it's put your face on it by the 70s.
[39:34.500 --> 39:37.500]  Now it's federally globally standardized.
[39:37.500 --> 39:41.500]  But cops will pull you over and say it's a privilege to drive.
[39:41.500 --> 39:45.500]  Of course it's not under common law not under Supreme Court rulings not under the facts.
[39:45.500 --> 39:48.500]  Cops have tried to tell you that guns are a privilege.
[39:48.500 --> 39:54.500]  Of course the public fought back with the facts and police now know the truth and have you know even the dumb ones have backed off.
[39:54.500 --> 39:57.500]  Now that oh yeah that is a right not a privilege until you're a felon.
[39:57.500 --> 40:00.500]  Before the 68 gun control act to order even for felons.
[40:00.500 --> 40:03.500]  I say let felons have guns don't touch mine.
[40:03.500 --> 40:07.500]  Because I'm going to kill that felon they come in my house or try to car jack me.
[40:07.500 --> 40:09.500]  A felon's going to have a gun anyways.
[40:09.500 --> 40:17.500]  Now they're starting to go to folks who have misdemeanors for guns even though there's not a law they just through the Knicks deny you.
[40:17.500 --> 40:22.500]  And you all know about that it's been in the news and it's on record.
[40:22.500 --> 40:32.500]  But the point here is that if they can tax bicycles and they're already doing this in some areas of China they're going to tax walking next.
[40:32.500 --> 40:34.500]  I'm not kidding.
[40:34.500 --> 40:36.500]  Well I mean look up tax to breathe.
[40:36.500 --> 40:38.500]  That's what Maurice Strong and the UN call for.
[40:38.500 --> 40:40.500]  That's what a carbon tax is.
[40:40.500 --> 40:44.500]  And their exempt from prosecution while they're running scams on you.
[40:44.500 --> 40:48.500]  They're trying to get you in total immunity right now.
[40:48.500 --> 40:49.500]  I just read to you that article.
[40:49.500 --> 40:55.500]  See it's so over the top because people aren't awake and aren't resisting.
[40:55.500 --> 41:01.500]  Just like the CIA director everybody's so blown away I've been all over different you know newspaper interviews and TV stuff.
[41:01.500 --> 41:08.500]  People going how did you know Google's watching everybody over the camera in all the new computers and phones.
