[00:00.000 --> 00:29.700]  There is a war. It's happening now. It will decide the fate of humanity.
[19:52.700 --> 20:16.700]  and this is a big part of it. I know you're going to want to check out caveman ultimate paleo formula for yourself at infowarsteam.com today.
[20:16.700 --> 20:32.700]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[20:32.700 --> 20:36.700]  Listen to that guitar with Jimmy Page.
[20:36.700 --> 20:42.700]  Robert Plant wrote this baby, all the most powerful songs ever written.
[20:42.700 --> 20:48.700]  It's hard to turn that off, crank it up for a minute, I got to hear this.
[20:48.700 --> 21:05.700]  So listen to the strength in that music.
[21:05.700 --> 21:14.700]  And there's a wind on down the road. Our shadows taller than our souls. Everybody's going to be judged.
[21:14.700 --> 21:22.700]  We're here in the third dimension. Obviously below us is eternity.
[21:22.700 --> 21:27.700]  Make no mistake.
[21:27.700 --> 21:32.700]  There was a lady.
[21:32.700 --> 21:37.700]  Shines white light.
[21:37.700 --> 21:42.700]  All right.
[21:42.700 --> 21:51.700]  I've got, I'm not exaggerating, probably 250 articles in front of me and I mean it's all just the craziest lies I've ever seen.
[21:51.700 --> 21:55.700]  Or they'll tell you about something and then just twist it below.
[21:55.700 --> 21:58.700]  Matt and Alia were in there laughing in the break and I said, what's going on?
[21:58.700 --> 22:04.700]  They said, look at this other CNN article, anger mounts over handling of U.S. attorneys firings.
[22:04.700 --> 22:13.700]  And then it says at the end of the article, administrations have a right to replace and nominate U.S. attorneys.
[22:13.700 --> 22:21.700]  President Bill Clinton, for instance, dismissed dozens of U.S. attorneys in his first year in office. No.
[22:21.700 --> 22:28.700]  He fired 93 the first week.
[22:28.700 --> 22:36.700]  I remember it. I remember covering it, but they have these articles going outrage, unheard of, unprecedented.
[22:36.700 --> 22:40.700]  Last night or yesterday afternoon, I was watching CNN also today and it's like, you'll watch 10 minutes.
[22:40.700 --> 22:43.700]  They're like, it's incredible. No one's ever done this. He's getting rid of anti-corruption people.
[22:43.700 --> 22:51.700]  Yeah. And it's just he lied and said he was going to keep them on and then he didn't and then Sessions fired them and then Chuck Schumer came out and got a press conference.
[22:51.700 --> 22:59.700]  I've never seen anything like this. And I'm sitting there watching going, you're going to tell them that it's normal to fire at least 80% of them.
[22:59.700 --> 23:06.700]  It's political appointments. Jeff Sessions with George H.W. Bush was fired.
[23:06.700 --> 23:12.700]  It's one of the lead attorneys of the SES department. That's why he's back there now. That's the big joke.
[23:12.700 --> 23:22.700]  So you're watching this on CNN, MSNBC, you name it, and they're not telling you while they act like it's unheard of criminal activity,
[23:22.700 --> 23:28.700]  that it's completely legal, completely lawful and completely normal. In fact, this is what I've been bitching about at Trump.
[23:28.700 --> 23:33.700]  This is one problem. He's not been not decisive enough. Just fire all these people. Fire all of them.
[23:33.700 --> 23:40.700]  That's what Democrats do. They always fire 90 plus percent. Republicans are always like nice and only fire like 60, 70%.
[23:40.700 --> 23:48.700]  Trump's only fired 46%. Fire every stinking one of them.
[23:48.700 --> 23:55.700]  At 46, I said 46% teleprompter free. It's 46 of the 100 US attorneys over the two per state or whatever.
[23:55.700 --> 24:07.700]  So I've got all this other important news, but talking about fake news, I mean, they are all over controlled corporate media, hyperventilating all week long about this,
[24:07.700 --> 24:18.700]  and hyperventilating when the deputy attorney general, who was the incoming new head, wouldn't do what Trump said on a legal order that a five-year-old could understand on immigration from six dangerous countries.
[24:18.700 --> 24:30.700]  And then when he fired her, they said, it's criminal. It's never been done before. If an attorney general or deputy attorney general thumbs their nose at the president, that's in the executive branch, they're gone.
[24:30.700 --> 24:39.700]  But again, they think you're morons. They think you're ignorant. They think you're stupid. And they just do it over and over and over and over and over again.
[24:39.700 --> 24:51.700]  You should be insulted that SNL had this skit where aliens attack and Trump thinks black people are the aliens and thinks they're the enemy because I told them so.
[24:51.700 --> 24:57.700]  That is so defamatory. It'd be one thing if I was David Duker. He was. We're not.
[24:57.700 --> 25:07.700]  We're all super-inclusive. Everybody knows that. And it's like, wow. But see, that's the implicit threat. You roll over to us, or we're going to call you racist.
[25:07.700 --> 25:14.700]  Like, Alex Jones is deeply racist. He doesn't like our black president's Obamacare. Remember all those clips I played, CNN and MSNBC?
[25:14.700 --> 25:22.700]  And I guess it's supposedly, I'm supposed to go, don't call me racist. Okay, have death panels, triple prices, $5,000 fines. Okay, I'll support your screw job. Don't call me racist.
[25:22.700 --> 25:32.700]  Paul Ryan's new thing is horrible. I don't like the fact that Trump's halfway supported it. It's a little better than Obamacare, but has bigger penalties if you don't get it than Obamacare did.
[25:32.700 --> 25:44.700]  It's got more choice, but still, more choice, but if you don't do it, giant fines, it's horrible. Is that because I'm racist that I don't like Paul Ryan? No.
[25:44.700 --> 25:52.700]  He doesn't think he's a pretty boy and, you know, he's a punk. But the point is, there's something annoying about a smart ass, any Haskell type white guy.
[25:52.700 --> 25:59.700]  Maybe I am racist against white guys like that. The point is, I'm racist against elites that think they're smart in everybody. I'm sick of his crap.
[25:59.700 --> 26:12.700]  I'm against this bill because it's bad. It's bad. It's bad. That's why I say what I say. All these globalist, fake media people, they do what they do because they're getting paid by bosses that have an agenda.
[26:12.700 --> 26:22.700]  I get paid by the listeners of the show that support our broadcast and by the products. You notice the network has radio ads. We run radio ads. That's like a small part of what we do. 30% of our funding.
[26:22.700 --> 26:29.700]  I'm paid by you. Oh, and guess what? I have the same interest as you. I want to be free. I want my kids to be free. I want us to live in peace.
[26:29.700 --> 26:42.700]  I don't want to bring in a bunch of radical Muslims around our country. Oh my God. Turkey is now trying to manipulate elections in Europe and deploying politicians to all major EU states.
[26:42.700 --> 26:53.700]  Ergon has basically set up a dictatorship and he's now calling the Netherlands Nazis because they won't let his political party set up there.
[26:53.700 --> 27:06.700]  A foreign government wants to come set up in your country and that's what they're doing with the Muslims. That's what happens. Hell, they're always fighting with each other in their countries.
[27:06.700 --> 27:19.700]  I mean, Communist China is basically banning Muslims right now. Japan hasn't completely banned. You know why? Because the Communist Chinese know a threat when they see one. They're corrupt and bad, but they see another cult that wants to overtake their cult.
[27:19.700 --> 27:31.700]  But see, we're open free societies, so we're just like, come in, tell us what to do, run our lives. And if you don't want 80% military aged men, 5 million people in three years like Europe running around murdering and killing and raping,
[27:31.700 --> 27:42.700]  and then Alec Baldwin calls you racist if you don't want that, or JLo does. And I say, hey, you want to bring in a bunch of rapists, you know, from Islamic Somalia, the highest rape capital in the world?
