[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[10:15.000 --> 10:27.000]  The old flag that stood for the old republic, the Bill of Rights, the Constitution, the property rights, everything that goes along with it, it's been removed a long time ago.
[10:27.000 --> 10:37.000]  And we're not going to get it back until we wake up to the fact and collectively realize that America, as it's been known as a free country, is dead.
[10:37.000 --> 10:50.000]  And the last vestiges are now being removed. I mean, it's everywhere. I turned on NPR this morning and they were talking about how great it is to censor talk radio on the Internet.
[10:50.000 --> 10:56.000]  And they were saying, why, we've got speed limits on roads, don't we? We need to have the government take over media.
[10:56.000 --> 11:07.000]  And they've got all this legislation introduced to do just that. And the Republicans gave you free speech zones and now Barack Obama has expanded them and the Republican puppets to come.
[11:07.000 --> 11:17.000]  They'll no doubt expand it until we have fundamental change. So they're now going after the Second Amendment and the First Amendment extrajudicially.
[11:17.000 --> 11:33.000]  Now, they don't care if the Congress doesn't pass the new carbon taxes under UN treaty, giving over our sovereignty, why they'll just have the Environmental Protection Agency through the executive branch do it without force of law.
[11:33.000 --> 11:44.000]  And when the duly elected legislature of Texas and the duly elected attorney general say, we're not going to put these carbon taxes on Texas power plants and thus consumers,
[11:44.000 --> 11:53.000]  the federal government comes in with no law, no authority but the barrel of a gun and seizes the power plants. That happened two weeks ago. They seized them.
[11:53.000 --> 12:01.000]  Under licensing, a license is an authorization, a letter of mark to do something which would normally be illegal.
[12:01.000 --> 12:15.000]  If you go back 300 years ago in England, France or Spain, it was illegal to go out and randomly rob people's ships unless you were given a license or an authorization, a letter of mark and see we as prisoners under the emergency
[12:15.000 --> 12:24.000]  reorganization of 1933 and the federalized state police that were set up are not allowed to travel on the federal governments or Her Majesty's roads.
[12:24.000 --> 12:36.000]  So we have to get a permit to do that and our power plants have to have permits under Admiralty under a federal maritime seizure and license.
[12:36.000 --> 12:45.000]  And so the executive is dispensing with the ceremonial Congress whole hog.
[12:45.000 --> 12:55.000]  And of course it was Bogala, one of Clinton's top advisors who said, stroke of the pen, law of the land, kind of cool.
[12:55.000 --> 13:06.000]  But you see, when you lose law and you lose the Constitution and Bill of Rights and Declaration of Independence, those are the big laws that govern the government.
[13:06.000 --> 13:15.000]  That big, powerful, dangerous force that in history is the great destroyer of liberty, of property, of life. You must tie it down.
[13:15.000 --> 13:22.000]  You must bound it. You must watch it closely. But we were taught that that's an American to have small government.
[13:22.000 --> 13:26.000]  It's an American to watch it closely. It's an American to criticize your government.
[13:26.000 --> 13:36.000]  You sit down and you shut up and you let foreign banks come in with unlimited fiat money. They created nothing with derivatives and other counterfeit instruments they sell into the market.
[13:36.000 --> 13:46.000]  And you let them buy off the administrations of the world and you let them levy new taxes upon all human activity and you let them rule.
[13:46.000 --> 13:51.000]  You let them do that. That's a lot better system than rule of law.
[13:51.000 --> 14:01.000]  And so we will now reap the fruits of pulling out our republic by the roots and throwing it in the ditch to die.
[14:01.000 --> 14:10.000]  Now, if you ever pull a little bush up and it might live a week or so out of the dirt, but at a certain point, the bush dies.
[14:10.000 --> 14:26.000]  And America is a dried dead bush in the ditch. But in all of us is that seedling of the universe, of liberty and freedom and common sense and the love of what's honorable and good.
[14:26.000 --> 14:31.000]  And we can not bring the old republic back. It's gone, long gone.
[14:31.000 --> 14:47.000]  But we can rediscover and rebuild a new republic as the Declaration of Independence states that it is not our right, but that it is our duty to throw off corrupt and usurpatious destructive government.
[14:47.000 --> 14:57.000]  In fact, the line before it talks about how the corrupt system has schemed and worked hard to build systems of dehumanization and enslavement.
[14:57.000 --> 15:11.000]  You see, a good person, an average person, a hardworking, decent family man or woman, regardless of what color or creed or religion you are, someone who has common sense, has a blind spot, though.
[15:11.000 --> 15:15.000]  You can't imagine that they're evil and corrupt people.
[15:15.000 --> 15:36.000]  And the minute that you're not taught to stand up jealously and guard freedom and to keep government in its place as the servant and not the official, the authority, new words for the master, the king, our ruler, our owners.
[15:36.000 --> 15:47.000]  And so here we are going back into bondage and a high tech bondage dripping with high tech propaganda and semantical words smithing.
[15:47.000 --> 16:00.000]  So we're going to get into the Chinese owner of America and that's what it is saying to us, hey, you're going into the depression. We own you slaves. That's coming up. Stay with us.
[16:00.000 --> 16:10.000]  Hello friends. This is Alex Jones. You've heard me talk about Calvin five star soaps for years. This is an American made product of the highest quality and compares to nothing you will find in stores.
[16:10.000 --> 16:20.000]  You can buy factory direct shipped via UPS right to your door. Check them out on the web at fivestarsoap.com or call 800-340-7091.
[16:20.000 --> 16:30.000]  Take my word for it. Once you've used pure soap, you won't buy anything else. Since 1947, Calvin soap company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[16:30.000 --> 16:38.000]  Buy American and stay clean as well as support info wars. Visit fivestar soap.com today or call 1-800-340-7091.
[16:38.000 --> 16:59.000]  Well, Marty, what do you have to say? As founder and owner for over 63 years satisfaction is guaranteed on W. Dirtback. Call us at 1-800-340-7091 for a free catalog or visit our website fivestarsoap.com. Thank you.
[17:08.000 --> 17:23.000]  If you sell a home with a home gain agent, you find that they're find a realtor program. Home gain lets you compare realtors anonymously. It's easy. Go to homegain150.com to find and compare realtors anonymously.
[17:23.000 --> 17:36.000]  Enter promo code homegain150 and receive up to $150 when you close a deal with a home gain agent. Share the home gain 150 promo code with your friends via Facebook, Twitter, text and more.
[17:36.000 --> 17:55.000]  Look for Max the homegain gorilla to find out more about how home gain is going to pay you. Visit homegain150.com today, enter your promo code and get paid for buying or selling a house. That's H-O-M-E-G-A-I-N-150.com.
[18:06.000 --> 18:15.000]  Americans unable to find work might not agree. Perhaps a recession ended for the bankers and government employees but for the rest of us, things seemed to be getting worse.
[18:15.000 --> 18:27.000]  Gold and silver haven't heard the news either. They've begun their long expected journey to the moon. In addition to converting your shrinking dollars into gold and silver, you should consider a food savings account from eFoodsDirect.
[18:27.000 --> 18:39.000]  Food is our greatest dependency and we know it will be more precious than any financial resource. You and your family need food to survive a crisis and you can't eat paper, stocks or metals.
[18:39.000 --> 18:58.000]  Alex has been urging you to invest in delicious easy fix meals to enjoy now or save for long term. This will freeze the cost of your food while you can still afford it. Visit eFoodsDirect.com on the internet or call 800-409-5633. That's eFoodsDirect.com or 800-409-5633.
[19:10.000 --> 19:32.000]  I'm looking for a factory where a man can feed his family. Not worried about them moving itself. Closing the doors and shutting her down tomorrow. I'm looking for America.
[19:32.000 --> 19:40.000]  Where American and be proud, go to Gusset.com forward slash America.
[19:40.000 --> 19:53.000]  Home of the brave. Seems like I just woke up one day and it was gone. Long gone. But I know in my heart it's still in place.
[19:53.000 --> 20:11.000]  Again, go to Gusset.com forward slash America today.
[20:24.000 --> 20:40.000]  It was just tuned in for the first time. You're wondering who is this guy? I'm Alex Jones. I've been on the air for 16 years. I have the news websites infowars.com and prisonplanet.com.
[20:40.000 --> 20:59.000]  And we also have prisonplanet.tv where we archive all of my documentary films, the hundreds and hundreds of special video interviews I've done with guests around the country and the world. And of course we also stream live and archive a full video production along with the radio.
[20:59.000 --> 21:05.000]  So the radio show you're listening to is simulcast at prisonplanet.tv.
[21:05.000 --> 21:18.000]  Now, I remember when I first started waking up 18 years ago, that's the reason I got on air. One of the big ones is I saw attacks on the Second Amendment property rights.
[21:18.000 --> 21:28.000]  I was pretty much like a mainline Ron Paul type libertarian conservative at that time before I really learned how much more hardcore it was.
[21:28.000 --> 21:37.000]  I began to research and I would read the Council on Farm Relations reports they were putting out trilateral commission, Club of Rome, UN.
[21:37.000 --> 21:53.000]  I would read UN reports about how they were going to set up a global government and have one child policies worldwide, how they were going to make us all live basically in compact cities, how they would start restricting family farming and ranching under the guise of environmentalism,
[21:53.000 --> 22:02.000]  how they were going to have a post-industrial world. And so I've made these documentary films and sourced all of that information in my attempt to warn people.
[22:02.000 --> 22:14.000]  But one of the biggest themes in all of this was how the big banks had to get rid of Glass-Steagall so they could sell over a thousand trillion, it's 1.5 quadrillion conservatively.
[22:14.000 --> 22:23.000]  The Washington Post white washes and says 600 trillion, whatever, 600 trillion, 1.5 quadrillion as many economists say here on air.
[22:23.000 --> 22:35.000]  It's impossible to ever pay back and it's fraud. Why are we having to pay back what isn't owed? Remember a month ago when they started bringing down Ireland and the head of their private central bank said,
[22:35.000 --> 22:44.000]  we want Ireland to be owned by foreign bankers, that was a quote, and Ireland owes this money and then it came out that the Irish didn't owe any of it.
[22:44.000 --> 22:58.000]  These were, quote, debts of the big mega banks, JPMorgan Chase, Seixiotel General, Goldman Sachs. The same thing came out in Iceland.
[22:58.000 --> 23:06.000]  They have done this, but they hold everybody hostage and say, well, we're too big to fail. You've got to do this. We'll bring your society down.
[23:06.000 --> 23:20.000]  But then you're not even really bailing them out. You're falling to their financial ownership and their new financial backer and physical muscle is Communist China.
[23:20.000 --> 23:29.000]  And I can't tell you how many speeches I've seen on C-SPAN or how many people out there that read Forbes and The Wall Street Journal, you've all seen it.
[23:29.000 --> 23:42.000]  It's everywhere. In the last 30 years, but accelerating the last decade, all they talk about is the Chinese century coming up and how China is going to dominate while our government gives them the missiles
[23:42.000 --> 23:50.000]  and the MIRV technology for their reentry devices. So one ICBM can destroy 20 cities, not just one.
[23:50.000 --> 23:56.000]  For those that don't know, the missile comes back into the atmosphere. The nose cone pops off and then fires a whole bunch of different warheads.
[23:56.000 --> 24:10.000]  Clinton gave them that. And I watched all of this and we've been screaming bloody murder every broadcast since then that this was done strategically by design.
[24:10.000 --> 24:17.000]  And these mega banks admit that they've done it. And so they sold America on invading all these countries.
[24:17.000 --> 24:26.000]  They sold America on going deep into debt to these banks and going deep into debt for fiat currency they just made up out of nothing.
[24:26.000 --> 24:33.000]  So they get the world purely through fraud, but now their military backer, their military muscle is China.
[24:33.000 --> 24:45.000]  And our government is being turned in against the people and all over the nation, they're openly activating citizen spy groups and citizen police groups with their own police cars and their own radar guns.
[24:45.000 --> 24:53.000]  My dad called me this morning. He was driving up to Dallas on business and he heard Waco radio talking about spy on your neighbors and all this.
[24:53.000 --> 24:58.000]  And I went to the Waco police department site and they said, yeah, listen to what your neighbors say.
[24:58.000 --> 25:05.000]  We reported Friday out of Oklahoma with Homeland Security. It's on their public Homeland Security website.
[25:05.000 --> 25:15.000]  State Oklahoma. It says, are your neighbor buying guns and ammo? Does your neighbor talk about politically controversial things?
[25:15.000 --> 25:22.000]  Go ahead and call Homeland Security on them. You see, these banks that have done this have done it through fraud.
[25:22.000 --> 25:30.000]  And they know they're going to go to prison like a Kinley or a Bernie Madoff, but on a grander scale if they don't put a police state in.
[25:30.000 --> 25:38.000]  That's what this is all about. This isn't a game. And they are completely dismantling the Bill of Rights and Constitution right now.
[25:38.000 --> 25:44.000]  We are being conquered. And this is such huge news, not to our audience, but to the general public.
[25:44.000 --> 25:56.000]  AFP, Wall Street Journal, they're all reporting. China's President Hu Jintao said today the international currency system was a product of the past,
[25:56.000 --> 26:02.000]  but it would be a long time before the Chinese currency is accepted as the international currency.
[26:02.000 --> 26:10.000]  And what he's talking about there is they are now phasing out the dollar as the World Reserve currency.
[26:10.000 --> 26:17.000]  They've made deals with Russia and others that it be the currency that they use to trade in oil and other resources with each other.
[26:17.000 --> 26:24.000]  The Arabs are moving away from the dollar. The dollar is being devalued globally. That's why oil prices are surging.
[26:24.000 --> 26:31.000]  That's why food prices are surging. There are other things feeding into that, but overall it's the dollar devaluation.
[26:31.000 --> 26:42.000]  But the yuppies won't care because our stock market is influenced by the dollar, so if it costs more dollars to buy those stocks, they see those stocks going up.
[26:42.000 --> 26:50.000]  It's artificial. And so they think, well, this is great. This economy is great. The shops are all shutting down around them.
[26:50.000 --> 26:56.000]  They're seeing more and more homeless people. All the economic indicators show the country's going belly up, but the yuppie just says,
[26:56.000 --> 27:05.000]  my stock's going up. My stock's going up until it completely implodes. And then they'll run wanting to the government to be told what to do next.
[27:05.000 --> 27:15.000]  But continuing, his comments which came ahead of the state visit to Washington coming up on Wednesday reflected the continuing tensions over the dollar's role as the major reserve currency
[27:15.000 --> 27:20.000]  in the aftermath of the U.S. financial crisis of 2008. That wasn't a fan of financial crisis.
[27:20.000 --> 27:29.000]  That's when the banks threatened total financial collapse if they weren't given pictorial power to steal tens of trillions of dollars and not tell Congress where the money went.
[27:29.000 --> 27:34.000]  The current international currency system is the product of the past he went on.
[27:34.000 --> 27:43.000]  The monetary policy in the United States has a major impact on global liquidity and capital flows, and therefore the liquidity of the U.S. dollar should be kept at a reasonable and stable level,
[27:43.000 --> 27:50.000]  criticizing the fact that the world's being flooded with dollars. Here's another one out of the Wall Street Journal.
[27:50.000 --> 28:00.000]  Who highlights need for U.S.-China cooperation? Questions dollar, Chinese President Hu Jintao emphasized the need for cooperation with the U.S.
[28:00.000 --> 28:08.000]  and areas for new energy to space ahead of his visit to Washington this week.
[28:08.000 --> 28:19.000]  But he called for the present U.S. dollar-dominated currency system, a product of the past, and highlighted moves to turn their currency into the global currency.
[28:19.000 --> 28:27.000]  And they go on to break all of that down. So there you have it, ladies and gentlemen, sold out from within.
[28:27.000 --> 28:32.000]  Where does Henry Kissinger live a lot of the time? China. David Rockefeller, China.
[28:32.000 --> 28:42.000]  Maurice Strong, China. Coffee Annan, China. In fact, there's two places Crooks run. Where did the Tunisian president run? Saudi Arabia.
[28:42.000 --> 28:48.000]  They run to Saudi Arabia, or they run to China. Sometimes they run to Israel. But there you have it.
[28:48.000 --> 28:56.000]  So their mission is almost complete. As long as you just sit there and drink beer and watch football and don't care, they're going to have their way.
[28:56.000 --> 29:00.000]  Okay, and then you're going to be so poor you won't be able to fight back.
[29:00.000 --> 29:04.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[29:04.000 --> 29:09.000]  Number one, new climate legislation could easily double or triple your electric bill.
[29:09.000 --> 29:15.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have. It's true.
[29:15.000 --> 29:20.000]  Total government control of electricity in the name of smart grid technology is coming.
[29:20.000 --> 29:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[29:24.000 --> 29:31.000]  And now, new socialist legislation is only compounding the problem. Number four, dangerous weather is always a threat to local grids.
[29:31.000 --> 29:35.000]  Every year, thousands of families lose their power from weather-related onages.
[29:35.000 --> 29:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[29:40.000 --> 29:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[29:45.000 --> 29:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[29:51.000 --> 30:00.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[30:00.000 --> 30:07.000]  You've heard Alex explain how the Silver Lungs generator infuses the respiratory system with your self-produced colloidal silver solutions,
[30:07.000 --> 30:15.000]  yet many are unaware of the entire function of the Silver Lungs system and how it has been designed to deliver your silver solutions anywhere in or on the body.
[30:15.000 --> 30:21.000]  My name is Mario Safaldi, and I'm the developer of the Silver Lungs generator.
[30:21.000 --> 30:25.000]  Not only does the Silver Lungs system produce endless colloidal and ionic silver solutions,
[30:25.000 --> 30:33.000]  it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[30:33.000 --> 30:41.000]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[30:41.000 --> 30:51.000]  Be sure to watch our new 7-minute video tour of the Silver Lungs system at www.silverlungs.com to learn more about how the Silver Lungs system works.
[30:51.000 --> 31:13.000]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[31:22.000 --> 31:31.000]  Get a free, detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[31:31.000 --> 31:59.000]  Let's talk to the owner of 5star soap, Marty Schachter, and see what he has to say.
[31:59.000 --> 32:07.000]  A very wealthy US citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[32:07.000 --> 32:15.000]  He says it will change everything about our lives. The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[32:15.000 --> 32:20.000]  Now this man has made some outrageous predictions over the years. The crazy part is, he's usually right.
[32:20.000 --> 32:30.000]  You see, he predicted the collapse of GM, Panny May, Freddie Mac, and America's biggest mall owner, General Growth Properties. In fact, Barron's called his work a dire prophecy.
[32:30.000 --> 32:37.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[32:37.000 --> 32:46.000]  I can't stress this enough. You should at least watch this free video online today. He explains everything you need to know, including simple steps you can take to protect yourself.
[32:46.000 --> 32:59.000]  You can find the video at www.EndOfAmerica3.com. That's End of America. The number 3.com. Watch the free video at www.EndOfAmerica3.com. That's EndOfAmerica3.com.
[33:16.000 --> 33:37.000]  Thank you for joining us, my friends. Pastor Lindsey Williams is going to be on in the next hour. He knew the former head of operations at Atlantic Richfield, who recently died of cancer, Mr. Fromm, who spilt his guts about what the elite were planning.
[33:37.000 --> 33:56.000]  He told us three months ago, right before Mr. Fromm died, that oil prices will be going from $60 a barrel to $150 to $200 sometime in 2011. You've seen them start going up, of course, back in 2008 when it was, what, $60 a barrel or $65 a barrel.
[33:56.000 --> 34:08.000]  His same source told him he'd be going to $150. People laughed at that, and in the next six months it did. Of course, he also has another source who's the former CEO of an even bigger oil company.
[34:08.000 --> 34:15.000]  I know the gentleman's name and information, but we're not going to give that source out on air. Mr. Fromm has now died, so we can talk about it.
[34:15.000 --> 34:34.000]  But Lindsey Williams is going to be joining us because, hey, three months ago he said it here, you'd be seeing $100 a barrel very early in the year, and his source said $150 to $200 a barrel, or $5 to $8, depending on where it is in the country.
[34:34.000 --> 34:45.000]  Anywhere between $150 a barrel and $200 a barrel will be between $5 on the low end and $8 a gallon at the gas pump. And, of course, we also told you about food prices.
[34:45.000 --> 34:53.000]  We're going to be exploding, and you now see those reports out there. Of course, none of the media will tell you why, though.
[34:53.000 --> 35:04.000]  They'll claim there was a storm in Russia, or there was some bad weather, and all of that contributes, but it's dollar devaluation. Food riots going on all over the world right now.
[35:04.000 --> 35:17.000]  Food riots in Tunisia. And notice they've got their third president in less than 48 hours, and their presidents are hightailing and out to Saudi Arabia, kind of like the head of BP.
[35:17.000 --> 35:32.000]  You know, they just shuffle the deck chairs with those guys, or the head of Halliburton, moving their operation to the Middle East, or that good American company, Blackwater, who we now learn has been involved in so much corruption, moving to Dubai.
[35:32.000 --> 35:46.000]  They're all leaving America. They're done with America. They're going to leave us here with a rear guard of a bunch of minimum wage paramilitary goons who are here to just squeeze what they can out of their feudal tax slaves.
[35:46.000 --> 35:59.000]  As they attack the Bill of Rights and Constitution at every level. Now, Lindsey Williams will be on this about 45 minutes in the next hour, and we'll just go ahead and get Lindsey on directly at the very start of the next hour.
[35:59.000 --> 36:25.000]  And in the last segment of the show today, Aaron Dykes and I spent off and on a week putting together this 10-minute video that'll fit nicely into the segment, video slash audio. I am begging all listeners to get this free video link and send it to everyone you know, because I don't know what we can do about the dollar imploding, or these foreign banks robbing us and looting us.
[36:25.000 --> 36:36.000]  I know we can say we don't owe this foreign debt and let those bankers go under and sink the New World Order, and we're going to have problems, but it's not going to be as bad as letting them suck us all the way down to the bottom.
[36:36.000 --> 36:50.000]  But an area where we can really fight back is on the fluoride issue. And we've got all the real literature, all the real medical reports, even the government's own scientists say take it out of the water.
[36:50.000 --> 36:59.000]  It's a seven-fold increase in cancers in men, bone cancers. It's a doubling overall in women.
[36:59.000 --> 37:08.000]  And we have the government's own documents, their own reports, their own admissions, how they're using it to sterilize you, how they're adding radioactive isotopes to the water as well.
[37:08.000 --> 37:23.000]  Just a sterling job that Aaron Dykes did. He took a week to do this, and it's called Bombshell, how fluoride is killing you and your children, and it gets into the government a few weeks ago having to admit now that fluoride is causing problems.
[37:23.000 --> 37:31.000]  But their answer is to lower the amount they're putting in the water. It's like, oh, shooting you twice in the head is bad, so we're only going to shoot you once in the head.
[37:31.000 --> 37:41.000]  The problem is we happen to have the declassified Department of Defense and Rockefeller Foundation docs on the vaccines and fluoride, and we know exactly why you put it in there.
[37:41.000 --> 37:53.000]  And 87% sperm count reduction, and the country is obese and unhealthy, and thyroids are going out. The pancreas are going out very nicely, and you've done a superlative job.
[37:53.000 --> 38:06.000]  Your soft kill eugenics weapon has made the land of the free, home of the brave, the most aggressive, liberty-loving people in the world into the self-propelled stomach zombies that we are today.
[38:06.000 --> 38:14.000]  But even in their mind-numbed haze, we have all the admissions in a 10-minute video, the absolute proof of what's going on.
[38:14.000 --> 38:23.000]  So we're going to be airing that, but I beg of you to get the free video with the article by Aaron Dykes and Alex Jones at PrisonPlanet.com and Infowars.com.
[38:23.000 --> 38:31.000]  It's right there on the front page. Bombshell, how fluoride is killing you and your children. That's the PrisonPlanet.com headline.
[38:31.000 --> 38:49.000]  The variant of it is up on Infowars.com. And if you go over to Infowars.com, you can also read the article all sourced in mainline government studies that they hope you don't look at and breaking the entire situation down.
[38:49.000 --> 39:02.000]  Okay. In other news, the witch hunt begins. Citizen spy network targets political speech and gun owners. And we have links to Homeland Security Kids online, the government website.
[39:02.000 --> 39:12.000]  We have links to the newest Homeland Security announcement flowing out of 9,000 locations that are getting or are about to get.
[39:12.000 --> 39:20.000]  Telescreens at all checkout counters with Homeland Security saying, watch your neighbors, watch other shoppers. Now it's the computer isn't safe.
[39:20.000 --> 39:25.000]  Don't worry, Homeland Security is taking over the web. We actually have the video. They're actually saying that.
[39:25.000 --> 39:29.000]  They're just getting you used to billboards and announcements and troops marching around.
