[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[12:31.000 --> 12:37.000]  because they see Republicans who have been discredited attacking Obama, so Obama must be good.
[12:37.000 --> 12:46.000]  This is how the very simple-minded people's political extrapolations basically happen.
[12:46.000 --> 12:55.000]  And if you don't grow up and realize that it is a tag team WWF wrestling show, we're in deep trouble.
[12:55.000 --> 13:12.000]  Now, if you get a case like Angle in Nevada or you get a case like Rand Paul in Kentucky and you see the Republican leadership trying to beat them in the primary,
[13:12.000 --> 13:14.000]  you better believe they're good.
[13:14.000 --> 13:15.000]  You better believe they're good.
[13:15.000 --> 13:18.000]  Look, this woman's a nut. She wants fluoride out of the water.
[13:18.000 --> 13:20.000]  As soon as you hear that, vote for it.
[13:20.000 --> 13:23.000]  Rand Paul, they started lying and saying he was kidnapping women.
[13:23.000 --> 13:26.000]  A week later, they had to admit it was all made up and it wasn't true.
[13:26.000 --> 13:30.000]  But, I mean, that showed you and Dick Cheney went and campaigned against him.
[13:30.000 --> 13:32.000]  Rand Paul, you know he's good.
[13:32.000 --> 13:39.000]  And I've spent hours and hours every week going down all these congressional races, House and Senate.
[13:39.000 --> 13:47.000]  And I'd say about 30% or so of the Republican candidates set to win are good.
[13:47.000 --> 13:51.000]  They're anti-globalist, pro-free market libertarians.
[13:51.000 --> 13:56.000]  Another 30% or so, this is just dead reckoning, are on the fence.
[13:56.000 --> 13:57.000]  I'm not sure about them.
[13:57.000 --> 14:01.000]  They're putting out the right rhetoric, but they've got main-line Republican party backing.
[14:01.000 --> 14:03.000]  You got to watch them.
[14:03.000 --> 14:07.000]  But the other 33% or so.
[14:07.000 --> 14:21.000]  The other third that we're dealing with here are hardcore establishment, police state-loving, anti-American, blue blood, Rockefeller-style Republicans.
[14:21.000 --> 14:27.000]  And they're going to be teamed up with the Democrats who are the favorites of the globalists because they get the job done.
[14:27.000 --> 14:29.000]  They collectivize things.
[14:29.000 --> 14:37.000]  They're going to team up in the next Congress and it is going to be one hell of a fight.
[14:37.000 --> 14:44.000]  And the key here is we've got to keep their feet to the fire as soon as these people get into office.
[14:44.000 --> 14:58.000]  And we've got to make sure that we don't get some Henry Kissinger, New World Order, Zbigniew Brzezinski, David Rockefeller approved, Republican who runs for president and ends up getting all the endorsements and winning.
[14:58.000 --> 15:01.000]  But that's only one part of that equation.
[15:01.000 --> 15:03.000]  And it's the smaller piece in my opinion.
[15:03.000 --> 15:06.000]  I hope you'll hear me out on this.
[15:06.000 --> 15:21.000]  The main fight, as our founders designed it, the main stopgap, the main firewall is the 50 states, 13th of the time, where we can get good sheriff selected, county commissioners, local members of the legislatures, House and Senate.
[15:21.000 --> 15:30.000]  That's where you have 8% on average, 8.3% average turnout nationwide, right at 60% nationally for big presidential elections.
[15:30.000 --> 15:48.000]  If we can get 60% of patriot loving, freedom loving, common sense people to go out and vet candidates or run themselves and start taking the states over through nullification, 10th amendment, we can stop the New World Order at the pass.
[15:48.000 --> 15:51.000]  If you put everything on the president, you're going to lose.
[15:51.000 --> 15:56.000]  Or even on the Congress, you put it all, all on the states.
[15:56.000 --> 16:00.000]  That's the cavalry. We'll be right back.
[16:00.000 --> 16:07.000]  When you're out on the road, the last place you want to be is on the road.
[16:07.000 --> 16:12.000]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[16:12.000 --> 16:21.000]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[16:21.000 --> 16:29.000]  They so pride in every stitch guarantee you the way they fit.
[16:29.000 --> 16:34.000]  They put a diamond gusset in the crotch where you need it most.
[16:34.000 --> 16:39.000]  Blue diamond gussets got it, others don't.
[16:39.000 --> 16:46.000]  We turn jeans inside out, diamond gusset jeans made in the USA with unparalleled quality.
[16:46.000 --> 16:52.000]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[16:52.000 --> 16:55.000]  Order yours at gusset.com.
[16:55.000 --> 17:10.000]  Diamond gusset jeans got it, others don't.
[17:25.000 --> 17:28.000]  It's absolutely free. There are tons of tools to help you.
[17:28.000 --> 17:32.000]  For instance, if you want to remodel your home, go to homegain.com.
[17:32.000 --> 17:39.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[17:39.000 --> 17:42.000]  For 10 years, these folks have been helping home sellers and buyers.
[17:42.000 --> 17:45.000]  Visit their link at infowars.com.
[17:45.000 --> 17:50.000]  Look for Max, the orange homegain gorilla to help you with any real estate needs you might have.
[17:50.000 --> 17:57.000]  You'll love this site, it's homegain.com, H-O-M-E-G-A-I-N.com. Check them out today.
[18:20.000 --> 18:24.000]  Take my word for it, once you've used pure soap, you won't buy anything else.
[18:24.000 --> 18:30.000]  Since 1947, Calvin's soap company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[18:30.000 --> 18:32.000]  Buy American and stay clean.
[18:32.000 --> 18:38.000]  As well as support info wars, visit 5starsope.com today or call 1-800-340-7091.
[18:38.000 --> 18:40.000]  Well Marty, what do you have to say?
[18:40.000 --> 18:59.000]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback. Call us at 1-800-340-7091 for free catalog or visit our website 5starsope.com. Thank you.
[19:10.000 --> 19:19.000]  Power wants to control how much power your electric company allows you to have. It's true, total government control of electricity in the name of smart grid technology is coming.
[19:19.000 --> 19:28.000]  Number three, in some areas of the country, the power grid is dangerously overloaded. And now, new socialist legislation is only compounding the problem.
[19:28.000 --> 19:35.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[19:35.000 --> 19:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[19:40.000 --> 19:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[19:45.000 --> 19:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[19:51.000 --> 19:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[19:59.000 --> 20:04.000]  Coast to coast, direct from Austin.
[20:04.000 --> 20:09.000]  You're listening to the Alex Jones Broadcasting Network.
[20:09.000 --> 20:13.000]  We've got it, we've got it.
[20:17.000 --> 20:21.000]  Waging war on corruption.
[20:21.000 --> 20:29.000]  It's Alex Jones, coming to you live from the front lines of the Info War.
[20:29.000 --> 20:38.000]  We are live. It is 10, 10, 10 on this live Sunday broadcast. I'm here six days a week, 11 a.m. to 2 p.m. Central Standard Time.
[20:38.000 --> 20:44.000]  Weekdays back Sunday, 4 to 6 p.m. Central, 5 to 7 Eastern.
[20:44.000 --> 20:51.000]  And we are going to open the phones up, coming up later in the hour. I need to continue getting into the news.
[20:51.000 --> 21:01.000]  If you've studied history or even looked at what's happened in the last 50 years in this nation, you know collectivism doesn't work for the general public.
[21:01.000 --> 21:08.000]  But it always works for a tiny elite, and it sets them up as basically kings.
[21:08.000 --> 21:21.000]  And collectivists, if you read their actual writings, they admit they want to collectivize your life to control you and to bankrupt you so that you basically are their slaves.
[21:21.000 --> 21:26.000]  Slavery has been the most common system in world history.
[21:26.000 --> 21:36.000]  It didn't matter what culture it was in Africa or in Mesoamerica or in what is Asia or Russia or Europe, it's the same thing.
[21:36.000 --> 21:40.000]  Corrupt elites get into power, they get out of control.
[21:40.000 --> 21:46.000]  If you look at some areas and in time periods in history, you'd have the benevolent philosopher king.
[21:46.000 --> 21:53.000]  And they build aqueducts and educate the poor, and we're not greedy control freaks, and you'd have a renaissance.
[21:53.000 --> 21:55.000]  But those were very rare.
[21:55.000 --> 22:05.000]  And always their son or their daughter or their son or daughter, son or daughter, two or three generations down, get megalomaniacal or spoiled brats.
[22:05.000 --> 22:11.000]  I mean, look at people born 50, 60, 70, 80 years ago who grew up on farms in this country.
[22:11.000 --> 22:15.000]  They're self-sufficient, they're hardworking, they get up at 5 a.m.
[22:15.000 --> 22:21.000]  Look at young people today, decadent, slovenly, full of themselves, only care about themselves.
[22:21.000 --> 22:24.000]  On average, they don't care about their neighbor.
[22:24.000 --> 22:26.000]  Their neighbor doesn't care about them.
[22:26.000 --> 22:34.000]  Easy for a corrupt state to come in and take control of the society because people are so greedy and self-centered.
[22:34.000 --> 22:47.000]  Well, that microcosm of the individual becoming a snot-nosed brat is accentuated and accelerated to the 10th power with a situation like North Korea.
[22:47.000 --> 22:56.000]  But before I get into North Korea, as an example of where we're headed, you've got liberty on one end of the spectrum, North Korea on the other.
[22:56.000 --> 22:59.000]  We're trying to get more like 1776.
[22:59.000 --> 23:05.000]  It wasn't perfect, but it's certainly the polar opposite, it's in the opposite direction of a North Korea.
[23:05.000 --> 23:07.000]  And I've studied North Korea in depth.
[23:07.000 --> 23:11.000]  I've interviewed guests that have infiltrated and journalists.
[23:11.000 --> 23:16.000]  And they literally, for the general public, keep humans in stalls.
[23:16.000 --> 23:19.000]  Most of the population is kept in work camps.
[23:19.000 --> 23:21.000]  And the men and women are in different parts of the camps.
[23:21.000 --> 23:26.000]  And then they will take a woman, they even check her like a cow.
[23:26.000 --> 23:31.000]  And when she is ovulating, they put her in a stall for the weekend with a male.
[23:31.000 --> 23:35.000]  They then ship her to another camp to have the baby.
[23:35.000 --> 23:43.000]  Then after she has the baby, they ship the baby to another camp and the woman to another camp so that there's no such thing as a family.
[23:43.000 --> 23:51.000]  Their goal, you can read this in many of the communist documents from even Russia, is to end the family and the state will become the family.
[23:51.000 --> 23:56.000]  And that they will take children, quote, like you take eggs from a hen.
[23:56.000 --> 24:00.000]  And that's a George Arwell quote, 1984, but Eric Blair was his real name.
[24:00.000 --> 24:08.000]  He had been a communist and he had worked with the communists at very high levels, especially in the Spanish Civil War.
[24:08.000 --> 24:12.000]  And he was decrying communism and saying, this is their plan.
[24:12.000 --> 24:18.000]  He'd also worked, of course, for MI6 in propaganda during World War II.
[24:18.000 --> 24:21.000]  So he'd, well, I'm digressing.
[24:21.000 --> 24:23.000]  The point is he really knew what he was talking about.
[24:23.000 --> 24:27.000]  He'd been a member of the Imperial Police in India as a young man.
[24:27.000 --> 24:28.000]  Then he'd become a communist.
[24:28.000 --> 24:34.000]  Then he found out that was a scam or for the British government and wrote a book about how the elite controls both ends of the spectrum.
[24:34.000 --> 24:43.000]  Or he can read Carol Quigley, Dr. Carol Quigley's book about how the big banks are financing a world takeover and a world collapse and how they finance fascism, communism.
[24:43.000 --> 24:46.000]  They don't care as long as it's collectivist.
[24:46.000 --> 24:49.000]  Now, what's really going on in Mexico?
[24:49.000 --> 24:52.000]  I've been studying the situation in Mexico for more than a decade in depth.
[24:52.000 --> 24:57.000]  We've had some of the top scholars, even advisors to the State Department on about it.
[24:57.000 --> 25:06.000]  I told folks six years ago that a civil war had begun in all over Mexico, not just in Chiapas, as it had kicked off 12 years ago.
[25:06.000 --> 25:12.000]  But it had gone nationwide in southern North America as of about six years ago.
[25:12.000 --> 25:19.000]  And it's now the most dangerous place in the world per capita for tourists, I would add, according to all the numbers we've got.
[25:19.000 --> 25:25.000]  And you look at what's happening there, you hear, oh, the drug dealers are fighting with the government.
[25:25.000 --> 25:27.000]  No, they're not.
[25:27.000 --> 25:31.000]  Mexico is run by less than 20 families.
[25:31.000 --> 25:34.000]  They have more billionaires per capita than the United States.
[25:34.000 --> 25:35.000]  Let me say that again.
[25:35.000 --> 25:40.000]  Mexico has tripled the natural resources the United States has, triple, conservatively.
[25:40.000 --> 25:45.000]  And they have more billionaires than the United States does.
[25:45.000 --> 25:55.000]  They are in the top 10 poorest countries in the world, and they have one of the highest ratios of ultra-rich on the planet.
[25:55.000 --> 26:00.000]  You've got a giant mass of poor people and a tiny elite.
[26:00.000 --> 26:11.000]  Now, the problem for the elite of Mexico is they allowed one commodity to be in their nation that they didn't fully control.
[26:11.000 --> 26:14.000]  They control with their monopoly, PIMX and the oil.
[26:14.000 --> 26:16.000]  They control with the monopoly, the cell phones.
[26:16.000 --> 26:19.000]  They control with the monopoly, the banking system.
[26:19.000 --> 26:24.000]  They control with the monopoly over the regional governorships of all the farming.
[26:24.000 --> 26:31.000]  And they tried to control marijuana, cocaine and heroin.
[26:31.000 --> 26:39.000]  But other corrupt elites, private groups, entrepreneurs, cowboys, came in.
[26:39.000 --> 26:43.000]  Mexico allowed them to operate for decades, making payments to the central government.
[26:43.000 --> 26:48.000]  And the central government tried to come in about six years ago and shut down that.
[26:48.000 --> 26:54.000]  And now the Mexican government has become so corrupt, and they're, of course, drug dealing.
[26:54.000 --> 26:57.000]  They're the main drug dealers, and they're allied with three cartels against the other five,
[26:57.000 --> 27:04.000]  that the public has decided to join with the other cartels who have now taken over entire towns, entire regions,
[27:04.000 --> 27:10.000]  kill police they can't buy, kill mayors they can't buy, try to kill or kill governors they can't buy.
[27:10.000 --> 27:18.000]  And it's just a bunch of corrupt thugs fighting with each other, but the people have spoken and believed that the drug dealer courts,
[27:18.000 --> 27:23.000]  they set up their citizen courts, are more just than the state.
[27:23.000 --> 27:32.000]  Kind of like 120 years ago or so in Little Italy in New York City, where people could play in the streets,
[27:32.000 --> 27:39.000]  children were safe, old ladies were safe, nobody was getting mugged because the mafia wouldn't let you do it.
[27:39.000 --> 27:47.000]  And the mafia, the Italian mob was able to take over much of New York because the Italian immigrants were looked down upon
[27:47.000 --> 27:53.000]  by the Wasp in New York if you go back around 150 years ago, and they wouldn't give police protection to them.
[27:53.000 --> 28:00.000]  So crime exploded, but then another criminal group came in to offer law and order to those Italian areas,
[28:00.000 --> 28:03.000]  and that's how La Cosa Nostra became so powerful in this country.
[28:03.000 --> 28:07.000]  So it's a parallel to that in Mexico.
[28:07.000 --> 28:12.000]  Now, they're smarter than that when it comes to evil.
[28:12.000 --> 28:17.000]  They're smarter than that when it comes to pure wickedness in North Korea.
[28:17.000 --> 28:24.000]  And when you study the UN, when you study Greenpeace, when you study all the eco-fascists, and they call themselves that,
[28:24.000 --> 28:28.000]  when they talk about post-industrial world totally controlling us,
[28:28.000 --> 28:38.000]  the model that North Korea has is the model that the United Nations and George Soros on record want for the United States.
[28:38.000 --> 28:47.000]  And when we come back, we're going to look at the prime premium example of evil and tyranny and communism
[28:47.000 --> 28:54.000]  with the third hereditary dictator about to become enthroned in North Korea.
[28:54.000 --> 28:56.000]  We're going to talk about what goes on in North Korea.
[28:56.000 --> 28:59.000]  This is what big government is. We'll be right back.
[29:27.000 --> 29:31.000]  Try their new evacuation pack, a two-week supply of delicious, easy-to-fix food.
[29:31.000 --> 29:37.000]  It comes with all the equipment you need to prepare it with open talk of a strike on Iran the next three months,
[29:37.000 --> 29:42.000]  the crisis in the Gulf, and possible evacuations. Get yourself and your family ready today.
[29:42.000 --> 29:49.000]  The place to go is eFoodsDirect.com. Go to their website online right now, eFoodsDirect.com forward slash Alex.
[29:49.000 --> 29:56.000]  Or call 800-409-5633. Again on the web, eFoodsDirect.com forward slash Alex.
[29:56.000 --> 30:00.000]  Or give them a call at 800-409-5633.
[30:00.000 --> 30:04.000]  You may be arrested and or subject to other police action.
[30:04.000 --> 30:09.000]  Tyranny is here. The grim future foretold in 1984 has become reality.
[30:09.000 --> 30:12.000]  It really says that the state is God.
[30:12.000 --> 30:17.000]  The United States is now recognized globally as one of the most impressive police states on Earth.
[30:17.000 --> 30:24.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[30:24.000 --> 30:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[30:30.000 --> 30:34.000]  At least state 4 chronicles the sickening depths to which our republic has fallen.
[30:34.000 --> 30:38.000]  Prepare to enter the secretive world of emergency dictatorship.
[30:38.000 --> 30:44.000]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[30:44.000 --> 30:48.000]  It's only the beginning of the new world order's hellish plan.
[30:48.000 --> 30:51.000]  The police state isn't coming. It's here.
[30:51.000 --> 31:20.000]  Secure your copy today at infowars.com or see it online in the highest quality at PrismPlanet.tv.
[31:20.000 --> 31:25.000]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions,
[31:25.000 --> 31:33.000]  it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[31:33.000 --> 31:41.000]  This includes the eyes, ears, nose, lungs, topically to the skin and orally for the digestive system.
[31:41.000 --> 31:51.000]  Be sure to watch our new 7 minute video tour of the Silver Lung System at www.silverlungs.com to learn more about how the Silver Lung System works.
[31:51.000 --> 32:00.000]  As well, we are always ready to answer any questions you may have. That's www.silverlungs.com.
[32:00.000 --> 32:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[32:08.000 --> 32:13.000]  As we're finishing off this agenda, we're pulling the rug from underneath Americans at home.
[32:13.000 --> 32:19.000]  I've turned a tremendous influence on our president in Congress and they really are calling the shots.
[32:19.000 --> 32:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[32:24.000 --> 32:34.000]  Full of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
