[00:00:00.029 --> 00:00:02.170]  Welcome, ladies and gentlemen.
[00:09:37.839 --> 00:09:44.263]  When they were driving out, Vernon Jordan and many others and the Secret Service were glaring at us.
[00:09:44.263 --> 00:09:44.643]  Also,
[00:09:45.598 --> 00:09:58.702]  There are video stills up on the web, and now photos up on the web, that clearly show the M4, or some of them, it appeared to me, had the type of the buttstock that I've seen on MP5s.
[00:09:58.702 --> 00:10:06.665]  But regardless, submachine guns, and they would lift them up, they would drive up, turn their bodies towards us, and lift them up, and show us their guns.
[00:10:06.665 --> 00:10:08.105]  I saw the full guns.
[00:10:08.988 --> 00:10:09.568]  Okay?
[00:10:09.568 --> 00:10:13.571]  Your eyes are quicker and more easily trained on guns than video cameras.
[00:10:13.571 --> 00:10:16.193]  You've got to get them on and then focus them.
[00:10:16.193 --> 00:10:26.440]  But people are in denial there that Secret Service and others would have guns bringing in Secretary of Defense and Secretary of State, Connelisa Rice and Gates and others.
[00:10:26.440 --> 00:10:32.564]  But yes, we had them brandishing those at us, looking at us with absolute, total hatred.
[00:10:33.141 --> 00:10:38.624]  We are the enemy because we don't like 3 trillion going into a black hole in Iraq into their pockets.
[00:10:38.624 --> 00:10:43.286]  We don't like 4 trillion missing from the Pentagon coffers over the last 8 years.
[00:10:43.286 --> 00:10:45.367]  We don't like all the corruption.
[00:10:45.367 --> 00:10:48.008]  We don't like the North American Union.
[00:10:48.008 --> 00:10:52.450]  We would dare go there and expose these people and ruin their meeting.
[00:10:52.450 --> 00:10:58.193]  And when they came out, they looked... I mean, Verdon Jordan looked right at me for about 5 seconds as he drove up and around.
[00:11:00.145 --> 00:11:07.793]  And he just looked at me with absolute disgusted hatred and fear.
[00:11:07.793 --> 00:11:10.376]  It was a very, very intense look.
[00:11:10.376 --> 00:11:21.248]  He locked right on to me and again I had all the secret police and the rest of them coming up talking to me by name, asking me about my family, the rest of it.
[00:11:22.573 --> 00:11:25.055]  I've had Rothkopf, the head of the Kissinger Group, on.
[00:11:25.055 --> 00:11:31.422]  He told me off-air, John Harmon heard it all, that, yeah, we all know who you are, and that's why I'm coming on to counter you.
[00:11:31.422 --> 00:11:32.984]  Folks, this is a pretty big deal.
[00:11:32.984 --> 00:11:36.688]  Do you know what it's like to have world leaders know who you are?
[00:11:36.688 --> 00:11:41.273]  Do you know what it's like to have the opportunity to know they're meeting in that hall?
[00:11:42.719 --> 00:11:49.064]  Just 25 yards away and to bullhorn them for hour after hour in 110 degree index heat.
[00:11:49.064 --> 00:11:53.046]  100 degree heat, but 110 degree index.
[00:11:53.046 --> 00:11:56.049]  But the local news reported to sit there and to do it.
[00:11:56.049 --> 00:11:59.371]  I mean, I just got to say the people that showed up have amazing courage.
[00:11:59.371 --> 00:12:00.552]  It wasn't courage with me.
[00:12:00.552 --> 00:12:07.917]  I cannot turn down an opportunity to get in their face, to let them know this is a major psychological warfare blow against them.
[00:12:07.917 --> 00:12:09.018]  They were shooken up.
[00:12:09.954 --> 00:12:14.978]  And I'm told from inside sources that it really upset their meeting and upset their apple cart.
[00:12:14.978 --> 00:12:16.559]  I don't know what they're going to do to me.
[00:12:16.559 --> 00:12:17.160]  Audits?
[00:12:17.160 --> 00:12:18.220]  Harassment?
[00:12:18.220 --> 00:12:19.481]  Are they going to kill me?
[00:12:19.481 --> 00:12:22.264]  Are they going to set me up?
[00:12:22.264 --> 00:12:29.969]  I just, if they kill me, if they set me up, know the disinfo agents will say all sorts of lies about me on the web, posing as patriots.
[00:12:29.969 --> 00:12:32.951]  They've only intensified their efforts.
[00:12:32.951 --> 00:12:38.976]  And it isn't even about Alex Jones, but I don't want the symbol that I've become and the symbol that InfoWars has become.
[00:12:39.747 --> 00:12:40.587]  To be tainted.
[00:12:40.587 --> 00:12:50.931]  I don't want them to be successful, and I'm asking you, the listeners, to counter all the disinfo agents that lie about us, and try to discredit us, and try to say we're agents.
[00:12:50.931 --> 00:12:54.072]  I don't want them to turn new minds off.
[00:12:54.072 --> 00:13:07.557]  Last night I was on my Myspace watching a clip about people that attacked me, and they were admitting, oh yeah, we go out and hand out our material, and everybody's heard of the other, you know, conspiracy material, and it makes it easier for us, but the other conspiracy guys, they're government agents, basically.
[00:13:08.434 --> 00:13:11.237]  You've answered your own question, showing that you're idiots.
[00:13:11.237 --> 00:13:13.759]  I mean, let's say some of you aren't government agents.
[00:13:13.759 --> 00:13:19.003]  You're just jealous of us, and envious of us, and jealous of the work we do, and you want to be the leaders.
[00:13:19.003 --> 00:13:20.445]  Fine, be leaders.
[00:13:20.445 --> 00:13:30.273]  But don't say, yeah, we've opened the door for you, and we've woken up millions of people, and because we don't totally agree with your analysis, that we're agents.
[00:13:30.273 --> 00:13:31.494]  Look at the fruit.
[00:13:31.494 --> 00:13:33.296]  Look at how many people we've woken up.
[00:13:36.010 --> 00:13:49.925]  I talked to even my detractors, some of which are not agents, they're just well-meaning dupes and fools or jealous of our work, and they'll admit, yeah, 9 out of 10 people they talk to that are awake to the New World Order are awake because of one individual.
[00:13:49.925 --> 00:13:52.548]  His name is Alex Jones.
[00:13:52.548 --> 00:13:54.650]  Now, I'm not even particularly proud of that.
[00:13:54.650 --> 00:13:55.591]  I'm just doing my duty.
[00:13:56.773 --> 00:14:03.456]  It's literally burrowing a hole towards my destruction the closer I get to defeating them.
[00:14:03.456 --> 00:14:06.557]  The closer I get to unlocking minds, the more effective I get.
[00:14:06.557 --> 00:14:08.118]  But I can't help it.
[00:14:08.118 --> 00:14:15.021]  I knew when I bullhorned the conference hall from 20-25 yards away that I was putting my life in my hands.
[00:14:15.021 --> 00:14:18.043]  That I was really on the edge of the razor blade.
[00:14:18.043 --> 00:14:19.503]  On the edge of the precipice.
[00:14:19.503 --> 00:14:24.526]  I knew when Haas came out and looked at me with red-faced, stern hatred.
[00:14:24.526 --> 00:14:25.486]  Focused hatred.
[00:14:26.112 --> 00:14:30.373]  You know, he had a straight face with the eyes burned with murderous hatred.
[00:14:30.373 --> 00:14:46.776]  I knew, especially then, I had an adrenaline rush, a pang that you have when you stand on the edge of a cliff, and I just turned it on even more, and attacked Haas, and called him out by name, and I announced who I was, just like John Hancock, signing his name at the top of the list and as big as he could.
[00:14:46.776 --> 00:14:53.017]  I have put my name, my blood, my treasure, my family, everything on the line.
[00:14:54.944 --> 00:15:06.835]  And I just ask the people out there that constantly attack me and constantly exaggerate and constantly twist and constantly lie to be more reasonable.
[00:15:06.835 --> 00:15:09.617]  I know most of you out there aren't agents.
[00:15:09.617 --> 00:15:19.005]  It's a diseased modern mind that just constantly ninny and fight and complain and say you should have got video with this, you should have not said that.
[00:15:19.005 --> 00:15:19.586]  You know what?
[00:15:19.586 --> 00:15:20.767]  I'm at least in the arena.
[00:15:22.327 --> 00:15:32.235]  Now I know there's a lot of disinfo people that our government, that's been admitted, we've tracked back their IPs and they even have admitted their handles and we've gone to their other accounts and they kind of start the ball rolling.
[00:15:32.235 --> 00:15:42.364]  A few key disinfo agents out there and again every time I mention this people think that I'm bringing this up because I'm being hurt or oh they're getting to me.
[00:15:42.364 --> 00:15:43.765]  That is not what's happening.
[00:15:43.765 --> 00:15:48.349]  I want you to understand I've been doing this longer than a lot of you have.
[00:15:48.349 --> 00:15:51.151]  I want you to understand I have great discernment.
[00:15:51.601 --> 00:15:53.162]  Doesn't mean I'm perfect.
[00:15:53.162 --> 00:15:57.243]  Doesn't mean I even use my discernment or articulate the things I understand.
[00:15:57.243 --> 00:16:03.245]  It's that I want to be effective and I want you to be right beside me and behind me and in front of me.
[00:16:03.245 --> 00:16:05.366]  I want to work with everybody.
[00:16:05.366 --> 00:16:06.906]  I want to win.
[00:16:06.906 --> 00:16:08.547]  I want to bring down the New World Order.
[00:16:08.547 --> 00:16:18.270]  That is my goal and the enemy is very good at picking at us and getting us to fight with each other and getting us to argue with each other and getting us to do all these things.
[00:16:20.646 --> 00:16:23.409]  I don't even know why I'm getting off into this now.
[00:16:23.409 --> 00:16:24.890]  There's a lot of news here I want to get to.
[00:16:24.890 --> 00:16:29.815]  It's just that we have to stay focused on the New World Order.
[00:16:29.815 --> 00:16:41.267]  If we go out and we talk to the public about the central banks and how they're private and how they're destroying the dollars, they can come in and buy up assets cheaper and also destroy the middle class so that we're dependent on government.
[00:16:41.267 --> 00:16:41.648]  If we
[00:16:43.630 --> 00:16:49.974]  Expose how there's a shadow government, a secret group controlling both parties, then people will look for real solutions.
[00:16:49.974 --> 00:16:52.216]  We have to do the basics.
[00:16:52.216 --> 00:16:59.681]  If we have to teach people the basics first, before we, and then on their own, they will come to deeper understandings.
[00:16:59.681 --> 00:17:02.402]  They will come to deeper nuances.
[00:17:02.402 --> 00:17:06.125]  One reason, more subtle nuances, more details,
[00:17:06.880 --> 00:17:07.940]  And that's what I do.
[00:17:07.940 --> 00:17:18.882]  I try to bring out the general, basic knowledge, and then bring guests on who analyze certain specific sectors of the New World Order.
[00:17:18.882 --> 00:17:22.603]  And literally, knocking open the gates of the enemy citadels.
[00:17:22.603 --> 00:17:24.663]  I mean, look at the fruits we've borne.
[00:17:24.663 --> 00:17:26.943]  Look at how many people we've woken up.
[00:17:26.943 --> 00:17:29.464]  Look at how we have expanded this movement.
[00:17:29.464 --> 00:17:34.305]  Look at how our listeners, and then the people that visit InfoWars.com and PrisonBot.com.
[00:17:34.305 --> 00:17:35.385]  We are the vanguard.
[00:17:35.385 --> 00:17:36.285]  We are the front line.
[00:17:37.006 --> 00:17:40.968]  We are there at the Global Elite meeting bullhorning them.
[00:17:40.968 --> 00:17:43.069]  We are here getting real threats.
[00:17:43.069 --> 00:17:44.871]  We are here going through the fire.
[00:17:44.871 --> 00:17:52.075]  We are here taking, you know, the major blows for everybody else.
[00:17:52.075 --> 00:17:57.678]  And I want you, those of you out there, to realize this is not about Alex Jones.
[00:17:57.678 --> 00:18:02.200]  This is not about... I know you're sick of hearing about me, some of you out there who want to be leaders.
[00:18:02.200 --> 00:18:04.982]  I know that you're in the growing stages of becoming leaders.
[00:18:05.769 --> 00:18:23.296]  And I understand that a lot of you have been very, very negative and have basically Monday morning quarterback or backseat driven a lot of things, but I'm just here to tell you that no one can look at the work we've done and not said that it's been amazing.
[00:18:23.296 --> 00:18:29.219]  No one can look at the work we've done and not said that we've unlocked hundreds of millions of minds.
[00:18:29.219 --> 00:18:34.101]  No one can look at the work we've done and can say that we are not doing good.
[00:18:34.818 --> 00:18:39.361]  And that we are not exposing the New World Order crime syndicate.
[00:18:39.361 --> 00:18:47.707]  Because this is a radio show on scores of AM and FM mom-and-pop stand-alone stations across the country.
[00:18:47.707 --> 00:18:52.670]  And we have shortwave and internet and satellite because of the supporters that support us.
[00:18:52.670 --> 00:18:54.691]  And we are exponentially reaching more people.
[00:18:54.691 --> 00:18:57.253]  We have exploded.
[00:18:57.253 --> 00:19:00.355]  Our growth curve is exponential and we are in the danger zone.
[00:19:01.289 --> 00:19:04.631]  We are in the danger zone, ladies and gentlemen.
[00:19:04.631 --> 00:19:12.055]  We are in the thick of the flack, right over the enemy New World Order complex, right over their military industrial complex.
[00:19:12.055 --> 00:19:13.296]  We are hitting them hard.
[00:19:13.296 --> 00:19:14.816]  We are hitting them hard.
[00:19:14.816 --> 00:19:16.577]  We are in at point-blank range.
[00:19:16.577 --> 00:19:23.441]  Every missile we fire, every bomb we drop in the info war is wrecking the enemy, is blowing huge holes in them.
[00:19:24.256 --> 00:19:39.929]  And all I'm asking you to do is come in with a positive, aggressive attitude of we're gonna win, we're gonna expose the New World Order, we're gonna discredit the government, we're gonna expose their illegitimacy, and we're going to take this planet back for humanity and future generations.
[00:19:39.929 --> 00:19:53.440]  I am committed, I am sworn to fight the New World Order, and I'm just asking all of you to be positive, to be focused, to be strong, and to come together, and forget our differences, and just fight together, side by side.
[00:19:55.424 --> 00:19:58.106]  Do you know the truth about cancer treatments?
[00:19:58.106 --> 00:20:07.573]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:07.573 --> 00:20:14.659]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.399 --> 00:20:21.386]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.386 --> 00:20:32.158]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:32.939 --> 00:20:33.559]  We're good to go.
[00:20:54.335 --> 00:20:57.197]  Terror Storm, a history of government-sponsored terror.
[00:20:57.197 --> 00:20:58.758]  Loose Change Final Cut.
[00:20:58.758 --> 00:21:00.900]  Endgame, blueprint for global enslavement.
[00:21:00.900 --> 00:21:02.821]  The true story of the Bilderberg Group.
[00:21:02.821 --> 00:21:04.302]  The late great USA.
[00:21:04.302 --> 00:21:06.063]  America, freedom to fascism.
[00:21:06.063 --> 00:21:13.108]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:21:13.108 --> 00:21:17.171]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:21:17.171 --> 00:21:20.574]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:21:20.954 --> 00:21:23.717]  Or you would like a book on the history of the Federal Reserve.
[00:21:23.717 --> 00:21:26.801]  We've got the most well-researched and documented titles.
[00:21:26.801 --> 00:21:29.164]  All available at PrisonPlanet.com.
[00:21:29.164 --> 00:21:33.869]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:21:33.869 --> 00:21:39.816]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:21:40.857 --> 00:21:51.464]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:21:51.464 --> 00:21:52.925]  Join the info war today!
[00:21:55.595 --> 00:21:57.057]  Hi, this is Ted Anderson.
[00:21:57.057 --> 00:22:03.103]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold for your IRA?
[00:22:03.103 --> 00:22:03.924]  That's right.
[00:22:03.924 --> 00:22:06.767]  Gold has been available to be placed in IRAs since 1986.
[00:22:06.767 --> 00:22:13.695]  Yet still, the financial industry refuses to recognize the value of real hard assets for your retirement.
[00:22:14.235 --> 00:22:22.380]  The truth be told, gold and silver has outperformed paper investments like stocks, bonds, and CDs, yet no word about IRAs.
[00:22:22.380 --> 00:22:27.863]  Perhaps the financial institutions want to maintain control of your assets by keeping you in paper.
[00:22:27.863 --> 00:22:33.667]  If you'd like to take a look at gold for your retirement, call 800-686-2237.
[00:22:33.667 --> 00:22:38.190]  Don't get left behind by rising inflation and low return on your paper investments.
[00:22:38.190 --> 00:22:38.470]  Call 800-686-2237.
[00:22:38.470 --> 00:22:40.291]  Make sure that you secure your future.
[00:22:43.533 --> 00:22:43.814]  Call 800-686-2237.
[00:22:43.814 --> 00:22:44.014]  That's 1-800-686-2237.
[00:22:54.022 --> 00:22:57.803]  Hi, this is Alex Jones, and I want to talk to you about the high price of gasoline.
[00:22:57.803 --> 00:23:02.505]  It's no secret that gasoline quality is poor, even though we're paying record prices at the pump.
[00:23:02.505 --> 00:23:07.807]  I have run across a company called SFR, who has developed two products that improve gas mileage.
[00:23:07.807 --> 00:23:19.031]  Instead of paying a mechanic as much as $300 to clean your injection system, Protecta Complete Fuel System Treatment cleans to 95% of new engine condition, improving mileage in only one tank full.
[00:23:19.031 --> 00:23:21.392]  Protecta Engine Treatment not only reduces friction,
[00:23:21.792 --> 00:23:23.834]  But it extends the life of your engine.
[00:23:23.834 --> 00:23:24.754]  Let's face it.
[00:23:24.754 --> 00:23:27.597]  With the high price of gasoline, it's time to take action.
[00:23:27.597 --> 00:23:35.603]  Purchase a protective fuel system treatment for only $9.95 and receive a free engine treatment which is a $12.95 value free.
[00:23:35.603 --> 00:23:37.905]  Call 888-USE-SFR1.
[00:23:37.905 --> 00:23:41.027]  That number again is 888-USE-SFR1.
[00:23:41.027 --> 00:23:45.090]  Or check them out online at oilcompanysecret.com.
[00:23:45.090 --> 00:23:47.272]  That's oilcompanysecret.com.
[00:23:47.272 --> 00:23:49.634]  Satisfaction is guaranteed or your money back.
[00:23:50.094 --> 00:23:51.515]  And it's safe for all cars.
[00:23:51.515 --> 00:23:57.501]  Act now.
[00:23:57.501 --> 00:24:08.652]  Let me talk about somebody that's effective.
[00:24:08.652 --> 00:24:12.896]  He got a marketing public relations degree.
[00:24:12.896 --> 00:24:14.157]  He's Mark Dice.
[00:24:14.157 --> 00:24:15.178]  You knew him as John Connor.
[00:24:17.856 --> 00:24:23.078]  He decided to spot all the danger just to go public and use his real name.
[00:24:23.078 --> 00:24:26.460]  He knows how to bait the mainstream media.
[00:24:26.460 --> 00:24:31.282]  All of you can learn these tricks.
[00:24:31.282 --> 00:24:35.203]  And we don't even really communicate except maybe once every few months.
[00:24:35.203 --> 00:24:43.847]  I just learned minutes ago that he's starting a campaign to send 9-11 truth DVDs like Terror Storm in-game.
[00:24:44.696 --> 00:24:49.018]  Loose change, final cut to troops in Iraq.
[00:24:49.018 --> 00:24:51.559]  And Fox News went completely ape.
