[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[07:14.000 --> 07:22.000]  That's what globalists do. They take your country over with crony insider operations, steal all the wealth, get the people in debt through fraud,
[07:22.000 --> 07:31.000]  and then blame everything that was good that they've thrown out the window that they've cut up in little pieces that they've pulled down.
[07:31.000 --> 07:42.000]  They blame the good for what the evil have done and then offer you more tyranny, more statism, more corruption as the answer.
[07:42.000 --> 07:47.000]  And then you go into the next phase. The society unravels and falls apart.
[07:47.000 --> 07:55.000]  The system comes out and says we need to crack down the public. We need to get rid of freedoms because now the country's falling apart and the police and the military,
[07:55.000 --> 08:04.000]  they almost always march out and do it and you become a third world nation with no honor, a tiny elite, 99% poor.
[08:04.000 --> 08:10.000]  And that's where America's going. We're already halfway there. You get rid of the Bill of Rights and Constitution.
[08:10.000 --> 08:16.000]  It's like getting oxygen out of a submarine. Every form of freedom dies on board.
[08:16.000 --> 08:28.000]  Your whole future, your honor, America was different because we were independent and we had rights and people jealously guarded them as Thomas Jefferson commanded and as George Washington commanded.
[08:28.000 --> 08:40.000]  I got pulled over Friday, driving home, did an early day, driving home about 3.30 or so, and I knew I was driving 55.
[08:40.000 --> 08:51.000]  I was in the slow lane. The traffic wasn't very bad, but I was taking my time because I was thinking and got pulled over.
[08:51.000 --> 09:03.000]  And he acted like and looked at me like I was a rabbit and he was a coyote and he went over everything. What's in that bottle?
[09:03.000 --> 09:10.000]  Let me check the tent on your window, on and on and on.
[09:10.000 --> 09:24.000]  While the government is on record shipping and the majority of the narcotics, allowing major companies like Dinecore and Halliburton to run giant white slavery, including children, sex slave rings, Chicago Tribune, Associated Press, BBC.
[09:24.000 --> 09:31.000]  Foreign banks have totally taken the country over. They've stolen the massive pension funds of the military, gone 12 years ago.
[09:31.000 --> 09:41.000]  Everything is disintegrating and this cop is sitting there with relish, relish at his little paramilitary checkpoint.
[09:41.000 --> 09:52.000]  I know all the federal and state rulings. I know the Texas traffic code. I know it's all a fraud, but I would never even try to dame to tell him that.
[09:52.000 --> 10:03.000]  But I'm going to tell you the story later because he's certainly got an earful. And all of you that serve this system, you know something.
[10:03.000 --> 10:15.000]  The average German cop in 1941 was probably not a bad person, but you know what? You're wearing the uniform of evil.
[10:15.000 --> 10:27.000]  And our country is hijacked and is run by the big six megabanks who are openly in every major publication announcing global government by banks.
[10:27.000 --> 10:35.000]  Europe conquered by Goldman Sachs. They're so arrogant they don't even deny they engineered it now through fraud.
[10:35.000 --> 10:51.000]  And the servile yuppies can't even get their eyes to focus or their minds to focus enough to see the doom, the galloping horsemen of economic and financial and physical bondage and conquest
[10:51.000 --> 11:08.000]  now happening to this country, the Republic literally burning to the ground with all of the hard fought liberties and freedoms disappearing and in place of it scores
[11:08.000 --> 11:21.000]  of new offices and swarms of agents sent out to eat out our substance. Every control freak, every nobody, every person who couldn't get a job and wouldn't know how to start a company
[11:21.000 --> 11:30.000]  because of the system they were brought up in, given their petty power, given their uniforms and the petty bureaucrats and the passive aggressive.
[11:30.000 --> 11:38.000]  I went to a buffet today for my father's birthday. Nice place, Final San Miguel, one of my favorite restaurants in Austin.
[11:38.000 --> 11:46.000]  And I sat there and people watched. And I watched people, the ones with the buffet line and tried to get their food, you know, at moderate speed, but thinking of others.
[11:46.000 --> 11:54.000]  And I watched this group of guaranteed bureaucrat school teachers. I didn't ask them 99% chance. I know the type.
[11:54.000 --> 12:01.000]  And I watched them with relish, watch the line stack up and sit there per dessert dish. And I wasn't getting dessert because I'm overweight.
[12:01.000 --> 12:10.000]  I was getting from my children. They'd already eaten. I watched them sit there and the lady at the pecan pie for at least a minute and a half picking at it.
[12:10.000 --> 12:19.000]  And they were enjoying and looking up and feeding on the frustration of people backed up behind them.
[12:19.000 --> 12:30.000]  That is what a powerless person does. And evil is served by a bunch of powerless people, a bunch of small minded people.
[12:30.000 --> 12:37.000]  These women didn't look older than 60, but I could already see Alzheimer's in them. I could already see adult shaking and weakness.
[12:37.000 --> 12:45.000]  I could already see their souls were already gone. And all they could do was have petty power to block a line.
[12:45.000 --> 12:52.000]  It's the same people that will, you're driving on a three line highway and they'll see you driving up at 70 miles an hour.
[12:52.000 --> 12:59.000]  And they will get over and get in front of you and actually enjoy and you'll get around them and they'll speed up.
[12:59.000 --> 13:09.000]  Their power in life is holding back the virtuous. Their power in life is trampling on the good because good people don't seek out power.
[13:09.000 --> 13:21.000]  Good people just seek out a decent, safe, honorable life and are content and aren't seeking to dominate others because it's embarrassing to those of us who are strong.
[13:21.000 --> 13:33.000]  It is embarrassing to those of us that have honor. It is embarrassing. And because of that, we are normally ruled by chicken-necked scum and control freaks and psychopaths and sociopaths
[13:33.000 --> 13:42.000]  and the different flavors that make up the legions of evil that we face as a society.
[13:42.000 --> 13:53.000]  I'm going to stop right there, but that's what government is. It's there to shut down the little guy, to shut down the independent and it's there to create monopolies for the power elite through fraud and corruption.
[13:53.000 --> 14:04.000]  And it is run by the most ruthless, wicked people you can imagine and because the general public will not wake up and will not see themselves as leaders and will not try to study how the world really works.
[14:04.000 --> 14:16.000]  We are like a nation of blind people trying to navigate a obstacle course. People don't even know where they are. They don't even know why, why, why in history.
[14:16.000 --> 14:27.000]  What's happening is so dangerous and is a guaranteed disaster. A conscious government taken over by corruption and evil.
[14:27.000 --> 14:37.000]  A conscious looting. A conscious order out of chaos. A conscious rendering down, breaking of the American people.
[14:37.000 --> 14:48.000]  Culturally, spiritually, the culture of death, the culture of pettiness, the Black Friday, people dying means nobody cares. A man lays there for hours dead while people continue shopping.
[14:48.000 --> 14:55.000]  People are trying to grab a video game away from a grandfather getting it for his grandson, so he sticks it under his jacket. The cops come over, he doesn't resist.
[14:55.000 --> 15:07.000]  They take his head, slam it in the ground, blood spewing everywhere, a celebration of evil. They charge the guy with assault until they didn't know that CNN had actually been there and caught it on tape.
[15:07.000 --> 15:16.000]  Not only did we knock your head open for no reason, the guy wasn't even rude to his godlike police officer. He said, yeah, they're trying to grab it away from me.
[15:16.000 --> 15:22.000]  Turns out CNN was there watching it, slammed his head into the ground so hard for no reason, blood just pooled everywhere.
[15:22.000 --> 15:31.000]  And so what? He's there to serve the system, and he shouldn't even have been there trying to get that devilish game, or that wouldn't even have happened.
[15:31.000 --> 15:41.000]  Okay, I'm Alex Jones. It is, of course, the 27th day of November 2011 on this live Sunday edition. When I come back, the news.
[15:41.000 --> 15:53.000]  Senate moves to allow military to intern Americans without trial. That's infoawards.com, direct link to the legislation. ACLU's also covering it. And I will continue after that.
[15:53.000 --> 15:59.000]  The real Newt Gennrich, now that he's one of the front-runners, will tell you about Mr. New World Order. Stay with us.
[15:59.000 --> 16:04.000]  You may be arrested and or subject to other police action.
[16:04.000 --> 16:12.000]  Tyranny is here. The grim future foretold in 1984 has become reality. It really says that the state is God.
[16:12.000 --> 16:17.000]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[16:17.000 --> 16:24.000]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[16:24.000 --> 16:30.000]  This documentary exposes how the continuity of government program has established an old powerful shadow state.
[16:30.000 --> 16:34.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[16:34.000 --> 16:44.000]  Prepare to enter the secretive world of emergency dictatorship, body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner.
[16:44.000 --> 16:51.000]  It's only the beginning of the New World Order's hellish plan. The police state isn't coming. It's here.
[16:51.000 --> 17:00.000]  Secure your copy today at infowars.com or see it online in the highest quality at PrismPlanet.tv.
[17:21.000 --> 17:29.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[17:29.000 --> 17:37.000]  Getting a free catalog is easy by calling 800-340-7091 or see Calvin on the web at 5starsope.com.
[17:37.000 --> 17:45.000]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsope.com.
[17:45.000 --> 17:56.000]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsope.com.
[18:16.000 --> 18:19.000]  I know eFoodsDirect and they're not full of hype like you.
[18:19.000 --> 18:25.000]  eFoodsDirect goes to great lengths to ensure you get the best ingredients full of nutrition and flavor. They are the real deal.
[18:25.000 --> 18:33.000]  Melvin, you're right about one thing though. For Black Friday weekend, eFoods will save you 30% off anything on their website at eFoodsDirect.com.
[18:33.000 --> 18:40.000]  Now that's a deal with no hype. Call 800-409-5633 or go to eFoodsDirect.com.
[18:40.000 --> 18:47.000]  Remember, 30% off is Black Friday weekend. Leave the hype to crazy Melvin because you can bet your life on eFoodsDirect.
[19:11.000 --> 19:20.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[19:20.000 --> 19:24.000]  In some areas of the country, the power grid is dangerously overloaded.
[19:24.000 --> 19:28.000]  And now, new socialist legislation is only compounding the problem.
[19:28.000 --> 19:35.000]  Dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[19:35.000 --> 19:40.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[19:40.000 --> 19:45.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[19:45.000 --> 19:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[19:51.000 --> 19:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[19:59.000 --> 20:08.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[20:14.000 --> 20:20.000]  Live from Austin, Texas, Broadcasting Worldwide, it's Alex Jones.
[20:20.000 --> 20:37.000]  Okay, my friends, I want to do something that I do from time to time after we go through a lot of the important news and information that is coming up.
[20:37.000 --> 20:45.000]  And that is 30-second phone calls. That means 30 seconds, you comment, you make your point.
[20:45.000 --> 20:50.000]  I might give a 10-second response, and then we move on, and I do this every once in a while.
[20:50.000 --> 20:55.000]  And it's the only way I can make myself take a lot of calls, and it's always very informative.
[20:55.000 --> 21:02.000]  So we're going to do that. If you want to give a 30-second response to what I'm talking about or your own statement or a question,
[21:02.000 --> 21:08.000]  then we will do it, and we will start taking calls in the last segment of this hour throughout the second hour.
[21:08.000 --> 21:20.000]  And the toll-free number to join us, I'd love to hear from you. Today, if you'd like to get involved on air, is 877-789-ALEX-877-789-2539.
[21:20.000 --> 21:23.000]  I'll give that number out again coming up in the next segment.
[21:23.000 --> 21:31.000]  Okay, we've got absolute bad luck breaking out in Pakistan after NATO bombed a bunch of innocent people.
[21:31.000 --> 21:35.000]  Now they're blocking the main supply route out of Pakistan into Afghanistan.
[21:35.000 --> 21:42.000]  Remember, our government, for whatever reason, during the 90s, helped give nukes to Pakistan, and now they have them.
[21:42.000 --> 21:47.000]  So that's a pretty serious situation. That's coming up later in the next hour.
[21:47.000 --> 21:53.000]  Lebanese Prime Minister says Syrian protesters only want overthrow, not reform of Syria.
[21:53.000 --> 22:02.000]  They're admittedly funded now by al-Qaida out of Saudi Arabia and Libya, and it breaks that down to the news articles I've got.
[22:02.000 --> 22:06.000]  I'm going to be going over a little bit later.
[22:06.000 --> 22:15.000]  Also, the Daily Mail reports climate-gate scientists did collude with government officials to hide research that didn't fit into their apocalyptic global warming.
[22:15.000 --> 22:28.000]  Now, more documents have been released where the U.S. and U.K. governments ordered the government-funded universities to create the strongest and most hysterical message possible to achieve carbon taxes.
[22:28.000 --> 22:32.000]  I mean, I don't need these documents to come out and know that.
[22:32.000 --> 22:36.000]  They're like, pay Al Gore and the world government money on everything you do or all the animals are going to die.
[22:36.000 --> 22:45.000]  And they literally have the second graders cry and show them the animations of polar bears who can't swim.
[22:45.000 --> 22:48.000]  I mean, just hardcore Soviet-style brainwashing.
[22:48.000 --> 22:52.000]  Well, real environmental issues don't matter.
[22:52.000 --> 22:57.000]  There's plenty of those. I mean, I've got children. I live here. I want catalytic converters.
[22:57.000 --> 23:01.000]  I don't want to drink poison in lakes. I don't like toxic waste dumping.
[23:01.000 --> 23:05.000]  I certainly don't want to chop down old growth forests. We can plant our own.
[23:05.000 --> 23:07.000]  I'm all for it.
[23:07.000 --> 23:14.000]  But don't say all the power plants that aren't part of General Electric have to shut down or pay protection money to the government,
[23:14.000 --> 23:18.000]  but General Electric, who gave all the money to the president, they're exempt.
[23:18.000 --> 23:22.000]  Okay, it's nothing to do with the environment. Get that straight.
[23:22.000 --> 23:28.000]  All right, I got that. Prepare for riots in Euro collapse, foreign office warrants out of England.
[23:28.000 --> 23:36.000]  Banks build contingency for breakup of the Euro. It's a break up into the global world government.
[23:36.000 --> 23:41.000]  They're going to create a new banking dictatorship they admit. That's all over the news.
[23:41.000 --> 23:45.000]  What about all you people that said I was crazy talking about that 17 years ago?
[23:45.000 --> 23:50.000]  Told you how they get the countries in debt with derivatives by design, implode them,
[23:50.000 --> 23:57.000]  have a private banking dictatorship. You know how I knew it was all in the trilateral commission documents.
[23:57.000 --> 24:02.000]  The head of the CME Group came out to attack Gerald Salente and others for talking about MF Global,
[24:02.000 --> 24:06.000]  and now over 3 billion missing, well, 600 million. Now it's 3 billion missing.
[24:06.000 --> 24:10.000]  Won't get people their own private accounts back. And he said, these people are nuts.
[24:10.000 --> 24:15.000]  They believe in the trilateral commission. You mean we believe in a public group calling for world government?
[24:15.000 --> 24:20.000]  I'm going to read Newt Gendritch quotes later where he calls for world government and an end of U.S. sovereignty.
[24:20.000 --> 24:27.000]  He wrote the forward to a known socialist organization's pamphlet.
[24:27.000 --> 24:32.000]  Bill Clinton has come out basically and endorsed him yesterday.
[24:32.000 --> 24:39.000]  Why? Anybody the establishment media is giving attention to and kudos to is bad news.
[24:39.000 --> 24:44.000]  Mitt Romney, Rick Perry. I mean, I told people years ago about these guys supporting gun control,
[24:44.000 --> 24:50.000]  abortion, open borders, amnesty cities, Bilderberg group, riding Obamacare.
[24:50.000 --> 24:56.000]  There's a bunch of other stuff. And you people, some of you still won't go look it up.
[24:56.000 --> 25:07.000]  You still won't go, obviously Obama's bad. And so is Newt Gendritch and Mitt Romney and all these other globalists.
[25:07.000 --> 25:12.000]  Oh, but Rick Perry put on a little show this year in the legislature, in the legislative session.
[25:12.000 --> 25:19.000]  He had his minions introduce any in the sanctuary city bills and then he quietly behind the scenes had it killed.
[25:19.000 --> 25:25.000]  That's called having cake and eating it too. And he supported the TSA bill but quietly had it killed.
[25:25.000 --> 25:28.000]  We learned that from Senator Padrick and others.
[25:28.000 --> 25:36.000]  Oh, and then it came out that five years ago, he got the award from Vicente Fox for establishing sanctuary cities.
[25:36.000 --> 25:42.000]  See, you like being tricked, you like being double-crossed, triple-crossed. Do you like being a schmuck?
[25:42.000 --> 25:45.000]  Do you like being a sucker? Do you like being conned?
[25:45.000 --> 25:51.000]  Do you like looking at the little Newt Gendritch up there who supported carbon taxes and global warming taxes?
[25:51.000 --> 25:57.000]  I'm gonna play a video clip of him saying it in a minute. So don't try to be in denial.
[25:57.000 --> 26:01.000]  You know who the Republicans had as the response to Al Gore last year?
[26:01.000 --> 26:09.000]  He was gonna debate in the Senate Lord Moncton who would actually cover the real issues and admits world government covers the real facts.
[26:09.000 --> 26:13.000]  And when Al Gore found out that he was gonna debate, he said, I'm canceling.
[26:13.000 --> 26:18.000]  So they canceled Moncton even though he landed in from London in D.C.
[26:18.000 --> 26:22.000]  And they said, don't worry, we have Newt Gendritch to counter Al Gore.
[26:22.000 --> 26:27.000]  Like a Don King boxing match.
[26:27.000 --> 26:34.000]  I mean, do you like things getting worse? Do you like getting sucked into Brand Obama or Brand Gendritch?
[26:34.000 --> 26:37.000]  Do you like being an idiot?
[26:37.000 --> 26:42.000]  Talking to new listeners out there because I've done the research. I know what I'm talking about.
[26:42.000 --> 26:47.000]  We've got a track record of it because we study globalist white papers.
[26:47.000 --> 26:51.000]  We know what we're talking about. We read legislation. That's all coming up.
[26:51.000 --> 26:58.000]  Germany, France planned quick new stability pack report. I told you three years ago, four years ago, 2008.
[26:58.000 --> 27:05.000]  I made a film about it three years ago, Obama deception. I said they would implode the countries in the order they were imploded.
[27:05.000 --> 27:11.000]  And that be Iceland, Ireland, Greece, Italy, Spain, Portugal.
[27:11.000 --> 27:19.000]  And then it would rotate into Northern Europe or Eastern Europe was already falling to the financial tyranny.
[27:19.000 --> 27:26.000]  And then I said it would then be a pact between France and Germany, France going totally belly up by design.
[27:26.000 --> 27:35.000]  And then Germany sold as the bad guys if some nation states doing this would implode finally to the Bankster Ponzi scheme all by design.
[27:35.000 --> 27:43.000]  See, the globalist conquered by economic fraud backed up the paramilitary force after they've taken over.
[27:43.000 --> 27:48.000]  It's an old kind of war with a new spin on it so people can't recognize it.
[27:48.000 --> 27:55.000]  Like you're a dodo bird and the sailors are getting off their boats and you don't have wings, you don't run, you're big and fat and juicy.
[27:55.000 --> 28:00.000]  They're going to eat you. You can't recognize the sailors. You are a prey animal.
[28:00.000 --> 28:05.000]  You are, you, you've never been around this type of tyranny. You can't recognize it.
[28:05.000 --> 28:15.000]  You didn't study history. And so you're like a dumb little dodo bird that the hungry sailors can walk right up to 10,000 miles from Europe,
[28:15.000 --> 28:21.000]  starving and conk you right on the head. And you even think it's cute to be conked on the head.
[28:21.000 --> 28:25.000]  As long as you were, most people aren't even politically informed or aware at any level.
[28:25.000 --> 28:35.000]  But those that are watch MSNBC, Fox, they read the newspaper and they think they're real smart and they repeat and regurgitate on you talking points,
[28:35.000 --> 28:41.000]  milk toast, idiocy. Do you know how stupid you act? Do you know how pathetic it is?
[28:41.000 --> 28:47.000]  I want you to wake up and be a man, to wake up and be a woman. I don't want to see you get hurt. I care about you.
[28:47.000 --> 28:50.000]  And that's why I'm talking to you straight right now.
[28:50.000 --> 28:57.000]  Now when I come back, the plan to use the military and arrest citizens and shut down the internet, stay with us.
[28:57.000 --> 29:12.000]  And then the real new Gennrich.
[29:28.000 --> 29:31.000]  In fact, Barron's called his work a dire prophecy.
[29:31.000 --> 29:37.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet.
[29:37.000 --> 29:42.000]  And it's a real eye-opener. I can't stress this enough. You should at least watch this free video online today.
[29:42.000 --> 29:47.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[29:47.000 --> 30:00.000]  You can find the video at www.EndofAmerica3.com. That's End of America, the number 3.com. Watch the free video at www.EndofAmerica3.com. That's End of America 3.com.
[30:18.000 --> 30:31.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[30:31.000 --> 30:40.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[30:40.000 --> 30:56.000]  Very easy to follow, step-by-step instructions are provided, making production fast and simple. Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator. That's www.silverlungs.com.
[31:01.000 --> 31:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[31:08.000 --> 31:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[31:13.000 --> 31:19.000]  I've turned a tremendous influence on our president in Congress and they really are calling the shots.
[31:19.000 --> 31:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[31:24.000 --> 31:34.000]  Full of the Republic identifies the enemies of our nation. The criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[31:34.000 --> 31:41.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches and the Congress is saying, who do we make the check out to?
[31:41.000 --> 31:48.000]  Today seems like nobody does care and right now in Washington D.C. we have seen a fall of the Republic.
[31:48.000 --> 31:59.000]  Yet you're copy a fall of the Republic on DVD at infowars.com. We're watching online right now in super high quality at prisonplanet.tv.
[31:59.000 --> 32:05.000]  Alex Jones here with vital information concerning our nation's fragile food supply.
[32:05.000 --> 32:12.000]  Folks, there are some truly dangerous trends forming and I think it's important for my listeners to do three things right away.
[32:12.000 --> 32:16.000]  Number one, study the past. History really does repeat itself.
[32:16.000 --> 32:21.000]  Number two, learn to spot the dangerous food shortage trends.
[32:21.000 --> 32:24.000]  Number three, take decisive action.
[32:24.000 --> 32:33.000]  A perfect storm is brewing for a global food crisis. That's why I'm telling everyone to read the new book, Rising Prices Empty Shelves.
[32:33.000 --> 32:37.000]  Warning signs that trigger the deadliest famines in history.
[32:37.000 --> 32:45.000]  Don't get caught unprepared when the crisis hits. This book is only available at risingpricesemptyshelves.com.
[32:45.000 --> 32:50.000]  You'll also get a free copy of supermarket survival, how to cut your grocery bills in half.
[32:50.000 --> 32:58.000]  Again, that website is risingpricesemptyshelves.com. That's risingpricesemptyshelves.com.
[32:58.000 --> 33:19.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:19.000 --> 33:30.000]  Nobody's going to save you but yourself, folks. You've got to ask God to give you help to give you the courage.
[33:30.000 --> 33:33.000]  But for me, it's not even a discussion of courage.
[33:33.000 --> 33:41.000]  The globalists are going to run over us and literally turn us into high-tech slaves on their technocratic global plantation in their own words.
[33:41.000 --> 33:51.000]  So why should I roll over? Will you please explain that to me? I want to be free as my ancestors did, and I'm going to fight to be free.
[33:51.000 --> 33:57.000]  And I'm going to fight the information war. I'm also going to defend myself physically against tyranny.
[33:57.000 --> 34:04.000]  I'm not going to go quietly off to be shot in some pit somewhere and be all the way because the system thinks it's cute and funny.
[34:04.000 --> 34:12.000]  And the globalists have all that in store as well. They don't care. They'll sit offshore while all the phony, tough, you know,
[34:12.000 --> 34:16.000]  minions of the establishment do battle with the patriots of America.
[34:16.000 --> 34:23.000]  And they've introduced the ideas in films and TV and video games that people that want to defend the Republic of the Bad Guys.
[34:23.000 --> 34:28.000]  But they failed. 70-plus percent of all military donations to both parties.
[34:28.000 --> 34:30.000]  That's for the presidential candidate.
[34:30.000 --> 34:34.000]  The last election and this one are Ron Paul. So they've got a problem there.
[34:34.000 --> 34:44.000]  So what they do is they go pick through the military and do psychological evaluations and hire the unstable, stupid or sociopathic bully types.
[34:44.000 --> 34:49.000]  It's a complex variant and are in a race to fill the police departments right now.
[34:49.000 --> 34:56.000]  We've gotten internal memos and shown you them here. One of them state police memo here in Texas where they're trying to hire, quote,
[34:56.000 --> 35:01.000]  former military first, but this is secret. Don't let anyone know. Yeah, it's discrimination.
[35:01.000 --> 35:07.000]  But someone argue, well, hire the military first. They need jobs. They're not just hiring the military.
[35:07.000 --> 35:12.000]  They're giving them 600 questions, psychological evaluations.
[35:12.000 --> 35:19.000]  So if you fill it out like a dog-like servant of evil, you'll get the job.
[35:19.000 --> 35:23.000]  All right, that's coming up. I'm going to break that down a little bit later.
[35:23.000 --> 35:28.000]  And by the way, you don't have to listen to me. America is already going down the tubes.
