[00:00.000 --> 00:11.000]  Music
[03:42.000 --> 03:45.000]  It's an operations plan.
[03:45.000 --> 03:49.000]  That's why Hillary Clinton said famously in the mid 90s when she was co-president.
[03:49.000 --> 03:55.000]  She said, my favorite books in 1984.
[03:55.000 --> 03:58.000]  I see it as a manual.
[03:58.000 --> 04:00.000]  People said, what does she mean by that?
[04:00.000 --> 04:16.000]  Well, she's called, hike on her skirt and urinating directly into your face.
[04:16.000 --> 04:20.000]  Yeah, let's put that article back up on screen for folks.
[04:20.000 --> 04:24.000]  Very, very, very interesting.
[04:24.000 --> 04:36.000]  Hillary Clinton's lessons of George R. Wells 1984 is to trust leaders, the press and experts.
[04:36.000 --> 04:39.000]  They're coming for you.
[04:39.000 --> 04:41.000]  They're coming for all of us.
[04:41.000 --> 04:48.000]  But you know, the fun part about it is we were waiting for them and we were laying out the resistance.
[04:48.000 --> 04:50.000]  So we're not going to be caught flat footed.
[04:50.000 --> 04:53.000]  The war has already begun.
[04:53.000 --> 04:58.000]  You're all players in it.
[05:23.000 --> 05:24.000]  We're all of this together.
[05:24.000 --> 05:26.000]  We believe in the rights of the unborn.
[05:26.000 --> 05:27.000]  We believe in families.
[05:27.000 --> 05:29.000]  We believe in the right to self-defense.
[05:29.000 --> 05:32.000]  We believe in capitalism, America and Jesus Christ, number one.
[05:32.000 --> 05:34.000]  And we believe in free speech.
[05:34.000 --> 05:41.000]  And so the fact that you shop with us and the fact that you spread the word about what we're doing does everything in the world.
[05:41.000 --> 05:48.000]  That's why I salute you and I thank you continually because the globalists thought they'd have this whole planet sewn up by now.
[05:48.000 --> 05:49.000]  They thought they'd be in charge.
[05:49.000 --> 05:54.000]  They thought they'd want, but they didn't count on you and I and others coming together.
[05:54.000 --> 06:19.000]  God bless you all.
[06:19.000 --> 06:25.000]  When they strike me down, it will be a victory.
[06:25.000 --> 06:31.000]  From the front lines of the Information War, it's Alex Jones.
[06:31.000 --> 06:42.000]  I want nothing more than humanity to feed this AI, 5G, positronic genetic engineer warfare takeover.
[06:42.000 --> 06:49.000]  If we don't succeed, not one child will have a future.
[06:49.000 --> 06:54.000]  The extermination has begun.
[06:54.000 --> 07:05.000]  The incremental ambient background noise of the electromagnetic radiation is being jacked up on high.
[07:05.000 --> 07:13.000]  All over the world, people are watching 5G go in by their house and the trees die within weeks.
[07:13.000 --> 07:16.000]  The grass begins to gnarling brown.
[07:16.000 --> 07:21.000]  The birds move their nest.
[07:21.000 --> 07:25.000]  And the studies are coming out everywhere.
[07:25.000 --> 07:35.000]  That the 5G towers are 3, 4, 5, 10 times stronger than even the FCC says they're allowed to have.
[07:35.000 --> 07:41.000]  And at the FCC agreed level, massive increases in cancer.
[07:41.000 --> 07:44.000]  Oh, you're burning inside now.
[07:44.000 --> 07:48.000]  The microwaves are rubbing your molecules together.
[07:48.000 --> 07:50.000]  And you're burning inside.
[07:50.000 --> 07:56.000]  Soon, you will die.
[07:56.000 --> 08:08.000]  And the globalists think you're so stupid that when you're all dying, you won't even notice it.
[08:08.000 --> 08:15.000]  You ready to die? Hope so, because you're dying right now.
[08:15.000 --> 08:23.000]  Let's lay it out, ladies and gentlemen. All over the place, people are putting up time-lapse footage and photos of it going in and the trees dying.
[08:23.000 --> 08:28.000]  And it's in the studies they do that with the older systems that weren't as strong.
[08:28.000 --> 08:35.000]  They're pouring in from Maryland and Texas and California.
[08:35.000 --> 08:41.000]  People that didn't even believe it openly see it.
[08:41.000 --> 08:48.000]  The microwave, and it's strong.
[08:48.000 --> 08:59.000]  And hey, but while you're dying, slowly, while your chest is all tight, because it pushes oxygen out of your lungs, in the studies.
[08:59.000 --> 09:03.000]  That's why it's been banned in Switzerland.
[09:03.000 --> 09:06.000]  It pushes the trace gas oxygen out of your lungs.
[09:06.000 --> 09:12.000]  Look it up. Look up 5G studies and oxygen.
[09:12.000 --> 09:28.000]  By the way, we had Dr. Groupon in 2018 on my show on Owen's War Room, laying it all out in the specifics.
[09:28.000 --> 09:36.000]  And then it lowers your immunity so that viruses, period, are able to enter the cells.
[09:36.000 --> 09:49.000]  The resonance of 5Gs perfectly tuned to push viruses over the cell barrier and to give them penetration.
[09:49.000 --> 09:57.000]  See, they don't want you to know the things that coat the cells that are naturally occurring that block viruses going through and replicating.
[09:57.000 --> 10:06.000]  The system, the corporate media is doing everything it can publicly to block people learning about vitamin D, vitamin A, vitamin C, zinc.
[10:06.000 --> 10:09.000]  They tell the president, shut up when he talks about it.
[10:09.000 --> 10:14.000]  And then medical doctors go on local news and say, no, it's incredible. It's absolutely vital.
[10:14.000 --> 10:18.000]  It's on the NIH website that you die without zinc.
[10:18.000 --> 10:29.000]  And the feds are impaneling grand juries to arrest people that say zinc is important.
[10:29.000 --> 10:38.000]  That is the level of the evil that this country faces and the world.
[10:38.000 --> 10:52.000]  And the World Health Organization, the Associated Press reported two days ago, knew the virus came from the Wuhan lab, knew it was weaponized,
[10:52.000 --> 11:00.000]  knew it was spreading and they covered it up and then told Trump, don't block flights from China, you're a xenophobe.
[11:00.000 --> 11:03.000]  That's the Associated Press.
[11:03.000 --> 11:14.000]  But Facebook has announced AP will not be allowed to be shared on its platform and anyone sharing the article will be banned.
[11:14.000 --> 11:17.000]  I'm going to show you those articles here in a moment.
[11:17.000 --> 11:20.000]  I'm going to say that again.
[11:20.000 --> 11:29.000]  They told you 10 weeks ago when we told you it came from Wuhan from the bio weapons lab that we were evil and thank God we're blocked so many places.
[11:29.000 --> 11:37.000]  And that I need to be arrested for putting out disinformation and fear.
[11:37.000 --> 11:47.000]  But we knew from the author of the bio weapons law and from scientists, prestigious universities, and now it's on infowars.com.
[11:47.000 --> 12:01.000]  Nobel Prize winning scientist that discovered HIV has gone public saying he has looked at the data it is 100% chimera man made no lab.
[12:01.000 --> 12:06.000]  But you don't listen to the Nobel Prize winner.
[12:06.000 --> 12:18.000]  Stories on infowars.com and you don't share it on Facebook or Twitter you dirty scum Americans, because the Communist Chinese run America now and run the media and own Hollywood.
[12:18.000 --> 12:27.000]  And it's on record that their people have control and the Chinese Communist are the moderators on Twitter and former Stasi are the moderators on Facebook.
[12:27.000 --> 12:29.000]  But wait, it's better.
[12:29.000 --> 12:32.000]  It's better.
[12:32.000 --> 12:55.000]  Guess who runs Facebook's science division runs it and decides what you can say about zinc vitamin D hydroxychloroquine who says on Facebook that the president's a liar and there's no hope only Bill Gates can save you.
[12:55.000 --> 13:02.000]  One of the top scientists at the Wu Han bio weapons lab.
[13:02.000 --> 13:04.000]  Wow.
[13:04.000 --> 13:06.000]  You can't make this up.
[13:06.000 --> 13:09.000]  They've hired Stasi.
[13:09.000 --> 13:14.000]  They've hired chai comms they run it and now.
[13:14.000 --> 13:28.000]  Dr Daniel Anderson one of the top scientists at the Wu Han lab with US Bill Gates funding says AP is bad.
[13:28.000 --> 13:32.000]  Does it matter if a whistleblower release the documents.
[13:32.000 --> 13:36.000]  No, no, no dirty Americans.
[13:36.000 --> 13:55.000]  You keep your filthy mouth shut and you stay in your house with the 5g towers going in and you wait for Bill Gates coming with his forced shot you will take it to you understand filthy scum.
[13:55.000 --> 14:04.000]  You know Stasi are folks they're the East German police that were worse than the KGB and in KVD.
[14:04.000 --> 14:10.000]  They've hired over 10,000 of them to run Facebook.
[14:10.000 --> 14:14.000]  We first reported on it six years ago when it started.
[14:14.000 --> 14:20.000]  By the way, I remember seeing that Marcus Wolf the former head of the Stasi was hired by the Democrats as a consultant to Homeland Security.
[14:20.000 --> 14:21.000]  He was the head of it.
[14:21.000 --> 14:23.000]  I remember hearing that didn't believe it.
[14:23.000 --> 14:24.000]  It turned out it was true.
[14:24.000 --> 14:28.000]  He's paid a million dollars a year to set this up.
[14:28.000 --> 14:45.000]  And now one of the top scientists at the bio weapons lab runs Facebook science check and tells you what science is and what science isn't and AP is lying.
[14:45.000 --> 14:49.000]  She works at the lab, not a conflict of interest.
[14:49.000 --> 14:51.000]  So there you go, ladies and gentlemen.
[14:51.000 --> 14:54.000]  But don't worry when we come back.
[14:54.000 --> 14:59.000]  All over the world, they're saying report your parents.
[14:59.000 --> 15:02.000]  They're telling people in their little daily videos that are sent to them.
[15:02.000 --> 15:10.000]  This CBC thing is sent to the kids at home and CNN is sent for 10 minutes every day for public school kids all over the country.
[15:10.000 --> 15:16.000]  CNN is the first 10 minutes they watch and it's telling them to watch mommy, watch daddy.
[15:16.000 --> 15:19.000]  I'm going to show you the video.
[15:19.000 --> 15:21.000]  You're like, how did we wake up in 1984?
[15:21.000 --> 15:23.000]  It's how wars operate.
[15:23.000 --> 15:29.000]  They build up, they build up, they build up and then finally they emerge and you're hit by the megaton blast.
[15:29.000 --> 15:34.000]  This is I told you in the video titled this is why they banned Alex Jones that's been out for almost two years.
[15:34.000 --> 15:39.000]  And I explained they're coming with the mega blast vaccine in the video.
[15:39.000 --> 15:42.000]  They're going to hit you out of China with a bio weapon.
[15:42.000 --> 15:46.000]  And here we are totally laying it out because of our human intelligence.
[15:46.000 --> 15:48.000]  We're going to override this.
[15:48.000 --> 15:54.000]  I feel my intellect and spirit super charging because the main enemy attacks coming in for every action.
[15:54.000 --> 16:20.000]  There's an opposite and equal reaction and you are God's response.
[16:20.000 --> 16:25.000]  You're tested veterans vitality CBD saves you as much as 25 to 50% over our competition.
[16:25.000 --> 16:29.000]  And a portion of all sales is contributed to veteran nonprofits and events.
[16:29.000 --> 16:35.000]  Many of our customers have experienced improved quality of life, help with anxiety, PTSD and overall well being.
[16:35.000 --> 16:37.000]  Our products do not contain THC.
[16:37.000 --> 16:42.000]  They are safe, non addictive, effective and 100% legal GCN listeners.
[16:42.000 --> 16:48.000]  Get your free trial bottle of premium CBD by simply paying shipping and handling at GCN free CBD.com.
[16:48.000 --> 16:57.000]  That's GCN free CBD.com again GCN free CBD.com offered by veterans vitality premium CBD.
[16:57.000 --> 17:00.000]  Attention GCN self reliance listeners.
[17:00.000 --> 17:06.000]  If you've ever wanted an emergency solar survival backup system but we're waiting for prices too crazy to pass up.
[17:06.000 --> 17:09.000]  This will be the most important message you'll ever hear.
[17:09.000 --> 17:10.000]  Bill Hyde here.
[17:10.000 --> 17:14.000]  I want to tell you about a huge sale with historically low prices on our PPX microgrid system.
[17:14.000 --> 17:18.000]  That's going to let you produce an endless supply of electricity off the grid.
[17:18.000 --> 17:23.000]  The clearance price is a result of the historic flooding we're having here right on the east bank of the Mississippi.
[17:23.000 --> 17:29.000]  Because of the flooding we've had to move a lot of our inventory to a temporary location and rather than move it back to the warehouse.
[17:29.000 --> 17:35.000]  We thought we'd offer the system at a price that might seem unbelievable if you didn't know the floodwaters backstory.
[17:35.000 --> 17:37.000]  So here's what you should do right now.
[17:37.000 --> 17:41.000]  Check out the PPX microgrid system at myownpowergrid.com.
[17:41.000 --> 17:43.000]  That's myownpowergrid.com.
[17:43.000 --> 17:47.000]  Over $1,000 in great off the grid gear and a ton of bonuses too.
[17:47.000 --> 17:48.000]  And the best part?
[17:48.000 --> 17:51.000]  You're not going to pay $750 or $500 or even $200.
[17:51.000 --> 17:54.000]  Go to myownpowergrid.com to learn more.
[17:54.000 --> 18:14.000]  That's myownpowergrid.com.
[18:25.000 --> 18:29.000]  So going back more than eight weeks ago all major storeable food companies were sold out.
[18:29.000 --> 18:32.000]  Except my Patreon supply because they're the biggest and more preposition.
[18:32.000 --> 18:38.000]  When it got to the point that they had so many orders coming in that they wouldn't be able to fulfill them in a timely manner.
[18:38.000 --> 18:41.000]  They stopped taking orders till they got caught back up.
[18:41.000 --> 18:42.000]  Well now they're caught back up.
[18:42.000 --> 18:44.000]  They've got high quality storeable food in stock.
[18:44.000 --> 18:46.000]  Ready to be packaged and shipped to you.
[18:46.000 --> 18:51.000]  Get your orders in now at infowarstore.com to go right at the head of the queue.
[18:51.000 --> 18:55.000]  It gets delivered to you as fast as possible and from the employer.
[18:55.000 --> 18:58.000]  Get your storeable food now at infowarstore.com.
[18:58.000 --> 19:00.000]  How do you put a people under house arrest?
[19:00.000 --> 19:02.000]  How do you put them under siege?
[19:02.000 --> 19:10.000]  Well you tell them you're protecting them from a virus that you yourself cooked up with the globalist deep state and then had China release.
[19:10.000 --> 19:16.000]  To then take down the populist president and those pesky American people that have become too uppity.
[19:16.000 --> 19:18.000]  Bill Maher even admitted it.
[19:18.000 --> 19:20.000]  Man I hope we have a depression.
[19:20.000 --> 19:22.000]  Now they've tailored the whole thing.
[19:22.000 --> 19:29.000]  Where the big corporations and the media are going to keep the country closed along with the help of the blue cities and blue states.
[19:29.000 --> 19:35.000]  All the time blaming Trump and capitalism and Americanism for the depression it creates.
[19:35.000 --> 19:38.000]  If America is that stupid we deserve what happens to us.
[19:38.000 --> 19:41.000]  But as for me I'm not sitting here and I'm not taking it.
[19:41.000 --> 19:46.000]  It's all the nanny state and the peer pressure that they're the good people keeping everybody safe.
[19:46.000 --> 19:48.000]  But that's not what they're doing.
[19:48.000 --> 20:01.000]  They are pulling America up by its roots and irrevocably damaging our savings our health our whole world and committing millions of third world people to death.
[20:01.000 --> 20:09.000]  You're listening to the Alex Jones show.
[20:09.000 --> 20:21.000]  This is an emergency transmission from deep in the heart of Texas U.S. resistance against a global corporate combine empowered and funded by Communist China ally with the big mega banks that set up Communist China in 1949.
[20:21.000 --> 20:25.000]  The Communist Chinese have taken control of U.S. telecommunications infrastructure.
[20:25.000 --> 20:28.000]  The Communist Chinese are taking control of Hollywood.
[20:28.000 --> 20:30.000]  The Communist Chinese are taking control of the main universities.
[20:30.000 --> 20:31.000]  This is all confirmed.
[20:31.000 --> 20:32.000]  This is not a drill.
[20:32.000 --> 20:36.000]  Big Tech and Silicon Valley is almost completely run by the Communist Chinese government.
[20:36.000 --> 20:45.000]  They've officially become state run Apple 100% Google is now making the transition and announcing a merger in total worldwide censorship.
[20:45.000 --> 20:50.000]  They are now beta testing using me as the straw man a demonized version of Alex Jones to do that.
[20:50.000 --> 20:51.000]  This is happening.
[20:51.000 --> 20:59.000]  This is not like the other probes before that were meant to get you used to probes and censorship thinking you would adapt the censorship by just putting up with it.
[20:59.000 --> 21:05.000]  Now this attack is thousands and thousands and thousands of times the magnitude of all previous attacks.
[21:05.000 --> 21:07.000]  This is a tight traded dose.
[21:07.000 --> 21:14.000]  Reverse psychological warfare operation using adapt and overcome subversion paradigm manipulation.
[21:14.000 --> 21:18.000]  In layman's terms they are manipulating the fact that we adapt to being oppressed.
[21:18.000 --> 21:21.000]  We adapt to being pressed with the low dosages of oppression.
[21:21.000 --> 21:32.000]  Now when the megaton hits us of the total takeover we try to adapt to the poison infusion instead of not knowing it's a lethal dose if we accept the dose.
[21:32.000 --> 21:37.000]  This is a total internet of things integration, global social score, complete command and control system.
[21:37.000 --> 21:53.000]  It is the virtual reality AI weapon system now attacking the United States with traders inside the major security agencies blocking Trump's resistance of the program and attempting to stop us from removing the tentacles of the chai com slash big tech banking combine emergency situation.
[21:53.000 --> 21:59.000]  I have been chosen for destruction because I brought you this information and have been battering ramming it out as much as I can.
[21:59.000 --> 22:08.000]  They want to double use me as they always do in any complex system of mathematical deception where every angle of my good is turned against us.
[22:08.000 --> 22:13.000]  So they take what I've said, being sincere, build me into an insincere person in the straw man.
[22:13.000 --> 22:18.000]  I'm a person that cares about life and children and is against these wars and so they make me a herder of children.
[22:18.000 --> 22:26.000]  And then they build me into this lie to then set the distraction while they're actually censoring all of you to make a debate about Alex Jones.
[22:26.000 --> 22:33.000]  So even if I didn't sell out to them, they now use me as an archetype to serve them by being the main distraction.
[22:33.000 --> 22:39.000]  I have now been captured by the enemy in the information warfare fulcrum and it's being used against you.
[22:39.000 --> 22:44.000]  Only your full understanding of this key will break you free from this paradigm.
[22:44.000 --> 22:48.000]  I have given you the transmission now break free.
[22:48.000 --> 23:00.000]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[23:00.000 --> 23:08.000]  Thomas Jefferson, if you are receiving this transmission, you are the resistance.
[23:08.000 --> 23:17.000]  Over the mountain, we're going over.
[23:17.000 --> 23:22.000]  We're not going to just creep around and kill the babies silently and give you cancer slowly anymore.
[23:22.000 --> 23:24.000]  Now they're coming.
[23:24.000 --> 23:30.000]  Total economic collapse, war, disease, all the games are over.
[23:30.000 --> 23:32.000]  Playtime's gone.
[23:32.000 --> 23:41.000]  Honeymoon is a thing of the past and that's a good thing because now people will be forced to choose a side.
[23:41.000 --> 23:52.000]  Satan and a little bit of temporary power and an eternity have been cut off from God or rising to the occasion and standing against evil
[23:52.000 --> 24:02.000]  and finally really living in the mis clears and God's right there and you're like, how did I ever not understand this?
[24:02.000 --> 24:12.000]  How do they serve Satan when they don't even imagine the power of God and it's because they are cut off?
[24:12.000 --> 24:17.000]  Alright, let's get into it right now.
[24:17.000 --> 24:20.000]  I'm totally ready to lay it all out.
[24:20.000 --> 24:22.000]  I'm ready to lay it out to the president.
[24:22.000 --> 24:28.000]  I'm ready to lay it out to the American people, to the people of the planet, to the Pentagon, everybody about the choices we all have to make right now.
[24:28.000 --> 24:36.000]  And I know it's time for you, all of you watching and listening to lay it out as well, to your husband, your wife, your neighbors, your church,
[24:36.000 --> 24:40.000]  to the person that screams at you at a gas station because you're not wearing a stupid mask.
[24:40.000 --> 24:48.000]  When most of the counties in the United States don't have one damn case of this weaponized cold, I'm going to lay it out next segment.
[24:48.000 --> 24:51.000]  And I started to get into this.
[24:51.000 --> 24:58.000]  This morning, again, I got up at 5am, went down, got some coffee, cooked some eggs.
[24:58.000 --> 25:10.000]  I went on the back porch with a little surveillance tablet and I was just pulling up the news and it was just over the top insane.
[25:10.000 --> 25:16.000]  All over the world saying, watch your parents, what are they saying about COVID-19, report them.
[25:16.000 --> 25:30.000]  Well, the Wuhan Bioweapon Lab and the Chinese operatives running Facebook and blocking the Pentagon and the president and AP saying it came from Wuhan, which is confirmed.
[25:30.000 --> 25:43.000]  And I just sat back and asked myself, is the president in an incremental trance not resisting this or is he part of it?
[25:43.000 --> 25:46.000]  And I know Trump's not part of it.
[25:46.000 --> 25:49.000]  Trump doesn't think the public can handle the truth.
[25:49.000 --> 25:53.000]  Well, you know what? I think you can handle the truth.
[25:53.000 --> 26:05.000]  And in my experience, when people get slapped up against the face with reality, they're not wimps, they're ready to stand up against it.
[26:05.000 --> 26:10.000]  But see, most people are very humble.
[26:10.000 --> 26:14.000]  And so they don't see themselves as leaders and I want to tell people that are humble out there.
[26:14.000 --> 26:23.000]  I understand you're humble, but if you don't get motivated and very aggressive right now, we're going to lose our entire future and it's the end of the planet as we know it.
[26:23.000 --> 26:34.000]  One world government, microwave, you know, the torture system, absolute destruction of the youth, pedophilia, put Satanism out in the open.
[26:34.000 --> 26:42.000]  Microsoft is financing unbelievable ads that show open Satanism and devil worship and demons being conjured.
[26:42.000 --> 26:48.000]  And there's 99% rejection of it.
[26:48.000 --> 26:55.000]  And that's what's crazy about this is, even though we reject it spiritually, they are forcing it in.
[26:55.000 --> 26:57.000]  The TSA was just a little test.
[26:57.000 --> 27:02.000]  Border stays wide open, Islamists is poor in, but they're going to grab your five-year-old's genitals.
[27:02.000 --> 27:09.000]  Your daughter, your son, it's all an act of power over you and your family, an act of submission.
[27:09.000 --> 27:12.000]  And it's also about murdering common sense.
[27:12.000 --> 27:25.000]  I have a stack of announcements here where they're still bringing in thousands of Afghans a month and resettling them in Ohio and Texas and Michigan and Idaho.
[27:25.000 --> 27:26.000]  Thousands a month.
[27:26.000 --> 27:28.000]  That's just one country.
[27:28.000 --> 27:31.000]  They're being just brought in, oh, but you better stay in your house.
[27:31.000 --> 27:35.000]  It's all a giant fraud.
[27:35.000 --> 27:41.000]  80,000 people died of the flu in 2018.
[27:41.000 --> 27:44.000]  They're not counting anybody new in the last two months that died of the flu.
[27:44.000 --> 27:46.000]  They always say COVID.
[27:46.000 --> 27:48.000]  It's a hoax, folks.
[27:48.000 --> 27:50.000]  Doesn't mean there isn't a real virus killing people.
[27:50.000 --> 27:59.000]  People are always dying, but billions are going to starve to death and be depopulated from this by the first world collapsing.
[27:59.000 --> 28:00.000]  That's admitted.
[28:00.000 --> 28:06.000]  You have the actuaries.
[28:06.000 --> 28:15.000]  The very you in running this is now like, oh, give us more money to help the starving third world.
[28:15.000 --> 28:19.000]  So I'm going to cover it all when we come back.
[28:19.000 --> 28:29.000]  But all I can tell you is that it's exactly how we foresaw it.
[28:29.000 --> 28:34.000]  Because you could see it all lining up and what they were beta testing and what they were doing.
[28:34.000 --> 28:37.000]  And it's exactly what we predicted.
[28:37.000 --> 28:40.000]  And then we know exactly what's going to happen next.
[28:40.000 --> 28:42.000]  And it's like sitting here watching.
[28:42.000 --> 28:46.000]  There's no wonder they've got to get us off the air.
[28:46.000 --> 28:50.000]  And again, when they kill me or arrest me, folks, remember, that's not a defeat.
[28:50.000 --> 28:51.000]  That's courage.
[28:51.000 --> 28:52.000]  And that's what we have to have.
[28:52.000 --> 28:54.000]  Because we're all dead anyways.
[28:54.000 --> 29:01.000]  We'll be right back as it was.
[29:24.000 --> 29:28.000]  And not just one, but all your devices with one out of the box set up.
[29:28.000 --> 29:37.000]  Plus flash routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[29:37.000 --> 29:46.000]  Call or click flash routers today at 1-866-509-5817 or FLA-SHR-OUT-ERS.com.
[29:46.000 --> 29:58.000]  That's 1-866-509-5817 or flash routers.com. Protect your wireless home network today with flash routers.
[29:58.000 --> 30:00.000]  The official numbers are now in.
[30:00.000 --> 30:05.000]  The United States is in the biggest financial collapse in our history.
[30:05.000 --> 30:12.000]  This is the worst employment collapse in U.S. history by a very wide margin, writes Michael Snyder, the Economic Collapse Block.
[30:12.000 --> 30:18.000]  At this point, we should no longer speak of economic collapse as something that will happen in the future.
[30:18.000 --> 30:20.000]  It is now here.
[30:20.000 --> 30:25.000]  And he does an excellent job in the article on infowars.com of laying it out.
[30:25.000 --> 30:27.000]  This was done by design.
[30:27.000 --> 30:39.000]  Trump fought to open the economy, but the hijacked blue cities and states with the tricombs and with Hollywood and the media held America underwater until we sucked it into our lungs.
[30:39.000 --> 30:43.000]  And now we're lying there like a fish dying.
[30:43.000 --> 30:45.000]  There's not much time to get the water out of our lungs.
[30:45.000 --> 30:51.000]  So remember for decades to come when millions starve to death worldwide and you live in slums with no medicine.
[30:51.000 --> 31:19.000]  The globalist did this, the globalist did this, the globalist did this, the globalist did this.
[31:19.000 --> 31:24.560]  at home you dirty filthy Americans, China is open for business, you aren't. And watch
[31:24.560 --> 31:30.840]  open satanic rituals with Lady Gaga and all these other losers stumbling around, again
[31:30.840 --> 31:36.800]  force fed to you and your family. It's all for one world, at home, the carbon tax, you're
[31:36.800 --> 31:42.200]  shut down. Your way of life has been cancelled by the globalists. They're coming with forced
[31:42.200 --> 31:48.280]  inoculations, implantable microchips, and total medical tyranny to take over your life.
[31:48.280 --> 31:54.160]  You are now non-essential. You are now non-essential. The new older got you where they want you
[31:54.160 --> 31:58.800]  and now they're going to slowly kill you and suck all the money out of you.
[31:58.800 --> 32:04.280]  I'm not going to sit here and waste your time or my time and rattle off. The success is
[32:04.280 --> 32:09.800]  in full versus that. If you're paying attention, you know we've done together. But I'll tell
[32:09.800 --> 32:16.560]  you this, the technocrats are really upping their game and they are trying to destroy
[32:16.560 --> 32:21.840]  all independent forms of media. They're trying to shudder and silence the human resistance.
[32:21.840 --> 32:27.320]  So now is the time to understand that everything we've talked about has been proven accurate
[32:27.320 --> 32:30.760]  and everything you warned your friends and family about is around to be true. So it's
[32:30.760 --> 32:35.960]  now that your credibility is way up. The power structure should have silenced those of us
[32:35.960 --> 32:42.600]  that they can't. But it's up to all of us to not let them silence any of us. We have
[32:42.600 --> 32:48.960]  the power. But the sun is setting on humanity and setting on free speech. We have to make
[32:48.960 --> 32:54.080]  sure that we find hard right now to make sure that long, dark night doesn't come. So be
[32:54.080 --> 33:02.080]  in the polar veers you are.
[33:02.080 --> 33:18.560]  We're listening to the Alex Jones show.
[33:18.560 --> 33:31.440]  Well I won't back down. No I won't back down. You can stand me up at the gates of hell.
[33:31.440 --> 33:45.040]  But I won't back down. Gonna stand my ground. Won't be turned around. And I'll keep this
[33:45.040 --> 33:59.920]  world from dragging me down. Gonna stand my ground. And I won't back down. Hey baby.
[33:59.920 --> 34:12.800]  There ain't no easy way out. That's right. Hey I will stand my ground. And I won't back
[34:12.800 --> 34:20.200]  down. And I won't back down. Because I know it's right. But we've got one life. Alright
[34:20.200 --> 34:30.080]  thank you Johnny Cash coming in there with a great cover of the Traveling Wilberleys.
[34:30.080 --> 34:35.880]  You've all got just one life. Alright let's lay it out here. It's Providence they played
[34:35.880 --> 34:38.200]  that song. I didn't tell them to play that song. I probably haven't played that song
[34:38.200 --> 34:44.400]  in years. But sitting in there on the computer in the Phantom Zone until it was put out worldwide
