[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[06:40.000 --> 06:46.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[06:46.000 --> 06:53.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[06:53.000 --> 06:56.000]  That's www.silverlungs.com.
[07:31.000 --> 07:38.000]  Recently he created a video which you can watch online for free detailing his biggest and most important prediction yet and it's a real eye-opener.
[07:38.000 --> 07:42.000]  I can't stress this enough. You should at least watch this free video online today.
[07:42.000 --> 07:46.000]  He explains everything you need to know including simple steps you can take to protect yourself.
[07:46.000 --> 07:54.000]  You can find the video at www.endofamerica3.com. That's endofamerica. The number 3.com.
[07:54.000 --> 08:19.000]  Watch the free video at www.endofamerica3.com. That's endofamerica3.com.
[08:24.000 --> 08:28.000]  Ladies and gentlemen, we're going to have wide open phones today.
[08:28.000 --> 08:36.000]  And then in the last 30 minutes of the third hour, we're going to have a guest on from a local activist group that has gone to the city council,
[08:36.000 --> 08:49.000]  gone to the different boards and got the council subgroups to vote and say that Austin doesn't want naked body scanners in the airport.
[08:49.000 --> 08:54.000]  And that's a tag. Texans for accountable government doing a great job.
[08:54.000 --> 09:00.000]  But the larger issue here is we have this happening in Florida, Colorado and a whole bunch of other states.
[09:00.000 --> 09:07.000]  Major towns and cities have had their district attorneys, their county attorneys come out and say,
[09:07.000 --> 09:13.000]  if you stick your hands down people's pants, you're going to go to prison.
[09:13.000 --> 09:20.000]  Hands down the pants is a felony and they do do that. Hands through the pants squeezing, that is a misdemeanor.
[09:20.000 --> 09:24.000]  And we've had some of those county and city attorneys on.
[09:24.000 --> 09:29.000]  And here's the big news. And I'm going to cover this again coming up in the third hour.
[09:29.000 --> 09:39.000]  The big news here is that Aaron Dykes and Rob Dew flew back from interviewing Charlotte Isherby.
[09:39.000 --> 09:43.000]  And by the way, she showed them secret skull and bones books of her father and grandfather.
[09:43.000 --> 09:46.000]  This is the stuff Anthony Sutton used, his secret source.
[09:46.000 --> 09:50.000]  They actually went up there and got to get a look at it and videotape it.
[09:50.000 --> 09:57.000]  And that's going to be up on prisonplanet.tv first of the year with a special report, probably be two hours long.
[09:57.000 --> 10:00.000]  Oh yeah, Charlotte Isherby just wasn't the head of policy department of education.
[10:00.000 --> 10:04.000]  She's the person that blew skull and bones wide open more than 20 years ago.
[10:04.000 --> 10:11.000]  But continuing with this information, I'm already digressing.
[10:11.000 --> 10:17.000]  They flew back through Boston Logan, which has always been the test airport.
[10:17.000 --> 10:21.000]  The most draconian, I mean they had naked body scanners in there years ago.
[10:21.000 --> 10:26.000]  They had passive MRI brain scanners that I saw eight years ago being tested.
[10:26.000 --> 10:28.000]  It's the main beta testing center.
[10:28.000 --> 10:32.000]  Other airports are to a certain extent like LAX, JFK and others.
[10:32.000 --> 10:37.000]  But this is the one where they really, really have been putting the screws in since day one.
[10:37.000 --> 10:39.000]  And Aaron and them flew through.
[10:39.000 --> 10:41.000]  They weren't using the body scanners.
[10:41.000 --> 10:44.000]  This was just on Wednesday they flew back.
[10:44.000 --> 10:49.000]  They interviewed her on Tuesday or on Monday, excuse me, but they flew back Tuesday.
[10:49.000 --> 10:55.000]  The point is they just flew back earlier this week and they were not doing pat downs.
[10:55.000 --> 11:01.000]  They were not using body scanners and we're getting more and more reports that they're not using them at most airports
[11:01.000 --> 11:03.000]  and they're not sticking hands down pants.
[11:03.000 --> 11:06.000]  They're not ripping colostomy bags off the sides of people.
[11:06.000 --> 11:09.000]  They're not making women take out their artificial breast.
[11:09.000 --> 11:14.000]  If they've lost their breast through mastectomies from breast cancer or other injuries or problems.
[11:14.000 --> 11:20.000]  They've really backed off because A, they know that this is causing a general revolt.
[11:20.000 --> 11:29.000]  But B, and probably more important, all over the country, city councils, state legislatures, county attorneys, city attorneys, state police
[11:29.000 --> 11:32.000]  are saying, we're going to arrest you.
[11:32.000 --> 11:33.000]  You're not above the law.
[11:33.000 --> 11:44.000]  A sworn peace officer can't stick their hands down somebody's pants unless it's an emergency or unless it is a warrant situation.
[11:44.000 --> 11:49.000]  And they go on and say, don't give us this garbage that you've bought your ticket so you've agreed.
[11:49.000 --> 11:56.000]  You can't buy a ticket and go to a topless bar and have one of the topless dancers stick their hand down your pants just because it's consensual.
[11:56.000 --> 11:59.000]  What you're doing is illegal.
[11:59.000 --> 12:01.000]  Don't do it anymore.
[12:01.000 --> 12:07.000]  You can't treat everyone as if they're guilty until proven innocent to keep you safe from the boogeyman.
[12:07.000 --> 12:13.000]  You can't kill a free society and destroy everyone's rights in the name of safety.
[12:13.000 --> 12:14.000]  It doesn't work.
[12:14.000 --> 12:16.000]  It's a fraud and it won't keep you safe.
[12:16.000 --> 12:23.000]  As Benjamin Franklin said, those that will give up liberty for so-called security will get none of it.
[12:23.000 --> 12:25.000]  In fact, there's several variants of the quote.
[12:25.000 --> 12:32.000]  Those that give up liberty for security will get neither liberty or security.
[12:32.000 --> 12:35.000]  And then he had a longer quote where he said, and they don't deserve it.
[12:35.000 --> 12:38.000]  But you can pull up those famous quotes if you'd like to see them in their full context.
[12:38.000 --> 12:44.000]  But that's common sense that we're dealing with here.
[12:44.000 --> 12:48.000]  And so it's very exciting to see this happening ahead of having our guest on.
[12:48.000 --> 13:06.000]  I want to play the local news piece to analyze it and critique it because the local news shows the city regulation board that did vote 5-0 against the naked body scanners.
[13:06.000 --> 13:12.000]  But then the news says, well, that's only ceremonial because the TSA makes the final decision.
[13:12.000 --> 13:25.000]  The TSA put into place after 9-11, the TSA Gropers that were put into place by the transportation arm of Homeland Security.
[13:25.000 --> 13:31.000]  That agency was previously there, but they started the basic airport takeover at that point.
[13:31.000 --> 13:32.000]  That's all voluntary.
[13:32.000 --> 13:34.000]  The airports don't have to have them there.
[13:34.000 --> 13:41.000]  And it's the city of Austin that paid for the bonds for that stinking international airport.
[13:41.000 --> 13:42.000]  I paid for it.
[13:42.000 --> 13:46.000]  And so we elect our city council.
[13:46.000 --> 13:48.000]  And this is our town.
[13:48.000 --> 13:49.000]  This is not run by the feds.
[13:49.000 --> 13:55.000]  See, this is a 10th Amendment issue that goes right down to the city, the county, the state.
[13:55.000 --> 14:07.000]  I mean, the federal government is now saying they want to have TSA and they're beta testing it on every major highway, on street corners, at bus stations, at train stations, at malls.
[14:07.000 --> 14:17.000]  They're already putting TSA-controlled announcements through Homeland Security in, first it was 800-plus Walmarts, now it's 9,000 retail centers.
[14:17.000 --> 14:24.000]  In the space of two weeks, it's gone from 800-plus to 9,000-plus in Homeland Security press releases.
[14:24.000 --> 14:27.000]  Just tell the screens everywhere, saying, watch your neighbor.
[14:27.000 --> 14:29.000]  This isn't freedom.
[14:29.000 --> 14:30.000]  Okay?
[14:30.000 --> 14:32.000]  I mean, I mean, it's just common sense.
[14:32.000 --> 14:33.000]  I know you know that.
[14:33.000 --> 14:42.000]  But the exciting news is, all over the country, from Austin, Texas to Orlando, Florida, people are saying no.
[14:42.000 --> 14:46.000]  And I was watching this YouTube video.
[14:46.000 --> 14:48.000]  It's up on the Alex Jones channel on YouTube.
[14:48.000 --> 14:57.000]  Paul Watson's written article about it, but he actually posted the local news station's video of the report.
[14:57.000 --> 15:03.000]  Austin joins rebellion against naked body scanners.
[15:03.000 --> 15:09.000]  And KXAN News report, you can get all the details there.
[15:09.000 --> 15:12.000]  But the point is, we can take back our cities.
[15:12.000 --> 15:17.000]  We can say no to sodium fluoride being added, along with radium and uranium.
[15:17.000 --> 15:18.000]  Oh, that's added too.
[15:18.000 --> 15:19.000]  You didn't know that?
[15:19.000 --> 15:24.000]  That's now confirmed and admitted, along with lead and mercury and arsenic.
[15:24.000 --> 15:33.000]  Oh, yes, that's the toxic waste that comes out of the aluminum purification and smelting.
[15:33.000 --> 15:34.000]  It's the byproduct.
[15:34.000 --> 15:53.000]  Also, the power plant scrubbers, where they basically shoot a stream of water up in the smokestacks across the furnace release valve where all that cold smoke filled with mercury and lead and arsenic and uranium and plutonium.
[15:53.000 --> 15:57.000]  Because that's where they mine it is out of coal deposits and limestone deposits.
[15:57.000 --> 15:59.000]  So it's in there naturally.
[15:59.000 --> 16:03.000]  And so it purifies out in this water or condenses out.
[16:03.000 --> 16:07.000]  And then they sell that as something good for your teeth.
[16:07.000 --> 16:08.000]  They call it fluoride.
[16:08.000 --> 16:10.000]  What a beautiful system.
[16:10.000 --> 16:15.000]  But I'm, again, already digressing here today.
[16:15.000 --> 16:17.000]  We can say no to all of this.
[16:17.000 --> 16:23.000]  And, you know, city councils will laugh at first when you go up and say, here's CBS News out of Houston.
[16:23.000 --> 16:27.000]  They say they don't know why there's uranium and radium in the drinking water all over Texas.
[16:27.000 --> 16:31.000]  But it's confirmed that the state covered it up for decades with the feds.
[16:31.000 --> 16:33.000]  Here's the CBS News article.
[16:33.000 --> 16:42.000]  Now let me read to you and then they can read from the public documents and admissions of what the quote EPA allows to be put in your water.
[16:42.000 --> 16:47.000]  The over 300 chemicals, again, it depends what company they're buying it from.
[16:47.000 --> 16:50.000]  It's always over 150 or so, sometimes over 300.
[16:50.000 --> 16:51.000]  But it's over 300 allowed.
[16:51.000 --> 16:54.000]  And you can just read that as we've done many times on air to the city council.
[16:54.000 --> 17:03.000]  Give them exhibits and say you're on notice that poison is being put in the water, uranium, radium, lead, arsenic, mercury, sodium fluoride.
[17:03.000 --> 17:08.000]  You can laugh and say fluoride's good for it because you've been brainwashed that it is.
[17:08.000 --> 17:10.000]  But all these other things are admittedly poisonous and bad.
[17:10.000 --> 17:17.000]  You're on notice, I'm going to sue the city in one month if you don't read these documents and if you don't do a review and respond.
[17:17.000 --> 17:24.000]  And then if they respond in a month and say, okay, there is no uranium in the water, which we know is a lie.
[17:24.000 --> 17:29.000]  Or we believe mercury's good for you or we believe arsenic's good for you, then you have them in court.
[17:29.000 --> 17:32.000]  I mean, look, I can't do all this, but I'm giving you the battle plan.
[17:32.000 --> 17:44.000]  For 15 years, I've screamed and yelled about suing over them taking your baby's blood at birth and giving it to the Pentagon for a secret bio weapons slash Rockefeller Foundation genetic engineering program.
[17:44.000 --> 17:49.000]  Finally, my listeners in Minnesota, in Austin, Texas as well, sued.
[17:49.000 --> 17:50.000]  They've won.
[17:50.000 --> 17:51.000]  It's proven it all.
[17:51.000 --> 17:53.000]  Now there's more suits.
[17:53.000 --> 17:55.000]  See, I can't do it all.
[17:55.000 --> 17:58.000]  I'm here telling you what's going on, laying it out.
[17:58.000 --> 18:00.000]  Okay, I'm telling you the truth.
[18:00.000 --> 18:09.000]  I know if you're a new listener and it sounds crazy that the government's putting uranium and radium and lead and arsenic and everything else you can imagine in the water and you can't believe it.
[18:09.000 --> 18:23.000]  If you'll just go and get a tour of your water treatment facility, 71% of cities and municipalities have it and you get a full list and get an error allowed to get a sheet of what is on the bag, it will tell you.
[18:23.000 --> 18:25.000]  Okay, real simple.
[18:25.000 --> 18:35.000]  Just like I told you last year, do not believe me that the H1N1 shot can give you Guillain-Barre, narcolepsy, or epilepsy.
[18:35.000 --> 18:38.000]  Do not believe me that it can cause brain damage or cancer or infertility.
[18:38.000 --> 18:40.000]  Read the insert.
[18:40.000 --> 18:42.000]  Read the insert.
[18:42.000 --> 18:44.000]  Read the insert.
[18:44.000 --> 18:46.000]  Read the insert.
[18:46.000 --> 18:48.000]  It's not a conspiracy theory.
[18:48.000 --> 18:54.000]  Don't read the fake fact sheets they sent home with your kids from school about how it's totally safe.
[18:54.000 --> 18:55.000]  No problems.
[18:55.000 --> 18:57.000]  Do you agree for them to have the shot?
[18:57.000 --> 18:59.000]  That's a lie.
[18:59.000 --> 19:01.000]  A criminal lie playing on our ignorance.
[19:01.000 --> 19:03.000]  Not their fake fact sheet.
[19:03.000 --> 19:11.000]  Go to Walgreens and ask them for the drug insert that came in the ampule of the shot itself.
[19:11.000 --> 19:14.000]  The actual drug sheet.
[19:14.000 --> 19:16.000]  Not a fake fact sheet.
[19:16.000 --> 19:18.000]  Not a bologna sheet.
[19:18.000 --> 19:20.000]  Same thing on what's in your water.
[19:20.000 --> 19:29.000]  I'm going to say it again to all the yuppies that are in the days and under mind control and have a psychological trigger compulsion to laugh when they hear something serious.
[19:29.000 --> 19:32.000]  There is poison in your water.
[19:32.000 --> 19:36.000]  There is poison in your water.
[19:36.000 --> 19:44.000]  The naked body scanners, literally hundreds of top scientists, radiologists on record LA Times, New York Times, on and on and on.
[19:44.000 --> 19:49.000]  Associated press admitting massive cancer risk from the body scanners.
[19:49.000 --> 19:51.000]  Do not say you weren't warned.
[19:51.000 --> 19:56.000]  But quite frankly, the naked body scanners from my research are nothing compared to what you're drinking in the drinking water.
[19:56.000 --> 19:59.000]  You want to know why everybody's so unhealthy no matter how much they work out or eat right?
[19:59.000 --> 20:01.000]  The water's a chemical weapon.
[20:01.000 --> 20:05.000]  In a coming apart world, you need something to keep it tied together.
[20:05.000 --> 20:07.000]  That something is at-wood rope.
[20:07.000 --> 20:15.000]  The highest quality rope made in the USA from exotic braids for military, rescue, arborist, shipyards, tow line or boating.
[20:15.000 --> 20:18.000]  Quality rope at affordable prices you and your customers can depend on.
[20:18.000 --> 20:22.000]  Find a dealer or shop online at atwoodrope.net.
[20:22.000 --> 20:27.000]  Enter promo code radio to receive 100 feet of 550 paracord free with purchase.
[20:27.000 --> 20:30.000]  At Wood Rope, working to keep the world tied together.
[20:30.000 --> 20:32.000]  Hi, this is Ted Anderson.
[20:32.000 --> 20:36.000]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[20:36.000 --> 20:42.000]  They've been available since 1986 yet the financial industry won't recognize the value of gold for your retirement.
[20:42.000 --> 20:46.000]  Gold is outperformed paper investments yet no word about IRAs.
[20:46.000 --> 20:51.000]  If you would like to have gold for your retirement call 800-686-2237.
[20:51.000 --> 20:57.000]  Don't get left behind by rising inflation and low returns call 800-686-2237.
[20:57.000 --> 21:17.000]  A very wealthy US citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[21:17.000 --> 21:20.000]  Now this man has made some outrageous predictions over the years.
[21:20.000 --> 21:28.000]  The crazy part is he's usually right. You see he predicted the collapse of GM, Danny May, Freddie Mac and America's biggest mall owner, General Growth Properties.
[21:28.000 --> 21:32.000]  In fact, Barron's called his work a dire prophecy.
[21:32.000 --> 21:39.000]  Recently he created a video which you can watch online for free detailing his biggest and most important prediction yet and it's a real eye-opener.
[21:39.000 --> 21:43.000]  I can't stress this enough. You should at least watch this free video online today.
[21:43.000 --> 21:47.000]  He explains everything you need to know including simple steps you can take to protect yourself.
[21:47.000 --> 21:52.000]  You can find the video at www.EndofAmerica3.com.
[21:52.000 --> 21:58.000]  That's End of America, the number 3.com. Watch the free video at www.EndofAmerica3.com.
[21:58.000 --> 22:20.000]  That's End of America 3.com.
[22:20.000 --> 22:29.000]  Again, the Congressional Budget Office sounds the alarm warning of Greek-style US debt crises. CBO is drawing a parallel between US economy and the Greek economic meltdown.
[22:29.000 --> 22:35.000]  Debt to GDP climbing to unfamiliar territory and deficits rising to unsupportable levels.
[22:35.000 --> 22:42.000]  Hi, Ted Anderson, the federal debt and risk of financial crises document the CBO has published as a must-read for every American.
[22:42.000 --> 22:48.000]  Covering the risks of deficit spending, aging population and rising interest rates spells economic disaster.
[22:48.000 --> 22:55.000]  Call today at 800-686-2237. I'll send it free. Again, call 800-686-2237.
[22:55.000 --> 23:18.000]  Ask for the CBO document. Call 800-686-2237.
[23:43.000 --> 23:51.000]  When using wireless hotspots, PatriotInternet.com shields your information from identity themes and is compatible with Windows, Mac and Linux.
[23:51.000 --> 23:57.000]  Protect your identity and your freedom with anonymous internet access from PatriotInternet.com.
[23:57.000 --> 24:23.000]  Visit PatriotInternet.com today.
[24:27.000 --> 24:31.000]  Jill, Scott, Pat, Andrew, Shannon. I promised a lot of your calls.
[24:31.000 --> 24:38.000]  I started mentioning one guest I was going to have on in the last 30 minutes or so today and then ran on for an entire segment about it.
[24:38.000 --> 24:45.000]  But it ties into everything. Look, it's criminal that they put hundreds of deadly chemicals in your water.
[24:45.000 --> 24:51.000]  And most people won't go look into it because they go, there's no way that's happening. It is happening.
[24:51.000 --> 24:59.000]  You can find out in 10 seconds. Just type in state of Texas covered up radiation or radioactive particles in water.
[24:59.000 --> 25:04.000]  Well, of course, they covered it up. They put it in there.
[25:04.000 --> 25:11.000]  I mean, here's another example. Sing it in. Kosovo militia. They don't want to call it their allies.
[25:11.000 --> 25:15.000]  They can call it militia to try to demonize our militia. Everything's a styop.
[25:15.000 --> 25:22.000]  Kosovo militia may have stolen prisoners organs report alleges and it goes through a UN report about the KLA,
[25:22.000 --> 25:26.000]  a Muslim extremist that our government hired to attack the Serbs.
[25:26.000 --> 25:29.000]  And I'm not taking sides in this. The point is they're all killing each other.
[25:29.000 --> 25:34.000]  That was Serb land they took away for the UN. The KLA are a bunch of narcotics traffickers on record.
[25:34.000 --> 25:42.000]  And they go into the report and it talks about just hundreds of people at a pop disappearing and their organs being sold.
[25:42.000 --> 25:50.000]  Well, China admittedly sells organs. Israel. Not real mad two years ago when it came out in European, Swedish and other newspapers
[25:50.000 --> 25:54.000]  that doctors said, look, they're killing Palestinians. They've arrested and selling their organs.
[25:54.000 --> 26:01.000]  And then it came out in the Jerusalem Post, in Herets that, okay, yeah, we do do it.
[26:01.000 --> 26:08.000]  Well, our government does it. These governments are not nice. Okay. That's what I keep warning people.
[26:08.000 --> 26:13.000]  But as long as we're naive and gullible, they can continue to get away with this forever.
[26:13.000 --> 26:20.000]  That's why we don't let the government surveil us. That's why we don't let the government take our rights and liberties.
[26:20.000 --> 26:27.000]  People say, well, I have nothing to hide. You know, let them spy on me. It's not that you're bad. It's that they're bad.
[26:27.000 --> 26:33.000]  And certainly if you let them pyramid the power, if you let them vertically integrate the power and put control grids in,
[26:33.000 --> 26:38.000]  let's say an angel dictator built it because they wanted to keep you safe. Okay.
[26:38.000 --> 26:42.000]  Let's just say that's not a lie for the sake of argument, which we know it is.
[26:42.000 --> 26:45.000]  These are tyrants that built this grid so they could have their way with us.
[26:45.000 --> 26:52.000]  But let's just say they built it because they care. Couldn't this global cashless society tracking grid that's being built
[26:52.000 --> 26:57.000]  be used by corrupt people in the future to oppress us?
[26:57.000 --> 27:03.000]  I remember warning Republicans, hey, this Patriot Act is going to be used on conservatives. When Bush was in office,
[27:03.000 --> 27:10.000]  they're like, no, it won't. Now, conservatives are like, execute a songe. Really?
[27:10.000 --> 27:16.000]  And they've got legislation to put you in prison or execute you if you ever leak anything or as a reporter,
[27:16.000 --> 27:20.000]  ever cover anything that's been leaked.
[27:20.000 --> 27:24.000]  We got cops arresting people nationwide for videotaping them, which is totally legal.
[27:24.000 --> 27:29.000]  I mean, is that really what you want in your just knee jerk reaction to worship authority?
[27:29.000 --> 27:37.000]  What about illegitimate authority? You're so in love with Romans 13 manipulation that these preachers engage in twisting it.
[27:37.000 --> 27:43.000]  Hitler then was of God. If you believe Romans 13, that would, by the way, was his favorite Bible passage.
[27:43.000 --> 27:51.000]  Hitler said render unto Caesar. I'm Caesar. And so I guess the American people should have worshiped Hitler.
[27:51.000 --> 27:57.000]  And I think that's a bad idea or worship Stalin or Mao. I mean, they were put in by God, weren't they?
[27:57.000 --> 28:04.000]  No, the people became decadent and evil. And so wickedness took over and then they were judged by their own actions.
[28:04.000 --> 28:11.000]  But by the way, in our system, it's still we, the people, right? See, we're the government.
[28:11.000 --> 28:16.000]  Oh, no, no, no, no, no. We're taught it's anti-government to not like what the government's doing.
[28:16.000 --> 28:23.000]  Well, Gallup poll reports Congress has a 9% approval rating with conservatives.
[28:23.000 --> 28:30.000]  What a 14% with liberals. What a 10% I was reading yesterday with with independence.
[28:30.000 --> 28:34.000]  So it averaged out to a 13% overall approval rating.
[28:34.000 --> 28:38.000]  I know that was the headline all time, you know, low approval rating for Congress.
[28:38.000 --> 28:46.000]  In fact, I searched Gallup poll, lowest approval rating in history for Congress.
[28:46.000 --> 28:50.000]  I want to show on that article from yesterday, not just go for memory. I know it said 13% and you averaged it.
[28:50.000 --> 28:55.000]  It was as low as nine. And most people, you call her cowardly on the phone.
[28:55.000 --> 29:04.000]  I've read some of the polling data and science on that. If they're asked a controversial question, they'll side with what they see as kind of pro-establishment.
[29:04.000 --> 29:08.000]  You better believe it's a lot lower than 13%. Yeah, there it is.
[29:08.000 --> 29:12.000]  Congress's approval rating ties lowest in Gallup records.
[29:12.000 --> 29:19.000]  No, no, no, no, you pulled up a May 14, 2008. This was yesterday. You'll want to click news.
[29:19.000 --> 29:23.000]  And it'll be 13% and then nine is the lowest.
[29:23.000 --> 29:28.000]  That was back in the good old days when it was 20% two years ago.
[29:28.000 --> 29:32.000]  It was in my stack. I mean, I was also a drudge linked.
[29:32.000 --> 29:36.000]  We'll be right back. Okay. And I'm not going to get to all this other stuff I've got.
[29:36.000 --> 29:41.000]  The Christmas surprise they're getting us ready for with the staged LCA to attack.
[29:41.000 --> 29:46.000]  There it is. Gallup poll puts congressional approval at lowest in history.
[29:46.000 --> 29:50.000]  That says eight points. I'm sorry.
[29:50.000 --> 30:02.000]  We're on the March. The Empire's on the run. Alex Jones and the GCN Radio Network.
[30:02.000 --> 30:10.000]  Hi, this is Alex Jones. You've heard me talk about the delicious, easy to fix and very storable foods from eFoodsDirect.com.
[30:10.000 --> 30:15.000]  I've told you for years that eFoods Direct has the best storeable food on the planet.
[30:15.000 --> 30:21.000]  Now it's that time of year again and their holiday special is here. They have two holiday price packs
