[00:00:00.683 --> 00:00:01.363]  He stands for truth.
[00:07:38.085 --> 00:07:46.151]  Cameras in New York, cameras in London, cameras in Chicago are now being fitted as of the last month with federal grants.
[00:07:46.911 --> 00:07:58.198]  with face scanning systems that pick up different facial expressions that supposedly show that you're angry or planning something violent or being deceptive.
[00:07:58.859 --> 00:08:05.002]  They are putting in passive MRIs at five US airports.
[00:08:05.523 --> 00:08:10.846]  They put some in in 2002, now they're expanding, that passively supposedly scan for your brainwaves.
[00:08:11.406 --> 00:08:15.929]  And then they come and question you saying, well the brain scan shows you might be a terrorist.
[00:08:17.392 --> 00:08:21.156]  I mean, how ridiculous, how transparent is this?
[00:08:21.176 --> 00:08:24.460]  This is just an excuse to claim that they have probable causes.
[00:08:24.480 --> 00:08:32.909]  This is an excuse to catch wider and wider groups of people in a drag debt, in a massive drag debt, and it has nothing to do with a free society.
[00:08:33.712 --> 00:08:49.379]  And don't forget, the Associated Press late last year reported that our borders are still completely wide open, basically, and that illegal aliens at 800 plus major lending institutions in this country don't even need to show any form of ID to get bank accounts, housing loans, or car loans.
[00:08:49.959 --> 00:08:55.081]  But they're going to fit the airports and the streets with brain scanners for the citizens.
[00:08:55.121 --> 00:08:57.022]  This is a complete and total joke.
[00:08:58.110 --> 00:09:04.172]  And I have our Associated Press, Reuters, and I have a London Guardian reports here in front of me.
[00:09:04.232 --> 00:09:05.252]  Here's the London Guardian.
[00:09:05.572 --> 00:09:06.552]  Came out on Friday.
[00:09:06.972 --> 00:09:09.853]  The brain scan that can read people's intentions.
[00:09:10.713 --> 00:09:12.594]  Now, see, that's a deceptive headline right there.
[00:09:13.334 --> 00:09:16.995]  And it's being billed everywhere as just, oh my gosh, we know when you're lying now.
[00:09:17.015 --> 00:09:17.875]  It's not a crime.
[00:09:18.135 --> 00:09:19.396]  And then here's another one when we get back.
[00:09:19.716 --> 00:09:23.557]  The tiny airplane spy that spots bombers in the blink of an eye.
[00:09:24.077 --> 00:09:27.058]  Every seat to be
[00:09:28.285 --> 00:09:32.147]  You're fitted with a micro camera scanning your face the entire time you're on an aircraft.
[00:09:32.708 --> 00:09:34.028]  Oh, that's not tyranny.
[00:09:34.529 --> 00:09:35.409]  We'll be right back.
[00:09:35.889 --> 00:09:37.811]  Stay with us.
[00:10:03.599 --> 00:10:09.086]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:10:09.447 --> 00:10:17.056]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:10:17.771 --> 00:10:24.835]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:10:25.235 --> 00:10:36.641]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:10:36.961 --> 00:10:40.883]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:10:40.903 --> 00:10:42.864]  It's an anthology of government crimes.
[00:10:43.184 --> 00:10:47.026]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:10:47.626 --> 00:10:59.574]  Get your copy today at Infowars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[00:11:00.374 --> 00:11:05.898]  Hi, this is Ted Anderson, here for the 2007 Red Book.
[00:11:07.058 --> 00:11:11.881]  The commodity markets like gold, silver, copper, aluminum and oil have exploded over the last year.
[00:11:12.081 --> 00:11:14.823]  This is a glaring testimony of how quickly the U.S.
[00:11:14.863 --> 00:11:15.944]  dollar can be devalued.
[00:11:17.313 --> 00:11:21.894]  Many have turned to precious metals to provide a safe haven while increasing the potential profits.
[00:11:22.834 --> 00:11:30.096]  Though accumulating precious metals has been a proven method for the storage of wealth, it is important that you understand the market you are getting into.
[00:11:31.097 --> 00:11:34.157]  Midas Resources is offering the Red Book and Silver Dollar for only $27.95.
[00:11:35.058 --> 00:11:39.759]  The Red Book is the number one best-selling guide to gold and silver coins.
[00:11:40.759 --> 00:11:42.019]  Call for your copy today.
[00:11:42.059 --> 00:11:42.239]  It's 800-686-2237.
[00:11:45.513 --> 00:11:51.362]  If you've already accumulated or plan to get into the precious metals market, you simply must have the Red Book in your library.
[00:11:51.982 --> 00:11:52.123]  Call 800-686-2237.
[00:11:52.143 --> 00:11:52.443]  That's 1-800-686-2237.
[00:12:01.004 --> 00:12:04.586]  Are you looking for a one-stop shop to find all your favorite books and videos?
[00:12:04.826 --> 00:12:05.686]  Look no further!
[00:12:05.986 --> 00:12:08.547]  Northern Voice Bookstore has everything you need.
[00:12:09.007 --> 00:12:17.490]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[00:12:17.670 --> 00:12:19.351]  You can order everything you need on the web.
[00:12:19.651 --> 00:12:20.251]  We're good to go.
[00:12:48.360 --> 00:12:55.908]  Visit us online at northernvoicebookstore.com or send $2 for our latest catalog to Northern Voice Bookstore P.O.
[00:12:55.948 --> 00:12:56.509]  Box 281, Wildwood, PA 15091.
[00:13:01.207 --> 00:13:04.350]  We understand that decisions related to health can be overwhelming.
[00:13:04.610 --> 00:13:11.416]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[00:13:11.856 --> 00:13:25.207]  For example, did you know that LIV52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[00:13:25.528 --> 00:13:28.951]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[00:13:29.671 --> 00:13:37.816]  Including those for cholesterol, blood pressure, diabetes, arthritis, cirrhosis, and hepatitis, among others, is extremely well documented.
[00:13:38.256 --> 00:13:45.120]  Our website, researchedherbs.com, was created to empower you with the information and answers you need to make the right health decisions.
[00:13:45.520 --> 00:13:47.861]  Researched and proven herbs at great prices.
[00:13:48.041 --> 00:13:51.403]  Visit us online at researchedherbs.com or call 1-800-845-3841 for more information.
[00:13:51.423 --> 00:13:51.663]  That's 1-800-845-3841.
[00:14:02.316 --> 00:14:06.119]  Thank you for listening to GCN.
[00:14:06.240 --> 00:14:09.662]  Visit GCNlive.com today.
[00:14:11.724 --> 00:14:14.767]  Corruption never had a worse enemy.
[00:14:15.568 --> 00:14:17.950]  You're locked into the Alex Jones Show.
[00:14:20.592 --> 00:14:21.152]  Welcome back.
[00:14:21.192 --> 00:14:21.793]  It is February 11, 2007.
[00:14:22.013 --> 00:14:25.536]  Thank you for joining us on this Sunday afternoon.
[00:14:26.897 --> 00:14:29.580]  Okay, I know we've got phone lines loading up here.
[00:14:30.376 --> 00:14:31.677]  Jeff in Vancouver, Canada.
[00:14:31.697 --> 00:14:32.977]  Julie in San Antonio, Texas.
[00:14:32.997 --> 00:14:33.938]  TJ in Wisconsin.
[00:14:34.458 --> 00:14:35.379]  Keith in New Jersey.
[00:14:35.399 --> 00:14:39.100]  Many others we're going to give to you at 877-590-5525.
[00:14:40.221 --> 00:14:44.323]  Coming up, after the bottom of the hour, news and messages.
[00:14:44.363 --> 00:14:44.943]  So stay with us.
[00:14:45.243 --> 00:14:46.084]  We will go to your calls.
[00:14:46.524 --> 00:14:48.765]  Any issue, any news item, any question, any comment.
[00:14:49.065 --> 00:14:50.746]  You want to call up and get in my face?
[00:14:50.766 --> 00:14:51.847]  You agree with me?
[00:14:51.927 --> 00:14:53.688]  Hey, we don't screen your calls.
[00:14:54.428 --> 00:14:57.129]  We just get you on air and we're ready to defend our ideas here.
[00:14:57.950 --> 00:14:58.270]  Alright.
[00:14:58.837 --> 00:15:10.686]  So I remember about eight, nine years ago, finding out about federal and state grants to put cameras and microphones in public schools, to put up fences around them, to start searching the children, training them how to be prisoners.
[00:15:10.766 --> 00:15:22.896]  And then, about five years ago, it started in Tennessee and New York, you'd hear about cameras in the bathrooms, or cameras in the school showers, and a visiting team would come and be taking showers, you know, in the seventh grade.
[00:15:23.096 --> 00:15:23.997]  One case in Tennessee,
[00:15:24.697 --> 00:15:27.120]  And the other girl saw the cameras and ran out screaming.
[00:15:27.500 --> 00:15:29.422]  And the school said, what's the big deal?
[00:15:29.442 --> 00:15:31.564]  Of course we have cameras in the showers.
[00:15:31.604 --> 00:15:33.786]  And of course it's recorded onto a computer hard drive.
[00:15:33.826 --> 00:15:39.412]  And it turned out that the school was quote, sharing it around the country with other principals and people.
[00:15:39.932 --> 00:15:46.699]  And all over the nation, rest stops have put first cameras in the bathroom areas and then now in the stalls themselves.
[00:15:46.719 --> 00:15:47.160]  I mean, that's 1984.
[00:15:48.761 --> 00:16:00.149]  That's the ultimate vision of a police state to people back in the 40s, late 40s, like George Orwell, pen name George Orwell, real name Eric Blair, was in the future, cameras in the bathrooms.
[00:16:00.229 --> 00:16:12.597]  Well, in George Orwell's 1984, they didn't have cameras that scanned your facial movements, and they had AI software looking to see if you're trying to be deceptive, or if you're trying to hide something.
[00:16:12.877 --> 00:16:14.298]  And again, it's total quackery.
[00:16:14.398 --> 00:16:16.520]  It violates the Fourth Amendment.
[00:16:16.580 --> 00:16:18.361]  It violates privacy.
[00:16:18.861 --> 00:16:22.383]  And I have a UK Mail on Sunday report here.
[00:16:22.803 --> 00:16:24.264]  I have another one out of Reuters.
[00:16:25.044 --> 00:16:27.225]  Two separate reports, yesterday and today.
[00:16:27.605 --> 00:16:31.867]  The tiny airplane spy that spots bombers in the blink of an eye.
[00:16:32.147 --> 00:16:41.892]  Tiny cameras the size of a fingernail linked to specialist computers are to be used to monitor the behavior of airline passengers as part of the war on terrorism.
[00:16:41.952 --> 00:16:44.373]  And it says Britain, Germany, the US,
[00:16:45.214 --> 00:16:51.982]  Huge funding to put these in and have them on every seat, watching you the entire time.
[00:16:52.362 --> 00:16:59.690]  And if you don't think planes don't already have cameras in them, watching just the general areas, you need to do some research.
[00:17:00.011 --> 00:17:00.812]  All of them do now.
[00:17:01.312 --> 00:17:02.913]  Except for some of the smaller commuter planes.
[00:17:03.294 --> 00:17:04.535]  But this is Big Brother!
[00:17:04.915 --> 00:17:08.357]  And now they're talking about having cameras that watch you and all the cars.
[00:17:08.658 --> 00:17:15.943]  Toyota last year said, well, so kids don't get locked in the car, we'll have a cell phone built in, that's what OnStar is, basically into all the cars.
[00:17:16.603 --> 00:17:25.710]  And if the car gets too hot and there's pressure sensors showing people are still sitting in it, it will dial police and then show them the video image.
[00:17:26.010 --> 00:17:29.453]  Well, you know good and well they're going to use that outside of just that use.
[00:17:30.443 --> 00:17:36.048]  All the new computers that are coming out for Mac and most of the new PCs have built-in cameras right above the screen.
[00:17:36.668 --> 00:17:39.491]  They're in the outside, on the edge, on the border.
[00:17:39.531 --> 00:17:42.954]  My wife bought a new Mac and sure enough there's the camera, there's the microphone.
[00:17:43.254 --> 00:17:46.556]  And I warned you, they're going to use that to watch you and listen to you with keyboard computers.
[00:17:46.857 --> 00:17:49.999]  Google comes out four months ago, months after I made the prediction.
[00:17:50.019 --> 00:17:50.740]  Not hard to do.
[00:17:51.060 --> 00:17:52.501]  If they've got it, they will use it.
[00:17:52.862 --> 00:17:55.924]  Just type in Google to use cameras and microphones to watch and listen to you.
[00:17:56.064 --> 00:17:56.805]  And they said, don't worry.
[00:17:58.880 --> 00:18:01.081]  People aren't going to be watching you.
[00:18:01.121 --> 00:18:05.342]  Computers will be logging every word that's said, and then we'll use that to advertise at you.
[00:18:05.602 --> 00:18:12.484]  Imagine if somebody knocked on your door, and said, I'm going to put cameras and microphones in your house and watch you, and then I'll pay you to do this.
[00:18:12.504 --> 00:18:13.985]  99.9% would say way... I mean, way more than 99% of it.
[00:18:18.346 --> 00:18:22.607]  Maybe one out of a thousand might say, okay, go ahead, watch me in my house.
[00:18:22.987 --> 00:18:27.988]  But Google just does it, and it's announced, and very few people seem to even pay attention.
[00:18:28.348 --> 00:18:34.810]  Now to show how much our culture has changed, and I wouldn't say how accepting people have gotten of this.
[00:18:35.090 --> 00:18:40.591]  People don't like it, but they have a feeling of they can't change it, they can't fight it, that's just the way it is.
[00:18:41.091 --> 00:18:46.412]  But here is a little minute and a half clip or so from
[00:18:47.412 --> 00:18:51.314]  The program Mayberry.
[00:18:51.454 --> 00:18:52.294]  What's the name of the show?
[00:18:53.835 --> 00:18:54.435]  Andy Griffith.
[00:18:54.475 --> 00:18:55.855]  I made a big mistake today, folks.
[00:18:56.195 --> 00:18:57.016]  It's my birthday today.
[00:18:57.056 --> 00:18:58.156]  My wife said, go ahead and take a nap.
[00:18:58.176 --> 00:18:58.997]  We'll take care of the kids.
[00:18:59.357 --> 00:19:09.361]  I went to sleep about 1.30, woke up about 3, got up here to the studio, and this is one of the rare occasions where my photographic memory, of course, I would need a photographic memory to know the name of the show is Andy Griffith, would not be working.
[00:19:09.681 --> 00:19:11.762]  So I'm a little bit dodgy here, but I'm starting to wake up.
[00:19:11.822 --> 00:19:12.642]  I drank some coffee.
[00:19:13.122 --> 00:19:15.083]  Yeah, here's Andy Griffith from
[00:19:15.823 --> 00:19:16.444]  Wait a minute!
[00:19:16.484 --> 00:19:17.485]  What are you talking about?
[00:19:17.525 --> 00:19:18.906]  We bugged Mr. Brake's cell!
[00:19:38.038 --> 00:19:38.638]  You what?
[00:19:38.978 --> 00:19:40.899]  We bugged this guy with Arnold's tape recorder.
[00:19:41.059 --> 00:19:42.039]  Just listen to this, Paul.
[00:19:42.099 --> 00:19:42.999]  I can't listen to that.
[00:19:43.140 --> 00:19:45.020]  But Paul... Opie, I can't listen to that.
[00:19:45.160 --> 00:19:46.020]  I'm not permitted.
[00:19:46.501 --> 00:19:47.761]  But Paul, you don't understand.
[00:19:47.781 --> 00:19:49.922]  Opie, I can't listen to this.
[00:19:50.862 --> 00:19:52.822]  Now, I told you about eavesdropping.
[00:19:53.062 --> 00:19:54.223]  But Paul, this is different.
[00:19:54.523 --> 00:19:55.503]  Yes, it's worse.
[00:19:56.223 --> 00:19:59.124]  You overheard a conversation that was supposed to be private.
[00:19:59.524 --> 00:20:01.325]  Now, I can't be a party to that.
[00:20:01.705 --> 00:20:04.786]  But Paul, if you just listen to this... Opie, I can't listen.
[00:20:05.205 --> 00:20:06.405]  Pa, you're wasting the tape!
[00:20:06.465 --> 00:20:08.226]  That's what I mean to do.
[00:20:09.667 --> 00:20:12.928]  You bugged a conversation between a lawyer and his client.
[00:20:13.888 --> 00:20:17.629]  Now that's violating one of the most sacred rights of privacy.
[00:20:18.169 --> 00:20:18.790]  But Pa!
[00:20:19.090 --> 00:20:19.730]  No buts.
[00:20:20.350 --> 00:20:26.352]  But if it helps the law... Opie, the law can't use this kind of help.
[00:20:27.813 --> 00:20:34.035]  Because whether a man is guilty or innocent, we have to find that out by due process of law.
[00:20:36.091 --> 00:20:40.772]  And then that protects the people, as well as the culture, as well as the precious state.
[00:20:41.443 --> 00:20:50.167]  And throughout history, it's always going to be the state and the powerful financial interests that use the state as its tool of control that are going to abuse the population.
[00:20:50.567 --> 00:20:55.229]  The government is always the most dangerous thing in history to populations.
[00:20:55.289 --> 00:20:57.810]  Go read what the Founding Fathers had to say.
[00:20:58.270 --> 00:21:03.053]  I mean, Ceausescu in Romania 30-something years ago had cameras and microphones on the street corners.
[00:21:03.473 --> 00:21:04.653]  Nothing near to what we have.
[00:21:04.773 --> 00:21:05.354]  I mean, I remember in 1998
[00:21:07.356 --> 00:21:13.100]  I saw the federal grant for $844,000 a year to put up hundreds of microphones around Austin.
[00:21:13.481 --> 00:21:15.702]  And the federal grant said microphones to listen to people.
[00:21:15.962 --> 00:21:19.705]  Now, when they put it on the cover of the Statesman, they said, gunshot detectors.
[00:21:21.566 --> 00:21:27.931]  Did you ever hear about anybody getting busted off the now thousands of microphones, quote, gunshot detectors they put up?
[00:21:28.011 --> 00:21:28.331]  No.
[00:21:28.832 --> 00:21:34.996]  They wire into the emergency management fusion centers paid for by FEMA, really the local regional
[00:21:37.159 --> 00:21:39.421]  Governorships that control our populations.
[00:21:39.481 --> 00:21:48.426]  This is a MIT, and MIT magazines bragged about it, military pentagon designed control grid over the people.
[00:21:48.546 --> 00:21:51.088]  And I'm moving faster because I've got so much evidence of this.
[00:21:52.089 --> 00:21:53.890]  Are cameras in bathrooms freedom?
[00:21:58.405 --> 00:22:02.847]  TV shows, like 24, where every other episode they torture people's children to get answers.
[00:22:02.907 --> 00:22:14.172]  And in the real world, the Attorney General writes memos saying they can torture people to death, and his deputy, John Yoo, writes memos saying they can torture children in front of their parents.
[00:22:15.392 --> 00:22:15.913]  You don't believe me?
[00:22:15.933 --> 00:22:18.434]  Just type in John Yoo, torture memos, torture children.
[00:22:18.754 --> 00:22:21.195]  You'll get mainstream reports, but again, back of the paper.
[00:22:22.035 --> 00:22:26.057]  So we've gone from Mayberry RFA, but our border was controlled then,
[00:22:26.886 --> 00:22:28.047]  We had real security then.
[00:22:28.548 --> 00:22:33.093]  Two cameras in school bathrooms, Google watching and listening to you.
[00:22:33.513 --> 00:22:35.315]  Everything you do being tracked and traced.
[00:22:35.896 --> 00:22:36.596]  I'm Alex Jones.
[00:22:36.616 --> 00:22:40.841]  The websites are InfoWars.com, PrisonPlanet.com, and JonesReport.com.
[00:22:41.481 --> 00:22:48.309]  We're going to come back, go to some of your calls, then get into all the war news in Iraq and the war drums beating for an attack on Iran.
[00:22:49.009 --> 00:22:49.470]  Stay with us.
[00:23:00.535 --> 00:23:01.616]  How are you feeling today?
[00:23:01.636 --> 00:23:08.961]  I ask because if you have health challenges, then reading our free booklet about the most amazing discovery of our time is crucial.
[00:23:09.061 --> 00:23:13.544]  The booklet is about an amazing fruit from Southeast Asia they call Mangosteen.
[00:23:13.825 --> 00:23:19.929]  It's a centuries-old medicinal fruit whose time has come and it has amassed 40 years of published research.
[00:23:20.169 --> 00:23:25.091]  We have information and testimonials from all over the world about the health potentials of this amazing fruit.
[00:23:25.411 --> 00:23:32.053]  This powerful botanical has contributed to the well-being of millions of people the world over with health concerns just like yours.
[00:23:32.313 --> 00:23:35.494]  You can have the 22-page e-booklet absolutely free.
[00:23:35.654 --> 00:23:40.175]  We'll also refer you a website with links to actual testimonials and product information.
[00:23:40.395 --> 00:23:42.536]  Could this fruit help you in your quest for total health?
[00:23:42.856 --> 00:23:46.317]  Find out why Magosteen is known as the Queen of All Fruits.
[00:23:46.357 --> 00:23:46.697]  I think so.
[00:24:01.269 --> 00:24:02.970]  Government is best, which governs least.
[00:24:03.130 --> 00:24:04.370]  Wake up and smell the fascism.
[00:24:04.630 --> 00:24:07.452]  Being in government means never having to say you're sorry.
[00:24:07.812 --> 00:24:10.573]  What part of unconstitutional do you not understand, George?
[00:24:11.113 --> 00:24:17.856]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[00:24:18.396 --> 00:24:26.020]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers from humorous to serious at LibertyStickers.com.
[00:24:27.000 --> 00:24:30.661]  LibertyStickers.com can even customize your own bumper stickers.
[00:24:30.861 --> 00:24:33.002]  It's time to stand up for what you believe.
[00:24:33.362 --> 00:24:34.402]  Invest in your freedom.
[00:24:34.682 --> 00:24:39.343]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[00:24:39.764 --> 00:24:41.744]  Go to LibertyStickers.com or call 877-873-9626.
[00:24:45.445 --> 00:24:47.026]  That's 877-873-9626 and express your freedom of speech today.
[00:24:47.066 --> 00:24:47.246]  Call 877-873-9626.
[00:24:47.306 --> 00:24:47.686]  That's 877-873-9626.
[00:24:59.969 --> 00:25:04.916]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming, and the end of the world?
[00:25:05.236 --> 00:25:07.118]  You shall hear of wars, and rumors of wars.
[00:25:07.319 --> 00:25:10.363]  For nation shall rise against nation, and kingdom against kingdom.
[00:25:10.543 --> 00:25:13.687]  And there shall be famines, disease, and earthquakes in many places.
[00:25:13.987 --> 00:25:15.830]  We are living in this time of earth's history.
[00:25:16.090 --> 00:25:19.792]  Many people are trying to understand the climactic world events in light of human wisdom.
[00:25:20.092 --> 00:25:22.733]  But without the wisdom of God, this is impossible.
[00:25:22.753 --> 00:25:27.616]  2 Peter says, We have a more sure word of prophecy, and you do well if you take heed.
[00:25:27.856 --> 00:25:32.158]  But first know this, that no prophecy of the scripture is of any private interpretation.
[00:25:32.558 --> 00:25:36.881]  The Bible says, would like you to receive this new offer, packet B, the unholy alliance.
[00:25:37.201 --> 00:25:41.443]  These materials document the global leaders, political and religious, behind the scenes.
[00:25:41.783 --> 00:25:45.465]  You will receive information regarding America and prophecy, tyrants and wars,
[00:25:45.945 --> 00:25:46.386]  We're good.
[00:25:59.944 --> 00:26:02.626]  Attention, this is an urgent GCN News Bulletin.
[00:26:02.926 --> 00:26:04.988]  Do you desperately need to get out of debt fast?
[00:26:05.208 --> 00:26:07.749]  Would you like to make some of your debts disappear completely?
[00:26:08.190 --> 00:26:12.573]  If so, and you're a GCN listener, there's a very real chance that you'll now be able to do it.
[00:26:12.673 --> 00:26:13.273]  Here's why.
