[00:00:02.250 --> 00:00:02.771]  Hey!
[00:01:55.808 --> 00:02:01.953]  We actually have some of the Pentagon war plans for a blitz of Iran that stretches from three days to two months.
[00:02:02.634 --> 00:02:05.857]  Three days, they plan to have 10,000 Saudis into the country.
[00:02:05.877 --> 00:02:09.760]  That's 10,000 missions by aircraft dropping bombs on the country.
[00:02:11.004 --> 00:02:18.427]  I know that thrills a lot of Americans who can't find the country of Iran on a map, but just grab hold of your pocketbook.
[00:02:18.487 --> 00:02:21.189]  The Iraq War has already cost $1.2 trillion.
[00:02:21.409 --> 00:02:23.510]  That's currently not even projected cost.
[00:02:24.330 --> 00:02:28.372]  And this would cost another $300 billion, even if you don't care about the Iranians.
[00:02:28.692 --> 00:02:32.894]  And oil prices will at least jump to $6 a gallon as soon as this happens.
[00:02:33.034 --> 00:02:33.934]  All the experts agree.
[00:02:34.174 --> 00:02:35.415]  Some say it could go as high as $9 a gallon.
[00:02:35.435 --> 00:02:35.955]  $150, $200 a barrel crude oil.
[00:02:41.059 --> 00:02:41.919]  But C'est La Vie!
[00:02:42.420 --> 00:02:48.662]  You want to personally feel powerful in your easy chair because the Iranian boogeyman is going to get you, so you may get your chance to feel powerful.
[00:02:49.343 --> 00:02:52.844]  We'll get into this report today for everybody.
[00:02:54.545 --> 00:03:01.908]  Also, I talked some about this Friday, but now I've gotten the actual affidavit by the BATF, the Bureau of Alcohol and Gun Confiscation.
[00:03:03.832 --> 00:03:08.096]  And I actually have the affidavit now filed in Indiana about a BATF.
[00:03:08.136 --> 00:03:10.858]  I spent time today reading this abomination.
[00:03:11.899 --> 00:03:15.522]  And neighbors said that he talked about a New World Order.
[00:03:16.743 --> 00:03:19.265]  He talked about a possible financial collapse.
[00:03:20.146 --> 00:03:21.247]  I guess he read the newspaper.
[00:03:21.267 --> 00:03:22.868]  They thought that meant he was with Al Qaeda.
[00:03:24.149 --> 00:03:30.855]  And the BATF went ahead and took him on in and grabbed a couple guns he had and they called 1,000 rounds of ammo a stockpile.
[00:03:32.134 --> 00:03:33.916]  And it was worse than I previously thought.
[00:03:34.396 --> 00:03:40.300]  Now we have the affidavit and the local newscast and it's just the new America, the new secret police America.
[00:03:41.241 --> 00:03:47.086]  And so, well, we'll cover that later if we have time to get into it.
[00:03:47.106 --> 00:03:47.686]  I'm sure we will.
[00:03:47.726 --> 00:03:59.015]  It's all up on prisonplanet.com or just type South Bend resident raided by ATF into Google and you can, it'll get you to local TV stations and newspapers and up in South Bend.
[00:04:00.569 --> 00:04:02.251]  And you can read all that for yourself.
[00:04:03.592 --> 00:04:07.415]  The biggest news of the day is not the upcoming attack on Iran.
[00:04:08.416 --> 00:04:15.282]  It's not even the BATF doubled in size running around confiscating guns and harassing gun shops coast to coast.
[00:04:16.664 --> 00:04:25.952]  It's not even that they're trying to pass an even more draconian gun control law coming up next week that no one's even aware of because Bush is in office so everything must be okay.
[00:04:26.884 --> 00:04:28.804]  No, it is U.S.
[00:04:28.945 --> 00:04:29.645]  under U.N.
[00:04:29.705 --> 00:04:31.225]  law in health emergency.
[00:04:33.406 --> 00:04:35.446]  Now, I have to admit I dropped the ball on this.
[00:04:36.266 --> 00:04:37.506]  You're going to drop the ball sometimes.
[00:04:37.526 --> 00:04:38.547]  You can't keep track of everything.
[00:04:39.427 --> 00:04:41.927]  I saw Dr. Corsi's headline as a routine guest here.
[00:04:43.228 --> 00:04:48.589]  In WorldNet Daily Wednesday, I thought, oh, he's just rehashing last year's SPP document.
[00:04:49.238 --> 00:05:01.607]  Which talked about the UN, us being under UN regulatory control during any type of bioweapons release or natural pandemic, bird flu, it doesn't matter, SARS, you pick it.
[00:05:02.688 --> 00:05:05.370]  And so I didn't read the whole article, I read a few paragraphs.
[00:05:05.410 --> 00:05:07.292]  And then later people were calling me going, how would you look at this?
[00:05:07.312 --> 00:05:08.292]  So I interviewed him Friday.
[00:05:08.933 --> 00:05:15.778]  I spent a few hours this weekend reading the entire United Nations plan.
[00:05:16.744 --> 00:05:18.705]  Which is several hundred pages long.
[00:05:18.805 --> 00:05:23.326]  I have now read it and I just can't believe what I found.
[00:05:23.986 --> 00:05:31.008]  If I tried to cover all the treason in here, again, I tend to think it's not as bad as it actually is.
[00:05:31.048 --> 00:05:33.608]  People think I exaggerate or use hyperbole.
[00:05:33.768 --> 00:05:34.989]  It's because you haven't read the documents.
[00:05:35.269 --> 00:05:43.931]  Usually, I'd say 19 times out of 20, things are much worse later as I learn more than my earlier assessments.
[00:05:45.117 --> 00:05:47.199]  We are under United Nations control.
[00:05:48.039 --> 00:05:48.480]  Period.
[00:05:48.940 --> 00:05:54.084]  This just isn't for some type of bio-release or some type of crisis.
[00:05:54.825 --> 00:05:55.706]  This is for everything.
[00:05:56.106 --> 00:05:59.308]  This is the North American Plan for Avian and Pandemic Influenza.
[00:06:00.669 --> 00:06:03.672]  And then you read deeper into it and it's basically everything.
[00:06:04.833 --> 00:06:09.877]  And I challenge you, just the footnotes is... how many pages is this?
[00:06:09.957 --> 00:06:12.559]  I forgot to... I get so busy reading and I don't even...
[00:06:14.702 --> 00:06:22.468]  Just the footnotes is 45 pages long and I said I read several hundred pages.
[00:06:22.988 --> 00:06:32.095]  I lost count after a hundred because there's all these sub addendums and links and hyperlinks and that's where you find the real meat and potatoes is when you read deeper.
[00:06:32.175 --> 00:06:40.422]  I read, speed read and scanned, a couple thousand pages for my new film Endgame that's coming out out of the SPP4 year releases.
[00:06:41.332 --> 00:06:52.439]  Of January of this year, and it says North American rule, North American government, carbon taxes, police state, gun control, Mexican trucks rolling across, you now see that happening.
[00:06:53.599 --> 00:06:57.221]  And of course they can get up on TV and say there's no SPP or North American Union.
[00:06:59.503 --> 00:07:02.685]  Because even I'm not going to read all of it, I cannot read all of it.
[00:07:03.125 --> 00:07:09.068]  But it's just, I read 500 pages of it, let's be conservative, I probably read 500 pages of thousands and thousands, let's call it 10,000 pages total.
[00:07:11.600 --> 00:07:19.204]  And it was just all, it was just one page after the next was worse than the last, so... I just, I don't even know what to say anymore.
[00:07:19.644 --> 00:07:21.265]  And the general public is not aware of this.
[00:07:21.546 --> 00:07:40.636]  By the way, in the second hour, I'm going to talk about the mass psychosis, the mass cult system that has the United States, Europe, and much of the world literally in a stranglehold, and that is sports.
[00:07:42.521 --> 00:07:44.623]  And I'm not even picking a bone with sports itself.
[00:07:44.663 --> 00:07:49.326]  I think sports are great, and it's good for you, and it's normal to go out and watch a ball game.
[00:07:49.587 --> 00:07:53.670]  But what it's become is completely sick, and it's by design.
[00:07:54.110 --> 00:07:57.073]  The globalists write and talk about how it's controlling you.
[00:07:58.254 --> 00:07:59.615]  And so I'm going to lay her in the next hour.
[00:07:59.635 --> 00:08:02.297]  It's been probably ten minutes breaking that down, because it ties into all this.
[00:08:02.337 --> 00:08:04.278]  I was at my parents' last night watching the UT game.
[00:08:04.298 --> 00:08:04.959]  I was enjoying it.
[00:08:05.840 --> 00:08:07.781]  And it's been about a year since I've watched the games.
[00:08:07.821 --> 00:08:08.782]  I've just been too busy.
[00:08:08.942 --> 00:08:10.583]  And I was sitting there, guilty, watching.
[00:08:10.603 --> 00:08:11.364]  And I was going, my God!
[00:08:12.899 --> 00:08:15.399]  The United States is literally ending right now, as we know it.
[00:08:15.920 --> 00:08:18.260]  The economy is being set up for a fall by design.
[00:08:18.980 --> 00:08:22.421]  I should be writing a story, and I realize, well, I just can't work all the time.
[00:08:22.621 --> 00:08:25.541]  But see, I'm kind of on the other extreme of working too much to fight tyranny.
[00:08:25.861 --> 00:08:27.762]  Well, how can you work too much to fight tyranny?
[00:08:28.522 --> 00:08:34.263]  Versus people who literally don't even know... One-fifth of Americans, by the way.
[00:08:34.283 --> 00:08:36.143]  It's not just young people, because I've seen the studies.
[00:08:36.583 --> 00:08:37.363]  Can't find the U.S.
[00:08:37.403 --> 00:08:37.823]  on a map.
[00:08:37.883 --> 00:08:40.764]  Eighty-plus percent don't know who the vice president is.
[00:08:41.571 --> 00:08:47.936]  All this week everybody was talking about Miss Teen USA, South Carolina, who was a babbling idiot.
[00:08:49.478 --> 00:08:52.040]  Well it's not just her, that's indicative of the rest of the country.
[00:08:52.440 --> 00:08:56.483]  There's just different versions of low-grade morons.
[00:08:56.523 --> 00:09:03.289]  So we'll pile that in coming up in the next hour, and of course you're welcome to call in about any of the three major subjects that I've thrown out.
[00:09:03.569 --> 00:09:09.354]  Massive gun control, the setup for the attack on Iran, and our top story that I'll cover when we get back.
[00:09:11.121 --> 00:09:12.722]  The big news, U.S.
[00:09:12.903 --> 00:09:14.084]  under U.N.
[00:09:14.364 --> 00:09:16.005]  law in health emergency.
[00:09:16.025 --> 00:09:18.207]  Big story up on pleasantplanet.com right now.
[00:09:18.487 --> 00:09:20.949]  Paul Watson put it out just today, just for this show.
[00:09:21.470 --> 00:09:22.470]  Bush's S.P.P.
[00:09:22.510 --> 00:09:27.875]  power grab sets stage for military to manage flu threats under U.N.
[00:09:27.915 --> 00:09:28.335]  command.
[00:09:28.355 --> 00:09:31.038]  We're going to break this down for you.
[00:09:31.078 --> 00:09:33.159]  This is how it happens.
[00:09:33.480 --> 00:09:34.981]  This is how it all happens.
[00:09:35.781 --> 00:09:38.364]  This is how the New World Order takes down the U.S.
[00:09:39.164 --> 00:09:40.025]  if we allow them to do it.
[00:09:40.868 --> 00:09:42.629]  I'm Alex Jones.
[00:09:42.890 --> 00:09:48.373]  This is our Sunday edition, syndicated by MS Communications in association with the GCN Radio Network.
[00:09:48.854 --> 00:09:49.454]  We'll be right back.
[00:10:03.795 --> 00:10:07.016]  It's here, after a year in production and traveling to distant lands.
[00:10:07.357 --> 00:10:09.277]  My new film Terror Storm is complete.
[00:10:09.658 --> 00:10:17.301]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:10:17.992 --> 00:10:25.017]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:10:25.438 --> 00:10:36.846]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:10:37.186 --> 00:10:40.849]  Terror Storm is a definitive guide to the history of government-sponsored terrorism.
[00:10:41.129 --> 00:10:43.091]  It's an anthology of government crimes.
[00:10:43.411 --> 00:10:47.254]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:10:47.835 --> 00:10:55.289]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:11:00.305 --> 00:11:06.507]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[00:11:06.967 --> 00:11:14.730]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[00:11:15.090 --> 00:11:22.952]  Is this a flaw free enterprise, or is our monetary unit, we call the Federal Reserve Note, forcing us into perpetual debt, ensuring inflation and higher taxes?
[00:11:23.252 --> 00:11:28.014]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[00:11:28.334 --> 00:11:33.040]  Congressman Ron Paul states it's what every American needs to know about central bank power.
[00:11:33.560 --> 00:11:37.424]  A gripping adventure into the secret world of international banking cartel.
[00:11:37.925 --> 00:11:38.946]  Hi, this is Ted Anderson.
[00:11:39.006 --> 00:11:43.051]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[00:11:43.491 --> 00:11:47.893]  Call 1-800-686-2237 and order a copy today.
[00:11:48.393 --> 00:11:50.954]  It's critical that the public be made aware of the system.
[00:11:51.394 --> 00:11:53.155]  Call and order your copy today at 1-800-686-2237.
[00:11:53.175 --> 00:11:53.395]  That's 1-800-686-2237.
[00:12:04.787 --> 00:12:06.588]  Hi, Steve Shank, Fearless Task Force.
[00:12:07.108 --> 00:12:08.869]  Sure, you've got a mortgage and credit cards.
[00:12:09.169 --> 00:12:12.311]  Your debt creation is probably the smartest thing you've ever done.
[00:12:12.771 --> 00:12:14.392]  How would it be to find $75,000, $150,000, $200,000 or more you never knew you had?
[00:12:17.759 --> 00:12:22.203]  Now the task force has strategies to make these debts into virtual savings accounts.
[00:12:22.743 --> 00:12:25.085]  Ben Franklin said, a penny saved is a penny earned.
[00:12:25.705 --> 00:12:34.172]  By doing nothing more than you're doing right now, because you've used your credit, the right strategies can make the debt part of your financial life the smartest thing you've ever done.
[00:12:34.692 --> 00:12:37.394]  Oh, by the way, your strategies cost you nothing out of pocket.
[00:12:38.055 --> 00:12:40.857]  Go ahead and check out the debt elimination scams if you'd like to.
[00:12:41.377 --> 00:12:45.821]  You wouldn't take money from a loan shark, so you may not want to give your money to a debt shark.
[00:12:46.553 --> 00:12:50.077]  For an understanding of what a financial genius you truly are, call 800-409-5633.
[00:12:50.097 --> 00:12:50.938]  On the web, MyDebtFreePath.com.
[00:12:50.958 --> 00:12:50.998]  800-409-5633.
[00:13:00.640 --> 00:13:03.581]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:13:03.741 --> 00:13:08.962]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:13:09.262 --> 00:13:14.563]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:13:14.983 --> 00:13:16.084]  Hi, this is Alex Jones.
[00:13:16.444 --> 00:13:25.306]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:13:25.766 --> 00:13:27.368]  Now compare a Calben Pure Soap.
[00:13:27.608 --> 00:13:31.793]  All natural, earth friendly, no harsh chemicals, no animal testing.
[00:13:31.833 --> 00:13:36.458]  They're safe and you save 85% of the money you're spending on cleaning products now.
[00:13:36.839 --> 00:13:38.921]  Start saving over $1,000 a year for your family of four.
[00:13:40.663 --> 00:13:41.423]  Keep it natural.
[00:13:41.744 --> 00:13:45.345]  Call CalBed Pure Soap for a free catalog at 1-800-340-7091.
[00:13:45.826 --> 00:13:49.868]  Or log on to 5starsoap.com.
[00:13:50.128 --> 00:13:55.651]  Try CalBed Pure Soaps, and I'll bet you'll never use any other cleaning products again.
[00:13:55.931 --> 00:14:03.254]  Call 1-800-340-7091 for all your cleaning needs.
[00:14:03.275 --> 00:14:08.117]  You're listening to GCN, the Genesis Communications Radio Network.
[00:14:11.420 --> 00:14:18.443]  Coming to you from the capital of Texas, we're talking the truth coast to coast and worldwide.
[00:14:18.943 --> 00:14:23.145]  This is the Alex Jones Show.
[00:14:24.606 --> 00:14:25.906]  I don't know, man.
[00:14:25.946 --> 00:14:28.348]  That ministry coming in gets me fired up!
[00:14:28.788 --> 00:14:29.468]  Crank it up!
[00:14:29.768 --> 00:14:31.329]  The new world order!
[00:14:43.183 --> 00:14:47.387]  You know, the dead residents are going to be pretty popular.
[00:14:47.407 --> 00:14:47.627]  That's it.
[00:14:48.047 --> 00:14:49.508]  A-level band playing at the big 9-11.
[00:14:49.529 --> 00:14:52.851]  The members are going to be having them in New York next weekend.
[00:14:52.891 --> 00:14:53.272]  I'll be there.
[00:14:53.292 --> 00:14:54.553]  I'll be calling them live to the show.
[00:14:55.374 --> 00:14:57.575]  And it looks like Ministry is going to be there.
[00:14:58.676 --> 00:14:59.637]  Immortal Technique.
[00:15:02.600 --> 00:15:04.641]  Yeah, we're still waiting on Dave Mustang.
[00:15:05.102 --> 00:15:06.323]  He has his new album.
[00:15:06.363 --> 00:15:07.844]  It's all about Megadeth.
[00:15:07.884 --> 00:15:09.446]  All about the New World Order carrying out 9-11.
[00:15:10.646 --> 00:15:11.827]  You're talking to him, though, Trey.
[00:15:12.247 --> 00:15:14.188]  Trey doesn't just run the show in here on the weekend.
[00:15:14.788 --> 00:15:17.309]  He pulls double-duty doing that, but he produces during the week.
[00:15:17.770 --> 00:15:20.991]  Yeah, we're pretty close to getting the, uh... Don't give out our secrets.
[00:15:21.151 --> 00:15:25.413]  Oh, were you just talking to me just a minute ago?
[00:15:25.433 --> 00:15:26.434]  You're talking to me, alright.
[00:15:27.074 --> 00:15:28.815]  Okay, let me get serious here.
[00:15:29.335 --> 00:15:31.216]  I got Mario in New York disagrees with me.
[00:15:31.537 --> 00:15:34.938]  Should I go to Mario right now, since he disagrees with everything I talk about?
[00:15:35.979 --> 00:15:39.220]  Or should I get into Bush-Krisis-Skid for U.N.
[00:15:39.260 --> 00:15:40.281]  pandemic power grab?
[00:15:44.762 --> 00:15:46.622]  Six one way, half a dozen another.
[00:15:47.123 --> 00:15:48.343]  Mario could be tricking us.
[00:15:48.383 --> 00:15:49.683]  He might just want to get on first.
[00:15:49.963 --> 00:15:50.803]  Yeah, who knows?
[00:15:50.863 --> 00:15:52.024]  We'll see here.
[00:15:52.484 --> 00:16:05.446]  Let me just go ahead and, you know what, before I get into our government being under UN control, which it is, by the way, I want to get into the whole architecture of that and explain and give you the evidence, not just make that claim.
[00:16:06.667 --> 00:16:08.327]  Here's Reuters today.
[00:16:10.111 --> 00:16:11.532]  This is Reuters today.
[00:16:11.552 --> 00:16:14.793]  Headline, Mexico Trucks to Roll on U.S.
[00:16:14.813 --> 00:16:15.313]  Highways.
[00:16:15.473 --> 00:16:20.695]  Now, you read in here, it says, the Bush administration can proceed with a plan to open the U.S.
[00:16:20.755 --> 00:16:22.455]  border to long-haul Mexican trucks.
[00:16:22.495 --> 00:16:23.936]  By the way, ours can't go down there, though.
[00:16:24.776 --> 00:16:31.879]  As early as next week, after an appeals court rejected a bid by a labor consumer, an environmental interest, to block the initiative.
[00:16:33.159 --> 00:16:38.941]  And it goes on to say that a special international tribunal ordered the Bush administration to do so.
[00:16:41.318 --> 00:16:45.819]  And it just says, it goes on to say that we are under the International Tribunal.
[00:16:46.139 --> 00:16:47.320]  That is Reuters.
[00:16:48.120 --> 00:16:49.880]  R-E-U-T-E-R-S.
[00:16:50.421 --> 00:16:51.621]  Some people call it Reuters.
[00:16:52.361 --> 00:16:54.021]  Now, there is Reuters right there.
[00:16:54.041 --> 00:16:56.442]  Now, see, that's global government.
[00:16:56.762 --> 00:17:00.883]  That's an international, unelected tribunal of the World Trade Organization.
[00:17:01.263 --> 00:17:03.104]  Folks, do you know when the World Trade Organization was set up?
[00:17:03.124 --> 00:17:04.144]  Do you know who set it up?
[00:17:04.324 --> 00:17:05.165]  Do you know it's private?
[00:17:05.185 --> 00:17:06.865]  Do you know it was set up by the Bilderberg Group?
[00:17:07.674 --> 00:17:10.016]  Do you know that it can... Here's another example.
[00:17:10.096 --> 00:17:19.142]  Under Kyoto, which Bush now says he's going to sign a new version of, as we told you he would always do because we got the SPP documents and it was all a fraud when he claimed he was against it.
[00:17:19.562 --> 00:17:21.283]  That was just while they shut it up covertly.
[00:17:21.303 --> 00:17:24.005]  Again, because he's bought and paid for the single venomiality.
[00:17:24.985 --> 00:17:28.087]  Left-right paradigm, better shatter it right now if you want to save the country, folks.
[00:17:28.388 --> 00:17:29.889]  They own all the horses in the race.
[00:17:31.670 --> 00:17:36.353]  Except for Ron Paul, they're trying to lame him up right now.
[00:17:38.326 --> 00:17:42.228]  But it's only a bunch of three-pinning nails and a stall for the race.
[00:17:42.248 --> 00:17:44.970]  Nobody steps on one and goes lame, but it isn't going to work.
[00:17:45.030 --> 00:17:46.310]  But I'm already digressing here.
[00:17:46.390 --> 00:17:52.274]  See, I can prove each little piece of this, and that's what's so frustrating, is it takes a lot of research and time to vet all this, which we've done.
[00:17:52.654 --> 00:18:01.018]  And I know you're just out driving along in your car in upstate New York, or Kansas, or Tennessee, or Southern California, or wherever, and you're just, oh, that guy's a nut.
[00:18:01.459 --> 00:18:02.699]  The government loves us.
[00:18:02.759 --> 00:18:03.560]  Everything's fine.
[00:18:03.580 --> 00:18:05.301]  Well, let me give you a big, fat newsflash.
[00:18:06.041 --> 00:18:07.322]  This country's a Christmas hog.
[00:18:08.258 --> 00:18:11.941]  And we're getting hauled up right now by hooks about to have our throats slit.
[00:18:13.162 --> 00:18:14.904]  They already put a 22 round in our head.
[00:18:16.205 --> 00:18:19.027]  Okay, so we're not doing too well.
[00:18:20.268 --> 00:18:23.430]  And that shiny knife isn't a Christmas present they got out for us.
[00:18:24.471 --> 00:18:26.373]  And that's the point we've come to in all of this.
[00:18:26.433 --> 00:18:29.115]  So under Kyoto,
[00:18:31.852 --> 00:18:33.093]  China doesn't have to make cuts.
[00:18:33.313 --> 00:18:36.075]  Mexico doesn't have to make cuts in greenhouse emissions.
[00:18:36.335 --> 00:18:38.257]  Predominantly CO2, carbon dioxide.
[00:18:39.858 --> 00:18:41.139]  India doesn't have to make cuts.
[00:18:42.580 --> 00:18:48.364]  Only 15 western nations have to make cuts.
[00:18:48.885 --> 00:18:53.068]  And by the way, it's not a cut, you just pay a tax for your carbon emissions.
[00:18:55.285 --> 00:18:57.207]  Now, how is that even a fair global government?
[00:18:57.427 --> 00:18:59.249]  No one asked us if we wanted a global government.
[00:18:59.750 --> 00:19:01.472]  When we do complain, they say it doesn't exist.
[00:19:01.912 --> 00:19:09.621]  But if you go out and read the actual documents and treaties and agreements and bilateral agreements, it's all there, black and white, thousands and thousands of pages.
[00:19:11.978 --> 00:19:14.139]  All the films and books written about it from both sides.
[00:19:14.339 --> 00:19:19.182]  There's more books written by the globalists how great their global government is than there are by us saying it's bad.
[00:19:19.242 --> 00:19:25.545]  But then they know you're dumbed down and that you don't read, and so they just tell you in the news, oh, honey, honey, go to sleep.
[00:19:26.146 --> 00:19:30.388]  Go ahead and suck your thumb, baby, want a sugar, sugar tit.
[00:19:30.428 --> 00:19:32.029]  You're just so good.
[00:19:32.609 --> 00:19:35.711]  We're going to take really good care of you.
[00:19:43.435 --> 00:19:43.936]  You're kidding.
[00:19:45.637 --> 00:19:46.697]  Actual, real Troy.
[00:19:48.518 --> 00:19:50.399]  Oh my gosh, this is a doubleheader.
[00:19:53.201 --> 00:19:58.564]  Troy's daddy runs a car dealership up in Nitro, West Virginia.
[00:19:59.725 --> 00:20:03.107]  And Troy literally spends
[00:20:04.364 --> 00:20:12.628]  Just constant, all over the internet attacking, magic boards attacking, calling into the show attacking, and one day he called in a prank call, but he did it off the network lines at the office.
[00:20:13.048 --> 00:20:14.889]  There's not caller ID on the call-in lines.
[00:20:14.969 --> 00:20:16.369]  There's caller ID on the network lines.
[00:20:16.669 --> 00:20:21.732]  They transferred him over, and he prank called, saying he was a guest, and got on the guest line and did it.
[00:20:22.112 --> 00:20:24.753]  And so I gave the number out to the dealership.
[00:20:25.433 --> 00:20:33.457]  Uh, Troy, I'm gonna let you on the air, if it's really Troy, but I want to warn you, if you do any pranking, or if I have to delay you out because of any
[00:20:34.156 --> 00:20:36.037]  We have global government upon us.
[00:20:36.057 --> 00:20:38.177]  We are being regulated.
[00:20:38.257 --> 00:20:39.918]  And here you have the American people.
[00:21:00.291 --> 00:21:08.395]  Not wanting Mexican trucks with all of their problems and all of their corruption and all the drugs that are already pouring across the border and the rest of it.
[00:21:08.715 --> 00:21:16.299]  I mean, you try driving in Mexico and you're an American, half the time the government steals your car and puts you in jail for three months and sucks all the money out of you.
[00:21:16.459 --> 00:21:17.360]  And it's a one-way deal.
[00:21:17.380 --> 00:21:18.540]  Our trucks can't go down there.
[00:21:19.381 --> 00:21:20.081]  But that's okay.
[00:21:20.101 --> 00:21:21.802]  We got a lot of Mexican trucks in here.
[00:21:22.802 --> 00:21:30.450]  And an international tribunal says so because Congress handed over its authority in the late 1990s to fast-track authority.
[00:21:30.891 --> 00:21:32.012]  That's global government.
[00:21:32.292 --> 00:21:35.215]  That's how the European Union formed its, quote, trade deals.
[00:21:35.255 --> 00:21:37.237]  And then they just merge all the bureaucracies.
[00:21:38.399 --> 00:21:40.020]  They destroy the nation's sovereignties.
[00:21:40.541 --> 00:21:43.284]  Well, now, under
[00:21:44.674 --> 00:21:45.774]  Emergency, U.S.
[00:21:45.834 --> 00:21:46.394]  under U.N.
[00:21:46.454 --> 00:21:48.675]  law and health emergency, versus S.P.P.
[00:21:48.695 --> 00:21:51.535]  power grabs such states from military to manage flu threats.
[00:21:51.575 --> 00:21:52.876]  I'm going to cover this when we get back from break.
[00:21:53.176 --> 00:21:54.756]  And Bruce Gleason's skids for U.N.
[00:21:55.036 --> 00:21:56.376]  pandemic power grab.
[00:21:56.836 --> 00:21:59.517]  Right now, I've just got to see if it's Troy.
[00:21:59.537 --> 00:22:02.277]  Troy even trumps Mario, who says he disagrees.
[00:22:03.038 --> 00:22:09.179]  So let's go to Troy from Nitro, West Virginia, if it's really Troy.
[00:22:09.199 --> 00:22:09.999]  Let's see if it really is.
[00:22:10.863 --> 00:22:16.505]  Uh, I can recognize that voice right out of Deliverance Central casting at any time.
[00:22:16.525 --> 00:22:18.525]  Uh, oh, oh, we gotta get a break!
[00:22:18.785 --> 00:22:21.186]  Okay, uh, Troy?
[00:22:21.246 --> 00:22:22.006]  Look, you're up next!
[00:22:22.026 --> 00:22:23.707]  You're up at bat next!
[00:22:23.827 --> 00:22:28.328]  Any untoward behaviors, we're gonna have to talk about proper.
[00:22:28.468 --> 00:22:31.609]  And by the way, we know you really want to fire from a dealership.
[00:22:32.865 --> 00:22:37.128]  My daddy's gonna get mad at you for doing this.
[00:22:37.148 --> 00:22:39.389]  Poor Troy's 20 years old and still wears diapers.
[00:22:40.189 --> 00:22:40.970]  Just joking.
[00:22:41.350 --> 00:22:42.190]  He'll be right back.
[00:22:42.210 --> 00:22:45.372]  PrisonPlanet.com is the website.
[00:22:45.612 --> 00:22:46.733]  I'm fighting for freedom!
[00:22:47.533 --> 00:22:48.454]  I love America!
[00:22:48.674 --> 00:22:49.555]  I'm Alex Jones!
[00:23:02.512 --> 00:23:13.781]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
