[00:00:11.578 --> 00:00:12.919]  He stands for truth.
[00:06:54.343 --> 00:07:01.086]  Just restating this, I know most of the audience is well-versed, but a lot of people listening don't know, so I'm filling them in on the back side of the story, the history.
[00:07:02.874 --> 00:07:05.935]  4.3 million raised a record in one day.
[00:07:05.995 --> 00:07:11.416]  Now, post-primary, Kerry raised 6.1 million in 2004 for that election.
[00:07:11.436 --> 00:07:13.237]  This is set to break the all-time record.
[00:07:13.257 --> 00:07:17.778]  If another $2,200,000 comes in by midnight Eastern, in the next 6-7 hours, my friends, we are looking.
[00:07:29.045 --> 00:07:30.326]  At an all-time record.
[00:07:30.346 --> 00:07:32.868]  And these aren't, you know, big PACs giving millions.
[00:07:32.908 --> 00:07:35.950]  These aren't big defense contractors and central banks giving money.
[00:07:36.350 --> 00:07:42.714]  This is, on average, $95 donations to the Ron Paul campaign.
[00:07:43.014 --> 00:07:45.936]  The maximum, of course, is $2,300 for an individual.
[00:07:45.956 --> 00:07:58.585]  So if you want to be part of the Boston Tea Party in 2007, you better get on over to PrisonPlanet.com and link through over to the RonPaul2008.com website and see all those numbers and track that as it develops.
[00:08:00.161 --> 00:08:01.421]  We've seen some spin.
[00:08:01.841 --> 00:08:15.104]  Ron Paul won the California Straw Poll, so they shut it down and openly said, this is in the San Francisco Chronicle, they even shot video of it a week and a half ago, they just said, sorry, Ron Paul's won, we're not going to issue the straw poll, we're shutting it down.
[00:08:15.664 --> 00:08:22.525]  He won in Virginia, he's won almost every poll, he was winning according to multiple papers who even shot video of this.
[00:08:22.785 --> 00:08:23.045]  The St.
[00:08:23.085 --> 00:08:27.826]  Petersburg Times, chiefly, they put it on YouTube, papers now do that, trying to be competitive, that's great.
[00:08:28.586 --> 00:08:49.021]  And they showed, Citizens also shot video and showed the same thing, that they told Ron Paul supporters only one ticket, but the Republican Party of Florida said it's a private group, we can do whatever we want, and publicly gave literal bags of tickets to Mitt Romney supporters, the establishment individual, and they were allowed to vote on video, one person, fifteen times.
[00:08:49.481 --> 00:08:52.863]  Children who were a few years of age, five years old, were allowed to vote.
[00:08:53.124 --> 00:08:56.686]  The rules said eighteen and older, and you had to have a Florida license.
[00:08:56.726 --> 00:08:57.587]  That was not the case
[00:08:58.576 --> 00:08:59.317]  For Mitt Romney.
[00:08:59.377 --> 00:09:00.817]  Everybody else can only vote once.
[00:09:00.877 --> 00:09:01.758]  Ron Paul was winning.
[00:09:01.998 --> 00:09:02.899]  Double-digit numbers.
[00:09:03.139 --> 00:09:09.262]  They come in and say, sorry, no one but Romney can vote more than once.
[00:09:09.663 --> 00:09:10.983]  This was in the papers.
[00:09:11.043 --> 00:09:12.724]  This is on video.
[00:09:13.125 --> 00:09:17.347]  If you don't think there's not cheating and chicanery and manipulation going on, you're crazy.
[00:09:17.807 --> 00:09:20.829]  Of the hundreds of polls where they say Ron Paul doesn't show up, there's a wrinkle.
[00:09:21.089 --> 00:09:22.010]  Go look the polls up.
[00:09:22.993 --> 00:09:24.816]  They don't ask you about Ron Paul.
[00:09:24.996 --> 00:09:25.897]  He's not included.
[00:09:26.237 --> 00:09:27.899]  Of course he's not winning those polls.
[00:09:28.380 --> 00:09:32.705]  Glenn Beck, Bill O'Reilly on Fox just had a poll Friday.
[00:09:33.166 --> 00:09:34.287]  No Ron Paul in it.
[00:09:34.668 --> 00:09:36.530]  Of course he's not showing up in the polls.
[00:09:37.091 --> 00:09:41.296]  These are polls where he isn't allowed to be in the race.
[00:09:42.347 --> 00:09:43.967]  We'll be right back, ladies and gentlemen.
[00:09:44.287 --> 00:09:49.408]  There's also talk from intel sources of the establishment discussing assassinating Congressman Ron Pauls.
[00:09:49.728 --> 00:09:51.229]  Details at PrisonPlanet.com.
[00:09:51.429 --> 00:09:52.149]  We'll be right back.
[00:09:52.629 --> 00:09:53.629]  It is a big idea.
[00:09:53.789 --> 00:09:54.829]  A new world order.
[00:09:54.889 --> 00:09:58.510]  In the near future, Earth is dominated by a powerful government.
[00:10:10.302 --> 00:10:13.064]  It's known as the Bilderberg Theory.
[00:10:13.124 --> 00:10:15.305]  Could their objective be world domination?
[00:10:15.905 --> 00:10:18.367]  For thousands of years, their dark order grew.
[00:10:19.087 --> 00:10:26.471]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:10:29.453 --> 00:10:34.396]  For the first time in history, the elite's plan for world government is blown wide open.
[00:10:34.896 --> 00:10:38.359]  You will learn the secret that drives the entire New World Order agenda.
[00:10:38.739 --> 00:10:40.841]  Bill of Rights is making great progress for the world.
[00:10:41.321 --> 00:10:42.462]  Most people have no idea.
[00:10:42.482 --> 00:10:43.263]  They're not after money.
[00:10:43.283 --> 00:10:44.324]  They have all the money they need.
[00:10:44.564 --> 00:10:45.265]  They're after power.
[00:10:45.525 --> 00:10:46.365]  That's what they're after.
[00:10:46.686 --> 00:10:51.229]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:10:51.449 --> 00:10:54.852]  Or watch it online right now at PrisonPlanet.tv.
[00:10:54.972 --> 00:10:55.813]  Endgame.
[00:10:56.173 --> 00:10:57.835]  Blueprint for global enslavement.
[00:10:58.195 --> 00:10:59.336]  You have been warned.
[00:10:59.836 --> 00:11:01.637]  Ted Anders for Midas, December 14, 2007.
[00:11:02.657 --> 00:11:09.600]  Gold 790, 70 ounce gold coins can be purchased for $814.67, $401.55 per half, $278 per quarter.
[00:11:09.620 --> 00:11:12.922]  That's $814.67, $401.55, and $278.
[00:11:14.143 --> 00:11:17.424]  For years, Ron Paul has taken the position to uphold constitutional rights.
[00:11:17.684 --> 00:11:21.886]  He's been branded by special interest groups as doctrinal, refusing to bend his values.
[00:11:22.206 --> 00:11:26.168]  I can only imagine the pressure applied by Congress as he stands alone for these principles.
[00:11:26.548 --> 00:11:28.388]  He has given up a medical career for this.
[00:11:28.869 --> 00:11:30.609]  Ron Paul is running for president.
[00:11:30.849 --> 00:11:36.851]  The ideas of strong currency, ending the war, defending the Constitution and protecting civil liberties are catching on.
[00:11:37.271 --> 00:11:44.052]  As a thank you, GCNlive.com, Midas Resources and I would like to send you a free copy of the Ron Paul Family Cookbook.
[00:11:44.392 --> 00:11:45.273]  Call 800-686-2237 for your free copy.
[00:11:45.333 --> 00:11:46.173]  Again, that's 800-686-2237.
[00:11:51.634 --> 00:11:54.738]  I hope his values are touching your heart as deep as they are mine.
[00:11:54.858 --> 00:11:57.360]  That's 800-686-2237.
[00:11:57.701 --> 00:11:59.443]  Thanks again for supporting Ron Paul.
[00:12:01.304 --> 00:12:01.805]  Hi neighbor.
[00:12:02.145 --> 00:12:07.651]  No matter when the time comes to survive on our food supply, every single one of us who have prepared will have two regrets.
[00:12:08.272 --> 00:12:13.998]  Even those who haven't wasted a single penny on Christmas, birthdays, and vacations in order to store all the food possible.
[00:12:14.751 --> 00:12:17.992]  Even those who have sold stuff and taken on part-time jobs to buy food.
[00:12:18.652 --> 00:12:21.932]  Even those who have traded their gold while it will still buy food.
[00:12:22.532 --> 00:12:25.913]  Yes, we will have been called stupid, crazy, and foolish.
[00:12:26.513 --> 00:12:31.034]  When folks won't be able to afford food and there won't be any food for any amount of money.
[00:12:31.754 --> 00:12:33.735]  We will still have two regrets.
[00:12:34.375 --> 00:12:37.715]  We will regret that we didn't get more serious about more food sooner.
[00:12:38.395 --> 00:12:41.256]  We will deeply regret that we didn't get enough food.
[00:12:42.054 --> 00:12:48.923]  Putting off emergency food preparations to celebrate the holidays will be the most dangerous decision that some of us will ever make.
[00:12:49.484 --> 00:12:51.146]  Call 800-409-5633 on the web eFoodsDirect.com 800-409-5633
[00:13:00.527 --> 00:13:01.168]  It's a fact.
[00:13:01.388 --> 00:13:08.873]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[00:13:08.993 --> 00:13:17.859]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[00:13:18.139 --> 00:13:28.666]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[00:13:28.926 --> 00:13:29.527]  We're good to go.
[00:13:46.869 --> 00:13:48.510]  877-943-8600.
[00:13:48.710 --> 00:13:50.331]  That's 877-943-8600.
[00:13:50.752 --> 00:13:54.114]  Or visit FDRS.org.
[00:13:54.254 --> 00:13:56.616]  Find out how you can break the cycle of debt slavery.
[00:13:56.796 --> 00:13:59.758]  Visit FDRS.org today.
[00:13:59.778 --> 00:14:06.803]  Thank you for listening to GCN.
[00:14:06.823 --> 00:14:12.907]  Visit GCNlive.com today.
[00:14:13.008 --> 00:14:14.449]  Raging for the truth.
[00:14:14.929 --> 00:14:16.370]  Exploding corruption.
[00:14:16.977 --> 00:14:20.099]  Dismantling the false left-right paradigm.
[00:14:20.679 --> 00:14:22.100]  He's Alex Jones.
[00:14:23.380 --> 00:14:24.641]  Your call is coming up in a moment.
[00:14:24.681 --> 00:14:29.223]  Ron Paul set the smash fundraising record for PrisonPlanet.com.
[00:14:29.263 --> 00:14:35.126]  Congressman set to raise at least $6 million, possibly $7 plus million today by Paul Watson.
[00:14:35.146 --> 00:14:45.852]  Presidential candidate Ron Paul is on course to smash the record for fundraising in one day and is likely to make anything up to $7 million by midnight as donors flood the campaign coffers at Tea Party Day.
[00:14:46.392 --> 00:14:51.494]  The campaign is set to make at least 6 million today, which would eclipse John Kerry's 5.7 million.
[00:14:51.834 --> 00:14:52.835]  You can find that number.
[00:14:52.875 --> 00:14:53.375]  Some numbers say 6.1.
[00:14:54.015 --> 00:14:54.595]  Let's beat that.
[00:14:55.035 --> 00:15:14.143]  In one day record, the Ron Paul campaign confirmed that 3 million, this is Paul wrote this an hour and a half ago, had been raised after the first 14 hours of the campaign, and that most people set to donate in the evening, the figure is likely to be at least double that, with some estimating he could rake in as much as 7 million and more than 20 million dollars total
[00:15:14.763 --> 00:15:15.084]  I think?
[00:15:33.437 --> 00:15:35.958]  No, this is not a November 5th group or a Boston Tea Party group.
[00:15:35.998 --> 00:15:36.758]  We pick those dates.
[00:16:01.764 --> 00:16:11.352]  While the congressman is set to break new ground again, it will be impossible to ignore this time around and should fully expect to see hit pieces come rolling in tomorrow.
[00:16:11.492 --> 00:16:13.533]  Actually, Paul, they're rolling in right now.
[00:16:13.594 --> 00:16:15.855]  Ron Paul raises millions in one day.
[00:16:16.136 --> 00:16:18.537]  Boston Tea Party event on November 5th.
[00:16:18.557 --> 00:16:22.781]  Supporters of Ron Paul raked in more than 4.2 million in donations in 24 hours.
[00:16:22.841 --> 00:16:24.142]  Most of them collected over the internet.
[00:16:24.182 --> 00:16:25.263]  So today they're at it again.
[00:16:25.923 --> 00:16:27.604]  Okay, so that's what's happening.
[00:16:27.924 --> 00:16:34.868]  Also, last time the media reported, the next day, the numbers from earlier during the campaign day to say, oh, he raised 1.5 mil.
[00:16:35.168 --> 00:16:37.089]  And then they never reported he raised 4.3.
[00:16:37.409 --> 00:16:40.391]  They play all sorts of games, ladies and gentlemen.
[00:16:40.631 --> 00:16:42.612]  They are publicly cheating him.
[00:16:42.872 --> 00:16:46.394]  They are publicly engaging in mass manipulation.
[00:16:46.454 --> 00:16:50.716]  Now, in polls where Congressman Paul has been included,
[00:16:51.465 --> 00:16:59.757]  He was showing up 4-5% three months ago, then 8% a month ago, now as high as 15% in New Hampshire and other key battleground states.
[00:17:00.258 --> 00:17:02.881]  And I wanted to remind everyone with some numbers.
[00:17:03.342 --> 00:17:05.926]  In early 1975, Jimmy Carter was polling at only 1%.
[00:17:06.927 --> 00:17:08.850]  He went on to win the presidency.
[00:17:09.330 --> 00:17:14.232]  In early 1987, Michael Dukakis was polling at 1% and he went on to win the Democratic nomination.
[00:17:14.532 --> 00:17:19.114]  In early 1991, Bill Clinton was at 2% as he went in to win the presidency.
[00:17:19.474 --> 00:17:19.894]  Remember that.
[00:17:19.934 --> 00:17:21.675]  He was at 2% in the first primaries.
[00:17:22.816 --> 00:17:25.117]  Rob Paul is at 15% in many polls.
[00:17:25.337 --> 00:17:26.857]  The other is at 9-10%.
[00:17:27.578 --> 00:17:27.938]  Okay?
[00:17:28.198 --> 00:17:31.939]  He has doubled his numbers and then doubled them again.
[00:17:31.999 --> 00:17:33.020]  From 2 to 4 to 8 to 10 to 12 to 14 to 15.
[00:17:37.894 --> 00:17:43.016]  And all the strategists have admitted that he is the strongest candidate against Hillary because he's anti-war.
[00:17:43.316 --> 00:17:45.176]  And he also brings Republicans and Libertarians.
[00:17:45.296 --> 00:17:48.257]  All the other Republicans are going to lose, ladies and gentlemen.
[00:17:48.557 --> 00:17:51.338]  The establishment Republicans are writing speeches for Hillary.
[00:17:51.538 --> 00:17:55.519]  The White House is already appointing former Clinton people to the State Department, to the Pentagon.
[00:17:55.819 --> 00:17:56.960]  They're advising Hillary.
[00:17:57.200 --> 00:17:58.560]  That's been in the Dallas Morning News.
[00:17:58.600 --> 00:17:59.720]  That's been in the Associated Press.
[00:17:59.740 --> 00:18:00.561]  People can't believe it.
[00:18:00.821 --> 00:18:01.481]  Just Google it.
[00:18:02.449 --> 00:18:05.931]  Just Google it, Bush advising Hillary, Republicans advising Hillary.
[00:18:07.032 --> 00:18:08.513]  You will find the mainstream articles.
[00:18:09.153 --> 00:18:12.976]  She's gotten more money from Republican donors than all the Republicans combined.
[00:18:13.496 --> 00:18:15.237]  Republican donors are giving to her.
[00:18:15.797 --> 00:18:20.841]  In fact, Michael Reagan has put out a report saying that Hillary would be better than Ron Paul.
[00:18:21.141 --> 00:18:22.662]  This is insane!
[00:18:23.382 --> 00:18:25.944]  They say he's crazy and the NAU doesn't exist.
[00:18:26.284 --> 00:18:29.626]  They say global taxes don't exist, though the U.S.
[00:18:29.646 --> 00:18:30.907]  just signed on to it Friday.
[00:18:31.957 --> 00:18:34.238]  Ron Paul is the only real candidate.
[00:18:34.458 --> 00:18:37.018]  He is the people's candidate.
[00:18:37.038 --> 00:18:39.799]  He has... Look at his Alexa web ratings.
[00:18:40.079 --> 00:18:42.599]  He's rated now 3,000 on the web.
[00:18:42.639 --> 00:18:43.220]  Hillary's like 40,000.
[00:18:45.200 --> 00:18:48.441]  I mean, Ron Paul's website's almost as big as the Drugs Report now.
[00:18:49.321 --> 00:18:51.841]  It isn't working, ladies and gentlemen.
[00:18:52.242 --> 00:18:54.322]  Their propaganda isn't working.
[00:18:55.091 --> 00:18:58.933]  Their fake man-made global warming, global tax propaganda isn't working.
[00:18:59.193 --> 00:19:04.776]  It's the same establishment that brought you fake WMD, Niger, Yellow Cake, uranium documents.
[00:19:05.136 --> 00:19:06.917]  Both parties work for the same people.
[00:19:07.197 --> 00:19:10.139]  The population is finally starting to find this out.
[00:19:10.499 --> 00:19:12.200]  Okay, let's go ahead and take your calls.
[00:19:12.240 --> 00:19:16.242]  I've got a lot of other analysis on Ron Paul coming up as well.
[00:19:16.502 --> 00:19:18.423]  But right now, let's go to John in Michigan.
[00:19:18.463 --> 00:19:19.324]  You're on the air, sir.
[00:19:19.364 --> 00:19:19.684]  Welcome.
[00:19:20.535 --> 00:19:21.416]  Hello, Alex.
[00:19:21.596 --> 00:19:21.896]  Yes, sir.
[00:19:22.236 --> 00:19:24.418]  Yeah, thank you for the great work you're doing.
[00:19:24.658 --> 00:19:27.360]  Look, I've been a Ron Paul supporter.
[00:19:27.380 --> 00:19:29.662]  I've donated $1,100 to his campaign.
[00:19:29.722 --> 00:19:30.823]  I've researched him.
[00:19:31.463 --> 00:19:35.086]  I've bought and read his last book on foreign policy.
[00:19:36.167 --> 00:19:39.349]  I just have one question that has turned me cold against Ron Paul.
[00:19:39.809 --> 00:19:45.494]  Why does he flat out deny against the mounting evidence that 9-11 was an inside job?
[00:19:45.914 --> 00:19:47.635]  Well, look, he's playing politics.
[00:19:48.216 --> 00:19:49.557]  I saw Ron Paul on The View.
[00:19:50.425 --> 00:19:54.966]  A few weeks ago, kind of sidestepping abortion and giving political answers.
[00:19:55.006 --> 00:19:55.846]  He's trying to win.
[00:19:55.866 --> 00:19:59.087]  I've never seen him do this before, but he's listening to his advisors.
[00:19:59.887 --> 00:20:02.388]  And he was a perfect 100 before that.
[00:20:02.408 --> 00:20:03.748]  He's about a 98 right now.
[00:20:04.008 --> 00:20:05.288]  He's founding Father Material.
[00:20:06.108 --> 00:20:07.969]  He's going on The View trying to get votes.
[00:20:08.129 --> 00:20:10.949]  And I mean, I've watched it with horror.
[00:20:11.349 --> 00:20:15.470]  He was kind of sidestepping it and it didn't look good.
[00:20:16.070 --> 00:20:17.051]  And I'm going to be honest here.
[00:20:17.091 --> 00:20:18.551]  It's all about I have to be
[00:20:19.747 --> 00:20:21.728]  You know, somebody who has integrity and just is honest with you.
[00:20:22.748 --> 00:20:26.009]  He'll come on my show and talk about government staging events.
[00:20:26.049 --> 00:20:29.090]  They could stage a provocation to go into Iran, Gulf of Tonkin.
[00:20:29.370 --> 00:20:30.991]  He talks about government staged events.
[00:20:31.771 --> 00:20:39.194]  But on 9-11, he's going with the orthodoxy, and I suppose that he really believes that, but then he spins it and says, they attacked us because we're over there.
[00:20:42.115 --> 00:20:46.256]  Look, he's not going to be perfect, and he's trying to get the mainline base.
[00:20:47.352 --> 00:20:50.293]  I, for one, am not going to ever compromise.
[00:20:51.514 --> 00:20:53.554]  And I'm here supporting Ron Paul.
[00:20:54.054 --> 00:20:57.156]  But at the same time, I disagree with him on net neutrality.
[00:20:57.476 --> 00:20:58.616]  I believe we need net neutrality.
[00:20:58.656 --> 00:21:02.417]  He's for it, but he says, but we can't have the government making laws over this.
[00:21:02.878 --> 00:21:06.319]  And so, you know, he comes back and says, I'm not for it.
[00:21:06.339 --> 00:21:07.619]  Well, that would shut the web down today.
[00:21:07.639 --> 00:21:12.761]  I mean, if Ron Paul had his way with net neutrality, and I understand his pure constitutional stance, this wouldn't be happening.
[00:21:13.556 --> 00:21:16.399]  You know, the powerful global forces are trying to shut down the web right now.
[00:21:16.619 --> 00:21:18.020]  People don't know Google Internet 2.
[00:21:18.601 --> 00:21:20.142]  Total control, total regulation.
[00:21:20.162 --> 00:21:22.084]  You wouldn't be able to get your own website.
[00:21:22.224 --> 00:21:24.927]  I mean, the end of the Internet, they're setting it all up right now.
[00:21:25.287 --> 00:21:28.610]  Kind of like they take an existing road, put toll roads on it, and make you pay to use it.
[00:21:28.890 --> 00:21:31.513]  That's just one facet to what's happening.
[00:21:31.533 --> 00:21:32.494]  So I disagree with him there.
[00:21:33.904 --> 00:21:36.868]  I agree with him on about 97-98% of the issues.
[00:21:37.048 --> 00:21:38.470]  He will control our borders.
[00:21:38.510 --> 00:21:39.711]  He's pro-Second Amendment.
[00:21:39.731 --> 00:21:42.394]  You know, they keep saying that Huckabee's pro-gun.
[00:21:42.434 --> 00:21:46.839]  He's got 22 votes out of 34 against the Second Amendment.
[00:21:47.139 --> 00:21:48.561]  They say Thompson's pro-gun.
[00:21:48.581 --> 00:21:50.763]  He's got 22 out of 30 plus.
[00:21:50.944 --> 00:21:51.905]  He's anti-gun.
[00:21:53.172 --> 00:21:58.116]  Ron Paul will get us out of the war when the other candidates will not do it on either side of the aisle.
[00:21:58.836 --> 00:21:59.917]  I mean, Ron Paul.
[00:21:59.957 --> 00:22:06.323]  We've got to just throw everything behind Ron Paul and not expect him to agree with us on every facet.
[00:22:07.504 --> 00:22:19.674]  The establishment is attacking him, they're cheating him, they're blocking him, they're censoring him, they're spinning everything he does and so we just need to be aware of that and understand that
[00:22:20.971 --> 00:22:22.832]  That he is the best thing out there.
[00:22:22.972 --> 00:22:24.192]  It's not a lesser of two evils.
[00:22:24.472 --> 00:22:29.614]  He's allowed to have his opinions on a couple issues that, frankly, the majority of the grassroots disagree with him on.
[00:22:30.454 --> 00:22:32.375]  Alright, we'll be right back with more calls.
[00:22:32.475 --> 00:22:34.936]  Franklin, Casey, and many others.
[00:22:35.396 --> 00:22:36.196]  I'm Alex Jones.
[00:22:36.276 --> 00:22:39.257]  It is the anniversary of the Boston Tea Party from 1773.
[00:22:39.437 --> 00:22:42.318]  Continual coverage of this and a lot more.
[00:22:42.679 --> 00:22:45.740]  We'll also get into the global tax, now passed, now being implemented.
[00:22:46.020 --> 00:22:46.600]  Stay with us.
[00:23:00.640 --> 00:23:05.944]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:23:06.144 --> 00:23:08.226]  Your source for free solar electricity.
[00:23:08.466 --> 00:23:15.572]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:23:15.712 --> 00:23:27.241]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[00:23:27.621 --> 00:23:35.006]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[00:23:35.266 --> 00:23:40.270]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[00:23:40.390 --> 00:23:45.413]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[00:23:45.693 --> 00:23:51.777]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[00:23:51.797 --> 00:23:55.840]  And tell them Alex Jones sent you.
[00:23:56.120 --> 00:23:57.381]  That's toll-free, triple
[00:24:01.424 --> 00:24:03.945]  What's better than a tiny tiger in your tank?
[00:24:04.205 --> 00:24:05.846]  A tornado under your hood!
[00:24:06.046 --> 00:24:11.790]  The Tornado is an easy-to-install, maintenance-free air twister designed to increase gas mileage.
[00:24:12.110 --> 00:24:16.433]  I personally commissioned independent tests to verify results in six vehicles.
[00:24:16.653 --> 00:24:19.175]  And all of them gained MPG with Tornado.
[00:24:19.315 --> 00:24:24.098]  With today's gas prices, it makes sense to cage the gas-saving power of a Tornado.
[00:24:24.278 --> 00:24:29.842]  Visit TornadoAir.com or pick up your Tornado at Checker, Shucks and Cragen today.
