[00:00:00.638 --> 00:00:01.739]  He stands for truth.
[00:06:09.486 --> 00:06:17.070]  We're talking about 17, 18 years since the Fairness Doctrine was overturned.
[00:06:17.070 --> 00:06:17.790]  Before that,
[00:06:18.652 --> 00:06:22.115]  Because they overturned it in 1988 and didn't go into effect until 1989.
[00:06:22.115 --> 00:06:33.404]  Before that, you didn't have free speech in this country in many respects, when it came to print media, when it came to broadcast media, and now they're trying to bring it back to the internet as well.
[00:06:33.404 --> 00:06:37.707]  They're doing the same thing in England, the same thing on the continent, in Europe.
[00:06:39.329 --> 00:06:43.152]  It is just absolutely incredible.
[00:06:43.152 --> 00:06:46.094]  So, again, 19 years ago this changed.
[00:06:46.094 --> 00:06:48.076]  18 years ago it went into effect.
[00:06:48.076 --> 00:06:49.477]  Some semblance of a First Amendment.
[00:06:49.477 --> 00:06:52.539]  That's free speech, ladies and gentlemen.
[00:06:52.539 --> 00:06:59.364]  And now they're having a frontal assault on it, and Bush is talking about signing it!
[00:06:59.364 --> 00:07:02.166]  Remember, Bush signed campaign finance reform.
[00:07:03.174 --> 00:07:04.455]  There's no reform about it.
[00:07:04.455 --> 00:07:12.042]  It doubled the money corporations could give, but then restricted the money that American citizens individually could give.
[00:07:12.042 --> 00:07:16.306]  So it actually restricted the people and empowered multinational corporations.
[00:07:16.306 --> 00:07:21.931]  There are two full-time lobbyists for each member of Congress.
[00:07:21.931 --> 00:07:24.794]  There is a full-time paid lobbyist plus
[00:07:25.748 --> 00:07:34.254]  For every single member of a state legislature in this country, and more than half of them are foreign registered lobbyists.
[00:07:34.254 --> 00:07:34.955]  Okay?
[00:07:34.955 --> 00:07:45.023]  So foreign governments and foreign corporations can lobby our government, but they're doing everything they can so the American people can't do it.
[00:07:45.023 --> 00:07:46.124]  Now let me tell you something.
[00:07:46.124 --> 00:07:54.430]  When they passed that campaign finance reform bill, it stated that I, and any other talk show host or any other website operator or news site or blogger,
[00:07:55.487 --> 00:07:58.990]  Shea couldn't interview the head of the NRA six weeks before an election.
[00:07:58.990 --> 00:08:00.511]  You know what we did?
[00:08:00.511 --> 00:08:04.434]  We said, you can take a hike and you can go right off the nearest cliff if you feel like.
[00:08:04.434 --> 00:08:06.896]  You can go fly a kite, jump in the lake, whatever you want to do.
[00:08:06.896 --> 00:08:09.098]  We're ignoring this, and we did ignore it.
[00:08:09.098 --> 00:08:10.579]  Everyone ignored it!
[00:08:10.579 --> 00:08:12.661]  And they were unable to implement it.
[00:08:12.661 --> 00:08:14.423]  Okay, I'll interview whoever I want.
[00:08:14.423 --> 00:08:18.946]  If I want to interview Ralph Nader right before the election, I didn't support him for president, but I interviewed him.
[00:08:18.946 --> 00:08:19.647]  I'm gonna do it!
[00:08:20.379 --> 00:08:24.041]  And if I want to interview Larry Pratt of Gun Owners of America, I'm going to do it!
[00:08:24.041 --> 00:08:25.742]  And let me tell you something else I'm going to do.
[00:08:25.742 --> 00:08:34.586]  I'm going to write whatever I want on the internet, I'm going to say whatever I want, and I don't care, you know, damn the torpedoes, we're going full steam ahead.
[00:08:34.586 --> 00:08:40.990]  This is the United States of America, and Hillary Clinton, or George Bush, or any, and they're all in business together.
[00:08:40.990 --> 00:08:45.672]  Don't delude yourselves, you know, don't be fooled by that dog and pony show.
[00:08:45.672 --> 00:08:47.253]  It is the elite against the people.
[00:08:47.253 --> 00:08:47.633]  By the way,
[00:08:48.726 --> 00:08:54.792]  Two separate Rupert Murdoch newspapers today have endorsed Hillary Clinton.
[00:08:54.792 --> 00:09:04.382]  Rupert Murdoch and Roger Ailes, the phony conservative kingmakers, they're there to control and manipulate the conservative movement and make sure it never helps take this country back.
[00:09:06.025 --> 00:09:22.898]  It came out three years ago that every week he has a two to four hour meeting with her, dinner with her, Ailes is there, they go on vacation together, he is pushing her for Senate, pushing her for President, but trying to keep it covert, and he thinks we're dumb, like we don't know the New York Post is owned by Murdoch, like we don't know the Times of London's owned by him.
[00:09:22.898 --> 00:09:26.561]  I got both of them right here in my hand, endorsing this witch!
[00:09:26.561 --> 00:09:28.663]  This liar!
[00:09:28.663 --> 00:09:29.864]  Unbelievable!
[00:09:29.864 --> 00:09:33.867]  We're onto you, voting conservatives, and we're gonna bring you down!
[00:09:34.660 --> 00:09:35.721]  Up with Ron Paul!
[00:09:35.721 --> 00:09:37.162]  Down with Hillary Clinton!
[00:09:37.162 --> 00:09:40.264]  Down with Newt Gingrich and all the rest of you open borders traitors!
[00:09:40.264 --> 00:09:41.365]  We'll be right back!
[00:09:41.365 --> 00:09:42.425]  I'm Alex Jones!
[00:10:01.246 --> 00:10:04.648]  We understand that decisions related to health can be overwhelming.
[00:10:04.648 --> 00:10:11.892]  That is why at ResearchedHerbs.com we take pride in offering you herbs whose safety and effectiveness have been proven time and time again.
[00:10:11.892 --> 00:10:25.560]  For example, did you know that LIV52, the top-selling natural herbal supplement for liver diseases since 1930, is backed by over 300 research studies and clinical trials and prescribed by more than 200,000 health professionals worldwide?
[00:10:25.560 --> 00:10:28.982]  In fact, the effectiveness of all the herbs featured on ResearchedHerbs.com
[00:10:29.716 --> 00:10:38.298]  Including those for cholesterol, blood pressure, diabetes, arthritis, cirrhosis, and hepatitis, among others, is extremely well documented.
[00:10:38.298 --> 00:10:45.539]  Our website, ResearchedHerbs.com, was created to empower you with the information and answers you need to make the right health decisions.
[00:10:45.539 --> 00:10:48.079]  Researched and proven herbs at great prices.
[00:10:48.079 --> 00:10:52.020]  Visit us online at ResearchedHerbs.com or call 1-800-845-3841 for more information.
[00:10:52.020 --> 00:10:52.320]  That's 1-800-845-3841.
[00:11:00.695 --> 00:11:04.760]  Have you ever felt like the United States government knows way too much about your financial affairs?
[00:11:04.760 --> 00:11:10.646]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[00:11:10.646 --> 00:11:11.767]  It makes me wonder if the U.S.
[00:11:11.767 --> 00:11:15.752]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[00:11:16.451 --> 00:11:30.257]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue Ruling 6045 of 1984, and the Trading with the Enemy Act in Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[00:11:30.257 --> 00:11:35.859]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[00:11:35.859 --> 00:11:41.762]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[00:11:42.522 --> 00:11:45.363]  Call for your free copy at 1-800-686-2237.
[00:11:45.363 --> 00:11:48.964]  When investing, always proceed with caution.
[00:11:48.964 --> 00:11:49.604]  Again, call 1-800-686-2237.
[00:11:49.604 --> 00:11:51.805]  Exercise your legal right to trade metals privately.
[00:11:51.805 --> 00:11:51.865]  1-800-686-2237.
[00:12:03.812 --> 00:12:07.334]  It's here, after a year in production and traveling to distant lands.
[00:12:07.334 --> 00:12:09.635]  My new film, Terror Storm, is complete.
[00:12:09.635 --> 00:12:17.979]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:12:17.979 --> 00:12:25.423]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:12:25.423 --> 00:12:28.764]  Terror Storm chronicles the lies that took us to war in Iran.
[00:12:28.764 --> 00:12:31.486]  A White House probe to disseminate fake news.
[00:12:31.486 --> 00:12:32.286]  NSA spying.
[00:12:32.802 --> 00:12:37.144]  Secret police torture, the latest 9-11 information, and much, much more.
[00:12:37.144 --> 00:12:41.126]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:12:41.126 --> 00:12:43.367]  It's an anthology of government crimes.
[00:12:43.367 --> 00:12:47.829]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:12:47.829 --> 00:12:54.813]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[00:13:00.350 --> 00:13:08.755]  For years you've been hearing about Herbal Healer Academy and how it's remained a leader in effective alternative and natural medicine and education.
[00:13:08.755 --> 00:13:12.297]  But how can they continue to hold that title for years on end?
[00:13:12.297 --> 00:13:15.739]  The answer is high quality and huge selection.
[00:13:15.739 --> 00:13:20.982]  Just visit HerbalHealer.com and shop online or request a free catalog.
[00:13:20.982 --> 00:13:23.324]  You're bound to find the alternative you're looking for.
[00:13:24.071 --> 00:13:29.257]  Did you know that Herbal Healer carries the latest, safest and effective weight loss products?
[00:13:29.257 --> 00:13:35.444]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[00:13:35.444 --> 00:13:37.065]  And don't forget your pets!
[00:13:37.065 --> 00:13:42.732]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows and birds.
[00:13:43.192 --> 00:13:50.074]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you needed.
[00:13:50.074 --> 00:13:55.455]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[00:13:55.455 --> 00:14:03.398]  HerbalHealer.com, working with the power of nature.
[00:14:03.398 --> 00:14:07.899]  You're listening to GCN, the Genesis Communications Radio Network.
[00:14:10.592 --> 00:14:14.374]  Corruption never had a worse enemy.
[00:14:14.374 --> 00:14:20.858]  You're locked into the Alex Jones Show.
[00:14:20.858 --> 00:14:22.459]  Welcome back, my friends.
[00:14:22.459 --> 00:14:27.502]  Toll-free number to join us, 877-590-5525.
[00:14:27.502 --> 00:14:28.643]  877-590-KLBJ.
[00:14:28.643 --> 00:14:32.906]  Orbs, locally in Central Texas, 836-0590.
[00:14:32.906 --> 00:14:34.627]  Joel, Todd, Jeff, many others.
[00:14:34.627 --> 00:14:37.689]  Let me get into your calls here in just a few minutes.
[00:14:37.689 --> 00:14:39.490]  I've got a lot here in front of me, a lot on my plate.
[00:14:40.808 --> 00:14:54.358]  There's this disgusting article out of the Times of London, there's another one out of the New York Post, about how wonderful Hillary is, and how good she is, and how she's a wonderful person, and how we all need to vote for her.
[00:14:54.358 --> 00:15:00.983]  Meanwhile, Rupert Murdoch's having campaign contribution events, raising her millions of dollars.
[00:15:00.983 --> 00:15:04.125]  I mean, the elite are really trying to position Hillary.
[00:15:05.137 --> 00:15:06.078]  Well, she's a woman!
[00:15:06.078 --> 00:15:07.979]  It's like Nancy Pelosi!
[00:15:07.979 --> 00:15:09.601]  Another traitor to America.
[00:15:09.601 --> 00:15:12.263]  Oh, since it's a woman, you can't be against her!
[00:15:12.263 --> 00:15:20.830]  And, oh, Bill Richardson has now announced the New Mexico governor who was involved in all the Clinton cover-ups.
[00:15:20.830 --> 00:15:21.510]  It's incredible!
[00:15:21.510 --> 00:15:22.451]  Meanwhile, Bush Sr.
[00:15:22.451 --> 00:15:28.856]  vacations with the Clintons and calls Clinton his surrogate son, and Hillary wants to expand the war.
[00:15:28.856 --> 00:15:30.117]  Hillary's for the Patriot Act.
[00:15:30.117 --> 00:15:31.599]  She voted for the domestic
[00:15:33.249 --> 00:15:34.510]  Security Enhancement Act.
[00:15:34.510 --> 00:15:39.733]  She voted for all of this legislation that has nothing to do with security and everything with a police stake.
[00:15:39.733 --> 00:15:40.954]  It's simple.
[00:15:40.954 --> 00:15:44.676]  The elite have circled the wagons against the people.
[00:15:44.676 --> 00:15:46.237]  It's happened all throughout history.
[00:15:46.237 --> 00:15:56.943]  They know we're waking up to their corruption, and they're trying to do everything they can to restrict our freedoms, restrict our free speech, while at the same time of the North American Union busting open our borders.
[00:15:56.943 --> 00:16:00.866]  And Bush right now, the Democratic-controlled Congress, is trying to pass
[00:16:01.924 --> 00:16:06.867]  The amnesty plan that they have repackaged as a guest worker program.
[00:16:06.867 --> 00:16:16.112]  As if 30 million, and that's the real number, illegal aliens in this country isn't enough to bring down the wages and bring down the sovereignty of this country.
[00:16:16.112 --> 00:16:24.877]  Also, they love all the illegal aliens becoming citizens because they have no history of freedom, and they'll pull the lever in the voting booth for gun control, socialism, you name it.
[00:16:25.868 --> 00:16:32.631]  But let me right now get into the First Amendment attacking issue that I discussed as a story that we put together up on InfoWars.net.
[00:16:32.631 --> 00:16:38.254]  But if you go read the article, again, every statement we make is sourced and linked to the legislation.
[00:16:38.254 --> 00:16:40.135]  Let me read some of this.
[00:16:40.135 --> 00:16:43.036]  Bloggers who criticize government may face prison.
[00:16:43.036 --> 00:16:47.178]  Bill would allow rounding up and imprisoning of non-registered political writers.
[00:16:48.973 --> 00:16:55.900]  And it goes on to say, you'd be forgiven for thinking that it was some new restriction on free speech in Communist China, but it isn't.
[00:16:55.900 --> 00:16:56.361]  The U.S.
[00:16:56.361 --> 00:17:04.670]  government wants to force bloggers and online grassroots activists to register and regularly report their activities to Congress and be under campaign finance laws.
[00:17:05.071 --> 00:17:05.471]  Let me go back.
[00:17:34.139 --> 00:17:46.290]  Even bloggers who communicate to 500 or more members of the public or policy matters to register and report quarterly to Congress the same as the big K Street lobbyist.
[00:17:46.290 --> 00:17:53.917]  Section 220 would amend existing lobbying reporting law by creating the most expansive intrusion on First Amendment rights ever.
[00:17:53.917 --> 00:17:59.382]  For the first time in history, critics of Congress will need to register and report with Congress itself.
[00:17:59.955 --> 00:18:04.000]  And it goes on to talk about the actual wording and the laws that we'll be under.
[00:18:04.000 --> 00:18:06.123]  That's current lobbying laws.
[00:18:06.123 --> 00:18:14.133]  So now, all of your free speech on the internet, and there also, there's an accompanying section on Talk Radio, of course, will have to be registered.
[00:18:14.133 --> 00:18:18.398]  If I say I don't like Hillary Clinton, oh, I've been political now!
[00:18:19.758 --> 00:18:21.779]  This is all political sleight of hand.
[00:18:21.779 --> 00:18:23.180]  Take churches 50 years ago.
[00:18:23.180 --> 00:18:29.503]  Did you know churches 50 years ago didn't have 501c3 and 501c4 tax exemptions?
[00:18:29.503 --> 00:18:37.187]  First Amendment says Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[00:18:37.187 --> 00:18:38.568]  Congress shall make no law!
[00:18:38.568 --> 00:18:39.748]  It has no power!
[00:18:39.748 --> 00:18:42.190]  But they just told churches, oh, it's a new regulation.
[00:18:42.190 --> 00:18:43.450]  Just fill out these forms.
[00:18:43.450 --> 00:18:44.011]  It's free.
[00:18:44.011 --> 00:18:46.252]  Send them in and you get your tax exemption.
[00:18:46.252 --> 00:18:48.333]  Churches have always had it since the founding of this country.
[00:18:48.860 --> 00:18:51.583]  But it was all just sleight of hand.
[00:18:51.583 --> 00:18:52.303]  It wasn't even a law.
[00:18:52.303 --> 00:18:53.064]  It was color law.
[00:18:53.064 --> 00:19:00.731]  Then they signed on to a contract with that tax exemption form and volunteered into the system.
[00:19:00.731 --> 00:19:02.093]  So it was a contract.
[00:19:02.093 --> 00:19:07.057]  They signed a civil contract with the state.
[00:19:07.057 --> 00:19:07.578]  And then now,
[00:19:08.146 --> 00:19:17.030]  I've had friends that go to Baptist churches bring me back letters they give them and say, don't talk about politics in the pews, don't talk about it at Sunday school, don't talk about it at church-sponsored dinners at steakhouses.
[00:19:17.030 --> 00:19:18.670]  Don't talk about who you're for!
[00:19:18.670 --> 00:19:21.112]  We could lose our exemption!
[00:19:21.112 --> 00:19:24.313]  I mean, now they're saying preachers don't have any free speech, and then the
[00:19:25.347 --> 00:19:27.688]  The parishioners don't have any free speech.
[00:19:27.688 --> 00:19:28.588]  It's the same thing with this.
[00:19:28.588 --> 00:19:31.069]  They just go, oh, we're just telling you to register.
[00:19:31.069 --> 00:19:35.130]  We're telling you that you can't interview people six weeks before an election.
[00:19:35.130 --> 00:19:36.311]  Nothing political anymore.
[00:19:36.311 --> 00:19:41.673]  They just tell you and we just go along with it.
[00:19:41.673 --> 00:19:43.213]  It's unbelievable.
[00:19:43.213 --> 00:19:44.774]  Of course we have free speech.
[00:19:44.774 --> 00:19:49.255]  Of course I can get on talk radio and talk about the people I support or the people I don't support.
[00:19:49.255 --> 00:19:53.276]  You can call in and talk about what you believe and what you think.
[00:19:53.276 --> 00:19:54.837]  It's so un-American.
[00:19:55.330 --> 00:19:59.471]  And both political parties are supporting this legislation.
[00:19:59.471 --> 00:20:00.212]  Why is that?
[00:20:00.212 --> 00:20:17.877]  Because with all the money that the telecommunications companies spent in 2006, in 2006 the Associated Press reported that over $150 million was spent by the big telecommunications companies, much of which are global by the way, aren't even U.S.
[00:20:17.877 --> 00:20:18.157]  based,
[00:20:18.826 --> 00:20:27.670]  In Congress, just federally, they're also lobbying at the state level to pass this new telecommunications package.
[00:20:27.670 --> 00:20:31.051]  Remember the end of net neutrality, the end of net freedom?
[00:20:31.051 --> 00:20:36.433]  And it failed by a couple votes because of our gargantuan grassroots resistance.
[00:20:37.031 --> 00:20:42.413]  They want to label your website, your blog, your MySpace account, everything you do.
[00:20:42.413 --> 00:20:44.434]  And see, they're not going to be able to shut it down individually.
[00:20:44.434 --> 00:20:46.955]  So they're going to go after ISPs, the Internet Service Providers.
[00:20:46.955 --> 00:21:01.581]  They're going to go after the radio stations, the radio networks, and they're going to have the executives of those companies implement this over the people that work in the talk radio industry and over people who have blogs and websites on a server at a telecommunications company.
[00:21:02.282 --> 00:21:04.043]  That's how they bring you this stuff.
[00:21:04.043 --> 00:21:08.446]  It isn't even laws, it's just all mumbo-jumbo.
[00:21:08.446 --> 00:21:17.173]  But then they will loop you into a law under campaign finance reform and add you into it, and that's where the criminal penalties come in.
[00:21:17.173 --> 00:21:20.315]  And you try to explain this to the average person, they just don't even have a clue.
[00:21:20.315 --> 00:21:24.558]  The basic question for everyone out there is, are you going to let them take your power away?
[00:21:25.942 --> 00:21:33.569]  To, in a yearly period, if you communicate with over 500 people on the internet, you are now a registered lobbyist.
[00:21:33.569 --> 00:21:36.351]  You have to register with them, and that's just the start.
[00:21:36.351 --> 00:21:39.755]  And more and more regulations will get piled on on top of this.
[00:21:39.755 --> 00:21:40.575]  No!
[00:21:40.575 --> 00:21:42.657]  I'm not going to go along with it, I'm not going to be part of it.
[00:21:42.657 --> 00:21:45.720]  Here's an analogy, here's something analogous to that locally.
[00:21:45.720 --> 00:21:51.205]  This morning I wanted to take my wife and children down and walk on the Greenbelt because the Barton Creek's got some water in it.
[00:21:51.986 --> 00:21:52.686]  I drove down there.
[00:21:52.686 --> 00:21:55.307]  Anytime it rains, any amount, they shut it all down.
[00:21:55.307 --> 00:21:56.307]  It's what control freaks do.
[00:21:56.307 --> 00:22:00.508]  It's to train you that the state and the government is in control of everything.
[00:22:00.508 --> 00:22:03.928]  There were probably 60 cars there.
[00:22:03.928 --> 00:22:05.369]  No one was following it.
[00:22:05.369 --> 00:22:07.289]  Families, you name it.
[00:22:07.289 --> 00:22:11.050]  Groups of children out on some type of field trip.
[00:22:11.050 --> 00:22:16.891]  There were hundreds of people down there, but the place we parked, 50, 60 cars, everybody just climbed the fence and went right in.
[00:22:16.891 --> 00:22:17.531]  It's the same thing.
[00:22:18.533 --> 00:22:22.336]  It's what the government's saying, and they did say, black people aren't human beings, they're slaves.
[00:22:22.336 --> 00:22:25.378]  Blacks finally said, no, I'm a human being, and I'm not your slave.
[00:22:25.378 --> 00:22:26.439]  It's natural law.
[00:22:26.439 --> 00:22:28.000]  It's God-given rights.
[00:22:28.000 --> 00:22:30.162]  Okay, we'll use the green belts if we want to.
[00:22:30.162 --> 00:22:31.763]  We'll have free speech if we want to.
[00:22:31.763 --> 00:22:35.886]  You can try to surveil us and control us and manipulate us, it isn't going to work.
[00:22:35.886 --> 00:22:39.089]  We'll come back, go right to your calls, get into a bunch of other news.
[00:22:39.089 --> 00:22:40.630]  I got tons of stuff.
[00:22:40.630 --> 00:22:44.353]  They're talking about a huge strike, even an invasion of Iran.
[00:22:44.353 --> 00:22:45.494]  We'll give you the details of that.
[00:22:53.015 --> 00:23:06.646]  Hi, I'm Joyce Riley and many of you know that for years I was a cardiovascular heart transplant nurse.
[00:23:06.646 --> 00:23:10.008]  Since that time I've educated myself on the importance of preventative care.
[00:23:10.008 --> 00:23:14.332]  It all begins with providing your heart and vascular system with building blocks for good health.
[00:23:14.332 --> 00:23:18.355]  Strauss Heart Drops is the original formula that was copied by others but never duplicated.
[00:23:18.955 --> 00:23:24.542]  Strauss Heart Drops were developed by a master herbalist, Jim Strauss, after he suffered a heart attack in 1979.
[00:23:24.542 --> 00:23:28.987]  His doctor said he would only survive if he had heart bypass surgery, and Jim said no.
[00:23:28.987 --> 00:23:33.712]  He developed Strauss Heart Drops, the formula that has been copied by others, but never been surpassed.
[00:23:33.712 --> 00:23:36.255]  Get the original Strauss Heart Drops, 4-ounce bottle, for only $79.99.
[00:23:37.817 --> 00:23:42.721]  Call the Power Hour at 877-817-9829.
[00:23:42.721 --> 00:23:44.422]  877-817-9829.
