[00:00:02.150 --> 00:00:03.150]  He stands for truth.
[00:06:01.774 --> 00:06:03.214]  A few cents an acre.
[00:06:03.614 --> 00:06:08.595]  And we came into Texas, because the Mexicans couldn't beat the Indians.
[00:06:08.995 --> 00:06:09.255]  Okay?
[00:06:09.375 --> 00:06:10.615]  This is just basic history.
[00:06:10.755 --> 00:06:12.116]  See, you don't know basic history.
[00:06:12.276 --> 00:06:13.776]  I've made a film about this.
[00:06:15.026 --> 00:06:15.386]  Okay?
[00:06:15.626 --> 00:06:18.307]  That's my whole point, is that you don't know.
[00:06:18.908 --> 00:06:29.072]  And then the Germans, at the end of World War II, were losing, so they financed Mexican rebels to attack four states simultaneously, and in one night, killed 23 U.S.
[00:06:29.952 --> 00:06:30.332]  citizens.
[00:06:30.592 --> 00:06:33.033]  By the way, they went into these towns and they just killed the whole families.
[00:06:33.574 --> 00:06:40.696]  Because the plan of San Diego said kill every gringo, every white person, 16 years of age and older.
[00:06:41.097 --> 00:06:42.197]  But they got out of control.
[00:06:42.217 --> 00:06:44.658]  It didn't matter if it was a two-year-old, they went ahead and blew their heads off.
[00:06:45.248 --> 00:06:47.590]  Now, they don't want you knowing about that, do they?
[00:06:48.050 --> 00:06:50.833]  No, Mexico doesn't want you to know.
[00:06:51.313 --> 00:06:57.138]  Then they were about to launch an attack during World War II and all that got stopped, because they put the Texas... What do you think the Texas Rangers are for?
[00:06:57.358 --> 00:06:59.620]  How do you think the Texas Rangers got founded?
[00:06:59.640 --> 00:07:02.563]  I mean, what do you think this is all about?
[00:07:02.603 --> 00:07:03.563]  This is about empire.
[00:07:03.603 --> 00:07:06.606]  There's always people trying to take this country over.
[00:07:08.428 --> 00:07:11.791]  By the way, Mexico, until the 1850s, was a lot smaller.
[00:07:11.991 --> 00:07:15.774]  It didn't even have large areas of Yucatan and other areas that belonged to Guatemala.
[00:07:15.974 --> 00:07:17.435]  There were two other little countries down there.
[00:07:19.817 --> 00:07:21.839]  Mexico doesn't let illegal aliens into their country.
[00:07:23.320 --> 00:07:24.581]  Mexican cops beat up U.S.
[00:07:24.601 --> 00:07:26.663]  citizens all the time and suck all the money out of them.
[00:07:28.064 --> 00:07:29.785]  I mean, listen, my wife speaks Spanish.
[00:07:29.826 --> 00:07:31.447]  She lived four years in Madrid, Spain.
[00:07:32.759 --> 00:07:38.443]  My wife, just in marvelment, will listen to Mexican radio and we'll drive along and look at the signs that are up all over the Southwest.
[00:07:39.004 --> 00:07:44.448]  I mean, it is all xenophobic, it is all La Raza, it is all... You know what Raza means?
[00:07:44.628 --> 00:07:44.968]  Race.
[00:07:45.649 --> 00:07:46.970]  Race this, race that.
[00:07:47.250 --> 00:07:52.774]  And I'm just sitting here going, look, this is serious business.
[00:07:53.615 --> 00:07:59.820]  And I'm not going to go along with it, I'm not going to play along with it anymore, I'm not going to play your political correct games here.
[00:08:00.868 --> 00:08:14.418]  If we've got 30 million illegal aliens that are going to be legalized under these amnesty plans, and they're allowed to bring 12 family members in over the next six years, and the first visit, if they do this, they are instantly given a green card and a social security number and allowed to apply for all the welfare.
[00:08:14.678 --> 00:08:16.559]  The country's already basically bankrupt.
[00:08:16.859 --> 00:08:23.064]  We can't afford this anymore, and that's why upwards of 71% of Hispanics stand with me.
[00:08:23.764 --> 00:08:27.787]  Frankly, I could care less what color you are, as long as you're pro-America.
[00:08:28.508 --> 00:08:28.788]  Okay?
[00:08:29.483 --> 00:08:30.785]  In fact, it's very painful to me.
[00:08:30.825 --> 00:08:34.091]  I've talked to these racist Mexicans that have had their racist rallies and stuff.
[00:08:34.131 --> 00:08:35.173]  The news all says it's great.
[00:08:36.135 --> 00:08:39.237]  And I'll be on the phone beforehand telling them I'm coming down to demonstrate and they go, you wouldn't dare.
[00:08:39.737 --> 00:08:41.138]  And I go, look, you know, it really hurts my feelings.
[00:08:41.158 --> 00:08:42.139]  I've got a lot of Hispanic friends.
[00:08:42.199 --> 00:08:43.420]  Oh, sure you do, gringo.
[00:08:43.440 --> 00:08:46.202]  And I'm like, you know, that's really painful that you're racist like that.
[00:08:46.762 --> 00:08:55.408]  And, uh, you know, see, political correctness says that this large portion, a large minority of these illegal aliens, hate this country, write about it, talk about it.
[00:08:55.448 --> 00:08:58.570]  Their radio stations are called The Rebel, The Invader.
[00:08:58.850 --> 00:09:01.972]  It's all ha ha ha, we're taking over, we're gonna get you.
[00:09:03.476 --> 00:09:07.099]  They teach this all over Mexico in textbooks for hundreds of years.
[00:09:07.619 --> 00:09:09.701]  And our government wants to get rid of the U.S.
[00:09:09.741 --> 00:09:11.502]  They want to set up a North American Union.
[00:09:12.043 --> 00:09:13.624]  Vicente Fox comes up here.
[00:09:14.125 --> 00:09:17.727]  The president before him said that they're taking over the U.S.
[00:09:17.767 --> 00:09:20.149]  That is a process of re-colonizing.
[00:09:20.470 --> 00:09:24.553]  I mean, this is Mexican presidents are saying they want to take over the U.S.
[00:09:25.494 --> 00:09:26.815]  The mayor of L.A.
[00:09:26.875 --> 00:09:28.756]  says that Mexico has conquered L.A.
[00:09:29.417 --> 00:09:30.878]  They attacked us with the Germans.
[00:09:32.003 --> 00:09:32.783]  I'm sick of it!
[00:09:32.883 --> 00:09:33.704]  I've had enough!
[00:09:34.304 --> 00:09:34.984]  I'm done!
[00:09:35.484 --> 00:09:36.284]  I'm through!
[00:09:36.944 --> 00:09:37.445]  Okay?
[00:09:38.065 --> 00:09:38.585]  Period!
[00:09:38.945 --> 00:09:40.446]  I'm not playing games anymore!
[00:09:41.426 --> 00:09:43.046]  Folks, if you would just discover history.
[00:09:43.166 --> 00:09:46.127]  The plan of San Diego.
[00:09:46.607 --> 00:09:48.828]  The plan of San Diego.
[00:09:49.634 --> 00:09:52.175]  Google that and Google Endgame Blueprint for Global Enslavement.
[00:09:52.335 --> 00:09:53.956]  We'll come right back with more of your calls.
[00:09:54.437 --> 00:09:55.657]  Stay with us.
[00:09:55.677 --> 00:09:56.378]  Oh, John's back!
[00:09:56.498 --> 00:10:00.940]  The best of Alex Jones on NewsRadio 590KL.
[00:10:01.340 --> 00:10:02.741]  It is a big idea.
[00:10:03.801 --> 00:10:04.862]  A new world order.
[00:10:05.582 --> 00:10:10.085]  In the near future, Earth is dominated by a powerful new government.
[00:10:10.445 --> 00:10:12.646]  It's known as the Bilderberg Group.
[00:10:13.306 --> 00:10:15.567]  Both their objective being world domination.
[00:10:16.068 --> 00:10:18.469]  For thousands of years, their dark order grew.
[00:10:19.236 --> 00:10:26.643]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:10:29.605 --> 00:10:34.550]  For the first time in history, the elite's plan for world government is blown wide open.
[00:10:35.063 --> 00:10:38.505]  You will learn the secret that drives the entire New World Order agenda.
[00:10:38.925 --> 00:10:41.427]  Bill of Rights is making great progress in the New World Order.
[00:10:41.467 --> 00:10:42.627]  Most people have no idea.
[00:10:42.647 --> 00:10:43.408]  They're not after money.
[00:10:43.428 --> 00:10:44.488]  They have all the money they need.
[00:10:44.689 --> 00:10:45.429]  They're after power.
[00:10:45.689 --> 00:10:46.690]  That's what they have to do.
[00:10:46.830 --> 00:10:51.372]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:10:51.592 --> 00:10:55.054]  Or watch it online right now at PrisonPlanet.tv.
[00:10:55.375 --> 00:10:55.935]  Endgame.
[00:10:56.315 --> 00:10:57.876]  Blueprint for global enslavement.
[00:10:58.336 --> 00:10:59.377]  You have been warned.
[00:11:00.220 --> 00:11:03.841]  When making important financial decisions, you should always know the facts.
[00:11:04.141 --> 00:11:07.642]  That's why Midas Resources is willing to pay you to read the facts.
[00:11:07.942 --> 00:11:16.805]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[00:11:17.145 --> 00:11:21.086]  Midas Resources offers a host of services and stands behind their products.
[00:11:21.186 --> 00:11:25.587]  In fact, if you call and order their free Midas Report, Midas Resources will pay you.
[00:11:26.227 --> 00:11:31.670]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[00:11:31.870 --> 00:11:37.193]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[00:11:37.473 --> 00:11:38.594]  So what are you waiting for?
[00:11:38.794 --> 00:11:41.896]  Get the facts and call Midas Resources toll free at 888-292-2709.
[00:11:41.956 --> 00:11:42.236]  That's 888-292-2709.
[00:11:42.256 --> 00:11:46.798]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[00:12:01.624 --> 00:12:04.226]  Hello, this is Alex Jones with some important questions.
[00:12:04.647 --> 00:12:09.612]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:12:09.972 --> 00:12:11.733]  My answer would be all I can get.
[00:12:12.034 --> 00:12:16.578]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:12:16.578 --> 00:12:17.079]  I think so.
[00:12:35.401 --> 00:12:36.221]  I'm Alex Jones.
[00:13:00.755 --> 00:13:04.518]  Are rising gas prices flattening your wallet?
[00:13:04.558 --> 00:13:07.000]  Try Royal Purple high-performance motor oil.
[00:13:07.040 --> 00:13:07.161]  What?
[00:13:07.401 --> 00:13:07.861]  How's that?
[00:13:07.921 --> 00:13:14.447]  Yes, independent tests by respected universities show Royal Purple reduces fuel consumption by as much as 5%.
[00:13:16.168 --> 00:13:20.952]  That means Royal Purple can deliver better gas mileage for a fatter wallet.
[00:13:21.693 --> 00:13:23.915]  Go to royalpurple.com for details.
[00:13:24.255 --> 00:13:28.098]  That's Royal Purple, the high-performance motor oil that outperforms.
[00:13:30.829 --> 00:13:31.870]  Oil is oil.
[00:13:32.390 --> 00:13:33.511]  Don't kid yourself!
[00:13:33.631 --> 00:13:36.773]  Technology makes better oils possible, like Royal Purple.
[00:13:36.953 --> 00:13:40.115]  Royal Purple reduces friction and increases film strength.
[00:13:40.436 --> 00:13:46.460]  Go to RoyalPurple.com and you'll find independent test results from North Carolina and Oklahoma State.
[00:13:46.620 --> 00:13:48.201]  Not hype, just facts.
[00:13:48.481 --> 00:13:49.261]  What's in it for you?
[00:13:49.382 --> 00:13:54.105]  Superior protection, fewer oil changes, more horsepower, torque, and better gas mileage.
[00:13:54.225 --> 00:13:59.869]  Find Royal Purple at Napa, O'Reilly's, your local high-performance center, and RoyalPurple.com.
[00:14:00.089 --> 00:14:00.449]  Today!
[00:14:01.129 --> 00:14:05.430]  Thank you for listening to GCN.
[00:14:05.891 --> 00:14:08.231]  Be sure to visit GCNlive.com today.
[00:14:08.251 --> 00:14:15.033]  Yeah, we're under the New World Order's thumb.
[00:14:15.053 --> 00:14:16.474]  The change has come.
[00:14:16.594 --> 00:14:18.174]  I want to change that.
[00:14:31.374 --> 00:14:39.482]  You see, I'm not an expert on which team is the best in the big eight.
[00:14:39.582 --> 00:14:43.665]  I'm an expert on the most powerful engine to have in my truck.
[00:14:43.685 --> 00:14:54.115]  I'm not an expert on combing my hair, or acting tough, or having the biggest house, or trying to make people happy around me, trying to play along.
[00:14:55.305 --> 00:14:58.149]  Not a follower, ladies and gentlemen, and I'm addicted to history.
[00:14:58.490 --> 00:15:06.901]  And to history, when you have history, you have the key to the present and the future, as many philosophers, scientists, historians have stated.
[00:15:07.562 --> 00:15:10.807]  And unfortunately, I know how what a dirty,
[00:15:11.744 --> 00:15:14.446]  Wicked, corrupt government Mexico has had.
[00:15:14.466 --> 00:15:23.593]  I mean, before that, it was the Aztecs sacrificing 10,000 people on one holiday every year, totally enslaving and a human sacrifice of children and cannibalism.
[00:15:23.793 --> 00:15:25.034]  People say, well, that's a culture.
[00:15:25.314 --> 00:15:26.435]  You can't knock a culture.
[00:15:26.475 --> 00:15:28.937]  You can't make a value judgment on a culture.
[00:15:28.957 --> 00:15:31.739]  And every time I get one of those bleeding hearts calling in, I go, oh, really?
[00:15:31.779 --> 00:15:35.041]  Well, the Nazis had a culture of killing people.
[00:15:35.061 --> 00:15:36.222]  That's what the Aztecs did.
[00:15:36.242 --> 00:15:40.125]  They would go enslave and capture all the tribes and literally human sacrifice them.
[00:15:41.894 --> 00:15:43.637]  I mean, you see Apocalypto by Mel Gibson.
[00:15:43.657 --> 00:15:44.598]  That's only the tip of the iceberg.
[00:15:44.618 --> 00:15:45.660]  It was much worse than that.
[00:15:46.020 --> 00:15:46.762]  Very accurate.
[00:15:46.942 --> 00:15:49.125]  And I've interviewed the anthropologists and others that worked on the film.
[00:15:50.247 --> 00:15:52.310]  That's in one of my other little areas of novice study.
[00:15:52.350 --> 00:15:53.472]  Amazingly interesting.
[00:15:54.395 --> 00:15:57.538]  And then you go, oh no, the Nazi culture, that was an evil culture.
[00:15:57.598 --> 00:15:59.920]  Oh wait, I just thought you said cultures can't be evil.
[00:16:00.200 --> 00:16:02.021]  The Soviet Russian culture was evil.
[00:16:02.261 --> 00:16:04.223]  Not the Russian people, the government culture.
[00:16:04.643 --> 00:16:06.004]  The Aztec culture was evil.
[00:16:06.205 --> 00:16:07.345]  The Nazi culture is evil.
[00:16:07.506 --> 00:16:09.187]  The corrupt Chinese culture is evil today.
[00:16:09.367 --> 00:16:20.876]  I remember back when all the Chinese spies were in the White House under Clinton, and all the sellouts going on in the late 90s, and callers would call me and go, because it was on CNN and stuff, they'd go, people that bash the Chinese spies don't like Chinese.
[00:16:21.397 --> 00:16:22.778]  I could care less, folks!
[00:16:24.312 --> 00:16:25.233]  What group you are?
[00:16:25.293 --> 00:16:27.215]  By the way, I don't like playing this card, folks.
[00:16:27.795 --> 00:16:28.276]  I really don't.
[00:16:28.296 --> 00:16:30.318]  But my parents, you know, I'm born to my parents.
[00:16:30.438 --> 00:16:33.781]  But my mother, when I was 14, we adopted a little Korean baby.
[00:16:34.261 --> 00:16:35.342]  My sister's Korean.
[00:16:35.402 --> 00:16:37.764]  She's just as much blood as she was my blood.
[00:16:38.065 --> 00:16:40.887]  I don't like to play that card on you, you dumb fool.
[00:16:41.408 --> 00:16:43.870]  But I don't like you calling and spouting your baloney at me!
[00:16:46.678 --> 00:16:48.338]  My sister's being raised middle class.
[00:16:48.378 --> 00:16:49.579]  My sister's going to college.
[00:16:49.899 --> 00:16:52.799]  My sister is trying to have the American dream.
[00:16:53.339 --> 00:17:01.101]  She's not here illegally to have a bunch of children and $12,000 a pop on average and have it paid for and get three welfare checks.
[00:17:03.361 --> 00:17:08.642]  You better find out the illegal aliens are on more welfare per capita than inner city blacks.
[00:17:08.883 --> 00:17:11.103]  But all you ever hear people talk about is the inner city blacks.
[00:17:11.363 --> 00:17:12.383]  I've had enough of it!
[00:17:14.504 --> 00:17:15.924]  You don't know what you're talking about!
[00:17:16.593 --> 00:17:24.059]  The New World Order that wants this country to fall, who's openly sworn to do it, says immigration is the key to bringing down this nation.
[00:17:24.219 --> 00:17:27.642]  They want to roll it up, and with the new political system, they get to rewrite all the rules.
[00:17:27.902 --> 00:17:29.423]  No Bill of Rights, no Constitution.
[00:17:29.624 --> 00:17:30.784]  Have you figured that out yet?
[00:17:33.607 --> 00:17:35.428]  It just absolutely blows my mind.
[00:17:35.468 --> 00:17:37.330]  Let's talk to David in Round Rock, Texas.
[00:17:37.570 --> 00:17:39.592]  I guess he's listening on News Radio 590-KLVJ.
[00:17:40.332 --> 00:17:41.573]  Let's go ahead and talk to David.
[00:17:41.613 --> 00:17:42.474]  You're on the air, brother.
[00:17:43.109 --> 00:17:44.310]  Hey, what's going on, Alex?
[00:17:44.570 --> 00:17:45.551]  Worldwide transmission.
[00:17:45.951 --> 00:17:48.333]  Yes, uh, I saw Endgame, man.
[00:17:49.153 --> 00:17:55.098]  And, uh, I thought it made your, uh, martial- martial law and rise of the police state look very domestic.
[00:17:56.721 --> 00:17:59.563]  You know, it's a pretty amazing film.
[00:17:59.643 --> 00:18:10.331]  I especially like the whole part talking about the Romans building and maintaining roads and using the funds to oppress the people that funded it.
[00:18:10.691 --> 00:18:13.333]  Yes, the toll roads, absolutely, which is the official plan.
[00:18:13.513 --> 00:18:15.435]  I thought that was just really cool.
[00:18:15.455 --> 00:18:22.300]  They're going to use the toll road money, official federal documents and bills, to fund building infrastructure in Mexico to bring more slave goods in faster.
[00:18:22.820 --> 00:18:23.681]  Right, exactly.
[00:18:23.701 --> 00:18:25.882]  Hey, I had a question for you real quick.
[00:18:26.302 --> 00:18:29.844]  A friend of mine was asking me this, because he has kids and stuff.
[00:18:30.885 --> 00:18:34.227]  I was wondering, what do you tell your kids about all this stuff?
[00:18:34.827 --> 00:18:39.450]  I understand you have very young kids, and I was wondering, what do you say to them?
[00:18:41.607 --> 00:18:53.011]  Well, basically, I read them all the old parables, and people say, you know, sit your kid in front of the television, let him watch all this violence and stuff, but don't read them old parables, don't read them the Bible.
[00:18:53.231 --> 00:18:57.553]  A lot of scary stuff in the Bible, but they learn from the Good Samaritan, not just how to help people.
[00:18:58.662 --> 00:19:00.823]  But also that people want to mug you.
[00:19:01.323 --> 00:19:01.463]  Right.
[00:19:01.563 --> 00:19:07.584]  Or they also learn about Titus sacking Rome when I read to them, I mean, Titus sacking Jerusalem in 70 AD.
[00:19:07.865 --> 00:19:10.285]  They also learn about corrupt governments and good governments.
[00:19:10.305 --> 00:19:11.465]  They've learned about the Republic.
[00:19:12.286 --> 00:19:16.667]  And my son knows that the President is a would-be dictator, attempting dictatorship.
[00:19:17.647 --> 00:19:19.288]  And he's five, he understands that.
[00:19:19.328 --> 00:19:21.508]  My daughter's three, I haven't gotten her into all that yet.
[00:19:21.948 --> 00:19:24.809]  But my son at five already knows much than most adults.
[00:19:25.490 --> 00:19:26.230]  Excellent, excellent.
[00:19:26.270 --> 00:19:29.792]  Yeah, that's what I was telling them, pretty much, just teach your child history.
[00:19:30.272 --> 00:19:36.015]  And if you have history on your side, like you were saying before, everything's a circle in this.
[00:19:36.075 --> 00:19:42.038]  Well, I don't let them watch a lot of TV, but I've let them just recently watch Pinocchio, because that was back when we had quality programs.
[00:19:42.438 --> 00:19:49.982]  It showed how the kids go break windows, drink beer, they hang out with the bad kids, and they get turned into jackass slaves and go off on a slave ship.
[00:19:50.342 --> 00:19:50.642]  Right on.
[00:19:50.682 --> 00:19:58.208]  You see, and I explained that it isn't cool to use drugs, and it isn't cool to run with bad people, and crime isn't cool, but it's designed to get you in the system.
[00:19:58.548 --> 00:19:58.788]  Right.
[00:19:58.868 --> 00:20:00.829]  Being wise and smart is cool.
[00:20:01.970 --> 00:20:05.853]  Absolutely, and again, it's really that simple.
[00:20:06.693 --> 00:20:10.056]  Listen, I appreciate your call, and let me tell you, I've learned how bad processed sugar is.
[00:20:10.076 --> 00:20:13.678]  You give processed sugar to your children, they'll go from good little children to little devils.
[00:20:14.279 --> 00:20:16.160]  I mean, it's just amazing.
[00:20:17.010 --> 00:20:18.992]  Before I go any further, there's a few program notes.
[00:20:19.032 --> 00:20:27.079]  First off, I want to thank Amanda, who comes in here and she's interning from one of the local universities here, doing a senior, a fabulous job.
[00:20:27.519 --> 00:20:32.704]  And I want to thank Trey Kincaid for the wonderful job that he is doing as well.
[00:20:33.265 --> 00:20:34.726]  And I also want to do a program note.
[00:20:35.627 --> 00:20:37.148]  We've had all these sellout showings.
[00:20:38.809 --> 00:20:41.752]  I've never had a showing that wasn't a sellout at the Alamo Draft House.
[00:20:42.481 --> 00:20:46.723]  And we've had like five or six, seven, eight showings every year with each new film that comes out, South Lamar.
[00:20:47.083 --> 00:20:49.023]  And of course, the downtown one is about to reopen at the Reds.
[00:20:50.124 --> 00:20:52.044]  But I had a showing Tuesday that was on a sellout.
[00:20:53.005 --> 00:20:54.425]  And that was because I wasn't there.
[00:20:54.505 --> 00:20:55.766]  Folks, you need to come see the film!
[00:20:56.406 --> 00:20:59.827]  You know, I mean, I try to show them where I'm not there, and it only fills up 80%.
[00:20:59.907 --> 00:21:04.729]  I will be at all three showings, the fifth... What are the dates?
[00:21:07.499 --> 00:21:07.959]  5, 7, and 8.
[00:21:07.999 --> 00:21:10.901]  The 5th, 7th, and 8th this week at the Alamo Draft Table, South Lamar.
[00:21:10.941 --> 00:21:12.681]  And fine, you want it, you got it.
[00:21:12.701 --> 00:21:13.462]  I'll be at all of them.
[00:21:13.942 --> 00:21:16.943]  And then what, on the 13th, the national release of Endgame in stores?
[00:21:17.003 --> 00:21:17.363]  It's already out.
[00:21:17.383 --> 00:21:20.244]  You can get it from InfoWars and Prison Planet or PrisonPlanet.tv.
[00:21:20.264 --> 00:21:24.026]  You can watch it right now online at PrisonPlanet.tv.
[00:21:24.986 --> 00:21:29.028]  But the national release on Amazon and in stores, Barnes & Noble, all those.
[00:21:29.048 --> 00:21:30.849]  I'll be at Waterloo Ice House.
[00:21:31.576 --> 00:21:32.517]  Is it five or seven?
