[00:00:01.918 --> 00:00:02.959]  He stands for truth.
[00:14:48.426 --> 00:14:50.547]  From the PrisonPlanet.com forum.
[00:14:50.567 --> 00:14:51.988]  You go in there, it's easy to sign up.
[00:14:52.729 --> 00:14:56.551]  And you can ask questions or post, or post videos, audios, whatever you want.
[00:14:56.571 --> 00:14:59.133]  There's tens of thousands of people in there.
[00:14:59.593 --> 00:15:04.417]  You can also go to the NewsRadio 590KLBJ message board.
[00:15:04.437 --> 00:15:07.039]  I'll also read off that one at 590KLBJ.com.
[00:15:07.059 --> 00:15:09.500]  Got them both here open in different windows in front of me.
[00:15:10.801 --> 00:15:11.181]  Okay.
[00:15:13.035 --> 00:15:16.859]  I don't know how to put this.
[00:15:18.441 --> 00:15:27.892]  I mean, I don't know how to add words to this that will explain how serious and dire our situation is militarily, economically, culturally, spiritually.
[00:15:28.312 --> 00:15:29.354]  We're a bankrupt society.
[00:15:29.614 --> 00:15:31.416]  That doesn't mean there aren't good people in the society.
[00:15:31.781 --> 00:15:38.484]  Doesn't mean there aren't good preachers and good teachers and good cops and good radio producers and good weathermen and women left.
[00:15:38.524 --> 00:15:43.727]  I'm saying, on average, you know the country is getting more and more corrupt, more and more decadent, just more and more sick.
[00:15:44.087 --> 00:15:44.787]  I mean, just look at it.
[00:15:44.827 --> 00:15:45.888]  All the key signs are there.
[00:15:47.068 --> 00:15:52.391]  And you look at this Iran war, the lies that are stacking up now, claiming that
[00:15:52.975 --> 00:16:03.980]  Claiming that Syria was trying to get nukes from North Korea, and then claiming that something related to nuclear weapons was bombed, that Israeli commandos went in to seize parts to prove it.
[00:16:04.601 --> 00:16:19.188]  This is from the same crowd who over 50 times, when I say over, we did articles years ago that went through all these examples, would find some canisters that were for fertilizer and claim they were bio-weapons or chemical weapons, or would go grab British-made
[00:16:20.716 --> 00:16:27.459]  Big mobile trucks for pumping up military dirigibles for directing artillery fire.
[00:16:27.679 --> 00:16:28.499]  Surveillance blimps.
[00:16:29.119 --> 00:16:31.220]  And then they would say, these are mobile anthrax trucks.
[00:16:31.620 --> 00:16:36.622]  And they knew right where they were parked and what they were, because the British had sold it to them, and it was for pumping up hydrogen balloons.
[00:16:37.422 --> 00:16:37.802]  Blimps.
[00:16:39.483 --> 00:16:40.844]  Just hundreds and hundreds.
[00:16:40.884 --> 00:16:47.266]  I mean, I've written articles where we've had over 50 examples of where every day or two they'd have some new fake WMD find.
[00:16:47.907 --> 00:16:51.790]  This is the same crowd that admittedly got caught forging the Niger document.
[00:16:52.030 --> 00:16:53.911]  That's admitted about the Yellow Cake.
[00:16:54.532 --> 00:17:05.660]  This is the same crowd... I mean, if somebody in your everyday life, a neighbor or family or friend, lied to you three or four times... I mean, frankly, used to with friends, I put up with lies two or three times.
[00:17:06.400 --> 00:17:07.921]  And then I learned they used to do it over and over again.
[00:17:07.941 --> 00:17:11.183]  So you lied to me one time, you screw me one time, you're out of my life.
[00:17:11.724 --> 00:17:12.524]  That's just how it works.
[00:17:13.025 --> 00:17:14.346]  And I guess you get older, you get like that.
[00:17:15.523 --> 00:17:16.564]  I mean, at least we get lies.
[00:17:16.624 --> 00:17:21.126]  But, I mean, back when I was a teenager, or 20, 30 years old, I guess I'd put up with some of it.
[00:17:21.326 --> 00:17:28.670]  But as a nation, we put up with being lied to millions of times by the government on thousands of different subjects.
[00:17:28.690 --> 00:17:31.932]  They're constantly being caught in lies, and we go, oh, well, that's just what they do.
[00:17:31.972 --> 00:17:32.412]  They lie.
[00:17:33.513 --> 00:17:39.416]  Remember we heard that, oh, they wanted diplomacy with Saddam, and they gave him a year in the build-up to the attack in 2003?
[00:17:41.667 --> 00:17:48.971]  And in 24 hours to get out of the country, then it turned out they had jet fighters ready to shoot down his plane if he left, and he knew that.
[00:17:49.851 --> 00:17:54.393]  The offer of Jordan that he could flee, and oh, they wanted to work with him.
[00:17:54.434 --> 00:18:00.797]  They had no plan of attacking, and now it's been declassified that they planned to attack in 2001 when Bush was elected, even before 9-11.
[00:18:02.205 --> 00:18:11.094]  They were planning to go in there the entire time to build military bases to attack Iran and Syria and to shut off oil flow to jack up prices.
[00:18:11.134 --> 00:18:11.514]  That's right.
[00:18:11.694 --> 00:18:13.756]  You shut the oil off, prices go up.
[00:18:14.377 --> 00:18:14.697]  Duh.
[00:18:15.898 --> 00:18:17.340]  But again, the public can't figure that out.
[00:18:17.360 --> 00:18:18.080]  That's why you're slaves.
[00:18:18.281 --> 00:18:19.462]  You're starting to figure it out, though.
[00:18:19.482 --> 00:18:21.704]  Maybe we can land the free home of the brave again.
[00:18:21.724 --> 00:18:23.586]  Again, I don't sit there and talk sweet to you folks.
[00:18:24.850 --> 00:18:28.333]  I mean, I know my listeners, a lot of them are smarter than I am, but I'm talking about the general public.
[00:18:28.394 --> 00:18:36.121]  We're in so deep a hole right now, you're going to have to realize you've been conned and realize it's serious and start getting informed or it's over as a society.
[00:18:37.943 --> 00:18:44.729]  And of course, in the six months before the Iraq attack, every day there were huge military Saudis.
[00:18:45.130 --> 00:18:49.414]  Some days there were hundreds of fighter-bomber attacks blowing up Saddam's infrastructure.
[00:18:50.373 --> 00:18:53.016]  And he just sat there and took it, in most cases didn't even fire back.
[00:18:53.336 --> 00:18:55.799]  Then it got declassified that the U.S.
[00:18:56.079 --> 00:19:01.665]  tried to fly low planes to get them shot down with our air crews, painted up like U.N.
[00:19:01.725 --> 00:19:02.826]  aircraft to announce U.N.
[00:19:02.866 --> 00:19:04.548]  aircraft had been shot down to start the war.
[00:19:05.529 --> 00:19:06.430]  I mean, anything!
[00:19:06.490 --> 00:19:13.537]  And then Dick Cheney, the PNAC documents, Dick Cheney wrote in 2000 saying, Saddam isn't a threat, but we're going to say he is.
[00:19:14.187 --> 00:19:18.230]  Because we need to shut off the oil flow and build bases to attack Iran and Syria.
[00:19:18.390 --> 00:19:19.431]  I mean, Dick Cheney wrote that.
[00:19:19.471 --> 00:19:20.172]  I didn't write that.
[00:19:22.233 --> 00:19:26.196]  So, this is the reality of what they're doing.
[00:19:27.277 --> 00:19:38.646]  And, three and a half years ago, six and a half months, I guess now almost a year, into the occupation of Iraq, at that point, three and a half years ago,
[00:19:40.592 --> 00:19:43.435]  I remember getting intel from sources in the military.
[00:19:43.455 --> 00:19:51.484]  I remember seeing news reports out of Tehran, news reports out of the British, German, and it also fit with past operations.
[00:19:51.624 --> 00:19:57.491]  And then the White House admitted there were riots and fires and bombings all over Iran, just like the U.S.
[00:19:57.531 --> 00:19:59.313]  government's done twice there in the past.
[00:20:02.426 --> 00:20:05.507]  They were attempting to overthrow the government, and then it was admitted on the news.
[00:20:05.567 --> 00:20:07.367]  Kind of, yeah, we're trying to overthrow them right now.
[00:20:07.947 --> 00:20:09.207]  I mean, bombing them!
[00:20:09.388 --> 00:20:10.848]  Carrying out military operations!
[00:20:11.728 --> 00:20:14.869]  And then it started leaking that special ops were in the country.
[00:20:16.469 --> 00:20:23.651]  Arab-Americans, Pashtun-Americans, Wahhabists, Persians.
[00:20:25.231 --> 00:20:30.312]  Special forces in the country, leading Wahhabists in the West,
[00:20:31.079 --> 00:20:33.402]  And there's also Wahhabis in the east of Iran.
[00:20:33.703 --> 00:20:35.665]  There's Wahhabis on their border with Iraq.
[00:20:36.266 --> 00:20:38.949]  And there's Wahhabis on their east, on their border with Afghanistan.
[00:20:39.249 --> 00:20:41.092]  And they were doing the same thing they always do.
[00:20:41.132 --> 00:20:43.495]  Bombing schools, blowing up dams, killing cops.
[00:20:44.241 --> 00:20:48.943]  Trying to get the Iranians to move and fight and start something in Iraq.
[00:20:49.423 --> 00:20:50.484]  Now that's all been admitted.
[00:20:50.524 --> 00:20:59.288]  Three months ago, White House puts out a press release and says, we've got these five Iraqi freedom fighters, and they call them Mujahideen groups, attacking the Iranians.
[00:20:59.528 --> 00:21:01.389]  The five groups are all top Al-Qaeda.
[00:21:01.669 --> 00:21:03.990]  The number one group was headed by the number three in Al-Qaeda.
[00:21:04.931 --> 00:21:08.252]  I mean, the guy they announced, number three in Al-Qaeda, and he is attacking Iran.
[00:21:08.913 --> 00:21:11.654]  And I'm like, and the media is saying that Iran
[00:21:13.075 --> 00:21:18.037]  is attacking our troops and is funding Al-Qaeda when Iran is Shiite, the opposite of Al-Qaeda.
[00:21:18.377 --> 00:21:20.378]  And then the White House admits they're funding Al-Qaeda.
[00:21:20.558 --> 00:21:22.558]  I mean, that's how dumb they think you are!
[00:21:23.099 --> 00:21:25.339]  I know I keep talking about this because I can't believe it!
[00:21:26.220 --> 00:21:37.924]  I cannot believe our criminal government is funding Al-Qaeda just like they did with the Russians against them, just like they did to attack the Serbs, just like they do every time, and the public is too dumb to figure it out!
[00:21:38.184 --> 00:21:39.445]  I don't like Al-Qaeda!
[00:21:39.625 --> 00:21:40.465]  I'm sick of them!
[00:21:41.969 --> 00:21:43.350]  I want to fight Al-Qaeda!
[00:21:43.650 --> 00:21:45.592]  But doing that is treason!
[00:21:45.952 --> 00:21:47.153]  Because they work for the U.S.
[00:21:47.173 --> 00:21:47.614]  government!
[00:21:47.834 --> 00:21:50.136]  That is literally talking bad about federal officers!
[00:21:50.877 --> 00:21:51.717]  I'm not joking!
[00:21:53.919 --> 00:21:59.524]  By the way, if you declare some kind of war on those Wahhabist groups, those are literally in the employ of the U.S.
[00:21:59.544 --> 00:22:00.004]  military!
[00:22:00.485 --> 00:22:01.866]  You could be arrested for that, folks!
[00:22:02.606 --> 00:22:04.448]  That is the military action over there!
[00:22:06.850 --> 00:22:09.152]  So don't you think that we're going to do something about Al-Qaeda?
[00:22:11.457 --> 00:22:17.365]  Now, that's how dumb they think they... When we come back, I'll play a few minutes of CNN to analyze it.
[00:22:17.606 --> 00:22:18.347]  This is the colonel.
[00:22:18.367 --> 00:22:24.015]  The big media consultant for CNN, Sam Gardner, helped run the office.
[00:22:24.620 --> 00:22:26.740]  In the first invasion, the first attack on Iraq.
[00:22:27.341 --> 00:22:29.741]  Saying that we're already at war with Iran.
[00:22:29.941 --> 00:22:31.321]  Already at war with Iran.
[00:22:31.341 --> 00:22:33.122]  And then I want to hear from callers.
[00:22:33.542 --> 00:22:37.663]  I see a bunch of callers on other issues and that's fine, but I want to hear from people who want to talk about this war.
[00:22:37.883 --> 00:22:38.943]  How it's already on!
[00:22:39.443 --> 00:22:40.523]  It's about to go hot!
[00:22:40.843 --> 00:22:41.384]  Hot, hot!
[00:22:41.964 --> 00:22:44.184]  PrisonPlanet.com is the website.
[00:22:44.364 --> 00:22:45.744]  We're here every Sunday!
[00:22:45.925 --> 00:22:46.665]  Four to six!
[00:22:46.925 --> 00:22:49.485]  For so much news, I'm pulling double duty!
[00:23:01.209 --> 00:23:01.689]  I think so.
[00:23:24.019 --> 00:23:29.522]  Potassium iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[00:23:29.702 --> 00:23:34.805]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[00:23:34.905 --> 00:23:43.789]  Potassium iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick, and pets.
[00:23:44.070 --> 00:23:48.832]  Order the official Potassium Iodate for only $24 and save $5 by calling New Millennium
[00:24:01.476 --> 00:24:08.458]  When my son started having behavior problems, the total transformation techniques were like the instruction manual on how to deal with him.
[00:24:08.678 --> 00:24:09.939]  We got immediate results.
[00:24:10.259 --> 00:24:15.000]  Ever wish your kid came with an instruction manual when he's disrespectful, defiant, or even abusive?
[00:24:15.280 --> 00:24:16.080]  Do you know how to fix it?
[00:24:16.501 --> 00:24:21.862]  I'm behavioral therapist James Lehman, and I'll show you how to change your child's behavior right now with the Total Transformation.
[00:24:22.162 --> 00:24:25.245]  The program that helps you fix every behavior problem under the sun.
[00:24:25.586 --> 00:24:30.591]  Defiance, back talking, lying, acting out in school, even problems with ADD and ADHD.
[00:24:30.811 --> 00:24:33.574]  There's no screaming, no fighting, no frustration.
[00:24:33.894 --> 00:24:38.819]  The Total Transformation is the program I've used for over 30 years to solve even the worst behavior problems.
[00:24:39.179 --> 00:24:42.901]  Your child will listen to you again and you'll get peace and sanity back into your home.
