[00:00:00.572 --> 00:00:01.913]  Welcome, ladies and gentlemen.
[00:09:22.609 --> 00:09:26.352]  And Bill Poole has no idea what it's like out there!
[00:09:26.352 --> 00:09:33.858]  My people have been in this game for 25 years, and they are losing their jobs, and these firms are gonna go out of business, and he's nuts!
[00:09:33.858 --> 00:09:34.819]  They're nuts!
[00:09:34.819 --> 00:09:36.741]  They know nothing!
[00:09:36.741 --> 00:09:37.041]  Kramer.
[00:09:38.767 --> 00:09:45.038]  I have not seen it like this since I went by bid for a half a million shares of Citigroup and I got hit in 1990!
[00:09:45.038 --> 00:09:46.841]  This is a different kind of market!
[00:09:46.841 --> 00:09:48.264]  And the Fed is asleep!
[00:09:49.048 --> 00:09:49.909]  Okay, but here's the thing.
[00:09:49.909 --> 00:09:51.730]  No, Bill Poole is a shame!
[00:09:51.730 --> 00:09:53.171]  He's shameful!
[00:09:53.171 --> 00:09:54.453]  Hold on, hold on, hold on.
[00:09:54.453 --> 00:09:56.754]  He ought to go and read the accredited home document.
[00:09:56.754 --> 00:09:58.096]  At least I read the darn thing.
[00:09:58.096 --> 00:10:06.282]  Hold on, I know you're passionate and I hear you, but at the same time, a lot of people are saying this is, yes, there's certain types of mortgages that aren't available.
[00:10:06.282 --> 00:10:09.525]  You can't get it on loan to get rich like me.
[00:10:10.686 --> 00:10:14.451]  Well, Kramer, if you did what you said, which seems to me from the way you just explained yourself... Open the door!
[00:10:14.451 --> 00:10:15.152]  Just kill me now!
[00:10:15.152 --> 00:10:15.293]  Cut it!
[00:10:15.293 --> 00:10:16.014]  Cut the rake!
[00:10:16.014 --> 00:10:16.314]  Open the door!
[00:10:16.314 --> 00:10:16.715]  Just kill me now!
[00:10:16.715 --> 00:10:16.995]  Cut the rake!
[00:10:16.995 --> 00:10:17.596]  We'll leave the pressure!
[00:10:17.596 --> 00:10:19.639]  If you come back next week and cut rake... We'll leave the pressure!
[00:10:19.639 --> 00:10:20.300]  You're gonna have...
[00:10:21.081 --> 00:10:22.382]  That's going to cause Armageddon.
[00:10:22.382 --> 00:10:23.483]  No, we have Armageddon.
[00:10:23.483 --> 00:10:25.706]  I wouldn't try to cause it, except we have Armageddon.
[00:10:25.706 --> 00:10:27.307]  In the fixed income markets, we have Armageddon.
[00:10:27.307 --> 00:10:28.288]  No, but that's not what they say.
[00:10:28.288 --> 00:10:28.849]  We have Armageddon.
[00:10:28.849 --> 00:10:32.392]  They say, even when I've talked to a couple banks, they don't say it's Armageddon.
[00:10:32.392 --> 00:10:33.934]  They say it's repricing.
[00:10:33.934 --> 00:10:35.355]  They're very firm about that even now.
[00:10:35.355 --> 00:10:35.696]  Oh, great.
[00:10:35.696 --> 00:10:41.882]  Okay, well let them be calm and then have them call me on the way home like they do every night and tell me, Kramer, what are you going to do about it?
[00:10:41.882 --> 00:10:42.763]  Are you going to help us?
[00:10:43.570 --> 00:10:44.190]  Are you going to help us?
[00:10:44.190 --> 00:10:47.912]  Are you going to stand on the sideline, like everybody else, and say that it's fine?
[00:10:47.912 --> 00:10:51.433]  Will somebody come on TV and tell the truth about how bad it is?
[00:10:51.433 --> 00:10:55.655]  But a lot of people say, these same people say, it's not Ben Bernanke and the rate that matters.
[00:10:55.655 --> 00:10:57.896]  The bond market now is completely separate from the rate.
[00:10:57.896 --> 00:10:58.496]  No, it is the rate.
[00:10:58.496 --> 00:10:59.397]  It's entirely the rate.
[00:10:59.397 --> 00:11:00.537]  No, it's entirely the rate.
[00:11:00.537 --> 00:11:02.318]  Look, we'll spend billions in Iraq to
[00:11:02.398 --> 00:11:03.179]  Bill Holmes.
[00:11:03.179 --> 00:11:04.580]  We are going to have thousands of people.
[00:11:04.580 --> 00:11:07.282]  We have thousands of people losing their homes right now.
[00:11:07.282 --> 00:11:10.825]  14 million people took a mortgage in the last three years.
[00:11:10.825 --> 00:11:14.027]  7 million of them took teaser rates or took piggyback rates.
[00:11:14.027 --> 00:11:15.228]  They will lose their homes.
[00:11:15.228 --> 00:11:17.190]  This is crazy!
[00:11:17.190 --> 00:11:30.681]  I'm sorry to be upset about it, but you have to understand what they're saying to me, off the record, before I come in here, every night and every day, and what I hear from these blowhard managers, who act like, call someone for heaven's sake!
[00:11:31.021 --> 00:11:32.102]  Go call someone!
[00:11:32.102 --> 00:11:34.444]  I worked at fixed income at Goldman Sachs!
[00:11:34.444 --> 00:11:38.747]  This is not the time to be complacent!
[00:11:38.747 --> 00:11:39.468]  Alright?
[00:11:39.468 --> 00:11:43.671]  I mean, Soren, sometimes I wish I didn't know anybody, so I could just sit here and say, you know what?
[00:11:43.671 --> 00:11:45.033]  Just go buy some Washington.
[00:11:45.033 --> 00:11:59.985]  You know, I used to think Kramer, I used to think it was an act, but then I've seen him in interviews admit that he's a criminal, and admit that they engage in crimes when they're short-selling, when they're trying to knock down a stock so that they get their put, and so it does lose.
[00:12:01.724 --> 00:12:06.107]  And there he is admitting what's going on, only in one little fashion, one area.
[00:12:06.107 --> 00:12:08.248]  Here's the deal.
[00:12:08.248 --> 00:12:16.733]  The Financial Times of London, the real paper of record, it's never been the Wall Street Journal, it certainly isn't now that Rupert Murdoch owns it.
[00:12:16.733 --> 00:12:29.081]  The Financial Times of London and the Times of London really are both papers of record, but I meant to say the Financial Times of London financially is where you'll get more of the truth than anywhere else, because the elite has to have a way to talk to all its minions.
[00:12:29.953 --> 00:12:32.754]  And you don't even have to read between the lines there.
[00:12:32.754 --> 00:12:37.596]  They will tell you what's going on with just a few little thin veils, basically.
[00:12:37.596 --> 00:12:39.317]  But it's always buried right there.
[00:12:39.317 --> 00:12:46.700]  And they said over a year ago, they said, we're going to slowly bring down America, and they're going to incrementally drop the dollar, incrementally raise oil.
[00:12:47.668 --> 00:13:12.593]  They're going to incrementally repossess homes, and the great danger to even the elite and their managers is that they have pumped the bubble up so big that if they don't do it very slowly, that is, boil the frog very slowly, that it could cause a true world meltdown and could actually even destroy some of the portfolios of the elite and turn into a complete badlum.
[00:13:12.593 --> 00:13:17.214]  And so the reason, Mr. Kramer, that they're not going among many, but the main
[00:13:18.228 --> 00:13:41.097]  Paramount reason, the prime evil mover, driver, engine in all of this, of all the reasons, the reason that takes pole position, a lot of verbal flourishes there, is that if they lower interest rates, the dollar will slide by probably 15 to 20 cents in a week alone.
[00:13:42.665 --> 00:13:53.150]  And they want the dollar to slide, make no mistake, but they want it to continue a slow, agonized, quiet death that yuppies can't notice.
[00:13:53.150 --> 00:13:55.071]  Okay, so they've needed to increase rates.
[00:13:55.071 --> 00:14:02.675]  In fact, if they wanted to save the dollar, rates would be at 10-15 percent right now, because that wouldn't even keep up with inflation.
[00:14:02.675 --> 00:14:09.218]  They expect, on the international bond market, for foreign countries to buy government securities when the
[00:14:12.026 --> 00:14:24.611]  Government securities they're buying that mature in 10, 20, 30 years aren't even keeping value, aren't even gaining 1% a year, but are in negative slide.
[00:14:24.611 --> 00:14:31.734]  So, to have a rate of 10% is not enough.
[00:14:31.734 --> 00:14:33.535]  By the way, I don't want high interest rates.
[00:14:33.535 --> 00:14:35.676]  I'm just talking about reality here.
[00:14:36.371 --> 00:14:39.492]  They can add a bunch of mumbo-jumbo to it all day long.
[00:14:39.492 --> 00:14:41.212]  This is real simple, folks.
[00:14:41.212 --> 00:14:44.593]  We are completely screwed.
[00:14:44.593 --> 00:14:50.835]  I mean, there's not really other ways to describe this.
[00:14:50.835 --> 00:14:55.276]  And of course, Kramer, they're letting all this happen.
[00:14:55.276 --> 00:14:57.817]  They want to bankrupt these people.
[00:14:57.817 --> 00:15:00.177]  They want to take these houses.
[00:15:00.177 --> 00:15:05.619]  The brokers and the pit bosses and all the little minions don't.
[00:15:06.269 --> 00:15:11.252]  But the people up above do want a consolidation.
[00:15:11.252 --> 00:15:21.458]  That's why, when you're living in your dormitory, eating ramen noodle, and flipping burgers to put yourself through college, you get a credit card every two days in the mail.
[00:15:21.458 --> 00:15:31.984]  When you get out of debt, and you've got a little bit of money in the bank, and you've got a good credit score, they don't come but maybe twice a year.
[00:15:31.984 --> 00:15:33.424]  I've had them cancel.
[00:15:33.424 --> 00:15:33.945]  I had a...
[00:15:35.763 --> 00:15:58.256]  Capital One card that I've had and I only had it for emergencies to get gas if I didn't have cash or if I ever had a problem I think I had like five hundred dollars I could have spent on it and I never used it I mean maybe two or three times a year and they just cancelled and I called them and said why is this cancelled and they said you're not the type of customer we want you're not using the card because they thought I was one of these
[00:15:59.269 --> 00:16:04.911]  You know, 19-year-olds that wanted to run around and wear some baubles to, you know, signants of power.
[00:16:04.911 --> 00:16:06.971]  I'm not a monkey.
[00:16:06.971 --> 00:16:07.351]  Alright?
[00:16:07.351 --> 00:16:09.032]  Just get that through your head.
[00:16:09.032 --> 00:16:11.973]  I'm not part of the monkey class, and you need to understand that.
[00:16:11.973 --> 00:16:20.836]  And all of us need to stop being part of the monkey class that walk around flashing signants and logos at people while the elite are above us.
[00:16:20.836 --> 00:16:25.397]  We're all at a costume party, running around, posing, acting stylish like a bunch of monkeys.
[00:16:26.241 --> 00:16:30.142]  And the elite are literally completely engineering a hell pit for you.
[00:16:30.142 --> 00:16:36.803]  I mean, I don't know really how else to say it.
[00:16:36.803 --> 00:16:43.245]  I'm going to go over some more of the financial news, and then later, as things develop in the show, I'm going to get into it in more detail.
[00:16:43.245 --> 00:16:48.326]  We're going to get into how the British government has launched a foot-and-mouth bioweapon attack.
[00:16:48.326 --> 00:16:49.666]  That's, by the way, hidden in plain view.
[00:16:49.666 --> 00:16:52.747]  I mean, they're entering a new level of propaganda, where they even admit it now.
[00:16:53.655 --> 00:16:55.658]  Of course, they were running a drill and it was released.
[00:16:55.658 --> 00:16:58.301]  I mean, does it ever end?
[00:16:58.301 --> 00:17:00.584]  No, it doesn't.
[00:17:00.584 --> 00:17:06.591]  We're also going to get into the illegal aliens are shooting at people, telling folks, get out of your house.
[00:17:06.591 --> 00:17:09.355]  You're not no English allowed.
[00:17:09.355 --> 00:17:11.037]  And in more and more towns, it's spreading.
[00:17:12.930 --> 00:17:16.612]  The police are openly announcing illegals are above the law and not to be stopped.
[00:17:16.612 --> 00:17:23.236]  Now it's in newspapers every day that, yeah, our officers have been told, don't stop them from drinking, it doesn't matter, just leave them alone.
[00:17:23.236 --> 00:17:30.520]  I mean, you have a rich, wealthy country with a bunch of spoiled brats living in it, and you're going to get taken real fast.
[00:17:30.520 --> 00:17:32.121]  It's real simple.
[00:17:32.121 --> 00:17:38.044]  And folks, we're being took by third world surges, by elite bank zoning everything.
[00:17:38.044 --> 00:17:40.366]  I mean, just the raping is going to be good.
[00:17:41.425 --> 00:17:45.167]  I mean, it's going to be severe.
[00:17:45.167 --> 00:17:48.790]  It's going to be mooey big.
[00:17:48.790 --> 00:17:57.555]  And if we recognize who the enemy is now, they may put the brakes on and just beat the living daylights out of us, up one side and down the other.
[00:17:57.555 --> 00:18:04.800]  But I'm telling you right now, if you don't put out the maximum effort to expose the New World Order, they're going to go into full martial law.
[00:18:04.800 --> 00:18:06.361]  It is going to be hell on earth.
[00:18:06.361 --> 00:18:10.804]  And I just hope everybody out there who didn't do anything and who sat there on the bench with their thumb in their mouth,
[00:18:12.049 --> 00:18:16.192]  I hope that you realize that you could have averted this.
[00:18:16.192 --> 00:18:20.635]  Because they won't pull the trigger on our society completely.
[00:18:20.635 --> 00:18:25.239]  Unless they have tested the water and unless they've decided you're going to go along with it.
[00:18:25.239 --> 00:18:28.741]  And from what I'm seeing, they've decided you're going to take it.
[00:18:28.741 --> 00:18:32.724]  The level of tyranny that you're going to live under is the exact amount you put up with.
[00:18:34.984 --> 00:18:35.724]  Okay?
[00:18:35.724 --> 00:18:38.525]  You ever had pushy bosses or pushy employees?
[00:18:38.525 --> 00:18:41.066]  You ever had pushy neighbors or pushy family?
[00:18:41.066 --> 00:18:45.068]  And it's like magic, when you finally stood up to them, they finally left you alone?
[00:18:45.068 --> 00:18:55.312]  You thought going along made it okay, and then one day you finally stood up, and you found out it was the opposite.
[00:18:55.312 --> 00:19:00.594]  Now, what I'm really going to cover, coming up in about 15 minutes, is a timeline.
[00:19:00.594 --> 00:19:01.654]  A police state.
[00:19:01.654 --> 00:19:03.475]  A tyranny timeline.
[00:19:04.605 --> 00:19:09.609]  The timeline of tyranny.
[00:19:09.609 --> 00:19:13.052]  Just so you can look at where we've gone the last six, seven years.
[00:19:13.052 --> 00:19:14.633]  And where we're going.
[00:19:14.633 --> 00:19:14.933]  Alright?
[00:19:14.933 --> 00:19:17.275]  To know where you're going, you gotta know where you come from.
[00:19:17.275 --> 00:19:18.176]  We'll be right back.
[00:19:22.014 --> 00:19:27.397]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[00:19:27.397 --> 00:19:35.741]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[00:19:35.741 --> 00:19:42.784]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident.
[00:19:42.964 --> 00:19:44.325]  Radioactive poisoning.
[00:19:44.325 --> 00:19:50.408]  Potassium iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[00:19:50.408 --> 00:19:55.611]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[00:19:55.611 --> 00:20:04.757]  Potassium iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick, and pets.
[00:20:04.757 --> 00:20:09.619]  Order the official potassium iodate for only $24 and save $5 by calling New Millennium at
[00:20:12.261 --> 00:20:14.363]  Call now and get free shipping.
[00:20:14.363 --> 00:20:14.683]  That's 888-803-4438
[00:20:21.733 --> 00:20:25.656]  When making important financial decisions, you should always know the facts.
[00:20:25.656 --> 00:20:29.478]  That's why Midas Resources is willing to pay you to read the facts.
[00:20:29.478 --> 00:20:38.644]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[00:20:38.644 --> 00:20:42.906]  Midas Resources offers a host of services and stands behind their products.
[00:20:42.906 --> 00:20:47.109]  In fact, if you call and order their free Midas Report, Midas Resources will pay you
[00:20:47.749 --> 00:20:53.393]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[00:20:53.393 --> 00:20:58.977]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[00:20:58.977 --> 00:21:00.318]  So, what are you waiting for?
[00:21:00.318 --> 00:21:03.821]  Get the facts and call Midas Resources toll free at 888-292-2709.
[00:21:03.821 --> 00:21:04.021]  That's 888-292-2709.
[00:21:04.021 --> 00:21:08.324]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty Silver Half Dollar.
[00:21:22.981 --> 00:21:25.663]  Do you know the truth about cancer treatments?
[00:21:25.663 --> 00:21:34.571]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:21:34.571 --> 00:21:42.238]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:21:42.947 --> 00:21:48.929]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:21:48.929 --> 00:22:00.512]  Without cutting, bleeding, drugs or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:22:00.512 --> 00:22:03.073]  Laser technology at its best.
[00:22:03.073 --> 00:22:04.494]  For more information, call 702-953-0267.
[00:22:09.055 --> 00:22:16.982]  Or, visit www.lasemedinc.com.
[00:22:16.982 --> 00:22:18.923]  Call 702-953-0267.
[00:22:18.923 --> 00:22:27.050]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming, and the end of the world?
[00:22:27.050 --> 00:22:29.132]  You shall hear of wars, and rumors of wars.
[00:22:29.132 --> 00:22:32.355]  For nation shall rise against nation, and kingdom against kingdom.
[00:22:32.355 --> 00:22:35.797]  And there shall be famines, disease, and earthquakes in many places.
[00:22:35.797 --> 00:22:37.659]  We are living in this time of earth's history.
[00:22:37.899 --> 00:22:41.882]  Many people are trying to understand the climactic world events in light of human wisdom.
[00:22:41.882 --> 00:22:44.564]  But without the wisdom of God, this is impossible.
[00:22:44.564 --> 00:22:49.669]  2 Peter says, We have a more sure word of prophecy, and you do well if you take heed.
[00:22:49.669 --> 00:22:54.352]  But first know this, that no prophecy of the Scripture is of any private interpretation.
[00:22:54.352 --> 00:22:59.016]  The Bible says, would like you to receive this new offer, Packet B, The Unholy Alliance.
[00:22:59.016 --> 00:23:03.600]  These materials document the global leaders, political and religious, behind the scenes.
[00:23:03.600 --> 00:23:06.242]  You will receive information regarding America and prophecy.
[00:23:06.482 --> 00:23:10.423]  You see, in 1913, the private families of the Bank of England, allied with several robber baron families in the U.S.,
[00:23:38.527 --> 00:23:42.788]  ...took control of the treasury and the issuance of money.
[00:23:42.788 --> 00:23:48.329]  And everything they've done is in cycles to further consolidate power, further consolidate their wealth.
[00:23:48.329 --> 00:23:50.810]  It was a big country, most wealthy in the world.
[00:23:50.810 --> 00:23:57.011]  4% of the world's population already had roughly half the world's wealth, because we had some liberty, compared to other nations.
[00:23:57.011 --> 00:24:00.372]  Not saying we were perfect, but compared to others, we had incredible liberty.
[00:24:01.460 --> 00:24:15.163]  As the founder said, something that hadn't happened in 6,000 years had finally happened and it was precious and needed to be defended, protected the jewel of liberty, the engine of everything else good and wholesome.
[00:24:15.163 --> 00:24:16.943]  So it's all about consolidation.
[00:24:16.943 --> 00:24:27.926]  Everything the really big players do is about getting you extended out as far as they can, getting you as dependent, getting you as in debt as far as they can,
[00:24:28.843 --> 00:24:37.285]  And then violently bringing down the market, in the past has been the model, and then consolidating.
[00:24:37.285 --> 00:24:45.026]  And they have another model they've done where they like to blow out certain sectors of the economy and then consolidate.
[00:24:45.026 --> 00:24:47.647]  And they've been doing that globally.
[00:24:47.647 --> 00:24:54.268]  And they can also do it in different, not just in different sub-sectors of an individual economy, like the United States or Canada or England or Australia,
[00:24:55.189 --> 00:25:07.578]  But then they can also blow out certain sectors in whole regions in Asia, or they can blow out entire sectors, entire economies, and then they come in and consolidate everything.
[00:25:07.578 --> 00:25:11.921]  And for the Euro to truly rise, the dollar has to die.
[00:25:11.921 --> 00:25:17.025]  And for the Euro to then rise out of those ashes, the dollar has to die.
[00:25:18.832 --> 00:25:33.657]  And this is what David Rockefeller said in 1973 when they first released some of the trilateralist documents that they had just written up with that group they found out was Zbigniew Brzezinski, David Rockefeller, and of course Jimmy Carter, who would soon become president.
