[00:00:00.029 --> 00:00:00.630]  I don't know.
[00:02:04.898 --> 00:02:10.102]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[00:02:10.502 --> 00:02:16.486]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[00:02:16.627 --> 00:02:19.769]  Telomeres are the little cups on the end of our chromosomes.
[00:02:19.909 --> 00:02:21.350]  And when it runs out, you start dying.
[00:02:21.550 --> 00:02:25.711]  We chose the PQQ because it has over 175 different clinical trials.
[00:02:25.891 --> 00:02:28.752]  It's one of the most effective substances in the world.
[00:02:28.832 --> 00:02:30.412]  It works like an antioxidant.
[00:02:30.492 --> 00:02:33.673]  It works to repair nerve growth factor.
[00:02:33.953 --> 00:02:36.273]  So this is a formula to deliver the maximum amount.
[00:02:36.553 --> 00:02:37.533]  It's in powder form.
[00:02:37.613 --> 00:02:40.314]  We have so many five-star reviews.
[00:02:40.494 --> 00:02:41.114]  I take this.
[00:02:41.214 --> 00:02:42.914]  This is the product that I take.
[00:02:43.014 --> 00:02:44.995]  Infowarslife.com and the profit we make.
[00:02:45.815 --> 00:02:46.596]  We fight the Globals.
[00:02:46.616 --> 00:02:47.476]  We fight the New World Order.
[00:02:47.776 --> 00:02:51.959]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:02:55.276 --> 00:02:59.157]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[00:02:59.437 --> 00:03:06.699]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[00:03:06.899 --> 00:03:17.841]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:03:18.362 --> 00:03:25.910]  In the history of InfoWars life, we've brought out a lot of amazing products like Survival Shield X2, Supermail Vitality, and so many others.
[00:03:26.171 --> 00:03:35.522]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[00:03:35.842 --> 00:03:40.006]  This formula is the platinum standard of multivitamin mineral products.
[00:03:40.266 --> 00:03:47.013]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[00:03:47.353 --> 00:03:48.474]  That means it's clean.
[00:03:48.814 --> 00:03:49.875]  That means it's pure.
[00:03:49.975 --> 00:03:52.738]  That's infowarslife.com and Vitamin Mineral Fusion.
[00:03:52.878 --> 00:03:54.560]  Take action now before we sell out.
[00:03:55.200 --> 00:03:59.605]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[00:03:59.685 --> 00:04:10.636]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[00:04:10.796 --> 00:04:15.719]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:04:15.839 --> 00:04:18.341]  It helps balance the thyroid gland.
[00:04:18.421 --> 00:04:19.902]  It helps detoxify.
[00:04:20.142 --> 00:04:22.964]  Selenium is another one of those absolute must-haves.
[00:04:23.024 --> 00:04:27.767]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:04:27.787 --> 00:04:34.032]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[00:04:34.072 --> 00:04:39.335]  So it really is an all-around nutrient that everybody really needs.
[00:04:41.076 --> 00:04:43.378]  We will make America great again!
[00:05:03.596 --> 00:05:07.459]  And welcome back to InfoWars' 14-hour Freedom Fest.
[00:05:07.499 --> 00:05:11.562]  We are here together covering live the presidential inauguration.
[00:05:11.622 --> 00:05:18.928]  Of course, Donald Trump resisted all of the pressure from those protesters and those never-Trumpers and all the Hollywood elitists.
[00:05:19.568 --> 00:05:24.210]  And he has officially become the 45th President of the United States of America.
[00:05:24.370 --> 00:05:31.033]  I am joined by the beautiful Margaret Howell and of course Adam Curry, the co-host of the No Agenda Show, noagendashow.com.
[00:05:31.093 --> 00:05:31.353]  Hi!
[00:05:31.533 --> 00:05:31.993]  Welcome!
[00:05:32.013 --> 00:05:32.454]  Thank you.
[00:05:32.474 --> 00:05:33.894]  So, you guys, sum it up.
[00:05:34.014 --> 00:05:36.615]  I mean, we could see Michelle Obama's face.
[00:05:36.655 --> 00:05:38.596]  I mean, I think she made it pretty clear how she felt.
[00:05:39.056 --> 00:05:41.457]  What did you guys think about the inauguration?
[00:05:41.537 --> 00:05:42.118]  Well, first of all...
[00:05:43.118 --> 00:05:44.179]  Hillary looked doped up.
[00:05:44.439 --> 00:05:45.819]  Oh yeah.
[00:05:46.500 --> 00:05:48.501]  Bill kept looking at Melania the whole time.
[00:05:48.581 --> 00:05:50.242]  I don't know if you guys covered that.
[00:05:50.262 --> 00:05:51.782]  Bill couldn't look at her.
[00:05:51.862 --> 00:05:53.863]  It was a little creepy the way he was looking.
[00:05:55.024 --> 00:06:02.027]  We're actually looking for that clip because we want to do a segment about, you know, he just can't resist a beautiful... I mean, any woman, frankly.
[00:06:02.087 --> 00:06:03.388]  She is really stunning, though.
[00:06:03.428 --> 00:06:04.628]  He really telegraphs.
[00:06:04.668 --> 00:06:04.908]  He's like...
[00:06:08.356 --> 00:06:09.117]  A little rude, actually.
[00:06:09.177 --> 00:06:22.121]  Yes, I think the Drudge headline was glum and glummer, because the Clintons really looked, you could see that their power was no more, no one was kissing the ring of the Clintons there, and they were just trying to hold it in.
[00:06:22.861 --> 00:06:29.203]  Some people even snubbed them, didn't even go for handshakes, and Hillary Clinton was giving these icy stares.
[00:06:30.303 --> 00:06:34.925]  I'm an empath, so I sort of felt a little bad for her, but, you know, we did that.
[00:06:35.285 --> 00:06:35.745]  We did that.
[00:06:35.785 --> 00:06:36.345]  We did that.
[00:06:36.365 --> 00:06:37.846]  We actually did do that.
[00:06:37.906 --> 00:06:38.866]  You say that lightly.
[00:06:38.886 --> 00:06:39.566]  We really did.
[00:06:39.586 --> 00:06:43.928]  We put our hearts and souls into making sure that she did not become president of the United States.
[00:06:43.988 --> 00:06:44.828]  Our dark hearts.
[00:06:44.888 --> 00:06:46.148]  Our dark hearts, exactly.
[00:06:46.248 --> 00:06:48.049]  Well, Alex has a very dark heart.
[00:06:48.189 --> 00:06:49.450]  Ours are moderate.
[00:06:49.530 --> 00:06:49.950]  I'm joking.
[00:06:49.970 --> 00:06:53.531]  Dark hearts, and of course, fake news, and sponsored by Russia.
[00:06:53.611 --> 00:06:53.851]  All that.
[00:06:53.871 --> 00:06:54.711]  To make sure I'm in the right place.
[00:06:54.731 --> 00:06:55.832]  We did all of that.
[00:06:56.872 --> 00:07:03.776]  I think that Russia still, right now, their translation is a little slow, which is why sometimes our comments are delayed a little because we have to have them translated.
[00:07:03.796 --> 00:07:06.818]  Actually, I should have gotten that off my phone.
[00:07:06.878 --> 00:07:08.980]  I have a picture of the invite for Vladimir Putin.
[00:07:09.120 --> 00:07:10.921]  He was invited, for sure.
[00:07:11.001 --> 00:07:18.265]  Yeah, you've got to go through KGB, the Kremlins, they've got their own frisking process that you've got to go through.
[00:07:21.127 --> 00:07:33.701]  Well, I know the meme that's going around right now is Michelle Obama's face, and everyone's just taking, she's really good at giving a side eye, and they're saying Michelle Obama is all of our, is all of us for the next four years, just taking that side eye.
[00:07:33.721 --> 00:07:35.343]  She really wasn't trying to hide the fact that
[00:07:36.284 --> 00:07:41.889]  A, she's ready to step out of there, and B, she's kind of not hiding how she really feels about Donald Trump.
[00:07:42.250 --> 00:07:48.856]  Yeah, that was pretty obvious, but on the other hand, for me, it's just watching it, and I just scanned through the channels.
[00:07:49.496 --> 00:07:50.337]  What a beautiful day!
[00:07:50.357 --> 00:07:53.840]  I mean, everything kind of worked out perfectly, everything went according to plan.
[00:07:54.020 --> 00:07:57.223]  There were supposed to be jets flying over, I never saw that.
[00:07:57.263 --> 00:07:57.924]  I didn't either.
[00:07:57.964 --> 00:07:58.904]  I don't think that happened.
[00:08:00.766 --> 00:08:03.388]  You know, this is a great day in America.
[00:08:03.448 --> 00:08:10.794]  Whenever this happens, no matter who becomes president, it was really nice to watch, really good to see that everything went reasonably smoothly.
[00:08:10.834 --> 00:08:16.739]  I mean, when I saw CNN the other day with, well, what happens if there's a terrorist attack and all these people are wiped out?
[00:08:16.759 --> 00:08:17.559]  Who will be president?
[00:08:17.760 --> 00:08:19.041]  Why are they even putting that out there?
[00:08:19.061 --> 00:08:20.542]  We're not just fake news.
[00:08:20.562 --> 00:08:22.804]  We're going to bring out these hypothetical scenarios.
[00:08:23.544 --> 00:08:25.425]  It's almost like they wanted that to happen, Adam.
[00:08:25.445 --> 00:08:30.788]  You know, if I didn't know better, I would think that they were actually planning for an assassination attempt.
[00:08:30.808 --> 00:08:31.768]  There's still time!
[00:08:31.889 --> 00:08:32.669]  Anyone out there?
[00:08:32.689 --> 00:08:34.170]  Do you have any crazy ideas?
[00:08:34.190 --> 00:08:35.631]  It was an emotional day, was it not?
[00:08:35.691 --> 00:08:38.492]  Like, listening to his speech, I was actually crying at my desk, just a little.
[00:08:38.512 --> 00:08:39.873]  Like, you can't hold it back.
[00:08:39.893 --> 00:08:41.013]  It was so emotional.
[00:08:41.033 --> 00:08:41.894]  I like short speeches.
[00:08:41.934 --> 00:08:42.394]  I like that.
[00:08:42.474 --> 00:08:42.714]  Short.
[00:08:43.115 --> 00:08:44.035]  Short speech, good.
[00:08:44.695 --> 00:08:47.437]  Man, all about America.
[00:08:48.157 --> 00:09:05.052]  Well, most importantly, and this is something that I've been harping on for the past year and a half, Trump, the whole campaign, one of the few people in this race who consistently would say, our country.
[00:09:05.612 --> 00:09:08.253]  There's always this country, this country, in this country.
[00:09:08.313 --> 00:09:12.595]  But I continuously heard Trump say, in our country, we're going to make our country great again.
[00:09:12.655 --> 00:09:15.896]  And that kind of spread throughout all his appointees as well.
[00:09:15.916 --> 00:09:16.396]  I like that.
[00:09:16.976 --> 00:09:18.857]  It's subtle, but I think it makes a big difference.
[00:09:18.997 --> 00:09:19.857]  Very big difference.
[00:09:19.957 --> 00:09:21.018]  As an empath, you should know that.
[00:09:21.058 --> 00:09:21.858]  Yes, very subtle.
[00:09:22.498 --> 00:09:28.682]  And just, you know, watching Melania as she was walking down the steps, you can tell, and even yesterday... What an outfit, by the way!
[00:09:28.962 --> 00:09:30.023]  What an outfit!
[00:09:30.123 --> 00:09:30.683]  Fantastic!
[00:09:30.723 --> 00:09:34.666]  Yeah, very Jackie O. Totally, with the gloves, the shoes, just beautiful.
[00:09:34.686 --> 00:09:49.636]  Very classy, and you could just, even yesterday when they were there at the Arlington Cemetery, they were, you could just tell that they were really humbled and sort of like, whoa, we are about to enter the White House, we did this, like, and I felt the same way, just sort of,
[00:09:51.016 --> 00:09:58.358]  I mean, I guess probably eight years ago with your black community, seeing a black president going in, like, yeah, all of us can get there.
[00:09:58.398 --> 00:10:06.540]  I mean, you know, there's a lot of girls that think that maybe they have a sordid past or maybe they have some pictures they don't want out there.
[00:10:06.660 --> 00:10:09.101]  And look, it really backfired on them, didn't it?
[00:10:10.001 --> 00:10:11.103]  We're trying to muddy her up.
[00:10:11.143 --> 00:10:14.046]  The only thing that did was make her human, frankly.
[00:10:14.346 --> 00:10:16.989]  It resonated with, as you say, so many people.
[00:10:17.630 --> 00:10:20.553]  Nobody at this table, of course, has any... Anyway, I'm joking.
[00:10:24.738 --> 00:10:42.378]  We're talking about an immigrant who speaks with an accent, who does have photographs out there that people have tried to use against her, and she really came across as very stunning, very first lady-like, and somebody you would aspire to be.
[00:10:42.398 --> 00:10:42.538]  Wow.
[00:10:43.379 --> 00:10:58.365]  And it's so interesting how for the last few years there's been this whole pushback against slut shaming and all of that and that it would be the very people who have been trying to push this agenda who then would try to turn that around and take Melania down.
[00:10:59.265 --> 00:11:03.431]  Well, this happened after November 8th, really.
[00:11:04.512 --> 00:11:06.234]  We are living in parallel universes.
[00:11:06.454 --> 00:11:10.880]  I mean, it's hard to exactly explain how that is, but it's happened.
[00:11:10.940 --> 00:11:12.122]  I mean, multi-dimensions exist.
[00:11:12.202 --> 00:11:13.483]  I am convinced this is happening.
[00:11:13.503 --> 00:11:13.764]  Agreed.
[00:11:13.984 --> 00:11:17.709]  You can have two people look at the exact same information, and one will say,
[00:11:18.189 --> 00:11:19.851]  This is great, and the other will say this is horrible.
[00:11:20.251 --> 00:11:21.593]  And it's the same information.
[00:11:22.073 --> 00:11:29.621]  And I hope this rift in the universe clears up a little bit, because it's not a good thing.
[00:11:29.941 --> 00:11:30.222]  Yeah.
[00:11:30.362 --> 00:11:31.643]  Well, I agree with you.
[00:11:31.843 --> 00:11:34.486]  It's almost as if it's superimposed.
[00:11:35.347 --> 00:11:49.003]  Those two, the multiverse, it has actually split because on the one hand you have all these people that are so ready, so excited to get moving and move to the bigger and better things and the higher power and just listening to Donald Trump's speech.
[00:11:50.287 --> 00:11:53.450]  People will hear the exact opposite of what he said.
[00:11:53.950 --> 00:11:54.751]  That is correct.
[00:11:54.791 --> 00:11:57.454]  That's exactly what happens in an alternate universe.
[00:11:57.734 --> 00:12:03.840]  And I've heard people even on CNN say, oh, I'm living in an alternate universe for a minute, because they don't agree with what's being said.
[00:12:03.860 --> 00:12:06.062]  Oh, because they're trying to pump out what's not reality.
[00:12:06.482 --> 00:12:09.205]  But I believe that it actually is happening.
[00:12:10.916 --> 00:12:12.337]  I'm excited about that.
[00:12:12.417 --> 00:12:14.659]  I like the rift.
[00:12:15.019 --> 00:12:18.282]  Alex was talking about the energy earlier, and the energy has really changed.
[00:12:18.342 --> 00:12:23.166]  You can feel almost a relief, like a release of something really dark, frankly.
[00:12:23.186 --> 00:12:24.267]  That's how I feel anyway.
[00:12:24.427 --> 00:12:27.109]  I mean, we were talking about this in the hallway.
[00:12:27.129 --> 00:12:29.692]  We're just joyous.
[00:12:29.772 --> 00:12:35.316]  There seems to be a release of energy, and it's just been, you know, just a calm joy, frankly.
[00:12:36.297 --> 00:12:39.099]  Well, this is, the negativity is not over.
[00:12:39.119 --> 00:12:41.521]  That's a good point.
[00:12:41.561 --> 00:12:46.405]  My favorite place to go is the face bag, you know, to see what people are saying.
[00:12:46.745 --> 00:12:52.430]  This article that was going around for the past couple of days, it was a Politico article, and they got a bunch of mainstream journalists together.
[00:12:52.450 --> 00:12:54.972]  I wish there was audio or video of it, I don't know if there is.
[00:12:55.792 --> 00:13:02.255]  Bit by bit going through how they have traveled with him on the campaign and have covered him for years back to 2000, I think even.
[00:13:02.955 --> 00:13:05.896]  And every single one of them is really bitchy.
[00:13:06.336 --> 00:13:09.978]  But the one thing that they are consistently mentioning is Twitter.
[00:13:10.598 --> 00:13:17.961]  This is why this negativity will not stop because here you have now a president who goes directly to the people.
[00:13:18.041 --> 00:13:22.522]  I know everyone says it, but this is not just a small thing what's taking place.
[00:13:22.962 --> 00:13:23.823]  When Obama came in,
[00:13:24.403 --> 00:13:25.904]  This was going to be the internet president.
[00:13:25.984 --> 00:13:28.765]  We were like, oh, whitehouse.gov, it's going to be changed, can't wait.
[00:13:29.005 --> 00:13:30.566]  He'll be tweeting, doing all kinds of stuff.
[00:13:31.287 --> 00:13:32.447]  It was never going to happen.
[00:13:32.507 --> 00:13:33.988]  Very filtered.
[00:13:34.108 --> 00:13:36.149]  The least transparent administration ever.
[00:13:36.169 --> 00:13:37.810]  Well, okay, that's a different topic.
[00:13:39.791 --> 00:13:50.434]  But truly, this was supposed to, because they had won through data and internet and social media, which I think may have not been all that true, or maybe there wasn't enough knowledge in the opposition at the time.
[00:13:51.274 --> 00:13:56.375]  This is actually a president who will use this, and that's not the first time.
[00:13:56.395 --> 00:13:58.576]  And you circumvent the mainstream media.
[00:13:59.856 --> 00:14:03.279]  It makes them mad but I think ultimately it should be a good thing.
[00:14:03.339 --> 00:14:26.817]  Oh it's going to be a great thing and you make a very good point because they say President Obama and then even Hillary Clinton would have had the edge there because she took on his social media team that helped him really win the election and so you would think that they would have had power but it didn't come off as authentic whereas Donald Trump used that same social media power but it came off as authentic as much as they hate to say it because he could be so brash at times.
[00:14:27.197 --> 00:14:30.439]  Everyone keeps saying, you know, reality star makes a big reality.
[00:14:30.760 --> 00:14:32.040]  Hey, you know what?
[00:14:32.241 --> 00:14:34.542]  Why is reality... We're all reality stars!
[00:14:34.562 --> 00:14:36.223]  It's YouTube era, you know?
[00:14:36.964 --> 00:14:38.685]  Actual reality is what people want.
[00:14:38.785 --> 00:14:42.507]  They also want scripted reality or unscripted drama, whatever it's called.
[00:14:43.108 --> 00:14:45.569]  Because of course reality television is anything but reality.
[00:14:45.810 --> 00:14:53.415]  When you give people actual reality, which means, oh man, there's bumps and warts and some stuff on it and it's not exactly clean and what's going on?
[00:14:54.395 --> 00:14:56.557]  It seems like anger or, you know, just...
[00:14:57.659 --> 00:14:58.560]  People are drawn to that.
[00:14:58.740 --> 00:14:59.600]  It's a human factor.
[00:14:59.800 --> 00:15:01.701]  Wait, that wasn't put through a filter.
[00:15:02.842 --> 00:15:07.044]  Yes, and this is what the press is extremely upset about.
[00:15:07.064 --> 00:15:08.665]  It's not tradition.
[00:15:08.705 --> 00:15:09.586]  This is not protocol.
[00:15:09.626 --> 00:15:10.146]  What are you doing?
[00:15:10.206 --> 00:15:13.868]  Right, and the fact that he is saying that... Is this live now?
[00:15:13.908 --> 00:15:16.370]  I guess they're starting the... He is going to do the walk.
[00:15:16.630 --> 00:15:17.230]  Yeah, very good.
[00:15:17.250 --> 00:15:18.531]  He's walking in the street, wow.
[00:15:18.571 --> 00:15:19.031]  Very good.
[00:15:19.071 --> 00:15:23.934]  That's quite a message to send to everyone that had been... Barron, man, is he tweaking again?
[00:15:23.954 --> 00:15:25.175]  Barron is off the hook.
[00:15:27.073 --> 00:15:27.773]  Yeah, he's funny.
[00:15:27.793 --> 00:15:28.354]  Let me see.
[00:15:29.575 --> 00:15:31.035]  Oh, this is great.
[00:15:31.656 --> 00:15:38.320]  Yeah, so this is good showing, uh, I mean obviously the Secret Service are a little bit nervous about it, but...
[00:15:39.501 --> 00:15:42.524]  They had the doors open even.
[00:15:43.745 --> 00:15:49.109]  They would even not do the typical walk from the car to the White House.
[00:15:49.169 --> 00:15:52.611]  They had to do that with George W. Bush because they were afraid of riots and everything.
[00:15:52.672 --> 00:15:57.635]  So here, as we can see, they keep trying to tell us the country is right on the verge of a new civil war.
[00:15:58.616 --> 00:16:00.678]  Well, I don't think Trump's feeling that.
[00:16:00.778 --> 00:16:03.400]  I'm not in disagreement that there is a new civil war.
[00:16:03.500 --> 00:16:06.142]  It's just, it's not going to be an actual war that comes to blows.
[00:16:06.162 --> 00:16:06.803]  It's just people
[00:16:08.075 --> 00:16:10.837]  Kissing and moaning at each other on facebag.
[00:16:12.318 --> 00:16:14.119]  I've lost so many friends.
[00:16:14.800 --> 00:16:16.361]  We're not seeing the snipers on the building.
[00:16:17.021 --> 00:16:19.443]  On any of the buildings, which I'm sure you can only imagine.
[00:16:20.684 --> 00:16:21.044]  Of course.
[00:16:23.926 --> 00:16:25.607]  Yeah, this is pretty incredible.
[00:16:25.647 --> 00:16:27.108]  And I know we've got some guys on the ground there.
[00:16:27.128 --> 00:16:28.048]  Kit Daniels is there.
[00:16:28.169 --> 00:16:29.149]  Owen Schroyer is there.
[00:16:29.369 --> 00:16:31.030]  We've got Millie Weaver there as well.
[00:16:31.511 --> 00:16:35.393]  I know Josh Owens and Michael Zimmerman are with Alex Jones.
[00:16:37.012 --> 00:16:44.634]  Um, it's not a very huge city, but like I said earlier, it takes hours to get anywhere because they've got it really quarantined off.
[00:16:48.155 --> 00:16:50.656]  Just a very short walk, just a little walk.
[00:16:50.676 --> 00:16:53.717]  Yeah, don't make it all the way up to where those violent protesters were at.
[00:16:53.777 --> 00:16:56.958]  Now, what is the latest on protests?
[00:16:57.625 --> 00:17:01.710]  Have you seen anything with the... We're covering this over the past couple of hours.
[00:17:02.450 --> 00:17:05.234]  We know that they're going to be heightened when it darkens.
[00:17:05.474 --> 00:17:09.058]  We typically see that when the lights go down and the sun is gone.
[00:17:09.098 --> 00:17:10.940]  Because they're so brave.
[00:17:10.960 --> 00:17:12.542]  I don't think that's going to happen at all.
[00:17:12.602 --> 00:17:14.024]  I think they're all going to go partying.
[00:17:14.044 --> 00:17:15.565]  There's a whole bunch of dress up parties.
[00:17:16.306 --> 00:17:17.787]  We're all crazy partying.
[00:17:18.128 --> 00:17:20.069]  We hate the patriarchy.
[00:17:20.089 --> 00:17:22.131]  I think so.
[00:17:22.151 --> 00:17:24.473]  There's tons of dance parties in DC.
[00:17:24.513 --> 00:17:25.514]  I hope you're right.
[00:17:25.574 --> 00:17:29.557]  I'm a little bit jealous that we are in Austin covering this.
[00:17:29.577 --> 00:17:30.938]  Oh, I am so jealous.
[00:17:31.058 --> 00:17:32.499]  I was supposed to be there.
[00:17:37.062 --> 00:17:39.104]  Oh, they have a protest at 5pm if we want to go.
[00:17:39.124 --> 00:17:39.845]  Oh, that's right.
[00:17:39.865 --> 00:17:42.327]  So you'll have fun driving back in traffic.
[00:17:42.347 --> 00:17:44.249]  So we're going to protest here at 5?
[00:17:44.309 --> 00:17:46.231]  There's a protest starting at 5.
[00:17:46.412 --> 00:17:50.155]  There was a campus walkout to be able to... Oh, it's led by a city council member.
[00:17:50.416 --> 00:17:50.896]  Wonderful.
[00:17:53.507 --> 00:17:54.128]  That should be fun.
[00:17:54.508 --> 00:18:03.502]  Antifa, it's the Disrupt J20, and they got their permit for 5-5-30 so they can disrupt rush hour traffic and really truly shut us down as much as they possibly can.
[00:18:03.903 --> 00:18:04.824]  They didn't get the memo.
[00:18:05.024 --> 00:18:05.825]  They've already lost.
[00:18:05.986 --> 00:18:06.947]  Trump's already your president.
[00:18:07.992 --> 00:18:09.353]  Your resistance is futile.
[00:18:10.113 --> 00:18:11.233]  I'm discouraged that the D.C.
[00:18:11.273 --> 00:18:12.154]  police stood down.
[00:18:12.174 --> 00:18:16.616]  I think that the standing down when the woman was getting beating is not a good sign.
[00:18:16.636 --> 00:18:21.217]  So if there are protesters, hopefully they can keep them contained into one place.
[00:18:21.377 --> 00:18:22.778]  Yeah, and of course the D.C.
[00:18:22.818 --> 00:18:31.121]  police were kind of given the orders to let people protest, let them, but that was the thing is that if it starts getting violent, all bets are off, then you can go in.
[00:18:31.201 --> 00:18:34.683]  So it is interesting that they did stand down and watch some protesters
[00:18:36.985 --> 00:18:37.545]  How violent?
[00:18:37.705 --> 00:18:41.248]  We have some blood that has been drawn.
[00:18:41.268 --> 00:18:42.609]  I didn't see any of that.
[00:18:42.629 --> 00:18:50.275]  And there was also last night at the Deplora Ball, a guy got punched in the face, another one got hit in the back of the head with a flagpole and was bleeding everywhere.
[00:18:50.295 --> 00:18:54.499]  Well, you put hundreds of thousands of people together, something's always going to happen.
[00:18:54.519 --> 00:18:56.801]  It seems like it's been pretty peaceful in general.
[00:18:58.802 --> 00:19:02.285]  There were protesters in Austin and Guadalupe earlier walking down the street.
[00:19:03.342 --> 00:19:11.129]  Yeah, actually the vegetarian restaurant that I like to go to here, they're having a big thing, and I didn't even click on it because I was like, oh!
[00:19:11.209 --> 00:19:14.151]  But you know what, I know one of those Red Guards.
[00:19:14.692 --> 00:19:17.394]  Oh, here's some.
[00:19:17.655 --> 00:19:18.155]  There we go.
[00:19:21.318 --> 00:19:22.359]  Is this from, this is live?
[00:19:23.781 --> 00:19:24.822]  Or is this from earlier?
[00:19:24.842 --> 00:19:25.862]  This is from later, I think.
[00:19:25.882 --> 00:19:26.082]  Okay.
[00:19:26.142 --> 00:19:26.943]  Yeah, from earlier.
[00:19:28.363 --> 00:19:33.646]  Yeah, I was going to say, I don't think they would have Trump just out walking around if this was what was going on.
[00:19:33.686 --> 00:19:37.287]  But yeah, I mean, these are the people who they want to take America back?
[00:19:37.387 --> 00:19:41.929]  I don't know, make America something really bad that no one wants?
[00:19:42.670 --> 00:19:43.030]  Right.
[00:19:43.350 --> 00:19:47.032]  Do they think that they're going to take down the leadership in this country and that they're going to be in powder?
[00:19:47.052 --> 00:19:48.292]  Because I don't want those people in powder.
[00:19:48.312 --> 00:19:50.173]  These people that I'm seeing here, these are just troublemakers.
[00:19:50.313 --> 00:19:50.873]  Yeah.
[00:19:50.913 --> 00:19:56.575]  The ones with the signs, the one with the, what is it, against fascism.
[00:19:56.655 --> 00:19:58.836]  It's the Workers, World Workers Party.
[00:19:58.896 --> 00:19:59.416]  Antifa.
[00:19:59.456 --> 00:20:00.656]  It's a socialist demonstration.
[00:20:00.797 --> 00:20:01.097]  Right.
[00:20:01.177 --> 00:20:02.297]  And those are the real socialists.
[00:20:02.337 --> 00:20:04.578]  Like, really, really, they want big socialism.
[00:20:04.818 --> 00:20:08.259]  And I've looked at all their demands, I've looked at all of the lists, you know, it's like... What do they want, Alex?
[00:20:09.019 --> 00:20:17.742]  Don't touch the Affordable Care Act, free college, I mean actually a lot of it's Bernie Sanders platform.
[00:20:18.402 --> 00:20:24.944]  Obviously you can't, I mean it's really, if anything that I see in all of these lists of things, there's no giving.
[00:20:24.984 --> 00:20:26.504]  It's all I want, I want, we want this.
[00:20:26.544 --> 00:20:28.145]  There's no plan for how to pay for it.
[00:20:28.305 --> 00:20:36.549]  There's no giving, like make facilities so people can help others and do other things and really work together.
[00:20:36.729 --> 00:20:39.231]  Now this is only about... Pay for my college education.
[00:20:39.611 --> 00:20:41.792]  So those protesters, they're just troublemakers.
[00:20:42.933 --> 00:20:44.414]  You can get that in any situation.
[00:20:44.954 --> 00:20:49.476]  And what I'm seeing is the key word is the resistance.
[00:20:50.377 --> 00:20:51.597]  This is really being used.
[00:20:51.838 --> 00:20:53.378]  Keith Olbermann is the resistance now.
[00:20:53.398 --> 00:20:54.499]  Keith Olbermann now has said...
[00:20:55.419 --> 00:20:56.259]  This is the resistance.
[00:20:56.279 --> 00:20:56.520]  Yeah.
