[00:00:18.717 --> 00:00:20.658]  Welcome to the Info Wars Nightly News.
[00:09:22.397 --> 00:09:27.663]  Maybe we don't want them moving out into the rest of the United States of America, but it would indeed boost the economy.
[00:09:29.008 --> 00:09:31.049]  So now here's a question on everyone's mind.
[00:09:31.329 --> 00:09:32.890]  Will he or won't he?
[00:09:32.910 --> 00:09:38.553]  Is Obama, President Obama, going to pardon Hillary Clinton before he leaves office?
[00:09:39.233 --> 00:09:48.758]  Now this article points out that kind of a good way to gauge what's going on is to see what sort of stories and what sort of narratives are being pushed out on
[00:09:49.318 --> 00:09:51.179]  All the fake news broadcasts that are out there.
[00:09:51.219 --> 00:09:57.603]  So they say specifically CNN is pushing storylines about FBI Director James Comey.
[00:09:58.104 --> 00:10:04.368]  Their number one story, FBI Director James Comey under Inspector General Investigation.
[00:10:04.848 --> 00:10:07.990]  Number two, driving a wedge between Trump and Comey.
[00:10:08.430 --> 00:10:11.472]  And number three, incoming Deputy Attorney General.
[00:10:11.933 --> 00:10:16.696]  So they're saying the architecture of the necessary narrative is supporting a Clinton pardon.
[00:10:17.136 --> 00:10:26.044]  It's clearly now being framed, so all indicators are pointing to yes, President Obama is probably going to pardon Hillary Clinton before he leaves office.
[00:10:26.604 --> 00:10:33.771]  Now, Donald Trump, of course, engaged in a Twitter smackdown, saying Hillary Clinton is guilty as hell.
[00:10:33.831 --> 00:10:39.096]  Now, he was kind of going on a Twitter rant about the dossier, that failed dossier that was put out.
[00:10:39.656 --> 00:10:48.662]  But he turned to Hillary Clinton referring to the forthcoming Justice Department probe on the FBI's behavior during the investigation into Hillary's email server.
[00:10:49.062 --> 00:10:53.485]  He said, What are Hillary Clinton's people complaining about with respect to the FBI?
[00:10:53.885 --> 00:10:58.368]  Based on the information they had, she should never have been allowed to run.
[00:10:58.708 --> 00:10:59.849]  Guilty as hell.
[00:11:00.149 --> 00:11:01.550]  They were very nice to her.
[00:11:01.910 --> 00:11:04.252]  She lost because she campaigned in the wrong states.
[00:11:04.592 --> 00:11:05.913]  No enthusiasm.
[00:11:06.813 --> 00:11:07.253]  Sad.
[00:11:07.713 --> 00:11:10.314]  So we know how Donald Trump feels about Hillary Clinton, but you know what?
[00:11:10.354 --> 00:11:16.157]  She's supposed to be at the inauguration along with Bill, so who knows what's going on there in D.C.?
[00:11:16.577 --> 00:11:21.239]  But they are desperate to prove this Russia narrative, and here was a story
[00:11:22.179 --> 00:11:23.740]  That came out of the Daily Caller.
[00:11:24.321 --> 00:11:27.823]  So it was a bizarre technical glitch that happened.
[00:11:27.923 --> 00:11:35.508]  It interrupted the Washington Post's David Ignatius during a Thursday appearance on MSNBC's Hardball with Chris Matthews.
[00:11:36.248 --> 00:11:47.596]  Ignatius was talking about President-elect Donald Trump's cabinet nominees taking a hard line on Russia when a glitch made Ignatius appear to say Russia several times in succession.
[00:11:48.256 --> 00:11:48.877]  And then C-SPAN
[00:11:50.818 --> 00:11:53.379]  Uh, actually had their broadcast interrupted.
[00:11:53.419 --> 00:11:57.580]  Their feed for a full 10 minutes was airing RT.
[00:11:58.040 --> 00:12:10.444]  So RT overtook C-SPAN's confirmation feed for a full 10 minutes and and they released a statement saying that they don't believe they were hacked and are operating under the assumption that it was an internal routing issue, right?
[00:12:10.464 --> 00:12:14.426]  That just so happened to route to RT and not some other channel.
[00:12:14.866 --> 00:12:15.006]  So
[00:12:15.706 --> 00:12:23.528]  Here you could say, I mean, this is this is why the problem with fake news and pushing out this narrative without having any facts to back it up is because nobody believes anything.
[00:12:23.548 --> 00:12:24.309]  Who do we believe?
[00:12:24.609 --> 00:12:30.391]  Did the Russians hack in and make Ignatius appear to say Russia, Russia, Russia, like Max Headroom?
[00:12:30.911 --> 00:12:35.912]  And did they or why would they broadcast RT over C-SPAN?
[00:12:36.092 --> 00:12:39.954]  Or is somebody else internally rerouting their feed to
[00:12:41.414 --> 00:12:41.675]  I don't
[00:12:59.833 --> 00:13:00.293]  I don't know.
[00:13:23.098 --> 00:13:27.642]  So good old Jib still losing to Trump on every level imaginable.
[00:13:28.203 --> 00:13:33.907]  And of course, they're parading this former British intelligence agent as James Bond.
[00:13:33.967 --> 00:13:34.848]  He's James Bond.
[00:13:34.888 --> 00:13:35.869]  How dare we doubt him?
[00:13:35.909 --> 00:13:38.231]  So very, very interesting there.
[00:13:38.271 --> 00:13:44.216]  Of course, that guy's actually gone into hiding because he's been outed and worried about what the Russians are going to do to him.
[00:13:45.037 --> 00:13:50.341]  And then we have the Financial Times editorial seeking restrictions on free speech.
[00:13:50.641 --> 00:13:53.543]  They want to stop false news propaganda war.
[00:13:53.643 --> 00:14:00.268]  So again, here we have CNN pumping out this fake news along with BuzzFeed, but now we have
[00:14:01.787 --> 00:14:11.293]  Newspapers and outlets like the Financial Times calling for restrictions on free speech to stop the propaganda war.
[00:14:11.974 --> 00:14:17.918]  So this is an editorial saying the threat posed by Putin's cyber warriors.
[00:14:18.638 --> 00:14:23.261]  Financial Times is so worried about disinformation it proposed restrictions on freedom of speech.
[00:14:23.782 --> 00:14:29.646]  They say Berlin is considering imposing hefty fines on media outlets that spread false and malicious information.
[00:14:30.973 --> 00:14:43.905]  It may seem an undue restriction to freedom of speech, but in the context of a propaganda war designed to undermine Western democracy, it may be necessary to do more than enforce existing laws on libel and incitement.
[00:14:44.305 --> 00:14:53.253]  Well, Financial Times, you might want to sic the Ministry of Truthiness on yourselves because they were the purveyors of fake news today by saying,
[00:14:54.874 --> 00:15:02.178]  Trump blasts US intelligence on the Russia dossier with the subtitle, President-elect acknowledges Moscow hacked the election.
[00:15:02.438 --> 00:15:03.119]  Blatant lie.
[00:15:03.199 --> 00:15:05.720]  Trump never acknowledged they hacked the election.
[00:15:05.780 --> 00:15:09.902]  He said, you know, I think it was Russia, but we also get hacked by other countries and other people.
[00:15:09.922 --> 00:15:11.063]  You know, he went on.
[00:15:11.103 --> 00:15:14.004]  He didn't acknowledge and confirm absolutely.
[00:15:14.365 --> 00:15:15.005]  So there you go.
[00:15:15.145 --> 00:15:15.725]  Fake news.
[00:15:16.166 --> 00:15:16.926]  Financial times.
[00:15:17.466 --> 00:15:20.308]  You should pay a very hefty fine for spreading all of your propaganda.
[00:15:20.908 --> 00:15:26.312]  And then of course we've got a California Democrat proposing a law to teach kids about fake news.
[00:15:26.372 --> 00:15:29.454]  That's right, they don't have enough going on there in California.
[00:15:29.955 --> 00:15:35.319]  Now he wants to pass AB 155, the Fake News Act of 2017.
[00:15:35.759 --> 00:15:43.545]  He wants students to be given civic online reasoning so they can judge the quality and credibility of their information.
[00:15:43.885 --> 00:15:48.349]  And of course, what will the parameters be of the truthiness of the information?
[00:15:48.629 --> 00:15:49.990]  I'm sure the establishment media.
[00:15:55.748 --> 00:15:58.631]  Do you remember that deal that Obama struck with Iran?
[00:15:58.791 --> 00:16:06.218]  He promised to lift sanctions, providing $10 billion in cash and gold to Iran if they promised to stop their nuclear proliferation.
[00:16:06.259 --> 00:16:09.462]  Looks like they didn't do it, folks, from what I'm reading.
[00:16:09.502 --> 00:16:14.727]  If you read this AP article that we have for you, Iran approved to import an additional 130 tons of uranium
[00:16:17.089 --> 00:16:33.137]  And on Friday, their state TV, it's called Press TV, it's actually done in English, and you know, and actually that is a very strategic move on their part because they want us to understand, for those of us who don't speak Farsi, that they are in fact still purchasing uranium.
[00:16:33.857 --> 00:16:37.159]  This Friday report is coming out of the Atomic Energy Organization of Iran.
[00:16:37.179 --> 00:16:43.182]  The spokesperson is saying, quote, the Joint Commission monitoring the implementation of a 2015 nuclear deal between Iran
[00:16:44.342 --> 00:16:51.284]  And the P5 plus one approved the purchase of the part of Iran during a meeting in the Austrian capital of Vienna on Wednesday.
[00:16:51.304 --> 00:16:53.404]  So Vienna knows what they're doing.
[00:16:53.464 --> 00:16:55.504]  They know that they're going to be buying this uranium.
[00:16:56.245 --> 00:16:56.805]  You know what?
[00:16:56.885 --> 00:16:58.385]  They approved the sale.
[00:16:58.545 --> 00:16:59.785]  Tell me what's up with that.
[00:17:00.105 --> 00:17:04.206]  They went ahead and said, you go right ahead and you buy all the uranium you need.
[00:17:04.606 --> 00:17:11.928]  And meanwhile, our ridiculously treacherous president has given them, you know, 10 billion in cash and gold to do so now.
[00:17:12.808 --> 00:17:26.896]  The Senate, meanwhile, and, you know, I rarely take anything off the New York Times because, honestly, I don't like reading tabloids and I don't like reading fake news, but in particular, I found this article pretty telling, so I decided to present it to you today.
[00:17:26.916 --> 00:17:30.198]  The Senate Votes to Extend Iran's Sanctions Authority.
[00:17:30.659 --> 00:17:36.122]  Now, the Senate knows that in the coming eight years with a Trump presidency over the next eight years,
[00:17:36.542 --> 00:17:49.880]  We have the ability to curb Iran from getting their hands on nuclear weapons and many of the sanctions that were suspended during the Obama deal that went into effect last year the senators are voting and I'm quoting here 99 to 0
[00:17:51.983 --> 00:17:53.144]  To help ensure that the U.S.
[00:17:53.164 --> 00:17:57.867]  could quickly reimpose the sanctions if Iran violated its obligations under the agreement.
[00:17:57.967 --> 00:18:08.474]  So the sanctions regime is how we hold Iran accountable, strengthening our security and deterring Iran's hostility toward our allies, especially the state of Israel.
[00:18:08.914 --> 00:18:11.716]  This is coming from a Democrat senator in Michigan.
[00:18:12.176 --> 00:18:16.999]  He goes on to say, diplomacy is our way, a preferred course of action, but it doesn't always work in a vacuum.
[00:18:17.439 --> 00:18:20.862]  It only works if it's backed up with credible deterrence.
[00:18:21.562 --> 00:18:22.162]  And you know what?
[00:18:22.242 --> 00:18:37.269]  It looks like that deterrence, we could see a re-imposition of these sanctions if they don't stop buying uranium, which was part of the agreement initially, to stop the purchase and the implementation of uranium as they go forward with nukes.
[00:18:37.629 --> 00:18:40.990]  Meanwhile, they're channing death to the US and death to Israel.
[00:18:41.070 --> 00:18:43.651]  And I'm not trying to bash Iran here, folks.
[00:18:43.691 --> 00:18:44.972]  This isn't a religious message.
[00:18:45.632 --> 00:18:57.342]  This is simply a message to extend the information that they are in fact buying tons of uranium and our Senate has a heads up on it and it looks like we could see the reimposition of these sanctions with a Trump victory.
[00:19:01.587 --> 00:19:15.655]  Now what I'm announcing here today is already a custom here in the United States, and that is extending the Christmas holiday up until New Year's Eve and then taking down the Christmas trees and taking down the Christmas lights.
[00:19:15.795 --> 00:19:16.855]  Ooh, I keep saying Christmas.
[00:19:17.516 --> 00:19:18.676]  I'm so politically incorrect.
[00:19:19.136 --> 00:19:22.338]  The day after New Year's Eve or New Year's Day.
[00:19:22.878 --> 00:19:27.161]  And so I've decided right through New Year's Day, we're going to keep
[00:19:27.981 --> 00:19:45.818]  The virtual Christmas tree or an HD video shot of downtown Austin at the capital of the beautiful Christmas tree up just to upset the social justice warriors and all the little snowflakes that want to bully us into banning our culture and banning free speech.
[00:19:46.238 --> 00:19:49.781]  In fact, there's a war going on, not just online, but in the streets.
[00:19:49.841 --> 00:19:56.425]  I've seen it, where people on the hike and bike trails say Merry Christmas, and then folks don't respond and they say Happy Holidays!
[00:19:56.966 --> 00:20:04.932]  Or even family I have, that I send the message of Merry Christmas to, they respond back with Happy Holidays.
[00:20:04.992 --> 00:20:07.454]  It is some distant cousins, but it's going on.
[00:20:08.325 --> 00:20:18.469]  But we're also going to extend the Christmas sale right through until New Year's Eve, until everything sells out at InfoWarsTore.com.
[00:20:18.489 --> 00:20:30.473]  Now, we normally try to budget things to where, in the warehouse, most of the products sell out by year-end, and the new products come in in a few weeks or a month after, because we have to pay taxes on inventory.
[00:20:31.233 --> 00:20:35.934]  And this year, I've decided to extend the sale until everything completely sells out.
[00:20:36.094 --> 00:20:52.257]  So to be clear, almost every one of our best-selling nutraceutical supplements is selling out, and for a good reason, because here are the specials that we're running until they sell out or until the new year comes here in just about four or five days.
[00:20:52.997 --> 00:20:54.058]  Living Defense, 30% off.
[00:20:55.618 --> 00:20:57.319]  Super Mel Vitality, 30% off.
[00:20:57.359 --> 00:20:58.179]  These are huge specials.
[00:20:58.639 --> 00:21:00.320]  Silver Bullet Coil Silver, 50% off.
[00:21:01.581 --> 00:21:03.881]  Brain Force Plus, 33% off.
[00:21:04.222 --> 00:21:06.843]  Winter Sun Vitamin D, 25% off.
[00:21:07.323 --> 00:21:10.104]  And again, a lot of these are selling out as we speak or have sold out.
[00:21:10.384 --> 00:21:12.745]  Survival Shield X2, 30% off.
[00:21:12.805 --> 00:21:15.526]  Bio True Selenium, 30% off.
[00:21:15.626 --> 00:21:18.868]  And then let me finish up with this, the Coup De Grace.
[00:21:19.608 --> 00:21:23.630]  Store-wide free shipping until New Year's Day.
[00:21:23.730 --> 00:21:26.412]  Store-wide at InfoWarsTore.com.
[00:21:26.812 --> 00:21:36.637]  On the non-GMO heirloom seeds, and the Trump is my president shirts, and Hillary for prison 2017 shirts, and deport George Soros, the goblin globalist specials.
[00:21:37.217 --> 00:21:38.518]  Store-wide free shipping.
[00:21:39.738 --> 00:21:45.500]  50 to 30 percent off on scores of items and all of these are super high quality products.
[00:21:45.800 --> 00:21:51.501]  They help fund the spearhead in the fight against the globalists and they are game changers.
[00:21:51.861 --> 00:21:54.342]  We couldn't have built this operation without you.
[00:21:54.502 --> 00:21:56.922]  So you're not standing beside us or behind us.
[00:21:57.302 --> 00:21:58.723]  You are standing at the heart
[00:21:59.423 --> 00:21:59.623]  Thank you.
[00:22:16.537 --> 00:22:28.847]  I certainly hope and pray you had a blessed and merry Christmas, and I'm really focusing and working hard to make sure we have a great new year as Americanism, not globalism, accelerates into the future.
[00:22:29.208 --> 00:22:44.921]  So again, I want to encourage you all, take advantage of the biggest sales of 2016 with Christmas sales extended with free shipping store-wide and 50 to 30% off on high-quality supplements and many other items at InfoWarsTore.com
[00:22:45.461 --> 00:22:46.763]  And Infowarslife.com.
[00:22:47.164 --> 00:22:51.330]  I'm Alex Jones, signing off from the Central Texas News Center in Austin.
[00:22:51.390 --> 00:22:58.060]  Go to Infowarsstore.com today for 30-50% off specials while supplies last, plus free shipping.
[00:22:58.341 --> 00:22:58.761]  Or call 1-888-253-3139.
[00:23:03.575 --> 00:23:05.616]  Hey, this is Joe Biggs with InfoWars.com.
[00:23:05.636 --> 00:23:08.416]  There's some huge news coming out of Judicial Watch.
[00:23:08.476 --> 00:23:12.177]  Things that we have reported on here at InfoWars many times.
[00:23:12.277 --> 00:23:21.760]  Josh Owens and I actually went down to the border because of Judicial Watch reports talking about how ISIS had infiltrated Annapurna just across from El Paso.
[00:23:22.180 --> 00:23:28.722]  And we're using that as an area to train and bring in jihadis and then eventually come across the border and carry out attacks.
[00:23:28.782 --> 00:23:31.323]  And today we have this shootout at U.S.
[00:23:31.383 --> 00:23:36.984]  Consulate in Nuevo Laredo, part of cartel-slash-terrorist attack plan for Trump inauguration.
[00:23:37.425 --> 00:23:47.748]  It says, a deadly shootout at the construction site of the new American consulate occurred this week in a Mexican border town where Islamic terrorists and drug cartel.
[00:23:48.028 --> 00:23:49.168]  Now let me go back a second.
[00:23:49.548 --> 00:23:59.099]  I made a prediction a while back about a year ago when I was down there looking for the mosque, when I was looking for these ISIS training centers, when I went over into Anakka.
[00:23:59.139 --> 00:24:03.524]  I went over there by myself with some guy that I had paid to drive me over there.
[00:24:03.784 --> 00:24:10.932]  We actually had to muddy up the truck to make the truck look like it was a piece of crap so we could kind of blend in, and we were riding around in cartel areas
[00:24:11.312 --> 00:24:24.592]  You know, with me by myself without any protection, border security, border patrol on the other side, Josh Owens, my camera guy, was filming stuff from the other side of the border as we came across, he was on the other side of the border fence, and I predicted that the cartel
[00:24:25.516 --> 00:24:34.959]  And the Islamic State fighters would come together eventually because at the end of the day they want money and they want to take down America and that's something they both can agree on.
[00:24:35.299 --> 00:24:40.301]  So they have come together and they've done this attack that says the Mexican military responded to the attack.
[00:24:40.341 --> 00:24:49.965]  Law enforcement sources on both sides of the border confirm insisting that their identities be kept confidential for security reasons and at least three soldiers were killed and 13 people died
[00:24:51.545 --> 00:24:56.286]  In that shootout, that's being reported by a local newspaper over there in Nuevo Laredo.
[00:24:56.986 --> 00:25:10.470]  They were referring to the deceased as heavily armed delinquents that had an arsenal that included 12 automatic rifles, rocket propelled grenade launchers, grenades, and loads of ammunition and drugs in three vehicles.
[00:25:10.630 --> 00:25:11.710]  One of them was armored.
[00:25:12.290 --> 00:25:13.771]  You know, this is getting serious.
[00:25:13.791 --> 00:25:16.091]  That's why we need our border secure.
[00:25:16.131 --> 00:25:18.172]  That's why we've been talking about this for so long.
[00:25:18.212 --> 00:25:24.755]  That's why we have made multiple trips down to the border to show you just how wide open it really is.
[00:25:25.095 --> 00:25:39.140]  And this kind of stuff is going to bleed over into our streets and the blood will be on the hands of the Obama administration for failing to listen to these reports, ignoring the facts that this border is wide open and it's just waiting
[00:25:40.478 --> 00:25:41.679]  Something is just waiting to happen.
[00:25:42.139 --> 00:25:47.641]  It says judicial watches, law enforcement, intelligence sources say the barrage outside, what's soon to be the new U.S.
[00:25:47.682 --> 00:25:58.067]  consulate, is connected to a broad operation between Islamic State fighters and Mexican drug cartels to send President-elect Trump a message by engaging in attacks at border ports.
[00:25:58.447 --> 00:26:05.110]  Cartels usually don't work with jihadis for fear of having the borders shut down, a veteran federal law enforcement agent said.
[00:26:05.550 --> 00:26:06.291]  We're good to go.
[00:26:24.209 --> 00:26:35.551]  You know, you've got the ISIS fighters and the drug cartels coming together and fueling even more fear that was created by CNN, MSNBC, ABC, CBS, all of these people.
[00:26:36.377 --> 00:26:37.238]  We're good to go.
[00:27:00.589 --> 00:27:00.749]  I'm good.
[00:27:13.109 --> 00:27:13.950]  I don't think so.
[00:27:32.905 --> 00:27:33.826]  Hey, come on through!
[00:27:59.640 --> 00:28:00.100]  Hey, you know what?
[00:28:00.120 --> 00:28:03.102]  We're going to give you a free bus voucher to go anywhere you want.
[00:28:03.202 --> 00:28:05.664]  Find you a sanctuary city and go there.
[00:28:05.704 --> 00:28:06.784]  Look at Houston, Texas.
[00:28:06.824 --> 00:28:09.506]  It's one of the largest sanctuary cities in Texas.
[00:28:09.546 --> 00:28:13.929]  And it's because of this lax law that we have going on at the border.
[00:28:13.969 --> 00:28:17.311]  Hopefully under Donald Trump, this will be cracked down on.
[00:28:17.331 --> 00:28:18.311]  They'll stop this.
[00:28:18.652 --> 00:28:19.772]  They'll stop that flow.
[00:28:19.832 --> 00:28:29.058]  They won't give them the movement to allow the cartels and they won't allow ISIS to openly move across our borders and carry out attacks on innocent
[00:28:29.398 --> 00:28:31.119]  American lives.
[00:28:31.719 --> 00:28:43.946]  So this is really big and this is something that we have reported on and been talking about and we have a little vindication here with this report proving the fact that we said that ISIS would team up eventually with the drug cartels.
[00:28:44.266 --> 00:28:51.370]  Stay tuned for more reports at InfoWars.com and if you go to DC next week for the inauguration keep your head on a swivel
[00:28:52.253 --> 00:28:53.815]  Um, it's going to be crazy.
[00:28:53.835 --> 00:28:56.177]  There's going to be a lot of planned violence out there.
[00:28:56.197 --> 00:28:59.200]  It could be one of the largest riots ever known to man.
[00:28:59.260 --> 00:29:05.146]  And who knows if some of these jihadis have already come across the border with the help of these drug cartels.
[00:29:05.386 --> 00:29:07.588]  This has been Joe Biggs with InfoWars.com.
[00:29:13.329 --> 00:29:16.812]  In 1975, Sweden decided to welcome immigration.
