[00:00:18.717 --> 00:00:20.658]  Welcome to the Info Wars Nightly News.
[00:08:40.131 --> 00:08:44.775]  They tear the country up, burn the city down, and then they blame it on Donald Trump.
[00:08:45.135 --> 00:08:48.879]  Or they call Milo Yiannopoulos a terrorist when they're terrorizing things.
[00:08:49.259 --> 00:09:01.730]  Which actually, if you want to look at a little irony there to just kind of underscore this point, we have an MSNBC reporter calling Milo a flamethrower while the video that's playing during this talk
[00:09:02.690 --> 00:09:05.593]  Is violent leftist literally throwing fireworks?
[00:09:05.693 --> 00:09:06.293]  Check this out.
[00:09:13.243 --> 00:09:25.452]  So as you can see, we've descended into total madness here where we are seeing the visuals on screen and they're telling you the exact opposite or blaming others for the actions, the violent actions of these protesters.
[00:09:25.992 --> 00:09:36.179]  But getting back to the Alliance for Global Justice, who is one of the groups that help organize this violent shutdown, they received $2.2 million in funding for the fiscal year ending March 2016.
[00:09:36.579 --> 00:09:39.381]  And so you can see all their benefactors for
[00:09:40.282 --> 00:09:43.524]  Fascism and Alliance for Global Justice, it's all online.
[00:09:44.725 --> 00:09:49.848]  So the biggest donor is the Tides Foundation, which is a non-profit funded by George Soros.
[00:09:50.368 --> 00:09:51.109]  They gave him about $50,000.
[00:09:53.050 --> 00:09:56.953]  They also include the city of Tucson and United Steelworkers Labor Union.
[00:09:56.973 --> 00:10:04.898]  So obviously the unions, people are forced to pay into these unions, you're forced to pay tax dollars, and now your money is going to fund these type of violent protests.
[00:10:05.538 --> 00:10:11.101]  And so these are not spontaneous protests popping up because people are just so upset, so outraged.
[00:10:11.161 --> 00:10:15.603]  They are being purposefully sent to protest certain things.
[00:10:16.483 --> 00:10:23.247]  And we have, you know, these Antifa groups coming out actually threatening people violently, punching them in the face.
[00:10:23.287 --> 00:10:27.149]  We saw a Trump supporter beaten with shovels, left unconscious on the ground.
[00:10:27.189 --> 00:10:29.590]  They pepper sprayed a girl in the face.
[00:10:29.870 --> 00:10:32.792]  Margaret Howell is actually going to be speaking with her later on in the show.
[00:10:34.132 --> 00:10:34.573]  We're good to go.
[00:10:54.210 --> 00:10:58.071]  And so they're basically threatening her, like, we know how scared you're going to get, so watch out for us.
[00:10:58.391 --> 00:10:59.632]  So she reports it to Twitter.
[00:10:59.712 --> 00:11:01.352]  Twitter doesn't even shut the account down.
[00:11:01.412 --> 00:11:05.694]  They just said, well, we've asked them to delete the tweets in question.
[00:11:06.134 --> 00:11:09.975]  So then after they do that, Antifa says, we'll catch you another time, Cass.
[00:11:10.095 --> 00:11:12.976]  This isn't the last you've heard or seen of us, honey.
[00:11:13.296 --> 00:11:22.039]  So they're just very, I mean, when you have the media and former President Obama coming out praising these violent protesters and calling it
[00:11:22.799 --> 00:11:32.464]  Well, violent rioters and calling it protests and the name of the First Amendment and that this is how democracy works, then these people feel bold.
[00:11:32.604 --> 00:11:39.348]  They feel like they can threaten people outright, and especially when you have Twitter just lets these terrorist groups terrorize people.
[00:11:39.968 --> 00:11:45.691]  Meanwhile, if you make fun of a comedian, you'll get your entire Twitter account taken offline like Milo Yiannopoulos did.
[00:11:46.432 --> 00:11:48.233]  And here's some other thing that we're seeing.
[00:11:48.253 --> 00:11:53.338]  There's about 10,000 plus people calling for the assassination of Donald Trump online.
[00:11:53.598 --> 00:11:54.879]  This includes celebrities.
[00:11:55.380 --> 00:12:00.324]  It includes journalists as well as elected officials in some other countries.
[00:12:00.745 --> 00:12:06.330]  Here you have the Village Magazine debating whether or not Donald Trump should be killed.
[00:12:06.890 --> 00:12:07.591]  We're good to go.
[00:12:23.098 --> 00:12:24.400]  Here we have another crazy woman.
[00:12:24.860 --> 00:12:29.246]  She's so angry that Trump is president, she tried running over a police officer.
[00:12:29.506 --> 00:12:35.333]  So she wants to take her anger out on just a random police officer who was trying to direct traffic.
[00:12:35.754 --> 00:12:39.018]  And she was so angry, yelling out the window, shaking her fist.
[00:12:39.698 --> 00:12:41.860]  This is 58-year-old Eileen Pierce.
[00:12:42.240 --> 00:12:51.848]  Kind of reminds me of the Triggly Puff professor that was out triggered at NYU when Gavin McGinnis was to be speaking as well.
[00:12:51.968 --> 00:12:56.531]  And she is screaming and yelling at the police because they're not beating up the Nazis.
[00:12:56.952 --> 00:13:03.437]  And so it's these little Antifa protests, the protesters and students who are going and beating up the Nazis.
[00:13:03.777 --> 00:13:08.921]  And the teacher, the professor, is yelling at the police, why aren't you beating up those Nazis?
[00:13:09.121 --> 00:13:09.941]  That's your job.
[00:13:11.142 --> 00:13:14.403]  I know Millie Weaver is going to be speaking about that coming up later on as well.
[00:13:15.403 --> 00:13:16.704]  But we're sort of seeing this.
[00:13:16.724 --> 00:13:18.925]  This is what Obama left us.
[00:13:19.005 --> 00:13:22.746]  These are the landmines that he left for President Trump and for this country.
[00:13:22.766 --> 00:13:23.987]  This is order out of chaos.
[00:13:24.007 --> 00:13:25.547]  This is all by design.
[00:13:26.127 --> 00:13:32.610]  This is why we're seeing kind of a war on police right now with this crazy angry woman, for instance, in an Indianapolis suburb.
[00:13:33.110 --> 00:13:36.852]  Seven police officers had their homes attacked in just one night.
[00:13:36.872 --> 00:13:39.774]  So they're targeting law enforcement just outright in this country.
[00:13:40.274 --> 00:13:42.615]  And we're seeing kind of that anti-cop rhetoric.
[00:13:43.376 --> 00:13:47.498]  But we're only going to be seeing this ramping up as Trump's presidency moves on.
[00:13:48.058 --> 00:13:55.742]  One thing, though, that he has been threatening, Donald Trump, is to remove the federal funding from these sanctuary cities, especially here in Austin, Texas.
[00:13:55.803 --> 00:13:58.064]  I mean, illegals are being urged to fight back here.
[00:13:59.144 --> 00:14:02.686]  $27 billion in federal funds given to these sanctuary cities.
[00:14:03.026 --> 00:14:13.372]  So we're going to be seeing some more protests in 106 of these sanctuary cities across the US as they push back against their money being taken away by Trump.
[00:14:18.746 --> 00:14:20.467]  I want to tell everybody something right now.
[00:14:21.088 --> 00:14:27.192]  I want to tell all the fake libertarians and all the fake conservatives and all the never-Trumpers something.
[00:14:27.232 --> 00:14:28.332]  I'm not talking to liberals right now.
[00:14:28.753 --> 00:14:30.434]  Brainwashed zombies, they don't listen.
[00:14:30.634 --> 00:14:31.915]  They just scream, KKK!
[00:14:31.935 --> 00:14:32.495]  Go away!
[00:14:32.635 --> 00:14:33.095]  KKK!
[00:14:33.135 --> 00:14:33.516]  Go away!
[00:14:33.776 --> 00:14:34.396]  No Trump!
[00:14:34.757 --> 00:14:35.577]  No KKK!
[00:14:35.757 --> 00:14:37.018]  No fascist USA!
[00:14:37.058 --> 00:14:38.979]  This checkpoint is closed!
[00:14:38.999 --> 00:14:40.720]  This checkpoint is closed!
[00:14:40.881 --> 00:14:42.722]  This checkpoint is closed!
[00:14:42.762 --> 00:14:44.123]  This checkpoint is closed!
[00:14:47.190 --> 00:14:48.252]  So who are you with?
[00:14:48.332 --> 00:14:50.114]  I'm not allowed to take video.
[00:14:50.134 --> 00:14:50.455]  What's that?
[00:14:50.936 --> 00:14:51.697]  I'm not allowed to take video.
[00:14:51.857 --> 00:14:58.126]  This looks like political violence designed to squelch opinions the perpetrators of that violence disagree with.
[00:14:58.567 --> 00:14:59.368]  Am I reading it correctly?
[00:15:00.225 --> 00:15:01.166]  That's exactly what it is.
[00:15:01.226 --> 00:15:17.818]  And what's particularly scary and particularly, should be particularly troubling is not only happening on an American college campus, you know, supposedly in the land of the free, you know, these are these places where you should be able to engage with different places where you should be able to hear or hear speakers and students who come to my talks who don't necessarily agree with me, but just want to hear the other side.
[00:15:18.138 --> 00:15:25.283]  I want to talk to people who claim they're asking for the Second Amendment and claim they're for sovereignty and all the rest of it, who still can't.
[00:15:26.164 --> 00:15:36.933]  Admit they were wrong about Trump and come up to me on the street or in emails I get or comments I see on YouTube, oh yeah Alex, what about Goldman Sachs?
[00:15:37.254 --> 00:15:42.578]  This is a whole cabinet full of rich guys and gals who I'm sure have lots of favors in there.
[00:15:42.678 --> 00:15:51.205]  As long as Trump goes out and actually gets people that know how to guide him through the globalist wilderness, like Lewis and Clark,
[00:15:52.099 --> 00:15:57.283]  And as long as it's our anti-New World Order, pro-America, pro-human agenda that gets done, I'm all for it.
[00:15:57.984 --> 00:16:04.589]  I made the analogy of, I don't care if he has a goblin guide that leads him into the mines of Moria, as long as, you know, I don't catch him kissing goblins.
[00:16:04.929 --> 00:16:12.315]  At the age of 22, after graduating from Yale, I got a job at Goldman Sachs, where I spent the next 17 years.
[00:16:13.195 --> 00:16:16.258]  I started on a folding chair in the mortgage department.
[00:16:17.074 --> 00:16:22.879]  Nine years later, after many sleepless nights, I was put in charge of mortgages, U.S.
[00:16:22.919 --> 00:16:25.841]  government bonds, municipal securities.
[00:16:26.922 --> 00:16:35.209]  Several years after that, I worked directly for future Secretary of the Treasury Hank Paulson as the firm's Chief Information Officer.
[00:16:36.010 --> 00:16:39.352]  In that role, I oversaw 5,000 people and a $1 billion budget.
[00:16:41.880 --> 00:16:43.521]  And we haven't seen that happen, have we?
[00:16:43.561 --> 00:16:53.504]  No, he's got the goblins under his control and they're doing exactly what he says and clicking their heels when he gives orders and then running off with little gleaming eyes into the night to do his work.
[00:16:55.365 --> 00:16:56.625]  That's true genius!
[00:16:57.325 --> 00:17:07.069]  Of course he brought in top architects from inside the enemy operation to help know where to place the plastic explosives for the control demo that we're now witnessing.
[00:17:08.280 --> 00:17:11.481]  And his guides have taken him through the inner workings of it.
[00:17:11.801 --> 00:17:17.483]  He already had a good understanding as an outsider billionaire who was able to defeat their monopolies himself.
[00:17:17.503 --> 00:17:21.764]  Because Trump is all about one man doing it his way, defeating them.
[00:17:22.905 --> 00:17:24.345]  And he sees us as him.
[00:17:26.066 --> 00:17:27.986]  And our victories and our successes is his.
[00:17:28.546 --> 00:17:31.547]  Look at him getting on a helicopter, not telling the press where he's going.
[00:17:31.727 --> 00:17:32.067]  I love it.
[00:17:32.207 --> 00:17:32.728]  I relish it.
[00:17:33.508 --> 00:17:36.809]  Going out to Fort Meade to pick up the remains of the Navy SEAL that died.
[00:17:38.166 --> 00:17:39.888]  He's over-delivering at breakneck speed, as they say, an obsession.
[00:17:57.388 --> 00:18:06.455]  Because his will, his name, his family, his honor, his treasure is bound to America and the planet succeeding, and that's what it is when you believe in humanity.
[00:18:06.555 --> 00:18:09.317]  It's exhausting, but it's exhilarating, and it's empowering.
[00:18:09.357 --> 00:18:20.465]  All these inbred elites were given their power hereditarily, third, fourth, fifth, sixth generation, so they don't understand that, and they just look down on everybody and want to make everybody poor so they can manage them and control them.
[00:18:20.985 --> 00:18:22.666]  With Trump, he's fully in.
[00:18:22.787 --> 00:18:25.669]  He has merged his essence with the Republic.
[00:18:26.309 --> 00:18:27.350]  And restoring things.
[00:18:28.091 --> 00:18:31.975]  And so, that's why Trump will not betray you.
[00:19:01.576 --> 00:19:15.659]  Now, what I'm announcing here today is already a custom here in the United States, and that is extending the Christmas holiday up until New Year's Eve and then taking down the Christmas trees and taking down the Christmas lights.
[00:19:15.799 --> 00:19:16.859]  Ooh, I keep saying Christmas.
[00:19:17.499 --> 00:19:18.679]  I'm so politically incorrect.
[00:19:19.139 --> 00:19:22.340]  The day after New Year's Eve or New Year's Day.
[00:19:22.860 --> 00:19:27.141]  And so I've decided right through New Year's Day, we're going to keep
[00:19:27.981 --> 00:19:45.818]  The virtual Christmas tree or an HD video shot of downtown Austin at the capital of the beautiful Christmas tree up just to upset the social justice warriors and all the little snowflakes that want to bully us into banning our culture and banning free speech.
[00:19:46.238 --> 00:19:49.781]  In fact, there's a war going on, not just online, but in the streets.
[00:19:49.841 --> 00:19:56.425]  I've seen it, where people on the hike and bike trails say Merry Christmas, and then folks don't respond and they say Happy Holidays!
[00:19:56.966 --> 00:20:04.932]  Or even family I have, that I send the message of Merry Christmas to, they respond back with Happy Holidays.
[00:20:04.992 --> 00:20:07.454]  It is some distant cousins, but it's going on.
[00:20:08.325 --> 00:20:18.469]  But we're also going to extend the Christmas sale right through until New Year's Eve, until everything sells out at InfoWarsTore.com.
[00:20:18.489 --> 00:20:30.473]  Now, we normally try to budget things to where, in the warehouse, most of the products sell out by year-end, and the new products come in in a few weeks or a month after, because we have to pay taxes on inventory.
[00:20:31.233 --> 00:20:35.934]  And this year, I've decided to extend the sale until everything completely sells out.
[00:20:36.094 --> 00:20:52.257]  So to be clear, almost every one of our best-selling nutraceutical supplements is selling out, and for a good reason, because here are the specials that we're running until they sell out or until the new year comes here in just about four or five days.
[00:20:52.997 --> 00:20:54.058]  Living Defense, 30% off.
[00:20:55.618 --> 00:20:57.319]  Super Mel Vitality, 30% off.
[00:20:57.359 --> 00:20:58.179]  These are huge specials.
[00:20:58.639 --> 00:21:00.320]  Silver Bullet Coil Silver, 50% off.
[00:21:01.581 --> 00:21:03.881]  Brain Force Plus, 33% off.
[00:21:04.222 --> 00:21:06.843]  Winter Sun Vitamin D, 25% off.
[00:21:07.323 --> 00:21:10.104]  And again, a lot of these are selling out as we speak or have sold out.
[00:21:10.384 --> 00:21:12.745]  Survival Shield X2, 30% off.
[00:21:12.805 --> 00:21:15.526]  Bio True Selenium, 30% off.
[00:21:15.626 --> 00:21:18.868]  And then let me finish up with this, the Coup De Grace.
[00:21:19.608 --> 00:21:23.630]  Store-wide free shipping until New Year's Day.
[00:21:23.730 --> 00:21:26.412]  Store-wide at InfoWarsTore.com.
[00:21:26.812 --> 00:21:36.637]  On the non-GMO heirloom seeds, and the Trump is my president shirts, and Hillary for prison 2017 shirts, and deport George Soros the goblin globalist specials.
[00:21:37.217 --> 00:21:38.518]  Store-wide free shipping.
[00:21:39.738 --> 00:21:45.500]  50 to 30 percent off on scores of items and all of these are super high quality products.
[00:21:45.800 --> 00:21:51.501]  They help fund the spearhead in the fight against the globalists and they are game changers.
[00:21:51.861 --> 00:21:54.342]  We couldn't have built this operation without you.
[00:21:54.502 --> 00:21:56.922]  So you're not standing beside us or behind us.
[00:21:57.302 --> 00:21:58.723]  You are standing at the heart
[00:21:59.423 --> 00:21:59.623]  Thank you.
[00:22:16.537 --> 00:22:28.847]  I certainly hope and pray you had a blessed and merry Christmas, and I'm really focusing and working hard to make sure we have a great new year as Americanism, not globalism, accelerates into the future.
[00:22:29.208 --> 00:22:44.921]  So again, I want to encourage you all, take advantage of the biggest sales of 2016 with Christmas sales extended with free shipping store-wide and 50 to 30% off on high-quality supplements and many other items at InfoWarsTore.com
[00:22:46.141 --> 00:22:51.264]  I'm Alex Jones signing off from the Central Texas News Center in Austin.
[00:23:06.596 --> 00:23:20.299]  I financed, along with Gary Haven, an aid mission to Haiti to bring food and medicine and also the truth with my reporters just last year, just about three months ago.
[00:23:21.200 --> 00:23:25.201]  And they were landing on not even dirt airfields after the latest hurricane hit.
[00:23:25.361 --> 00:23:26.701]  I mean, this was deptifying stuff.
[00:23:26.741 --> 00:23:30.542]  The day our crew landed, another plane crashed and all aboard died.
[00:23:32.690 --> 00:23:38.894]  Gary Haven is probably the biggest private donor to Haiti that actually delivers the food himself.
[00:23:39.775 --> 00:23:50.562]  The Clintons set up a foundation, everybody knows, that stole close to two billion dollars, or 96.4%, almost 97% of the money that was given.
[00:23:50.582 --> 00:23:56.746]  They were all over national TV, MSNBC, CNN, saying, give your money to the Clinton Foundation.
[00:23:57.813 --> 00:23:58.813]  They'll give it to Haiti.
[00:23:58.873 --> 00:24:00.454]  And they had Haitian leaders on TV with them.
[00:24:00.594 --> 00:24:03.054]  We've interviewed Haitian senators.
[00:24:03.254 --> 00:24:05.215]  We've had our investigative crew there.
[00:24:05.655 --> 00:24:06.615]  We've been to their capital.
[00:24:07.576 --> 00:24:09.056]  Haven has been there hundreds of times.
[00:24:09.756 --> 00:24:17.198]  And it's basically a celebrity because he actually delivers real food with three aircraft, sometimes around the clock, sometimes every day of the year, normally about 200 times a year.
[00:24:17.818 --> 00:24:19.699]  So he's been doing it since the earthquake hit.
[00:24:20.419 --> 00:24:23.901]  And hundreds of thousands have starved to death, cholera, disease, you name it.
[00:24:24.301 --> 00:24:26.002]  It's one of the biggest disaster zones in the world.
[00:24:26.522 --> 00:24:38.348]  We're going to go to Roger Stone here in just a moment with breaking news, because I was really excited seeing on Black History Month, Trump having a meeting there with a lot of great leaders.
[00:24:39.289 --> 00:24:45.712]  And I was also excited about one of his outreach communicators that he was hiring, because I was familiar with her and seen her on Fox News and other channels.
[00:24:46.772 --> 00:25:03.395]  But then I began to do more research and talked to Dr. Jerome Corsi, investigative journalist, formerly of the World Net Daily, who works for Infowars, three-time New York Times bestseller, that the Clintons reportedly are connected to this lady and that she got Trump, who's very, very busy.
[00:25:03.815 --> 00:25:06.695]  Michael Savage has said that Trump needs to be careful doing so much so quick.
[00:25:06.735 --> 00:25:10.236]  It's great to deliver on all the promises, but what about moles?
[00:25:10.376 --> 00:25:13.777]  What about people in his name doing bad things and later he gets blamed?
[00:25:14.077 --> 00:25:15.517]  And I've said we're watchdogs here.
[00:25:16.584 --> 00:25:18.366]  We know Trump's for real trying to restore the Republic.
[00:25:18.746 --> 00:25:25.935]  We're loyal opposition, but we're here really tracking what's going on in his administration and different developments there.
[00:25:25.975 --> 00:25:31.521]  Because clearly when you're trying to bring in 4,000 plus people to run the executive branch, not everyone's going to be perfect.
[00:25:31.661 --> 00:25:35.886]  I'm someone that's got 60-something crew members and sometimes you get a dud or even an infiltrator.
[00:25:37.173 --> 00:25:47.441]  So, joining us on this live Facebook Mentions, and I'm going to take this HD video and put it on the Nightly News tonight as well, but folks on our Facebook are seeing this first.
[00:25:48.662 --> 00:25:59.710]  There's a story about Dr. Jerome Corsi, up on Infowars.com, exposed insider coup to sabotage Trump.
[00:26:02.892 --> 00:26:04.474]  Coup designed to protect the Clintons.
[00:26:05.273 --> 00:26:06.194]  And it's been uncovered.
[00:26:07.075 --> 00:26:09.217]  And that's a powerful headline, but we might change it.
[00:26:09.237 --> 00:26:18.968]  I'm kind of the omnibus editor here to bombshell Clinton moles found inside White House.
[00:26:19.088 --> 00:26:20.029]  It's not just one mole.
[00:26:20.569 --> 00:26:23.452]  We'll be bringing out more moles as time goes on here.
[00:26:24.881 --> 00:26:30.463]  Roger Stone, I called him and I learned about this and I talked to several other sources and he said, wow, you're really on it.
[00:26:30.884 --> 00:26:32.884]  I've been vetting all this too and I've confirmed it.
[00:26:33.505 --> 00:26:42.388]  So we got Dr. Corsi, we've got Roger Stone, we've got my other sources that are really concerned about this because she's set now and got Trump to agree to it.
[00:26:42.408 --> 00:26:43.189]  He wants to help Haiti.
[00:26:43.229 --> 00:26:44.549]  He said the Clintons raped Haiti.
[00:26:44.789 --> 00:26:45.530]  They stole $2 billion.
[00:26:45.630 --> 00:26:46.410]  It's terrible.
[00:26:46.890 --> 00:26:48.191]  I want to get real aid to Haiti.
[00:26:49.173 --> 00:26:50.054]  I want to help Haiti.
[00:26:50.735 --> 00:26:51.796]  He said that during the campaign.
[00:26:51.856 --> 00:26:55.679]  So she's like, oh, well, I've already been somebody kind of working for your campaign as a spokesperson.
[00:26:56.730 --> 00:27:07.241]  Unofficially, since you're now hiring me, let me lead a delegation for the new, quote, inauguration of the new president that is a known Clinton operative.
[00:27:07.982 --> 00:27:09.723]  And Trump's just saying, hey, let's be nice to Haiti.
[00:27:09.764 --> 00:27:10.524]  He doesn't understand.
[00:27:10.785 --> 00:27:15.569]  The Haitians, when they hear the word Clinton, and we have video of this coming up, begin yelling and screaming.
[00:27:15.589 --> 00:27:17.351]  I mean, they know that Clinton's robbed them.
[00:27:17.612 --> 00:27:18.192]  It's confirmed.
[00:27:18.232 --> 00:27:18.813]  It's not debatable.
[00:27:18.833 --> 00:27:19.574]  It's like Bono.
[00:27:20.094 --> 00:27:26.718]  Steals 98% or more, sometimes 99, of the money he gets for AIDS benefits and stuff.
[00:27:26.739 --> 00:27:27.139]  He keeps it.
[00:27:27.159 --> 00:27:30.101]  I guess he doesn't steal it because he says it's for his foundation.
[00:27:30.141 --> 00:27:30.661]  He just keeps it.
[00:27:30.681 --> 00:27:31.622]  I guess we're dumb.
[00:27:32.082 --> 00:27:33.763]  So this is a big, big deal, folks.
[00:27:33.783 --> 00:27:44.050]  And here to give us all the background, all the facts of how the Clintons are trying to get Trump to certify their viceroy that they've got in over Haiti, who's still ruling it.
[00:27:44.650 --> 00:27:48.053]  They took all the aid money, only put it in one little port that wasn't damaged by the
[00:27:50.974 --> 00:27:57.198]  Tectonic activity, the earthquake, made it a big economic zone for themselves, built basically a sweatshop for themselves.
[00:27:57.578 --> 00:28:04.061]  I mean the exploitation, the precision of it, the total evil of it, is really hard to believe, but it's all public.
[00:28:04.381 --> 00:28:11.324]  So Roger Stone to flesh this out, to give some background to this, and Dr. Corsi's article, Exposed Insider Coup to Sabotage Trump.
[00:28:11.565 --> 00:28:15.667]  Let's go ahead and go to Roger Stone right now joining us via video Skype.
[00:28:15.687 --> 00:28:16.207]  Thank you, Roger.
[00:28:17.278 --> 00:28:18.819]  Thank you very much, Alex.
[00:28:19.700 --> 00:28:31.010]  As you have told your listeners, a reliable source has told me that President Trump is going to be sending an official White House delegation to Haiti on Monday.
[00:28:31.791 --> 00:28:41.079]  It appears that they are going to attend the February 7th inauguration of the Clinton's puppet, the money laundering parting gift to Haiti,
[00:28:41.920 --> 00:28:50.948]  The newly elected, fraudulently elected, Jovenel Moise, who by the way is already under investigation for money laundering.
[00:28:51.946 --> 00:29:11.691]  These Alex are the exact same criminals who helped the Clintons rape Haiti when, as you know, in the aftermath of the earthquake, they absconded with literally billions in relief funds, either from the federal government or from the international community through the UN.
[00:29:12.392 --> 00:29:20.714]  Bill Clinton got himself appointed special ambassador to Haiti, and the grafting and stealing began.
[00:29:21.494 --> 00:29:28.641]  In a series of no bid contracts, all of this money disappeared into the pockets of Clinton cronies.
[00:29:29.301 --> 00:29:40.531]  And as you indicated, the federal dollars were used on the 20% of the island that sustained no damage in the earthquake to build a state-of-the-art port
[00:29:41.292 --> 00:29:50.777]  So that the Clinton cronies can import the oil and gas and minerals out of the country, leaving the people destitute.
[00:29:51.117 --> 00:29:52.918]  Classic globalist program.
