[00:00:06.503 --> 00:00:07.383]  You found it.
[00:03:40.703 --> 00:03:49.806]  So, you grow up as a kid thinking, oh, that's just cartoons, but real villains actually go, oh, I'm gonna screw everyone over, I'll destroy everyone, everyone will be poor, but me, I'll run everything.
[00:03:50.106 --> 00:04:01.789]  I mean, that's who these people are, and we'll have suicide nets around the Apple factories and drug everyone and then just shoot them in the back of the head and throw them in a gutter when we're done, and sell everybody's organs, and everything, I'll run full control.
[00:04:03.409 --> 00:04:04.289]  It's all coming out.
[00:04:06.290 --> 00:04:09.711]  I got stacks of it here today, just where they're just throwing it in your face.
[00:04:13.669 --> 00:04:14.189]  It's amazing.
[00:04:15.530 --> 00:04:18.231]  But, when we come back, I'm gonna hit it all.
[00:04:18.751 --> 00:04:22.913]  The press conference to end all press conferences, but watch, the next will be even better.
[00:04:23.773 --> 00:04:31.836]  He just smoothly walked down and absolutely butchered them, and just made a big joke out of the MSM, or the fake stream media.
[00:04:32.918 --> 00:04:33.818]  But just look at that.
[00:04:34.679 --> 00:04:43.162]  How now, everywhere, it's to make us feel bad because they don't want us to be verified and realize that we're the majority and the world's waking up and nationalism is taking place.
[00:04:43.182 --> 00:04:49.984]  So they admit that they're quote, rolling out massive censorship against nationalists, against populists, and against patriots.
[00:04:50.624 --> 00:04:52.805]  I mean, this is a true information war.
[00:04:53.745 --> 00:04:54.506]  We'll be right back.
[00:04:54.626 --> 00:04:55.346]  I'm Alex Jones.
[00:05:02.975 --> 00:05:07.878]  In a protest against Donald Trump's tight citizenship policy, a day without immigrants has been declared nationwide.
[00:05:08.038 --> 00:05:13.241]  Today, February 16th, 2017, will go down in history as a day without immigrants.
[00:05:13.442 --> 00:05:14.002]  Look around you.
[00:05:14.142 --> 00:05:15.223]  Is that person an immigrant?
[00:05:15.443 --> 00:05:16.984]  Imagine if they were just gone.
[00:05:17.164 --> 00:05:17.904]  But wait a second.
[00:05:18.004 --> 00:05:19.946]  This ideal or illustration doesn't make sense.
[00:05:20.146 --> 00:05:21.767]  President Trump is not deporting immigrants.
[00:05:21.947 --> 00:05:25.469]  In fact, I'm yet to see or hear any policy that deals directly with just immigrants.
[00:05:25.669 --> 00:05:27.311]  So, are citizens of the U.S.
[00:05:27.451 --> 00:05:34.277]  that have immigrated here going to take off work in protest for those who want to skirt the legal process that they went through to be an immigrant?
[00:05:34.518 --> 00:05:35.499]  An interesting notion.
[00:05:35.659 --> 00:05:41.925]  Or will this just be a bunch of self-loathing white liberal college students and older women like usual in a desperate attempt to virtue signal against Trump?
[00:05:42.265 --> 00:05:46.410]  Or, will non-citizens show up and proudly announce that they work here illegally?
[00:05:46.510 --> 00:05:50.034]  The goal of this protest is to display how imperative immigrants are to society.
[00:05:50.214 --> 00:05:51.816]  Guess we will find that out real quick.
[00:05:52.096 --> 00:05:59.665]  Or, we will see that people who immigrated here came here to work for a better life and have better things to do than protest a process that they followed.
[00:05:59.825 --> 00:06:02.047]  For InfoWars.com, this is Owen Schroer.
[00:06:02.708 --> 00:06:07.114]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[00:06:07.194 --> 00:06:18.148]  We've had so many requests over the years for selenium and just recently we were able to source a certified organic bioavailable selenium from mustard seed extract.
[00:06:18.308 --> 00:06:23.230]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:06:23.350 --> 00:06:25.851]  It helps balance the thyroid gland.
[00:06:25.911 --> 00:06:27.411]  It helps detoxify.
[00:06:27.631 --> 00:06:30.472]  Selenium is another one of those absolute must-haves.
[00:06:30.512 --> 00:06:35.274]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:06:35.294 --> 00:06:41.516]  As a matter of fact, there's 25 genes in the body that are directly dependent upon selenium.
[00:06:41.556 --> 00:06:46.858]  So it really is an all-around nutrient that everybody really needs.
[00:06:46.878 --> 00:06:47.638]  I'm taking it now.
[00:06:47.998 --> 00:06:48.819]  We're good to go.
[00:07:03.086 --> 00:07:17.060]  We have the new book, The Bombshell, Inside a Story of the Trump Presidency, The Making of the President by the one and only Roger Stone, available now at Infowarsstore.com for 20% off on this book for a limited time only.
[00:07:17.241 --> 00:07:23.227]  This is the officially available for an exclusive 20% off introductory special at Infowarsstore.com.
[00:07:23.387 --> 00:07:27.350]  The behind-the-scenes, inside story of Donald Trump's 2016 campaign.
[00:07:27.530 --> 00:07:29.051]  It's never been published anywhere else.
[00:07:29.191 --> 00:07:30.593]  This is the guy who will know.
[00:07:30.773 --> 00:07:34.876]  Of course, Trump advisor, comfort on every step along the way, Roger Stone.
[00:07:34.956 --> 00:07:38.519]  The making of the president details the account of Roger Stone and many other Trump insiders.
[00:07:38.939 --> 00:07:42.381]  ...who have been long-time friends and advisors to Trump since the 1980s.
[00:07:42.561 --> 00:07:50.807]  The candid, bombshell, relevatory, inside story of Trump's rise to prominence and how he won the presidency.
[00:07:50.867 --> 00:07:55.450]  You will find information like this in no other book because he's got the inside skinny.
[00:07:55.510 --> 00:07:57.111]  He had it every step of the way.
[00:07:57.271 --> 00:08:00.193]  The Making of the President by Roger Stone.
[00:08:00.473 --> 00:08:02.695]  20% off at Infowarsstore.com!
[00:08:08.217 --> 00:08:16.687]  I thought the leaden winter would bring you down forever, but you rode upon a steamer to the violence of the sun.
[00:08:17.888 --> 00:08:20.090]  Broadcasting live from the U.N.
[00:08:20.151 --> 00:08:25.697]  stronghold, Austin, Texas, you're listening to the Alex Jones Show.
[00:08:28.039 --> 00:08:34.562]  That's right, deep in the heart of Texas in FEMA Region 6, but we are restoring the Republic.
[00:08:51.440 --> 00:08:57.005]  Soon I may have to remove all the 20-year-old liners when I talk about coming to you from deep behind enemy lines.
[00:08:57.925 --> 00:09:10.316]  We have already restored much of Texas, beginning to restore the federal government, this constitutional robe, and I am now broadcasting though from the model United Nations city in the world.
[00:09:11.260 --> 00:09:16.761]  For how they want to rip off and control and dominate and tax people and not let you have single-family dwellings.
[00:09:17.261 --> 00:09:18.942]  So again, God put me here for a reason.
[00:09:19.642 --> 00:09:21.903]  God put my ancestors here for a reason.
[00:09:22.903 --> 00:09:25.103]  Right here, again, in the founding of Texas.
[00:09:25.123 --> 00:09:31.925]  So I am here, faithfully, defending the Republic in one of the most important zones transmitting worldwide.
[00:09:32.025 --> 00:09:33.825]  Thank you so much for joining us today.
[00:09:36.606 --> 00:09:38.406]  Trump continues to amaze.
[00:09:40.127 --> 00:09:40.887]  And he's doing it all.
[00:09:43.260 --> 00:09:50.249]  He hasn't even gotten his cabinet in yet and he's already done more to restore this republic in just a month than I've ever seen by any other modern president.
[00:09:50.309 --> 00:09:52.351]  It is truly remarkable.
[00:09:53.513 --> 00:09:56.897]  And his press conference was just absolutely over the top.
[00:09:56.917 --> 00:09:59.260]  And you're going to see more of this.
[00:10:02.168 --> 00:10:15.316]  And thank God he came out and said what I have been begging the people to contact the president and just did a mass wave and say, look, the communist Chinese admittedly funded Hillary.
[00:10:15.336 --> 00:10:18.218]  They bragged about it and told America, you better not elect Trump.
[00:10:18.258 --> 00:10:27.224]  And we're in the Wall Street Journal and New York Times and PC World and everywhere saying we're helping Zuckerberg and others develop plans to censor America.
[00:10:27.664 --> 00:10:30.086]  And our media is like, yes, China knows how to deal with people.
[00:10:30.706 --> 00:10:33.167]  Yeah, they kill them after they silence them.
[00:10:33.448 --> 00:10:35.849]  And boy, they're going to help us shut down the alt-right.
[00:10:36.009 --> 00:10:37.230]  It's like, whoa!
[00:10:38.330 --> 00:10:40.692]  You guys are true criminals.
[00:10:42.554 --> 00:10:52.078]  You just are absolutely bottomless pits of anti-American, anti-freedom, anti-liberal garbage, calling yourselves liberal.
[00:10:52.698 --> 00:11:00.061]  Supporting China that kills political dissidents because they're Buddhist and sells their organs and that wants to censor America and is buying up Hollywood is not liberal.
[00:11:00.301 --> 00:11:00.701]  But you know what?
[00:11:00.761 --> 00:11:01.762]  It's a bullying cult.
[00:11:03.729 --> 00:11:10.453]  I agreed to let the New York Times come here for a piece because some of my sources say that this business writer is somewhat fair.
[00:11:10.754 --> 00:11:12.375]  So I said, okay, I'll do an occasional piece.
[00:11:12.955 --> 00:11:15.677]  We get requests every day, obviously, from the New York Times, you name it.
[00:11:16.137 --> 00:11:17.158]  Almost every day from the New York Times.
[00:11:18.218 --> 00:11:18.839]  Hundreds of writers.
[00:11:19.799 --> 00:11:21.901]  And the lady comes, she's a local Austin photographer.
[00:11:23.587 --> 00:11:24.208]  I think so.
[00:11:45.069 --> 00:11:52.396]  Even when I put your name on it, I said, I'm not begging you to come take photos for us, but, you know, is that you're being bullied?
[00:11:52.916 --> 00:11:54.297]  You might lose your liberal contracts?
[00:11:54.357 --> 00:11:56.880]  And she was just basically, without saying yes, kind of nodded her head.
[00:11:56.900 --> 00:12:01.023]  I just looked at her and it just was a bad feeling that we're in a cult.
[00:12:02.605 --> 00:12:10.632]  The leftists here, with Robert Rodriguez and the film community that's here in Austin, people walk in here and they go, Alex Jones?
[00:12:10.772 --> 00:12:11.293]  Oh, I can't.
[00:12:12.421 --> 00:12:15.684]  Do any lighting or work or set work or set anything up here for you or repair anything.
[00:12:15.925 --> 00:12:16.986]  I'm talking about electricians.
[00:12:17.406 --> 00:12:20.449]  They go, or Robert Rodriguez will have me blackballed.
[00:12:21.210 --> 00:12:22.791]  This is a mafia in my view.
[00:12:23.452 --> 00:12:26.775]  And it just shows how disgusting they are.
[00:12:26.875 --> 00:12:31.140]  I mean, so I looked at her and I said, you know, Trump's a great man.
[00:12:31.340 --> 00:12:35.024]  I said, hundreds of other countries have dirty coal systems.
[00:12:36.274 --> 00:12:38.195]  That supply them cheap energy like China.
[00:12:38.575 --> 00:12:45.377]  We have clean burning coal, where nothing comes out but carbon dioxide and water vapor.
[00:12:45.977 --> 00:12:48.898]  And I said, our power prices on average have doubled the last eight years.
[00:12:49.999 --> 00:12:51.519]  Close to a thousand plants have been shut down.
[00:12:51.539 --> 00:12:55.421]  What he did is going to really help poor people and businesses, everybody else.
[00:12:56.221 --> 00:13:01.263]  If the competition comes back in and those plants get fired back up, there'll be competition and your prices will plunge.
[00:13:02.352 --> 00:13:05.074]  And then that means, again, more jobs come back because you can do business here.
[00:13:05.675 --> 00:13:06.035]  Duh!
[00:13:06.115 --> 00:13:09.919]  If China has three times cheaper electricity, what happens to America?
[00:13:11.880 --> 00:13:19.727]  Just like I moved to an area with, you know, the warehouse district of Austin because it has some of the cheapest real estate.
[00:13:21.649 --> 00:13:22.750]  And it's an industrial area.
[00:13:22.990 --> 00:13:23.911]  It's zoned.
[00:13:23.951 --> 00:13:25.052]  I even get cheaper electricity.
[00:13:25.964 --> 00:13:27.305]  Most people don't even know how that stuff works.
[00:13:27.365 --> 00:13:31.507]  The point is, is that America's going to get zoned now to be competitive.
[00:13:31.827 --> 00:13:32.987]  There's global zoning.
[00:13:33.368 --> 00:13:34.628]  That's what Agenda 21 is.
[00:13:34.748 --> 00:13:36.749]  And Trump's like, this is BS, man.
[00:13:37.150 --> 00:13:38.190]  Everything's against us.
[00:13:38.590 --> 00:13:39.391]  That's the plan.
[00:13:39.611 --> 00:13:40.871]  They've written books on it.
[00:13:40.931 --> 00:13:41.452]  They admit it.
[00:13:41.772 --> 00:13:43.513]  That's what you're seeing being blown up right now.
[00:13:44.522 --> 00:13:48.904]  And Trump goes out in his press conference, the second one, and just goes, look, got the coal miners here and we're going to do this.
[00:13:48.924 --> 00:13:49.965]  And the media all spins it.
[00:13:50.025 --> 00:13:52.626]  Trump signs bill undoing Obama coal mining rule.
[00:13:52.947 --> 00:13:55.928]  And then the media spins it to allow them to dump toxic waste in rivers.
[00:13:57.349 --> 00:13:58.550]  That's completely illegal.
[00:13:58.930 --> 00:14:02.412]  They have big contained slurry pools that they put it into.
[00:14:03.973 --> 00:14:05.393]  And then every once in a while, one of them breaks.
[00:14:05.433 --> 00:14:07.595]  That's what happens with industry and life on this planet.
[00:14:08.735 --> 00:14:09.596]  But they're trying to say,
[00:14:10.783 --> 00:14:14.065]  Any water runoff, period, is illegal, making it impossible.
[00:14:14.085 --> 00:14:17.266]  Remember, like, six years ago, Obama wanted to ban dust in farming?
[00:14:17.686 --> 00:14:22.208]  Any dust was like, what, $3,000 fines, and the next one was $20,000, and it just went up.
[00:14:23.669 --> 00:14:26.110]  And then they said, we're banning child labor.
[00:14:26.150 --> 00:14:28.111]  You can't take the trash out if you work on a farm.
[00:14:28.411 --> 00:14:32.373]  Or you can't, you know, have somebody under the age of 16 go take eggs from the chickens.
[00:14:34.413 --> 00:14:35.454]  Trying to further kill that.
[00:14:36.735 --> 00:14:40.659]  And so the media's like, oh, Trump signed a thing where they can dump toxic waste in the water.
[00:14:40.899 --> 00:14:42.461]  Oh, like the EPA did and didn't get in trouble?
[00:14:42.961 --> 00:14:47.145]  Cyanide runoff from a big gold mine they basically ordered, you know, changes to.
[00:14:47.165 --> 00:14:50.969]  And then it broke the dam, just like the Deepwater Horizon.
[00:14:50.989 --> 00:14:53.352]  BP just said, stop putting concrete in.
[00:14:53.552 --> 00:14:55.093]  The executives believe water's needed.
[00:14:55.133 --> 00:14:58.537]  And they go, sir, in 150 years of oil exploration, nobody's ever done that.
[00:14:58.737 --> 00:15:00.338]  And the equations show it will blow up.
[00:15:01.101 --> 00:15:03.383]  They said, shut up, you Texans and Louisianans.
[00:15:03.703 --> 00:15:04.403]  You don't know nothing.
[00:15:04.423 --> 00:15:05.084]  You go see that movie.
[00:15:05.124 --> 00:15:09.467]  It's absolutely word for word what was in the federal transcripts in the federal trial.
[00:15:09.587 --> 00:15:10.648]  It's amazingly accurate.
[00:15:11.148 --> 00:15:11.709]  Great movie.
[00:15:12.309 --> 00:15:12.870]  Kurt Russell.
[00:15:14.051 --> 00:15:16.312]  And they're like, sir, it will blow up.
[00:15:18.494 --> 00:15:21.936]  This is $379 billion company.
[00:15:22.557 --> 00:15:24.158]  And our British owners told us to do it.
[00:15:24.238 --> 00:15:25.279]  It's going to be fine.
[00:15:25.319 --> 00:15:26.560]  We're going to get billions more.
[00:15:26.580 --> 00:15:28.001]  It's going to blow up.
[00:15:28.561 --> 00:15:29.282]  No, it's not.
[00:15:30.970 --> 00:15:33.411]  Hey McCain, you keep trying to have a war with Russia, you can end the planet.
[00:15:34.311 --> 00:15:36.632]  Don't matter, I'm gonna do whatever I want.
[00:15:36.652 --> 00:15:41.033]  It's like this weird spirit of just craziness.
[00:15:43.034 --> 00:15:44.174]  And that's what we're dealing with.
[00:15:44.454 --> 00:15:46.055]  So it's just, how do I cover?
[00:15:46.475 --> 00:15:52.377]  Today I've got like, let's not exaggerate, 300 articles or more, and another stack on my desk of a couple hundred.
[00:15:52.397 --> 00:15:57.999]  I mean, it's just, and I could just talk for hours about this.
[00:16:00.919 --> 00:16:03.722]  You can build a coal power plant or try to run one, but we will bankrupt you.
[00:16:03.762 --> 00:16:04.482]  That was eight years ago.
[00:16:04.542 --> 00:16:05.703]  Eight years ago in a couple months.
[00:16:06.364 --> 00:16:07.125]  He was about to get it.
[00:16:07.145 --> 00:16:07.926]  He was president-elect.
[00:16:07.986 --> 00:16:12.630]  He's just arrogantly sitting there at the San Francisco Chronicle on camera going, we're going to shut everything down.
[00:16:13.991 --> 00:16:14.552]  How's that sound?
[00:16:15.573 --> 00:16:16.834]  And we'll move your job to China.
[00:16:17.374 --> 00:16:17.895]  How's that sound?
[00:16:19.696 --> 00:16:20.938]  Because we own the factories over there.
[00:16:22.219 --> 00:16:25.442]  I mean, you think about how wicked the left is because they've got all the deals with China.
[00:16:26.880 --> 00:16:35.367]  And it's okay because, again, they'll have a beard or different colored socks or, you know, virtue signal and talk about how they fund Black Lives Matter to go around cop killing or whatever.
[00:16:36.248 --> 00:16:45.775]  And then they're like the most horrible, greedy people trying to steal land from Hawaiian tribes just because they want it or, you know, running suicide factories.
[00:16:45.895 --> 00:16:50.739]  I mean, you cannot make it up how sickeningly horrible they are.
[00:16:50.979 --> 00:16:52.681]  And then you read their own white papers
[00:16:52.921 --> 00:17:07.384]  I've got articles today about Zuckerberg, again, the guy that says his users are dumb effers, how he's gonna censor everybody and get your private data and use it and just, it's just, it's Legion of Doom, arrogant, crazy, power-mad maniacs.
[00:17:12.065 --> 00:17:14.885]  But Trump just absolutely devastated.
[00:17:16.406 --> 00:17:16.986]  Devastated.
[00:17:18.342 --> 00:17:37.009]  Yesterday and they just don't know what to do the confidence and then just the fact that he's up there He says nobody's getting hurt America is just gonna he makes it about coal miners jobs and a way of life sure It's about making the people that work hard being the superheroes not just somebody that dribbles a basketball or you know sings music
[00:17:38.018 --> 00:17:59.186]  It's about people, and an economy based on people, and a world based for people, not the post-industrial technocracy, where I have a inch-thick stack, probably 30 articles today or more, where they're all saying the end of humans is here, you will submit, you will merge with machines, it's all over, we're already spying on everything you do, we totally control you, it's all over, we're gonna censor you.
[00:17:59.206 --> 00:18:02.287]  Remember just a few years ago, I was crazy saying all this was gonna happen?
[00:18:02.488 --> 00:18:05.789]  And now everything's happening exactly like I said, because...
[00:18:06.289 --> 00:18:08.913]  Drumroll, I was reading their white papers.
[00:18:14.099 --> 00:18:17.604]  Zuckerberg's secret plan to use artificial intelligence to censor and spy on you.
[00:18:17.684 --> 00:18:18.966]  Oh, it's mainstream news now.
[00:18:20.207 --> 00:18:22.070]  He's already censoring and spying.
[00:18:22.290 --> 00:18:24.273]  They're now just going into the normalizing phase.
[00:18:25.851 --> 00:18:31.875]  The President of the United States is being filtered and blocked on Twitter with the comments and the feedback.
[00:18:31.895 --> 00:18:36.239]  They don't want the American people being able to send a tweet and it pops up where he's in live time.
[00:18:36.519 --> 00:18:37.499]  Donald Trump sits there.
[00:18:37.720 --> 00:18:38.981]  Let me give you the big secret.
[00:18:39.581 --> 00:18:39.941]  You know what?
[00:18:40.001 --> 00:18:40.882]  I'm not going to give the secret.
[00:18:42.163 --> 00:18:46.326]  I'm not because... Well, the media already knows this.
[00:18:49.348 --> 00:18:50.629]  So I might as well tell people.
[00:18:51.650 --> 00:18:54.472]  Just to tell you how wild this guy is and how real he is.
[00:18:55.393 --> 00:19:05.222]  He likes to talk to average people so much he sits at the switchboard until two in the morning while he's reading things and randomly sits there and picks up the phone and talks to people.
[00:19:07.904 --> 00:19:12.649]  He's like an idiot savant workhorse magic toad.
[00:19:13.329 --> 00:19:13.990]  Let's get this break.
[00:19:16.712 --> 00:19:19.555]  And I'm gonna just stop right there.
[00:19:20.816 --> 00:19:25.098]  And he also sits there and knows phone numbers and basically can, like, memorize a bunch of numbers.
[00:19:25.138 --> 00:19:27.940]  He just sits there and sees numbers he knows on the switchboard and then picks it up.
[00:19:31.361 --> 00:19:33.222]  I mean, just, that is so cool.
[00:19:35.863 --> 00:19:37.784]  And the New York Times people are like, oh, you know about that?
[00:19:37.944 --> 00:19:38.965]  Well, don't tell people!
[00:19:40.165 --> 00:19:42.847]  We won't be able to call to hell with you!
[00:19:46.569 --> 00:19:47.269]  This is incredible.
[00:19:51.638 --> 00:19:53.759]  So, there you go.
[00:19:53.819 --> 00:19:55.359]  He's turning the lights back on in America.
[00:19:55.419 --> 00:19:56.080]  That's the bumper sticker.
[00:19:56.380 --> 00:19:57.440]  Trump, not out to get you.
[00:19:57.720 --> 00:19:59.001]  Trump, turning the lights back on.
[00:19:59.281 --> 00:20:00.842]  Trump, actually caring.
[00:20:02.322 --> 00:20:03.643]  Trump, not a worshipper.
[00:20:07.204 --> 00:20:08.665]  There's not just evil in the world, folks.
[00:20:08.685 --> 00:20:09.565]  That's what I keep telling people.
[00:20:09.605 --> 00:20:12.146]  We could take America and the world back and we're starting to do it.
[00:20:12.926 --> 00:20:18.008]  And he's up there and he goes, what's wrong with us being able to have coal mines and coal power?
[00:20:18.248 --> 00:20:19.469]  We developed with the Germans.
[00:20:20.694 --> 00:20:21.854]  The clean burning coal systems.
[00:20:21.874 --> 00:20:24.575]  Gotta give the Germans credit, they're even better than the US at coal.
[00:20:25.456 --> 00:20:26.636]  And, because they don't ever have oil.
[00:20:29.197 --> 00:20:30.357]  And why shouldn't we have it?
[00:20:30.977 --> 00:20:32.518]  It's our main energy source.
[00:20:34.258 --> 00:20:38.460]  2,000 years at our current rates with coal.
[00:20:38.480 --> 00:20:43.862]  2,000 years of discovered coal in the United States of America.
[00:20:43.882 --> 00:20:47.683]  Let me tell you how globalism works.
[00:20:49.165 --> 00:21:01.152]  In 1996, Bill Clinton took close to a million acres of land off the books, part of it public, part of it private, and said you can't dig on it because it had clean burning coal.
[00:21:02.313 --> 00:21:02.813]  Totally clean.
[00:21:02.833 --> 00:21:09.877]  So you didn't have to put as many scrubbers on it, so it's almost like sweet crude comes out closer to gasoline, not as much refinery, than crude oil.
[00:21:12.619 --> 00:21:14.100]  Well, it's the same thing with coal.
[00:21:14.660 --> 00:21:20.544]  And so it was just like silver coal, just like, just, you know, absolutely pure.
[00:21:22.985 --> 00:21:41.116]  And overnight, the Chinese company that had the only other clean coal like that discovered on earth in China, their stock just absolutely quadrupled and more, and billions and billions and billions were made that day.
[00:21:42.321 --> 00:21:45.204]  Because our coal's off limits, China's goes up.
[00:21:45.524 --> 00:21:58.437]  See, that's the type of business the globalists sit around and go, we create monopolies and shut everything down, and prices go up, and then we get richer, and we're gonna live forever, and all of you are gonna die, and we're gonna sit up here with all the power, and how's that sound?
[00:22:00.734 --> 00:22:02.275]  Oh, no need for a manned space program.
[00:22:02.295 --> 00:22:03.375]  You're all going to be dead soon.
[00:22:03.615 --> 00:22:04.656]  We're going to be gods.
[00:22:04.776 --> 00:22:05.376]  Ray Kurzweil.
[00:22:06.176 --> 00:22:06.776]  Elon Musk.
[00:22:07.097 --> 00:22:09.337]  You don't have to merge with machines, but you won't exist.
[00:22:09.718 --> 00:22:12.079]  You won't even be involved.
[00:22:12.459 --> 00:22:14.119]  We might step on you like a bug.
[00:22:14.159 --> 00:22:17.261]  I mean, we don't want to hurt you, but, you know, we step on bugs.
[00:22:17.821 --> 00:22:20.982]  Just like Apple, we step on those poor Chinese in those slave camps.
[00:22:21.382 --> 00:22:21.943]  Slave camps.
[00:22:23.363 --> 00:22:23.823]  Suicide.
[00:22:23.883 --> 00:22:25.144]  They drug them so they don't commit suicide.
[00:22:25.684 --> 00:22:30.266]  Daily jump off the building and kill yourself as their act of defiance, like self-immolation.
[00:22:32.185 --> 00:22:35.788]  So maybe, you know, some people have set themselves on fire, so maybe just have robot fire extinguishers.
[00:22:35.948 --> 00:22:37.850]  And, you know, their answer was just Foxconn.
[00:22:37.870 --> 00:22:40.672]  We're just getting rid of the humans completely and bringing robots in.
[00:22:41.173 --> 00:22:42.094]  And that's all been failing.
[00:22:46.998 --> 00:22:51.922]  They want to try to suppress a species of seven and a half billion people.
[00:22:54.130 --> 00:22:57.432]  And already people are pulling away from the TVs, they're pulling away from all the garbage.
[00:22:57.752 --> 00:23:00.494]  Either people are getting deeper into it, the mind control, or they're pulling away from it.
[00:23:00.834 --> 00:23:03.676]  And so I should just tell the globalists right now, you need to surrender.
[00:23:03.696 --> 00:23:06.458]  Because I got something really important I'm about to tell you.
[00:23:09.520 --> 00:23:19.586]  The military and the real intelligence operatives, the people that actually do the jobs of defending this country, they know that a bunch of little, weak, chicken-necked,
[00:23:20.643 --> 00:23:31.245]  Not even effeminate, because that's mean to women, but just pedophile model type men who want to dominate everybody and just absolutely hate real men and just can't stand being around them.
[00:23:32.745 --> 00:23:37.326]  They all admit they're going to get rid of the military and humans and combat completely very soon.
[00:23:37.806 --> 00:23:43.307]  That's their admitted goal, so they can fully control them and just get rid of men altogether.
[00:23:43.347 --> 00:23:44.907]  That's their ultimate form of domination.
[00:23:46.487 --> 00:23:49.188]  What do the little control freak nerds do is they just want to get rid of men.
[00:23:50.319 --> 00:23:58.646]  That I guess made them feel bad their whole lives because they grew up in this whole satanic system.
[00:24:00.327 --> 00:24:02.249]  And they were hit with the very chemicals everybody else was.
[00:24:02.509 --> 00:24:03.850]  It just had a bigger effect on them.
[00:24:04.290 --> 00:24:11.176]  And so now they're slaves to their own system, continuing and increasing it to make everybody else even weaker so they can try to rule over them.
[00:24:12.185 --> 00:24:14.368]  And so now everybody knows this is the end of humanity.
[00:24:14.649 --> 00:24:26.706]  All our ancestors, everything they did, the future, all of it, if we do this, this act of killing the species, and that transmission has now gone out from Le Pen to...
[00:24:28.755 --> 00:24:32.118]  Farage, to Trump, to everybody, you're going to now start hearing it.
[00:24:32.138 --> 00:24:34.539]  Oh, look at this cancer cure.
[00:24:34.840 --> 00:24:36.020]  Oh, look at this technology.
[00:24:36.341 --> 00:24:37.281]  Oh, look at this rolled out.
