[00:00:18.700 --> 00:00:20.521]  Welcome to the Info Wars Nightly News.
[00:09:10.115 --> 00:09:12.636]  I think it's a big fat nothing burger.
[00:09:13.216 --> 00:09:18.197]  I think it's set to flop as big as Rachel Maddow's shows on Donald Trump's taxes.
[00:09:18.777 --> 00:09:20.118]  And I think Flynn knows it.
[00:09:20.758 --> 00:09:27.040]  And he put that bait out there saying, I need immunity to get people talking and thinking like, oh my gosh, this is it.
[00:09:27.220 --> 00:09:28.680]  We're finally going to get the details.
[00:09:28.860 --> 00:09:30.501]  We're finally going to know how Russia did it.
[00:09:30.681 --> 00:09:32.721]  We're finally going to know who Flynn was talking to.
[00:09:33.061 --> 00:09:34.042]  And there's nothing there.
[00:09:35.882 --> 00:09:38.463]  So that's just what I think.
[00:09:39.935 --> 00:09:42.516]  I don't know if that's the truth, but that's my opinion.
[00:09:42.696 --> 00:09:46.718]  I'm smelling a troll on this deal from the get-go.
[00:09:47.859 --> 00:10:03.046]  And for some more evidence that the mainstream media is trying to drive its narrative and attack Trump, the story is not about the fact that there were criminal leaks attacking Trump that were proving that he was being surveilled and then outing American citizens.
[00:10:03.246 --> 00:10:07.989]  No, the big issue here is that Representative Devin Nunes decided to
[00:10:08.649 --> 00:10:11.973]  Go and give this unprecedented press conference and go.
[00:10:12.274 --> 00:10:21.826]  What he felt was his obligation to let the President of the United States know what was being said about him and that he was indeed incidentally being surveilled.
[00:10:22.266 --> 00:10:24.930]  Well, now he's the bad guy for doing that.
[00:10:26.031 --> 00:10:29.574]  Where does the New York Times send their money to investigate the situation?
[00:10:29.894 --> 00:10:33.096]  Well, they out Nunez and cite his sources.
[00:10:55.991 --> 00:11:10.016]  So here, here it's okay to out who is providing these intelligence, who's leaking this information, but when it comes to who is doing it within the Obama administration where they're actually committing a felony and outing U.S.
[00:11:10.056 --> 00:11:14.058]  citizens and allowing it to circulate throughout the government, that's not a big deal.
[00:11:14.078 --> 00:11:16.519]  No one, let's not even investigate that.
[00:11:16.539 --> 00:11:17.739]  Let's not talk about that.
[00:11:18.080 --> 00:11:24.162]  The problem is that Núñez was asked to meet the officials in a secure location at the White House.
[00:11:24.542 --> 00:11:28.243]  Where people with security clearances could view classified reports.
[00:11:28.783 --> 00:11:29.943]  What a scandal!
[00:11:30.324 --> 00:11:37.386]  And then it's also a scandal that he didn't go up the chain of command and tell Schiff what he knew.
[00:11:37.846 --> 00:11:45.728]  Which anyone with a brain knows that if he would have done that, Schiff, who's like made it his mission to attack Trump, would have killed the story.
[00:11:46.468 --> 00:11:48.489]  So this is this is what's having to happen.
[00:11:48.849 --> 00:11:55.452]  You see people like Nunes, people that are saying, I felt that it was my obligation to serve the president and give him this information.
[00:11:55.792 --> 00:12:05.056]  He's the bad guy, not the people who are involved in kind of this backdoor coup that thought they would never be outed because they truly thought Hillary Clinton would be put into the White House.
[00:12:05.116 --> 00:12:07.197]  I mean, it's total madness here.
[00:12:08.362 --> 00:12:30.222]  And Nunez, with his groundbreaking interview that he gave, he pointed out that there was no evidence, once again, no evidence of collusion between President Trump's team and Russia on the night of the presidential election or well before then because now it's being reported that Trump was actually being incidentally surveilled before he was even the GOP nominee.
[00:12:30.822 --> 00:12:47.798]  So this was going on for quite some time and I'm sure that there were was information was being circulated and given to Clinton's campaign as well which is why she at the debates kept kind of nudging him a little bit and saying what about Russia Trump and she'd just smile and smirk a little bit and he'd be like I don't
[00:12:47.998 --> 00:12:54.683]  I don't really know what you're talking about, lady, because the information was being circulated around and I'm sure she got wind of it as well.
[00:12:55.264 --> 00:12:58.566]  Now, let's talk a little bit about the latest WikiLeaks release.
[00:12:59.247 --> 00:13:03.951]  This is 676 files released today as part of WikiLeaks Vault 7.
[00:13:04.531 --> 00:13:12.478]  Now, David Knight's really going to break down the insight that we received today, but this is regarding CIA's Marble software.
[00:13:13.178 --> 00:13:17.761]  What it does, it forensically disguises viruses, Trojans, and hacking attacks.
[00:13:18.141 --> 00:13:29.409]  And so it can go in, and Wikileaks says that the source code suggests Marble has test examples in Chinese, Russian, Korean, Arabic, and Farsi, which is the Iranian language.
[00:13:29.769 --> 00:13:40.416]  So basically, it can go in and change the source code to make it appear as if it's written by the Chinese, the Russians, anyone, North Korea, anyone they feel like blaming
[00:13:40.856 --> 00:13:41.096]  I don't
[00:13:57.193 --> 00:14:01.417]  Allegedly revealed all the corruption that was going on within the DNC.
[00:14:01.697 --> 00:14:05.480]  They're the bad guys, not the people actually committing the crimes within the DNC.
[00:14:05.900 --> 00:14:15.968]  So this is why it's very dangerous, because if you have the CIA using software that can change the source code and then they can say that we are being attacked by Russia, now we need to go and attack them back.
[00:14:16.488 --> 00:14:17.449]  Very dangerous.
[00:14:17.910 --> 00:14:24.495]  And once again, we're pointing the finger at all these other countries, but again, it's our own government that is involved.
[00:14:24.935 --> 00:14:45.222]  Now it's not enough that George Soros and his Open Society Group, the Ford Foundation, it's not enough that they have contributed about $72 million since roughly 2006 to nonprofits that have been most active in pushing this net neutrality as well as privacy rules on the broadband industry.
[00:14:45.942 --> 00:14:50.723]  The reason why was because they were wanting to give the government a very firm foothold in regulating the internet.
[00:14:50.983 --> 00:14:53.804]  So they've been involved in this push for a very long time.
[00:14:54.224 --> 00:15:02.285]  But now we find out that Google wants its own puppet in as the FTC chair to block any antitrust action.
[00:15:02.645 --> 00:15:15.208]  So they're running this silent campaign to make sure that President Trump appoints as permanent chair of the FTC a candidate that the tech giant is certain will never press an antitrust investigation of the company.
[00:15:15.808 --> 00:15:25.319]  So this is especially important given the steps that the Trump administration took to advance a bill through Congress that would cancel the FCC order on internet privacy.
[00:15:25.640 --> 00:15:30.505]  This is one that President Obama engineered in October 2016 at the urging of Google
[00:15:31.406 --> 00:15:42.876]  Put rammed in at the last minute, so the White House was not abandoning internet privacy, but transferring the rulemaking on internet privacy from the FCC to the FTC.
[00:15:43.697 --> 00:15:56.268]  And this, Spicer said at a press conference, the previous administration in an attempt to treat internet service providers differently than edge providers, such as Google and Facebook, reclassified them as common carriers.
[00:15:56.949 --> 00:15:57.449]  I don't know.
[00:16:20.094 --> 00:16:27.938]  Your internet service providers, like your telecom, your giants, we'll be getting to that in just a minute with Michael Zimmerman, because this is huge.
[00:16:28.418 --> 00:16:32.760]  They want to level the playing field here, but you can see, I don't think any of it is very good.
[00:16:32.780 --> 00:16:35.441]  They're all wanting to take our data and sell it to the highest bidder.
[00:16:35.802 --> 00:16:46.126]  But here you're seeing how Google and Facebook as well, they were trying to game the system in their favor and then sell it to us as this net neutrality and internet privacy.
[00:16:46.146 --> 00:16:48.888]  It was intended to tip the scales.
[00:16:49.488 --> 00:16:57.747]  ...toward the largest telecommunication giants on the internet, while everyone else would have just kind of never been able to rise.
[00:16:59.028 --> 00:17:11.972]  Now we'll talk more about that with Michael Zimmerman when he comes in, as well as what you can do to protect yourself from all of these referendums that the president has yet to sign on whether or not private companies can sell your information to the highest bidder.
[00:17:12.772 --> 00:17:21.895]  Speaking of that, article out of Zero Hedge, facial recognition tech couldn't snare millions of innocent Americans for crimes they didn't commit.
[00:17:22.215 --> 00:17:22.675]  That's right.
[00:17:23.135 --> 00:17:29.136]  Full steam ahead, breakneck speed, our laws and society, legal code can't even keep up with this crap.
[00:17:29.676 --> 00:17:42.039]  But according to their own documents, this facial recognition software is so ill, the margin of error here is a 1 in 5 chance of recognizing the wrong person.
[00:17:42.099 --> 00:17:45.300]  So 1 in 5 chance you could be charged with the wrong crime.
[00:18:00.891 --> 00:18:10.537]  By the way, here's a list of the evidence that they have gathered that would implicate Donald Trump and his staff and InfoWars for colluding with the Russians.
[00:18:10.957 --> 00:18:11.297]  See that?
[00:18:12.077 --> 00:18:12.658]  They got nothing!
[00:18:18.615 --> 00:18:22.758]  You traitors claiming I'm a Ruski agent, say it to my face and I'll break your nose.
[00:18:22.998 --> 00:18:23.639]  I'm sick of it.
[00:18:23.899 --> 00:18:26.901]  I will stomp your head in the ground, you traitorous maggots.
[00:18:27.162 --> 00:18:40.332]  While we go under Obamacare, North American Union, conquered by European banks, announcing our kids don't belong to us, total bondage, total surveillance, and you want to shoot your mouth off about me being a Ruski agent, I will stomp your head in the ground.
[00:18:40.592 --> 00:18:46.338]  Never water yourself down just because someone can't handle you at 100 proof.
[00:18:46.778 --> 00:18:50.662]  It's the Alex Jones Show, because there's a war on for your mind.
[00:18:52.183 --> 00:18:58.169]  I wish we'd go back to the days, I'm telling you, of getting my satisfaction out straight.
[00:18:58.849 --> 00:19:00.611]  You pick a sword or something else.
[00:19:01.212 --> 00:19:02.713]  This is one of the biggest secrets out there.
[00:19:03.697 --> 00:19:04.638]  We're good to go.
[00:19:24.210 --> 00:19:32.436]  That humans, just an average farmer of 10,000 years ago in England, was stronger than Olympic athletes today.
[00:19:32.576 --> 00:19:38.740]  In the final equation, everyone knows our modern society has lost its vitality.
[00:19:39.620 --> 00:19:41.462]  The sperm counts are down like 90%.
[00:19:42.462 --> 00:19:43.703]  People are falling apart.
[00:19:43.723 --> 00:19:44.724]  They're totally depressed.
[00:19:44.744 --> 00:19:45.284]  They're not happy.
[00:19:45.865 --> 00:19:46.845]  What is going on?
[00:19:48.126 --> 00:19:51.969]  Every ancient culture was obsessed
[00:19:53.206 --> 00:19:55.727]  With what I'm about to reveal to you.
[00:19:56.167 --> 00:19:57.868]  Today we call it bone broth.
[00:19:58.068 --> 00:20:05.072]  And for thousands of years our ancestors enjoyed its benefits before it became a loss to our modern diets of processed junk.
[00:20:05.312 --> 00:20:13.616]  That's why I'm so excited to announce the product that is undoubtedly the jewel in the crown of InfoWars Life products.
[00:20:15.035 --> 00:20:21.547]  Caveman, we lost our vitality because we just ignored the ancient traditions.
[00:20:21.928 --> 00:20:25.354]  Everyone knew that you used all the parts of the animal.
[00:20:25.394 --> 00:20:26.456]  You used the skin.
[00:20:27.062 --> 00:20:34.207]  To cover yourself up for shelter, you use the meat for sustenance, the fat for cooking, but you use the bones for strength.
[00:20:34.727 --> 00:20:48.577]  We are now introducing Caveman by Infowarslife.com, the ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single great tasting formula.
[00:20:48.697 --> 00:20:50.158]  The bone is so amazing.
[00:20:50.578 --> 00:20:56.162]  From the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body.
[00:20:57.298 --> 00:21:00.200]  This is the engine of the life essence.
[00:21:00.741 --> 00:21:06.185]  I've made a lot of important points here, but this is the one you need to research for yourself because it's so key.
[00:21:06.465 --> 00:21:15.952]  High quality bone broth helps support healthy muscles and connective tissue, while the active compounds in turmeric do battle on the cellular level and help fight free radicals.
[00:21:16.212 --> 00:21:20.756]  And collagen is essential to aid healthy tendons, ligaments, and muscle tissue.
[00:21:20.996 --> 00:21:22.797]  This is a absolute win-win.
[00:21:22.857 --> 00:21:25.618]  You get an amazing product produced right here in America.
[00:21:25.918 --> 00:21:32.020]  You support InfoWars and all we're doing to promote freedom and the restoration of our Republic and promotion of freedom worldwide.
[00:21:33.321 --> 00:21:42.044]  The journey towards better health and giving our bodies these amazing compounds that God created starts at InfoWarsLife.com.
[00:21:42.224 --> 00:21:46.606]  Three years in the making, incredible research and the very best ingredients.
[00:21:47.126 --> 00:21:49.727]  I'm Alex Jones and I may not be a caveman,
[00:21:50.569 --> 00:21:53.739]  Compared to these trendies out there in the street, I'm as close as it gets.
[00:21:54.140 --> 00:21:57.571]  Join me at InformersLife.com and get your caveman formula today.
[00:22:01.018 --> 00:22:04.381]  The globalist social engineers are not just targeting us with propaganda.
[00:22:04.481 --> 00:22:06.743]  They are manipulating our genetics.
[00:22:06.923 --> 00:22:15.310]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:22:15.570 --> 00:22:18.913]  The key is to be aware of this attack and to fight back against it.
[00:22:19.073 --> 00:22:28.080]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-gmo organic super male
[00:22:28.080 --> 00:22:36.962]  Supermale vitality formula sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[00:22:37.162 --> 00:22:39.083]  I've always believed in nutrition and herbs.
[00:22:39.403 --> 00:22:46.985]  Supermale vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:22:47.365 --> 00:22:53.532]  Super Mel Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:22:53.833 --> 00:23:00.761]  Visit InfoWarsLife.com today to secure your Super Mel Vitality and other powerful products from InfoWars Life.
[00:23:03.018 --> 00:23:04.400]  You hear all the time about fake news.
[00:23:04.420 --> 00:23:10.686]  Well, we're going to talk tonight about some fake investigations, some fake identification, some fake convictions.
[00:23:10.886 --> 00:23:12.668]  This is what our government is doing to us.
[00:23:12.728 --> 00:23:19.195]  And I'm going to tie this in to what we see from WikiLeaks with the latest release of Vault 7, what they call Marble.
[00:23:19.215 --> 00:23:23.639]  We're going to look at that and how that can be used to create false flag operations.
[00:23:24.525 --> 00:23:28.786]  Exactly what we're talking about here is, let's take a look first at the individual level.
[00:23:29.506 --> 00:23:31.606]  This is NBC reporting two days ago.
[00:23:32.126 --> 00:23:38.868]  A stunning drug lab scandal that could overturn 23,000 false convictions.
[00:23:38.968 --> 00:23:40.588]  Now this is coming out of Massachusetts.
[00:23:40.948 --> 00:23:52.490]  They said about 23,000 people convicted of low-level drug crimes are expected to have their cases wiped away next month en masse, the result of a five-year court fight over the work of one chemist, one person who's doing it.
[00:23:53.010 --> 00:23:53.871]  And why would they do that?
[00:23:53.911 --> 00:23:57.574]  Well, I'm going to tell you why, but it's the same justification we see for much of this other stuff.
[00:23:57.954 --> 00:24:04.460]  Now, one of the people who's a professor at West Virginia University, he serves on the National Commission of Forensic Science.
[00:24:04.500 --> 00:24:05.741]  He said, it's absolutely stunning.
[00:24:05.781 --> 00:24:07.262]  I've never seen anything like this.
[00:24:07.703 --> 00:24:10.245]  He said, it's unbelievable to me that it could have even happened.
[00:24:10.285 --> 00:24:14.749]  And then when you look at the scope of the number of cases that may be dismissed or vacated,
[00:24:15.269 --> 00:24:16.330]  There's no words for it.
[00:24:16.710 --> 00:24:17.831]  Well, let's put some words to it.
[00:24:17.851 --> 00:24:19.072]  Let's understand what's happened here.
[00:24:19.393 --> 00:24:21.054]  It's taken more than five years to get this point.
[00:24:21.635 --> 00:24:24.697]  Longer than it took to discover and prosecute the woman who did it.
[00:24:24.998 --> 00:24:26.639]  Her name is Annie Dukin.
[00:24:26.999 --> 00:24:31.823]  She worked at a lab in Boston for nearly a decade before her misconduct was exposed in 2012.
[00:24:32.764 --> 00:24:34.566]  She admitted to tampering with evidence.
[00:24:35.106 --> 00:24:35.827]  We're good to go.
[00:24:50.805 --> 00:24:54.507]  She felt compelled to change these test results on a massive scale.
[00:24:54.967 --> 00:24:58.349]  They say she was the most prolific analyst there.
[00:24:58.389 --> 00:25:02.131]  See, what she's trying to do, she knows that they want to get these convictions.
[00:25:02.791 --> 00:25:04.792]  She gave them exactly what they wanted.
[00:25:05.192 --> 00:25:05.733]  Convictions.
[00:25:06.033 --> 00:25:06.513]  Wins.
[00:25:07.313 --> 00:25:08.154]  Jail terms.
[00:25:08.474 --> 00:25:10.115]  That's what the establishment wants.
[00:25:10.515 --> 00:25:13.857]  She knew what they wanted, so she gave it to them and she did it very quickly.
[00:25:13.937 --> 00:25:19.600]  She produced false convictions faster than anybody else could do their work because they were trying to do the right thing, presumably,
[00:25:20.180 --> 00:25:24.762]  But let's understand that there can be an institutional push to do this as well.
[00:25:25.142 --> 00:25:30.005]  You can have one individual who, to try to further their career, sends other people to jail.
[00:25:30.765 --> 00:25:32.786]  Or you can have a department that does this.
[00:25:32.826 --> 00:25:35.407]  You can have part of the CIA that does this.
[00:25:36.068 --> 00:25:40.150]  Like, for example, the Vault 7 marble that we're going to get to.
[00:25:40.190 --> 00:25:41.570]  But one more thing before we go to that.
[00:25:42.011 --> 00:25:43.551]  There's an article that was on Zero Hedge today.
[00:25:43.651 --> 00:25:48.374]  Facial recognition tech could ensnare millions of innocent Americans for crimes they didn't commit.
[00:25:48.994 --> 00:26:03.622]  So see, this is far beyond what's happening in this one laboratory in Massachusetts, where one rogue individual working in the lab who wanted to look good and impress her superiors and give them what they wanted, which was convictions, give them wins.
[00:26:04.222 --> 00:26:05.423]  So she framed all these people.
[00:26:05.983 --> 00:26:11.766]  But you need to understand that when we're talking about facial recognition technology, this is something that is a nationwide problem.
[00:26:12.207 --> 00:26:13.527]  This is something that's going to be used by the FBI.
[00:26:14.809 --> 00:26:19.346]  They have a program that's called Facial Analysis Comparison Evaluation.
[00:26:19.426 --> 00:26:19.747]  Face!
[00:26:19.767 --> 00:26:20.610]  Isn't that great?
[00:26:21.462 --> 00:26:26.085]  So they look at this and they've got already, depending on your source, 16 to 18 states.
[00:26:26.125 --> 00:26:28.466]  Actually, this graphic says that there's 18 states.
[00:26:28.506 --> 00:26:30.087]  The article here says that there's 16.
[00:26:30.427 --> 00:26:42.534]  I believe the graphic here, you can look at this graphic and you can see which states are sharing their information, including the driver's license photos that you have, and they're sharing that information with the FBI.
[00:26:42.554 --> 00:26:43.654]  Now, what's the problem with this?
[00:26:44.295 --> 00:26:47.577]  Well, the Electronic Frontier Foundation senior staff attorney said this.
[00:26:48.430 --> 00:26:52.293]  She detailed, this is from Zero Head, she detailed the stunning scope of the FBI's photo collection.
[00:26:52.333 --> 00:27:07.827]  She said, in addition to collecting criminal and civil mug shots, the agency currently has memorandums of understanding with 16, I think it's 18, states that mean every driver's license photo from those states is accessible to the FBI without the driver's consent.
[00:27:08.327 --> 00:27:10.649]  The FBI also has access to photos from the U.S.
[00:27:10.669 --> 00:27:12.951]  State Department's passport and visa programs.
[00:27:13.412 --> 00:27:14.012]  And she said this,
[00:27:14.853 --> 00:27:22.523]  Americans should not be forced to submit to criminal facial recognition searches merely because they want to drive a car.
[00:27:23.203 --> 00:27:28.890]  But don't worry, they're going to take away your ability to drive a car as well, and then the car itself
[00:27:29.775 --> 00:27:37.762]  We'll report on where you are, what you're doing, give them all of your geospatial intelligence, your activity-based intelligence, your human domain analytics.
[00:27:38.122 --> 00:27:44.768]  They can all be gleaned because you're going to be sitting there in your little car, driving around, playing with Facebook because you don't have to take responsibility for your life anymore.
[00:27:44.808 --> 00:27:46.230]  They're going to watch everything that you do.
[00:27:46.650 --> 00:27:47.350]  That's where we're going.
[00:27:47.390 --> 00:27:54.774]  She says, Americans shouldn't have to worry that their data will be misused by unethical government officials with unchecked access to facial recognition databases.
[00:27:54.814 --> 00:28:01.538]  They shouldn't have to fear that their every move will be tracked if face recognition is linked to the networks of surveillance cameras that blanket many cities.
[00:28:02.318 --> 00:28:04.459]  No, you shouldn't have to have that, but you should fear that.
[00:28:04.499 --> 00:28:06.180]  You should understand the implications of that.
[00:28:06.220 --> 00:28:07.801]  You should push back against that now.
[00:28:08.689 --> 00:28:17.032]  Before they extend this surveillance network onto our actual literal highways, not just the information highway, the internet, but our literal highways.
[00:28:17.572 --> 00:28:19.653]  We've talked many times about the implications of this.
[00:28:19.673 --> 00:28:20.513]  You need to understand this.
[00:28:20.813 --> 00:28:25.235]  This whole thing that we're talking about as to whether or not Trump and the Republicans
[00:28:26.334 --> 00:28:27.616]  Have taken people's privacy?
[00:28:27.956 --> 00:28:31.880]  That is a head fake for political reasons for the most part, folks.
[00:28:31.920 --> 00:28:46.157]  Look, I understand that they're giving these powers to ISPs, but they already had those powers until 11th hour move by Barack Obama to take it away, to take away that power to sell that information at the ISPs.
[00:28:46.177 --> 00:28:46.877]  They already had that.
[00:28:47.574 --> 00:28:50.818]  And you have to understand that it's still all social media, it's still getting that information on you.
