[00:00:09.224 --> 00:00:11.286]  The Alex Jones Show.
[00:03:40.563 --> 00:03:54.355]  The State Department just opened a formal inquiry into Hillary Clinton's mishandling of classified information, and former Attorney General Loretta Lynch will face questions surrounding her manipulation of the FBI probe into Hillary's emails.
[00:03:54.595 --> 00:04:08.267]  Senators on the Judiciary Committee want to know if Lynch assured former DNC Chair Wasserman Schultz that the FBI probe would go away, while Schultz led a sinister backstabbing operation against Bernie Sanders.
[00:04:08.687 --> 00:04:15.209]  Nothing lasts forever, Winocrats, especially when that house of cards is all built on lies.
[00:04:15.309 --> 00:04:32.274]  There are a few things that break faith with America and the American people and undermine their trust in their government more than witnessing the highest law enforcement officer in the land blatantly ignoring the crystal clear meaning of equal protection and equal enforcement of the laws as they are written.
[00:04:33.530 --> 00:04:55.414]  And Madam Attorney General, I think such an abrogation of your official duties and responsibilities, not just a matter of what will be writ large in the annals of your own legacy, it's something rather that goes to the very heart of the rule of law in a republic that so many lying out in Arlington National Cemetery have died to keep.
[00:04:56.394 --> 00:05:01.795]  John Bowne for InfoWars.com Alright folks, start your engines, all systems are go!
[00:05:04.213 --> 00:05:13.028]  Supporters of Infowars, not just here in the U.S., but around the world, are the cutting-edge vanguard of the reawakening of the sleeping giant that is human liberty.
[00:05:15.791 --> 00:05:18.532]  Again, I want to thank you all humbly for fighting the globalist.
[00:05:18.572 --> 00:05:20.032]  I want to thank you for your financial support.
[00:05:20.432 --> 00:05:25.453]  You're the reasons we're still here and growing in the face of an unprecedented onslaught.
[00:05:25.933 --> 00:05:29.614]  That's why this July 4th, we're having some of the biggest sales ever.
[00:05:30.114 --> 00:05:34.895]  We have store-wide free shipping at InfoWareStore.com through July 4th.
[00:05:35.315 --> 00:05:40.976]  And on top of that, we have savings as much as 40% off best-selling items.
[00:05:41.576 --> 00:05:42.998]  And we're talking about things you need.
[00:05:43.438 --> 00:05:52.028]  A wide spectrum of high-quality non-GMO heirloom seeds, high-quality storable foods, and amazing, groundbreaking supplements and nutraceuticals.
[00:05:52.308 --> 00:05:56.373]  Our incredible Nootropic Brain Force Plus, 30% off, and now with 20% more in each bottle.
[00:05:59.176 --> 00:06:01.697]  Super Mel Vitality, sold out for months.
[00:06:01.838 --> 00:06:05.199]  Concentrated herbs that have absolutely changed my life and so many others.
[00:06:05.740 --> 00:06:06.760]  30% off as well.
[00:06:07.061 --> 00:06:11.543]  Deep Earth Pure Iodine X2, now back in stock.
[00:06:11.943 --> 00:06:12.183]  30% off.
[00:06:12.524 --> 00:06:15.105]  Z Shield, our newest product, out of the gates.
[00:06:15.705 --> 00:06:17.967]  30% off because it's so amazing and I want you to try it.
[00:06:18.187 --> 00:06:20.148]  Emrix Essentials Outdoor Special.
[00:06:20.428 --> 00:06:27.012]  We're talking our non-nano zinc, incredibly concentrated, high-powered sunscreen, along
[00:06:27.592 --> 00:06:34.477]  With Emrix Essentials Bug Spray that's totally organic and natural and works way better than chemical brands I personally use.
[00:06:35.098 --> 00:06:41.582]  On that particular special, at 40% off, if you get the additional auto ship 10% off, we're talking about a lost leader.
[00:06:42.483 --> 00:07:03.546]  July 4th, celebrating our republic, celebrating worldwide freedom, and celebrating returning America to its place in the world as a true shining city on a hill where people want to come here to celebrate free market and an open society, not to celebrate a globalist, politically correct cesspool of infighting and mind control.
[00:07:03.626 --> 00:07:08.028]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[00:07:08.108 --> 00:07:19.052]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[00:07:19.212 --> 00:07:24.137]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:07:24.257 --> 00:07:26.779]  It helps balance the thyroid gland.
[00:07:26.839 --> 00:07:28.341]  It helps detoxify.
[00:07:28.561 --> 00:07:31.383]  Selenium is another one of those absolute must-haves.
[00:07:31.443 --> 00:07:36.188]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:07:36.208 --> 00:07:40.332]  As a matter of fact, there's 25 genes in the body that are directly
[00:07:40.752 --> 00:07:47.774]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[00:07:47.874 --> 00:07:49.314]  I'm taking it now, every day.
[00:07:49.494 --> 00:07:50.235]  This is so key.
[00:07:50.495 --> 00:07:54.796]  BioTrue Selenium is the product, the best selenium that we could bring you.
[00:07:54.816 --> 00:07:56.896]  We believe it's the best out there at a very, very low price.
[00:07:57.036 --> 00:08:00.497]  Exclusively available at m4warslife.com or by calling toll-free 888-253-3139.
[00:08:30.305 --> 00:08:35.706]  Ladies and gentlemen, President Trump has taken the gloves off with MSM in a big way.
[00:08:36.266 --> 00:08:40.627]  We're about to break down, to collapse, the final days of MSM.
[00:08:41.307 --> 00:08:46.769]  You can mark this as the time on your calendar when they started a revolution, pushing violence.
[00:08:48.689 --> 00:08:51.630]  Again, thank you so much for joining us, ladies and gentlemen.
[00:08:51.790 --> 00:08:53.230]  I am Alex Jones, your host.
[00:08:53.970 --> 00:08:57.051]  We are going to be live here for the next four hours.
[00:08:58.336 --> 00:09:00.617]  What an amazing time to be alive.
[00:09:01.338 --> 00:09:03.039]  It is simply incredible.
[00:09:04.139 --> 00:09:06.861]  I am almost speechless at this point.
[00:09:08.402 --> 00:09:14.826]  The amount of incredible news that is just breaking by the second.
[00:09:16.967 --> 00:09:19.648]  And to see the discredited MSM
[00:09:21.946 --> 00:09:38.381]  Go from outlandish, incredible lies and just complete walls of fraud, oceans of deception, to now only intensifying that to shrill, foaming at the mouth, temper tantrums.
[00:09:39.315 --> 00:09:57.362]  This is a corrupt multinational elite that has come in and exploited our country, exploited other nations, consolidated power, pushed for global tyranny to cement their hold, and now humanity is awake to it, and so now they're fighting for their lives.
[00:09:59.355 --> 00:10:11.058]  And to maintain control, they've only intensified the amount of fake news that they've been putting out, and now that everyone's watching it, it's blowing up in their face in real time, minute by minute.
[00:10:13.958 --> 00:10:14.838]  It's quite a spectacle.
[00:10:15.999 --> 00:10:27.041]  And yes, MSM has gone from almost no viewers to having a dead cat bounce the last two years in this election cycle, and this great time of change, but still, it's dismal.
[00:10:29.053 --> 00:10:33.484]  But it's like a star as it begins to burn out and go supernova.
[00:10:34.713 --> 00:10:45.276]  It glows brighter for a time, or like a light bulb that glows bright for just a few seconds and then goes dim, or someone on their deathbed the last few minutes a lot of times comes back to life and has electricity in their eyes.
[00:10:45.676 --> 00:10:51.237]  You're seeing the gargling death rattle of MSM right now.
[00:10:51.777 --> 00:11:02.880]  You're seeing them grasp on to their great lust of deceiving and harpooning the Western mind and dragging it into the abyss of control freak garbage.
[00:11:07.250 --> 00:11:08.270]  Look at these headlines.
[00:11:09.311 --> 00:11:12.512]  Trump rips Amazon, Washington Post as fake news.
[00:11:13.053 --> 00:11:24.057]  He should address the nation from the Oval Office and declare them foreign enemies of the Republic who have openly sought to overthrow the country and bankrupt our nation.
[00:11:24.097 --> 00:11:25.238]  It's in their own WikiLeaks.
[00:11:25.578 --> 00:11:26.719]  It's in their own admissions.
[00:11:26.819 --> 00:11:29.380]  They want a system of poverty to control us.
[00:11:29.740 --> 00:11:36.423]  It is a conspiracy against prosperity, conspiracy against men and women and children, a conspiracy against families.
[00:11:37.043 --> 00:12:00.050]  And now Trump comes out and points out that Amazon's Washington Post got 600 million from Obama's CIA months before Trump took office to run the lie factory, the swindle factory, trying to rob the American people of their birthright and trying to push us into war with Russia so CNN can get some ratings.
[00:12:00.390 --> 00:12:01.630]  That's what they tell the producers.
[00:12:01.730 --> 00:12:03.371]  Oh, we're getting ratings with this.
[00:12:05.367 --> 00:12:08.889]  We're getting a lot of advertising funding from big corporations to do this.
[00:12:10.970 --> 00:12:11.550]  CNN.
[00:12:13.011 --> 00:12:16.153]  Very, very, very fake news.
[00:12:17.313 --> 00:12:21.095]  It's beyond the clown news network or the communist news network.
[00:12:21.195 --> 00:12:34.282]  It is the wannabe elite class that wants to prey on intellectual endeavors and pose as if they are the fountain, the fount, the progenitor.
[00:12:35.489 --> 00:12:42.013]  The headwaters of art and culture and everything, and you see it in all the metrics.
[00:12:42.093 --> 00:12:45.716]  Hollywood and mainstream media is all being rejected.
[00:12:45.756 --> 00:12:50.259]  There's nothing more uncool than being establishment.
[00:12:50.439 --> 00:12:56.483]  There's nothing more pathetic and more wretched and more putrid and more stinking
[00:12:58.254 --> 00:12:59.395]  Than being with the establishment.
[00:12:59.635 --> 00:13:03.657]  That's the spirit of Americana, is the maverick culture.
[00:13:04.217 --> 00:13:07.819]  A maverick idea of the respect of the common man and woman.
[00:13:08.500 --> 00:13:09.480]  And the trailblazer.
[00:13:09.781 --> 00:13:10.581]  And the striver.
[00:13:11.301 --> 00:13:16.384]  And admiring people that are ranchers and farmers and inventors and mechanics.
[00:13:16.784 --> 00:13:18.766]  And real people on the ground.
[00:13:19.086 --> 00:13:20.487]  Celebrating our families.
[00:13:20.847 --> 00:13:21.987]  Celebrating freedom.
[00:13:22.688 --> 00:13:25.690]  Celebrating that we're not part of the royal class.
[00:13:26.670 --> 00:13:43.886]  Alexander de Tocqueville, the famous French historian, spent many years after the Revolutionary War traveling the United States and he said, this is the American future, this is the American century, this is the American system, nothing will defeat this if they simply stay this way.
[00:13:44.146 --> 00:13:53.014]  They hate elites, they hate all of the people on their red carpets, they hate everybody acting like they're part of the establishment, they hate royalty, they hate
[00:13:53.134 --> 00:14:04.837]  They hate titles, they hate elites claiming that they have a divine right to rule, and if Hollywood and the Washington scumbaggery is not the very definition of that, then nothing is!
[00:14:06.137 --> 00:14:17.740]  It is an extreme honor to have the discredited enemies of America like The Nation and these big foundation-funded systems and the New York Times and the Washington Post
[00:14:19.622 --> 00:14:33.134]  And every other major elite publication come out and call me a criminal, call me a racist, call me a swindler, call me everything but what they are, and we know what they are, we know what their tastes are, vampiric scum.
[00:14:34.115 --> 00:14:38.139]  They run the gambit of vampiric behavior.
[00:14:39.434 --> 00:14:47.036]  It's all about destroying innocence, all about destroying will, all about destroying creativity, and personal independence, and personal destiny.
[00:14:47.417 --> 00:14:54.679]  It's about stealing free will, and stealing destiny, and stealing the magic that should be in your eyes, staring into the universe.
[00:14:55.845 --> 00:15:18.464]  Alex Jones is a practice swindler, just like his biggest fan, Eric Alterman, on all his little dozens of titles and the think tanks and foundations he's on, and ooh, I mean, a bunch of regurgitated crap, and again, I'll pick maybe one article a day out of hundreds, just to show how it's all the same cut-and-paste, mixed-together, blended baloney.
[00:15:20.305 --> 00:15:21.586]  Just total lies.
[00:15:22.187 --> 00:15:23.708]  And you read it, it's crazy.
[00:15:24.997 --> 00:15:30.761]  You could disprove any part of this line by line, but it would take hours and hours to dissect it.
[00:15:30.981 --> 00:15:32.682]  Here's just one example that I'm getting in the big news.
[00:15:33.803 --> 00:15:41.668]  It says Jones, according to BuzzFeed's insiders, would go out and buy a LifeStraw for $10 and sell it for $50.
[00:15:44.950 --> 00:15:48.353]  Or Jones would make them drive down their price to $25.
[00:15:48.573 --> 00:15:48.813]  What?
[00:15:50.154 --> 00:15:51.955]  We've never sold it for more than $25.
[00:15:54.261 --> 00:15:59.784]  But again, the point is they just take these lies and then vomit it back into each other's mouths.
[00:16:00.644 --> 00:16:04.086]  And the more they launder the lies, the more they recycle them.
[00:16:06.567 --> 00:16:07.827]  The more they say they're true.
[00:16:08.728 --> 00:16:12.069]  And there's no spending time even talking to these people.
[00:16:12.509 --> 00:16:13.770]  They don't really interview you.
[00:16:13.810 --> 00:16:17.592]  They only pretend to interview you so they can pretend that they're really reporters.
[00:16:18.912 --> 00:16:20.053]  But just that one example.
[00:16:22.472 --> 00:16:26.633]  That one example, I said, just retract this one story.
[00:16:27.353 --> 00:16:34.295]  This one piece where Life Straws and other survival straws on the market sell between $20 and $30.
[00:16:35.195 --> 00:16:39.076]  We always want to be competitive and try to be as close to Amazon as we can.
[00:16:39.936 --> 00:16:41.637]  I mean, we're on the low end of that.
[00:16:41.917 --> 00:16:45.858]  We've never... Jones made them sell them, you know, for $25.
[00:16:46.018 --> 00:16:46.258]  What?
[00:16:47.398 --> 00:16:48.899]  And then turned around and sold them for $50?
[00:16:48.979 --> 00:16:49.199]  What?
[00:16:51.827 --> 00:16:57.670]  Just totally, completely, from their inside source, this is the type of stuff these people make up.
[00:16:57.950 --> 00:16:59.311]  It's incredible!
[00:16:59.891 --> 00:17:07.195]  But see, all they're doing is trying to troll us and troll you to make themselves relevant.
[00:17:07.215 --> 00:17:07.615]  They're not.
[00:17:08.096 --> 00:17:10.377]  That's why I usually don't even cover their lies and deception.
[00:17:12.185 --> 00:17:15.846]  It says Jones tries to find failing products that no one wants.
[00:17:16.686 --> 00:17:20.607]  No, I try to find the most cutting-edge products that everyone wants.
[00:17:20.907 --> 00:17:21.287]  Duh!
[00:17:21.527 --> 00:17:22.927]  Isn't that how capitalism works?
[00:17:23.247 --> 00:17:30.929]  I mean, I don't even know how they come up with these weird lies because it's like something you have in a hallucination when you have the flu or something.
[00:17:31.729 --> 00:17:32.289]  It's crazy.
[00:17:34.550 --> 00:17:39.671]  They go on to say it's crazy that we sell knockout sleep aid
[00:17:40.834 --> 00:17:42.936]  And they say I'm a fraud and a swindler.
[00:17:43.216 --> 00:17:53.145]  Ladies and gentlemen, Knockout is melatonin, L-tryptophan, valerian root, lemon balm, and other compounds 100% proven!
[00:17:57.096 --> 00:17:59.798]  To trigger chemical reactions in the brain that improve sleep.
[00:18:00.018 --> 00:18:01.299]  I mean, that's a fact!
[00:18:01.639 --> 00:18:05.722]  They've been selling melatonin on store shelves for 60 years.
[00:18:06.062 --> 00:18:10.005]  I'm selling the same thing Bezos is selling at Whole Foods that he owns now.
[00:18:10.385 --> 00:18:11.046]  But that's okay!
[00:18:11.086 --> 00:18:13.788]  See, he's allowed to sell melatonin.
[00:18:14.588 --> 00:18:14.909]  I can't.
[00:18:16.047 --> 00:18:19.371]  I'm an evil person because the anointed ones said so.
[00:18:19.391 --> 00:18:19.911]  Well, guess what?
[00:18:20.132 --> 00:18:21.693]  You're not the anointed ones anymore.
[00:18:22.234 --> 00:18:23.175]  And we're cleaning your clocks.
[00:18:23.395 --> 00:18:33.506]  And we're infiltrating your organizations, not with made-up stuff that you just pull out of your rear end, but with video of CNN going, the whole Russia thing's BS.
[00:18:34.007 --> 00:18:36.089]  We're just getting pushed to do this by our bosses.
[00:18:36.330 --> 00:18:37.471]  We lie to the public.
[00:18:37.811 --> 00:18:38.772]  How about that?
[00:18:38.932 --> 00:18:40.012]  Just like Megyn Kelly.
[00:18:40.233 --> 00:18:41.313]  Is it ethical he taped her?
[00:18:41.814 --> 00:18:42.974]  Of course she's a liar.
[00:18:43.034 --> 00:18:44.555]  She has no credibility.
[00:18:44.795 --> 00:18:45.816]  She's a fraud.
[00:18:46.076 --> 00:18:48.498]  So I had to record her to show she was a liar.
[00:18:48.758 --> 00:18:49.898]  I knew it was a hit piece.
[00:18:50.239 --> 00:18:55.262]  She's not even important enough for us to get around to releasing all the tapes.
[00:18:55.962 --> 00:18:56.963]  Which we're going to do.
[00:18:57.904 --> 00:19:01.226]  I've told Dew and others that are in there monkeying around with him to wait on it.
[00:19:01.386 --> 00:19:04.569]  When I say monkey, that's in open transparency.
[00:19:04.589 --> 00:19:23.503]  Because they monkeyed with it, and so it takes a lot of time and energy to find where I say something 15 minutes before, or an hour before, or 10 minutes before, and then they sandwich it together in another clip, and a jump cut, so I say something I never said, we've got to, that takes a lot of time, of hours and hours of stuff, to go find.
[00:19:23.563 --> 00:19:24.444]  Here's where she edited it,
[00:19:25.626 --> 00:19:43.526]  Here's what I actually said, kind of like she did, I'm gonna skip this break guys, kind of like she did, only one of the day though, kind of like she did whenever she had that Fox show and she said, here's a clip of Jones saying Hillary kills children in the bottom of a basement.
[00:19:44.454 --> 00:19:51.436]  I was talking about her funding jihadis killing children, selling women into sex slavery, all over the Middle East, financing the Arab Spring.
[00:19:51.856 --> 00:19:54.117]  And it was in the same two-minute clip.
[00:19:54.177 --> 00:19:55.938]  They just cut the front and the back off.
[00:19:56.158 --> 00:20:00.579]  We went and showed you what I really said, with the video, and he sang it.
[00:20:00.659 --> 00:20:02.520]  No edits, no cuts, except on the front and the end.
[00:20:02.540 --> 00:20:06.641]  You know, we cut in when the ads are over, and we, you know, cut out when I moved on to another subject.
[00:20:06.881 --> 00:20:09.542]  But unedited, boom, here's what I said.
[00:20:10.748 --> 00:20:11.969]  Versus her fake news.
[00:20:12.869 --> 00:20:15.971]  I knew if she would do stuff like that and play dumb with me.
[00:20:16.472 --> 00:20:17.052]  She called me.
[00:20:17.112 --> 00:20:17.773]  I called her back.
[00:20:18.013 --> 00:20:19.033]  I started bringing that up to her.
[00:20:19.354 --> 00:20:20.334]  She said, I don't remember that.
[00:20:20.454 --> 00:20:21.035]  I didn't do that.
[00:20:21.295 --> 00:20:22.616]  And I said, hold on one moment.
[00:20:23.036 --> 00:20:24.897]  Fished around, had another backup phone.
[00:20:25.217 --> 00:20:26.978]  Didn't even have a record app on my phone.
[00:20:27.159 --> 00:20:32.422]  I mean, I have a record app you can record outside, but not an app that records the phone call itself on your phone.
[00:20:32.602 --> 00:20:36.004]  So I started recording on one phone and recorded her in the car.
[00:20:37.345 --> 00:20:38.766]  And of course it was ethical what I did.
[00:20:39.186 --> 00:20:40.027]  I released it.
[00:20:41.573 --> 00:20:43.333]  I released it basically unedited.
[00:20:43.353 --> 00:20:46.054]  The other stuff about her kids, my kids, I cut out.
[00:20:46.074 --> 00:20:50.435]  But in the interest of fairness, I think I might release the whole thing and just bleep the names.
[00:20:50.455 --> 00:20:53.675]  Because there's about five minutes we cut out.
[00:20:54.115 --> 00:21:00.256]  So, I'm not just going to release the Megyn Kelly tapes so the media can pick and choose what it wants and edit those again.
[00:21:01.457 --> 00:21:09.298]  I'm going to release in chunks where she edited the piece and deceived, and then the chunk, say five minutes, of what I really said.
[00:21:10.202 --> 00:21:17.325]  And then I'm just gonna go, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk, chunk.
[00:21:17.345 --> 00:21:19.306]  And it'll be like a college course.
[00:21:19.726 --> 00:21:21.567]  Here's how the old whore media lies.
[00:21:21.987 --> 00:21:24.028]  Here's how the Decepticon dinosaur media deceives.
[00:21:24.288 --> 00:21:25.468]  Here's how they play their games.
[00:21:25.988 --> 00:21:27.909]  Here's what I really said, here's what she did.
[00:21:28.269 --> 00:21:29.910]  Here's what I really said, here's what she did.
[00:21:30.981 --> 00:21:32.622]  This is what you want, this is what you get.
[00:21:32.842 --> 00:21:34.263]  This is what you want, this is what you get.
[00:21:34.323 --> 00:21:41.267]  And by the way, those little classes, those little tutorials online will have millions of listeners and viewers per video.
[00:21:41.768 --> 00:21:45.850]  And in the aggregate, we'll dwarf her pathetic 3.5 million when I was on.
[00:21:46.250 --> 00:21:48.112]  When she took over the show, it was at 7 million.
[00:21:48.432 --> 00:21:54.656]  By the time the dead cat was halfway dropping from the atmosphere on its way to Hades, it was 3.5.
[00:21:55.276 --> 00:22:00.159]  Now it's less than 3 million last Sunday as she accelerates into oblivion.
[00:22:03.246 --> 00:22:10.461]  I love how they're like trying to destroy me and saying I'm a charlatan and a racist and a criminal and all these things.
[00:22:11.564 --> 00:22:13.566]  And it's only making us bigger and stronger.
[00:22:14.086 --> 00:22:17.829]  And now they have true horror in their arrogant little eyes.
[00:22:18.329 --> 00:22:34.342]  Lesser men and women who imagined that because the great sleeping giant was sleeping, they had bested us, the great Lilliputians of the world, out to show their dominance aggressively and hatefully against the world and against America.
[00:22:34.722 --> 00:22:49.520]  Now their hopes and dreams, the insane psychotic visions of Hollywood, possessing their operating systems, begin their retrograde descent back into the atmosphere as they will burn like falling demons from the sky.
[00:22:51.875 --> 00:23:01.300]  And their explosions and their incinerations will be merriment in our eyes as we toast around our fires under the great trees that God has provided us.
[00:23:02.100 --> 00:23:04.241]  Your fall is complete.
[00:23:04.261 --> 00:23:05.502]  I love it!
[00:23:06.721 --> 00:23:13.807]  And still, in your delirium, in your delusional psychosis, you've not even begun to realize that we're not letting go of you.
[00:23:13.907 --> 00:23:15.769]  It's not you that's not letting go of us.
[00:23:15.929 --> 00:23:17.911]  We have you in our jaws!
[00:23:18.672 --> 00:23:20.413]  We have you in our sights!
[00:23:20.733 --> 00:23:23.155]  We are going to run you over politically!
[00:23:23.396 --> 00:23:33.124]  We are going to celebrate every facet of your wart-covered hide until our children know every centimeter of your stinking serpent-like soul!
[00:23:34.185 --> 00:23:53.116]  You will be caged and we will stare upon you and know and ask ourselves how was it that this creature, Madeleine Albright, that this creature, Hillary Clinton, that this creature, Barack Obama, that this creature, George Soros, that this creature, Michael Moore, that this creature, Megyn Kelly, caused so much trouble!
[00:23:54.738 --> 00:24:05.621]  How was it that a bunch of people wearing nightgowns, 80% of them on welfare, running around wiping their asses with their own hands, come into our country and dictate what's on the school lunch program?
[00:24:07.541 --> 00:24:08.041]  How is it?
[00:24:08.141 --> 00:24:08.401]  No!
[00:24:08.761 --> 00:24:09.062]  No!
[00:24:09.162 --> 00:24:10.182]  The trance is broken!
[00:24:12.722 --> 00:24:18.584]  The trance is broken, and we're not offering some utopia far from it, but the wild, wild, free-booting West.
[00:24:19.551 --> 00:24:26.395]  We're not offering the chained nanny state of old, no, but the destiny of freedom of the future.
[00:24:27.036 --> 00:24:32.239]  And it really hit me, and everybody's said this, everybody knows this, but it just really hit me how strong this is, how true this is.
[00:24:33.179 --> 00:24:39.744]  The liberals are like arrested development toddlers throwing fits, running around, trying to dominate control of people's lives.
[00:24:40.104 --> 00:24:41.485]  Anybody who's had children, no.
[00:24:42.245 --> 00:24:47.466]  But especially once they become teenagers, no matter how good they are on average, they start wanting to run your life.
[00:24:48.206 --> 00:24:57.348]  They start getting irritated by the clothes you wear, or the carpet you bought, or the car you have, or the way you talk, or what you do, and they want to run your life.
[00:24:57.368 --> 00:25:03.789]  Because it's almost time for them to leave the nest, and actually run their life, and discover it's normal instinct that they want to leave your nest.
[00:25:04.109 --> 00:25:06.330]  It's normal instinct, but see, Arrested Development
[00:25:07.782 --> 00:25:22.708]  Basement dwellers, they, and I mean that metaphysically, they don't want to leave, but they want to make you drive them around, wipe their butts, take care of them, and they have a disdain for you because they're projecting it onto you.
[00:25:22.928 --> 00:25:32.632]  They know they're parasites from the Hollywood Parasites and all the broke back fake writers out there like Eric Alterman and all these jokes that no amount of titles
[00:25:33.152 --> 00:25:40.937]  Will ever change the fact that they're scum, they come from scum, they're never any good in history, and they are of their father failure.
[00:25:42.919 --> 00:25:43.579]  You are cancer.
[00:25:43.959 --> 00:25:46.521]  And you know you're filth.
[00:25:47.001 --> 00:25:48.282]  You know you're trash.
[00:25:48.663 --> 00:25:49.843]  You know you're losers.
[00:25:50.164 --> 00:25:51.324]  You know you're babies.
[00:25:51.605 --> 00:25:54.466]  You know you want to pull everybody else down so you feel big.
[00:25:55.347 --> 00:25:56.748]  Sorry, daddy's home.
[00:25:56.988 --> 00:25:57.869]  Daddy woke up.
[00:25:58.589 --> 00:25:59.450]  The games are over.
[00:26:01.337 --> 00:26:02.517]  And you want war?
[00:26:02.738 --> 00:26:04.378]  You're going to get one!
[00:26:04.618 --> 00:26:06.119]  This is only the beginning.
[00:26:06.699 --> 00:26:08.380]  And see, they thought they were strangling us.
[00:26:08.860 --> 00:26:10.740]  Now they realize we're awake and strangling them.
[00:26:10.800 --> 00:26:12.281]  And they're scared trying to pull away.
[00:26:12.721 --> 00:26:15.302]  And we're looking back in their eyes saying, no, no, no.
[00:26:15.702 --> 00:26:17.563]  No, that's not how this works now.
[00:26:17.983 --> 00:26:19.543]  This is a fight you wanted.
[00:26:19.563 --> 00:26:22.544]  And it's a fight you're going to get.
[00:26:23.265 --> 00:26:26.066]  What illustrates this is the video on Infowars.com.
[00:26:27.546 --> 00:26:41.053]  Of liberals who got grants to go out and train for self-defense for the coming civil war, and then they're so mentally ill, they, at the events, pretend that they're training because we're assaulting them.
[00:26:41.353 --> 00:26:43.715]  No, you're assaulting us, and you know that!
[00:26:43.735 --> 00:26:46.836]  30 to 1, they're being arrested for violence, everywhere.
