[00:00:06.198 --> 00:00:07.279]  You found it.
[00:03:55.942 --> 00:03:57.303]  I don't watch a lot of movies.
[00:03:57.863 --> 00:04:00.425]  I might watch two hours of television a week.
[00:04:00.906 --> 00:04:03.188]  Maybe if I'm working out, I tend to just rather
[00:04:03.988 --> 00:04:04.668]  Listen to music.
[00:04:04.728 --> 00:04:07.289]  But I started watching Stranger Things.
[00:04:07.389 --> 00:04:10.030]  That's the number one TV show right now on Netflix.
[00:04:11.210 --> 00:04:15.451]  And I got five, six episodes into it.
[00:04:15.471 --> 00:04:16.991]  I guess five yesterday, six today.
[00:04:17.611 --> 00:04:20.892]  And it is incredible propaganda.
[00:04:21.812 --> 00:04:27.554]  I mean, you talk about in your face revelation of the method, the secrets of Stranger Things.
[00:04:29.414 --> 00:04:35.798]  From the progenitor of the global awakening against these things, coming up in the final segment of the second hour tonight.
[00:04:36.379 --> 00:04:39.001]  So this is a big global transmission.
[00:04:39.401 --> 00:04:44.204]  Roger Stone in 25 minutes joins us with breaking high-level White House intel.
[00:04:44.304 --> 00:04:47.487]  Then, Darren McBrain joins us in studio as well.
[00:04:48.027 --> 00:04:55.135]  NewsWars.com, PrisonPlanet.com, InfoWars.com are our humble attack frigates in the fight.
[00:04:55.155 --> 00:04:59.520]  When you spread the links, you make their engines turn and their cannons fire.
[00:05:08.320 --> 00:05:09.861]  We're running the biggest specials.
[00:05:09.881 --> 00:05:14.684]  We've run them like six months and free shipping store-wide at InfoWarsStore.com.
[00:05:14.844 --> 00:05:19.187]  And when we sell products at this lower price, we've got to sell a lot of it to fund the operation.
[00:05:19.247 --> 00:05:24.451]  But I know the products are so good, that even though we make a very small profit on each item, you'll like them and then order more.
[00:05:24.571 --> 00:05:32.616]  Especially things like the coffee that's so good, or our toothpaste, or our mouthwash, or our vitamin-mineral fusion, fruit punch drink.
[00:05:32.676 --> 00:05:35.138]  It's got all the amino acids and multivitamins.
[00:05:35.358 --> 00:05:36.239]  Our probiotic.
[00:05:36.659 --> 00:05:37.079]  All of it.
[00:05:37.139 --> 00:05:38.140]  Super Mel Vitality.
[00:05:38.940 --> 00:05:40.781]  50% off, never done that, and free shipping.
[00:05:40.801 --> 00:05:41.121]  Boom.
[00:05:41.642 --> 00:05:44.303]  Super Filmo Vitality, 50% off, with free shipping.
[00:05:44.403 --> 00:05:44.623]  Boom.
[00:05:44.923 --> 00:05:47.285]  Bomb Defense, 50% off, with free shipping.
[00:05:47.625 --> 00:05:49.666]  With the free shipping, folks, it's a lost leader.
[00:05:49.826 --> 00:05:53.007]  You sign up for auto ship, we're losing like six, seven dollars on this.
[00:05:53.308 --> 00:05:55.188]  Doesn't matter, I just want you to see how great it is.
[00:05:55.369 --> 00:06:01.692]  We are now four and a half hours into the worldwide broadcast, America Rebirth and Renaissance with so much coming up today.
[00:06:22.549 --> 00:06:23.993]  You want to stop tyranny?
[00:06:24.253 --> 00:06:25.396]  Well, so does he.
[00:06:25.898 --> 00:06:30.649]  Live from the InfoWars.com studios, it's Alex Jones.
[00:06:48.138 --> 00:06:50.340]  We're good to go.
[00:07:14.628 --> 00:07:21.031]  Ladies and gentlemen, we are live broadcasting worldwide on this Sunday, global transmission.
[00:07:22.791 --> 00:07:24.892]  It is already the 12th day of November 2017.
[00:07:25.973 --> 00:07:27.193]  Thank you for joining us.
[00:07:28.294 --> 00:07:31.355]  We've got an extraordinary transmission lined up for you tonight.
[00:07:33.288 --> 00:07:41.112]  But let me just start with something that I should have started with on the Friday show, because I'm live 11 a.m.
[00:07:41.132 --> 00:07:41.732]  to 3 p.m.
[00:07:41.772 --> 00:07:47.294]  as most folks know that are watching weekdays syndicated on stations across the country, radio and TV.
[00:07:47.714 --> 00:07:55.778]  Infowars.com, Ford Slush Show, if radio listeners want to actually add a dimension to it and actually see what we're doing here and actually see the clips and read the articles for themselves.
[00:08:00.000 --> 00:08:01.901]  I saw a video on
[00:08:04.122 --> 00:08:16.432]  Thursday night of Sean Parker, the former president of Facebook, legendary hacker, computer programmer, you name it.
[00:08:16.452 --> 00:08:19.234]  A fella I got to meet once here in Austin.
[00:08:23.246 --> 00:08:36.811]  And he was saying, Facebook targets and exploits your weaknesses, it targets and exploits your psychology, it makes you depressed by design, and it's very, very evil, and we consciously knew this when we did it.
[00:08:37.371 --> 00:08:46.154]  So Thursday night I see that, when I'm at home, kind of getting ready for the next day's show, I spend two, three hours at night sometimes getting ready, and then a few hours in the morning.
[00:08:48.462 --> 00:08:52.666]  And I sent Nico Acosta, our head producer, the clips on the computer.
[00:08:53.167 --> 00:08:55.409]  I emailed him and I said, I want to leave the show with this tomorrow.
[00:08:55.449 --> 00:08:55.909]  But I didn't.
[00:08:57.151 --> 00:09:06.520]  Because Congressman Gates out of California came out and said, yeah, they're getting ready for martial law and the forceful removal of Trump with a coup.
[00:09:07.827 --> 00:09:12.191]  And then he broke down how they're preparing for it and how they're trying to get people on Capitol Hill ready to go along with it.
[00:09:12.592 --> 00:09:20.400]  And I can see how I kind of didn't go with my lead story, because when I got up in the morning, Steve Watson at InfoWars.com had written a story about that.
[00:09:22.845 --> 00:09:31.169]  Once I kind of backed off from that story, once I'd already covered it, it was accurate, once I'd already gone over it, I realized we've already talked about that a lot.
[00:09:31.189 --> 00:09:34.910]  They already got film out of the CIA saying we're going to kill Trump on CNN.
[00:09:34.990 --> 00:09:38.572]  You already see the hashtag hunt Republicans, you know, kill cops.
[00:09:38.852 --> 00:09:40.873]  I mean, you already see all the revolutionary fervor.
[00:09:41.813 --> 00:09:47.556]  Governor Jerry Brown just said, you know, we need to kill people that don't want to pay carbon taxes and put them six feet under.
[00:09:47.876 --> 00:09:48.696]  We've got that speech.
[00:09:48.716 --> 00:09:49.397]  We can play it for you.
[00:09:49.417 --> 00:09:50.737]  It's on Infowars.com.
[00:09:51.278 --> 00:09:58.321]  So, it's like, hey, we know they're revolutionary, they're bullies, they're criminals, they'll kill us if we don't do what they say.
[00:09:58.381 --> 00:09:59.481]  Thank God we have a Second Amendment.
[00:10:00.902 --> 00:10:08.946]  But to have Sean Parker, multi-billionaire, founder of Napster, one of the co-founders of Facebook and so many other big endeavors,
[00:10:14.502 --> 00:10:25.753]  Pooh was so crazed when I met him, he wasn't on drugs, it was natural, super intelligence, that he just walked up to me and went, Alex Jones, I can't believe you're here.
[00:10:25.833 --> 00:10:33.600]  He was all, he goes, I'm leaving, and just ran down the hall, out the door, at a party I was invited to by a rock star.
[00:10:34.779 --> 00:10:42.268]  And that's just a funny little story, because I said, well, I don't know what that guy's problem is, but okay, he ran from me like Casper the Friendly Ghost.
[00:10:42.288 --> 00:10:47.515]  Somebody sees a ghost, you know, they run out the door so hard they just put a hole through the door and there's a silhouette of their body.
[00:10:47.635 --> 00:10:50.559]  But I don't need to believe Sean Parker.
[00:10:55.399 --> 00:10:59.421]  I read documents 20 years ago, and 10 years ago, and 5 years ago.
[00:10:59.801 --> 00:11:04.323]  I talked to former CIA section chiefs about this that were at MIT in the 70s.
[00:11:04.623 --> 00:11:07.664]  I did my research.
[00:11:07.784 --> 00:11:14.667]  Because the elite acts like you're all idiots, or I'm an idiot, and that we won't actually go read what's been written in published books by them!
[00:11:15.127 --> 00:11:16.828]  People ask, how do I know all this stuff?
[00:11:16.868 --> 00:11:18.509]  Why does everything keep coming true I talk about?
[00:11:19.861 --> 00:11:24.545]  Why does the media create all these fake things I didn't talk about to attribute to me to try to make people not tune in?
[00:11:24.865 --> 00:11:28.328]  It's because I actually went and read what they said they were going to build.
[00:11:28.648 --> 00:11:29.649]  And here's the bad news.
[00:11:30.350 --> 00:11:31.591]  Most of it they've been able to do.
[00:11:32.511 --> 00:11:35.254]  The good news is, we now know they mean what they're saying.
[00:11:35.514 --> 00:11:36.234]  We can stop them.
[00:11:36.855 --> 00:11:37.736]  We have the intel.
[00:11:37.936 --> 00:11:43.140]  Because a long-term program like this can be stopped, if you're aware of it, even in its final 20% or so.
[00:11:46.314 --> 00:11:51.857]  So, Sean Parker, co-founder of Facebook, bashed his company saying it was built to exploit human vulnerability.
[00:11:51.897 --> 00:11:53.238]  That's CNBC!
[00:11:57.141 --> 00:12:06.406]  You'll be on Facebook, folks, and they pop up serotonin reuptake inhibitor Prozac ads and psychological test ads, and they admit they're targeting leftists?
[00:12:06.426 --> 00:12:08.768]  I mean, this was in the news in January of this year.
[00:12:09.108 --> 00:12:11.089]  Australian executives leaked it!
[00:12:12.910 --> 00:12:14.011]  Risking their lives!
[00:12:15.356 --> 00:12:16.097]  Not just their money.
[00:12:16.478 --> 00:12:24.872]  Just say, we're exploiting, especially leftists, we want to keep them desperate, alone with fake bot friends, and freak them out about Trump, and ruin their lives.
[00:12:25.332 --> 00:12:27.216]  That's why they're so deranged, folks!
[00:12:27.456 --> 00:12:29.559]  They've been hit with AI computers!
[00:12:33.220 --> 00:12:34.660]  And by the way, Facebook's fighting back.
[00:12:35.781 --> 00:12:40.101]  I'm not at liberty to get into it at this point, but they've hit the friendly thing and the negative deal.
[00:12:40.361 --> 00:12:44.682]  They've hit us with a negative, full manipulation of their operatives, and they're positive.
[00:12:45.022 --> 00:12:46.043]  Hey, stop it, Alex.
[00:12:46.623 --> 00:12:47.043]  I've been hit.
[00:12:48.363 --> 00:12:49.123]  In the last two days.
[00:12:49.183 --> 00:12:51.063]  And we recorded a lot of it, so just get ready.
[00:12:51.504 --> 00:12:51.824]  Okay?
[00:12:52.184 --> 00:12:54.984]  So, so, all of this is going on.
[00:12:55.024 --> 00:12:56.765]  Their congressional hearings saying, shut us down.
[00:12:57.085 --> 00:12:58.645]  And Sean Parker comes out.
[00:13:01.929 --> 00:13:06.872]  And says we're exploiting people, we're using them, we're manipulating them, we're using their weaknesses, we're making them more depressed.
[00:13:07.353 --> 00:13:08.553]  And he basically says it all.
[00:13:08.674 --> 00:13:09.274]  It's incredible.
[00:13:09.514 --> 00:13:11.075]  Is he hedging his bets like Donna Brazile?
[00:13:11.335 --> 00:13:11.916]  What's happening?
[00:13:12.116 --> 00:13:12.816]  Here's the first clip.
[00:13:31.869 --> 00:13:41.556]  That's going to get you to contribute more content and that's going to get you, you know, more likes and comments.
[00:13:41.676 --> 00:13:51.484]  It's exactly the kind of thing that a hacker like myself would come up with because you're exploiting a vulnerability in human psychology.
[00:13:53.105 --> 00:13:55.567]  I think that we, you know, the inventors
[00:13:56.727 --> 00:13:59.388]  Creators, you know, it's me.
[00:13:59.428 --> 00:14:00.068]  It's Mark.
[00:14:00.128 --> 00:14:03.049]  It's the you know, Kevin Sisterman Instagram.
[00:14:03.089 --> 00:14:22.977]  It's all of these people Understood this Consciously and we did it anyway But did you understand the next hundred moves my friend or did you see the moves before they were even announced He now begins to understand that that's why he's doing this let's go to the next clip and
[00:14:24.520 --> 00:14:25.761]  Talking about children.
[00:14:25.781 --> 00:14:26.361]  Here it is.
[00:14:26.982 --> 00:14:29.684]  And then they would say, they would say, no, no, no, no, no.
[00:14:29.844 --> 00:14:33.086]  I value my real life interactions.
[00:14:33.147 --> 00:14:34.468]  I value the moment.
[00:14:34.588 --> 00:14:36.969]  I value presence and I value intimacy.
[00:14:36.989 --> 00:14:39.611]  And I would say, well, you're a conscientious objector.
[00:14:39.711 --> 00:14:40.372]  That's okay.
[00:14:40.832 --> 00:14:43.554]  You don't have to participate, but you know, we'll get you eventually.
[00:14:43.574 --> 00:14:52.081]  And, and, and like, I don't know if I really understood the consequences of what I was saying.
[00:14:53.912 --> 00:15:16.398]  Because the unintended consequences of a network when it grows to a billion or two billion people, and it literally changes your relationship with society, with each other, with, you know, it probably interferes with productivity in weird ways.
[00:15:17.518 --> 00:15:20.679]  God only knows what it's doing to our children's brains.
[00:15:20.739 --> 00:15:21.719]  Wait till five years later.
[00:15:22.339 --> 00:15:24.700]  You know, anxiety is a huge problem now.
[00:15:26.381 --> 00:15:28.842]  Of course, anxiety was always a big problem in high school.
[00:15:28.862 --> 00:15:29.863]  Look, they have ads that pop up!
[00:15:31.623 --> 00:15:38.086]  The surveys that have been going on for years are showing a huge rise in anxiety amongst high school kids and younger.
[00:15:38.106 --> 00:15:43.249]  And, you know, you have to wonder if there isn't some
[00:15:45.356 --> 00:16:02.767]  You know, if the, if the thought process that went into building these applications is premeditated, the first of them, to really understand it, that thought process was all about how do we consume as much of your time and your soul.
[00:16:03.107 --> 00:16:10.372]  After just a short time ago, and I'm talking about when this meeting started, on Twitter, if you clicked on the hashtag,
[00:16:11.192 --> 00:16:16.474]  I don't know what happens in somebody's mind or how dark their heart must be.
[00:16:37.276 --> 00:16:38.577]  To say things like that.
[00:16:38.917 --> 00:16:46.221]  This is a real-time example of when we talk about this information being weaponized.
[00:16:46.282 --> 00:16:48.523]  But Trump doesn't challenge these lies.
[00:16:48.943 --> 00:16:53.486]  He actually went on Jones' show and said, Your reputation's amazing.
[00:16:54.006 --> 00:16:55.327]  I will not let you down.
[00:16:55.487 --> 00:16:58.369]  You will be very, very impressed, I hope.
[00:16:58.809 --> 00:17:06.334]  How quickly can you act, and what's your responsibility to set the record straight so that the people who saw this
[00:17:07.660 --> 00:17:14.985]  Know that it's fake news and at least at some point in time it can't keep spreading like some sort of virus through the legitimate world.
[00:17:15.445 --> 00:17:21.709]  That's something we're thinking about all the time because it's a bad user experience and we don't want to be known as a platform for that.
[00:17:21.889 --> 00:17:22.990]  The system self-corrected.
[00:17:23.110 --> 00:17:25.972]  That shouldn't be the first tweet you see anymore.
[00:17:25.992 --> 00:17:28.194]  It should be a USA article the last time I checked.
[00:17:29.414 --> 00:17:30.195]  But you saw this?
[00:17:30.395 --> 00:17:31.156]  USA Today.
[00:17:31.556 --> 00:17:32.196]  At lunch I did.
[00:17:32.436 --> 00:17:35.198]  And I also saw the system correct it.
[00:17:35.258 --> 00:17:36.399]  That man's a threat to this country.
[00:17:36.579 --> 00:17:38.160]  They didn't call out Fox News by name.
[00:17:38.180 --> 00:17:40.021]  They didn't call out anyone else by name.
[00:17:40.041 --> 00:17:47.666]  They said, when it comes to Alex Jones, we need people to scroll and manually find him and manually have to find that video.
[00:17:47.686 --> 00:17:53.149]  We're not going to allow that video, if it gets 10 million views, to be on the front of the so-called news carousel.
[00:17:56.291 --> 00:18:00.233]  If you are receiving this transmission, you are the resistance.
[00:18:01.314 --> 00:18:02.515]  It's Alex Jones!
[00:18:03.820 --> 00:18:09.422]  Now I'm going to say this very slowly to the listeners because I know you've been in this battle a long time and you're the reason we're winning and we're in this together.
[00:18:10.082 --> 00:18:12.023]  But we are seen as a capital ship.
[00:18:12.063 --> 00:18:13.723]  That means a flagship in this fight.
[00:18:14.103 --> 00:18:16.384]  And we're the ones they're trying to shoot the rudder off of.
[00:18:16.984 --> 00:18:18.445]  We're the ship under main fire.
[00:18:19.105 --> 00:18:24.950]  And that's why we need you to financially support us, but to realize it's the information we cover that's got him on the run.
[00:18:25.451 --> 00:18:28.513]  Of course de Blasio was warned that jihad attacks were coming with trucks.
[00:18:28.773 --> 00:18:30.315]  Of course he's hurt by that.
[00:18:30.595 --> 00:18:33.257]  So they just say, it's evil, ban InfoWars.
[00:18:33.538 --> 00:18:43.126]  And then they have the head of operations for Twitter, who at lunch is shutting down a Paul Joseph Watson article and saying, sir, we put a USA Today article instead.
[00:18:43.146 --> 00:18:44.047]  Entrending.
[00:18:44.407 --> 00:18:45.488]  Force feeding.
[00:18:45.908 --> 00:18:51.377]  Rigging the whole thing with a weirdo who looks like a villain out of a movie named Quigley!
[00:18:51.758 --> 00:18:54.021]  This is why we're in so much trouble with people like this!
[00:18:55.257 --> 00:18:57.939]  And if they can shut us down, they can shut you down.
[00:18:57.979 --> 00:19:05.583]  That's why I need you to go to InfoWarsTore.com today during this 34-hour broadcast where we have the biggest sales we've run in probably six months.
[00:19:06.263 --> 00:19:09.625]  We only do this a few times a year, these big 24-hour plus broadcasts.
[00:19:10.065 --> 00:19:15.048]  American Rebirth and Renaissance 34-hour broadcasts, limited time specials, plus free shipping.
[00:19:15.248 --> 00:19:16.328]  Oh, hadn't done that in a while.
[00:19:16.468 --> 00:19:17.769]  On top of the record specials.
[00:19:17.789 --> 00:19:19.770]  It's been an amazing year for InfoWars since the election.
[00:19:19.870 --> 00:19:23.538]  We want to show our appreciation for all the patriots and info warriors that make this possible.
[00:19:23.979 --> 00:19:26.404]  Our fight for liberty and truth is not yet over.
[00:19:27.213 --> 00:19:32.235]  We're dropping prices dramatically to help you get great products and support our broadcast at the same time.
[00:19:32.555 --> 00:19:39.738]  Help celebrate the election anniversary of President Trump and show your support for alternative news with these incredible specials at InfoWarsStore.com.
[00:19:40.038 --> 00:19:41.918]  But whatever you do, spread the links.
[00:19:42.158 --> 00:19:44.559]  InfoWars.com forward slash show.
[00:19:44.579 --> 00:19:48.261]  To everybody you know, let's just not have a few million extra listeners and viewers today.
[00:19:48.581 --> 00:19:51.202]  Let's have it go super viral and defeat their algorithms.
[00:19:51.422 --> 00:19:53.242]  Let's rip the robots' brains out.
[00:19:53.442 --> 00:19:54.743]  Let's smash the globalists.
[00:19:54.923 --> 00:19:55.744]  Let's win!
[00:19:55.844 --> 00:19:56.665]  Let's wake up!
[00:19:56.805 --> 00:19:57.866]  Let's rise!
[00:19:58.166 --> 00:19:59.087]  Yeah!
[00:19:59.107 --> 00:20:00.048]  Stay with us.
[00:20:06.014 --> 00:20:08.736]  You're listening to the Alex Jones Show.
[00:20:19.497 --> 00:20:28.065]  Discover trends and global developments years before they happen, right here on the Alex Jones Show.
[00:20:34.591 --> 00:20:36.612]  All right, I want to cover something right now.
[00:20:36.632 --> 00:20:39.535]  It's very, very heartfelt and it's not artificial.
[00:20:40.536 --> 00:20:42.538]  Trump understands the personal touch
[00:20:44.281 --> 00:20:52.387]  You know, it was confirmed by General Kelly and others that Obama did not call the family members of troops that died.
[00:20:52.747 --> 00:21:00.973]  He would occasionally, if someone was being part of a political function, like Khan and his Gold Star family, then Obama did call a few of the families.
[00:21:01.013 --> 00:21:03.935]  But Trump has called hundreds and hundreds and hundreds of families.
[00:21:04.756 --> 00:21:05.816]  And that was later confirmed.
[00:21:05.977 --> 00:21:11.781]  And Trump, if you want to understand him, takes serious value
[00:21:13.030 --> 00:21:18.712]  In personal conversations and personal connections.
[00:21:20.232 --> 00:21:25.033]  And he calls every police officer that gets killed in the United States, he calls their family.
[00:21:26.394 --> 00:21:29.935]  When I got remarried, didn't even tell Trump about it, didn't even know about it.
[00:21:30.215 --> 00:21:33.356]  Trump called me, called my wife, separately.
[00:21:33.376 --> 00:21:36.917]  I haven't gotten to that full story.
[00:21:37.097 --> 00:21:40.678]  And he just relishes it.
[00:21:43.186 --> 00:21:47.129]  Now, the globalists want you to only be emotional when they say about the topics they want.
[00:21:47.149 --> 00:21:53.114]  And it's about using the words they want, or doing what they say, or... It's all manipulation with a bunch of actors.
[00:21:53.615 --> 00:21:56.837]  With Trump, it's spontaneous, where he just says, bring the whole crowd up here.
[00:21:57.758 --> 00:21:58.559]  Let's just see what they do.
[00:21:58.859 --> 00:22:01.982]  The Secret Service tries to stop him, and he counter-mans them.
[00:22:03.343 --> 00:22:07.266]  And then Trump... I reported on this a year ago, but it's now been in the news.
[00:22:07.966 --> 00:22:11.790]  Trump keeps a yellow notepad, or one of his secret people does, and he writes down
[00:22:14.224 --> 00:22:29.581]  Everything is a really good memory like he writes down things they want things they say and he takes what he gets Just like it's a Trump Tower a golf course what his supporters or members want and then he looks at it Is it reasonable does it resonate and then he takes action on it?
[00:22:33.635 --> 00:22:35.637]  So he's like the opposite of a psychic vampire.
[00:22:35.917 --> 00:22:38.640]  He wants to give, because then he gets even better back.
[00:22:38.680 --> 00:22:39.501]  That's the big secret.
[00:22:40.001 --> 00:22:41.603]  Psychic vampires think they're taking only.
[00:22:41.663 --> 00:22:42.324]  No, you give.
[00:22:42.344 --> 00:22:43.264]  You get back even more.
[00:22:43.284 --> 00:22:45.126]  That's why I say I'm such a selfish person.
[00:22:46.628 --> 00:22:48.289]  I've been a good person my whole life, okay?
[00:22:48.610 --> 00:22:50.812]  I'm not out to get people, but I'm meaner than hell if I need to be.
[00:22:51.312 --> 00:22:53.454]  I figured out, like, this reap what you sow.
[00:22:54.235 --> 00:22:55.596]  What comes around goes around.
[00:22:55.696 --> 00:22:56.656]  Treat others as you want to be treated.
[00:22:56.696 --> 00:22:57.337]  What Jesus said?
[00:22:57.977 --> 00:23:06.602]  Man, I'm all about it, because the better I do, I was already inclined to do it, but now the more fearless, the more focused, the more giving I am, it just comes back.
[00:23:06.682 --> 00:23:07.263]  It's incredible.
[00:23:07.943 --> 00:23:09.524]  So the media is making jokes about this.
[00:23:09.564 --> 00:23:10.505]  They're attacking it, you name it.
[00:23:10.525 --> 00:23:11.265]  They're also attacking him.
[00:23:11.585 --> 00:23:13.086]  Kim Jong-un called him old and stupid.
[00:23:13.106 --> 00:23:15.387]  He said, well, you're short and fat, but I'd never say that.
[00:23:15.528 --> 00:23:15.928]  It's a joke.
[00:23:15.968 --> 00:23:19.250]  Like, I'd never call you short and fat, like you just called me old and stupid.
[00:23:19.410 --> 00:23:19.810]  It's that joke.
[00:23:22.099 --> 00:23:22.880]  To turn a phrase.
[00:23:23.740 --> 00:23:28.444]  But Vietnam War veteran cries on President Trump's shoulder during Vietnam speech.
[00:23:28.964 --> 00:23:32.267]  Liberal mainstream media hit this beautiful moment from American people.
[00:23:32.727 --> 00:23:34.288]  It does not fit their narrative.
[00:23:34.308 --> 00:23:34.789]  Well, they hit it.
[00:23:34.829 --> 00:23:36.030]  They've also been attacking it some.
[00:23:36.450 --> 00:23:39.092]  President Donald J. Trump is on his 14th day Asia trip.
[00:23:39.773 --> 00:23:43.696]  And, you know, what's interesting here is when they instantly see something, they'll attack it.
[00:23:43.716 --> 00:23:45.557]  But when they don't know what to do, they wait a day.
[00:23:45.597 --> 00:23:46.438]  Now they are attacking.
[00:23:48.206 --> 00:23:53.868]  So he's on his 14-day East Asia trip, it's gone so well, starting in Japan that will end in the Philippines next week.
[00:23:54.188 --> 00:23:58.469]  President Trump attended the APEC Summit in Da Nang, Vietnam on Friday and Saturday.
[00:23:58.509 --> 00:24:02.070]  On Saturday, President Trump delivered a speech in the Da Nang, Vietnam Veterans Day.
[00:24:02.430 --> 00:24:03.371]  Behind him stood several U.S.
[00:24:03.391 --> 00:24:04.391]  veterans from the Vietnam War.
[00:24:04.731 --> 00:24:08.252]  President Trump delivered another astounding speech in honor of the veterans.
[00:24:09.252 --> 00:24:11.993]  And during it, one of the veterans came and broke down on his shoulder.
[00:24:12.413 --> 00:24:14.094]  This is so powerful, here it is.
[00:24:15.196 --> 00:24:30.145]  Thank you for your support of the military and it's an honor to be here as one of seven Vietnam veterans representing the 58,000 heroes who never made it home.
[00:24:30.765 --> 00:24:31.526]  Thank you so much.
[00:24:42.992 --> 00:24:44.494]  Are you nervous?
[00:24:44.514 --> 00:24:44.874]  I am nervous.
[00:24:45.235 --> 00:24:45.815]  I am nervous.
[00:24:46.897 --> 00:24:48.599]  You know, it's an honor for me to be here.
[00:24:48.659 --> 00:24:53.885]  And again, it's just a short little thing, but Trump has that effect on people because it's real.
[00:24:54.946 --> 00:24:55.947]  He's not a saint.
[00:24:56.468 --> 00:24:57.989]  He wants families to be strong.
[00:24:58.630 --> 00:24:59.711]  He wants to have a future.
[00:25:00.151 --> 00:25:01.072]  He's pro-human.
[00:25:01.112 --> 00:25:02.533]  He doesn't want to break up families.
[00:25:03.114 --> 00:25:04.595]  He doesn't want to attack Christians.
