[00:00:07.742 --> 00:00:08.626]  Another time.
[00:04:29.792 --> 00:04:30.954]  They're saying it's fake news.
[00:04:32.438 --> 00:04:40.580]  Yeah, fake news like you were going to win the election, the polls are off, or fake news that the president was getting ready to get rid of Rince Priebus and Spicer.
[00:04:40.580 --> 00:04:52.324]  We said they'd get rid of him on a Friday, and they got rid of him on a Friday, or all the hundreds of other big things we told you that came true, just like we told you that Kelly had done this two and a half weeks before anybody else did.
[00:04:52.324 --> 00:04:57.405]  Oh, and then there's the big news, the other fake news, running the headline that I have proof Michelle's a tranny.
[00:05:00.498 --> 00:05:05.201]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:05:05.201 --> 00:05:15.628]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:05:16.528 --> 00:05:21.329]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:05:21.329 --> 00:05:29.731]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:05:29.731 --> 00:05:37.453]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:05:37.453 --> 00:05:39.393]  Wake up refreshed and take on the day.
[00:05:39.893 --> 00:05:47.820]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:05:47.820 --> 00:05:51.524]  Get the sleep you deserve and experience the power of knockout.
[00:05:51.524 --> 00:05:55.888]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:05:55.888 --> 00:05:57.329]  That's InfoWarsLife.com
[00:05:59.815 --> 00:06:04.542]  As most of you already know, I am a voracious consumer of news and information.
[00:06:04.542 --> 00:06:15.179]  And in the last four or five years, doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases, had
[00:06:15.299 --> 00:06:17.601]  Much better nutrition than we do today.
[00:06:17.601 --> 00:06:24.245]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[00:06:24.245 --> 00:06:26.787]  And so I set out to develop Caveman.
[00:06:26.787 --> 00:06:33.412]  But to not just have concentrated bone broth from chicken, but seven other superfood ingredients.
[00:06:33.672 --> 00:06:34.613]  We're good to go.
[00:07:00.373 --> 00:07:05.598]  Protect your skin with SPF 30 Sunscreen Lotion by Emrix Essentials.
[00:07:05.598 --> 00:07:12.784]  Perfect for face and body, this natural unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[00:07:12.784 --> 00:07:18.670]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[00:07:18.670 --> 00:07:26.477]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[00:07:26.977 --> 00:07:30.499]  The larger the particle, the safer it is for your body.
[00:07:30.499 --> 00:07:34.640]  The organic oils help hydrate the skin, leaving it nice and smooth.
[00:07:34.640 --> 00:07:39.062]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[00:07:39.062 --> 00:07:45.285]  Emrix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[00:07:45.285 --> 00:07:50.167]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[00:07:50.427 --> 00:07:53.716]  Stop exposing yourself and your family to toxic ingredients.
[00:07:53.716 --> 00:07:58.990]  Visit infowarrestore.com and learn more about the new SPF 30 sunscreen lotion.
[00:07:59.878 --> 00:08:06.521]  What does Stephen Bannon call the fight against the globalists?
[00:08:06.521 --> 00:08:08.062]  He calls it a war.
[00:08:08.062 --> 00:08:09.303]  An information war.
[00:08:09.303 --> 00:08:13.184]  Why do you think the globalists are after us so much?
[00:08:29.890 --> 00:08:33.011]  Why do you think they're demonizing me so much?
[00:08:33.011 --> 00:08:43.175]  Why do you think they're coming after us on every conceivable front with straw men and so many other forms of deception?
[00:08:43.175 --> 00:08:44.916]  It's because the globalists know
[00:08:46.832 --> 00:09:08.825]  That we have their number and that we're aware of their operations and we've read their books and read their publications and understand they're establishing a private corporate world government that controls all the major parties and creates a synthetic form of consensus to bring in a post-industrial anti-human new dark age.
[00:09:08.825 --> 00:09:10.186]  And that's their words, not mine.
[00:09:11.147 --> 00:09:14.228]  An authoritarian technocracy.
[00:09:14.228 --> 00:09:16.509]  Where the future doesn't need humanity.
[00:09:16.509 --> 00:09:17.929]  And where we're obsolete.
[00:09:17.929 --> 00:09:23.651]  These are the big issues that should unify all of us.
[00:09:23.651 --> 00:09:26.312]  But instead they make it a partisan issue.
[00:09:26.312 --> 00:09:28.613]  Then they have the Democratic Party attack you.
[00:09:28.613 --> 00:09:31.334]  And you can't help but then fight back in a partisan way.
[00:09:31.334 --> 00:09:35.795]  Because the only folks organized to battle back against it are the Republicans.
[00:09:35.795 --> 00:09:38.036]  But half of them are neocon globalists.
[00:09:38.939 --> 00:09:42.884]  Collaborators, and so you're surrounded, basically, in a pincer attack.
[00:09:42.884 --> 00:09:46.668]  But the good news is the people of the world are waking up.
[00:09:46.668 --> 00:09:53.436]  Authoritarian, unelected globalism is in trouble, and the elites admit that in their own internal publications and in leaks.
[00:09:53.436 --> 00:09:57.140]  So, we have right on our side, we have history on our side, we have the numbers.
[00:09:58.081 --> 00:10:04.467]  And we are beginning to transcend their propaganda, but they are intensifying their old tricks to the next level.
[00:10:04.467 --> 00:10:11.292]  We're going to cover this very dangerous hurricane, the worst they're saying to hit the United States in more than 12 years.
[00:10:12.998 --> 00:10:21.444]  We've seen record low hurricane activity in the last 12 years, but now Hurricane Harvey is coming barreling in, set to hit later this evening.
[00:10:21.444 --> 00:10:40.518]  Reportedly, we can put the track up on screen for folks, is going to rampage up the coast, hitting somewhere around Corpus Christi and Port Aransas, and then turning to the east and plowing up through the central eastern part of the state.
[00:10:41.561 --> 00:10:50.665]  We'll be able to cover the hurricane from right here in Austin, Texas, but I am talking to my brave reporters to see who wants to bite the bullet or draw the short straw.
[00:10:50.665 --> 00:10:52.366]  Walled horses couldn't drag them away.
[00:10:52.366 --> 00:11:05.873]  To jump in the old Ford F-150 I've got here for the office vehicle and drive down close to the coast to show the bare shelves, the people fighting over water that's being reported, and to show the big evacuation.
[00:11:06.653 --> 00:11:18.980]  I don't think we need our guys to be there when it makes landfalls or the famous image of the reporter blowing around, you know, in their rain suit or in their raincoat.
[00:11:18.980 --> 00:11:30.346]  But we want to just show how precarious civilization is and how a storm or an earthquake or a war or a disease outbreak can destabilize things so incredibly quickly.
[00:11:30.346 --> 00:11:32.387]  So that's coming up and is absolutely key.
[00:11:33.800 --> 00:11:35.801]  We've got Jack Posobiec joining us.
[00:11:35.801 --> 00:11:43.265]  He broke back on the 4th of this month, two and a half, three weeks ago.
[00:11:43.265 --> 00:11:48.627]  White House staffers, if you like InfoWars or Milo, you're fired.
[00:11:48.627 --> 00:11:51.889]  And basically said it's banned in the White House and don't show it to the President.
[00:11:51.889 --> 00:11:55.951]  Of course, no media that's fake picked it up.
[00:11:55.951 --> 00:12:01.634]  All the real media did pick it up and
[00:12:03.843 --> 00:12:16.735]  Now it's in Politico, it's in the New York Times, in the Washington Post, it's in BuzzFeed, that indeed we are dead on accurate and exactly as we said has now been confirmed and reported.
[00:12:16.735 --> 00:12:19.478]  But notice they don't give Jack Posobiec credit.
[00:12:21.252 --> 00:12:31.960]  I have Charlie Wurzel's number from BuzzFeed and an organization that poses as reporters, you know, their PPGate comic book fantasies and the rest of it that they write fiction on.
[00:12:31.960 --> 00:12:34.843]  And I text messaged him and I said, are you going to add this to your story?
[00:12:34.843 --> 00:12:36.284]  The Jack Posobiec broke it word for word.
[00:12:37.699 --> 00:12:51.842]  He has a good point, he texted back, but I didn't really get clarification on whether he's going to update the story at the top to say, wow, InfoWars is right again, just like we called exactly when Priebus and others would be fired and who would be brought in.
[00:12:52.847 --> 00:13:05.131]  Just like we told you about the smart meter spying on you and the bisphenol A causing you to have sexual cancers, you know, in your organs and all sorts of other problems and infertility.
[00:13:05.131 --> 00:13:10.953]  Everything we talk about is basically in the main literature, the scientific literature.
[00:13:10.953 --> 00:13:14.314]  It's just not in pop culture.
[00:13:14.314 --> 00:13:19.915]  So I had countless people, I mean, many people walked me in Seattle and go, you are a liar.
[00:13:19.915 --> 00:13:20.456]  I'd go, why?
[00:13:20.456 --> 00:13:21.656]  And they'd go, gay frogs!
[00:13:23.749 --> 00:13:24.949]  And I'd go, well, that's not true.
[00:13:24.949 --> 00:13:27.130]  A lot of you saw the live feeds on the streets.
[00:13:27.130 --> 00:13:27.990]  I go, that's not true.
[00:13:27.990 --> 00:13:29.871]  That's funny then, huh?
[00:13:29.871 --> 00:13:38.634]  But I go, let me just show you here on this, on my computer, on my phone, hundreds of studies about Atrazine causing about half the frogs in most of the U.S.
[00:13:38.634 --> 00:13:40.454]  to be bisexual or sterile.
[00:13:40.454 --> 00:13:41.355]  They said, I don't want to look at it.
[00:13:41.355 --> 00:13:43.936]  You're a, you're a Nazi.
[00:13:43.936 --> 00:13:45.456]  And I'd say, don't you care about your kids?
[00:13:45.456 --> 00:13:47.617]  One guy had his kid with him.
[00:13:47.617 --> 00:13:49.377]  This runoff's causing cancer, serious problems.
[00:13:49.377 --> 00:13:51.098]  He said, no, I care about Nazis.
[00:13:53.424 --> 00:13:54.345]  And I'm like, I understand.
[00:13:54.345 --> 00:13:55.365]  You're Captain America.
[00:13:55.365 --> 00:13:57.887]  You found a Nazi now.
[00:13:57.887 --> 00:14:00.749]  This isn't live-action role-play, bro.
[00:14:00.749 --> 00:14:02.671]  I'm a real person.
[00:14:02.671 --> 00:14:04.873]  The Globalist created the Nazis.
[00:14:04.873 --> 00:14:06.734]  The Kaiser Wilhelm Institute.
[00:14:06.734 --> 00:14:07.715]  The Cold Springs Harbor.
[00:14:07.715 --> 00:14:08.435]  IBM.
[00:14:08.435 --> 00:14:10.337]  They're the ones fighting me.
[00:14:10.337 --> 00:14:11.998]  You know what, Nazi?
[00:14:11.998 --> 00:14:13.379]  F off.
[00:14:13.379 --> 00:14:22.045]  I'm like, yeah, it just feels good to say you found a Nazi and shake your finger at them, because Tom Brokaw told you with no proof, and MSNBC said,
[00:14:23.311 --> 00:14:32.554]  I'm actually here exposing this program that's declassified to literally sterilize your children, and it'll give you breast cancers, it's a secular cancer, you name it.
[00:14:32.554 --> 00:14:34.735]  I mean, just a few of these chemicals.
[00:14:34.735 --> 00:14:36.635]  They don't want to hear it, folks.
[00:14:36.635 --> 00:14:38.616]  They're already committed to the lie.
[00:14:38.616 --> 00:14:39.836]  It feels good.
[00:14:39.836 --> 00:14:41.237]  They feel smug.
[00:14:41.237 --> 00:14:43.798]  They're part of the establishment, even though they're useful idiots.
[00:14:43.798 --> 00:14:44.378]  They don't want to know.
[00:14:46.104 --> 00:14:47.685]  So that's coming up.
[00:14:47.685 --> 00:14:52.548]  Also, Armed Antifa, which means pro-fascist, but they call themselves anti-fascist.
[00:14:52.548 --> 00:14:57.391]  Remember, just always invert it, and you're actually back up and down.
[00:14:57.391 --> 00:15:00.973]  Armed Antifa call for open revolution violence against police.
[00:15:00.973 --> 00:15:04.314]  We've got a bunch of videos, a bunch of special reports.
[00:15:04.314 --> 00:15:08.197]  Again, Posobiec's joining us, Leanne McAdoo, Doug Hagman, Roger Stone.
[00:15:09.469 --> 00:15:11.229]  And so much more.
[00:15:11.229 --> 00:15:17.911]  We'll probably be going live to a feed, too, from the White House with Mike Cernovich, who's been there reporting, getting a lot of key intel all week.
[00:15:17.911 --> 00:15:19.711]  He's been inside the White House all week.
[00:15:19.711 --> 00:15:30.013]  So that's going to be coming up as well as we have some excerpts of that or a little some of that live for you right here in the next three hours and 45 minutes.
[00:15:30.013 --> 00:15:35.254]  But before we go any further, I could see this coming a thousand miles away.
[00:15:35.254 --> 00:15:38.935]  Remember Trevor Noah, but also The Daily Show?
[00:15:41.326 --> 00:15:51.333]  And the late show, or whatever it's called, with Stephen Colbert, I don't really keep track of the shows, I just see the clips where they attack me sometimes.
[00:15:51.333 --> 00:15:54.195]  They attack me daily now, so there's no way to cover it at all.
[00:15:54.195 --> 00:16:09.706]  Seriously, I mean, I haven't even watched most of the new clips of them attacking me last night, the night before, but I knew what I saw, and I said it on here, about two months ago, Gwyneth Paltrow puts out her own supplement line.
[00:16:11.118 --> 00:16:15.640]  And they didn't want to look like they were persecuting just a, quote, conservative, even though they were.
[00:16:15.640 --> 00:16:17.381]  So she drew the short straw.
[00:16:17.381 --> 00:16:18.142]  They picked her.
[00:16:18.142 --> 00:16:27.787]  And I said, all of our products are being bought by big think tanks, watchdog groups, The Daily Show, The Late Late Show, The Late Show.
[00:16:27.787 --> 00:16:28.547]  They're all buying it.
[00:16:28.547 --> 00:16:30.368]  They don't even hide it on the receipts.
[00:16:30.368 --> 00:16:34.351]  NBC, ABC, CBS, Time Warner.
[00:16:34.351 --> 00:16:35.231]  They're buying everything.
[00:16:35.231 --> 00:16:37.092]  D Magazine, Newsweek, Time.
[00:16:37.092 --> 00:16:40.314]  They're all buying our products and then sending them off to be tested.
[00:16:41.195 --> 00:16:47.317]  And they found that they were the cleanest out there in the Big Buzzfeed study, with a very aggressive California lab.
[00:16:47.317 --> 00:16:49.898]  But I said, look, they're not done.
[00:16:49.898 --> 00:17:02.422]  They've chosen poor Gwyneth Paltrow as the sacrificial lamb to go, oh look, we're calling for consumers, everybody to sue and go after Alex Jones, but we're throwing Gwyneth Paltrow in there as well.
[00:17:04.474 --> 00:17:07.677]  You know, because she's saying seaweed baths are good for your skin or whatever.
[00:17:07.677 --> 00:17:10.039]  I mean, that even says that at the Walgreens.
[00:17:10.039 --> 00:17:15.523]  But see, nobody's going after Walgreens.
[00:17:15.523 --> 00:17:20.227]  Nobody's going after CVS that sells colloidal silver.
[00:17:20.227 --> 00:17:25.252]  Nobody's going after Bezos that owns Whole Foods and Amazon.
[00:17:25.252 --> 00:17:30.096]  I asked BuzzFeed this morning, I said, why are you still doing all this when you know it's just to target me?
[00:17:31.667 --> 00:17:34.949]  And they couldn't even deny it, couldn't even argue, because it's true!
[00:17:34.949 --> 00:17:36.871]  And so, they're not going to stop.
[00:17:36.871 --> 00:17:38.252]  You have to understand that.
[00:17:38.252 --> 00:17:41.654]  And if they can't get a California lab to spike it, they'll find somebody to.
[00:17:41.654 --> 00:17:42.274]  They mean business.
[00:17:42.274 --> 00:17:43.915]  These people launch phony wars.
[00:17:43.915 --> 00:17:44.496]  They do it all.
[00:17:44.496 --> 00:17:46.177]  They're fake individuals.
[00:17:46.177 --> 00:17:48.258]  They're fake liberals.
[00:17:48.258 --> 00:17:54.463]  And so they're trying, with everything they can, John Oliver, all of them, they've launched a new
[00:17:56.246 --> 00:18:07.068]  Jordan Kepler program that's like The Daily Show that'll air five days a week where he debuted clips last night on The Daily Show saying, I play Alex Jones and I say the things he says.
[00:18:07.068 --> 00:18:07.648]  No you don't!
[00:18:07.648 --> 00:18:09.909]  You don't say anything I say.
[00:18:09.909 --> 00:18:12.909]  You're a fraud that's stolen my identity that then misrepresents it.
[00:18:12.909 --> 00:18:14.449]  But again, this is what they do.
[00:18:14.449 --> 00:18:19.870]  And then their weak-minded viewers will attack me on the street believing the things he says.
[00:18:19.870 --> 00:18:22.831]  This is next level psychological strawman warfare.
[00:18:24.488 --> 00:18:26.250]  So here's the new news.
[00:18:26.250 --> 00:18:29.012]  I told you they were doing this.
[00:18:29.012 --> 00:18:43.086]  Advertising watchdog files complaint against Gwyneth Paltrow in two cherry-picked districts of California with district attorneys calling for criminal charges against Gwyneth Paltrow for claims she made.
[00:18:43.086 --> 00:18:44.267]  Now you know how this works.
[00:18:44.267 --> 00:18:45.568]  First they're going to indict her.
[00:18:46.826 --> 00:18:49.747]  Then it's Alex Jones, even though I haven't made the claims.
[00:18:49.747 --> 00:18:50.507]  We've got the lawyers.
[00:18:50.507 --> 00:18:51.268]  We're ready.
[00:18:51.268 --> 00:18:53.309]  We're going to make major hay out of this.
[00:18:53.309 --> 00:18:55.890]  We're going to turn this around in a judo move.
[00:18:55.890 --> 00:18:57.690]  I know we are, because we always do.
[00:18:57.690 --> 00:19:01.252]  But the poor thing has got to be SWAT teamed first.
[00:19:02.601 --> 00:19:27.260]  Because, again, they want to make it look like it's not partisan, as if when I depose all these groups and all these people and get their emails and put private eyes on them and things we've already done to some of these groups, as if we don't already know the strategy I told you months ago, as if we're not already ready, as if we can't show that it's racketeering, as if they're not used to having someone counter-sue them, because they're not used to somebody seeing what they do and understanding their operations.
[00:19:31.229 --> 00:19:33.511]  Even if they ever got it in front of a jury, can you imagine?
[00:19:33.511 --> 00:19:40.856]  Ladies and gentlemen of the jury, I'm selling the exact same product sold at Whole Foods, and they even make more claims than I do, but why am I here?
[00:19:40.856 --> 00:19:57.828]  I'm here because of my political speech, and even if you don't agree with my speech, do you believe that I should be witch-hunted and hauled in here to be fined millions of dollars or thrown in prison because I dare sell melatonin and say it's associated with better sleep when that's a fact?
[00:19:59.494 --> 00:20:01.596]  North Korea openly threatens the U.S.
[00:20:01.596 --> 00:20:03.577]  and launches a new missile every other week.
[00:20:03.577 --> 00:20:04.798]  Their warhead of choice?
[00:20:04.798 --> 00:20:06.299]  Electromagnetic pulse.
[00:20:06.299 --> 00:20:07.740]  Such an event would cripple the U.S.
[00:20:07.740 --> 00:20:10.202]  power grid for years and leave millions in the dark.
[00:20:10.202 --> 00:20:10.902]  Are you ready?
[00:20:10.902 --> 00:20:14.125]  You can be with a Sol-Ark EMP-hardened solar generator.
[00:20:14.125 --> 00:20:17.667]  Sol-Ark works day in and day out to keep all of your essentials protected.
[00:20:17.667 --> 00:20:21.730]  That means you can have peace of mind knowing your power will be there when you most need it.
[00:20:21.730 --> 00:20:24.512]  Visit Sol-Ark.us to see EMP testing.
[00:20:24.512 --> 00:20:26.413]  That's Sol-Ark.us.
[00:20:26.413 --> 00:20:28.315]  Energy insurance for your family.
[00:20:28.976 --> 00:20:32.497]  Are you one of the 15 million men who suffer from an enlarged prostate?
[00:20:32.497 --> 00:20:40.659]  If your life revolves around finding the closest bathroom, if you're tired of waking up many times a night to urinate, then you need to know about Prostate Miracle.
[00:20:40.659 --> 00:20:45.681]  Prostate Miracle contains beta-cytosterone, which is 3,000 times stronger than saltpeter.
[00:20:45.681 --> 00:20:52.302]  To claim your $10 Patriot discount, go to ProstateMiracle.com and enter promo code PATRIOT or call 877-965-2140.
[00:20:52.302 --> 00:20:52.542]  That's 877-965-2140.
[00:20:58.484 --> 00:20:59.364]  It's a no-brainer.
[00:20:59.364 --> 00:21:01.745]  A Big Berkey water filter is the one you need, period.
[00:21:01.745 --> 00:21:09.787]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[00:21:09.787 --> 00:21:11.707]  And does it all at only two cents per gallon.
[00:21:11.707 --> 00:21:15.368]  Get the original and most trusted name in gravity water filtration, Big Berkey.
[00:21:15.368 --> 00:21:20.029]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[00:21:20.029 --> 00:21:24.430]  Call or click 1-877-99-BERKEY or bigberkeywaterfilters.com.
[00:21:24.430 --> 00:21:25.070]  That's 1-877-99-BERKEY.
[00:21:28.231 --> 00:21:31.793]  If you had purchased $100 of Bitcoin in 2010, today you'd have $2,600,000.
[00:21:31.793 --> 00:21:40.599]  While that sinks in, you now have a huge cryptocurrency opportunity at below market price at a guaranteed $0.10 per coin.
[00:21:40.599 --> 00:21:50.525]  ProCoin, a coin publicly traded on the open market, easily converted to cash, available in 60 countries, and ProCoin is the only cryptocurrency offering coin-backed rewards for consumers and merchants.
[00:21:50.525 --> 00:21:53.527]  Take action by August 31st at ProCoinCurrency.net.
[00:21:53.527 --> 00:21:55.208]  That's ProCoinCurrency.net.
[00:21:55.208 --> 00:21:56.869]  Deadline for $0.10 guarantee is August 31st.
[00:21:57.890 --> 00:22:03.011]  The answer to being in control of your own health care is freedom from insurance.
[00:22:03.011 --> 00:22:08.712]  Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[00:22:08.712 --> 00:22:13.913]  Individual share amounts begin at $107 a month and $347 for families.
[00:22:13.913 --> 00:22:15.854]  Choose from three health sharing programs.
[00:22:15.854 --> 00:22:18.234]  Holistic treatments may be eligible for sharing.
[00:22:18.234 --> 00:22:19.194]  See guidelines.
[00:22:19.194 --> 00:22:22.475]  Discount programs available for dental, vision, and pharmacy.
[00:22:22.475 --> 00:22:24.415]  Go to LibertyOnCall.org.
[00:22:24.415 --> 00:22:25.976]  That's LibertyOnCall.org.
[00:22:27.754 --> 00:22:29.635]  Fully cooked, ready-to-eat bacon.
[00:22:29.635 --> 00:22:32.857]  I'm talking thick, meaty, center-cut, presidential bacon.
[00:22:32.857 --> 00:22:34.479]  Savory and delicious.
[00:22:34.479 --> 00:22:37.300]  I buy some, I use some, I store some.
[00:22:37.300 --> 00:22:37.961]  Awesome.
[00:22:37.961 --> 00:22:41.063]  No refrigeration needed with a 10-year shelf life.
[00:22:41.063 --> 00:22:42.624]  NASA PAC Technology.
[00:22:42.624 --> 00:22:43.244]  Bacon.
[00:22:43.244 --> 00:22:47.407]  Fully cooked, fully hydrated, ready-to-eat, right from the pack bacon.
[00:22:47.407 --> 00:22:48.828]  Or warm and served.
[00:22:48.828 --> 00:22:50.890]  Life-saving, ready-to-eat bacon.
[00:22:50.890 --> 00:22:52.811]  10-year shelf life bacon.
[00:22:52.811 --> 00:22:55.613]  Ships free at FullyCookedBacon.com.
[00:22:55.613 --> 00:22:56.894]  FullyCookedBacon.com.
[00:22:57.874 --> 00:22:59.134]  Maybe not today.
[00:22:59.134 --> 00:23:00.415]  Maybe not tomorrow.
[00:23:00.415 --> 00:23:04.156]  But soon, you'll need a plan and place to survive.
[00:23:04.156 --> 00:23:05.236]  Forget bunkers.
[00:23:05.236 --> 00:23:07.057]  You're not a live underground gopher.
[00:23:07.057 --> 00:23:08.777]  You need Survivalist Camps.
[00:23:08.777 --> 00:23:16.580]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[00:23:16.580 --> 00:23:17.580]  Bold statement?
[00:23:17.580 --> 00:23:18.580]  You bet.
[00:23:18.580 --> 00:23:21.061]  See them now at survivalistcamps.com.
[00:23:21.061 --> 00:23:23.262]  That's survivalistcamps.com.
[00:23:23.262 --> 00:23:26.423]  Trust your family's survival to survivalistcamps.com.
[00:23:27.438 --> 00:23:33.882]  KD Armor has been on a mission to manufacture the most comfortable body armor on the market, and we've succeeded.
[00:23:33.882 --> 00:23:40.946]  With the release of our CQB technology, we now offer the most comfortable, concealable, rifle-threat body armor available.
[00:23:40.946 --> 00:23:44.809]  Things may look good now, but what if you need added protection?
[00:23:44.809 --> 00:23:50.052]  Get your very own concealable rifle-threat armor today at kdarmor.com.
[00:23:50.052 --> 00:23:55.635]  And for a limited time, get all plates at wholesale pricing only at katiarmor.com.
[00:24:08.598 --> 00:24:08.778]  Oh
[00:24:23.304 --> 00:24:24.245]  We are back live.
