[00:00:09.831 --> 00:00:11.472]  This is our land.
[00:03:09.258 --> 00:03:10.339]  And I'm just like, you know what?
[00:03:11.803 --> 00:03:15.445]  I haven't not worn my shirt on air in a while and this is a pretty important broadcast.
[00:03:15.445 --> 00:03:17.666]  A lot of big breaking things are going to be coming up today.
[00:03:17.666 --> 00:03:21.769]  We're launching the new Real News Transmission with Dave and I tomorrow at 8 a.m.
[00:03:21.769 --> 00:03:23.990]  Central.
[00:03:23.990 --> 00:03:27.932]  I've had the Antifa basically physically attack me all over the city.
[00:03:27.932 --> 00:03:30.574]  They're stripping us of our rights, our free speech.
[00:03:30.574 --> 00:03:33.035]  Google and Facebook and Twitter are censoring more so.
[00:03:33.035 --> 00:03:37.338]  We're being stripped of our sovereignty.
[00:03:37.338 --> 00:03:38.459]  We're being stripped of our
[00:03:39.619 --> 00:03:41.080]  Prosperity through globalism.
[00:03:41.080 --> 00:03:44.001]  We're being stripped of our culture.
[00:03:44.001 --> 00:03:46.462]  We're being stripped of our honor.
[00:03:46.462 --> 00:03:55.607]  We're being stripped of everything that ends up allowing countries to be sovereign and upright and strong.
[00:03:55.607 --> 00:03:59.309]  And we have the globalists claiming everything is racist.
[00:03:59.309 --> 00:04:06.773]  If you don't submit to their open borders or their carbon taxes or their Obamacare written by insurance companies to double and triple prices, you are a racist.
[00:04:09.127 --> 00:04:38.076]  And so what we see is the world being stripped of common sense and the left turning into a hysterical group of people that live in hysteria bubbles, like DC, like Chicago, like Seattle, and like my own Austin, colonized by the failures of California and places like Seattle, who have now come scrabbling there in their desperate, parasitic, vampiric desire
[00:04:39.437 --> 00:04:46.080]  To pull down any place they haven't imploded yet with their depression, with their heroin head behavior.
[00:04:46.080 --> 00:04:50.682]  I'm not bashing on people that are on heroin, but people that revel in their heroin headness.
[00:04:50.682 --> 00:04:52.763]  It is, it is truly amazing.
[00:04:52.763 --> 00:04:53.964]  We'll be right back, stay with us.
[00:04:53.964 --> 00:04:56.025]  Big Inside Intel in the White House as well.
[00:04:58.704 --> 00:05:04.166]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[00:05:04.166 --> 00:05:06.267]  Research across the board is clear.
[00:05:06.267 --> 00:05:11.549]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[00:05:11.549 --> 00:05:15.290]  That's why the last Surgeon General's report on oral health warns that
[00:05:15.410 --> 00:05:18.853]  Your oral health can have a serious impact on your entire body.
[00:05:18.853 --> 00:05:22.036]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[00:05:22.036 --> 00:05:25.920]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[00:05:25.920 --> 00:05:33.087]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[00:05:33.087 --> 00:05:38.472]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil,
[00:05:38.732 --> 00:05:39.673]  I don't know.
[00:06:04.625 --> 00:06:10.647]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:06:10.647 --> 00:06:19.169]  You're listening to the Alex Jones Show!
[00:06:19.169 --> 00:06:32.973]  So what America is witnessing right now on this live August 20th, 2017 Global Sunday Transmission is an exercise in corporate media bullying.
[00:06:34.102 --> 00:06:43.245]  And they're powerless, frothing, useful idiot servants in hysteria bubbles like Chicago, New York, D.C.
[00:06:43.245 --> 00:06:48.467]  and Seattle and Los Angeles running around looking for who they can bully.
[00:06:49.187 --> 00:06:52.770]  And who they can yell and scream at, and who they can drive into submission.
[00:06:52.770 --> 00:07:11.482]  So, since Trump gave four different press conferences and tweeted out and said, great job, you know, with the anti-racism march in Boston, which is Black Lives Matter, the cop killer group, even cheering the cop killer group is just, oh, we've seen the usual suspects.
[00:07:11.482 --> 00:07:11.783]  Let me see.
[00:07:13.228 --> 00:07:18.850]  Michael Moore, we've seen the CNN host, we've seen them all.
[00:07:18.850 --> 00:07:34.554]  I have an MSNBC talk show host, Sarah Kinszor, on the AM Joy, saying that you still have actual Nazis in the White House, and saying that Bannon left because he was a Nazi.
[00:07:34.554 --> 00:07:41.216]  They have no writings of him being a Nazi, they have no statements of him even being close to a white nationalist.
[00:07:44.326 --> 00:07:47.107]  But they don't care.
[00:07:47.107 --> 00:07:51.069]  They don't care because it's an intimidation.
[00:07:51.069 --> 00:07:52.370]  Don't want Obamacare?
[00:07:52.370 --> 00:07:53.670]  Don't want open borders?
[00:07:53.670 --> 00:07:54.811]  Don't want higher taxes?
[00:07:54.811 --> 00:07:55.511]  You're a racist.
[00:07:55.511 --> 00:07:57.953]  We're going to beat you over the head with it.
[00:07:57.953 --> 00:07:59.113]  And it's not working anymore.
[00:07:59.113 --> 00:08:03.135]  People have been stripped of their prosperity, stripped of so much.
[00:08:03.135 --> 00:08:04.936]  Now they want to strip us of our First Amendment.
[00:08:06.263 --> 00:08:09.525]  That's why I'm broadcasting with my shirt off today.
[00:08:09.525 --> 00:08:18.531]  Radio listeners are treated to not having to witness this, but you know, last time I took my shirt off riding a horse was actually hot on a summer's day.
[00:08:20.123 --> 00:08:24.386]  And my wife said, hey, you ought to take a picture of this and act like you're Putin as a joke.
[00:08:24.386 --> 00:08:25.807]  They claim you're a Russian agent.
[00:08:25.807 --> 00:08:31.630]  I tweeted it, and it was in hundreds of publications and a big, big joke.
[00:08:31.630 --> 00:08:34.352]  And so yet, here we go again.
[00:08:34.352 --> 00:08:38.815]  The crime of a man with his shirt off.
[00:08:38.815 --> 00:08:44.599]  He and she are supposed to not exist, so I'm just committing this masculine crime.
[00:08:45.677 --> 00:08:48.100]  Here on air and in a publicity stunt.
[00:08:48.100 --> 00:08:54.587]  I mean, my goodness, I can do anything on air and it turns into a big, basically national, international incident.
[00:08:54.587 --> 00:09:02.175]  So I've got my shirt off in protest to the fact that they say masculine men are so bad.
[00:09:03.351 --> 00:09:26.721]  There's a conspiracy theory that men ever had hair on their chest and that we should all just take the estrogen mimicers and become sterile and then die so that delusional drug addict Silicon Valley owners who believe they're going to merge with machines and become God can metaphysically believe that they have dominated the alpha males in the world by simply ending alpha males all to begin with.
[00:09:27.961 --> 00:09:35.125]  So this is my ode to the long-gone alpha male, the Scourge of Earth, here on the broadcast today.
[00:09:35.125 --> 00:09:39.988]  Now I'm going to give you the inside intel from three different sources.
[00:09:39.988 --> 00:09:46.671]  I have been mum pretty much since Bannon, it was announced, seems like a million years ago.
[00:09:46.671 --> 00:09:48.572]  Was it Friday they announced the Bannon departure?
[00:09:48.572 --> 00:09:49.893]  Or was it Thursday?
[00:09:51.018 --> 00:09:52.520]  And David Knight's going to be co-hosting here.
[00:09:52.520 --> 00:09:55.783]  He can pop in any time he wants and refresh my memory because I'm teleprompter free.
[00:09:55.783 --> 00:10:00.007]  It doesn't mean I don't have a crew back there that when I can't remember something finds it for me.
[00:10:00.007 --> 00:10:05.513]  I've not really said much about Bannon, the outgoing former White House chief strategist, because
[00:10:06.847 --> 00:10:08.888]  I didn't have all the facts.
[00:10:08.888 --> 00:10:10.748]  But now I do know why Bannon left.
[00:10:10.748 --> 00:10:14.490]  And it's not just some factoid that we should all be interested in.
[00:10:14.490 --> 00:10:22.633]  It ties into where the President's mind is, and where this country is, and where our beachhead in the executive branch is.
[00:10:22.633 --> 00:10:25.394]  So that is coming up at the bottom of the hour.
[00:10:26.710 --> 00:10:28.891]  I also have a lot of clips here.
[00:10:28.891 --> 00:10:30.752]  As I mentioned, MSNBC host.
[00:10:30.752 --> 00:10:32.753]  You still have actual Nazis in the White House.
[00:10:32.753 --> 00:10:33.914]  That's the talking point.
[00:10:33.914 --> 00:10:37.016]  First they lie and say Bannon left because of Charlottesville.
[00:10:37.016 --> 00:10:38.196]  Has nothing to do with that.
[00:10:38.196 --> 00:10:39.537]  And they know that.
[00:10:39.537 --> 00:10:42.819]  It was the whole McMaster infighting situation.
[00:10:42.819 --> 00:10:49.543]  And it wasn't Bannon involved in the fighting with McMaster.
[00:10:50.839 --> 00:10:55.721]  It was Bannon with McMaster, according to my sources, and that's now clear.
[00:10:55.721 --> 00:11:02.145]  And I also have specifically why the president basically asked him to resign and what this bodes for the future.
[00:11:02.145 --> 00:11:04.466]  But before I go any further,
[00:11:05.831 --> 00:11:09.614]  Let's play a clip of the standard new talking point.
[00:11:09.614 --> 00:11:11.336]  A, you're a Russian agent.
[00:11:11.336 --> 00:11:13.437]  They're now having to drop that more and more.
[00:11:13.437 --> 00:11:22.045]  They may still get a grand jury to try some indictment on some corruption thing that's not connected to Russia, because now it's a general corruption probe, magically not a Russia probe.
[00:11:22.705 --> 00:11:23.486]  So now they've dropped that.
[00:11:23.486 --> 00:11:26.128]  They're moving back into everyone that opposes us as a racist.
[00:11:26.128 --> 00:11:28.550]  And Trump's saying, I decry all forms of racism.
[00:11:28.550 --> 00:11:29.971]  We should love each other.
[00:11:29.971 --> 00:11:32.513]  Two hours after it happened was KKK behavior.
[00:11:32.513 --> 00:11:33.814]  It's not like Martin Luther King.
[00:11:33.814 --> 00:11:36.937]  It's the left saying it's all race-based, race-race-race.
[00:11:36.937 --> 00:11:38.879]  So he gave his Martin Luther King statement on Saturday.
[00:11:38.879 --> 00:11:40.560]  Then he gave another statement.
[00:11:40.560 --> 00:11:42.522]  Even more focused a few days later, wasn't enough.
[00:11:42.522 --> 00:11:43.442]  And now other statements.
[00:11:43.442 --> 00:11:45.885]  And then he even went too far and, you know, praised the
[00:11:47.005 --> 00:11:58.440]  You know, the overall Black Lives Matter cop-killing group that was out there saying no to a free speech rally that was like decrying and falling on its face, saying, we swear we're not racist, we hate all white people, basically.
[00:11:58.440 --> 00:11:59.882]  And they said, that's not enough!
[00:11:59.882 --> 00:12:00.904]  You're whites!
[00:12:00.904 --> 00:12:02.145]  Whites aren't even allowed to march!
[00:12:02.145 --> 00:12:03.106]  Just get out of here, scum!
[00:12:05.358 --> 00:12:08.762]  And Trump just said, oh, it's good to come together and protest to come together.
[00:12:08.762 --> 00:12:09.603]  Sometimes that's good.
[00:12:09.603 --> 00:12:12.126]  But you know, Black Lives Matter that kills cops is there.
[00:12:12.126 --> 00:12:15.531]  So I guess he did mention that.
[00:12:15.531 --> 00:12:21.338]  But it's just crazy how we're all beaten into submission by MSM and almost no one buys or listens to.
[00:12:22.278 --> 00:12:47.002]  You know, that we're all racist because America and, you know, mainly England spearheaded getting rid of slavery worldwide and we're the open most free nations ever and 99% of us have no ancestors that own slaves and it's just literally like your neighbor showing up because your great-great-great-great-grandpa knew somebody that committed a murder and saying, you're going to come over to my house and kiss my ass because of past sins you committed.
[00:12:47.002 --> 00:12:49.183]  I am really sick of this crap.
[00:12:49.183 --> 00:12:51.443]  But let me tell you something, I've seen the desperate liberal trendies
[00:12:52.981 --> 00:12:55.825]  They look like they're being murdered, like they're being killed.
[00:12:55.825 --> 00:13:08.821]  Their identity is so tied up with the Democratic Party and Pelosi and Hillary and Maxine Waters and all these other classically corrupt dirtbags that rob pension funds and economies and little Haitian kids.
[00:13:11.021 --> 00:13:14.362]  That they are just walking around like they are in hell.
[00:13:27.647 --> 00:13:48.623]  The EBT money still comes, the government jobs still come, but you're just scrabbling around in your little dirty heroin apartment in Seattle, and Colbert only comes on every few nights, and he's there, and he makes fun of everybody, and makes you feel intellectually superior, and then everybody calls everybody Nazis, and you believe it, and suddenly the Nazis are everywhere, and then there's Alex Jones walking down the street!
[00:13:48.623 --> 00:13:49.404]  You just go, Nazis!
[00:13:49.404 --> 00:13:49.844]  Kill him!
[00:13:49.844 --> 00:13:50.184]  Kill him!
[00:13:50.184 --> 00:13:50.525]  Blah!
[00:13:50.525 --> 00:13:50.865]  Witch!
[00:13:50.865 --> 00:13:51.365]  Witch!
[00:13:51.365 --> 00:13:51.665]  Witch!
[00:13:51.665 --> 00:13:51.846]  Witch!
[00:13:52.446 --> 00:13:55.308]  And just go and start booing me and going, ah, everyone hates you.
[00:13:55.308 --> 00:13:57.089]  And I go, I'm showing how you're a fascist.
[00:13:57.089 --> 00:13:59.330]  They all go, huh, and don't realize it, then run off.
[00:13:59.330 --> 00:14:01.691]  Like, I came here on purpose.
[00:14:01.691 --> 00:14:03.132]  Like, why are you here, scum?
[00:14:03.132 --> 00:14:04.553]  Don't you know we hate you?
[00:14:04.553 --> 00:14:05.673]  We're going to kick your ass.
[00:14:05.673 --> 00:14:07.294]  You know you filth racists.
[00:14:07.294 --> 00:14:08.855]  I'm like, where do I actually say that?
[00:14:08.855 --> 00:14:09.895]  Oh, you look like an idiot on tape.
[00:14:09.895 --> 00:14:11.776]  Oh, that was true.
[00:14:11.776 --> 00:14:13.477]  You know?
[00:14:13.477 --> 00:14:19.381]  Because see, they're all about ganging up on somebody and acting powerful over them.
[00:14:19.381 --> 00:14:21.502]  I was not in junior high when I was in junior high.
[00:14:22.873 --> 00:14:25.315]  So, here's a clip on MSNBC.
[00:14:25.315 --> 00:14:30.759]  You still have actual, actual... See, America that beat the Nazis, we're now the Nazis, see?
[00:14:30.759 --> 00:14:33.261]  But they're Captain America.
[00:14:33.261 --> 00:14:39.967]  Every heroin head, who hates everybody including themselves, who are totally depressed, totally upset, it's like a heroin spirit.
[00:14:41.414 --> 00:14:42.395]  They want you to be miserable.
[00:14:42.395 --> 00:14:43.975]  They want you to be a failure.
[00:14:43.975 --> 00:14:45.816]  They want control of your kids.
[00:14:45.816 --> 00:14:52.740]  They all have a school program where the local rock bands, the local rap bands, the local trendy groups, they come and they talk to your kids.
[00:14:52.740 --> 00:14:54.902]  It's story time.
[00:14:54.902 --> 00:14:56.763]  They come in and they tell your kids everything.
[00:14:57.859 --> 00:15:04.183]  They have tranny story times for your five-year-olds, where a big fat guy in a dress talks about sucking lollipops at your five-year-old.
[00:15:04.183 --> 00:15:06.364]  It's not perverted or pedophilic or anything.
[00:15:06.364 --> 00:15:11.407]  It's just loving liberalism with weirdo creepozoids that want to have a relationship with your kids.
[00:15:11.407 --> 00:15:12.448]  Let's go out to break with this clip.
[00:15:13.882 --> 00:15:17.565]  I think, as many have pointed out, this is still a white supremacist house.
[00:15:17.565 --> 00:15:19.547]  You still have actual Nazis in the house.
[00:15:19.547 --> 00:15:23.690]  You have Jeff Sessions, who's a longtime antagonist against civil rights.
[00:15:23.690 --> 00:15:26.732]  And you have policies that back up these ideas in practice.
[00:15:26.732 --> 00:15:42.045]  And so what Bannon is probably going to do when he leaves is just support this aspect of Trump's agenda from the outside, which is actually, I think, more dangerous and more harmful than having him in the White House, where he was, as was mentioned, somewhat contained.
[00:15:44.352 --> 00:15:48.543]  Yeah, in a way that's true, though, that he will be able to get a lot done more on the outside.
[00:15:48.543 --> 00:15:52.031]  But, I mean, these are the race fairs that want to keep you poor and controlled.
[00:15:52.031 --> 00:15:53.695]  What a group of sick control freaks.
[00:15:57.771 --> 00:16:01.715]  Enjoy all natural bath and beauty products with Emmerich's Essentials.
[00:16:01.715 --> 00:16:21.214]  We are proud to bring you a collection of organic-based household products at Infowarestore.com, including non-nano SPF 30 zinc oxide sunscreen, date-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and long-lasting natural deodorant.
[00:16:21.314 --> 00:16:25.495]  Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[00:16:25.495 --> 00:16:32.076]  We carefully select pure and simple ingredients to create formulas that are certified USDA made with organic.
[00:16:32.076 --> 00:16:36.877]  Our mission is to offer you everyday organic household products to enhance your life.
[00:16:36.877 --> 00:16:42.039]  Truly feel the difference by going organic natural without compromising on quality.
[00:16:42.039 --> 00:16:44.399]  Feel good about using Emmerich's Essentials.
[00:16:44.399 --> 00:16:48.540]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[00:16:48.840 --> 00:16:54.832]  Visit InfowarsStore.com and learn more about the new Emmerich's Essentials line of organic products.
[00:16:54.832 --> 00:16:56.855]  That's InfowarsStore.com.
[00:16:57.745 --> 00:17:03.388]  Today, I'm excited to announce that a new limited shipment of DNA Force has finally arrived at the M4's warehouse in Austin, Texas.
[00:17:03.388 --> 00:17:09.452]  We have thousands of listeners on the waiting list who've signed up for AutoShip to receive out-of-stock products at DNA Force.
[00:17:09.452 --> 00:17:11.953]  And we are now once again expected to sell out very, very soon.
[00:17:11.953 --> 00:17:19.718]  And when it comes to a formula that is such a game-changer like DNA Force, we never know when we will be able to secure an additional supply of the key ingredients.
[00:17:19.938 --> 00:17:29.483]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ10, systematic enzymes, NAR lipoic acid, BioPQQ, and many others.
[00:17:29.483 --> 00:17:37.967]  BioPQQ alone is backed by an unprecedented 175 clinical studies, and just one batch of this stuff costs us more than $30,000.
[00:17:37.967 --> 00:17:40.668]  Visit mforcelife.com and read the reviews for yourself.
[00:17:40.668 --> 00:17:48.552]  Over 700 reviews have given DNA Force an unheard of 4.8 out of 5 stars through our third-party certified review agency, Power Review.
[00:17:48.812 --> 00:17:54.367]  Take advantage of this new limited shipment and get DNA Force today at InfoWarsLife.com before it sells out again.
[00:17:54.367 --> 00:17:55.791]  That's InfoWarsLife.com.
[00:17:58.757 --> 00:18:07.499]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:18:07.499 --> 00:18:08.040]  That's right.
[00:18:08.040 --> 00:18:13.301]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:18:13.301 --> 00:18:19.983]  Go to Infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[00:18:19.983 --> 00:18:27.225]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:18:27.585 --> 00:18:27.785]  Woo!
[00:18:27.785 --> 00:18:28.826]  That's what I'm talking about.
[00:18:28.826 --> 00:18:37.575]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:18:37.575 --> 00:18:45.744]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:18:47.165 --> 00:18:50.587]  Now that's what I call the miracle of food preservation.
[00:18:50.587 --> 00:18:54.709]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:18:54.709 --> 00:18:55.790]  So what are you waiting for?
[00:18:55.790 --> 00:18:58.831]  Check it out right now at InfoWarsStore.com.
[00:18:58.831 --> 00:19:04.234]  After being sold out for months, our best-selling Super Blue fluoride toothpaste is now back in stock at InfoWarsStore.com.
[00:19:04.234 --> 00:19:07.075]  The first shipment of Super Blue sold out in one week.
[00:19:07.075 --> 00:19:09.056]  I thought it would be a six-month supply for listeners.
[00:19:09.056 --> 00:19:13.939]  And since then, people are beating down our doors, wanting to be able to resupply their Super Blue.
[00:19:14.059 --> 00:19:16.160]  Research across the board is clear.
[00:19:16.160 --> 00:19:17.461]  In fact, it's certified.
[00:19:17.461 --> 00:19:22.583]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[00:19:22.583 --> 00:19:29.446]  That's why the last Surgeon General's report on oral health warns that your oral health can have a serious impact on your entire body.
[00:19:29.446 --> 00:19:32.447]  Super Blue Fluoride-Free Toothpaste is a groundbreaking new formula.
[00:19:32.447 --> 00:19:36.149]  It's loaded with good halogen iodides of the bad halogen fluoride.
[00:19:36.149 --> 00:19:42.872]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[00:19:43.052 --> 00:19:50.559]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[00:19:50.559 --> 00:20:00.848]  Learn more about InfoWarsLife Super Blue Toothpaste at InfoWarsLife.com and support the InfoWar while you support healthy gums and teeth.
[00:20:00.848 --> 00:20:03.511]  You're listening to the Alex Jones Show.
[00:20:15.976 --> 00:20:31.080]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:20:31.080 --> 00:20:33.701]  You're listening to the Alex Jones Show.
[00:20:41.624 --> 00:20:45.187]  So, I'm shirtless here broadcasting today.
[00:20:45.187 --> 00:20:51.432]  I might do the old shirtless stunt once a year to get in a couple hundred newspapers and troll the establishment.
[00:20:51.432 --> 00:20:55.836]  They think when they laugh at us and attack us, because most of them are really old.
[00:20:55.836 --> 00:20:58.678]  A lot of old folks are awake, too, and are trailblazers.
[00:20:58.678 --> 00:21:00.940]  Thank God for them, but a lot of the globalists are old.
[00:21:00.940 --> 00:21:07.186]  So they're all about wearing the perfect suit and looking all perfectly, as you stated, to get their con over.
[00:21:07.186 --> 00:21:09.648]  I like to not take myself so seriously sometimes.
[00:21:10.208 --> 00:21:14.751]  You know, go out and let a hateful leftist throw some coffee on me.
[00:21:14.751 --> 00:21:16.833]  Or have folks threaten to kill me.
[00:21:16.833 --> 00:21:22.337]  Because I'm putting myself out there to illustrate exactly what we're facing and what we're dealing with.
[00:21:22.337 --> 00:21:29.682]  Now, we need to cover news real time as it's breaking to then put our analysis on it.
[00:21:29.682 --> 00:21:31.764]  Not just cover what's already broken.
[00:21:31.764 --> 00:21:35.547]  And also put out original research and content and a lot of powerful guests.
[00:21:35.547 --> 00:21:36.828]  And to tweet and Facebook
[00:21:38.576 --> 00:21:40.697]  Inside the Enemy Media, live time.
[00:21:40.697 --> 00:21:48.759]  And that's why we've launched 8 to 11 every day starting tomorrow morning on the 21st day of August 2017.
[00:21:48.759 --> 00:21:50.940]  David Knight's new Real News.
[00:21:50.940 --> 00:21:52.281]  He'll have a roundtable of guests.
[00:21:52.281 --> 00:21:53.961]  He'll play a lot of clips.
[00:21:53.961 --> 00:21:54.761]  You'll be able to call in.
[00:21:54.761 --> 00:21:58.923]  We're going to take calls every day, at least for two or three segments.
[00:21:58.923 --> 00:22:05.365]  So everybody can look for that coming up and starting
[00:22:06.627 --> 00:22:07.027]  I think so.
[00:22:23.385 --> 00:22:33.293]  We have our great reporters like Million Gavin out there covering what happened in Charlottesville, Virginia, and just so much more as we expand in the face of the globalists.
[00:22:33.293 --> 00:22:36.496]  But here's a little promo piece that Darren McBreen just threw together today.
[00:22:36.496 --> 00:22:40.239]  It was a great job so quick, he put it together in just a couple hours.
[00:22:40.239 --> 00:22:45.664]  Here it is, promoting the new transmission with David Knight that kicks off tomorrow.
[00:22:45.664 --> 00:22:47.706]  But the big thing is, you being part
[00:22:48.226 --> 00:22:54.830]  I've taken the live links tomorrow at InfoWars.com forward slash show, and then we'll have a podcast for you tomorrow.
[00:22:54.830 --> 00:23:07.916]  That's always important with a show to have a podcast, and then you'll be able to promote that, and you'll be able to select video clips that we're going to post, but also the whole show to its own YouTube channel, and everything's with its own system out there.
[00:23:07.916 --> 00:23:12.119]  Each show will be its own continuum, and then we'll use the broadcast to promote each other.
[00:23:12.799 --> 00:23:14.580]  It's not about the broadcast the day after it airs.
[00:23:14.580 --> 00:23:23.765]  It's about when it's live and things are happening so you can call in and see what's going on, so you can send us clips, so we can analyze things as they unfold in real time.
[00:23:23.765 --> 00:23:28.007]  And I want to get, by this time next year, 18 hours of live broadcast a day.
[00:23:28.007 --> 00:23:29.368]  I'm going to leave coast to coast.
[00:23:29.368 --> 00:23:30.369]  We're not in competition with them.
[00:23:30.369 --> 00:23:32.850]  They're great folks, but they dominate that slot.
[00:23:32.850 --> 00:23:34.171]  Coast to coast AM, midnight.
[00:23:34.951 --> 00:23:35.752]  To your 6 a.m.
[00:23:35.752 --> 00:23:41.977]  We're gonna leave leave that with some of our best of retransmissions of the day But from 6 a.m.
[00:23:41.977 --> 00:23:54.407]  Until midnight central ladies and gentlemen We are we are going to be getting that out there 18 hours a day So here it is ladies and gentlemen.
[00:23:54.407 --> 00:23:55.728]  He's not shirtless.
[00:23:55.728 --> 00:23:58.170]  He's got a lot of great points to make it's David Knight and
[00:24:05.882 --> 00:24:16.645]  Now you know you're winning the information war when the other side has no response but to resort to censorship.
[00:24:16.645 --> 00:24:17.846]  Drain the swamp?
[00:24:17.846 --> 00:24:23.928]  We're gonna have to drain the privilege out of Washington first because that's what the swamp feeds on, their privilege.
[00:24:23.928 --> 00:24:28.649]  They can't stand for people to exercise their first and second amendments together.
[00:24:28.649 --> 00:24:29.610]  You found it.
[00:24:29.610 --> 00:24:31.390]  It's the real news.
[00:24:31.390 --> 00:24:33.291]  That's what you have to look forward to.
[00:24:35.316 --> 00:24:38.798]  He's not sorry when snowflakes can't handle the truth.
[00:24:38.798 --> 00:24:40.679]  It's your host, David Knight.
