[00:00:14.833 --> 00:00:16.334]  This is our land.
[00:05:01.595 --> 00:05:01.836]  Watch.
[00:05:04.298 --> 00:05:07.102]  America is an information-based civil war.
[00:05:07.422 --> 00:05:14.712]  That's why now more than ever we've got to hit the streets of America and let these globalist scum know we're not backing down from their bullying.
[00:05:14.853 --> 00:05:20.480]  We're only intensifying our operations in the face of their wannabe dictatorship.
[00:05:21.221 --> 00:05:28.587]  Being a conservative, a nationalist, a libertarian, or simply a free speech advocate is truly the counterculture.
[00:05:28.907 --> 00:05:36.773]  The real punk rock is being a patriot who's pro-America, pro-capitalism, and pro-freedom, who at the same time is tolerant.
[00:05:37.473 --> 00:05:42.495]  Modern liberalism is a counterfeit of Thomas Jefferson's classical liberalism.
[00:05:42.535 --> 00:05:43.995]  They are the anti-liberals.
[00:05:44.675 --> 00:05:57.720]  To defend free speech, meet like-minded friends, and promote freedom worldwide, we've got more than 60 original designs of high-quality t-shirts for men and women, as well as more Patriot apparel at InfoWarsTore.com.
[00:05:58.080 --> 00:06:02.041]  Be part of the Second American Revolution at InfoWarsTore.com.
[00:06:21.869 --> 00:06:27.973]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:06:28.174 --> 00:06:29.895]  It's Alex Jones.
[00:06:37.580 --> 00:06:39.441]  Well, on Friday I laid it out.
[00:06:40.782 --> 00:06:51.170]  The fact that Mueller's kept jury of swamp things in the District of Criminals
[00:06:53.186 --> 00:07:15.605]  Is preparing to claim that the president has obstructed justice and have a grand jury attempt to nullify the 2016 election, the political realignment, and the burgeoning economic recovery.
[00:07:17.230 --> 00:07:18.170]  That's their stated goal.
[00:07:18.230 --> 00:07:20.671]  You can see the writing on the wall.
[00:07:20.731 --> 00:07:23.592]  They want to get this going by the end of the year.
[00:07:24.492 --> 00:07:31.314]  They've canvassed the Republicans, the Democrats have, saying, your boy is going to be gone by the new year.
[00:07:32.654 --> 00:07:34.775]  We, of course, broke that information.
[00:07:35.575 --> 00:07:46.298]  And knowing of their plan to roll out this fake investigation and exposing what frauds they are and exposing how staged it is, is critical to derailing that.
[00:07:48.416 --> 00:07:49.977]  And now you see it's been happening.
[00:07:52.338 --> 00:08:04.763]  I know from White House sources that Trump's two personal lawyers continue to tell him, you didn't do anything, you didn't obstruct, so you have nothing to worry about, just don't talk to Flynn.
[00:08:07.043 --> 00:08:10.145]  And Trump's done nothing wrong, so he's like, okay, I'm not worried about it.
[00:08:10.665 --> 00:08:17.868]  Then one of the lawyers on Friday tweets, as if he's Trump, yes,
[00:08:20.100 --> 00:08:27.785]  The President knew that Flynn had lied, so that's why he was fired.
[00:08:28.865 --> 00:08:42.213]  Well, back at the time we were told it was because he reportedly got crosswise with the Vice President, and that that's why he was fired, but not lying to the FBI.
[00:08:43.114 --> 00:08:43.594]  So again,
[00:08:46.138 --> 00:08:50.461]  You have the Democrats in bed with the Russians to an unbelievable level.
[00:08:51.061 --> 00:09:00.007]  You have this whole collusion investigation going on for over a year and a half, 11 months officially, with Mueller, and there's nothing there.
[00:09:00.467 --> 00:09:04.470]  All the NSA transcripts, all the spying, all the surveillance.
[00:09:04.810 --> 00:09:06.611]  You see a president working hard.
[00:09:07.031 --> 00:09:08.952]  You see his National Security Advisor working hard.
[00:09:10.353 --> 00:09:12.655]  So now they're changing it to, oh, the Logan Act!
[00:09:14.815 --> 00:09:19.478]  You were talking to foreign officials in an unofficial capacity.
[00:09:21.959 --> 00:09:32.825]  Well, that goes for members of Congress and people under the President who aren't on sanctioned trips, and the Democrats constantly violate it, Republicans violate it, but Trump isn't violating it because he's the President reaching out to foreign leaders.
[00:09:33.045 --> 00:09:34.246]  There's nothing there.
[00:09:34.706 --> 00:09:37.247]  They're acting like if the President gets up in the morning, he's committed a crime.
[00:09:38.708 --> 00:09:39.669]  But here's the big news.
[00:09:41.755 --> 00:09:47.158]  The DOJ has been investigating the FBI criminally, Mueller and others for 11 months.
[00:09:49.819 --> 00:09:54.741]  House Intel chairman draws up contempt charges against FBI after Stonewall.
[00:09:56.622 --> 00:10:02.905]  Republicans prepare for war with FBI, DOJ to file contempt action over anti-Trump bias.
[00:10:05.586 --> 00:10:08.788]  Dershowitz, no case for obstruction of justice against Trump.
[00:10:11.428 --> 00:10:18.730]  Continuing, is President Trump's legal team preparing for an imminent obstruction of justice charge?
[00:10:21.111 --> 00:10:23.852]  Is the question a lot of mainstream media is asking.
[00:10:25.032 --> 00:10:26.932]  And here you've got NBC News.
[00:10:27.933 --> 00:10:33.014]  Dianne Feinstein, Senate Republican probe building obstruction case against Trump.
[00:10:34.635 --> 00:10:37.035]  That came out on Sunday.
[00:10:37.896 --> 00:10:39.236]  What did I tell you on Friday?
[00:10:40.498 --> 00:10:42.059]  It's always been about obstruction.
[00:10:42.579 --> 00:10:44.300]  Not that Trump did anything wrong.
[00:10:45.440 --> 00:10:46.861]  Not that Trump ever colluded.
[00:10:47.901 --> 00:10:49.542]  Not that Trump ever sold out U.S.
[00:10:49.602 --> 00:10:49.942]  interest.
[00:10:50.422 --> 00:10:52.203]  Everything the Democrats have done in spades.
[00:10:52.563 --> 00:10:53.123]  In triplicate.
[00:10:54.084 --> 00:10:54.944]  At legendary level.
[00:10:55.565 --> 00:10:55.745]  No.
[00:10:57.525 --> 00:11:02.207]  They're gonna claim the President talking to Comey going, Flynn's a great guy, leave him alone.
[00:11:02.227 --> 00:11:05.749]  Yeah, I hope if he did do something you go easy on him.
[00:11:07.113 --> 00:11:14.657]  That's what a mom would say to a judge if their son got caught reckless driving or stealing pumpkins out of the pumpkin patch.
[00:11:15.017 --> 00:11:16.538]  Judge, I hope you can go easy on him.
[00:11:18.039 --> 00:11:19.280]  Except Trump's the president!
[00:11:19.480 --> 00:11:21.161]  He could have ordered Comey to do nothing.
[00:11:23.902 --> 00:11:25.003]  So that's all they've got.
[00:11:26.124 --> 00:11:31.707]  And we've got Comey in Congress saying the president didn't obstruct in his opinion, but now they're trying to walk that back and change it.
[00:11:32.027 --> 00:11:33.508]  And these are the swamp things.
[00:11:33.588 --> 00:11:35.689]  These are the unelected individuals
[00:11:37.096 --> 00:11:47.178]  Who now are hanging their hat on obstruction, and hanging their hat on the Logan Act, when there's no evidence of either one.
[00:11:48.618 --> 00:12:00.841]  And instead there's Comey and Mueller and others, covering up for the Clintons to engage in legendary paper play, not just with Russia, but with over a hundred other countries and corporations in the Clinton Foundation.
[00:12:02.790 --> 00:12:09.792]  So if they can maneuver this in the media and maneuver this in the culture and somehow sell the idea that this is real, they're going to go with it.
[00:12:10.192 --> 00:12:22.515]  By the way, ABC News made the strategic decision an hour after the indictment was already out, saying specifically Trump ordered Flynn to make contact with the Russians when he was
[00:12:23.933 --> 00:12:32.815]  President-elect, which is completely kosher and normal, and he should be impeached if he wasn't making contact with the Russians once you're president-elect.
[00:12:32.836 --> 00:12:34.416]  Because they got nuclear weapons.
[00:12:36.216 --> 00:12:42.918]  They had their head of their investigative bureau, Brian Ross, went with what he knew he needed to do.
[00:12:43.879 --> 00:12:47.940]  And if he's gonna be a sacrificial lamb and get suspended for four weeks, so be it.
[00:12:47.980 --> 00:12:51.601]  He takes one for the team, he goes out there and he says,
[00:12:52.625 --> 00:13:07.523]  This says, and my sources say, he did this six months before the president was even president-elect, to specifically wound the president and charge up the troops and have hype all over the nation.
[00:13:08.715 --> 00:13:13.118]  Where the people buying into this say, see we're vindicated, so they finally got a shot in the arm.
[00:13:13.478 --> 00:13:15.399]  It doesn't matter it got retracted by the evening.
[00:13:15.880 --> 00:13:22.824]  I had people at the grocery store and a restaurant on Saturday come up and tell me, F you, you Russian agent.
[00:13:27.867 --> 00:13:29.108]  And they're on the street.
[00:13:29.148 --> 00:13:29.829]  I get the emails.
[00:13:29.909 --> 00:13:30.969]  I see it on Facebook, Twitter.
[00:13:31.350 --> 00:13:32.671]  They're saying this is real.
[00:13:32.791 --> 00:13:33.571]  They don't care.
[00:13:35.793 --> 00:13:35.953]  So,
[00:13:37.182 --> 00:13:40.745]  That shows you how dirty these individuals are.
[00:13:40.765 --> 00:13:45.389]  I mean, just look at Joy Behar on The View in ecstasy.
[00:13:45.409 --> 00:13:56.438]  It had already been out an hour that this had broken, but they send out the aide, they send out the producer to hand her a card, and then she reads it, and they are in ecstasy.
[00:13:56.799 --> 00:13:57.559]  The other harpies.
[00:13:58.393 --> 00:14:07.818]  The other Banshees are just in ecstasy with their disinfo and their lies that, oh, during the campaign Trump ordered Flynn to make contact with the Russians.
[00:14:09.839 --> 00:14:15.503]  And they're still running news articles on the Huffington Post and other places saying it's real.
[00:14:15.683 --> 00:14:17.784]  They're not retracting it on the Huffington Post.
[00:14:18.024 --> 00:14:19.405]  They're not retracting it, no.
[00:14:20.565 --> 00:14:22.867]  They're still passing those videos around.
[00:14:24.249 --> 00:14:34.477]  And so, low-information voters can sit there in a restaurant or in a grocery store, to the Trump family, or myself, or anybody else, and walk over and say, I knew you were a Russian agent.
[00:14:34.737 --> 00:14:35.658]  You're going to go to prison.
[00:14:37.899 --> 00:14:41.162]  And they have congressional hearings and say it about me too, with no evidence.
[00:14:42.163 --> 00:14:46.086]  They say, Impol Wars gets its news from the Russians and follows their orders.
[00:14:48.668 --> 00:14:51.430]  I come in here and look at hundreds of articles, video clips, look at everything.
[00:14:52.588 --> 00:14:55.189]  The Russians have very little influence on me.
[00:14:56.109 --> 00:14:57.890]  British news has a much bigger influence.
[00:14:58.170 --> 00:14:59.670]  That just means why I'm reading news.
[00:15:01.331 --> 00:15:03.192]  It's just crazy, but they don't care.
[00:15:03.452 --> 00:15:04.212]  They're the globalists.
[00:15:04.252 --> 00:15:05.212]  They're the outside power.
[00:15:05.452 --> 00:15:06.893]  And they're getting ready to try to remove the president.
[00:15:07.073 --> 00:15:08.273]  So here's Joy Behar.
[00:15:09.454 --> 00:15:12.535]  Here's Joy Behar celebrating the disinfo that they're sharing.
[00:15:12.875 --> 00:15:14.436]  Three days later, still on the internet.
[00:15:14.456 --> 00:15:14.976]  They don't care.
[00:15:15.016 --> 00:15:15.336]  Here it is.
[00:15:16.278 --> 00:15:17.559]  Breaking news.
[00:15:17.859 --> 00:15:18.540]  Oh my god.
[00:15:19.140 --> 00:15:20.020]  Oh breaking news.
[00:15:20.201 --> 00:15:32.789]  ABC News Brian Ross is reporting Michael Flynn promised full cooperation to the Mueller team and is prepared to testify that as a candidate Donald Trump directed him to make contact with the Russians!
[00:15:32.909 --> 00:15:33.009]  Yay!
[00:15:34.009 --> 00:15:36.831]  We're going to destroy the recovery.
[00:15:36.891 --> 00:15:40.013]  We're going to arrest the president.
[00:15:40.033 --> 00:15:41.034]  We're going to have a civil war.
[00:15:51.827 --> 00:15:52.307]  Whoa!
[00:15:52.888 --> 00:15:53.929]  Yeah!
[00:15:53.949 --> 00:15:53.989]  Oh!
[00:15:55.249 --> 00:15:55.550]  Oh!
[00:15:56.790 --> 00:15:57.011]  Oh!
[00:15:57.791 --> 00:15:58.352]  Oh!
[00:15:58.652 --> 00:15:59.032]  Oh!
[00:15:59.592 --> 00:16:00.013]  Oh!
[00:16:00.573 --> 00:16:00.653]  Oh!
[00:16:00.673 --> 00:16:01.654]  We're gonna kill the country!
[00:16:02.737 --> 00:16:11.765]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:16:11.825 --> 00:16:20.053]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:16:20.233 --> 00:16:24.897]  We have now managed to secure these sought-after beans in a highly customized blend.
[00:16:25.097 --> 00:16:31.820]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[00:16:31.880 --> 00:16:38.964]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:16:39.064 --> 00:16:45.947]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:16:46.087 --> 00:16:50.429]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:16:50.569 --> 00:16:53.771]  Available in original or with our immune support infusion blend.
[00:16:53.951 --> 00:17:00.094]  You will be supporting a free press, all the while enjoying a truly great-tasting cup of my favorite coffee.
[00:17:00.254 --> 00:17:01.954]  Available at Infowarslife.com.
[00:17:05.796 --> 00:17:10.118]  Proper B vitamin intake is essential to keep the body functioning at optimum levels.
[00:17:10.478 --> 00:17:11.979]  Op-op-op-optimum levels.
[00:17:13.035 --> 00:17:17.658]  With our modern diets, it can be hard to get the recommended amount of B vitamins we need every day.
[00:17:17.678 --> 00:17:19.619]  O-O-O-Optimum levels.
[00:17:20.019 --> 00:17:21.620]  B vitamins we need every day.
[00:17:21.800 --> 00:17:26.883]  Secret 12 combines two bioactive forms of vitamin B12 for optimal absorption.
[00:17:27.083 --> 00:17:28.764]  O-O-O-Optimal absorption.
[00:17:29.424 --> 00:17:34.507]  Being deficient in B vitamins can cause fatigue, depression, poor memory, and lethargy.
[00:17:34.527 --> 00:17:35.387]  S-S-Secret 12.
[00:17:35.427 --> 00:17:36.208]  O-O-O-Optimum levels.
[00:17:36.548 --> 00:17:36.888]  I think so.
[00:18:01.957 --> 00:18:03.339]  Clean, pure drinking water.
[00:18:03.619 --> 00:18:04.900]  You can't survive without it.
[00:18:05.100 --> 00:18:06.001]  But where do you get it?
[00:18:06.302 --> 00:18:12.068]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:18:12.288 --> 00:18:18.014]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:18:18.194 --> 00:18:35.059]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:18:35.459 --> 00:18:37.580]  Filter capacity up to 5,000 gallons.
[00:18:37.941 --> 00:18:39.141]  Stainless steel construction.
[00:18:39.422 --> 00:18:40.182]  Easy assembly.
[00:18:40.442 --> 00:18:41.083]  Low maintenance.
[00:18:41.363 --> 00:18:43.184]  Replacement filters are simple to install.
[00:18:43.464 --> 00:18:50.569]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:18:50.749 --> 00:18:55.772]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:18:55.932 --> 00:18:58.514]  Go to InfowarsStore.com or call 888-253-3139.
[00:19:01.716 --> 00:19:05.240]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:19:05.700 --> 00:19:11.746]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:19:12.167 --> 00:19:14.950]  It is the new t-shirt from infowarsstore.com.
[00:19:15.330 --> 00:19:18.353]  Conservatism is the new counterculture.
[00:19:18.533 --> 00:19:21.997]  You've seen how much this triggers the safe space snowflakes.
[00:19:22.337 --> 00:19:22.778]  The left
[00:19:23.918 --> 00:19:33.742]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:19:33.802 --> 00:19:36.203]  We are striking back in the culture war.
[00:19:36.683 --> 00:19:40.545]  This triggers snowflakes like nothing you've ever seen in your life.
[00:19:40.605 --> 00:19:48.668]  You've seen how much they absolutely hate the image of my face and that particular slogan, conservatism is the new counterculture.
[00:19:48.928 --> 00:19:51.629]  This t-shirt is not only a conversation starter,
[00:19:52.029 --> 00:19:55.193]  It will trigger the holy hell out of leftists.
[00:19:55.253 --> 00:19:56.935]  It will make me incredibly happy.
[00:19:57.095 --> 00:19:58.297]  It's available right now.
[00:19:58.597 --> 00:20:01.160]  Get yours at infowarsstore.com.
[00:20:05.565 --> 00:20:08.228]  You're listening to the Alex Jones Show.
[00:20:40.359 --> 00:20:45.941]  You know, we've got a Christmas message from the President that upset a lot of Democrats over the weekend.
[00:20:47.241 --> 00:20:49.362]  They're so bigoted, they're so anti-Christian.
[00:20:50.707 --> 00:20:58.073]  That even the Germanic traditions, the Tannenbaum and things, they want that type of stuff banned if they can.
[00:20:58.194 --> 00:21:03.638]  Obviously, and tell kids they can't hand out Christmas cards at public schools because there's a separation of church and state.
[00:21:05.179 --> 00:21:11.004]  No, the school shouldn't have an official religion, but you can hand out whatever you want.
[00:21:12.546 --> 00:21:18.451]  So these are authoritarian dirtbags who want to shut down free speech across the board, but they're failing.
[00:21:19.241 --> 00:21:27.845]  And people like Joy Behard last week, The Huffington Post, and hundreds of other publications will not retract their reports about her.
[00:21:29.726 --> 00:21:35.269]  Celebrating the fake news that Flynn was ordered to meet with the Russians before the President was elected.
[00:21:37.690 --> 00:21:40.231]  Which could be some type of collusion, perhaps.
[00:21:40.952 --> 00:21:42.512]  So the story's been retracted.
[00:21:42.552 --> 00:21:45.134]  It was fake, on purpose, by ABC News.
[00:21:46.018 --> 00:21:56.163]  But the Huffington Post and hundreds of other publications I noticed over the weekend are still sharing the video and the articles like it's true!
[00:21:57.664 --> 00:22:00.565]  Merry Christmas, we're gonna give you fake news.
[00:22:00.885 --> 00:22:02.946]  Merry Christmas, we're gonna bankrupt the country.
[00:22:03.326 --> 00:22:03.847]  Yay!
[00:22:03.887 --> 00:22:05.147]  We're gonna stop that recovery.
[00:22:05.347 --> 00:22:07.308]  We're gonna kick off a constitutional crisis.
[00:22:08.309 --> 00:22:08.809]  Yay!
[00:22:09.149 --> 00:22:12.851]  Over made-up Russia garbage with a corrupt former FBI director
[00:22:16.377 --> 00:22:31.481]  Who is submerged in Russian corruption and killed the criminal investigation of Hillary Clinton and Bill Clinton and Uranium One and who is involved with corrupt Russian companies in huge criminal payouts where he didn't even invest in companies but got money back.
[00:22:31.741 --> 00:22:41.043]  Mueller is a horrible corrupt pig who protected the Clintons, protected Obama, took the radical Islamic groups off the terror list.
[00:22:41.764 --> 00:22:42.524]  He's basically
[00:22:44.235 --> 00:22:48.260]  Oh, a hobbyist, just like Brennan and the rest of them, and he's a monster.
[00:22:49.702 --> 00:22:53.587]  So here's Joy Behar, Merry Christmas, celebrating the lie.
[00:22:54.128 --> 00:22:54.448]  Oh, and the...
[00:22:55.325 --> 00:22:58.707]  The producer walks out, hands her the card, and says, we've got breaking news.
[00:22:59.368 --> 00:23:00.969]  Yeah, more fake news.
[00:23:01.930 --> 00:23:06.232]  That now, their low-information voters are still sharing this!
[00:23:07.073 --> 00:23:09.575]  Still sharing all the celebration clips.
[00:23:09.975 --> 00:23:12.577]  And then, when they cuss at you on the street, you go, hey, that's fake!
[00:23:12.857 --> 00:23:14.338]  Aw, shut up, Russian!
[00:23:14.938 --> 00:23:15.879]  You're going to prison!
[00:23:16.139 --> 00:23:17.260]  Hey, actually, that's not true.
[00:23:17.480 --> 00:23:17.960]  Shut up!
[00:23:18.841 --> 00:23:19.982]  I'll throw hot coffee on ya!
[00:23:21.380 --> 00:23:24.082]  I'm gonna tell you F off, you don't talk to me.
[00:23:24.542 --> 00:23:25.182]  I'm a God.
[00:23:26.163 --> 00:23:27.644]  We're gonna screw the country over.
[00:23:27.824 --> 00:23:28.724]  You got it, Jones?
[00:23:28.924 --> 00:23:29.705]  You got it, Trump?
[00:23:30.185 --> 00:23:31.126]  You got it, America?
[00:23:32.366 --> 00:23:33.427]  We don't want the facts.
[00:23:34.087 --> 00:23:34.848]  Here's Joy Behart.
[00:23:36.131 --> 00:23:37.112]  Breaking news.
[00:23:37.433 --> 00:23:38.093]  Oh my god.
[00:23:38.113 --> 00:23:39.595]  Oh, breaking news.
[00:23:39.815 --> 00:23:52.387]  ABC News Brian Ross is reporting Michael Flynn promised full cooperation to the Mueller team and is prepared to testify that as a candidate Donald Trump directed him to make contact with the Russians!
[00:23:52.427 --> 00:23:52.607]  Yes!
[00:24:15.263 --> 00:24:20.767]  But, again, a celebrating, even if it was true, celebrating wild-eyed.
[00:24:21.688 --> 00:24:22.429]  But none of it is.
[00:24:24.730 --> 00:24:26.492]  And that's what they do, they celebrate hoaxes.
[00:24:27.673 --> 00:24:31.075]  And the low-information voters celebrate being manipulated and lied to.
[00:24:31.655 --> 00:24:33.737]  And they're upset the economy's roaring back.
[00:24:33.977 --> 00:24:35.678]  They're upset optimism's roaring back.
[00:24:35.698 --> 00:24:37.800]  They're upset small businesses are coming back.
[00:24:38.080 --> 00:24:38.761]  They're upset!
[00:24:40.745 --> 00:24:44.408]  What are they going to do to fly over country if it can't be bankrupted and controlled?
[00:24:45.168 --> 00:24:46.349]  And here's what they're really upset about.
[00:24:46.389 --> 00:24:50.472]  Again, the President and Melania with one of their Christmas messages on Friday.
[00:24:50.993 --> 00:24:53.475]  Throughout the weekend there was just, this is bigoted.
[00:24:54.936 --> 00:24:55.676]  This is hateful.
[00:24:56.377 --> 00:24:58.218]  Obama only said holidays.
[00:24:59.139 --> 00:25:00.180]  Trump said Christmas.
[00:25:01.100 --> 00:25:05.764]  This is a cult trying to tell us what words to use and overthrow traditionalism.
[00:25:06.909 --> 00:25:26.077]  The opposite of wanting to have diversity, the opposite of wanting to have tolerance, just flagrant, frothing, speech control, ne'er-do-well, nimrod, control freaks.
[00:25:26.097 --> 00:25:26.477]  Here it is.
[00:25:27.881 --> 00:25:39.356]  This Christmas story begins 2,000 years ago with a mother, a father, their baby son, and the most extraordinary gift of all, the gift of God's love for all of humanity.
[00:25:39.676 --> 00:25:46.024]  Whatever our beliefs, we know that the birth of Jesus Christ and the story of this incredible life
[00:25:46.585 --> 00:25:49.750]  Forever change the course of human history.
[00:25:50.130 --> 00:25:58.142]  Each and every year at Christmastime, we recognize that the real spirit of Christmas is not what we have.
[00:25:58.803 --> 00:26:00.025]  It's about who we are.
[00:26:00.606 --> 00:26:01.447]  Each one of us
[00:26:02.308 --> 00:26:06.590]  And there is the main triggering event, official White House video.
[00:26:29.639 --> 00:26:49.175]  Now if you go to CNN or you go to NBC, if you go to the entertainment division of NBC, doesn't matter if it's Saturday Night Live or doesn't matter if it's NBC News or CNN, entertainment or non-entertainment, it's Trump's a failure, he never got anything done, he's a moron, he's on his way out.
[00:26:50.076 --> 00:26:51.137]  That was the CNN headline.
[00:26:51.457 --> 00:26:55.801]  Trump finally gets one accomplishment, tax cuts, but
[00:26:57.489 --> 00:27:01.553]  Right as the Mueller investigation gets shorn up and shown to be credible.
[00:27:01.994 --> 00:27:02.835]  Totally uncredible!
[00:27:03.535 --> 00:27:06.138]  But they have to admit the one success, the one success?
