[00:00:19.571 --> 00:00:21.192]  Welcome to InfoWars Nightly News.
[00:02:49.639 --> 00:02:52.541]  And of course, it's not just Central America, it's multinational.
[00:02:52.881 --> 00:02:58.744]  Now, the local police were the ones who discovered the gang member after a noise complaint and had this to say.
[00:02:59.505 --> 00:03:04.367]  It should go without saying, but police caution, it's foolish to open one's door to strangers.
[00:03:04.788 --> 00:03:10.931]  And the police lieutenant said, anytime you invite a stranger into your residence, you are inviting trouble.
[00:03:11.571 --> 00:03:12.172]  Exactly.
[00:03:12.372 --> 00:03:18.558]  Are we inviting MS-13 gang members into this country unknowingly, out of a misguided compassion?
[00:03:19.058 --> 00:03:28.727]  That was just yesterday that we had the story about Dan Patrick here in Texas pointing out that we have over 100,000 illegal aliens in jails here in Texas.
[00:03:28.787 --> 00:03:32.290]  He said that over the last four or five years, it's been about a half a million crimes.
[00:03:32.591 --> 00:03:33.692]  He said over 5,000 rapes, over 2,000 murders.
[00:03:36.534 --> 00:03:41.321]  Where are our children going to go when the violence turns them into refugees?
[00:03:41.702 --> 00:03:52.297]  And of course, that violence in their country comes from MS-13, started out as a drug gang as part of our war on drugs, but of course now they've diversified into a number of different issues.
[00:03:53.178 --> 00:03:59.483]  And one of the things that we see that they're going to be brought into this country for, of course, is to bolster the Democratic Party.
[00:04:00.043 --> 00:04:04.226]  And we see Joe Biden saying now that voter ID laws are racist.
[00:04:04.286 --> 00:04:06.848]  They're an attempt to repress minority voting.
[00:04:07.368 --> 00:04:11.131]  This is a story from CBS News, and listen to the way they cover it.
[00:04:11.451 --> 00:04:28.810]  They say Vice President Joe Biden urged a gathering of civil rights leaders on Thursday to fight back against Republican-led attempts to restrict voting rights, calling the push for voter ID requirements an attempt to repress minority voting, masquerading as an attempt to end corruption.
[00:04:29.671 --> 00:04:34.172]  You don't have voting rights if you're not a citizen, but of course they would like to change this.
[00:04:34.732 --> 00:04:50.597]  They want to say that it's racist to have voter ID in Texas and North Carolina when they have the same laws in northern states and Indiana has exactly the same laws that they are now trying to, the Department of Justice under Eric Holder, is now trying to say is racist and needs to be shut down.
[00:04:50.637 --> 00:04:51.137]  But of course
[00:04:51.917 --> 00:04:53.438]  You have to have I.D.
[00:04:53.538 --> 00:04:54.838]  if you're going to do a lot of things.
[00:04:54.878 --> 00:04:59.020]  Maybe we could just stop I.D.ing people on the streets for absolutely no reason.
[00:04:59.480 --> 00:05:02.442]  Maybe we could stop I.D.ing people in the airports.
[00:05:02.542 --> 00:05:04.002]  Maybe we could stop T.S.A.
[00:05:04.042 --> 00:05:05.483]  from sticking their hands down our pants.
[00:05:05.523 --> 00:05:10.505]  But, of course, that's going on, but in the voting booth, we should have no I.D.
[00:05:10.565 --> 00:05:10.885]  at all.
[00:05:11.426 --> 00:05:12.806]  Now, of course, they also I.D.
[00:05:12.846 --> 00:05:16.608]  people when they get on Obamacare, but that's not working out too well right now.
[00:05:17.128 --> 00:05:24.473]  The GAO has just launched an Obamacare sting operation and almost all the fake insurance applicants were approved.
[00:05:24.513 --> 00:05:26.635]  Now this is a story from National Journal.
[00:05:26.975 --> 00:05:34.700]  They point out that an undercover operation found the majority of fake Obamacare applications submitted were approved by the health law's enrollment system.
[00:05:34.720 --> 00:05:38.022]  They say the eligibility verification system isn't working.
[00:05:38.162 --> 00:05:40.964]  Well, what about Obamacare is working?
[00:05:41.324 --> 00:05:42.205]  This is what they found.
[00:05:42.585 --> 00:05:43.426]  Fake applicants
[00:05:43.686 --> 00:05:49.935]  We're able to get subsidized insurance coverage in 11 of 18 attempts according to the report from the Government Accountability Office.
[00:05:49.955 --> 00:05:51.217]  That's a non-partisan group.
[00:05:51.677 --> 00:05:58.867]  They say the agency conducted the sting operation to test the strength of the Affordable Care Act's eligibility verification requirement.
[00:05:59.468 --> 00:06:04.030]  But I guess maybe it really wasn't racist because they really didn't look at the IDs, right?
[00:06:04.070 --> 00:06:05.230]  They just let him go through.
[00:06:05.290 --> 00:06:07.711]  So that's how I guess he gets his pass from that.
[00:06:08.311 --> 00:06:16.534]  We should understand that what's happening in this country with the Cloward and Piven strategy is of course socialism at the bottom and fascism at the top.
[00:06:17.194 --> 00:06:22.136]  One story that illustrates that I think better than anything else is this story from Organic Prepper.
[00:06:22.836 --> 00:06:34.065]  They say the Department of Agriculture in Michigan has forced a co-op farm there to dump 248 gallons of organic milk and to break 1,200 free-range eggs.
[00:06:34.105 --> 00:06:38.869]  And, of course, an undisclosed amount of fresh cream, butter and cheese was also destroyed.
[00:06:39.750 --> 00:06:56.961]  They point out in this article from OrganicPrepper.ca, the state of Michigan decided to direct its resources towards cracking down on a small food co-op in Standish, Michigan, for having the audacity to provide milk, butter, cream, and eggs to people who bought shares in the organic dairy.
[00:06:57.421 --> 00:06:59.363]  Now, listen to what they did with the eggs.
[00:06:59.403 --> 00:07:08.829]  They said they had 100 dozen eggs, and they required those 1,200 eggs to be broken individually while they watched and inspected it.
[00:07:09.269 --> 00:07:14.412]  They also required that the 248 gallons of milk had to be dumped with a sprayer.
[00:07:14.572 --> 00:07:18.135]  And of course, they had Michigan Department of Agriculture people witnessing that.
[00:07:18.715 --> 00:07:22.077]  What they're claiming is that they were selling food without a license.
[00:07:22.718 --> 00:07:28.601]  However, the farm is a co-op and people have shares, so they basically came in with their regulators and said,
[00:07:29.582 --> 00:07:33.323]  Your shares don't match our definition of what they should be.
[00:07:34.084 --> 00:07:44.107]  And they ask in this article here, they said, what is wrong with the world when real farming is treated like a crime and fresh food is treated like crystal meth?
[00:07:44.867 --> 00:07:48.208]  Now, of course, what's behind this is protecting Big Agra.
[00:07:48.649 --> 00:07:52.290]  And the way they do that is they make it difficult for small farms to compete.
[00:07:52.330 --> 00:07:53.851]  They try to drive them out of business.
[00:07:54.331 --> 00:07:57.712]  We saw this first in the dairy-producing states that were real big about that.
[00:07:57.852 --> 00:08:00.053]  Wisconsin, they came after raw milk farmers.
[00:08:00.093 --> 00:08:03.834]  But now, Michigan has made this a fine art.
[00:08:03.914 --> 00:08:08.196]  They're going after hog farmers, everyone who's a small, organic farmer.
[00:08:08.576 --> 00:08:12.638]  We've seen the same thing happen in Hugo Chavez's socialist Venezuela, of course.
[00:08:13.098 --> 00:08:26.071]  There the bankers got 700% return on their investment, while the people that he was supposedly protecting with socialism, while the people are now having to leave the country to get water, medicine, and of course, food.
[00:08:26.692 --> 00:08:28.994]  Now there's an interesting turn of events in the Ukraine today.
[00:08:29.835 --> 00:08:30.435]  The U.S.
[00:08:30.515 --> 00:08:34.957]  government has been making its case to go after Russia on social media.
[00:08:35.778 --> 00:08:48.684]  And we have on social media now a YouTube video that was put up one month ago that purportedly shows Ukrainian fighter jets hiding behind a passenger plane, pulling away, dropping bombs, and then hiding behind the plane once again.
[00:08:49.324 --> 00:09:06.138]  Now whether or not this video is true or not, we don't know if this is propaganda, we don't know if it's purely a coincidence, if the date has been changed, but of course they're talking about how this is a threat, how it was set up to essentially provoke an attack on a civilian jetliner.
[00:09:06.858 --> 00:09:13.620]  That's the problem with using social media to make your case as to what happened, to investigate this.
[00:09:13.940 --> 00:09:17.322]  But of course, that's the only data that we get from the American government.
[00:09:17.682 --> 00:09:21.843]  We've seen some radar information as well as some satellite imagery from the Russian side.
[00:09:22.123 --> 00:09:27.665]  We have not seen it from the U.S., merely assurances that they've seen everything and they know exactly what's happening.
[00:09:28.085 --> 00:09:32.367]  Well, a lot of people are not happy with that, not just in the U.S., but of course abroad as well.
[00:09:32.927 --> 00:09:48.557]  It appears, according to an economist, Jim Willey, he's a financial analyst actually, he thinks that what's behind all the NSA spying is Germany being upset with the way they're being pushed around by the American government and possibly looking to join the BRICS.
[00:09:49.457 --> 00:09:54.399]  Now, he claims that Germany is preparing to ditch the unipolar system that's backed by NATO and the U.S.
[00:09:54.519 --> 00:09:56.359]  in favor of joining the BRICS.
[00:09:56.439 --> 00:10:00.101]  Now, of course, the BRICS are Brazil, Russia, India, China, and South Africa.
[00:10:00.621 --> 00:10:10.124]  He says he thinks that they're looking for details with the NSA spying on Germany, that they're looking for details for a secret movement in Germany to get away from the dollar and to join the BRICS.
[00:10:10.204 --> 00:10:14.526]  And, of course, we point out in this article by Paul Joseph Watson earlier this month,
[00:10:15.006 --> 00:10:25.796]  The BRICS nations announced the creation of a new $100 billion anti-dollar alternative IMF bank to be based in Shanghai and chaired by Moscow.
[00:10:26.436 --> 00:10:29.299]  Now, of course, we all know how devastating it will be for the U.S.
[00:10:29.359 --> 00:10:35.344]  economy if they abandon the petrodollar, but Jim Willie points out another big, big consequence.
[00:10:35.384 --> 00:10:36.545]  He says, the U.S.
[00:10:36.605 --> 00:10:39.068]  is basically telling Europe, you have two choices here.
[00:10:39.648 --> 00:10:43.030]  Join with us in a war against Russia, with sanctions against Russia.
[00:10:43.110 --> 00:10:51.373]  Join with us in constant war and conflicts, isolation, destruction to your economy, denial of your energy supply, removal of contracts.
[00:10:51.413 --> 00:10:56.196]  Join with us in this war and in sanctions because we would like to keep the dollar regime going.
[00:10:56.236 --> 00:10:58.777]  And he says they're getting really tired of being pushed around.
[00:10:58.817 --> 00:10:59.877]  He says we're pushing Germany.
[00:11:00.077 --> 00:11:03.439]  He said don't worry about France, don't worry about England, but worry about Germany.
[00:11:03.479 --> 00:11:07.501]  They have 3,000 companies who are doing active business right now.
[00:11:08.061 --> 00:11:11.303]  And they are not going to join the sanctions period.
[00:11:11.383 --> 00:11:20.287]  So the day that they abandon the dollar as a standard is a day that we're going to radically, radically see our lives changed here in this country.
[00:11:20.327 --> 00:11:22.568]  We're going to see massive economic hardship.
[00:11:23.008 --> 00:11:24.569]  We'll stay with us right after the break.
[00:11:24.609 --> 00:11:26.670]  We're going to have a story I think you might find interesting.
[00:11:26.690 --> 00:11:28.491]  Remember those old-fashioned things called parents?
[00:11:29.091 --> 00:11:33.733]  Well, the Feds are now looking to deploy robots as personal trainers.
[00:11:34.114 --> 00:11:34.794]  We'll be right back.
[00:11:36.781 --> 00:11:40.582]  City of Austin tap water versus filtered City of Austin tap water.
[00:11:41.002 --> 00:11:42.223]  I didn't like taste dirt in it.
[00:11:42.263 --> 00:11:43.503]  God knows what's in this.
[00:11:43.543 --> 00:11:44.523]  This has an aftertaste.
[00:11:44.563 --> 00:11:46.144]  Tastes like Austin water?
[00:11:46.404 --> 00:11:47.244]  Yeah, it does.
[00:11:47.304 --> 00:11:51.465]  These people just sampled City of Austin tap water straight from the faucet.
[00:11:51.805 --> 00:11:57.827]  Next, we had them try a sample of tap water filtered with a ProPure G2.0 filtration system.
[00:11:58.047 --> 00:11:58.768]  I call it H2O.
[00:11:58.788 --> 00:12:00.328]  That one is better.
[00:12:00.408 --> 00:12:01.388]  Tastes like nothing.
[00:12:01.568 --> 00:12:03.069]  Yep, I know what good water tastes like.
[00:12:03.129 --> 00:12:03.649]  It's good water.
[00:12:03.749 --> 00:12:12.297]  Most tap water contains added substances like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:12:12.698 --> 00:12:20.205]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lower IQ, and even cancer.
[00:12:20.465 --> 00:12:22.988]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:12:23.528 --> 00:12:25.891]  Yeah, there's that processed flavor to it.
[00:12:26.232 --> 00:12:35.804]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh tasting, deliciously clean water.
[00:12:35.824 --> 00:12:37.566]  Okay, this is very tasty.
[00:12:37.646 --> 00:12:38.347]  It's good water.
[00:12:39.022 --> 00:12:39.443]  Refreshing.
[00:12:39.903 --> 00:12:40.243]  It's good.
[00:12:40.784 --> 00:12:43.126]  Go to InfoWarsStore.com today.
[00:12:43.526 --> 00:12:47.350]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:12:47.871 --> 00:12:51.174]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:12:56.513 --> 00:12:59.434]  This is Alex Jones for InfoWarsLife.com.
[00:12:59.574 --> 00:13:01.534]  The latest in preparedness is now here.
[00:13:01.734 --> 00:13:07.716]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:13:07.896 --> 00:13:12.897]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:13:12.997 --> 00:13:17.698]  The new InfoWars Life silver bullet colloidal silver is the answer for you and your family.
[00:13:17.878 --> 00:13:22.379]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:13:22.679 --> 00:13:31.085]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[00:13:31.285 --> 00:13:33.246]  This is not a low-grade formula.
[00:13:33.426 --> 00:13:44.554]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[00:13:44.614 --> 00:13:52.039]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today.
[00:13:52.699 --> 00:13:58.023]  Welcome back.
[00:13:58.644 --> 00:14:02.947]  Now, government is always looking for ways to extend its control and influence over children.
[00:14:02.967 --> 00:14:06.669]  Of course, Aristotle and Plato wanted to get rid of parents altogether.
[00:14:07.430 --> 00:14:17.157]  Now, the federal government, giving a grant to Yale University, has come up with a novel approach, and that is a $10 million grant to use robots as personal trainers.
[00:14:17.617 --> 00:14:19.298]  And they're talking about deploying them.
[00:14:19.318 --> 00:14:21.020]  That's the kind of language that they're using.
[00:14:21.320 --> 00:14:31.248]  The National Science Foundation has committed ten million dollars to build robots that will act as, quote, personal trainers, unquote, for children in an effort to influence their behavior and their eating habits.
[00:14:31.648 --> 00:14:34.410]  They say robots helping kids is the name of the project.
[00:14:34.430 --> 00:14:40.135]  They will ultimately deploy robots into homes and schools to teach English as a second language.
[00:14:40.155 --> 00:14:42.577]  That's one of the examples that they gave, and of course we've talked about how
[00:14:43.197 --> 00:14:50.661]  One of the reasons that they're pulling in all these young children from Central and South America is that they would love to have absolute influence over them.
[00:14:51.022 --> 00:15:00.627]  Children with no parents or with maybe just one parent at home, while she's working at McDonald's, of course, they could have the robot teaching them English and doing other things.
[00:15:00.747 --> 00:15:05.050]  As the director pointed out, he said, just like a good personal trainer,
[00:15:05.490 --> 00:15:09.893]  We want robots to be able to guide the children toward a behavior that we desire.
[00:15:09.993 --> 00:15:10.834]  That we desire.
[00:15:10.854 --> 00:15:11.794]  Who would that we be?
[00:15:11.834 --> 00:15:12.795]  Would that be the parents?
[00:15:12.815 --> 00:15:14.036]  Or would that be the government?
[00:15:14.056 --> 00:15:24.463]  Of course, they say the need for this technology is driven by, and this is another quote from their study, driven by critical societal problems that require sustained personalized support.
[00:15:25.083 --> 00:15:28.586]  Supplementing the efforts of educators, parents and clinicians.
[00:15:28.646 --> 00:15:29.807]  See where they put parents in there?
[00:15:29.847 --> 00:15:35.631]  They're kind of sandwiched in between the government school teachers and the psychiatrists they put in.
[00:15:36.071 --> 00:15:43.116]  They say they want to build a healthy relationship of trust and respect between the child and the robot.
[00:15:43.557 --> 00:15:48.440]  And of course between the government that is supplying and programming that robot as well.
[00:15:49.341 --> 00:15:51.943]  Now, they had a close call at the Senate today.
[00:15:51.963 --> 00:15:55.385]  You know, we all know how difficult it is to de-louse Congress.
[00:15:55.425 --> 00:15:56.626]  Well, we got an example of that.
[00:15:56.906 --> 00:16:01.589]  The Senate undergoes an emergency cleaning after a woman drags in bed bugs.
[00:16:01.609 --> 00:16:05.071]  This is a woman who, I guess you could say she was attempting to bug the Senate.
[00:16:05.512 --> 00:16:09.895]  But she was standing in line, and people in line to get into the Senate saw
[00:16:10.515 --> 00:16:12.936]  Bugs physically climbing over this woman.
[00:16:12.956 --> 00:16:16.177]  They alerted people and they went into lockdown.
[00:16:16.277 --> 00:16:19.677]  As they said, we've been on high alert all day for these creatures.
[00:16:19.738 --> 00:16:23.819]  People are pretty much on lockdown and they're scared to leave their offices.
[00:16:23.839 --> 00:16:32.461]  Well, it's interesting, isn't it, that they're not that scared about disease and pestilence coming across the border, even though we've had a lot of reports of that by border agents.
[00:16:32.861 --> 00:16:40.043]  We keep seeing the government as well as the mainstream media that is controlled by the government or working with the government telling us it's not really
[00:16:40.063 --> 00:16:41.474]  Anything that we need to worry about.
[00:16:42.540 --> 00:16:46.901]  Wouldn't they be as concerned, or shouldn't they be as concerned, if it was a real bug?
[00:16:47.282 --> 00:16:49.762]  You know, not just, we joked about bugging the Senate.
[00:16:49.782 --> 00:16:51.723]  Well, what about bugging you?
[00:16:52.103 --> 00:16:53.984]  What about putting electronic bugs in it?
[00:16:54.024 --> 00:16:55.124]  Shouldn't you react that way?
[00:16:55.184 --> 00:16:56.385]  Shouldn't you go into lockdown?
[00:16:56.405 --> 00:16:58.445]  Shouldn't you panic to try to get rid of those?
[00:16:58.505 --> 00:17:06.368]  Because it is very difficult to get rid of those types of things, the kind of police state surveillance, the kind of tyranny that we see.
[00:17:06.688 --> 00:17:11.810]  That's just as difficult to get rid of as bed bugs once it gets established in an area.
[00:17:13.083 --> 00:17:24.749]  Now we also see in another story today on Infowars.com, Steve Watson reports, a leaked document shows that facts and evidence are not considered when adding Americans to a terror watch list.
[00:17:24.789 --> 00:17:33.853]  He says a newly leaked government document reveals that agencies like the NSA, CIA, FBI do not require or seek, quote, concrete facts, unquote.
[00:17:34.313 --> 00:17:39.215]  Or irrefutable evidence, unquote, that someone is a terrorist before adding them to official watch lists.
[00:17:39.655 --> 00:17:45.617]  This is a document that was made public by the website that Glenn Greenwald has created, The Intercept.
[00:17:46.197 --> 00:17:59.162]  And they say this effectively gives single federal officials the unilateral authority to flag entire categories of people that the government is tracking onto special elevated watch lists for extra security.
[00:17:59.662 --> 00:18:06.884]  The power to carry this action out is vested in the assistant to the President for Homeland Security and Counterterrorism.
[00:18:07.224 --> 00:18:12.625]  And they point out this is a position that does not require Senate confirmation.
[00:18:13.325 --> 00:18:16.166]  This is very devastating to be put on a watch list.
[00:18:16.186 --> 00:18:26.348]  Of course, one of the first things that we did when I came here to InfoWars, one of the first stories that I covered was Wade Hicks, who was stranded in Hawaii as he was trying to travel to Japan.
[00:18:27.208 --> 00:18:28.629]  And we covered that story in depth.
[00:18:28.669 --> 00:18:35.115]  He was put on the watch list, on the no-fly list, and there was never any explanation given as to why he was put on that list.
[00:18:35.175 --> 00:18:37.657]  He was never told that he was taken off of the list.
[00:18:37.697 --> 00:18:41.820]  He was merely told that he could fly again after being stranded in Hawaii.
[00:18:41.860 --> 00:18:44.682]  And, of course, he had been vetted by the TSA.
[00:18:44.782 --> 00:18:48.505]  He also was flying on a military plane to go see his wife in Japan.
[00:18:49.346 --> 00:18:50.987]  And this happens to people all the time.
[00:18:51.027 --> 00:18:52.007]  Children are put on the list.
[00:18:52.107 --> 00:19:01.790]  Many times people who are trying to get a home, if they find out that they're on a no-fly list, they will not be allowed to actually go through and get a loan.
[00:19:01.830 --> 00:19:05.612]  That's what I was told when I was getting my home loan by the loan originator.
[00:19:05.632 --> 00:19:14.935]  The only time they ever had to drop anybody was when they found that they were on the no-fly list and said, it's very frustrating for the guy because he couldn't figure out why he was on there and he couldn't get any response.
[00:19:15.615 --> 00:19:17.376]  That's exactly the problem.
[00:19:17.516 --> 00:19:19.357]  They never tell you why you're put on.
[00:19:19.578 --> 00:19:20.778]  They won't tell you if you're taken off.
[00:19:21.139 --> 00:19:26.122]  And of course, as we now know, they can put people on for any reason or no reason at all.
[00:19:27.103 --> 00:19:36.409]  Now another story that came out today as the fundraiser in chief was traveling through California was that a woman in labor was being held up by the police as they blocked off the road.
[00:19:36.429 --> 00:19:39.791]  She could not cross the street to get to the hospital.
[00:19:40.271 --> 00:19:42.032]  And people were saying that she was in labor.
[00:19:42.072 --> 00:19:43.794]  This is the top of drudge today.
[00:19:44.614 --> 00:19:49.797]  Now, witnesses said that the woman who was sitting at a bus stop bench across from the hospital appeared to be in labor.
[00:19:50.317 --> 00:19:56.340]  But sources told NBC News on Thursday that the woman didn't tell officers she was in labor and did not request medical attention.
[00:19:56.741 --> 00:19:58.542]  Not that it would have done her much good.
[00:19:58.662 --> 00:20:04.165]  Listen to what the officer said when the NBC reporter went over and got this video on his phone.
[00:20:05.174 --> 00:20:07.719]  Sergeant, can you tell me what's going to happen with the pregnant lady across the street?
[00:20:08.540 --> 00:20:09.482]  As soon as we can.
[00:20:09.522 --> 00:20:13.989]  Looks like the motorcade is coming through right about now, so we'll be able to open it up for traffic.
[00:20:15.512 --> 00:20:18.397]  First thing we'll try to get through will be an ambulance, but I can't guarantee.
[00:20:19.281 --> 00:20:20.022]  Now, did you catch that?
[00:20:20.322 --> 00:20:22.624]  He said, we'll try to do what we can, but we can't guarantee it.
[00:20:23.424 --> 00:20:28.989]  Callous disregard for the citizens of the town as the fundraiser in chief is going to go by.
[00:20:29.509 --> 00:20:31.371]  Of course, it's the emperor that's important.
[00:20:31.411 --> 00:20:34.273]  The rest of us are just serfs to be cast to the side.
[00:20:34.753 --> 00:20:37.456]  At least one city, as reported yesterday, has had enough.
[00:20:37.996 --> 00:20:43.681]  Obama has gone there several times for fundraisers and they said, we're not going to pay the security bill anymore.
[00:20:44.241 --> 00:20:49.125]  Now, of course, one of the ways that politicians do fundraising is by selling their books.
[00:20:49.165 --> 00:20:51.026]  That's what Hillary Clinton is doing right now.
[00:20:51.527 --> 00:21:01.895]  Now, Paul Ryan, one of the leaders of the GOP, wanted to do the same thing, but he requested permission from the FEC, from the Federal Elections Commission.
[00:21:02.295 --> 00:21:06.539]  He asked them for permission back on July 3rd if he could buy his own book.
[00:21:07.259 --> 00:21:08.520]  They reported U.S.
[00:21:08.600 --> 00:21:14.202]  Representative Paul Ryan is asking the FEC for permission to buy his own book with his campaign funds.
[00:21:14.523 --> 00:21:24.767]  They want to use the campaign funds and PAC funds to purchase copies of the book from the publisher in bulk and distribute the work to supporters and contributors according to the request.
[00:21:24.868 --> 00:21:33.652]  Now, what happened today was the FEC came back and they said basically he could do that, but they put some arbitrary restrictions on him.
[00:21:34.272 --> 00:21:42.595]  To which the Republican chair of the Federal Elections Commission said, this is a very, very dangerous precedent.
[00:21:42.655 --> 00:21:50.758]  And of course, now this story today from Communities Digital News said, caught in the act, FEC will hobble the sails of the new Paul Ryan book.
[00:21:50.778 --> 00:21:51.338]  And they point out,
[00:21:51.798 --> 00:22:05.422]  That Democrats and the FEC, and of course it split three Democrats, three Republicans, the chair is a Republican, but the Democrats managed to get a fourth vote and they imposed restrictions on Paul Ryan's publisher regarding promotion and sale of his upcoming book.
[00:22:05.462 --> 00:22:16.526]  Now the current chair, Republican Lee Goodman, said he wanted the FEC to affirm that the book and its publishers are exempt from FEC regulation under what's known as the media exemption.
[00:22:16.886 --> 00:22:27.889]  The same exemption that typically lets newspaper editorials, television channels, and other outlets say whatever they want about political figures without worrying about campaign finance laws.
[00:22:28.650 --> 00:22:30.150]  Do you think that might be important?
[00:22:30.170 --> 00:22:34.532]  That we could say whatever we want to in the press in terms of covering political candidates?
[00:22:35.072 --> 00:22:37.593]  That is the essence of the First Amendment.
[00:22:37.613 --> 00:22:41.454]  The First Amendment was not there to merely protect our artistic freedom.
[00:22:41.774 --> 00:22:45.075]  It's really primarily there to protect our political freedom.
[00:22:45.575 --> 00:22:49.457]  It's there to recognize what we possess as human beings.
[00:22:49.537 --> 00:22:53.018]  As the Declaration of Independence pointed out, we possess these rights as human beings.
[00:22:53.058 --> 00:22:54.459]  We're endowed by our Creator with them.
[00:22:54.859 --> 00:23:00.861]  And these were prohibitions that were put on the federal government in the First Amendment, particularly political speech.
[00:23:00.901 --> 00:23:02.182]  But the interesting thing about this...
[00:23:02.842 --> 00:23:06.124]  Is that even though he's speaking out against this, he voted for it.
[00:23:06.584 --> 00:23:08.445]  It passed six to nothing.
[00:23:08.946 --> 00:23:23.555]  Now, in other analysis of this, they said that the FEC Commissioner, Ellen Weintraub, also ruled that while Ryan can have his campaign and PAC buy the books to give out, the promotion of his websites had to be limited to just two sentences.
[00:23:24.555 --> 00:23:39.207]  And they went on to ask, they said, there haven't been any restrictions put on Hillary Clinton's book promotion, nor have the Clinton's online promotional efforts for the book been limited to just two sentences, which is clearly an arbitrary number.
[00:23:40.268 --> 00:23:51.151]  This is the dangerous thing, and this shows how dangerous the Republicans are, how spineless and cowardly they are when they go and ask for permission for something that is a fundamental right.
[00:23:51.712 --> 00:23:55.773]  They turn that into a privilege, not only for themselves, but for us.
[00:23:56.673 --> 00:24:05.236]  The Republicans in Congress as well as the Democrats in Congress have abdicated their authority as well as their responsibility to pass legislation.
