[00:00:01.522 --> 00:00:04.387]  Coast to Coast, direct from Austin.
[00:04:36.596 --> 00:04:50.764]  And again, it can take up to 21 days for people to show symptoms of Ebola, and yet the CDC has given the all-clear to send this individual back to work as a nursing assistant.
[00:04:51.764 --> 00:04:53.566]  Absolutely unbelievable.
[00:04:54.007 --> 00:04:55.649]  And that's just the tip of the spear.
[00:04:56.089 --> 00:04:57.571]  We're going to get more into Ebola.
[00:04:57.591 --> 00:04:59.573]  We're going to cover some police state news later as well.
[00:04:59.994 --> 00:05:01.415]  Robert, David Steele coming up.
[00:05:01.475 --> 00:05:02.777]  David Nye in studio.
[00:05:03.137 --> 00:05:03.918]  Jam Pack Show.
[00:05:04.058 --> 00:05:05.980]  It's the Alex Jones Show live.
[00:05:06.441 --> 00:05:07.983]  Infowars.com.
[00:05:08.043 --> 00:05:08.744]  Keep it locked in.
[00:05:10.086 --> 00:05:11.107]  DNA Force.
[00:05:11.147 --> 00:05:14.349]  When cells become toxic, they die early and aging sets in.
[00:05:14.429 --> 00:05:15.470]  DNA Force.
[00:05:15.590 --> 00:05:23.636]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:23.756 --> 00:05:28.799]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:05:28.839 --> 00:05:29.840]  DNA Force.
[00:05:29.880 --> 00:05:31.721]  We now have the synergistic solution.
[00:05:31.861 --> 00:05:36.224]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:05:36.245 --> 00:05:36.885]  DNA Force.
[00:05:40.273 --> 00:05:43.775]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:43.915 --> 00:05:47.897]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:05:48.197 --> 00:05:49.657]  Can you put two and two together?
[00:05:49.977 --> 00:05:57.561]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:05:57.841 --> 00:05:58.681]  But for how long?
[00:05:58.982 --> 00:06:05.244]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:06:05.625 --> 00:06:08.426]  Infidel Body Armor just won't quit.
[00:06:10.265 --> 00:06:16.330]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forklift situation?
[00:06:16.350 --> 00:06:19.692]  The police are shoving people, shoving Alex, shoving the crowd.
[00:06:19.712 --> 00:06:21.394]  Here we go, folks, I'm being assaulted!
[00:06:21.454 --> 00:06:27.698]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:06:27.818 --> 00:06:33.723]  Is this another false flag stage attack to take our civil liberties and put more homeless in security by sticking our hands down on the streets?
[00:06:33.863 --> 00:06:37.625]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:06:37.805 --> 00:06:40.727]  And that's what PrisonPlanet.TV is designed to do.
[00:06:40.767 --> 00:06:48.892]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:06:49.172 --> 00:06:51.213]  What we see now is a war against reality.
[00:06:51.273 --> 00:06:52.314]  It's a war against the truth.
[00:06:52.674 --> 00:07:01.423]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:07:01.623 --> 00:07:04.066]  Visit InfoWarsNews.com today.
[00:07:04.286 --> 00:07:08.571]  Become a member, share your membership, and help take the info war to the next level.
[00:07:09.935 --> 00:07:11.856]  I've always believed in nutrition and herbs.
[00:07:12.176 --> 00:07:20.099]  Super Male Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[00:07:20.199 --> 00:07:27.502]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[00:07:27.762 --> 00:07:32.024]  I just received my Male Vitality about three days ago, and I must say, that is some good stuff.
[00:07:32.344 --> 00:07:42.529]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[00:07:42.989 --> 00:07:49.153]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:07:49.473 --> 00:07:51.714]  I jump out of bed ready to fight these criminals every day.
[00:07:51.834 --> 00:07:55.696]  I look forward to waking up and taking my super male vitality and getting the day started.
[00:07:55.856 --> 00:07:57.458]  It's not just the super male vitality.
[00:07:57.798 --> 00:08:01.742]  All the products in InfoWarsLife.com are simply amazing.
[00:08:01.962 --> 00:08:08.909]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[00:08:20.248 --> 00:08:22.430]  Waging war on corruption.
[00:08:22.890 --> 00:08:24.251]  It's Alex Jones.
[00:08:32.935 --> 00:08:35.137]  We're back live on the Alex Jones Show.
[00:08:35.177 --> 00:08:37.559]  Paul Joseph Watson filling in for Alex.
[00:08:38.279 --> 00:08:40.221]  Now we're going to go to a CNN clip.
[00:08:40.381 --> 00:08:47.326]  Let's just preface this with a quote from Josh Earnest, the White House Press Secretary, on the subject of Ebola.
[00:08:47.367 --> 00:08:49.869]  He said, quote, there is a very sophisticated...
[00:08:50.589 --> 00:08:54.993]  Multilayered screening system in place to ensure that the travelling public is safe.
[00:08:55.413 --> 00:09:04.221]  That's the White House Press Secretary, Josh Earnest, a couple of days ago, talking about the preparations that they're making for Ebola.
[00:09:04.321 --> 00:09:08.525]  Of course, they've refused to shut down any flights coming in from West Africa.
[00:09:08.925 --> 00:09:12.549]  Now we're going to have customs agents, the same people that rifle through your bags,
[00:09:13.129 --> 00:09:19.472]  Supposedly screening for Ebola in airports even though technically that can be sidestepped.
[00:09:19.552 --> 00:09:23.854]  You can take ibuprofen and not register as having a high fever.
[00:09:24.314 --> 00:09:26.735]  So it is indeed completely useless.
[00:09:26.815 --> 00:09:30.457]  Obama's new airport screening plan uses customs agents to spot Ebola.
[00:09:31.397 --> 00:09:45.243]  So Josh Earnest, the White House Press Secretary, ensures us that the travelling public is safe because now they've got these measures in place to catch Ebola at the border before it arrives in the United States at the airport.
[00:09:46.044 --> 00:09:51.906]  Which is not the experience of CNN reporters who travelled through Atlanta airport last week.
[00:09:51.946 --> 00:09:53.327]  Let's go ahead and roll that clip.
[00:09:53.661 --> 00:09:58.886]  I expected that they were going to take my temperature, they were going to ask me lots of questions, but they didn't.
[00:09:58.986 --> 00:10:14.140]  I said, I'm a journalist, I've come back from Liberia, I was covering Ebola, and the gentleman who was helping me, the officer, he started to hand my passport back and say, welcome home, but instead he said, oh wait a second, I got an email about passengers like you, hold on a second.
[00:10:14.400 --> 00:10:20.964]  And he went and conferred with someone, and he didn't know, and they conferred with someone else, and in the end, he said, you need to watch yourself for signs of Ebola.
[00:10:21.265 --> 00:10:22.706]  And I said, well, what am I watching for?
[00:10:22.746 --> 00:10:23.566]  And he couldn't tell me.
[00:10:23.966 --> 00:10:30.551]  Now, as if that weren't bad enough, Robin, I was traveling with two colleagues, a photojournalist and a producer, and they weren't told anything.
[00:10:30.791 --> 00:10:33.413]  And they also said that they were journalists who'd been covering Ebola.
[00:10:33.433 --> 00:10:37.295]  So we were all kind of shocked and pretty horrified at the lack of screening in U.S.
[00:10:37.375 --> 00:10:37.856]  airports.
[00:10:37.916 --> 00:10:40.537]  But, you know, as we've been talking about, that may be changing.
[00:10:40.577 --> 00:10:43.860]  They may be doing more to screen passengers who are coming in from West Africa.
[00:10:44.360 --> 00:10:44.456]  Yeah.
[00:10:45.069 --> 00:10:52.030]  So again, that's a CNN reporter and a couple of her colleagues basically saying that she went through the airport in Atlanta.
[00:10:52.731 --> 00:10:54.571]  They barely even asked her any questions.
[00:10:54.611 --> 00:10:56.511]  They said, oh yeah, we got an email about it.
[00:10:56.851 --> 00:10:58.172]  We might want to ask you about that.
[00:10:58.212 --> 00:11:00.432]  But, you know, nothing happened.
[00:11:01.012 --> 00:11:08.354]  And again, we go back to the fact that people can take painkillers, ibuprofen, to fool these temperature detectors anyway.
[00:11:08.794 --> 00:11:14.135]  So the threat of Ebola tourism, as was rumored in the case of Patient Zero,
[00:11:14.835 --> 00:11:16.376]  Very much remains in place.
[00:11:16.897 --> 00:11:22.582]  So the White House again has refused to shut down any air travel, any air flights coming in from West Africa.
[00:11:23.222 --> 00:11:32.611]  And now the CDC has gone one step further in its complete insanity and its response to this Ebola crisis with this story out of the Daily Mail.
[00:11:32.991 --> 00:11:41.398]  Dallas Ebola victim's stepdaughter who took him to hospital as he was vomiting wildly is given all clear to return to work as a nursing assistant.
[00:11:42.139 --> 00:11:52.085]  The stepdaughter of Texas Ebola victim Thomas Duncan, who called 911 and rode in the ambulance with the man she calls Daddy, has been told she can return to work.
[00:11:52.545 --> 00:12:04.312]  Miss Jaller, whose contact with Mr Duncan, who remains in a critical condition, was far more intimate and prolonged than that of her husband, told Mail Online on Monday, the CDC came yesterday.
[00:12:04.512 --> 00:12:08.014]  They said I can go back to work, but I do not know what I will do.
[00:12:08.154 --> 00:12:09.235]  I will not go back yet.
[00:12:10.103 --> 00:12:21.509]  Doctors say that no one is at risk of catching the virus unless they come into contact with a sufferer who is exhibiting symptoms, which, as we'll get onto in a moment, is apparently not the case.
[00:12:21.549 --> 00:12:30.893]  A New York Times article from 2000 suggests that even people who aren't exhibiting symptoms of Ebola can infect other individuals.
[00:12:31.834 --> 00:12:33.475]  And again, going back to this family,
[00:12:34.415 --> 00:12:52.473]  When they were holed up in the Dallas apartment as the CDC sent unprotected workers to clean up the vomit on the sidewalk, we showed you those pictures a couple of days ago, as they were holed up in there, given no advice by the CDC, and as the family told the media,
[00:12:53.496 --> 00:12:55.097]  They quarantined themselves.
[00:12:55.177 --> 00:12:59.620]  They were not even told initially by the CDC to remain in quarantine.
[00:13:00.220 --> 00:13:07.464]  Later you had armed men show up with guns who had to keep them in quarantine because basically they were given no information whatsoever.
[00:13:07.904 --> 00:13:15.689]  So now the CDC has told the stepdaughter of the Ebola victim that she can go back to work as a nursing assistant.
[00:13:16.974 --> 00:13:21.337]  The potential for her to infect other people is vast, working in that environment.
[00:13:21.377 --> 00:13:38.730]  In fact, we had the founder of Ebola just yesterday come out and give an interview to The Guardian, in which he said one of the main threats was Indian workers, who are in West Africa at the moment, traveling back to India, working in hospitals and infecting people that way.
[00:13:39.170 --> 00:13:43.433]  So the very discoverer of Ebola, of the Ebola virus back in the 70s,
[00:13:44.534 --> 00:13:49.395]  is warning against this, that you can't send people back to work in hospitals willy-nilly.
[00:13:49.435 --> 00:13:50.996]  There you see apocalyptic scenario.
[00:13:51.456 --> 00:13:55.217]  Discoverer of Ebola virus fears it could mutate.
[00:13:55.917 --> 00:14:07.000]  And he's saying that because it's infecting so many people now, even though it hasn't, to all our knowledge, gone airborne, that it could mutate and go airborne eventually.
[00:14:07.040 --> 00:14:10.221]  And he's saying that basically a lot of these workers, these hospital workers,
[00:14:11.161 --> 00:14:14.764]  In West Africa could go back to India and infect other people.
[00:14:14.884 --> 00:14:31.075]  That doesn't seem to concern the CDC, who have told the stepdaughter of Patient Zero, and this is not out of the onion, this is not a satirical article, this is being reported widely today, that she can go back to work immediately.
[00:14:31.895 --> 00:14:51.449]  As a nursing assistant, even though she was in the ambulance with the Ebola victim, she was handling the vomit, the sweat, the blood-stained sheets of the Ebola victim, and bearing in mind that these symptoms can take up to 21 days to show, and yet the CDC has said that she can go back to work.
[00:14:51.489 --> 00:14:54.751]  She should be in quarantine for at least three weeks.
[00:14:54.872 --> 00:14:58.974]  They should be running numerous tests on her, because as we will see in a moment,
[00:14:59.855 --> 00:15:03.256]  A lot of these tests turn out to be false negatives.
[00:15:03.316 --> 00:15:07.238]  They can test for Ebola and the initial test says that Ebola is not found.
[00:15:07.318 --> 00:15:09.018]  Later tests can confirm it.
[00:15:09.418 --> 00:15:11.839]  So we're going to get into that into a moment.
[00:15:11.879 --> 00:15:26.245]  But the CDC is ordering, not ordering, but suggesting that the stepdaughter of the Ebola victim can return to work even though she could be infected with the virus and just not showing symptoms for the next three weeks.
[00:15:26.285 --> 00:15:27.185]  And this is key because
[00:15:28.430 --> 00:15:35.533]  The New York Times reported back in 2000, some may carry Ebola without showing any symptoms.
[00:15:36.613 --> 00:15:39.534]  This is 14 years ago we knew about this.
[00:15:39.855 --> 00:15:46.517]  The Ebola virus, which has caused deaths from high fever and bleeding in African outbreaks, can also infect without producing illness.
[00:15:47.218 --> 00:15:57.782]  According to a new finding by African and European scientists, the possibility of asymptomatic infection was only suggested in earlier studies they said in last week's issue of The Lancet.
[00:15:58.462 --> 00:16:01.404]  Now they said they documented such infections for the first time.
[00:16:01.444 --> 00:16:12.029]  They found that the Ebola virus could persist in the blood of asymptomatic infected individuals for two weeks after they were first exposed to an infected individual.
[00:16:12.790 --> 00:16:20.774]  So everything we've been told so far by the CDC is that you can't infect anybody else unless you're already showing symptoms.
[00:16:21.494 --> 00:16:29.718]  That has been discounted in this study which was published in the Lancet, a prestigious medical journal, 14 years ago.
[00:16:30.819 --> 00:16:37.602]  And yet this nurse is being sent back to work having had direct contact with patient zero.
[00:16:37.682 --> 00:16:40.744]  There you see the article out of the New York Times.
[00:16:41.684 --> 00:16:43.805]  And then there's this, out of Newsweek.
[00:16:44.526 --> 00:16:49.228]  Why it's important to do multiple tests on suspected Ebola victims before releasing them.
[00:16:50.205 --> 00:16:56.850]  And it gets into the fact that people have been tested for Ebola and the results have come back with a false negative.
[00:16:57.270 --> 00:17:01.554]  They're tested again subsequently and they're found to have the Ebola virus.
[00:17:02.314 --> 00:17:09.560]  So all of these individuals that have been in contact with Patient Zero there in Dallas, we don't know how many have been tested.
[00:17:10.680 --> 00:17:16.943]  We can't really trust the CDC given that they've been so lax on dealing with that family alone.
[00:17:17.003 --> 00:17:21.785]  You know, the vomit stained sidewalks were cleaned up with people without protection.
[00:17:21.805 --> 00:17:31.930]  It took almost a week for an actual properly trained, properly equipped hazmat crew to completely clean and disinfect and sterilize that apartment.
[00:17:33.632 --> 00:17:36.393]  And then we have false negatives.
[00:17:36.433 --> 00:17:49.678]  So people could be being tested for Ebola, it comes back negative, and yet they could still have the virus, and yet they're sending the nurse back to hospital where she could potentially infect hundreds or thousands of other people.
[00:17:50.318 --> 00:17:53.959]  The insanity absolutely knows no bounds.
[00:17:54.619 --> 00:17:56.420]  And then we've got the border situation again.
[00:17:57.856 --> 00:18:16.062]  No interdiction at the border whatsoever, even though, according to this report, government figures indicate that 112 individuals were interdicted illegally crossing into the United States from Guinea, 231 from Liberia, and another 145 from Sierra Leone.
[00:18:16.402 --> 00:18:25.905]  The three Ebola hotspots, the period of these apprehensions was one in which we had a larger Border Patrol presence on the actual border than we do now.
[00:18:26.446 --> 00:18:28.583]  So there were more Border Patrol agents.
[00:18:29.767 --> 00:18:56.023]  in service back then when these figures were recorded now there are less and this doesn't even include all the people who were not interdicted by border patrol agents so god knows how many more hundreds of individuals from Liberia, from Sierra Leone are crossing the US border potentially having been exposed to Ebola and again we have the speculation that patient zero, Duncan
[00:18:56.963 --> 00:19:14.369]  had engaged in what's now being called Ebola tourism because he told his boss that he was traveling to the United States to get treatment having himself been infected with Ebola after taking one of his pregnant family members to hospital in Liberia.
[00:19:14.429 --> 00:19:16.990]  So this could really start a wave.
[00:19:17.030 --> 00:19:18.891]  We had an article a few days ago
[00:19:19.926 --> 00:19:22.187]  There you see boss co-workers of US Ebola patient.
[00:19:22.567 --> 00:19:23.847]  He knew he had Ebola.
[00:19:24.287 --> 00:19:26.408]  US trip was desperate attempt to survive.
[00:19:27.108 --> 00:19:34.870]  So speculation that he boarded the plane simply to get to the US to get treatment because West Africa is of course completely overwhelmed.
[00:19:35.670 --> 00:19:41.292]  He would have likely died or suffered a really long illness without proper treatment.
[00:19:42.585 --> 00:19:44.285]  We're going to get more into that.
[00:19:44.305 --> 00:19:55.428]  We're going to play a clip with a Border Patrol agent who is trying to blow the whistle on Liberians crossing the border in their hundreds, potentially infected with the Ebola virus.
[00:19:55.808 --> 00:20:02.089]  We're also going to talk to Robert David Steele at the top of the next hour about the open source revolution, about Ebola.
[00:20:02.609 --> 00:20:05.510]  David Knight in studio, Anthony Gucciardi also.
[00:20:05.890 --> 00:20:09.071]  This is the Alex Jones Show live, InfoWars.com.
[00:20:09.091 --> 00:20:09.611]  Stay tuned.
[00:20:10.971 --> 00:20:11.711]  Hey, Boomer!
[00:20:11.951 --> 00:20:15.292]  I learned in school today that 60% of our bodies are made of water.
[00:20:15.392 --> 00:20:16.973]  Good thing we have the Berkey System.
[00:20:17.073 --> 00:20:18.833]  It's the cleanest, best water ever.
[00:20:19.013 --> 00:20:24.514]  Mom says it's because the Berkey's filtration system cleans out the bad stuff and leaves only pure, delicious water.
[00:20:24.854 --> 00:20:25.595]  I know, right?
[00:20:25.695 --> 00:20:26.635]  You love it, too!
[00:20:26.995 --> 00:20:28.315]  Yeah, I'm thirsty, too.
[00:20:28.435 --> 00:20:29.336]  Let's go get some.
[00:20:29.456 --> 00:20:31.156]  Get Berkey Clean Water by calling 877-886-3653.
[00:20:31.176 --> 00:20:31.496]  That's 877-886-3653.
[00:20:31.556 --> 00:20:32.376]  Or visit GoBerkey.com.
[00:20:39.898 --> 00:20:40.939]  Hi, this is Ted Anderson.
[00:20:41.019 --> 00:20:45.341]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:20:45.521 --> 00:20:51.125]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:20:51.225 --> 00:20:54.567]  Gold has outperformed paper investments, yet no word about IRAs.
[00:20:54.807 --> 00:20:57.368]  If you would like to have gold for your retirement, call 800-686-2237.
[00:20:57.468 --> 00:21:02.291]  Don't get left behind by rising inflation and low returns.
[00:21:02.431 --> 00:21:02.651]  Call 800-686-2237.
[00:21:02.671 --> 00:21:04.052]  Secure your future and call 1-800-686-2237.
[00:21:09.215 --> 00:21:10.215]  DNA Force.
[00:21:10.255 --> 00:21:13.457]  When cells become toxic, they die early and aging sets in.
[00:21:13.517 --> 00:21:14.557]  DNA Force.
[00:21:14.677 --> 00:21:22.660]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:21:22.780 --> 00:21:27.782]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:21:27.822 --> 00:21:28.822]  DNA Force.
[00:21:28.862 --> 00:21:30.723]  We now have the synergistic solution.
[00:21:30.843 --> 00:21:35.165]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:21:35.185 --> 00:21:35.805]  DNA Force.
[00:21:38.806 --> 00:21:49.273]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[00:21:49.353 --> 00:21:55.437]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:21:55.798 --> 00:21:58.039]  I jump out of bed ready to fight these criminals every day.
[00:21:58.139 --> 00:22:01.181]  I look forward to waking up and taking my super male vitality.
[00:22:01.221 --> 00:22:08.066]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[00:22:08.306 --> 00:22:12.647]  On September 30th, 2014, the first confirmed case of Ebola appeared in the U.S.
[00:22:12.968 --> 00:22:24.972]  This combined with several other unidentified viruses have some of our customers at 30dayfoodsupply.com concerned about the safety of our domestic food supply, resulting in a surge of our $99.90 serving kits.
[00:22:25.332 --> 00:22:35.275]  While we at 30dayfoodsupply.com have no expertise in epidemiology, we are aggressively purchasing raw materials that are currently in stock and we intend to continue to sell
[00:22:35.615 --> 00:22:41.019]  Our 30-day non-GMO emergency food supply for only $99 as long as we can.
[00:22:41.440 --> 00:22:48.545]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low by buying directly from the producers in Oregon and then pass the savings on to you.
[00:22:48.906 --> 00:22:53.469]  Call 541-229-0010 and purchase our 30-day, 90-day serving emergency food supplies for only $99 and $10 ships your entire order to the lower 48.
[00:22:59.694 --> 00:23:05.836]  Visit our website at 30dayfoodsupply.com or call 541-229-0010.
[00:23:05.856 --> 00:23:06.496]  541-229-0010.
[00:23:06.516 --> 00:23:11.918]  Do you lay awake at night and worry about the health and safety of you and your loved ones?
[00:23:12.138 --> 00:23:15.979]  Do you wonder what would happen if you weren't able to get to a hospital or doctor?
[00:23:16.239 --> 00:23:21.281]  How can you keep your family safe against the deadly pathogens that are beginning to emerge in the world today?
[00:23:21.681 --> 00:23:24.804]  Give yourself peace of mind with Supernatural Silver.
[00:23:25.244 --> 00:23:32.189]  Supernatural Silver is turning heads around the world as a new weapon in the fight against bacteria, viruses, and fungus.
[00:23:32.770 --> 00:23:40.536]  Supernatural Silver can be taken internally or used topically to help the body's own immune system fight off disease much more effectively.
[00:23:41.016 --> 00:23:51.125]  Supernatural Silver has been tested at independent universities and laboratories around the world and has been proven to be safe and highly effective against some of the planet's deadliest pathogens.
[00:23:51.705 --> 00:23:56.289]  There is no better product to have in your home for daily use or emergency preparedness.
[00:23:56.689 --> 00:24:06.998]  Go to SupernaturalSilver.com, use the code SILVER2014 for 20% off and give yourself and your loved ones a fighting chance with Supernatural Silver.
[00:24:39.468 --> 00:24:43.149]  This is the Alex Jones Show, live with me, Paul Joseph Watson.
[00:24:43.169 --> 00:24:44.529]  We've got breaking news here.
[00:24:45.030 --> 00:24:49.651]  Connecticut governor declares state of emergency over Ebola as a precaution.
[00:24:49.711 --> 00:24:57.173]  So it seems that whereas the White House has dropped the ball on this, it's now being picked up by the states.
[00:24:57.833 --> 00:25:08.103]  Connecticut government Daniel Malloy has declared a public health emergency for the state as a precaution during the Ebola epidemic that is affecting several countries in Western Africa.
[00:25:08.503 --> 00:25:22.237]  He signed an order declaring the emergency on Tuesday, and it gives the Commissioner of the State Department of Public Health the authority to quarantine and isolate people whom the Commissioner, quote, reasonably believes have been exposed to the Ebola virus.
[00:25:22.777 --> 00:25:27.159]  So that's a higher standard of proof than the CDC requires.
[00:25:27.219 --> 00:25:41.084]  Of course we had the CDC measures reported back a couple of months ago where they said anybody with any respiratory illness could be quarantined or indeed anybody who was a healthy person.
[00:25:41.124 --> 00:25:44.366]  They used the words well persons that were coming in.
[00:25:45.226 --> 00:25:48.347]  Uh, into the airports that they could be quarantined by the CDC.
[00:25:48.768 --> 00:25:51.969]  Now the Connecticut governor is taking it one step further.
[00:25:52.469 --> 00:25:54.990]  There you see the executive order from Obama.
[00:25:55.411 --> 00:26:06.796]  Anybody with respiratory illnesses, this from the Connecticut governor, is a higher burden of proof, reasonably believed, has been exposed to the Ebola virus, is the quote.
[00:26:07.456 --> 00:26:09.477]  So now they're taking their own steps.
[00:26:10.417 --> 00:26:17.863]  To try and deal with this Ebola threat, even as the administration and the CDC completely drops the ball.
[00:26:17.923 --> 00:26:32.415]  Here's a clip from a local news channel reporting on a Border Patrol agent, National Border Patrol Council Union, blowing the whistle on the threat of Ebola from individuals entering from Liberia and Sierra Leone.
[00:26:32.435 --> 00:26:33.156]  Let's go to the clip.
[00:26:33.416 --> 00:26:39.660]  Recently, agents caught immigrants from Liberia, one of the West African countries hit the hardest by Ebola.
[00:26:40.161 --> 00:26:46.165]  Now the Border Patrol Union is saying if immigrants did bring the virus, it'd be hard to contain.
[00:26:46.985 --> 00:26:49.927]  The CDC issued a level 3 warning for U.S.
