[00:00:05.034 --> 00:00:06.254]  There is a war.
[00:04:20.262 --> 00:04:27.348]  They say that economic disruptions can be curbed if people are adequately informed to prevent irrational moves to dodge infection.
[00:04:27.368 --> 00:04:27.749]  That's right.
[00:04:28.169 --> 00:04:34.475]  We don't want you trying to do anything that's going to harm the economy in order to save yourself from catching Ebola.
[00:04:34.955 --> 00:04:37.457]  See, their priorities are really the economy.
[00:04:37.858 --> 00:04:40.080]  It's really keeping continuity of government.
[00:04:40.600 --> 00:04:49.803]  They don't really care if the public comes down with a massive pandemic because, of course, population control has always been a goal.
[00:04:50.343 --> 00:04:52.804]  So they're looking at this and we see from the World Bank.
[00:04:52.844 --> 00:04:58.686]  We also see from foreign policy that what they're really concerned about is not the public.
[00:04:58.746 --> 00:04:59.807]  The World Bank has said.
[00:05:00.307 --> 00:05:08.335]  That 90% of economic costs of any outbreak, quote, come from irrational and disorganized efforts of the public to avoid infection.
[00:05:08.635 --> 00:05:11.538]  Yeah, that would be irrational to try to avoid infection.
[00:05:11.778 --> 00:05:16.602]  They say we're seeing right now how this virus can disrupt economies and societies around the world.
[00:05:17.543 --> 00:05:24.289]  Adequately educating the public, they say, was a good defense strategy and would allow governments to prevent economic disruptions.
[00:05:24.329 --> 00:05:26.871]  Well, they're not really trying to educate the public.
[00:05:26.891 --> 00:05:32.896]  They're basically giving us happy face news, a Pollyanna version of the Ebola outbreak.
[00:05:33.556 --> 00:05:35.858]  Take a look at what's happened just today.
[00:05:35.938 --> 00:05:41.922]  We had a flight come in today from the Emirates that has been quarantined at the Boston Airport, Logan Airport.
[00:05:42.363 --> 00:05:47.506]  Apparently, five passengers on board on a flight from Dubai were experiencing flu-like symptoms.
[00:05:47.927 --> 00:05:50.008]  Crews are on the ground responding to the situation.
[00:05:50.729 --> 00:05:53.951]  And those passengers, however, were not in West Africa.
[00:05:54.031 --> 00:05:58.615]  Still, we have at least one emergency responder in hazmat gear that has boarded the flight.
[00:05:59.235 --> 00:06:04.557]  That's important to remember as it looks like maybe they're exercising more caution than is necessary.
[00:06:05.278 --> 00:06:10.040]  It's a good thing to try to quarantine people to stop this from getting out of control.
[00:06:10.340 --> 00:06:13.021]  I would rather see them err on the side of caution.
[00:06:13.321 --> 00:06:18.003]  We should remember that Ebola truly is an airborne virus.
[00:06:18.363 --> 00:06:22.085]  As Stefan Molyneux pointed out this weekend, it's airborne in airplanes.
[00:06:22.645 --> 00:06:29.293]  That's the way it was brought to Nigeria, and we should take a look at the Nigerian example to see how they got that under control.
[00:06:29.854 --> 00:06:39.626]  In this report from the LA Times on September 30th, they say that if no new cases occurred in Nigeria within 42 days, the outbreak would be over.
[00:06:40.026 --> 00:06:40.967]  That has been hit now.
[00:06:41.508 --> 00:06:53.414]  And so what they're saying is it's important for all countries to be vigilant because there's quote, still ongoing transmission in the heavily affected countries, even after they don't see any new cases for 42 days.
[00:06:53.454 --> 00:06:58.096]  And of course, we've learned in the past that they're telling people not to have any sexual contact.
[00:06:58.476 --> 00:06:59.197]  We're good to go.
[00:07:20.672 --> 00:07:26.274]  Stemmed from a single importation from a traveler returning from Liberia on the 20th of July this year.
[00:07:26.294 --> 00:07:28.155]  Now, of course, that was by airplane.
[00:07:28.635 --> 00:07:33.938]  They say he flew from Liberia to Lagos, Nigeria in a commercial airplane with a stopover in Togo.
[00:07:33.978 --> 00:07:44.002]  The case became symptomatic while flying and he collapsed at the Lagos airport upon landing, which prompted him to seek medical attention and led to a number of people being exposed to Ebola.
[00:07:44.482 --> 00:07:46.103]  But now, this is the point.
[00:07:46.583 --> 00:07:59.790]  A total of 898 contacts were subsequently linked to this index case, including 351 primary and secondary contacts and 547 tertiary and higher order contacts.
[00:07:59.810 --> 00:08:00.310]  You understand?
[00:08:00.750 --> 00:08:06.333]  They quarantined 898 people because of this one person on a plane who collapsed.
[00:08:06.694 --> 00:08:08.875]  They still had 20 people come down with Ebola.
[00:08:09.415 --> 00:08:10.916]  What have we done in the United States?
[00:08:11.516 --> 00:08:18.201]  We've been days without doing anything in Dallas, and we've already seen one other person contract the virus.
[00:08:18.961 --> 00:08:25.846]  And taking us out to break, Joe Biggs is at the border looking at what's being done there to protect us from an outbreak of Ebola.
[00:08:27.947 --> 00:08:32.230]  I'm Joe Biggs with InfoWars.com on the Rio Grande River in McAllen, Texas.
[00:08:32.610 --> 00:08:40.436]  Now, we're at a point where we know that everything the CDC's been saying up until this point has been a complete and total lie, a joke.
[00:08:41.189 --> 00:08:43.310]  They tell you that there's nothing to worry about.
[00:08:43.850 --> 00:08:50.772]  Meanwhile, the nurse who was taking care of Thomas Eric Duncan, who died from Ebola, has now contracted the disease herself.
[00:08:51.333 --> 00:08:55.314]  Meanwhile, she was wearing the proper protective equipment to keep the virus out of here.
[00:08:55.654 --> 00:08:57.455]  So, that leaves a couple things up in the air.
[00:08:57.935 --> 00:09:00.858]  Did she, was there a breach of protocol like the CDC is saying?
[00:09:01.178 --> 00:09:05.002]  That she missed a few steps when she took off her gear and got it that way?
[00:09:05.202 --> 00:09:06.884]  Or has it gone airborne?
[00:09:07.064 --> 00:09:12.790]  There's been many articles and doctors who have been working on the Ebola virus for 10 years or more.
[00:09:13.230 --> 00:09:16.774]  And they're saying that they think that the virus has began to go airborne.
[00:09:17.995 --> 00:09:34.366]  But we've told you time and time again that a place like this, there's been reports that it's so easy and we've shown you that it's so easy for other than Mexicans, people like that from Liberia to go into South America and travel up into our country and bring the virus into the U.S.
[00:09:35.239 --> 00:09:48.161]  Now we have the General of Southcom coming out and saying that yes, he took a trip down to Costa Rica, went to an embassy, spoke to someone there, and they said they had ran across two gentlemen from Liberia who said they were on their way to New York.
[00:09:48.421 --> 00:10:04.124]  Now it doesn't take 21 days to get to New York, so it's pretty easy to say, or safe to say, that they could come into our country, get by the Border Patrol, and then start showing signs and symptoms of the Ebola virus, and then go to a hospital, and meanwhile it would be hard
[00:10:04.384 --> 00:10:04.744]  We're good.
[00:10:24.855 --> 00:10:30.757]  We're completely just taking it over and it would just be a deathbed of Ebola in that whole area.
[00:10:31.097 --> 00:10:32.097]  And then what's going to happen?
[00:10:32.438 --> 00:10:33.798]  We have really good doctors.
[00:10:33.858 --> 00:10:36.639]  We have top-notch health facilities.
[00:10:37.119 --> 00:10:38.019]  What's everybody going to do?
[00:10:38.059 --> 00:10:42.141]  They're going to want to try to get into America like they've been doing, like Thomas Eric Duncan did.
[00:10:42.361 --> 00:10:42.901]  What did he do?
[00:10:43.161 --> 00:10:43.761]  He lied.
[00:10:44.202 --> 00:10:48.303]  He made it through the airport and got into our country and has brought it here.
[00:10:49.454 --> 00:10:55.297]  Our country keeps saying there's nothing to worry about, but I'm telling you right now, it's something to definitely worry about.
[00:10:55.657 --> 00:11:03.182]  You know, I've been out here many times, and today, I've never seen as much security as I have on the border since I've been out here for the past few months.
[00:11:03.522 --> 00:11:07.124]  There's been three helicopters already in the past hour fly overhead.
[00:11:07.424 --> 00:11:11.086]  There's multiple police and border patrol vehicles everywhere.
[00:11:11.586 --> 00:11:13.528]  Four-wheelers, Army, Air Force.
[00:11:13.929 --> 00:11:14.549]  What do they know?
[00:11:14.990 --> 00:11:16.531]  What aren't they telling the American people?
[00:11:17.011 --> 00:11:22.316]  The CDC keeps saying that there's nothing to worry about, but meanwhile we've seen so far that they are not in control.
[00:11:22.717 --> 00:11:25.199]  They don't know what to do with this.
[00:11:25.860 --> 00:11:27.081]  They're not being professional.
[00:11:27.281 --> 00:11:29.183]  They're not telling us the truth about what's going on.
[00:11:29.523 --> 00:11:32.504]  And their ego is so big that people are slipping up.
[00:11:32.584 --> 00:11:40.908]  They're not passing down the information about how to protect people to the lower tier people, to the EMT guy, to the ambulance driver, things like that.
[00:11:41.288 --> 00:11:42.328]  So what's going on?
[00:11:42.448 --> 00:11:43.949]  Is this a huge legitimate threat?
[00:11:43.989 --> 00:11:45.269]  Are we going to die of Ebola?
[00:11:45.790 --> 00:11:47.510]  Or is this another false flag?
[00:11:47.550 --> 00:11:52.872]  Is this an attempt to scare Americans into wanting to take these vaccinations that Big Pharma is pushing?
[00:11:53.133 --> 00:11:58.695]  To go get the flu shot that you normally wouldn't take or you'd be scared to take because you know of all the bad things that are in the shot.
[00:11:59.355 --> 00:12:00.276]  We're good to go.
[00:12:11.943 --> 00:12:13.024]  So what is going on here?
[00:12:13.104 --> 00:12:13.844]  What are they telling us?
[00:12:13.884 --> 00:12:14.884]  What aren't they telling us?
[00:12:15.205 --> 00:12:17.906]  So you've got to stay informed and stay up to date.
[00:12:17.986 --> 00:12:23.408]  Continue to go on Infowars.com, listen to Alex Jones, and then don't even listen to us.
[00:12:24.049 --> 00:12:31.512]  Take the information we give you, take the disinformation that the Center for Disease and Confusion is saying, watch Fox News and all that, and compare.
[00:12:31.992 --> 00:12:33.253]  Go do your own research.
[00:12:33.553 --> 00:12:34.414]  Stop being lazy.
[00:12:34.454 --> 00:12:36.136]  Don't let us tell you what's going on.
[00:12:36.516 --> 00:12:40.300]  Listen to what we have to say because we're out here on the front lines bringing you information.
[00:12:40.540 --> 00:12:40.981]  But take that.
[00:12:41.021 --> 00:12:41.901]  Do your own research.
[00:12:41.962 --> 00:12:42.602]  Come up with it.
[00:12:43.043 --> 00:12:45.765]  Come up with your own idea of what you think's going on.
[00:12:45.966 --> 00:12:47.667]  And let us know on the videos in the comments.
[00:12:47.887 --> 00:12:49.529]  Is this something that you're really scared about?
[00:12:49.809 --> 00:12:51.671]  I know a lot of people that I've talked to thus far
[00:12:52.592 --> 00:12:54.213]  I would say it's about 50-50.
[00:12:54.533 --> 00:12:58.054]  You know, some people say that, yeah, this is a legitimate threat, I'm kind of scared about it.
[00:12:58.475 --> 00:13:02.737]  Most people I've talked to, it's parents who say they're more worried about their kids than anything.
[00:13:02.997 --> 00:13:08.179]  They're scared because the lack of security, the lack of the information being passed on
[00:13:08.699 --> 00:13:10.061]  I'm Joe Biggs with Infowars.com
[00:13:33.192 --> 00:13:33.833]  DNA Force.
[00:14:02.632 --> 00:14:05.874]  Globalist social engineers are not just targeting us with propaganda.
[00:14:05.974 --> 00:14:08.216]  They are manipulating our genetics.
[00:14:08.396 --> 00:14:16.702]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:14:17.002 --> 00:14:32.312]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[00:14:32.572 --> 00:14:33.072]  I'm good.
[00:15:10.643 --> 00:15:13.526]  Did Chris Brown just endorse Endgame?
[00:15:13.906 --> 00:15:21.073]  Earlier today, the R&B singer tweeted out his thoughts on the current Ebola pandemic, calling it a form of population control.
[00:15:21.574 --> 00:15:26.659]  Now, much like anything that the singer says, his thoughts were instantly met with criticism.
[00:15:27.079 --> 00:15:29.102]  But are his thoughts that far off?
[00:15:29.782 --> 00:15:37.245]  Earlier this month, Nation of Islam leader Louis Farrakhan also spoke out about Ebola, calling it a form of population control.
[00:15:37.605 --> 00:15:42.787]  He specifically said Ebola, like AIDS, was designed to kill black people.
[00:15:43.107 --> 00:15:47.089]  We've reported extensively on the elite's obsession with eugenics.
[00:15:47.569 --> 00:15:52.332]  Which is, of course, the idea that the world should be culled of its less desirables.
[00:15:52.752 --> 00:16:00.957]  Now, there is its current day incarnation, population control, which the elites have been obsessed with for more than a hundred years.
[00:16:01.517 --> 00:16:04.559]  Take into account the National Security Study Memorandum 200.
[00:16:05.659 --> 00:16:11.322]  It was completed in December 1974, under the direction of Henry Kissinger.
[00:16:11.823 --> 00:16:15.965]  It outlined the implications of worldwide population growth
[00:16:16.325 --> 00:16:16.625]  for you.
[00:16:39.116 --> 00:16:40.957]  Through the airborne Ebola virus.
[00:16:41.317 --> 00:16:48.522]  And we cover all of this eugenics and these race-specific population control measures extensively in our documentary, Endgame.
[00:16:48.622 --> 00:17:01.990]  In the draft copy of the United Nations Global Biodiversity Assessment, it states very clearly that we must reduce the human population from what's current level of about 6 billion people down to about 1 billion people.
[00:17:03.263 --> 00:17:13.966]  In the 1970s, South Africa developed race-specific bioweapons to target blacks and Asians, and then subsequently sold the technology to Israel in the mid-1980s.
[00:17:15.266 --> 00:17:25.749]  In September of 2000, the Project for a New American Century published a document in which Dick Cheney described race-specific bioweapons as politically useful tools.
[00:17:27.864 --> 00:17:33.886]  And somebody mentioned, well, why would they want to reduce the human population when that means less money for them?
[00:17:34.947 --> 00:17:36.087]  Most people have no idea.
[00:17:36.107 --> 00:17:36.887]  They're not after money.
[00:17:36.907 --> 00:17:38.048]  They have all the money they need.
[00:17:38.248 --> 00:17:39.008]  They're after power.
[00:17:39.949 --> 00:17:40.909]  That's their aphrodisiac.
[00:17:41.929 --> 00:17:51.171]  Now you can watch Endgame in its entirety for free right here, or you can head over to the InfoWarsStore.com and pick up your own high-quality DVD.
[00:17:51.511 --> 00:17:57.372]  But whatever you decide to do, visit InfoWars.com, become a subscriber to the Alex Jones YouTube channel.
[00:17:57.913 --> 00:18:02.154]  Every day, you are going to find the information that you need to fight the New World Order.
[00:18:02.254 --> 00:18:04.134]  So, thanks for the endorsement, Chris Brown.
[00:18:12.651 --> 00:18:18.956]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:18:19.316 --> 00:18:20.797]  I believe our research is conclusive.
[00:18:20.817 --> 00:18:23.579]  This is the best iodine out there, and I know this for a fact.
[00:18:24.140 --> 00:18:28.923]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:18:29.043 --> 00:18:33.127]  For a limited time, experience the ancient power of Survival Shield X2.
[00:18:33.307 --> 00:18:38.471]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[00:18:42.768 --> 00:18:48.729]  Introducing the first proprietary oxygen-based intestinal cleanser, Oxy-Powder.
[00:18:49.390 --> 00:18:53.611]  Backed by FDA-approved Phase 1, 2, and 3 clinical trials.
[00:18:54.091 --> 00:19:00.392]  All the toxins from the air, the food, the water ultimately ends up in the gut or affects the gut.
[00:19:00.512 --> 00:19:05.673]  Take your health into your own hands and start cleansing your body today with Oxy-Powder.
[00:19:06.214 --> 00:19:09.954]  Secure your Oxy-Powder today at InfoWarsLife.com.
[00:19:10.094 --> 00:19:11.895]  That's InfoWarsLife.com.
[00:19:13.649 --> 00:19:17.692]  Does anyone in the federal government really understand what their mission is?
[00:19:18.272 --> 00:19:23.015]  We see today that the Pentagon has unveiled plans for dealing with climate change.
[00:19:23.035 --> 00:19:25.276]  Yes, that's their priority, climate change.
[00:19:25.316 --> 00:19:33.362]  Defense Secretary Chuck Hagel addressed the Conference of Defense Ministers of the Americas today with a comprehensive plan on how the U.S.
[00:19:33.422 --> 00:19:36.684]  military will address the effects of climate change.
[00:19:37.364 --> 00:19:43.246]  Listen, the hockey stick that Michael Mann created that Al Gore has used in his documentaries is not happening.
[00:19:43.787 --> 00:19:48.148]  The rise in CO2 has not been accompanied by a rise in global temperatures.
[00:19:48.188 --> 00:19:49.189]  They've gone down.
[00:19:49.629 --> 00:19:52.150]  Yet they're still jousting at that windmill.
[00:19:52.630 --> 00:19:55.171]  They're still trying to pretend that that's something that's real.
[00:19:55.411 --> 00:19:59.553]  We have a real hockey stick emergency, and that's the Ebola outbreak.
[00:19:59.953 --> 00:20:02.714]  Yet the military is not the right tool to use there either.
[00:20:03.414 --> 00:20:08.557]  Except that when you see that the only tool that you've got is a hammer, everything looks like a nail.
[00:20:08.597 --> 00:20:21.303]  We've gone from a situation where every problem in society needs to be addressed by the federal government, to a situation where every problem in society needs to be addressed by the military or a militarized police.
[00:20:21.323 --> 00:20:22.203]  We've got a drug problem?
[00:20:22.683 --> 00:20:24.264]  Throw brute force at it.
[00:20:24.484 --> 00:20:25.565]  And that's what they're doing now.
[00:20:25.605 --> 00:20:27.866]  Now when we don't understand what the mission is,
[00:20:28.386 --> 00:20:39.536]  When we see that back in 2010, for example, remember in 2010, July 2010, we had the head of NASA under Obama saying that his mission was to reach out to Muslims.
[00:20:39.657 --> 00:20:41.358]  And so now we see the U.S.
[00:20:41.418 --> 00:20:49.225]  military fighting Ebola, fighting climate change, and of course involved in many wars throughout the world.
[00:20:49.986 --> 00:20:53.549]  Wars that in many cases are perhaps started by false flags.
[00:20:53.629 --> 00:20:59.134]  Have we seen the uncovering of the planning of a false flag in a trial that's going on right now?
[00:20:59.174 --> 00:21:06.220]  The Washington Post reports that in a probe of silencers, it leads to a web of Pentagon secrets.
[00:21:06.541 --> 00:21:16.810]  They say criminal investigation has exposed a secret weapons program that was entwined with allegations of a sweetheart contract, fake badges and trails of destroyed evidence.
[00:21:17.310 --> 00:21:27.014]  Now, this is a civilian naval intelligence officer who conspired to manufacture untraceable batch of automatic rifle silencers or suppressors.
[00:21:27.054 --> 00:21:34.517]  He conspired with the brother of the directorate, a guy who is a mechanic, an auto mechanic in California, to make 349 suppressors.
[00:21:36.758 --> 00:21:39.561]  They say they don't really know what the purpose of this was.
[00:21:39.601 --> 00:21:44.645]  Was it really a rogue mission or was it something just criminal action that these guys were involved in?
[00:21:45.025 --> 00:21:52.132]  Now they work in the Pentagon and they have, listen to this, a directorate for plans, policy, oversight and integration.
[00:21:52.492 --> 00:21:59.558]  They say the directorate is composed of fewer than 10 civilian employees, most of them retired military personnel.
[00:22:00.319 --> 00:22:07.882]  And as one person from the Navy said, I know it sounds goofy, but it was like they were building their own mini law enforcement and intelligence agency.
[00:22:08.622 --> 00:22:16.706]  Now, the interesting part of this is that it isn't just this group of people conspiring to secretly make untraceable suppressors.
[00:22:17.466 --> 00:22:30.833]  In a pre-trial hearing, a defense attorney for the auto mechanic accused the Navy of impeding the investigation by destroying a secret stash of automatic rifles that the silencers were designed to fit.
[00:22:31.333 --> 00:22:32.614]  See, the plot thickens.
[00:22:32.654 --> 00:22:37.857]  At this point, the Navy is destroying rifles that these silencers are going to be put on.
[00:22:38.257 --> 00:22:39.398]  And so they asked the question.
[00:22:39.418 --> 00:22:44.180]  Well, of course, the prosecutors there for the government immediately said, stop.
[00:22:44.700 --> 00:22:45.881]  This is top secret.
[00:22:47.005 --> 00:22:54.392]  They point out that if foreign-made weapons were equipped with unmarked silencers, the source said, the weapons could have been used by U.S.
[00:22:54.492 --> 00:23:02.319]  or foreign forces for special operations in other countries without any risk that they would be traced back to the United States.
[00:23:02.439 --> 00:23:09.806]  Yes, it looks like the perfect setup for some kind of false flag terrorist event or staging something either domestically or foreign.
[00:23:10.146 --> 00:23:16.431]  Remember that it was just about a year ago, it was back in August of 2013 that we reported here at InfoWars that the U.S.
[00:23:16.471 --> 00:23:22.136]  Army was buying nearly 600,000 Soviet AK-47 magazines fully loaded.
[00:23:22.196 --> 00:23:23.216]  And of course, the U.S.
[00:23:23.316 --> 00:23:25.478]  Army doesn't use AK-47s.
[00:23:25.879 --> 00:23:29.942]  These were AK-47s that they destroyed as part of that plot.
[00:23:30.714 --> 00:23:36.059]  Well, speaking of conspiracy theories and suppressors, let's talk about Dick Cheney.
[00:23:36.179 --> 00:23:52.834]  He's doing interviews and he said in an interview with Bill Kristol, I think 9-11 will turn out to be not nearly as bad as the next mass casualty attack against the U.S., which, if and when it comes, will be something far deadlier than with airline tickets and box cutters.
[00:23:53.314 --> 00:23:56.998]  And Cheney also defended the so-called intense interrogation techniques
[00:23:57.458 --> 00:24:07.347]  Specifically waterboarding, as well as defending the NSA, and then crystal into the conversation by thanking Dick Cheney for his model public service.
[00:24:08.208 --> 00:24:08.588]  Amazing.
[00:24:08.748 --> 00:24:09.448]  Absolutely amazing.
[00:24:10.309 --> 00:24:19.452]  Now, for the last month, police in Pennsylvania have been looking for someone who entered a police station, killed one police officer, and gravely wounded another.
[00:24:20.032 --> 00:24:20.992]  That's understandable.
[00:24:21.313 --> 00:24:24.474]  What is not understandable is the lengths that they have gone to.
[00:24:24.894 --> 00:24:29.335]  It's undeclared martial law, like we saw in Boston following the bombing there.
[00:24:29.836 --> 00:24:35.338]  In a couple of examples, I talk about one person who went out to pick up a pizza and didn't get home until 24 hours later.
[00:24:36.818 --> 00:24:40.961]  Another one lost a day's pay because he couldn't leave his home to go to work.
[00:24:41.602 --> 00:24:47.747]  The massive police manhunt for suspected cop killer Eric Frein has resulted in unannounced and indefinite roadblocks.
[00:24:48.227 --> 00:24:57.475]  A shelter-in-place directive prevented residents from leaving their houses for more than 24 hours at one point, and those who weren't already home could not return.
[00:24:57.515 --> 00:24:59.517]  Many people were left to sleep in their cars.
[00:24:59.997 --> 00:25:09.588]  And as another report says, they're spending $1.1 million per week to look for this cop killer, using up to 300 troopers.
[00:25:09.969 --> 00:25:12.912]  Now, they haven't gone crazy like the cops in L.A.
[00:25:13.012 --> 00:25:19.540]  shooting people that don't match any description of this man, but this is something that we should all be very concerned about.
[00:25:20.000 --> 00:25:23.124]  To see that they can enact something that's equivalent to martial law.
[00:25:23.565 --> 00:25:33.117]  As one lawyer said on his website, he said, just because their brethren was murdered, one of their brethren was murdered, does not give them a right to violate your rights.
[00:25:33.678 --> 00:25:35.380]  And that's exactly the point.
[00:25:36.201 --> 00:25:46.287]  Well, there was a massive document dump on Friday, a great time to put out something that you don't want people to pick up, especially when there's a lot of news about a pandemic breaking out.
[00:25:46.628 --> 00:25:48.849]  This one was about the Clinton White House.
[00:25:48.909 --> 00:26:00.757]  They say tens of thousands of pages of previously secret files detailing the inner workings of President Bill Clinton's White House as it struggled with then First Lady Hillary Clinton's high profile failure on health care reform.
[00:26:01.457 --> 00:26:02.559]  Was released on Friday.
[00:26:02.579 --> 00:26:03.460]  This is from Politico.
[00:26:03.480 --> 00:26:12.672]  They say the papers show a White House that was unabashed in its desires to manipulate the media through selective leaks and carefully chosen interviews.
[00:26:13.292 --> 00:26:17.658]  Now, keep that in mind as we go over one aspect that was released on Friday.
[00:26:18.399 --> 00:26:22.641]  They're putting stuff out now that is going to support them with their base.
[00:26:22.681 --> 00:26:26.623]  And what we're learning is, is that they wanted to regulate militia groups.
[00:26:27.184 --> 00:26:47.575]  They say, in the wake of the Oklahoma City bombing, the Clinton administration considered the possibility of aggressive new regulation of domestic militia groups, including publishing membership lists of such organizations, requiring them to register with the federal government, requiring them to get permission before they could offer paramilitary training.
[00:26:48.075 --> 00:26:56.718]  And of course, if you're going to ban people giving quote-unquote paramilitary training, that's something where the definition is pretty malleable, just like assault rifle.
[00:26:56.798 --> 00:26:57.919]  It's not very well defined.
[00:26:58.399 --> 00:26:59.479]  But this is also interesting.
[00:26:59.539 --> 00:27:07.842]  Advisor Dick Morris said to them at the time, the public overwhelmingly supports a significant expansion in the FBI's ability to investigate militia groups.
[00:27:08.382 --> 00:27:15.345]  If you and the Justice Department believe such expansion would be in the public interest, I would recommend we go ahead with a high-profile announcement.
[00:27:15.985 --> 00:27:17.906]  The White House didn't want any of this.
[00:27:18.246 --> 00:27:28.709]  As a matter of fact, someone, Jennifer O'Connor, who is now working for the Obama White House, controlling the IRS scandal, also selling us Obamacare, said this at the time.
[00:27:29.130 --> 00:27:33.231]  She instructed them that this is not information that should be put on paper.
[00:27:33.771 --> 00:27:40.073]  But now it's been put on paper, and of course it's been carefully leaked to their base via Politico.
[00:27:40.514 --> 00:27:41.114]  She also said,
[00:27:41.954 --> 00:27:46.355]  The ideas that we've talked about are really bad ideas, and they were bad ideas at the time.
