[00:00:04.946 --> 00:00:06.187]  There is a war.
[00:01:25.426 --> 00:01:31.269]  Things like Fast and Furious and Operation Chokepoint, which we're going to talk about later in the broadcast.
[00:01:31.289 --> 00:01:32.790]  There's been some new developments with that.
[00:01:33.710 --> 00:01:43.414]  Maybe he'll be heading to the Supreme Court, since now we apparently have courts that uphold criminal government activity, like he's been a part of, and like he's been covering up.
[00:01:43.955 --> 00:01:57.421]  We see a case that might be headed to the Supreme Court, that we've reported on several times here at InfoWars, about Jonathan Corbett, who is suing the TSA, saying that they're violating his constitutional rights, which of course they are.
[00:01:58.041 --> 00:02:06.324]  He lost, however, at an appeals court two to one in a decision that sounded like something out of a Franz Kafka novel, specifically the trial.
[00:02:06.984 --> 00:02:14.066]  Now, what they said in this decision, two of the judges said that he had waited too late to file his appeal.
[00:02:14.707 --> 00:02:15.647]  Listen to their logic.
[00:02:16.752 --> 00:02:29.125]  The TSA's objection on his case, which was upheld by the appeals court, said that if they were continuing objectionable behavior for a certain period of time, 30 to 60, 90 days, it could never be challenged by anyone.
[00:02:29.645 --> 00:02:37.954]  And number two, that time period wouldn't be from the time that he began his case, but from when he proceeded in the court that they preferred.
[00:02:38.354 --> 00:02:44.239]  Basically, what they did was they moved him to a different court location, but kept the clock running.
[00:02:44.860 --> 00:02:49.604]  And then two of the three appeals court judges said, sorry, you missed your deadline.
[00:02:50.064 --> 00:03:03.036]  Now, he points out again in his blog, he says that this 30 days or 60 days, whatever, and forever immunized theory says that essentially the government, without violating your constitutional right to redress grievances,
[00:03:03.556 --> 00:03:10.819]  ...can create a law that says, once we do it for a certain amount of time, it's permanent, and we can keep doing it forever, and you can never take us to court.
[00:03:11.499 --> 00:03:25.125]  They also went even further, and this was part of what the dissenting judge had a problem with, and said, well, even if you'd done it on time, which of course he did do it on time, even if you'd done it on time, it was constitutional anyway.
[00:03:26.045 --> 00:03:27.827]  Understand what they're saying here.
[00:03:28.168 --> 00:03:36.777]  This is essentially what we've heard supposedly the most conservative, most strictly by-the-letter constitutional judge, Justice Scalia, say recently.
[00:03:37.158 --> 00:03:43.665]  Well, it appears like the TSA is violating your Fourth Amendment, but they couldn't do it if it violated your Fourth Amendment.
[00:03:44.480 --> 00:03:45.901]  Do you understand the logic behind that?
[00:03:46.162 --> 00:03:53.149]  That's essentially what Richard Nixon said when he says, if the president does it, it isn't against the law.
[00:03:54.010 --> 00:03:56.493]  That's what Justice Scalia has said.
[00:03:56.513 --> 00:03:58.755]  That's what these two justices said.
[00:03:59.296 --> 00:04:01.918]  If the government does it, it's not against the law.
[00:04:02.699 --> 00:04:04.701]  That is flat-out tyranny.
[00:04:05.102 --> 00:04:06.763]  That is where we are at this moment.
[00:04:07.164 --> 00:04:09.306]  Hopefully, it will be heard by the Supreme Court.
[00:04:09.526 --> 00:04:11.068]  Hopefully, they'll be a bit more honest.
[00:04:11.448 --> 00:04:18.635]  Now, in news in Syria, we have a report from Paul Joseph Watson that an airstrike there has killed six children, 21 adults, 27 people totally.
[00:04:21.158 --> 00:04:27.462]  But I would say it's essentially mission accomplished, because there were no friendly fire casualties.
[00:04:27.943 --> 00:04:28.383]  That's right.
[00:04:28.743 --> 00:04:33.726]  None of our ISIS allies in the war against Syria were harmed.
[00:04:34.567 --> 00:04:36.348]  And here's a quote from one of the locals in the article.
[00:04:36.388 --> 00:04:39.130]  He said, the coalition is not against terrorism.
[00:04:39.170 --> 00:04:41.692]  It's against civilians, as you can see here.
[00:04:42.878 --> 00:04:49.940]  The revolution has been going on for four years now, and not a single missile was shot at us by Bashar al-Assad and his gang.
[00:04:50.540 --> 00:05:00.223]  The coalition fired two missiles, supposedly targeting ISIS, but there were no ISIS members here, not even ISIS children.
[00:05:01.884 --> 00:05:06.385]  Well, the war against the Second Amendment continues, and as I mentioned when we were talking about Eric Holder,
[00:05:07.423 --> 00:05:10.706]  It has had many forms under the Obama administration.
[00:05:10.786 --> 00:05:15.290]  They have looked for every novel way that they can to infringe the Second Amendment.
[00:05:15.331 --> 00:05:26.141]  Essentially, the same sort of thing that you saw done in the District of Columbia, when their gun laws were struck down by the Supreme Court and they said, no, you're violating people's rights to own firearms.
[00:05:26.181 --> 00:05:32.146]  They said, fine, you can own firearms, you just need to leave them locked in a gun case at home.
[00:05:32.947 --> 00:05:40.891]  No, that's not allowing people to keep and bear firearms, and neither is it when you deny them the use of ammunition.
[00:05:41.351 --> 00:05:45.794]  That's the tactic that the Obama administration has been taking from day one.
[00:05:46.074 --> 00:05:53.177]  At the very beginning, they tried to withhold recycled brass from the military from the commercial market, making it much more expensive.
[00:05:53.518 --> 00:05:59.201]  Then they mass-purchased billions of rounds of ammunition, drying up sources of ammunition.
[00:05:59.781 --> 00:06:01.302]  Now the tactic is to
[00:06:02.242 --> 00:06:02.622]  Thank you.
[00:06:19.595 --> 00:06:24.138]  Gun control by the back door, making ammunition prohibitively expensive.
[00:06:24.578 --> 00:06:35.805]  Now, the UN conference said that voluntary approaches to restricting the use of lead ammunition don't work on a national level, and they need to address a range of societal issues.
[00:06:36.186 --> 00:06:43.150]  Things like philosophical issues regarding gun rights and increased government oversight of shooting.
[00:06:43.470 --> 00:06:45.411]  They're making no bones about it.
[00:06:45.652 --> 00:06:50.635]  They intend to take away your fundamental, constitutionally recognized right.
[00:06:50.895 --> 00:06:52.616]  That right doesn't come from the Constitution.
[00:06:52.956 --> 00:07:03.364]  It comes from the fact that you are a human being, created in the image of God, and it is something that the Constitution recognizes as the fact that you're not a slave.
[00:07:03.404 --> 00:07:06.826]  That's essentially what separates you from slavery and tyranny.
[00:07:07.066 --> 00:07:08.287]  They want to remove that.
[00:07:08.627 --> 00:07:14.892]  They know they can't take the guns in a stand-up fight, so they're going to starve the public taking away the ammunition.
[00:07:15.212 --> 00:07:17.013]  How has this worked out in California?
[00:07:17.814 --> 00:07:23.538]  A research firm there believes that it's going to result in a 300% increase in the price of ammunition in California.
[00:07:24.039 --> 00:07:34.247]  Based on a survey in California, they say these increases in ammunition price will drive 36% of California hunters to stop hunting or reduce their participation.
[00:07:34.887 --> 00:07:43.590]  An additional 10% were unsure if they would continue to hunt, and another 23% said they would likely hunt less than in recent years.
[00:07:43.950 --> 00:07:45.250]  So all together, that's about 69%.
[00:07:45.391 --> 00:07:50.532]  In other words, 7 out of 10 people are going to be dramatically affected by this.
[00:07:50.592 --> 00:07:53.633]  It's going to stop them from hunting, stop them from shooting.
[00:07:54.173 --> 00:07:55.494]  Mission accomplished, apparently.
[00:07:56.195 --> 00:08:11.719]  And as I mentioned at the beginning, Eric Holder's Operation Chokepoint that began this last summer back in May, where they try to stop the purchases of firearms and ammunition by cutting off merchants' ability to have access to bank transactions.
[00:08:12.359 --> 00:08:14.880]  Now, this is being extended to another level.
[00:08:15.580 --> 00:08:19.945]  The Daily Signal reports today that for gun shop owners, it's no longer hip to be square.
[00:08:20.486 --> 00:08:32.701]  What they're pointing out is the device from a company called Square that allows you to take a very small square plastic device, insert it into your smartphone, and that square has a mag stripe reader in it.
[00:08:33.061 --> 00:08:46.407]  It allows small business owners, especially someone who is at a remote location like a gun show, it allows them to do transactions on the fly, essentially run credit card transactions with that little device plugged into their smartphone.
[00:08:46.787 --> 00:08:51.008]  They want to shut down gun shows, and this is one of the ways that they're going to do it.
[00:08:51.449 --> 00:08:54.270]  In August, they modified the terms yet again.
[00:08:54.830 --> 00:09:08.281]  Now the Daily Signal points out that the timing also coincides with banking relationship cancellations of pro-Second Amendment candidates and campaigns throughout the U.S., including last year's Colorado recall elections over gun control.
[00:09:08.581 --> 00:09:09.942]  And as they pointed out, they've tried
[00:09:10.242 --> 00:09:14.065]  Three times to get comments from Square and have been refused so far.
[00:09:14.405 --> 00:09:20.790]  Well, after the break, we're going to have some more news about what banks are doing this time to car owners who have poor credit.
[00:09:21.270 --> 00:09:25.453]  And we're going to have some news about victories in the info war about vaccines.
[00:09:25.513 --> 00:09:26.014]  Stay with us.
[00:09:28.328 --> 00:09:34.134]  In the past decade, we have witnessed unparalleled scientific discoveries in the area of health.
[00:09:34.595 --> 00:09:44.285]  But no one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:09:44.625 --> 00:09:48.368]  DNA Force is one of the most expensive formulas to produce.
[00:09:48.909 --> 00:09:53.593]  Some of the ingredients in DNA Force are $12,000 a kilogram.
[00:09:53.993 --> 00:10:00.218]  We are using the coveted, patented, only American source of PQQ, CoQ10, and more.
[00:10:00.518 --> 00:10:02.800]  You want the best that's out there at the lowest price anywhere?
[00:10:03.461 --> 00:10:05.903]  Well, we're bringing you a total win-win.
[00:10:06.303 --> 00:10:11.808]  The ultimate value, cutting-edge, trailblazing game-changer that also supports the info war.
[00:10:12.228 --> 00:10:18.891]  We have produced a limited run of DNA Force and it will take up to 12 weeks to produce more once we sell out.
[00:10:19.251 --> 00:10:24.033]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:10:24.053 --> 00:10:25.453]  DNA Force from InfoWarsLife.
[00:10:29.995 --> 00:10:36.924]  Celebrate the spirit of freedom and liberty upon which our nation was founded at infowarshop.com.
[00:10:36.984 --> 00:10:40.769]  Molon Lave is ancient Greek for come and take it.
[00:10:40.809 --> 00:10:48.299]  This popular design combines both classic Greek Spartan imagery with modern M16 assault rifles.
[00:10:48.519 --> 00:10:52.461]  Now available in women's tees and proudly made in the USA.
[00:10:52.621 --> 00:11:01.925]  Celebrate the spirit of 1776 with the George Washington brass belt buckle or this incredibly sharp looking 1776 hat.
[00:11:02.145 --> 00:11:02.765]  Badass!
[00:11:03.145 --> 00:11:16.631]  And be sure to check out the new arrivals at Info Wars Life where you can prepare your body to perform at peak levels with survival shield nascent iodine, super male vitality, and fluoride shield.
[00:11:17.071 --> 00:11:18.152]  And wake up, America!
[00:11:18.452 --> 00:11:22.614]  Immune Support Blend is the healthy choice for the gourmet coffee lover.
[00:11:22.734 --> 00:11:29.437]  So get incredibly high-quality, freedom-based products and help fund the revolution at infowarshop.com.
[00:11:31.630 --> 00:11:32.190]  Welcome back.
[00:11:32.650 --> 00:11:39.131]  Now, you know you're winning the information war when the other side has no response but to resort to censorship.
[00:11:39.732 --> 00:11:43.312]  And that's essentially what has happened to actor Rob Schneider.
[00:11:43.712 --> 00:11:50.514]  He's had his television ad for State Farm pulled because of his anti-vaccine views, according to The Wrap.
[00:11:51.054 --> 00:11:53.394]  Now, it's not necessarily anti-vaccine.
[00:11:53.474 --> 00:11:56.615]  What he wants is informed parental consent.
[00:11:57.375 --> 00:12:00.778]  They say, Schneider has long held a stance against vaccinations.
[00:12:00.898 --> 00:12:13.288]  In 2012, he came out against California Bill AB 2109 that requires parents to seek professional medical advice regarding the risks and rewards of vaccinating their children.
[00:12:13.908 --> 00:12:15.309]  Well, that begs the question.
[00:12:15.730 --> 00:12:19.353]  Are those risks going to be honestly presented to people?
[00:12:19.953 --> 00:12:30.422]  Or are they going to be lied to, as the CDC lied to us about the vaccine-autism connection ten years ago, and covered it up for ten years?
[00:12:30.983 --> 00:12:31.943]  That's an important question.
[00:12:31.983 --> 00:12:35.126]  Now, Rob Schneider very classily tweeted this out.
[00:12:35.166 --> 00:12:39.170]  He said, thanks to all my supporters who believe, as I do, that parents
[00:12:39.730 --> 00:12:44.834]  Should decide what's in the best interest of their children and not government mandates.
[00:12:45.154 --> 00:12:45.574]  That's right.
[00:12:45.654 --> 00:12:47.996]  They should be fully, honestly informed of the risks.
[00:12:48.356 --> 00:13:01.286]  They should not be railroaded into mandatory vaccines or intimidated into it by government or by big pharmaceuticals or by government officials who have gotten large campaign donations.
[00:13:01.666 --> 00:13:05.388]  It's too bad that the CDC doesn't have his integrity.
[00:13:06.309 --> 00:13:12.376]  It was just last week that a Hollywood reporter reported Hollywood's vaccine wars, L.A.'
[00:13:12.336 --> 00:13:17.081]  's quote-unquote entitled Westsiders, are behind the city's epidemic.
[00:13:17.661 --> 00:13:28.053]  They say vaccination rates are plummeting at top Hollywood schools from Malibu to Beverly Hills, from John Thomas Dye to Turning Point, where affluent, educated parents
[00:13:28.633 --> 00:13:35.900]  Are opting out in shocking, shocking numbers, leaving some schools immunization rates on par with the South Sudan.
[00:13:35.960 --> 00:13:37.942]  I guess you have to call in Bill Gates.
[00:13:38.002 --> 00:13:43.788]  Maybe he's got some vaccine mosquitoes that he can circulate around to force these people to take a vaccine.
[00:13:44.248 --> 00:13:51.655]  Maybe they should ask why the most affluent, best educated people are concerned about vaccinating their children.
[00:13:51.955 --> 00:13:53.176]  The elephant in the room.
[00:13:53.897 --> 00:13:55.818]  is what's added to the vaccines.
[00:13:55.978 --> 00:14:03.880]  The mercury, the formaldehyde, the other things that are listed in the ingredients if you care to look to care about your children's health.
[00:14:04.340 --> 00:14:21.805]  Now they go on to say that the immunization records submitted to the state by educational facilities suggest that wealthy West Side kids, particularly those attending exclusive entertainment industry favored childcare centers, preschools and kindergartens, are far more likely to get sick.
[00:14:22.885 --> 00:14:27.852]  Oh, so now what they're saying is they've got an epidemic because people are not getting vaccines.
[00:14:27.872 --> 00:14:31.998]  Well, of course the people who are getting vaccines are protected, right?
[00:14:32.138 --> 00:14:33.600]  Because those things are effective.
[00:14:34.080 --> 00:14:34.721]  Or are they?
[00:14:35.402 --> 00:14:36.063]  Let me tell you.
[00:14:36.083 --> 00:14:37.485]  A hundred percent.
[00:14:38.306 --> 00:14:43.728]  Of the kids that I went to school with, kids in my neighborhood got measles when I was a kid.
[00:14:44.388 --> 00:14:46.508]  We survived a few days of fever.
[00:14:47.128 --> 00:14:49.489]  Nobody when I was a kid was getting autism.
[00:14:50.269 --> 00:14:56.091]  Nobody was being afflicted with autism for life because of something they got injected with.
[00:14:56.511 --> 00:15:01.033]  Now they go on to say that more parents in this demographic are choosing not to vaccinate their children.
[00:15:01.373 --> 00:15:15.260]  As medical experts advise, they express their non-compliance by submitting a form known as a Personal Belief Exemption, a PBE, instead of paperwork that documented that they've completed all of their shots.
[00:15:16.621 --> 00:15:17.201]  There you go.
[00:15:17.542 --> 00:15:18.562]  That's the way you get out.
[00:15:18.742 --> 00:15:21.304]  You file your personal belief exemption.
[00:15:21.584 --> 00:15:25.627]  And as Alex has pointed out many times in his show, every state has that.
[00:15:25.967 --> 00:15:29.410]  We haven't reached the point yet where we have mandatory vaccines.
[00:15:29.730 --> 00:15:38.075]  They will bluff and bully you into vaccinating your kids with way more vaccines than were ever part of the schedule at a much, much earlier age.
[00:15:38.376 --> 00:15:41.758]  But you can get out if you educate yourself about this.
[00:15:48.002 --> 00:15:57.547]  Well, no, what they're losing is the herd mentality to say that we all have to do this and we can't be honestly informed of the risks.
[00:15:57.967 --> 00:16:02.089]  Now, in other news, a victory is coming out in GMO corn, hopefully.
[00:16:02.950 --> 00:16:05.392]  An article from Infowars.com today, Christina Sarich writes,
[00:16:33.250 --> 00:16:36.172]  This is a huge problem for organic farmers.
[00:16:36.232 --> 00:16:44.217]  As I point out in the article, millions of acres have been planted in corn, and 93% of it is GMO corn.
[00:16:44.537 --> 00:16:52.503]  And of course, Monsanto is not required by law to do anything to keep from contaminating non-GMO heirloom corn.
[00:16:52.743 --> 00:16:54.424]  As a matter of fact, if it gets contaminated,
[00:16:54.884 --> 00:16:57.145]  GMO can sue them for royalties.
[00:16:57.666 --> 00:17:03.169]  Now, what he's doing is essentially fighting genetic modification with genetic modification, isn't he?
[00:17:03.910 --> 00:17:06.291]  But it's a different kind of genetic modification.
[00:17:06.631 --> 00:17:13.596]  When you breed different strains of corn together, you are not doing the same thing as we're talking about with GMO.
[00:17:14.296 --> 00:17:19.880]  GMO, when we talk about that in general, is really transgenic genetic modification.
[00:17:19.900 --> 00:17:20.280]  In other words,
[00:17:20.600 --> 00:17:26.223]  You are splicing genes in from completely different species into this species.
[00:17:26.243 --> 00:17:32.186]  You're not creating varieties of a species by selective breeding, which has been done for thousands and thousands of years.
[00:17:32.526 --> 00:17:38.689]  In this particular case, what they're doing is putting glyphosate into the corn systemically.
[00:17:39.289 --> 00:17:41.851]  So that you can't even wash it off when you buy it.
[00:17:42.252 --> 00:17:45.475]  That is what is so dangerous about genetic modification.
[00:17:45.775 --> 00:17:52.741]  And that's important to understand that distinction between transgenic genetic modification and just selective breeding.
[00:17:53.402 --> 00:17:58.726]  Now in another victory, we have a whistleblower being awarded $447,000 by a Caddo District Attorney's Office.
[00:18:02.830 --> 00:18:04.893]  This is in Shreveport, Louisiana.
[00:18:05.133 --> 00:18:20.012]  This is a former Caddo District Attorney Chief Investigator who said he was fired in retaliation for an investigation he was conducting into the District Attorney's Office's purchase of eight M16 fully automatic weapons in February of 2012.
[00:18:22.165 --> 00:18:28.251]  The guy said he was doing his job as an investigator, and listen to what he found from 2009 to 2011.
[00:18:28.811 --> 00:18:37.839]  He found assistant district attorneys with lights and sirens making traffic stops, wearing SWAT-type clothing during work hours.
[00:18:38.139 --> 00:18:44.625]  He said they were motivated by, quote, a desire to be policemen rather than assistant DAs.
[00:18:45.615 --> 00:18:53.241]  You know, these guys are essentially power tripping, dressing up like cops, acting like cops, and doing crazy stuff.
[00:18:53.781 --> 00:18:57.023]  If only we could get the cops to stop doing that kind of stuff as well.
[00:18:57.464 --> 00:19:03.388]  But at least he's getting rewarded for the unlawful firing as a whistleblower.
[00:19:03.448 --> 00:19:05.670]  That was not in their job description.
[00:19:06.050 --> 00:19:11.234]  And many of the things that SWAT teams are doing should not be in the job description of the regular police either.
[00:19:12.230 --> 00:19:21.193]  Well, now we're seeing something from the banks that looks like, essentially, a replay of the subprime banking fiasco.
[00:19:21.793 --> 00:19:24.794]  The only difference is, is that this is about cars.
[00:19:25.175 --> 00:19:30.516]  And as of yet, they haven't packaged a bunch of bad loans together and defrauded investors.
[00:19:30.597 --> 00:19:32.757]  But look at what they're doing to car owners.
[00:19:33.157 --> 00:19:35.038]  The New York Times reported today, miss a payment?
[00:19:35.198 --> 00:19:37.119]  Well, good luck moving that car.
[00:19:37.739 --> 00:19:49.285]  And they're pointing out that auto loans to borrowers that are considered to be subprime, in other words, people who have low credit ratings as they define below 640, have really spiked in the last five years.
[00:19:49.725 --> 00:19:55.388]  Now it's about 25% of all the car loans, and in just the first three months of this year, it was $145 billion in just the first three months of this year.
[00:20:02.691 --> 00:20:03.492]  Now, what are they doing?
[00:20:03.732 --> 00:20:08.054]  They're charging people 29% interest in many cases.
[00:20:08.454 --> 00:20:14.898]  They're uploading, in many cases, a $700 loan origination fee, as you can see on this website.
[00:20:14.938 --> 00:20:18.620]  These are one of the lenders that is engaged in the subprime lending.
[00:20:19.020 --> 00:20:20.521]  Now, as the New York Times points out,
[00:20:21.141 --> 00:20:31.026]  All of this credit that is given to people to buy these cars that they can't afford comes at a steep price to their privacy and at times their dignity, and they also point out to their safety.
[00:20:31.546 --> 00:20:35.989]  And it doesn't just threaten their safety, it threatens everyone on the road's safety.
[00:20:36.329 --> 00:20:40.031]  They say people have been stranded in neighborhoods when they had their cars shut down.
[00:20:40.471 --> 00:20:46.094]  Many times the cars were shut down as they were idling at a stoplight, sometimes in the middle of an intersection.
[00:20:46.534 --> 00:20:50.977]  As well as people who were going down the highway had their cars turned off.
[00:20:51.437 --> 00:20:53.278]  And it gets even more bizarre.
[00:20:53.799 --> 00:20:55.900]  Look at this instance in Austin, Texas.
[00:20:56.320 --> 00:21:02.044]  We had a subprime lender tracked down the car of a lady who was fleeing her abusive husband.
[00:21:02.484 --> 00:21:10.249]  She went to a shelter to escape him, and because that was out of a four-county area that they told her she could drive in,
[00:21:11.178 --> 00:21:13.319]  They shut down and repossessed her car.
[00:21:13.679 --> 00:21:14.700]  Do you understand what they're doing?
[00:21:14.740 --> 00:21:18.521]  They're setting up with these trackers what they call geo-fences.
[00:21:18.641 --> 00:21:28.066]  In other words, they're not only taking advantage of these people with enormous fees, enormous interest rates, but they're also proscribing where they can drive their car.
[00:21:28.726 --> 00:21:32.351]  And if they get out of a certain area, they seize their car.
[00:21:32.931 --> 00:21:36.355]  Or they might look to see, during the day, if they're at work.
[00:21:36.536 --> 00:21:46.948]  If they're not at work, they might start monitoring them more closely, they said, because that person may have lost their job, or maybe they're skipping work, and maybe that's going to get them fired in the future.
[00:21:47.569 --> 00:21:50.830]  A very, very dangerous, very predatory practice.
[00:21:51.170 --> 00:21:59.453]  And in another article from the New York Times that's related to this subprime bubble, they say, the subprime bubble for used cars, borrowers are paying sky-high interest rates.
[00:21:59.733 --> 00:22:02.354]  And again, as I pointed out, in many cases up to 29% interest.
[00:22:02.374 --> 00:22:02.854]  Consider the fact.
[00:22:04.795 --> 00:22:09.837]  That today, banks are essentially getting their money at 0% from the Fed.
[00:22:09.897 --> 00:22:18.621]  Yet, loaning it out to people on credit cards and with these subprime auto loans at 20%, 30%, even higher in many cases.
[00:22:19.301 --> 00:22:21.382]  That is loan sharking.
[00:22:21.482 --> 00:22:23.563]  There is no other word for it.
[00:22:23.623 --> 00:22:25.063]  It is organized crime.
[00:22:25.523 --> 00:22:28.505]  That was something that the mafia did for years.
[00:22:28.565 --> 00:22:30.245]  There were usury laws against it, of course.
[00:22:30.545 --> 00:22:31.346]  Those were lifted.
[00:22:32.006 --> 00:22:39.169]  Under the Carter administration, when we had runaway inflation and we had interest rates, people were paying 13% for fixed rate home loans.
[00:22:39.530 --> 00:22:42.351]  They did away with the usury rates.
[00:22:42.811 --> 00:22:44.452]  They need to be brought back.
[00:22:44.592 --> 00:22:48.534]  It's obscene that they should be able to charge this kind of money to people.
[00:22:48.554 --> 00:22:52.416]  And of course, the only thing missing from this scheme, we've seen it all before.
[00:22:52.816 --> 00:23:00.224]  The only thing missing from this that was in the subprime mortgage defrauding was to bundle this together.
[00:23:00.244 --> 00:23:07.953]  If they take all these auto loans and bundle them together and defraud some investors, then it'll look exactly like the mortgage loans.
[00:23:08.618 --> 00:23:18.269]  Now, just so that you understand that the government thinks that you're their slave with absolutely no rights, look at what the Forestry Service is proposing right now.
[00:23:18.289 --> 00:23:26.237]  According to the Daily Callers, they say, Feds could fine you $1,000 for taking an unauthorized photo on wild lands.
[00:23:26.778 --> 00:23:29.639]  Photos taken on federal wildland must now be approved by the U.S.
[00:23:29.879 --> 00:23:40.822]  Forest Service, and anyone who wishes to take photos or film commercially must be granted a $1,500 permit by the service or face a fine of up to $1,000.
[00:23:41.303 --> 00:23:47.905]  Now, supposedly, this is to protect the wilderness from exploitation of commercial gain, according to the U.S.
[00:23:47.945 --> 00:23:48.605]  Forestry Service.
[00:23:49.125 --> 00:23:51.166]  That's a bunch of nonsense.
[00:23:51.506 --> 00:23:57.649]  And it just goes to show how we have a situation where there is regulation without any representation.
[00:23:57.969 --> 00:24:03.852]  As a matter of fact, one of the Senators, Senator Wyden, said that this was troubling and an unnecessary burden.
[00:24:03.872 --> 00:24:14.137]  He says, especially where reporters and bloggers are concerned, this policy raises troubling questions about inappropriate government limits on activity that is clearly protected by the First Amendment.
[00:24:14.617 --> 00:24:15.058]  Exactly.
[00:24:15.498 --> 00:24:22.984]  Why is it a problem for you to take a photograph of the government's forest or their wildlife?
[00:24:23.744 --> 00:24:24.945]  Why would that concern them?
[00:24:25.305 --> 00:24:27.307]  How is that impacting anything?
[00:24:28.108 --> 00:24:34.252]  What makes this even more strange is that unlike the National Parks, the Forestry Service actually does give
[00:24:35.293 --> 00:24:40.457]  Companies, commercial access to things like logging and mining within their area.
[00:24:40.537 --> 00:24:43.259]  And they have a huge amount of area that they cover.
[00:24:43.859 --> 00:24:48.002]  For example, they have 190 million acres in the United States.
[00:24:48.162 --> 00:24:53.005]  Eight and a half percent of the land in the United States is U.S.
[00:24:53.065 --> 00:24:53.846]  forestry land.
[00:24:54.566 --> 00:24:56.748]  About the size of the state of Texas.
[00:24:57.228 --> 00:25:00.991]  And they want to lock that all off and say that you need to have their permission
[00:25:01.611 --> 00:25:03.012]  To take a picture of any of that.
[00:25:03.072 --> 00:25:03.932]  What are they afraid of?
[00:25:04.453 --> 00:25:07.594]  Wouldn't it be a good thing for people to take a picture of wildlife?
[00:25:08.015 --> 00:25:08.675]  Of the forest?
[00:25:08.735 --> 00:25:11.096]  Wouldn't it maybe make the public value that more?
[00:25:11.857 --> 00:25:18.200]  Maybe what they're concerned about is what we might see that they're doing with their crony capitalist partners.
[00:25:18.840 --> 00:25:27.205]  Just as we saw Harry Reid in Nevada setting up solar farms and other schemes for his campaign donors.
[00:25:28.092 --> 00:25:31.194]  Maybe they don't want you to see what they're really doing to the forestry land.
[00:25:31.234 --> 00:25:34.436]  There's absolutely no reason for this.
[00:25:34.496 --> 00:25:44.402]  This is worse than what King George, or King John rather, did to Robin Hood and his men saying that they would essentially not be allowed to kill any deer.
[00:25:44.703 --> 00:25:47.444]  This is something that doesn't impact those areas at all.
[00:25:48.025 --> 00:25:50.806]  Photographing forests is not a crime.
[00:25:51.207 --> 00:25:52.508]  They say they want a public
[00:25:54.689 --> 00:25:56.290]  Send them your comments.
[00:25:56.350 --> 00:25:57.510]  That's my comment on that.
[00:25:57.871 --> 00:26:00.572]  Well, that's it for this segment, but stay with us right after the break.
[00:26:00.632 --> 00:26:06.756]  Leanne McAdoo is going to have a retrospect on the career of Obama's attorney criminal, Eric Holder.
[00:26:10.799 --> 00:26:11.600]  Hi, I'm Dr. Group.
[00:26:11.940 --> 00:26:18.103]  Today, I'm proud and excited to announce a new product to the InfoWars Life product line.
[00:26:18.544 --> 00:26:24.547]  Introducing the first proprietary oxygen-based intestinal cleanser, OxyPowder.
[00:26:25.168 --> 00:26:30.091]  Backed by real FDA-approved Phase 1, 2, and 3 clinical trials.
[00:26:30.931 --> 00:26:34.675]  People are suffering from all kinds of digestive issues these days.
[00:26:35.135 --> 00:26:44.444]  All the toxins from the air, the food, the water, everything that you're exposed to on a daily basis, ultimately ends up in the gut or affects the gut.
