[00:00:00.009 --> 00:00:01.071]  Direct from Austin.
[00:21:12.886 --> 00:21:18.052]  In the month of July, we have got giant specials on everything at Madein1776.com.
[00:21:18.352 --> 00:21:23.138]  The already discounted Made in 1776 t-shirts are only $17.76.
[00:21:24.840 --> 00:21:29.325]  We have the new belt buckles that in only two weeks of sale are very close to selling out.
[00:21:29.705 --> 00:21:31.125]  There's only 500 of each.
[00:21:31.385 --> 00:21:35.486]  We're talking about Made in America, belt buckles, and nickel brass.
[00:21:35.566 --> 00:21:37.607]  This is more than a summer blowout special.
[00:21:37.807 --> 00:21:40.728]  This is a new declaration of independence.
[00:21:40.928 --> 00:21:46.689]  But to expand the info orb, we're offering the equivalent of more than five months free.
[00:21:47.029 --> 00:21:52.330]  Right now, when you get a membership at PrisonPlanet.tv, for a limited time, only $39.95 a year.
[00:21:52.610 --> 00:21:56.111]  That's more than five months free off the regular price.
[00:21:56.451 --> 00:22:02.699]  Not just this July 4th weekend, but the entire month of July at MadeIn1776.com.
[00:22:03.060 --> 00:22:08.106]  Moe Enlabe, you can take my gun from my cold, dead pants.
[00:22:09.549 --> 00:22:14.353]  It seems that everywhere you turn to these days, people are talking about the health benefits of silver.
[00:22:14.693 --> 00:22:17.376]  But don't be fooled into believing all silver is the same.
[00:22:17.836 --> 00:22:23.701]  Only one silver solution has been clinically shown to be hundreds of times stronger than colloidal or ionic silver.
[00:22:23.981 --> 00:22:25.743]  That's supernatural silver.
[00:22:26.163 --> 00:22:30.947]  It can be used internally as a powerful immune system enhancer to fight off bacteria and viruses.
[00:22:31.247 --> 00:22:35.591]  Supernatural silver can be used topically to treat any type of wound or skin issue.
[00:22:36.051 --> 00:22:39.312]  It's even gentle enough to be used on the ears, eyes, and sinuses.
[00:22:39.652 --> 00:22:44.092]  And unlike harsh drugs and antibiotics, Supernatural Silver has no side effects.
[00:22:44.473 --> 00:22:48.973]  Available as a liquid or a gel that you can use every day to stay healthy and well.
[00:22:49.333 --> 00:22:54.954]  To experience outstanding customer service and to place your order, visit SupernaturalSilver.com.
[00:22:55.434 --> 00:22:59.415]  Use the promo code SILVER2014 for 20% off your entire order.
[00:22:59.655 --> 00:23:03.816]  Give yourself and your loved ones a fighting chance with Supernatural Silver.
[00:23:04.156 --> 00:23:06.578]  Only at SupernaturalSilver.com.
[00:23:06.878 --> 00:23:08.719]  SupernaturalSilver.com.
[00:23:09.160 --> 00:23:15.624]  A 30-day GMO-free emergency food supply for only $99 at 30dayfoodsupply.com.
[00:23:15.664 --> 00:23:21.669]  You can purchase Oregon Trail Foods' one-month supply of high-quality nutritious and healthy emergency meals.
[00:23:22.029 --> 00:23:30.296]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in mylar pouches.
[00:23:30.576 --> 00:23:37.882]  They're completely free of any artificial flavors and colorings, have a 20-year shelf life, and take up to 70% less space than number 10 cans.
[00:23:37.902 --> 00:23:39.764]  They even offer a gluten-free option.
[00:23:40.104 --> 00:23:42.786]  Oregon Trail Foods and 30dayfoodsupply.com.
[00:23:43.066 --> 00:23:47.590]  Keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[00:23:47.930 --> 00:23:48.531]  Purchase a 30-day
[00:23:49.071 --> 00:23:49.611]  We're good to go.
[00:24:09.963 --> 00:24:11.504]  We've got it.
[00:24:13.645 --> 00:24:19.148]  This transmission is coming to you.
[00:24:19.368 --> 00:24:21.229]  Alright, you wanna go?
[00:24:21.389 --> 00:24:23.730]  Alright, you wanna go?
[00:24:23.890 --> 00:24:25.971]  Are we seeing the Earth?
[00:24:26.051 --> 00:24:29.213]  We've got it.
[00:24:29.813 --> 00:24:33.475]  Are we seeing the Earth now?
[00:24:33.575 --> 00:24:34.816]  We've got it.
[00:24:35.016 --> 00:24:36.556]  Again, folks.
[00:24:40.402 --> 00:25:00.767]  I'm joking around a little bit about Michelle Obama, but the more appropriate question, since Joan Rivers and everybody else keeps raising this, about Michael Obama or Michelle Obama or Bradley Manning or Chelsea or whatever their names are, is that does she have the Kline-Felter syndrome?
[00:25:01.287 --> 00:25:04.208]  Because she has the hands and the shoulders of a man.
[00:25:05.242 --> 00:25:13.866]  And now this is a big national news story, and I think the reason it's a big national news story is people don't believe a word the government and the system says anymore.
[00:25:14.586 --> 00:25:16.067]  It's a real loss of confidence.
[00:25:16.107 --> 00:25:18.328]  Now there's a loss of confidence in the dollar.
[00:25:19.548 --> 00:25:23.130]  There's a loss of confidence in institutions, and the government's lawless.
[00:25:23.770 --> 00:25:32.154]  So the fact that people don't believe anything about the official story of Obama is for good reasons, because we don't really know who Obama is.
[00:25:33.194 --> 00:25:38.518]  Other than it looks like his dad is a famous communist from Chicago who moved to Hawaii.
[00:25:39.439 --> 00:25:44.803]  Now the Kleinfelter Syndrome, the question should be, does Michelle Obama have Kleinfelter Syndrome?
[00:25:45.503 --> 00:25:50.047]  Where they generally choose the sex, whether it's going to be male or female, when they're a child.
[00:25:50.767 --> 00:25:53.109]  And this is a big problem in sports.
[00:25:53.829 --> 00:25:56.752]  Men playing as women and dominating the sports.
[00:25:57.796 --> 00:26:10.566]  And there's a Hollywood actress that's known for being like this, there's a famous tennis player that keeps winning, who a lot of the mainline pundits say, look at her shoulders, look at everything else, this is really a man.
[00:26:11.167 --> 00:26:15.930]  And so that's where I'm coming from on that issue here today.
[00:26:16.591 --> 00:26:26.358]  Actually, to be more serious, we have discovered the true identity of Michelle Obama, and it's not that she's a transvestite or a transsexual.
[00:26:27.327 --> 00:26:30.235]  It's that she's actually part of the Legion of Doom?
[00:26:30.716 --> 00:26:31.177]  Merman!
[00:26:32.210 --> 00:26:33.411]  That's right, ladies and gentlemen.
[00:26:33.751 --> 00:26:38.374]  If you look up Merman, it is a spitting image.
[00:26:38.655 --> 00:26:49.262]  The wide shoulders, the tiny waist, the same teeth, the same eyes, and then the same... Is that dorsal fins?
[00:26:49.462 --> 00:26:50.103]  I'm not sure.
[00:26:50.123 --> 00:26:53.065]  The point is, ladies and gentlemen, we have it.
[00:26:53.285 --> 00:26:54.105]  That's Gil's, Alex.
[00:26:54.386 --> 00:26:54.966]  That's Gil's.
[00:26:55.667 --> 00:26:59.409]  Obama is not really from Kenya or Hawaii.
[00:26:59.870 --> 00:27:00.910]  He's from Merland.
